@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.1156,0.0825,0.2873,1.9055,-0.0843,-4.2894,0.1556,0.3945,4.8156,?,9.4456,0.1435,0.3788,2.0469,0.7915,10.3827,0.2133,0.4619,2.5025,0.7663,-0.0269,0.0122,0.0111,-0.4541,-0.4131,0.9097,0.7283,0.7585,0.622,1.0415,0.8541,0.8201,0.5304,0.5754,0.3869,1.0848,0.7295,0.6725,0.0308,-0.0191,-0.018,-0.6198,-0.5868,0.9467,0,0.179,0.1641,0,0,0.9166,0.3957,0.9309,0.7615,2.3526,1.9243,0.818,0.2075,13.8717,0.8829,-0.7481,-0.7992,-0.8435,-0.9192,0.9858,1.9237,0.0037,0.0605,0.2159,0.8948,-8.3255,0.0002,0.013,8.3468,?,4.8116,0,0.0052,0.0192,0.996,-0.2311,0.3998,-1.7303,4.6722,11.644,2.4922,21.8296,135.5817,6.2109,-0.22,0.3824,-1.738,0,0.4257,0,0.0259,11.2715,435.8253,0.1961,15.0608,0.9809,-0.4701,-0.1134,?,?,?,?,?,DESTRA_PANTALONI
-0.1411,6.7093,2.5902,11.8478,-0.7888,-0.0534,5.7681,2.4017,10.695,-0.7249,9.6001,15.0337,3.8773,25.3595,0.1463,10.276,14.1005,3.7551,25.4211,0.1582,2.6425,-0.0147,-0.0137,-0.0056,-0.0052,0.9342,1.0785,0.668,0.6898,0.6194,0.6396,1.0326,1.1632,0.4463,0.4758,0.3837,0.4091,1.0662,1.1623,-1.2019,-1.0936,-1.034,-0.9408,0.9099,1.0682,0.223,0.2193,0.2087,0.2053,0.9837,1.1078,0.4672,0.4661,0.4217,0.4207,0.9976,0.2,13.664,0.0157,0.1876,0.2412,-0.2251,-0.2303,0.9859,6.5429,2.0309,1.4251,5.8259,0.3928,1.331,2.5624,1.6007,5.1508,-0.23,6.569,3.778,1.9437,7.9976,0.0036,4.9159,0.996,0.2026,0.8903,0.7332,0.8236,0.7926,0.5376,0.6782,-3.9132,129.2084,-33.0188,2.2912,1.1953,0.5217,1.1311,0.7285,0.644,0.1951,14.7936,-0.5424,-0.8502,0.0893,?,?,?,?,?,SINISTRA_PANTALONI
0.1424,0.053,0.2301,1.7031,-0.2089,3.8043,0.3032,0.5507,4.1196,0.189,9.8936,0.1543,0.3928,2.9214,0.7254,10.6124,0.2649,0.5147,3.7299,0.6794,0.0374,0.0144,0.0134,0.3845,0.3585,0.9323,0.4179,0.5859,0.4472,1.4019,1.0699,0.7632,0.1747,0.3433,0.1999,1.9654,1.1448,0.5825,-0.3065,-0.0381,-0.0372,0.1244,0.1215,0.9765,0.2773,0.1324,0.1211,0.4775,0.4367,0.9145,0.4134,0.583,0.4566,1.4102,1.1045,0.7832,0.2209,13.8614,-0.9787,-0.9606,-0.976,0.9468,0.98,0.9898,9.0494,0,0.0026,0.0117,0.9987,3.662,0,0.0041,0.0182,0.995,-0.9316,0.0002,0.0126,0.9643,?,2.4712,-9.7136,-3.9308,0.6356,0.2065,0.3249,0.4039,0.0426,0.1056,2.474,-9.376,-3.7898,2.465,0,0,0.6446,0.0122,0.0189,0.2043,13.643,-1.7992,0.8477,-0.5063,?,?,?,?,?,SINISTRA_PANTALONI
0.4692,2.6,1.6125,6.7523,-0.4155,-3.3853,6.0648,2.4627,13.1567,-1.7691,10.1412,6.5035,2.5502,12.4927,0.345,11.0936,6.6247,2.5738,13.263,0.3443,-0.1386,0.0463,0.0423,-0.3338,-0.3052,0.9141,0.6548,0.6323,0.6265,0.9657,0.9568,0.9908,0.4287,0.3998,0.3925,0.9325,0.9155,0.9817,0.2358,-0.3012,-0.2846,-1.2773,-1.207,0.945,1.004,0.2501,0.2358,0.2491,0.2349,0.943,0.5132,0.5405,0.5091,1.0531,0.992,0.9419,0.223,15.3171,0.028,0.4518,0.5331,0.3927,0.1971,0.9667,5.4704,0.5285,0.727,2.2564,0.6626,-2.6601,7.4642,2.7321,8.4295,-1.7861,7.1506,0.0518,0.2275,1.3608,0.8266,-2.0565,0.765,-0.372,0.2661,3.195,12.0066,0.0708,10.2077,144.1591,-0.82,0.6833,-0.8333,2.2105,0.8524,0.3856,0.2677,1.6581,6.1944,0.1956,16.116,0.6951,0.211,0.6772,?,?,?,?,?,SINISTRA_PANTALONI
0.0316,0.0043,0.0657,0.3228,-0.5102,6.3068,0.0734,0.2709,1.8583,0.7323,9.8728,0.0298,0.1727,1.0317,0.8976,11.7168,0.0738,0.2717,1.7428,0.8575,0.005,0.0032,0.0027,0.6388,0.5383,0.8426,0.2424,0.3804,0.2417,1.5691,0.9973,0.6356,0.0588,0.1447,0.0584,2.4621,0.9945,0.4039,-0.0215,-0.0121,-0.0104,0.5621,0.4847,0.8623,0.0308,0.0212,0.0175,0.689,0.5675,0.8238,0.1737,0.3129,0.1852,1.8011,1.0663,0.592,0.2441,16.2374,0.4485,0.3716,0.4376,0.763,0.9388,0.9386,8.0734,0.0004,0.0188,0.0605,0.9925,5.4556,0.0008,0.0277,0.0903,0.9836,-1.1071,0,0.0062,1.1226,?,1.4798,-7.2921,-4.9276,0.6763,3.0051,4.4435,0.4574,9.0305,19.7444,1.488,-7.167,-4.8164,1.4746,0,0,0.6698,0.0539,0.0804,0.2043,14.6361,-0.9901,0.0733,0.0083,?,?,?,?,?,SINISTRA_PANTALONI
-0.0952,0.0029,0.0543,0.2713,-4.4132,8.217,0.0032,0.0568,0.3087,0.9633,9.9762,0.0022,0.0471,0.2175,0.9785,12.9251,0.0039,0.0625,0.2827,0.9784,-0.0116,-0.0095,-0.0074,0.8237,0.6357,0.7718,0.956,1.1518,0.8683,1.2049,0.9083,0.7538,0.9139,1.3268,0.7539,1.4517,0.8249,0.5682,-0.0273,-0.0224,-0.0173,0.8188,0.6324,0.7724,0.006,0.005,0.0038,0.8318,0.6424,0.7723,0.8791,1.2474,0.9599,1.4189,1.0919,0.7695,0.2693,18.2914,0.6657,-0.0426,0.3534,0.4961,0.8619,0.8701,8.7661,0,0.007,0.0241,0.9973,4.3827,0.0002,0.0127,0.0443,0.9899,-0.3411,0.0003,0.0179,0.3696,?,2.0001,-25.6994,-12.8488,0.5525,0.392,0.7094,0.3053,0.1536,0.5032,2.0071,-23.6867,-11.8015,1.9924,0,0,0.5427,0.0651,0.1199,0.2043,13.49,-0.9397,0.9772,-0.9627,?,?,?,?,?,SINISTRA_PANTALONI
-0.7975,2.7492,1.6581,7.0004,-1.2202,2.3448,5.9847,2.4464,8.8741,-0.318,8.9944,2.4965,1.58,6.7009,0.4859,9.7788,2.6395,1.6247,6.5772,0.5099,-0.3401,-0.0887,-0.0816,0.2607,0.2398,0.9198,0.6778,1.0494,1.0206,1.5483,1.5058,0.9725,0.4594,1.1012,1.0416,2.3972,2.2673,0.9458,1.7969,-0.6075,-0.5623,-0.3381,-0.313,0.9256,0.4683,0.2419,0.235,0.5166,0.5018,0.9713,0.7888,1.0447,1.0643,1.3243,1.3492,1.0188,0.212,13.4173,0.4851,0.5851,0.5715,-0.001,0.2167,0.9524,-2.8025,2.3838,1.5439,5.7734,?,1.866,0.0476,0.2182,0.6426,0.6942,7.7638,1.6644,1.2901,4.416,0.5333,-1.5018,-0.361,0.2404,7.0767,1.1967,0.1691,50.0801,1.4322,0.0286,-3.9572,-1.144,0.2891,0,0,0.2221,8.9848,1.3074,0.1455,0.1923,12.4323,0.8535,0.9953,0.8561,?,?,?,?,?,SINISTRA_PANTALONI
0.209,22.2734,4.7195,25.395,-1.7393,1.1899,10.6897,3.2695,16.6351,-0.6011,9.4545,30.7183,5.5424,44.3412,-0.7794,11.5045,22.1763,4.7092,26.2772,0.1432,0.1756,0.0221,0.0182,0.1259,0.1034,0.8218,1.4435,0.8515,1.0022,0.5899,0.6943,1.1769,2.0836,0.7251,1.0044,0.348,0.482,1.3852,2.5818,0.8302,-3.6701,0.3216,-1.4215,-4.4207,0.8923,0.372,0.3023,0.4169,0.3387,0.8125,1.5266,0.5727,0.9664,0.3752,0.6331,1.6874,0.1986,16.2072,-0.8972,-0.5997,-0.5464,0.5076,0.4372,0.3667,0.9221,5.8859,2.4261,8.3029,-0.6374,0.7596,0.7479,0.8648,2.3739,-0.1561,-9.3766,0.2317,0.4814,9.8059,?,1.214,-0.0983,-0.081,2.8054,5.0398,1.7965,7.8702,25.3998,3.2273,10.0821,0.3296,0.0327,2.4696,0,0,3.4975,0.8467,0.2421,0.1969,12.2697,0.7144,0.7119,0.4983,?,?,?,?,?,SINISTRA_PANTALONI
-0.1051,0.0172,0.131,0.5619,-3.5842,13.4288,0.015,0.1225,0.5477,0.96,9.8618,0.0088,0.0936,0.3815,0.962,16.6619,0.0235,0.1533,0.656,0.9614,-0.0078,-0.0107,-0.0063,1.3617,0.806,0.5919,1.0691,1.3992,0.8549,1.3087,0.7996,0.611,1.143,1.9578,0.7309,1.7128,0.6394,0.3733,-0.0334,-0.0454,-0.0269,1.3615,0.8059,0.592,0.0089,0.0122,0.0072,1.3643,0.807,0.5916,1.026,1.4729,0.8565,1.4357,0.8348,0.5815,0.3545,23.4216,0.0097,-0.2141,-0.078,0.968,0.9936,0.9899,6.1707,0.0003,0.0159,0.0711,0.9885,7.6184,0.0002,0.013,0.0562,0.9926,-0.2258,0.0005,0.0223,0.2648,?,0.81,-27.3336,-33.7464,1.2284,0.7163,0.5831,1.509,0.5131,0.34,0.8073,-23.1495,-28.6742,0.8107,0,0,1.2644,0.2685,0.2123,0.2087,14.0149,-0.9775,-0.1176,0.1643,?,?,?,?,?,SINISTRA_PANTALONI
-0.1124,0.002,0.0453,0.2338,?,11.8266,0.0102,0.1008,0.4749,0.9607,9.91,0.0073,0.0853,0.4042,0.9601,15.4302,0.0167,0.1293,0.6216,0.9606,-0.0095,-0.0113,-0.0073,1.1934,0.7665,0.6422,0.4489,0.5306,0.35,1.1819,0.7796,0.6596,0.2015,0.2815,0.1225,1.3968,0.6078,0.4351,-0.0202,-0.024,-0.0154,1.1927,0.7662,0.6424,0,0,0,1.192,0.7661,0.6427,0.4923,0.5784,0.3761,1.175,0.764,0.6502,0.3215,21.8489,-0.1467,-0.4255,-0.2708,0.9109,0.9841,0.9639,7.4145,0.0002,0.0151,0.0505,0.9932,6.3963,0.0003,0.0175,0.0574,0.9911,-0.5317,0.0001,0.0087,0.5494,?,1.1592,-13.9442,-12.0294,0.8654,1.73,1.9991,0.7489,2.9929,3.9965,1.1595,-13.4443,-11.5946,1.157,0,0,0.8797,0.0919,0.1045,0.2043,14.3425,-1.0094,0.0072,0.0359,?,?,?,?,?,SINISTRA_PANTALONI
0.3893,4.6162,2.1485,12.566,-0.4658,-7.2536,12.1298,3.4828,16.2105,-6.4283,9.7483,8.4177,2.9013,13.5913,0.0182,12.6546,12.8197,3.5805,15.2843,0.2,-0.0537,0.0399,0.0308,-0.7441,-0.5732,0.7703,0.6169,0.7405,0.6001,1.2004,0.9727,0.8103,0.3806,0.5484,0.3601,1.441,0.9462,0.6566,0.2846,-15.822,-1.0453,-55.5868,-3.6723,0.0661,3.9285,0.6193,0.4488,0.1576,0.1142,0.7246,0.7752,0.9246,0.8222,1.1927,1.0606,0.8892,0.2481,18.5791,-0.088,-0.5187,-0.1836,-0.5024,-0.8428,0.8553,-6.4487,0.16,0.4,6.7893,?,-7.2568,0.1231,0.3509,8.3755,?,1.2002,0.2008,0.4481,1.6435,0.2392,0.8886,-5.3729,-6.0462,1.14,0.8927,0.783,1.2997,0.7969,0.6131,0.8106,-13.1402,-16.2103,1,0,0,0.8106,4.131,5.0962,0.1996,14.9056,-0.9722,-0.387,0.5879,?,?,?,?,?,SINISTRA_PANTALONI
1.4453,14.1055,3.7557,17.2797,-0.3946,3.4917,10.0351,3.1678,16.4349,-0.462,10.0919,16.6189,4.0766,15.0166,0.2015,11.8557,16.3296,4.041,14.1286,0.268,0.4139,0.1432,0.1219,0.346,0.2945,0.8512,1.1856,0.9213,0.9294,0.7771,0.7839,1.0088,1.4056,0.8488,0.8638,0.6038,0.6145,1.0177,0.9414,-1.2905,-0.945,-1.3708,-1.0038,0.7323,1.1022,0.6589,0.6419,0.5978,0.5824,0.9742,1.0514,1.1507,1.223,1.0945,1.1632,1.0629,0.2293,17.2325,0.1456,0.2296,0.4411,0.0272,0.2415,0.9163,6.0716,1.1281,1.0621,3.2965,0.5608,6.3006,0.3692,0.6076,2.1888,0.723,4.0786,1.4635,1.2097,3.9864,0.4006,0.9637,1.4886,1.5448,1.7481,0.878,0.5022,3.0558,0.7708,0.2523,0.7367,1.5801,2.1449,0.9498,1.1286,1.1883,1.5061,0.8269,0.5491,0.2054,16.4508,-0.5119,-0.7995,-0.0806,?,?,?,?,?,SINISTRA_PANTALONI
1.2969,17.4137,4.173,24.3815,-1.0735,2.1482,39.1844,6.2597,30.0589,-0.4185,10.6011,16.2077,4.0259,16.8333,0.0761,12.9617,23.4813,4.8458,21.1588,0.2129,0.6037,0.1223,0.1001,0.2026,0.1657,0.8179,0.6666,1.0365,0.8612,1.5549,1.2918,0.8308,0.4444,1.0744,0.7416,2.4176,1.6687,0.6902,1.4233,-9.1004,-2.2057,-6.3939,-1.5497,0.2424,0.5549,0.6454,0.4374,1.163,0.7883,0.6778,0.8111,1.4484,1.1523,1.7857,1.4206,0.7956,0.2318,19.1552,-0.5493,0.244,-0.1786,0.3037,0.7031,0.7844,5.1269,1.4805,1.2168,4.9421,0.3351,2.4795,1.8962,1.377,5.3685,0.1561,7.6063,2.4771,1.5739,6.9115,0.2078,2.0677,0.674,0.326,0.8836,0.7731,0.8749,0.7808,0.5977,0.7655,2.5083,1.3741,0.5478,1.1684,0.852,0.7292,0.9206,0.7151,0.7767,0.2022,15.2127,0.4329,-0.8371,-0.8046,?,?,?,?,?,SINISTRA_PANTALONI
0.2007,4.6006,2.1449,9.7094,-0.9863,10.4376,7.3021,2.7022,13.7653,0.2138,9.3728,4.4314,2.1051,7.9857,0.4019,14.2378,10.4522,3.233,15.5525,0.3027,0.0192,0.0214,0.0141,1.1136,0.7331,0.6583,0.7938,1.0189,0.6634,1.2837,0.8358,0.6511,0.63,1.0382,0.4402,1.6478,0.6986,0.424,-1.2881,-0.8985,-0.714,0.6975,0.5543,0.7946,0.2792,0.3661,0.2191,1.3113,0.7849,0.5986,0.7054,1.2159,0.6243,1.7237,0.8851,0.5135,0.2985,21.5509,-0.5876,0.0638,-0.3295,0.7207,0.9452,0.9027,4.4865,0.0677,0.2602,1.0112,0.7953,8.0057,0.2388,0.4887,1.3841,0.8456,3.1523,1.6931,1.3012,3.7386,0.1454,0.5604,1.4233,2.5396,0.5326,0.2,0.3755,0.2836,0.04,0.141,0.5183,6.1777,11.9191,0.5511,1.1291,2.0489,0.7306,0.2705,0.3702,0.2065,15.6445,-0.5594,0.4524,-0.991,?,?,?,?,?,SINISTRA_PANTALONI
-0.1148,0.0051,0.0717,0.2681,-5.352,7.2159,0.0087,0.0931,0.4027,0.9461,10.0112,0.0057,0.0757,0.3925,0.9617,12.3417,0.0102,0.1011,0.5381,0.9576,-0.0159,-0.0115,-0.0093,0.7208,0.5847,0.8112,0.7697,0.9465,0.7092,1.2298,0.9214,0.7492,0.5924,0.8959,0.5029,1.5125,0.849,0.5613,-0.032,-0.0229,-0.0186,0.7166,0.5817,0.8117,0.0057,0.0041,0.0033,0.7285,0.5888,0.8082,0.6659,0.6832,0.4983,1.0259,0.7484,0.7295,0.2743,17.3462,-0.8064,0.0222,-0.4261,0.5094,0.8516,0.8819,8.8476,0,0.0067,0.0223,0.9975,4.0785,0.0001,0.0117,0.0404,0.9902,1.1202,0.0002,0.0141,0.049,0.9574,2.1693,7.8983,3.6409,0.5729,0.4752,0.8293,0.3282,0.2258,0.6878,2.1719,8.0235,3.6942,2.156,7.7009,3.5719,0.5519,0.4552,0.8247,0.2179,14.0464,-0.9296,-0.7507,0.6161,?,?,?,?,?,SINISTRA_PANTALONI
-0.064,0.0195,0.1397,0.5975,-2.3581,7.4077,0.0214,0.1464,0.6292,0.9187,9.9929,0.0069,0.0829,0.3841,0.9624,12.4406,0.0163,0.1275,0.5916,0.9536,-0.0086,-0.0064,-0.0051,0.7413,0.5954,0.8032,0.9541,1.685,1.0959,1.7661,1.1487,0.6504,0.9103,2.8392,1.201,3.1191,1.3194,0.423,-0.059,-0.0426,-0.0345,0.7223,0.5852,0.8103,0.023,0.0174,0.014,0.7567,0.6075,0.8028,0.9496,1.5558,1.01,1.6383,1.0636,0.6492,0.2592,17.5232,-0.9108,-0.0104,-0.638,0.3482,0.8743,0.7623,8.8225,0.0001,0.0118,0.0421,0.9952,4.2766,0.0007,0.0263,0.0939,0.9782,0.2062,0.0016,0.0405,0.1326,0.5453,2.063,42.7853,20.7396,0.4465,0.2903,0.6501,0.1993,0.0842,0.4226,2.0903,55.3953,26.5013,2.0545,30.3494,14.7721,0.4486,0.3176,0.708,0.2043,13.3053,-1.0221,0.9297,-0.939,?,?,?,?,?,SINISTRA_PANTALONI
-0.0308,0.0213,0.1458,0.7551,-1.7984,8.4972,0.0283,0.1682,0.9579,0.8949,9.9696,0.0169,0.1301,0.6186,0.94,13.1009,0.029,0.1704,0.7883,0.9418,-0.0036,-0.0031,-0.0024,0.8523,0.6486,0.761,0.8668,1.1209,0.8557,1.2932,0.9872,0.7634,0.7513,1.2564,0.7322,1.6723,0.9746,0.5828,-0.0595,-0.05,-0.038,0.8413,0.6393,0.7599,0.0296,0.0262,0.0199,0.8837,0.6728,0.7613,0.7883,1.2207,0.9579,1.5484,1.2151,0.7847,0.2787,18.5863,-0.6948,0.376,-0.2297,0.3303,0.8369,0.7933,8.2666,0.0011,0.0324,0.0996,0.988,5.2568,0.0028,0.0529,0.1624,0.9697,0.4411,0.0008,0.0275,0.0947,0.8007,1.5725,18.7409,11.9177,0.6129,1.1808,1.9265,0.3757,1.3943,3.7114,1.578,21.5499,13.6563,1.5488,17.4644,11.2762,0.6131,1.051,1.7143,0.2086,13.9645,-0.998,0.9389,-0.9429,?,?,?,?,?,SINISTRA_PANTALONI
-0.2015,0.017,0.1305,0.6847,-4.5711,7.0133,0.0292,0.1708,0.85,0.8864,9.9944,0.0122,0.1104,0.5044,0.9508,12.2125,0.0286,0.1692,0.7098,0.9439,-0.0287,-0.0202,-0.0165,0.7017,0.5743,0.8184,0.7639,1.1814,0.7713,1.5465,1.0096,0.6528,0.5836,1.3958,0.5949,2.3918,1.0193,0.4262,-0.0847,-0.0576,-0.0471,0.6801,0.556,0.8175,0.0164,0.012,0.0097,0.7295,0.592,0.8115,0.8055,1.3574,0.9646,1.6852,1.1976,0.7106,0.2544,17.2168,-0.8813,-0.1595,-0.6104,0.5773,0.9011,0.8725,8.9167,0.0001,0.0085,0.0297,0.9967,4.0812,0.0003,0.0182,0.0638,0.9845,-0.0666,0.0012,0.0342,0.1227,?,2.1848,-133.8685,-61.2722,0.4642,0.2474,0.533,0.2155,0.0612,0.2841,2.1987,-72.5414,-32.9934,2.1718,0,0,0.4658,0.2423,0.5201,0.2043,13.0646,-0.9874,0.5072,-0.4886,?,?,?,?,?,SINISTRA_PANTALONI
