@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
1.2647,7.3877,2.718,13.9498,-0.3984,-1.0443,7.9576,2.8209,14.5788,-1.1756,-0.0671,15.5304,3.9409,18.2125,-1.114,5.2518,5.9889,2.4472,10.3037,0.1003,-1.211,-18.8434,0.2408,15.5596,-0.1988,-0.0128,0.9635,0.6897,1.1107,0.7158,1.1527,1.6103,0.9284,0.4757,1.2336,0.5124,1.3287,2.5932,0.5045,0.4141,-3.4604,0.8208,-6.8588,-8.3561,1.4886,1.1579,0.871,0.7778,0.5851,0.7522,0.9569,0.7659,1.3539,0.8005,1.4149,1.7676,0.0085,7.7881,0.3316,0.3632,0.3436,0.5467,-0.2374,-0.1198,-0.3743,0.9003,0.9488,4.6506,-3.0709,-1.4356,1.7396,1.3189,4.8802,-3.8171,0.7124,0.7134,0.8446,3.011,-0.2741,0.2607,-0.5254,-2.0152,0.7194,1.1233,1.5615,0.5175,1.2619,2.4383,0.9072,5.4166,5.9708,1.1276,0.4834,0.4287,0.9529,1.5445,1.6208,0.0086,3.1128,0.5198,-0.1448,-0.6799,1100,0,0,0,1,DESTRA_PANTALONI
0.6406,3.1992,1.7886,10.9747,-0.8618,-1.0916,6.9866,2.6432,11.8046,-1.5832,0.1896,4.9817,2.232,9.3437,-0.8145,3.7776,2.5356,1.5923,7.3409,0.0711,-0.5868,3.3789,0.1696,-5.758,-0.289,0.0502,0.6767,0.8014,1.1233,1.1842,1.66,1.4017,0.4579,0.6422,1.2618,1.4024,2.7555,1.9648,0.7022,1.2112,-9.0385,1.7249,-12.8721,-7.4624,1.2899,1.1447,0.7459,0.8874,0.5782,0.6516,0.9297,1.1746,1.495,1.2634,1.6081,1.2728,0.0068,5.7248,0.188,-0.0951,0.1887,0.2198,-0.4329,0.0581,-0.4734,0.9133,0.9557,4.0428,-3.0807,-1.0664,2.5549,1.5984,5.3897,-6.5937,0.5921,0.5857,0.7653,2.6607,-0.2136,0.4439,-0.7995,-1.801,0.5979,1.2487,2.0886,0.3575,1.5594,4.3622,0.6522,6.5183,9.9949,1.3959,0.4519,0.3237,0.7501,1.5195,2.0257,0.0069,2.653,0.5241,-0.2685,-0.587,1100,0,0,0,1,DESTRA_PANTALONI
0.8192,5.6874,2.3848,13.9689,-0.517,-0.2757,14.0093,3.7429,17.465,-1.5123,0.4243,13.2596,3.6414,13.7252,-0.5058,5.4501,4.1793,2.0443,10.4628,0.0659,-2.9714,1.9307,0.1503,-0.6498,-0.0506,0.0779,0.6372,0.6549,1.1665,1.0279,1.8309,1.7812,0.406,0.4289,1.3608,1.0565,3.352,3.1726,0.4528,1.0326,-6.4539,2.2803,-14.2521,-6.2501,1.3246,1.0102,0.8221,0.7627,0.6207,0.8138,0.7998,1.0178,1.3351,1.2725,1.6692,1.3118,0.005,8.0177,0.2791,-0.2644,0.0781,0.3091,-0.0775,0.3107,-0.1399,1.043,1.0213,4.3237,-1.4304,-1.1051,1.8993,1.3781,5.1259,-8.2023,1.0301,2.2085,1.4861,5.5008,-0.4439,0.1266,-0.1358,-1.0728,0.7411,0.6872,0.9274,0.5492,0.4723,0.86,0.557,1.5047,2.7015,3.1938,0.467,0.1462,0.8435,0.786,0.9318,0.008,3.5157,0.2443,0.0576,-0.7801,1100,0,0,0,1,DESTRA_PANTALONI
-0.1342,21.6678,4.6549,34.6428,-0.5053,0.1118,19.0082,4.3598,31.3122,-0.4052,1.3028,24.7848,4.9784,24.4389,-0.4138,6.2091,28.6352,5.3512,31.0408,0.0412,-1.2005,-0.103,-0.0216,0.0858,0.018,0.2098,1.0677,0.935,0.8699,0.8757,0.8147,0.9303,1.1399,0.8742,0.7567,0.7669,0.6638,0.8655,1.2879,1.6258,-8.7171,1.2624,-6.7686,-5.3616,1.0328,1.3313,0.7109,1.289,0.6883,0.5339,1.1064,1.4175,1.116,1.2812,1.0087,0.7873,0.0137,9.5751,0.7205,-0.1448,0.356,-0.232,0.3781,0.4996,0.3456,2.3464,1.5318,5.3561,-0.4124,-0.9012,7.5081,2.7401,11.1813,-3.4021,-0.3039,2.0994,1.4489,5.7666,-2.153,-0.3835,-1.1374,2.9655,0.559,1.0572,1.8911,0.3125,1.1176,3.5763,0.181,0.3971,2.1945,1.493,2.0735,1.3888,0.479,0.9288,1.939,0.0105,4.1247,-0.169,-0.5225,0.447,?,?,?,?,?,DESTRA_PANTALONI
2.275,1.8875,1.3739,4.3652,0.0791,-0.3324,0.425,0.652,2.6406,-2.4667,-1.3406,3.2548,1.8041,6.4648,-1.6976,3.2413,2.1447,1.4645,4.4377,0.1733,-6.8446,-1.6971,0.7019,0.2479,-0.1025,-0.4136,2.1073,0.7615,0.9381,0.3614,0.4452,1.2319,4.4407,0.5799,0.8801,0.1306,0.1982,1.5176,-0.1996,-0.0922,0.403,0.4618,-2.0193,-4.3724,6.2231,1.978,0.883,0.3178,0.1419,0.4464,1.6531,0.6752,0.9837,0.4085,0.595,1.4568,0.121,4.7168,-0.1794,0.0014,0.8141,-0.2651,-0.158,-0.4256,0.4745,0.3151,0.5614,2.237,-0.2576,-1.3505,0.9877,0.9938,3.7813,-37.6875,1.0351,0.2082,0.4563,1.6066,0.1991,-0.3514,0.4584,-1.3047,0.5648,1.2303,2.1781,0.3191,1.5137,4.7443,0.1244,-1.1468,-9.2202,18.2,0.8867,0.0487,0.5916,1.3924,2.3536,0.0201,2.9788,-0.5542,0.7894,-0.3562,125000,0,0,0,1,DESTRA_PANTALONI
0.5411,2.1631,1.4707,6.7406,-1.1956,-0.1152,6.8867,2.6242,9.3578,-0.6261,-0.0636,0.6953,0.8338,4.2467,-0.7119,2.8812,1.7537,1.3243,6.6249,0.0654,-4.6958,-8.51,0.1878,1.8123,-0.04,-0.0221,0.5604,1.7638,1.1106,3.1473,1.9816,0.6296,0.3141,3.1112,1.2334,9.9052,3.9268,0.3964,1.0187,2.0784,-7.9114,2.0402,-7.7659,-3.8065,0.5335,1.2376,0.4331,2.3199,0.8118,0.3499,0.7203,1.5873,1.0175,2.2036,1.4125,0.641,0.0055,4.3352,-0.9444,-0.6716,-0.3159,0.6555,0.2422,0.295,0.1048,0.0328,0.1811,0.7504,-0.7087,-0.1256,0.0392,0.198,0.8079,-2.31,-0.0805,0.0454,0.213,0.7877,-1.0302,-0.8348,-1.3026,1.5604,0.9148,0.8503,0.9295,0.8368,0.723,0.864,0.552,0.7787,1.4107,1.7991,1.1319,0.6291,0.9288,0.9526,1.0257,0.0018,0.5297,0.1272,-0.2255,-0.0728,1100,0,0,0,1,DESTRA_PANTALONI
0.0476,2.4694,1.5714,6.8066,-0.6052,-0.8518,3.0065,1.7339,6.6366,-3.3437,-0.0701,2.0459,1.4304,6.069,-0.906,2.5155,1.9266,1.388,6.0621,0.0489,-0.0559,-0.6799,0.0189,12.1574,-0.3386,-0.0279,0.9063,1.0986,1.1321,1.2122,1.2492,1.0305,0.8214,1.207,1.2817,1.4695,1.5605,1.0619,0.5023,0.8896,-8.226,1.7709,-16.3757,-9.247,2.7754,1.3317,0.6653,0.4798,0.2397,0.4996,1.0256,1.1215,1.1228,1.0935,1.0948,1.0011,0.0085,3.8721,-0.376,0.1835,0.5746,-0.478,-0.8186,0.39,-0.7432,0.9897,0.9948,3.8051,-3.6065,0.7217,0.5939,0.7706,3.6548,-0.1166,-0.3281,0.4801,0.6929,2.3161,-1.3827,-1.0298,2.2655,-2.1999,1.2909,1.4358,1.1122,1.6665,2.0614,1.237,7.8073,2.2165,0.2839,0.2524,0.8498,3.3673,1.0411,1.6429,1.578,0.0108,2.3535,-0.9378,0.5455,-0.5714,1100,0,0,0,1,DESTRA_PANTALONI
0.1877,7.2259,2.6881,15.2196,-0.5767,-1.5629,5.4983,2.3448,9.1398,-2.4323,0.821,7.4087,2.7219,13.1273,-0.6186,4.337,4.4747,2.1154,9.981,0.1084,-0.1201,0.2287,0.0433,-1.9037,-0.3604,0.1893,1.1464,0.9876,1.2708,0.8615,1.1085,1.2867,1.3142,0.9753,1.6148,0.7421,1.2287,1.6557,0.8595,1.1095,-4.5887,1.2909,-5.3389,-4.1357,3.6249,1.1902,0.8623,0.3283,0.2379,0.7245,1.6652,1.1594,1.5249,0.6962,0.9157,1.3152,0.0095,6.6634,-0.0671,0.3832,0.3037,-0.1278,-0.4598,0.2445,-0.8459,0.7318,0.8555,4.5021,-4.3089,-0.8159,3.2664,1.8073,6.3692,-1.4756,-1.6685,0.6549,0.8093,4.0097,-18.5725,1.0368,0.507,0.489,0.4733,1.0571,2.2333,0.224,1.1174,4.9877,0.9625,0.9604,0.9978,0.3296,4.1394,12.5587,0.7069,1.1228,1.5884,0.0109,4.2194,-0.0042,-0.1243,0.3268,1100,0,0,0,1,SINISTRA_PANTALONI
0.0727,0.412,0.6419,4.0484,-0.3859,-0.5303,0.5348,0.7313,3.3939,-0.8792,0.1061,0.0789,0.281,1.5521,-1.479,0.9699,0.3828,0.6187,3.2507,0.0149,-0.1371,0.6854,0.0749,-5.0003,-0.5468,0.1094,0.8777,2.2846,1.0375,2.6028,1.182,0.4541,0.7704,5.2194,1.0764,6.7746,1.3971,0.2062,0.7099,1.2174,-22.9845,1.7148,-32.3757,-18.8803,1.6174,4.6654,0.8852,2.8845,0.5473,0.1897,1.1928,2.6083,1.2454,2.1866,1.0441,0.4775,0.0029,1.4172,0.3614,-0.0823,0.2438,-0.7527,-0.1319,-0.0971,-0.0274,0.0305,0.1746,0.799,-2.0414,0.0062,0.0174,0.1319,0.6142,-1.1718,-0.003,0.0106,0.1029,0.5992,-1.5996,-4.3975,9.2584,-2.1054,1.3235,1.6967,1.282,1.7516,2.8789,1.6435,1.6183,1.4544,0.8987,0.9289,1.1397,1.2269,1.3009,1.3333,1.025,0.0002,0.3281,0.7132,-0.1375,-0.12,1100,0,0,0,1,SINISTRA_PANTALONI
-0.7652,16.0672,4.0084,20.3107,-1.7792,-0.2421,12.263,3.5019,15.9211,-0.6557,-0.4142,4.3754,2.0917,11.4992,-1.5193,5.3084,5.3421,2.3113,12.6432,0.098,3.1601,1.8475,-0.1441,0.5846,-0.0456,-0.078,1.1446,1.9163,1.7343,1.6741,1.5151,0.905,1.3102,3.6722,3.0077,2.8027,2.2956,0.819,2.0622,1.875,-9.4668,0.9092,-4.5907,-5.049,0.76,1.6011,0.5214,2.1067,0.686,0.3256,1.2757,1.7663,1.6064,1.3845,1.2593,0.9095,0.0049,7.7394,0.1876,0.3386,-0.2423,-0.2321,0.0362,0.0239,-0.1922,0.5033,0.7094,4.1849,-1.7172,-0.5227,2.1693,1.4729,6.0872,-1.0436,-1.5674,1.4327,1.197,4.2094,-6.9328,0.3677,0.1226,0.3335,0.4817,0.5927,1.2305,0.232,0.3513,1.5141,0.8508,0.7189,0.845,0.5171,2.9025,5.6134,0.6875,0.9942,1.4461,0.0089,3.4804,-0.0907,-0.2082,0.0767,1100,0,0,0,1,SINISTRA_PANTALONI
