@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.0688,0.1123,0.3352,3.962,-0.7481,0.0926,0.1032,0.3212,2.5272,-0.3629,0.0874,0.1215,0.3486,2.7428,-1.242,0.3696,0.2214,0.4705,2.4531,0.0165,0.7425,0.7866,0.1861,1.0595,0.2506,0.2365,1.0433,0.9614,0.7123,0.9215,0.6827,0.7409,1.0886,0.9243,0.5073,0.8491,0.4661,0.5489,2.5196,1.1159,-41.107,0.4429,-16.315,-36.8362,1.2223,1.8526,0.9086,1.5157,0.7434,0.4904,1.5677,1.4445,1.6151,0.9214,1.0302,1.1181,0.0015,0.5586,0.237,-0.2603,0.3543,-0.2755,0.6226,0.0743,-13.1436,1.3423,1.1586,15.1062,?,58.9884,1.7641,1.3282,4.6555,0.923,-7.309,57.098,7.5563,25.3113,-1.2233,-0.2228,1.7983,-8.0706,0.8723,0.1533,0.1758,0.7609,0.0235,0.0309,-0.2706,1.0847,-4.0084,0,0,5.3124,3.2448,0.5968,0.1839,0.6149,82.0326,-0.3663,0.3686,-0.8949,1100,0,0,0,1,TASCA_DESTRA_DIETRO_PANTALONI
-0.2534,4.4584,2.1115,14.2673,-0.658,-0.7479,3.702,1.9241,16.2341,-0.4819,-0.274,8.6246,2.9368,25.3823,-0.2955,3.1869,7.3272,2.7069,20.0313,0.0186,0.3388,0.9248,-0.0795,2.7294,-0.2347,-0.086,1.0974,0.719,0.78,0.6552,0.7108,1.0849,1.2043,0.5169,0.6085,0.4292,0.5052,1.1771,1.0725,0.978,-14.8861,0.9119,-13.8801,-15.2208,0.7855,0.4392,0.4216,0.5591,0.5367,0.9599,0.8788,0.5621,0.7122,0.6396,0.8104,1.2671,0.0088,4.8765,0.3961,0.2883,0.4014,0.0816,-0.0008,0.4095,-29.6872,53.3002,7.3007,38.6398,?,-5.8369,351.0141,18.7354,52.6199,-0.9446,-18.017,15.5511,3.9435,25.0198,?,5.0861,1.6477,0.324,0.3897,1.8513,4.751,0.1518,3.4274,22.5717,1.5117,1.5444,1.0216,0,1,0,0.7343,1.5444,2.1031,0.3707,65.6884,-0.7234,-0.83,0.9215,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0721,0.0331,0.182,1.4197,-2.4311,0.1149,0.1683,0.4102,3.0363,-0.1461,0.0546,0.0682,0.2612,1.893,-0.1695,0.2787,0.2133,0.4619,3.1337,0.0215,0.6274,1.3199,0.2586,2.1037,0.4122,0.1959,0.4436,0.6966,0.394,1.5702,0.8881,0.5656,0.1968,0.4852,0.1552,2.4655,0.7888,0.3199,2.5985,3.6673,-14.6082,1.4113,-5.6219,-3.9834,0.1562,0.2556,0.1292,1.6367,0.8272,0.5054,0.4676,0.75,0.453,1.604,0.9689,0.6041,0.0015,0.4293,-0.9307,-0.93,-0.9037,0.9043,0.9295,0.9315,-41.7611,0.0274,0.1656,42.2989,?,-1.9217,0.0665,0.2579,2.2797,?,-9.663,0.1048,0.3237,10.2585,?,21.7309,4.3218,0.1989,0.6421,0.5115,0.7966,0.4122,0.2616,0.6346,18.5549,4.1233,0.2222,1,1,1,18.5549,4.1233,0.2222,0.4517,53.3458,0.2354,-0.119,0.244,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.167,3.4108,1.8468,8.3871,-1.0465,-0.61,5.0028,2.2367,10.7642,-0.7901,-0.2556,3.5302,1.8789,9.1695,-0.5972,3.1513,2.478,1.5742,8.2749,0.0633,0.2738,0.6533,-0.053,2.3862,-0.1936,-0.0811,0.8257,0.9829,1.1732,1.1904,1.4209,1.1936,0.6818,0.9662,1.3764,1.4172,2.0189,1.4246,0.9027,1.2509,-7.6662,1.3857,-8.4925,-6.1286,0.6816,0.7139,0.4639,1.0474,0.6807,0.6498,0.7792,0.9147,1.0136,1.1739,1.3008,1.1081,0.0071,4.8308,0.2375,0.4287,0.0025,0.5582,-0.0845,-0.0162,-15.1331,60.906,7.8042,27.7191,-19.0951,10.8954,123.2499,11.1018,29.2206,0.0041,-32.9529,12.5073,3.5366,36.7798,?,-1.3889,0.4592,-0.3306,0.703,2.2067,3.1391,0.4942,4.8696,9.8542,-221.3077,0.7161,-0.0032,0.047,0,0,0.9486,0.7537,0.7945,0.3944,59.1225,0.4969,-0.0113,0.8543,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0428,0.0041,0.0637,0.3148,-0.4053,-0.2144,0.0404,0.2009,1.8578,-2.7737,-0.0391,0.017,0.1304,1.0195,-5.3369,0.269,0.0384,0.196,1.5214,0.0182,-0.1996,-1.0939,0.1591,5.4808,-0.7971,-0.1454,0.3172,0.4886,0.3251,1.5406,1.0251,0.6654,0.1006,0.2387,0.1057,2.3734,1.0508,0.4427,0.0665,0.1057,-3.2207,1.5903,-48.4367,-30.4576,0.455,1.3922,0.1446,3.0598,0.3177,0.1038,0.1694,0.3088,0.2069,1.8222,1.2212,0.6702,0.0023,0.3677,0.3262,0.2348,-0.2715,0.6502,-0.8085,-0.722,-35.6875,0.0782,0.2797,36.5997,?,-7.3837,0.1448,0.3805,7.8598,?,23.6762,0.088,0.2967,1.1993,0.9509,4.8333,-1.5073,-0.3119,0.7349,0.9426,1.2825,0.5401,0.8884,1.6448,4.6566,-1.5763,-0.3385,1,0,0,4.6566,30.5165,6.5534,0.4527,66.7474,-0.7944,-0.1236,-0.0012,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1085,0.0032,0.0569,0.3298,-7.5142,-0.0863,0.0029,0.0542,0.2586,-4.4253,0.0127,0.0023,0.0479,0.2657,-0.8263,0.1528,0.0045,0.0671,0.339,0.0745,1.2569,-8.5779,-0.7101,-6.8246,-0.5649,0.0828,1.0496,1.1873,0.8477,1.1312,0.8077,0.714,1.1016,1.4097,0.7186,1.2797,0.6523,0.5097,1.3797,2.4212,-10.6693,1.7548,-7.7329,-4.4066,0.8125,0.2663,0.1058,0.3277,0.1302,0.3972,1.2752,1.2413,0.9729,0.9734,0.7629,0.7838,0.0015,0.2364,0.7048,-0.2615,-0.927,0.3883,-0.8196,0.0471,-24.8228,0.0561,0.237,25.3189,?,-27.8972,0.0171,0.1307,28.2593,?,18.8323,0.0432,0.2079,0.9003,0.9533,0.8898,-1.3181,-1.4813,1.8131,1.1399,0.6287,3.2875,1.2994,0.3953,0.896,-1.3791,-1.5392,1,0,0,0.896,28.1237,31.3898,0.4402,71.5523,-0.0828,-0.3854,0.173,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2127,1.4068,1.1861,6.4045,-0.4698,2.561,4.4659,2.1133,6.6272,-0.0896,1.1251,5.4453,2.3335,9.0639,-0.2325,3.4297,7.4252,2.7249,9.9502,0.0516,0.083,0.189,0.062,2.2761,0.7467,0.3281,0.5612,0.5083,0.4353,0.9056,0.7755,0.8564,0.315,0.2583,0.1895,0.8201,0.6015,0.7334,3.7556,1.1974,-3.7833,0.3188,-1.0074,-3.1597,0.7164,0.5925,0.4153,0.827,0.5797,0.701,0.9664,0.7066,0.6437,0.7312,0.666,0.9109,0.1275,4.8504,0.4816,0.5052,0.5698,0.4126,0.887,0.7494,-1.4555,287.1498,16.9455,51.5,-0.4406,-7.4698,6.3287,2.5157,12.875,?,-25.5833,27.1903,5.2144,31.125,?,0.1948,0.0569,0.292,6.7359,3.2497,0.4824,45.3724,10.5607,0.2328,1.2233,0.506,0.4137,0,0,1,4,1.6546,0.4137,0.3068,47.9698,-0.7136,0.6779,-0.1546,125000,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1485,13.2221,3.6362,27.6481,-2.0549,-0.3097,9.6212,3.1018,20.7503,-0.8596,-0.337,16.1861,4.0232,46.036,-1.3624,4.1263,22.2344,4.7153,28.7178,0.0151,-0.4794,-0.4405,0.036,0.919,-0.0751,-0.0817,1.1723,0.9038,0.7711,0.771,0.6578,0.8532,1.3743,0.8169,0.5947,0.5944,0.4327,0.728,1.9389,0.7005,-42.3353,0.3613,-21.8344,-60.4352,0.8111,0.4644,0.3104,0.5726,0.3827,0.6683,1.3324,0.6006,0.9628,0.4507,0.7226,1.603,0.005,6.4206,-0.933,-0.6137,-0.1569,0.4295,0.0852,0.0719,-41.3823,203.5452,14.2669,56.6986,?,-21.1767,25.3997,5.0398,28.1387,?,35.9999,159.7029,12.6374,37.8006,0.3492,1.9541,-1.1495,-0.5882,2.8308,1.1289,0.3988,8.0137,1.2745,0.159,2.015,-2.7959,-1.3876,1,0,0,2.015,1.4999,0.7444,0.6125,98.5588,-0.3247,0.9943,-0.349,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1042,0.0145,0.1203,0.5527,-2.7587,-0.0883,0.0236,0.1535,0.7485,-2.501,-0.0436,0.0122,0.1105,0.5472,-2.0977,0.2333,0.0164,0.128,0.6381,0.0253,1.1804,2.3881,-0.4469,2.0231,-0.3786,-0.1871,0.7835,1.0886,0.9393,1.3895,1.1989,0.8628,0.6138,1.1851,0.8823,1.9306,1.4373,0.7445,0.7587,1.0947,-24.4435,1.4429,-32.2188,-22.3297,0.6878,0.8324,0.2246,1.2102,0.3265,0.2698,0.7384,1.01,0.8661,1.3678,1.1729,0.8575,0.0015,0.362,0.187,0.0169,-0.4909,0.9837,-0.5843,-0.5149,-8.5242,0.3599,0.5999,9.4193,?,-53.6865,0.0785,0.2802,54.1199,?,12.1824,0.155,0.3937,1.4999,0.8837,0.1588,-0.6997,-4.4069,2.1406,1.5237,0.7118,4.5822,2.3217,0.5067,0.174,-0.8263,-4.7474,1,0,0,0.174,6.2798,36.0814,0.5926,74.3931,-0.7421,-0.6947,0.5222,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1259,0.0052,0.072,0.3653,-9.8245,-0.0683,0.008,0.0895,0.4077,-1.9377,-0.0023,0.0069,0.0829,0.3628,-0.8899,0.1884,0.0051,0.0714,0.3594,0.1163,1.8427,54.3092,-0.6684,29.4718,-0.3627,-0.0123,0.8054,0.8693,1.0089,1.0793,1.2527,1.1606,0.6486,0.7557,1.0178,1.165,1.5692,1.347,1.2328,1.9407,-7.011,1.5742,-5.687,-3.6126,0.2431,0.1758,0.083,0.723,0.3413,0.4721,0.8959,1.0068,1.0164,1.1238,1.1345,1.0095,0.0015,0.2884,0.0976,-0.3061,-0.6769,0.896,-0.328,-0.0093,-19.1783,0.0431,0.2075,19.6198,?,-49.7921,0.0405,0.2012,50.2197,?,16.8063,0.0313,0.1768,0.6592,0.9614,0.3852,-1.1411,-2.9627,1.0317,1.1739,1.1379,1.0644,1.3781,1.2947,0.3907,-1.1934,-3.0548,1,0,0,0.3907,29.7639,76.1852,0.5889,85.7767,0.2675,0.0225,0.4445,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2828,9.6263,3.1026,18.1477,-1.3589,-0.7359,16.602,4.0746,17.5297,-1.0747,-0.1336,9.0498,3.0083,15.7889,-1.0295,5.1944,8.9359,2.9893,12.8402,0.0533,-0.3843,-2.1161,0.0544,5.5061,-0.1417,-0.0257,0.7615,1.0314,1.0379,1.3544,1.3631,1.0064,0.5798,1.0637,1.0773,1.8345,1.8579,1.0128,1.1513,1.3053,-14.4684,1.1337,-12.5669,-11.0844,0.9105,0.9889,0.5672,1.0861,0.623,0.5736,1.0353,1.1494,1.4133,1.1103,1.3652,1.2296,0.0082,7.8504,-0.4652,-0.5921,-0.0397,-0.1414,-0.0281,0.061,21.8731,45.1346,6.7182,23.0576,0.3027,24.9458,13.1068,3.6203,10.8658,0.6359,9.7079,5.8655,2.4219,8.1055,0.4205,0.8768,2.2531,2.5696,1.8557,2.774,1.4948,3.4436,7.6949,2.2346,0.5274,1.7014,3.2262,1.108,2.3639,2.1335,2.122,2.8447,1.3405,0.3564,56.5268,-0.9544,0.1749,-0.3138,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.5663,9.9848,3.1599,17.4623,-0.4029,-1.737,7.5737,2.752,18.721,-2.4948,0.0125,9.0918,3.0153,15.0675,-0.7119,4.9317,5.6665,2.3804,17.1596,0.0606,-0.326,45.3593,0.1148,-139.1328,-0.3522,0.0025,1.1482,1.048,1.3274,0.9127,1.1561,1.2667,1.3184,1.0982,1.7621,0.833,1.3366,1.6045,0.3753,0.8004,-4.5296,2.1328,-12.0708,-5.6596,2.3236,1.4142,0.6814,0.6086,0.2933,0.4818,0.9328,1.1589,1.0176,1.2425,1.091,0.8781,0.0199,7.5224,0.04,0.2836,0.5085,0.0114,-0.5458,0.1635,-12.8876,14.0859,3.7531,20.7596,?,-2.1716,160.7453,12.6785,37.9776,-2.2463,-30.1914,23.849,4.8835,34.3185,?,5.9345,0.4269,0.0719,0.296,0.7685,2.5962,0.0876,0.5906,6.7401,0.79,0.6049,0.7657,0,1,0,0.5466,0.6049,1.1066,0.3538,54.4551,0.7513,-0.6516,-0.8917,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.0204,14.3193,3.7841,24.697,-1.0936,-0.7657,10.9595,3.3105,19.939,-0.7913,-0.004,9.7593,3.124,16.8266,-0.8266,5.199,8.5949,2.9317,16.5472,0.034,-0.0266,-5.1401,0.0039,192.9267,-0.1473,-0.0008,1.1431,1.2113,1.2907,1.0597,1.1292,1.0656,1.3066,1.4673,1.666,1.123,1.2751,1.1355,1.4646,1.6942,-22.1631,1.1567,-15.1324,-13.082,1.0598,1.2806,0.6887,1.2083,0.6498,0.5378,1.2386,1.4677,1.4925,1.185,1.205,1.0169,0.0082,8.0497,-0.1673,0.3343,0.0141,0.4054,0.145,0.2055,-7.5359,6.5096,2.5514,11.3388,?,2.6311,38.1155,6.1738,28.0182,-3.3646,-34.4108,4.4359,2.1062,35.939,?,-2.8642,0.219,-0.0765,0.4133,1.2114,2.9313,0.1708,1.4675,8.5925,0.525,0.3155,0.601,0,1,0,0.4047,0.3155,0.7796,0.3798,47.7311,-0.228,-0.0592,-0.9225,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.4579,3.5378,1.8809,9.645,-0.9577,-0.8286,13.0321,3.61,15.841,-0.8027,-0.5287,7.8153,2.7956,13.5552,-0.7192,4.5375,4.972,2.2298,10.3647,0.1095,-0.5526,-0.8661,0.1009,1.5673,-0.1826,-0.1165,0.521,0.6728,0.8435,1.2913,1.619,1.2537,0.2715,0.4527,0.7115,1.6675,2.6211,1.5719,0.6689,0.8321,-3.7012,1.2439,-5.5329,-4.4481,0.5606,0.6248,0.4233,1.1145,0.755,0.6774,0.6089,0.7115,0.9306,1.1686,1.5284,1.3078,0.0117,6.9628,-0.4072,-0.0294,-0.0447,0.9029,0.062,0.0961,-4.2599,4.8143,2.1942,9.9594,?,-29.9788,1.6949,1.3019,34.1995,?,-16.3205,2.8727,1.6949,18.7195,?,0.1421,0.261,1.8369,1.6854,1.2946,0.7681,2.8406,1.6759,0.59,0.2912,0.532,1.8269,1,1,1,0.2912,0.532,1.8269,0.3699,50.5592,-0.5972,-0.1283,-0.6056,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
-0.1121,0.0066,0.0815,0.392,-3.5251,0.1123,0.0117,0.1082,0.497,-0.1884,0.0743,0.0066,0.0811,0.4036,-0.3139,0.2062,0.0131,0.1145,0.5291,0.0566,-0.998,-1.5089,-0.5436,1.5119,0.5447,0.3603,0.7524,1.0045,0.7115,1.3349,0.9455,0.7083,0.5662,1.0089,0.5062,1.782,0.894,0.5017,3.8767,3.1667,-9.6237,0.8169,-2.4824,-3.039,0.2071,0.282,0.1545,1.3614,0.7457,0.5478,0.7888,0.9712,0.741,1.2313,0.9394,0.7629,0.002,0.3298,-0.8705,-0.1421,-0.7846,0.5803,0.9475,0.6416,-24.8257,0.0652,0.2554,25.1999,?,-24.9439,0.0628,0.2506,25.3799,?,-12.0828,0.0954,0.3088,12.7197,?,0.9953,2.0546,2.0644,1.0194,0.8272,0.8114,1.0391,0.6842,0.6584,0.9929,1.9812,1.9953,1,1,1,0.9929,1.9812,1.9953,0.4181,61.8523,-0.1392,0.3509,0.2508,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0419,0.0103,0.1017,0.5749,-2.2219,0.0335,0.0182,0.1348,0.6391,-0.696,0.0125,0.0157,0.1251,0.6115,-0.8599,0.1887,0.0116,0.1077,0.5118,0.0268,-1.2507,-3.34,-0.2222,2.6704,0.1776,0.0665,0.7541,0.8127,0.9436,1.0777,1.2514,1.1611,0.5686,0.6605,0.8905,1.1615,1.566,1.3482,1.5116,1.4022,-28.1706,0.9276,-18.6358,-20.0903,0.4735,0.5426,0.3393,1.146,0.7166,0.6253,0.8996,0.94,1.1233,1.045,1.2488,1.195,0.0006,0.2945,-0.7607,-0.0026,-0.4574,0.6483,0.4335,0.1324,-25.3939,0.0436,0.2087,25.679,?,-26.4188,0.0442,0.2102,26.8188,?,-8.7604,0.0703,0.2651,9.2987,?,0.9612,2.8987,3.0157,0.9929,0.7873,0.7929,0.9858,0.6198,0.6287,0.9575,2.7616,2.8841,1,1,1,0.9575,2.7616,2.8841,0.3966,60.573,-0.2198,-0.0292,-0.3116,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0382,0.0131,0.1144,0.7505,-1.8162,0.0602,0.0188,0.1371,0.8145,-0.4338,0.0114,0.0134,0.1156,0.6125,-0.6739,0.1917,0.0137,0.1171,0.7111,0.0516,-0.6344,-3.3527,-0.1994,5.2851,0.3143,0.0595,0.8343,0.989,0.9763,1.1854,1.1702,0.9872,0.6961,0.9781,0.9532,1.4051,1.3693,0.9745,1.964,1.9628,-12.5057,0.9994,-6.3676,-6.3713,0.4691,0.7283,0.3554,1.5526,0.7576,0.4879,0.9214,1.2253,1.0553,1.3299,1.1454,0.8612,0.0008,0.2986,-0.6595,0.191,-0.228,0.6075,0.5173,0.4452,-21.7062,0.2844,0.5333,22.6196,?,-29.116,0.1033,0.3215,29.7592,?,-9.6064,0.0145,0.1204,9.8999,?,0.7455,2.2596,3.0309,1.6588,4.4296,2.6703,2.7517,19.6216,7.1307,0.7601,2.2848,3.006,1,1,1,0.7601,2.2848,3.006,0.4039,60.4286,-0.5686,-0.2638,-0.0371,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
