@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
4.4682,32.0606,5.6622,28.3288,-0.8051,-6.8842,17.747,4.2127,25.6961,-3.034,4.4682,32.0606,5.6622,28.3288,-0.8051,12.263,18.8089,4.3369,17.9477,0.2291,-0.6491,1,0.3644,-1.5407,-0.5614,0.3644,1.3441,1,1.3056,0.744,0.9714,1.3056,1.8065,1,1.7045,0.5535,0.9435,1.7045,0.6538,1,-2.369,1.5296,-3.6237,-2.369,2.4638,1,0.6741,0.4059,0.2736,0.6741,1.1025,1,1.5784,0.9071,1.4317,1.5784,0.0934,19.2495,0.0866,1,0.2695,0.0866,-0.3765,0.2695,?,?,?,?,?,0,0,0,0,0,PANTALONI
-0.0797,50.3927,7.0988,33.1485,-0.724,-7.8258,18.3687,4.2859,20.2332,-21.3105,-0.0797,50.3927,7.0988,33.1485,-0.724,12.2026,31.5049,5.6129,23.3834,0.1685,0.0102,1,-0.0065,98.1498,-0.6413,-0.0065,1.6563,1,1.2647,0.6037,0.7636,1.2647,2.7434,1,1.5995,0.3645,0.583,1.5995,0.7203,1,-2.9377,1.3883,-4.0785,-2.9377,21.2022,1,0.6837,0.0472,0.0322,0.6837,1.6383,1,1.4176,0.6104,0.8653,1.4176,0.0799,18.6417,0.2909,1,0.4223,0.2909,-0.1733,0.4223,?,?,?,?,?,0,0,0,0,0,PANTALONI
-6.7759,0.2491,0.4991,8.4724,?,6.3808,0.2564,0.5064,2.314,0.7039,-6.7759,0.2491,0.4991,8.4724,?,11.5172,0.6497,0.806,4.179,0.7078,-1.0619,1,-0.5883,-0.9417,0.554,-0.5883,0.9857,1,0.6192,1.0145,0.6282,0.6192,0.9716,1,0.3834,1.0293,0.3946,0.3834,-1.5401,1,-0.8369,-0.6493,0.5434,-0.8369,0,1,0,0,0.5464,0,3.6613,1,2.0274,0.2731,0.5537,2.0274,0.114,19.9327,-0.6875,1.0001,-0.9677,-0.6875,0.8483,-0.9677,?,?,?,?,?,4.1432,0,0,0,1,PANTALONI
7.1262,1.2256,1.1071,4.4437,0.5431,-6.5762,4.2732,2.0672,9.8513,?,7.1262,1.2256,1.1071,4.4437,0.5431,12.2107,2.4348,1.5604,6.3881,0.6034,-1.0836,1,0.5836,-0.9228,-0.5386,0.5836,0.5355,1,0.7095,1.8673,1.3248,0.7095,0.2868,1,0.5034,3.4866,1.7551,0.5034,-0.5361,1,0.5433,-1.8653,-1.0135,0.5433,0,1,0.6037,0,0,0.6037,0.4511,1,0.6956,2.2169,1.5421,0.6956,0.1191,20.8287,0.1625,1,0.8146,0.1625,-0.4296,0.8146,?,?,?,?,?,4.3871,0.1317,0.3629,1.219,0.7727,PANTALONI
5.4657,11.3158,3.3639,11.0036,0.0873,1.2203,2.8384,1.6847,5.4234,-0.5931,5.4657,11.3158,3.3639,11.0036,0.0873,8.2173,19.182,4.3797,14.2295,0.1677,4.4789,1,0.6651,0.2233,0.1485,0.6651,1.9967,1,0.7681,0.5008,0.3847,0.7681,3.9867,1,0.5899,0.2508,0.148,0.5899,-0.5209,1,0.3669,-1.9196,-0.7043,0.3669,3.5413,1,0.7051,0.2824,0.1991,0.7051,2.0289,1,0.7733,0.4929,0.3811,0.7733,0.0775,12.8444,-0.854,1,0.9977,-0.854,-0.8429,0.9977,?,?,?,?,?,5.8723,1.4529,1.2054,4.0344,0.5067,PANTALONI
3.2396,46.272,6.8024,27.1624,-0.4107,2.2032,25.7983,5.0792,16.8506,-1.0149,3.2396,46.272,6.8024,27.1624,-0.4107,10.1358,41.451,6.4382,25.8592,0.0531,1.4704,1,0.3196,0.6801,0.2174,0.3196,1.3393,1,1.0566,0.7467,0.7889,1.0566,1.7936,1,1.1163,0.5575,0.6224,1.1163,0.9316,1,-5.4565,1.0734,-5.8568,-5.4565,2.3024,1,0.7051,0.4343,0.3062,0.7051,1.612,1,1.0504,0.6204,0.6516,1.0504,0.0514,16.1845,-0.5504,1,0.7836,-0.5504,-0.419,0.7836,?,?,?,?,?,0.404,1.0489,1.0241,4,0,PANTALONI
3.902,12.8536,3.5852,20.2802,-0.0444,-9.1216,7.5851,2.7541,17.5735,?,3.902,12.8536,3.5852,20.2802,-0.0444,11.2771,19.7748,4.4469,22.9264,0.2065,-0.4278,1,0.346,-2.3377,-0.8089,0.346,1.3018,1,0.8062,0.7682,0.6193,0.8062,1.6946,1,0.65,0.5901,0.3836,0.65,0.0491,1,-0.1447,20.3636,-2.9458,-0.1447,0,1,0.6721,0,0,0.6721,1.154,1,0.8846,0.8665,0.7665,0.8846,0.1099,17.0341,-0.1622,1,0.8157,-0.1622,-0.6619,0.8157,?,?,?,?,?,2,0,0,0,1,PANTALONI
4.5152,16.4121,4.0512,17.1565,-0.2949,-2.0346,46.0704,6.7875,22.0982,-1.3034,4.5152,16.4121,4.0512,17.1565,-0.2949,9.9644,24.5178,4.9515,18.1432,0.0683,-2.2192,1,0.4531,-0.4506,-0.2042,0.4531,0.5969,1,0.8182,1.6754,1.3708,0.8182,0.3562,1,0.6694,2.8071,1.8791,0.6694,0.3125,1,-2.9381,3.2002,-9.4026,-2.9381,1.381,1,0.6804,0.7241,0.4927,0.6804,0.7764,1,0.9456,1.288,1.218,0.9456,0.0684,16.1758,-0.7752,1,0.885,-0.7752,-0.6961,0.885,?,?,?,?,?,17.5102,26.1683,5.1155,25,0.0385,PANTALONI
3.879,24.2812,4.9276,14.4283,-0.1402,-2.074,58.5241,7.6501,23.1836,-2.8144,3.879,24.2812,4.9276,14.4283,-0.1402,9.8529,44.4014,6.6634,22.3388,0.0976,-1.8703,1,0.3937,-0.5347,-0.2105,0.3937,0.6441,1,0.7395,1.5525,1.1481,0.7395,0.4149,1,0.5469,2.4103,1.3181,0.5469,0.1037,1,-0.7339,9.6418,-7.0764,-0.7339,2.082,1,0.5112,0.4803,0.2455,0.5112,0.6224,1,0.6459,1.6068,1.0378,0.6459,0.0586,15.7925,-0.9845,1,0.9464,-0.9845,-0.9513,0.9464,?,?,?,?,?,7.7649,43.8107,6.619,22.6253,0.1533,PANTALONI
2.151,22.5151,4.745,22.6123,-0.3124,1.2356,13.4451,3.6667,14.243,-0.7899,2.151,22.5151,4.745,22.6123,-0.3124,6.9036,21.5956,4.6471,23.0264,0.0561,1.7409,1,0.3116,0.5744,0.179,0.3116,1.2941,1,1.0211,0.7728,0.789,1.0211,1.6746,1,1.0426,0.5972,0.6226,1.0426,0.8563,1,-3.9365,1.1679,-4.5973,-3.9365,2.1653,1,0.7063,0.4618,0.3262,0.7063,1.5876,1,0.982,0.6299,0.6185,0.982,0.0353,10.5598,-0.4434,1,0.8786,-0.4434,-0.4207,0.8786,?,?,?,?,?,0.3226,0.2185,0.4675,1,0,PANTALONI
8.3179,0.5201,0.7212,3.7324,0.6446,4.82,0.4354,0.6599,2.1566,0.6463,8.3179,0.5201,0.7212,3.7324,0.6446,12.7374,0.8406,0.9169,4.769,0.6979,1.7257,1,0.653,0.5795,0.3784,0.653,1.0929,1,0.7866,0.915,0.7197,0.7866,1.1943,1,0.6187,0.8373,0.518,0.6187,1.7177,1,0.6142,0.5822,0.3576,0.6142,1.7223,1,0.6651,0.5806,0.3862,0.6651,1.7307,1,0.7826,0.5778,0.4522,0.7826,0.1352,21.4558,-0.192,1,0.9626,-0.192,0.0799,0.9626,?,?,?,?,?,0,0,0,0,0,PANTALONI
8.9269,10.3244,3.2132,18.5574,-0.0369,1.7175,6.5589,2.561,9.3275,-0.3876,8.9269,10.3244,3.2132,18.5574,-0.0369,13.0673,18.782,4.3338,23.9229,0.0575,5.1975,1,0.6831,0.1924,0.1314,0.6831,1.2546,1,0.7414,0.797,0.5909,0.7414,1.5741,1,0.5497,0.6353,0.3492,0.5497,0.2536,1,-0.453,3.9436,-1.7864,-0.453,2.6625,1,0.7051,0.3756,0.2648,0.7051,1.9895,1,0.7757,0.5026,0.3899,0.7757,0.1385,20.3658,0.0157,1,0.9933,0.0157,0.1039,0.9933,?,?,?,?,?,0,0,0,0,0,PANTALONI
9.0974,1.1179,1.0573,4.9857,0.6091,4.4009,0.4067,0.6377,2.1435,0.601,9.0974,1.1179,1.0573,4.9857,0.6091,13.6215,1.9901,1.4107,6.5206,0.652,2.0671,1,0.6679,0.4838,0.3231,0.6679,1.6579,1,0.7495,0.6032,0.4521,0.7495,2.7487,1,0.5617,0.3638,0.2044,0.5617,2.4064,1,0.6359,0.4156,0.2643,0.6359,2.3743,1,0.6807,0.4212,0.2867,0.6807,2.3259,1,0.7646,0.4299,0.3287,0.7646,0.1528,22.5957,-0.1063,1,0.989,-0.1063,0.041,0.989,?,?,?,?,?,0,0,0,0,0,PANTALONI
3.4707,11.7848,3.4329,20.3914,-0.0902,1.2664,2.1022,1.4499,6.7245,-0.3758,3.4707,11.7848,3.4329,20.3914,-0.0902,5.6502,19.4421,4.4093,24.9126,0.0582,2.7405,1,0.6143,0.3649,0.2241,0.6143,2.3677,1,0.7786,0.4224,0.3288,0.7786,5.606,1,0.6061,0.1784,0.1081,0.6061,0.9189,1,-1.0971,1.0883,-1.194,-1.0971,3.8266,1,0.7071,0.2613,0.1848,0.7071,3.0324,1,0.8185,0.3298,0.2699,0.8185,0.0545,8.7759,-0.3164,1,0.9872,-0.3164,-0.243,0.9872,?,?,?,?,?,3.9355,0.0604,0.2457,1,0.75,PANTALONI
7.9209,0.6366,0.7979,4.0466,0.6211,5.6819,0.1581,0.3976,1.7174,0.7493,7.9209,0.6366,0.7979,4.0466,0.6211,12.5704,1.1822,1.0873,5.6708,0.6557,1.3941,1,0.6301,0.7173,0.452,0.6301,2.0068,1,0.7338,0.4983,0.3657,0.7338,4.0272,1,0.5385,0.2483,0.1337,0.5385,1.2924,1,0.6142,0.7737,0.4752,0.6142,1.5591,1,0.6484,0.6414,0.4159,0.6484,2.3562,1,0.7136,0.4244,0.3029,0.7136,0.1336,21.5237,0.3613,1.0001,0.9882,0.3613,0.4997,0.9882,?,?,?,?,?,0,0,0,0,0,PANTALONI
-5.0001,36.0886,6.0074,22.1815,-7.1812,3.1396,12.4259,3.525,13.5598,-0.2415,-5.0001,36.0886,6.0074,22.1815,-7.1812,9.9915,44.6309,6.6806,25.1807,0.0864,-1.5926,1,-0.5004,-0.6279,0.3142,-0.5004,1.7042,1,0.8992,0.5868,0.5276,0.8992,2.9043,1,0.8086,0.3443,0.2784,0.8086,7.3813,1,-8.1755,0.1355,-1.1076,-8.1755,0.2482,1,0.0984,4.0284,0.3963,0.0984,1.6358,1,0.8809,0.6113,0.5385,0.8809,0.0814,14.5656,0.4489,1,-0.8957,0.4489,-0.0704,-0.8957,?,?,?,?,?,264.8737,9325.707,96.5697,303,0.1416,PANTALONI
