@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.491,0.3074,0.5544,2.3148,-2.8744,4.9607,2.354,1.5343,6.7573,0.1623,9.9234,0.6437,0.8023,3.2736,0.7139,11.1864,1.4919,1.2214,4.932,0.632,-0.099,-0.0495,-0.0439,0.4999,0.4435,0.8871,0.3614,0.691,0.4539,1.9123,1.2561,0.6569,0.1306,0.4775,0.2061,3.6567,1.5778,0.4315,-1.3119,-0.2102,-0.2028,0.1603,0.1545,0.9644,0.0741,0.0522,0.0446,0.705,0.6019,0.8538,0.3426,0.7071,0.4693,2.0642,1.3701,0.6637,0.1207,15.494,-0.2194,-0.2445,-0.2812,0.557,0.8763,0.8837,0.0849,0.0356,0.1886,0.6516,-0.7481,-0.0888,0.054,0.2323,0.8374,-2.4574,0.6263,0.1376,0.3709,1.8318,0.016,-0.9566,0.1356,-0.1417,0.812,0.5085,0.6262,0.6594,0.2586,0.3922,0.4685,-9.3905,-20.0447,1.5388,0.2002,0.1301,0.7781,0.3557,0.4571,0.0069,0.9862,0.5951,-0.6126,-0.7664,1100,0,0,0,1,SINISTRA_PANTALONI
0.8416,0.4781,0.6914,2.4799,-0.4347,6.2051,0.8826,0.9395,3.549,0.5467,10.9139,0.8342,0.9133,2.9925,0.7602,12.628,1.0525,1.0259,3.4948,0.7573,0.1356,0.0771,0.0666,0.5686,0.4914,0.8643,0.736,0.7571,0.674,1.0286,0.9157,0.8903,0.5417,0.5731,0.4542,1.058,0.8386,0.7926,-0.1756,-0.0792,-0.0689,0.4512,0.3925,0.87,0.2208,0.1385,0.1201,0.6274,0.5437,0.8667,0.6988,0.8287,0.7096,1.186,1.0155,0.8563,0.1324,18.1064,0.8492,-0.0896,0.3339,0.3395,0.7206,0.8963,0.4228,0.0136,0.1166,0.4422,0.3459,0.1778,0.0076,0.0871,0.3151,0.1317,-0.1068,0.0098,0.0988,0.345,-4.2265,2.3777,-3.9583,-1.6648,1.3382,1.1799,0.8817,1.7907,1.3921,0.7774,4.8918,-0.8382,-0.1714,1.8629,10.2418,5.4977,1.4034,1.2817,0.9133,0.005,0.72,0.5995,-0.3207,-0.2497,1100,0,0,0,1,SINISTRA_PANTALONI
-1.1823,4.0223,2.0056,9.4949,-1.0586,-1.2313,9.3979,3.0656,14.2775,-1.326,8.037,21.6065,4.6483,23.226,-0.0897,8.9739,22.0034,4.6908,21.3917,0.0258,0.9602,-0.1471,-0.1318,-0.1532,-0.1372,0.8956,0.6542,0.4315,0.4276,0.6595,0.6535,0.9909,0.428,0.1862,0.1828,0.435,0.4271,0.982,0.5999,2.5529,-8.6115,4.2556,-14.3552,-3.3733,0.7514,0.2164,0.21,0.288,0.2795,0.9706,0.665,0.4088,0.4439,0.6147,0.6674,1.0857,0.0883,12.511,0.3219,-0.0976,-0.1554,-0.2109,-0.3007,0.9786,1.0332,5.3713,2.3176,7.6456,-0.4046,-0.6162,2.8694,1.6939,7.7032,-2.9983,2.504,1.0656,1.0323,3.4308,0.1849,-1.6766,0.4126,-0.2461,1.3682,2.2451,1.641,1.8719,5.0406,2.6927,0.3813,-2.8294,-7.4208,2.8252,1.2931,0.4577,0.9925,2.2285,2.2453,0.0299,5.5642,-0.5402,-0.8122,0.3298,1100,0,0,0,1,SINISTRA_PANTALONI
1.4153,0.694,0.8331,3.4329,-0.2617,5.446,1.0578,1.0285,4.0211,0.4583,10.168,4.8549,2.2034,8.7397,0.4576,11.7101,4.5328,2.129,8.7211,0.4829,0.2599,0.1392,0.1209,0.5356,0.4651,0.8683,0.81,0.3781,0.3913,0.4668,0.4831,1.0349,0.6561,0.1429,0.1531,0.2179,0.2334,1.0711,-0.2093,-0.0966,-0.0874,0.4613,0.4178,0.9056,0.3665,0.1688,0.1613,0.4607,0.4402,0.9555,0.8537,0.3928,0.3936,0.4601,0.4611,1.0021,0.125,17.0992,0.7805,-0.2642,-0.043,0.1392,0.3818,0.9675,0.8158,0.0855,0.2925,0.8609,0.3117,0.4417,0.0515,0.2269,0.9207,0.002,-0.2516,0.0735,0.2712,1.2016,-2.4425,1.8468,-3.2421,-1.7555,1.2891,1.0785,0.8366,1.6617,1.1631,0.6999,207.6911,-0.4572,-0.0022,1.3556,3.5831,2.6431,0.935,0.7164,0.7662,0.0103,1.5513,0.4551,0.2623,0.4511,1100,0,0,0,1,SINISTRA_PANTALONI
0.3525,6.2522,2.5004,10.9167,-1.3188,2.6176,17.2178,4.1494,13.4591,-0.5042,9.8607,15.0507,3.8795,13.0843,0.2424,11.5511,9.3021,3.0499,11.3713,0.3421,0.1347,0.0357,0.0305,0.2655,0.2266,0.8537,0.6026,0.6445,0.8198,1.0696,1.3605,1.272,0.3631,0.4154,0.6721,1.144,1.851,1.618,1.3762,-1.4832,-1.0498,-1.0777,-0.7628,0.7078,0.5262,0.2726,0.2724,0.5181,0.5176,0.9991,0.8111,0.8343,0.96,1.0286,1.1836,1.1506,0.1075,15.9346,0.3517,-0.4936,-0.6291,-0.8269,-0.696,0.9622,0.0025,0.4687,0.6846,2.3499,-0.8295,-0.248,2.1706,1.4733,5.7251,-0.7594,-3.0221,2.3142,1.5213,5.4724,?,-0.0099,-0.0008,0.0821,0.4647,0.45,0.9685,0.2159,0.2025,0.9379,0.4311,0.1947,0.4516,0.3947,0,0,0.4104,0.4294,1.0462,0.0319,4.8388,0.3718,-0.2135,0.7567,1100,0,0,0,1,SINISTRA_PANTALONI
0.0179,25.1097,5.011,15.7637,-2.0627,-5.0428,5.4634,2.3374,10.4469,?,11.7569,26.4945,5.1473,16.4847,0.2067,13.807,30.087,5.4852,17.6701,0.2036,-0.0035,0.0015,0.0013,-0.4289,-0.3652,0.8515,2.1438,0.9735,0.9135,0.4541,0.4261,0.9384,4.596,0.9477,0.8346,0.2062,0.1816,0.8806,1.0163,-2.4723,-2.3504,-2.4328,-2.3128,0.9507,0,0.2477,0.232,0,0,0.9365,1.5089,0.9563,0.8921,0.6337,0.5912,0.9329,0.2907,21.0126,-0.0235,-0.6222,-0.652,-0.4501,-0.5909,0.9715,1.0161,2.4197,1.5555,4.6682,-0.2766,2.6891,5.6903,2.3854,7.6505,-0.1639,-2.6867,1.6698,1.2922,5.2632,?,0.3779,-0.3782,-1.0009,0.6521,1.2038,1.846,0.4252,1.4491,3.4078,0.9388,0.1922,0.2047,0.5563,0,0,0.6102,0.887,1.4536,0.0894,7.2677,-0.4923,-0.5188,-0.2852,125000,0,0,0,1,SINISTRA_PANTALONI
0.4002,4.4399,2.1071,10.5144,-0.5703,11.4706,17.6757,4.2043,18.2067,0.1641,10.292,9.9484,3.1541,12.9697,0.2339,15.739,22.0083,4.6913,20.4513,0.2173,0.0349,0.0389,0.0254,1.1145,0.7288,0.6539,0.5012,0.6681,0.4492,1.3329,0.8962,0.6723,0.2512,0.4463,0.2017,1.7767,0.8031,0.452,-1.0684,-0.9641,-0.6725,0.9024,0.6294,0.6975,0.3074,0.3955,0.2563,1.2865,0.8336,0.6479,0.5775,0.8107,0.5141,1.4038,0.8902,0.6342,0.1676,23.5363,0.4525,-0.2987,0.1751,0.5367,0.9234,0.8168,-0.2812,6.2215,2.4943,7.4886,-1.131,-1.936,5.6685,2.3809,9.911,-2.8893,-1.9006,0.5793,0.7611,3.2868,?,0.1453,0.148,1.0186,1.0476,3.277,3.128,1.0976,10.739,9.7845,0.5398,1.2092,2.2401,1.379,0,0,0.7556,2.2784,3.0154,0.0296,6.6818,-0.4062,0.4178,-0.5183,1100,0,0,0,1,SINISTRA_PANTALONI
-0.303,3.6328,1.906,7.1885,-1.6702,8.1247,9.6011,3.0986,12.6732,0.1048,9.4768,12.3489,3.5141,13.1633,0.2179,12.8948,15.2186,3.9011,15.543,0.2294,-0.0373,-0.032,-0.0235,0.8573,0.6301,0.7349,0.6151,0.5424,0.4886,0.8818,0.7943,0.9008,0.3784,0.2942,0.2387,0.7775,0.6309,0.8114,-3.0292,-1.2257,-0.972,0.4046,0.3209,0.793,0.1902,0.1599,0.1335,0.8411,0.7019,0.8345,0.5672,0.5461,0.4625,0.9628,0.8154,0.8469,0.1357,19.2538,0.5865,0.1805,0.388,0.4728,0.802,0.9017,0.294,1.0358,1.0177,3.9862,-0.419,-2.2328,2.3367,1.5286,5.5328,-46.6291,-1.5074,1.1889,1.0904,4.5844,-11.5571,-0.1317,-0.195,1.4812,0.6658,0.9334,1.4019,0.4433,0.8712,1.9654,0.2173,0.279,1.2838,24.1818,7.6944,0.3182,0.7205,0.8695,1.2069,0.0295,4.588,-0.4167,-0.6591,0.7839,1100,0,0,0,1,SINISTRA_PANTALONI
0.2613,1.8881,1.3741,3.956,-0.426,7.9219,0.8499,0.9219,3.3503,0.644,10.9964,3.0272,1.7399,6.9802,0.5596,13.6464,3.2857,1.8126,6.9981,0.615,0.033,0.0238,0.0191,0.7204,0.5805,0.8058,1.4905,0.7898,0.7581,0.5298,0.5086,0.9599,2.2217,0.6237,0.5746,0.2807,0.2587,0.9213,-0.195,-0.1332,-0.1057,0.6832,0.5421,0.7935,0.2948,0.175,0.1526,0.5937,0.5177,0.872,1.1808,0.5668,0.5653,0.48,0.4788,0.9974,0.1442,20.0891,0.7103,0.0297,0.2776,0.6422,0.8212,0.964,0.252,0.0174,0.1319,0.5629,-0.1026,0.1229,0.0298,0.1726,0.6003,-0.6493,-0.0096,0.1221,0.3494,1.144,-1.7617,2.0506,-26.2233,-12.7881,0.7641,0.3775,0.4941,0.5839,0.1425,0.2441,0.2217,0.0718,0.3238,1.4026,1.2324,0.8787,0.9377,0.4921,0.5247,0.003,0.7333,0.7266,-0.0294,-0.2187,1100,0,0,0,1,SINISTRA_PANTALONI
0.5503,1.4697,1.2123,4.345,-0.4081,6.8745,0.3263,0.5713,2.1188,0.7301,10.9096,3.1925,1.7867,7.0532,0.5342,13.0315,1.75,1.3229,5.3458,0.6725,0.0801,0.0504,0.0422,0.6301,0.5275,0.8372,2.1222,0.6785,0.9164,0.3197,0.4318,1.3507,4.5039,0.4604,0.8399,0.1022,0.1865,1.8243,-0.2197,-0.1557,-0.1147,0.7085,0.522,0.7367,0.3931,0.2038,0.189,0.5184,0.4809,0.9276,2.0507,0.616,0.8128,0.3004,0.3963,1.3194,0.1403,18.8318,0.4994,-0.6897,-0.6454,-0.7234,-0.6244,0.988,0.178,0.1564,0.3955,1.647,-0.4252,0.0084,0.0707,0.266,1.2497,-0.621,-0.0844,0.1326,0.3642,1.0948,-1.6847,21.2116,-2.1098,-0.0995,1.4869,1.086,0.7303,2.211,1.1793,0.5334,1.0264,0.7153,0.6969,1.499,2.8338,1.8904,1.3179,1.5044,1.1415,0.0021,0.867,0.942,-0.4572,-0.4967,1100,0,0,0,1,SINISTRA_PANTALONI
0.6766,1.5119,1.2296,4.0966,-0.3287,7.6518,0.4408,0.6639,2.8544,0.6897,10.8602,2.4082,1.5518,5.9184,0.6031,13.4121,1.4288,1.1953,4.7051,0.7185,0.0884,0.0623,0.0504,0.7046,0.5705,0.8097,1.8521,0.7923,1.0287,0.4278,0.5554,1.2982,3.4303,0.6278,1.0582,0.183,0.3085,1.6854,-0.1598,-0.1127,-0.0844,0.7055,0.5281,0.7486,0.3352,0.2068,0.1844,0.6169,0.5502,0.8919,1.4352,0.6922,0.8707,0.4823,0.6067,1.2579,0.14,19.5902,0.8301,-0.4797,-0.1836,-0.4029,-0.0648,0.9368,0.1161,0.0601,0.2451,0.8556,-0.5201,-0.0033,0.0627,0.2505,0.8919,-0.7015,-0.0467,0.1246,0.353,1.2582,-2.0773,-35.1023,-2.4826,0.0707,0.9787,0.6944,0.7095,0.9579,0.4822,0.5034,0.7961,0.3446,0.4329,1.0737,1.3765,1.282,0.9593,0.68,0.7088,0.0013,0.7309,0.8655,-0.0291,-0.3044,1100,0,0,0,1,SINISTRA_PANTALONI
-1.2773,5.9889,2.4472,11.205,-2.8188,0.7516,30.8828,5.5572,23.3289,-0.5464,9.8754,9.1327,3.022,14.4933,0.2786,11.4242,15.2102,3.9,17.3015,0.255,-1.6994,-0.1293,-0.1118,0.0761,0.0658,0.8644,0.4404,0.8098,0.6275,1.8389,1.4249,0.7749,0.1939,0.6558,0.3937,3.3816,2.0304,0.6004,1.0034,-1.4775,-1.3967,-1.4725,-1.392,0.9453,0.1945,0.146,0.1263,0.7509,0.6496,0.8651,0.4803,0.7731,0.6476,1.6096,1.3484,0.8377,0.1074,16.5281,0.7202,-0.4058,-0.3516,0.1369,0.2132,0.9506,1.9458,1.6699,1.2923,5.3064,-0.0819,-0.323,1.1992,1.0951,5.2498,-1.311,3.0927,3.2033,1.7898,6.5294,-0.1822,-6.0237,0.6292,-0.1044,1.18,0.722,0.6119,1.3925,0.5213,0.3744,0.1349,0.3991,2.9593,2.1591,0.8881,0.4113,1.0108,0.8127,0.804,0.0394,6.1122,-0.1547,-0.4278,0.0172,1100,0,0,0,1,SINISTRA_PANTALONI
-0.4923,10.1056,3.1789,18.137,-2.8141,-1.2553,7.8249,2.7973,11.2306,-1.0807,9.7647,11.4539,3.3844,19.392,0.143,10.6477,13.1801,3.6304,21.4974,0.1868,0.3922,-0.0504,-0.0462,-0.1286,-0.1179,0.9171,1.1364,0.9393,0.8756,0.8265,0.7705,0.9322,1.2915,0.8823,0.7667,0.6832,0.5937,0.869,2.2941,-4.1356,-2.7098,-1.8027,-1.1812,0.6552,0.881,0.2102,0.1799,0.2385,0.2042,0.856,1.615,0.9353,0.8437,0.5791,0.5224,0.9021,0.106,14.7195,0.4271,-0.7069,-0.7293,-0.2355,-0.279,0.9797,1.9408,2.6955,1.6418,5.238,-0.0895,-0.253,1.6864,1.2986,4.594,-2.7969,3.7306,1.1113,1.0542,3.9851,0.3353,-7.6724,0.5202,-0.0678,1.2643,1.5574,1.2319,1.5984,2.4255,1.5175,0.1272,-0.2142,-1.6836,3.9734,0.8019,0.2018,1.1402,1.3144,1.1528,0.0453,6.7548,-0.3101,-0.5842,0.1986,1100,0,0,0,1,SINISTRA_PANTALONI
-0.3944,11.3872,3.3745,16.1121,-0.8192,9.2101,15.4301,3.9281,15.9286,0.2153,10.5352,11.1496,3.3391,13.016,0.3357,14.3833,27.0609,5.202,19.7989,0.2968,-0.0428,-0.0374,-0.0274,0.8742,0.6403,0.7325,0.8591,1.0106,0.6487,1.1764,0.7551,0.6419,0.738,1.0213,0.4208,1.3839,0.5702,0.412,-1.6599,-1.1029,-0.8681,0.6644,0.523,0.7872,0.4363,0.452,0.3146,1.036,0.721,0.6959,1.0115,1.2379,0.8138,1.2238,0.8045,0.6574,0.1522,22.2164,-0.1078,-0.4117,-0.2035,0.9086,0.9794,0.9638,0.319,1.6394,1.2804,4.61,-0.3371,-0.9387,1.4663,1.2109,4.7691,-3.086,-0.6436,0.1642,0.4052,1.4486,?,-0.3399,-0.4957,1.4584,1.0574,3.1596,2.9882,1.118,9.9833,8.9293,0.3227,0.8023,2.4865,2.9539,0,0,0.9666,3.1824,3.2923,0.0128,2.765,0.5612,-0.0134,0.336,1100,0,0,0,1,SINISTRA_PANTALONI
-0.798,0.2543,0.5043,2.056,-6.2458,4.8079,2.962,1.721,5.9224,0.3464,10.3234,3.0234,1.7388,7.0613,0.5236,11.4662,5.0894,2.256,8.6041,0.5021,-0.166,-0.0773,-0.0696,0.4657,0.4193,0.9003,0.293,0.29,0.2236,0.9898,0.7629,0.7708,0.0859,0.0841,0.05,0.9797,0.582,0.5941,-0.5647,-0.2284,-0.2043,0.4045,0.3617,0.8943,0.0313,0.0191,0.0164,0.6114,0.5243,0.8577,0.3472,0.2912,0.239,0.8387,0.6883,0.8207,0.1228,15.957,0.7014,0.6649,0.6793,0.889,0.9471,0.9885,0.2315,0.0603,0.2456,0.8128,-0.399,0.5056,0.042,0.205,0.7082,0.1971,-0.0224,0.0334,0.1829,0.8865,-0.705,0.4579,-10.3447,-22.5913,1.1984,1.3432,1.1209,1.4361,1.8042,1.2563,-1.3336,0.6325,-0.4742,0.6587,1.1174,1.6963,1.1478,0.9169,0.7988,0.006,0.9256,0.8747,-0.1759,0.213,1100,0,0,0,1,SINISTRA_PANTALONI
0.8144,1.0842,1.0413,3.8506,-0.243,7.1524,2.5806,1.6064,6.1102,0.4238,9.7985,4.2181,2.0538,7.6469,0.5044,12.234,6.0438,2.4584,7.8213,0.5524,0.1139,0.0831,0.0666,0.7299,0.5846,0.8009,0.6482,0.507,0.4235,0.7822,0.6534,0.8354,0.4201,0.257,0.1794,0.6118,0.427,0.6979,-0.1675,-0.0968,-0.078,0.5776,0.4656,0.806,0.2921,0.2008,0.1773,0.6874,0.6068,0.8828,0.6302,0.5036,0.4923,0.7991,0.7812,0.9777,0.1307,17.969,0.7514,0.0655,0.3611,0.6661,0.8633,0.9508,0.442,0.1661,0.4075,1.3522,-0.6443,0.3068,0.0376,0.1939,0.8812,-0.2678,-0.1369,0.0652,0.2554,1.0329,-2.9992,1.4406,-3.2282,-2.2408,2.1017,1.5957,0.7592,4.4171,2.5461,0.5764,2.8469,0.684,0.2403,1.1831,3.1842,2.6913,1.5345,1.3092,0.8532,0.006,1.1407,0.2706,0.5088,0.7564,1100,0,0,0,1,SINISTRA_PANTALONI
-0.3364,1.1075,1.0524,3.4087,-1.3085,7.3766,9.7934,3.1294,9.1495,0.2584,10.8416,2.311,1.5202,5.2021,0.6318,13.3115,8.0821,2.8429,8.3867,0.5387,-0.0456,-0.031,-0.0253,0.6804,0.5541,0.8145,0.3363,0.6923,0.3702,2.0586,1.1008,0.5347,0.1131,0.4792,0.137,4.2376,1.2117,0.2859,-0.6061,-0.2165,-0.1973,0.3572,0.3255,0.9115,0.1197,0.1045,0.0812,0.8733,0.6787,0.7771,0.3726,0.6553,0.4064,1.7588,1.091,0.6203,0.1352,19.2035,0.9308,0.6914,0.8678,0.8219,0.9725,0.9293,0.0001,0.1475,0.3841,1.364,-1.3872,0.2026,0.0298,0.1727,0.7103,-0.3441,-0.2015,0.0924,0.304,1.1813,-1.0116,0.0005,-0.0005,-1.0056,2.2236,1.2637,0.5683,4.9445,1.5969,0.323,4.3588,1.3342,0.3061,1.0812,0.973,0.8999,1.9203,1.1546,0.6013,0.0029,0.8474,0.6937,0.5724,0.6156,1100,0,0,0,1,SINISTRA_PANTALONI
