@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.011,3.0825,1.7557,11.3774,-1.4366,-11.4193,18.2468,4.2716,26.6608,-16.1989,9.3309,6.8292,2.6133,18.9981,-0.0488,15.0351,19.5721,4.424,28.7012,0.0758,-0.001,0.0012,0.0007,-1.2238,-0.7595,0.6206,0.411,0.6718,0.3969,1.6346,0.9655,0.5907,0.1689,0.4514,0.1575,2.6719,0.9323,0.3489,0.2671,7.5883,-2.8509,28.4058,-10.672,-0.3757,3.0122,0.2578,0.1504,0.0856,0.0499,0.5833,0.4267,0.5989,0.3964,1.4033,0.9289,0.6619,0.1024,22.0293,-0.0839,-0.1818,-0.0387,-0.9147,-0.9738,0.9557,-0.1857,0.5575,0.7466,2.9939,-0.8398,0.3327,0.619,0.7867,4.563,-0.3954,-0.1675,1.0649,1.0319,4.845,-1.455,-0.5582,1.1085,-1.9859,0.949,0.7235,0.7624,0.9007,0.5235,0.5812,1.057,0.4759,0.4503,0.4976,0.8246,1.657,0.6561,0.6179,0.9418,0.0029,2.1195,0.6732,0.2905,0.4529,?,?,?,?,?,DIETRO_PANTALONI
0.2197,0.7782,0.8821,4.5743,-0.7121,-11.0346,5.5817,2.3626,20.8242,?,9.8661,1.5173,1.2318,7.7539,0.4491,14.8727,5.828,2.4141,17.1964,0.3162,-0.0199,0.0223,0.0148,-1.1184,-0.7419,0.6634,0.3734,0.7161,0.3654,1.918,0.9786,0.5102,0.1394,0.5129,0.1335,3.6786,0.9577,0.2604,0.0914,-0.3009,-0.2393,-3.2937,-2.6188,0.7951,0,0.1898,0.1062,0,0,0.5597,0.2197,0.5899,0.266,2.6856,1.211,0.4509,0.1035,21.587,-0.117,0.0448,0.0993,-0.7427,-0.9706,0.8791,-0.2085,0.5216,0.7222,2.8102,-1.1609,0.1777,0.2724,0.5219,3.0569,-0.5474,-0.2508,0.7109,0.8431,3.3485,-1.2319,-1.1735,0.8313,-0.7084,1.3837,0.8566,0.619,1.9146,0.7337,0.3832,1.396,0.8169,0.5851,0.6583,0.8668,1.3167,0.9193,0.8392,0.9129,0.0026,1.682,0.1348,-0.1183,-0.1995,?,?,?,?,?,DIETRO_PANTALONI
0.0944,4.8111,2.1934,9.7366,-1.1153,-4.329,70.68,8.4071,25.7697,-3.0806,9.8111,4.7847,2.1874,8.1441,0.4352,13.0816,24.1551,4.9148,17.1531,0.2838,-0.0218,0.0096,0.0072,-0.4412,-0.3309,0.75,0.2609,1.0028,0.4463,3.8434,1.7106,0.4451,0.0681,1.0055,0.1992,14.772,2.9261,0.1981,0.2639,-0.8181,-0.7552,-3.1002,-2.862,0.9232,0.7289,0.3192,0.1922,0.438,0.2637,0.602,0.3778,1.1955,0.5676,3.1642,1.5023,0.4748,0.071,19.0924,0.497,-0.3207,-0.587,-0.6612,-0.8879,0.8754,0.4455,0.4573,0.6762,2.719,-0.4944,-0.4671,9.7591,3.124,11.6156,-1.5886,1.1696,1.9804,1.4073,4.435,-0.1748,-0.9538,0.3809,-0.3994,0.2165,0.4805,2.2199,0.0469,0.2309,4.9279,0.1262,1.3635,10.8045,0.4055,0.4819,1.1886,0.2341,0.6131,2.6191,0.0088,4.5378,0.3388,0.9048,0.1951,?,?,?,?,?,DIETRO_PANTALONI
-0.5984,25.9104,5.0902,29.6916,-1.8523,3.1859,66.0683,8.1282,37.6648,-1.7078,9.6765,31.2061,5.5862,30.3993,-0.2545,13.8905,34.382,5.8636,25.9776,0.1388,-0.1878,-0.0618,-0.0431,0.3292,0.2294,0.6966,0.6262,0.9112,0.8681,1.455,1.3862,0.9527,0.3922,0.8303,0.7536,2.1172,1.9216,0.9076,0.8117,3.1266,-4.6054,3.8519,-5.6738,-1.473,0.7484,0.4296,0.3451,0.574,0.4611,0.8033,0.7883,0.9767,1.143,1.239,1.4499,1.1702,0.0704,20.7321,0.6357,0.0886,-0.3086,0.1083,-0.3126,0.7121,-0.4498,0.9043,0.9509,4.7125,-2.6308,-0.1024,3.5414,1.8819,9.1719,-2.1274,1.4568,1.8346,1.3545,4.7018,0.0725,4.3945,-0.3088,-0.0703,0.5053,0.7021,1.3894,0.2553,0.4929,1.9304,0.5473,-9.2919,-16.9784,0.4426,0.256,0.5785,0.5138,1.0023,1.9507,0.0105,3.3028,0.3771,-0.5545,-0.7917,?,?,?,?,?,DIETRO_PANTALONI
0.1965,0.8061,0.8978,5.7034,-1.1516,0.4866,7.5089,2.7402,14.1603,-1.0058,9.9252,3.9578,1.9894,11.7296,0.3491,10.3325,4.2968,2.0729,11.4184,0.3671,0.4039,0.0198,0.019,0.049,0.0471,0.9606,0.3276,0.4513,0.4331,1.3774,1.3219,0.9597,0.1073,0.2037,0.1876,1.8972,1.7476,0.9211,0.4299,-0.4852,-0.4609,-1.1286,-1.072,0.9498,0.3755,0.1471,0.1469,0.3918,0.3913,0.9988,0.4028,0.4862,0.4995,1.2072,1.2401,1.0273,0.0695,12.8007,-0.2076,-0.0584,-0.0183,0.2537,0.2777,0.9696,0.3219,0.3145,0.5608,3.1264,-0.3378,-0.4606,0.8782,0.9371,5.2754,-4.6077,1.1497,2.6024,1.6132,6.3542,-0.3333,-0.699,0.28,-0.4006,0.5984,0.3476,0.5809,0.3581,0.1208,0.3375,0.1821,0.4969,2.7288,2.4842,0.4904,0.1974,0.5926,0.492,0.8302,0.0089,2.3028,-0.4681,0.0989,-0.2129,?,?,?,?,?,DAVANTI_PANTALONI
0.0123,0.0133,0.1153,0.5435,-0.7511,6.4136,0.0363,0.1906,0.89,0.8695,9.8715,0.0167,0.1291,0.6769,0.9338,11.7739,0.0235,0.1532,0.6797,0.9442,0.0019,0.0012,0.001,0.6497,0.5447,0.8384,0.605,0.8932,0.7529,1.4765,1.2445,0.8429,0.366,0.7979,0.5668,2.1801,1.5488,0.7104,-0.0393,-0.0244,-0.0203,0.6215,0.5157,0.8297,0.0455,0.0304,0.0255,0.6674,0.5599,0.839,0.6107,0.803,0.7997,1.3148,1.3095,0.9959,0.0806,16.3804,-0.1451,-0.278,-0.2935,0.0484,0.7087,0.7405,0.0149,0.0014,0.038,0.2104,-0.8595,0.0499,0.0026,0.0508,0.266,-0.5393,0.0172,0.0009,0.0298,0.1474,-0.4256,0.2994,0.8659,2.8923,0.7473,1.275,1.7062,0.5584,1.6256,2.911,1.0437,2.2101,2.1175,0.655,1.0945,1.671,0.7912,1.4275,1.8043,0.0004,0.1174,0.7402,0.2755,0.4031,?,?,?,?,?,DAVANTI_PANTALONI
0.1774,0.9328,0.9658,5.2167,-1.6333,0.1383,6.6752,2.5836,12.1694,-0.6885,10.1285,5.1297,2.2649,12.4275,0.3299,10.4797,5.5506,2.356,13.57,0.3115,1.2832,0.0175,0.0169,0.0137,0.0132,0.9665,0.3738,0.4264,0.4099,1.1407,1.0966,0.9613,0.1397,0.1818,0.1681,1.3013,1.2026,0.9242,0.6521,-0.529,-0.5271,-0.8112,-0.8084,0.9965,0.2749,0.1068,0.1005,0.3887,0.3657,0.941,0.4287,0.4198,0.3844,0.9792,0.8968,0.9158,0.0734,12.8174,0.0283,0.1117,0.0965,0.3979,0.4254,0.9849,0.3177,0.4454,0.6673,3.858,-0.3164,-0.572,0.5605,0.7487,2.9053,-6.1249,1.081,1.9864,1.4094,5.2701,-0.1895,-0.5554,0.2939,-0.5292,0.8914,0.4735,0.5312,0.7946,0.2242,0.2822,0.3712,1.1041,2.9741,7.1877,0.6615,0.092,1.3279,0.7321,0.5513,0.0092,2.3119,-0.4004,-0.0904,-0.1959,?,?,?,?,?,DAVANTI_PANTALONI
-0.0047,6.0996,2.4697,17.4767,-0.6766,3.3455,33.8311,5.8165,22.0622,-0.696,10.0323,45.6029,6.753,41.9187,-0.2395,12.939,29.9565,5.4732,31.6051,0.0685,-0.0014,-0.0005,-0.0004,0.3335,0.2586,0.7754,0.4246,0.3657,0.4512,0.8613,1.0627,1.2338,0.1803,0.1338,0.2036,0.7419,1.1293,1.5223,0.779,0.8707,-3.0334,1.1177,-3.8941,-3.484,0.8013,0.3082,0.3072,0.3846,0.3834,0.9967,0.7922,0.4169,0.553,0.5263,0.6981,1.3263,0.0761,16.792,-0.3753,0.1063,0.268,0.0308,0.1061,0.7984,1.0876,5.3218,2.3069,9.3674,-0.0416,0.6026,1.2277,1.108,4.3643,-0.0592,0.9701,3.7367,1.9331,6.9246,-0.02,1.8047,1.1211,0.6212,2.082,1.1934,0.5732,4.3347,1.4242,0.3286,1.5337,2.752,1.7944,2.1826,1.3248,0.607,2.1464,1.3528,0.6303,0.0113,2.7133,0.8781,0.9667,0.8727,?,?,?,?,?,DAVANTI_PANTALONI
-0.1087,0.0152,0.1234,0.5636,-3.0674,11.8067,0.0135,0.1161,0.539,0.9554,9.908,0.0059,0.0768,0.4705,0.9533,15.4142,0.0153,0.1237,0.6026,0.9617,-0.0092,-0.011,-0.0071,1.1916,0.766,0.6428,1.0624,1.6069,0.9974,1.5125,0.9388,0.6207,1.1288,2.5822,0.9948,2.2877,0.8813,0.3852,-0.0368,-0.0443,-0.0281,1.202,0.7634,0.6351,0.0115,0.0138,0.0088,1.1994,0.7684,0.6407,1.0458,1.1979,0.9353,1.1455,0.8944,0.7808,0.1101,21.8431,0.297,-0.1507,0.145,0.5698,0.9484,0.8112,0.0247,0.0015,0.0388,0.2596,-0.5993,0.0474,0.002,0.045,0.2286,-0.5763,0.0021,0.0008,0.029,0.1709,-1.6756,0.5221,12.0074,22.9963,0.8625,1.3394,1.553,0.7438,1.7941,2.4119,1.1638,0.9088,0.7809,1.1192,2.5409,2.2702,1.1355,1.5187,1.3375,0.0004,0.1099,0.6558,0.0811,0.1843,?,?,?,?,?,DAVANTI_PANTALONI
-0.0249,1.0905,1.0443,15.5375,-0.7963,-12.0577,1.9913,1.4112,15.7699,?,9.8415,1.0511,1.0252,6.9822,0.4738,15.611,2.6728,1.6349,10.3089,0.4816,0.0021,-0.0025,-0.0016,-1.2252,-0.7724,0.6304,0.74,1.0186,0.6387,1.3765,0.8632,0.6271,0.5476,1.0375,0.408,1.8946,0.7451,0.3932,0.4368,-1.0954,-0.7191,-2.508,-1.6464,0.6565,0,0.6518,0.4349,0,0,0.6673,0.9853,2.2253,1.5072,2.2586,1.5297,0.6773,0.1096,22.3094,-0.1871,-0.2249,0.0708,-0.6892,-0.9541,0.8495,0.0816,0.063,0.251,1.49,-0.7469,0.159,0.156,0.395,2.5325,-0.5522,-0.1854,0.1573,0.3966,2.1672,-3.4532,0.5132,-0.4399,-0.8573,0.6354,0.6327,0.9959,0.4037,0.4004,0.9918,0.7071,0.3791,0.5361,0.5228,1.7526,3.3525,0.5884,0.6875,1.1686,0.0018,0.6668,0.3953,-0.094,0.0112,?,?,?,?,?,DAVANTI_PANTALONI
0.4004,3.2103,1.7917,8.7583,-0.5728,1.9524,11.2652,3.3564,12.3095,-0.2758,9.5933,11.2406,3.3527,16.1728,0.1606,10.4044,13.4691,3.67,16.4415,0.1628,0.2051,0.0417,0.0385,0.2035,0.1877,0.922,0.5338,0.5344,0.4882,1.0011,0.9145,0.9135,0.285,0.2856,0.2383,1.0022,0.8364,0.8345,1.1987,-1.0311,-0.9978,-0.8602,-0.8324,0.9677,0.5771,0.289,0.2836,0.5008,0.4913,0.9811,0.7115,0.5415,0.5327,0.7611,0.7487,0.9837,0.069,13.9169,-0.4968,0.0476,0.0122,0.4957,0.6091,0.9787,-0.2928,0.8905,0.9437,4.2009,-2.7225,0.7536,2.4568,1.5674,7.4608,-0.3278,-0.7005,1.6657,1.2906,5.1259,-8.7614,-0.3886,0.4181,-1.0759,0.602,0.7312,1.2145,0.3625,0.5346,1.475,1.668,0.6678,0.4004,0.2008,2.1491,10.7002,0.5631,0.8195,1.4555,0.0075,2.365,-0.7845,0.6958,-0.8658,?,?,?,?,?,DAVANTI_PANTALONI
0.0158,1.0031,1.0015,7.9706,-0.8637,-12.5003,2.3076,1.5191,16.0724,?,9.9308,1.7946,1.3396,8.6091,0.4323,16.0266,3.1334,1.7701,10.7041,0.5104,-0.0013,0.0016,0.001,-1.2587,-0.78,0.6196,0.6593,0.7476,0.5658,1.134,0.8582,0.7568,0.4347,0.559,0.3201,1.2859,0.7365,0.5727,0.2298,-0.5635,-0.331,-2.4517,-1.4404,0.5875,0,0.282,0.1956,0,0,0.6936,0.4959,0.9258,0.7446,1.8669,1.5015,0.8043,0.1124,23.0232,0.2159,0.0913,-0.0838,-0.5529,-0.9062,0.8494,-0.1207,0.1635,0.4043,2.4791,-3.4674,0.0891,0.194,0.4405,2.4844,-0.7134,-0.3998,0.5468,0.7394,3.0719,-4.6992,-1.3559,0.302,-0.2227,0.918,0.5468,0.5957,0.8427,0.299,0.3548,1.86,0.7597,0.4084,0.3827,1.0296,2.6901,0.9979,0.807,0.8088,0.003,1.0548,-0.1211,0.4222,0.0739,?,?,?,?,?,DAVANTI_PANTALONI
0.4022,3.4091,1.8464,8.8188,-0.8566,1.4375,9.8564,3.1395,20.3255,-0.289,9.3554,3.9523,1.988,12.592,0.1569,10.0987,4.9852,2.2328,18.2387,0.1372,0.2798,0.043,0.0398,0.1537,0.1423,0.9264,0.5881,0.9287,0.827,1.5792,1.4061,0.8904,0.3459,0.8626,0.6838,2.4939,1.9771,0.7928,0.8929,-1.7362,-1.4031,-1.9445,-1.5715,0.8082,0.3012,0.318,0.2247,1.0558,0.746,0.7066,0.4339,0.7004,0.4835,1.6142,1.1144,0.6904,0.0662,13.4528,-0.1332,-0.1012,-0.0733,0.4275,0.5801,0.9406,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DAVANTI_PANTALONI
0.3548,0.3977,0.6307,3.518,-1.5142,0.6272,4.8144,2.1942,8.0058,-0.9615,9.608,1.1513,1.073,5.6219,0.5405,9.8934,1.317,1.1476,5.7494,0.5352,0.5658,0.0369,0.0359,0.0653,0.0634,0.9712,0.2874,0.5878,0.5496,2.0449,1.912,0.935,0.0826,0.3455,0.302,4.1818,3.6556,0.8742,0.5399,-0.3204,-0.3201,-0.5934,-0.5928,0.999,0.3428,0.1144,0.1131,0.3336,0.33,0.9892,0.4394,0.6258,0.6119,1.424,1.3924,0.9778,0.0735,12.1932,-0.2218,-0.1443,-0.246,-0.3291,-0.25,0.9852,0.4562,1.0098,1.0049,4.0891,-0.2883,1.2479,1.8119,1.3461,4.2321,-0.012,-0.8359,0.8862,0.9414,2.7672,-67.6364,0.3656,-0.5457,-1.4928,0.7465,1.0674,1.4299,0.5573,1.1394,2.0445,18.2683,0.3356,0.0184,0.759,78.7273,103.7273,0.9662,1.4777,1.5294,0.012,2.7272,0.2541,-0.8133,-0.6211,?,?,?,?,?,DAVANTI_PANTALONI
0.4823,1.0118,1.0059,4.6009,-0.516,4.0426,10.2174,3.1965,10.3489,-0.51,9.0267,2.8279,1.6816,8.4287,0.3525,10.4167,3.6058,1.8989,8.4012,0.3679,0.1193,0.0534,0.0463,0.4478,0.3881,0.8666,0.3147,0.5982,0.5297,1.9008,1.6833,0.8856,0.099,0.3578,0.2806,3.613,2.8336,0.7843,0.448,-0.3413,-0.3202,-0.7618,-0.7148,0.9383,0.4428,0.2332,0.2283,0.5265,0.5157,0.9794,0.4446,0.5459,0.5476,1.2278,1.2318,1.0033,0.066,14.497,-0.5077,-0.1159,-0.3055,0.1066,0.4573,0.9232,-0.3135,0.3472,0.5892,1.9196,-28.5247,0.3854,0.4671,0.6834,2.4259,-0.065,-0.7277,1.353,1.1632,3.0696,-124.2195,-0.8134,0.4308,-0.5296,0.8621,0.5066,0.5876,0.7433,0.2566,0.3452,12.518,0.609,0.0487,0.0285,2.6522,92.9146,0.7913,0.6253,0.7903,0.0059,1.4669,-0.8096,0.9144,-0.893,?,?,?,?,?,DAVANTI_PANTALONI
0.7285,2.7496,1.6582,7.4812,-0.2305,3.6037,8.7406,2.9565,10.9414,-0.8944,8.6118,4.9022,2.2141,11.2799,0.2172,9.8949,6.1634,2.4826,12.0184,0.2105,0.2022,0.0846,0.0736,0.4185,0.3642,0.8703,0.5609,0.7489,0.6679,1.3353,1.1909,0.8918,0.3146,0.5609,0.4461,1.783,1.4181,0.7954,0.2713,-0.4476,-0.4374,-1.65,-1.6121,0.977,1.0526,0.4219,0.3994,0.4008,0.3794,0.9467,0.6837,0.6632,0.6225,0.97,0.9104,0.9386,0.0624,14.1118,-0.8251,0.3751,0.3998,0.1166,0.0913,0.9847,-0.1353,0.2863,0.5351,2.67,-4.296,0.5118,2.9887,1.7288,8.9883,-0.4102,-0.5943,1.9404,1.393,6.2672,-41.9198,-0.2645,0.2277,-0.8611,0.3095,0.3841,1.2411,0.0958,0.1475,1.5403,0.8284,0.3538,0.4271,0.0791,3.4526,43.6497,0.297,0.426,1.4342,0.0053,1.7761,-0.8667,0.8242,-0.7812,?,?,?,?,?,DAVANTI_PANTALONI
0.0352,5.4251,2.3292,19.0168,-0.4589,-5.3216,15.0946,3.8852,22.2558,-3.0262,10.3099,5.3411,2.3111,16.21,0.0895,12.3023,9.1296,3.0215,17.7273,0.2398,-0.0066,0.0034,0.0029,-0.5162,-0.4326,0.838,0.5995,1.0078,0.7709,1.6811,1.2858,0.7649,0.3594,1.0157,0.5942,2.8261,1.6534,0.585,0.3576,-3.754,-1.0696,-10.4979,-2.9912,0.2849,2.3581,0.7322,0.559,0.3105,0.237,0.7634,0.8545,1.1732,1.0727,1.373,1.2555,0.9144,0.0789,17.496,-0.3029,0.2831,0.4826,-0.2809,-0.7856,0.7429,0.1633,1.1929,1.0922,5.3705,-1.097,0.4575,0.8055,0.8975,4.4765,-0.9519,-0.0317,1.7863,1.3365,5.7635,-1.6279,0.357,-5.1447,-14.4111,1.217,0.8172,0.6715,1.481,0.6678,0.4509,1.2869,0.7869,0.6114,1.1167,1.1677,1.0457,1.1997,0.9318,0.7767,0.0033,2.6385,0.2062,0.0893,-0.1159,?,?,?,?,?,DAVANTI_PANTALONI
-0.295,2.0887,1.4452,8.399,-1.0891,5.0721,9.806,3.1314,14.9177,-0.3339,9.9004,3.7362,1.9329,11.1804,0.3418,11.5896,5.1434,2.2679,12.9015,0.3336,-0.0582,-0.0298,-0.0255,0.5123,0.4376,0.8543,0.4615,0.7477,0.6373,1.6201,1.3808,0.8523,0.213,0.559,0.4061,2.6246,1.9065,0.7264,1.1726,-0.754,-0.678,-0.643,-0.5782,0.8992,0.3595,0.2367,0.2077,0.6583,0.5777,0.8775,0.563,0.7512,0.651,1.3343,1.1563,0.8666,0.0795,16.35,-0.019,-0.1796,-0.2762,0.2499,0.6282,0.873,0.4786,0.6559,0.8099,4.2949,-0.3266,-0.3097,0.3656,0.6047,3.7341,-3.0901,1.0467,1.5843,1.2587,5.002,-0.3111,-1.5454,0.4572,-0.2958,1.3393,0.6434,0.4804,1.7938,0.414,0.2308,0.3748,0.891,2.3769,3.546,0.8486,0.2393,1.1502,0.8586,0.7465,0.0085,2.1335,-0.4795,0.3303,-0.1701,?,?,?,?,?,DAVANTI_PANTALONI
