@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.4163,16.1202,4.015,20.4225,-0.8627,-0.3634,11.3351,3.3668,23.0265,-1.1072,-0.648,15.5646,3.9452,26.6596,-1.013,5.5257,13.2124,3.6349,18.042,0.0397,1.1458,0.6425,-0.0753,0.5608,-0.0658,-0.1173,1.1925,1.0177,1.1046,0.8534,0.9262,1.0854,1.4221,1.0357,1.2201,0.7283,0.8579,1.178,0.7818,0.705,-12.6928,0.9018,-16.2361,-18.0032,1.0033,0.8278,0.5836,0.8251,0.5816,0.7049,0.8869,0.766,1.1319,0.8637,1.2763,1.4776,0.0056,8.3162,-0.1292,-0.0646,0.1427,0.4879,-0.2378,-0.167,TASCA_DESTRA_DAVANTI_PANTALONI
0.2476,22.549,4.7486,31.075,-0.7964,-0.4479,12.8317,3.5821,20.1573,-1.3196,0.0509,13.4316,3.6649,19.8275,-1.3647,6.0797,12.1136,3.4805,18.7133,0.0483,-0.5527,4.8612,0.0407,-8.7947,-0.0737,0.0084,1.3256,1.2957,1.3644,0.9774,1.0292,1.053,1.7573,1.6788,1.8615,0.9553,1.0593,1.1088,1.2014,1.204,-14.5166,1.0022,-12.0831,-12.057,1.9906,2.063,0.8798,1.0364,0.442,0.4264,1.5416,1.5673,1.6606,1.0166,1.0772,1.0595,0.0035,9.1321,0.1568,-0.1593,0.1968,0.0784,-0.2231,-0.1573,TASCA_DESTRA_DAVANTI_PANTALONI
0.0698,0.2982,0.5461,2.761,-1.3923,-0.2946,0.2675,0.5172,2.522,-1.3114,0.2341,0.2067,0.4546,1.8653,-0.7847,0.8701,0.1618,0.4023,1.8753,0.0719,-0.2368,0.2979,0.0802,-1.2583,-0.3386,0.2691,1.0558,1.2012,1.3575,1.1378,1.2858,1.1301,1.1146,1.4429,1.8428,1.2945,1.6533,1.2772,1.123,1.9593,-11.0658,1.7447,-9.8536,-5.6478,1.0578,1.1043,0.5712,1.044,0.54,0.5173,1.0948,1.4802,1.4723,1.3521,1.3448,0.9946,0.0025,1.3526,-0.6884,-0.1577,0.0107,0.1598,-0.133,0.3543,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0895,1.8061,1.3439,5.9009,-0.8318,-0.5584,1.8284,1.3522,5.7211,-1.4863,-0.4452,1.4064,1.1859,5.5177,-1.372,2.2095,0.677,0.8228,3.5622,0.1747,0.1602,0.201,-0.0405,1.2543,-0.2527,-0.2015,0.9939,1.1332,1.6334,1.1402,1.6434,1.4413,0.9878,1.2842,2.6679,1.3001,2.7009,2.0775,0.7835,0.8396,-3.5525,1.0716,-4.5342,-4.2312,1.3999,1.3848,0.7463,0.9892,0.5331,0.5389,1.0314,1.0695,1.6565,1.0369,1.6061,1.549,0.0048,3.2853,-0.0985,0.0741,0.2309,-0.1943,-0.587,-0.0261,TASCA_DESTRA_DAVANTI_PANTALONI
0.6339,1.0724,1.0356,5.953,-0.873,-0.414,0.3949,0.6284,3.5021,-2.2182,-0.377,3.3485,1.8299,9.2651,-1.0231,2.0517,1.3216,1.1496,4.7595,0.0974,-1.5313,-1.6813,0.309,1.0979,-0.2018,-0.1838,1.6479,0.5659,0.9008,0.3434,0.5466,1.5917,2.7155,0.3203,0.8114,0.1179,0.2988,2.5336,1.1494,0.5922,-5.4017,0.5152,-4.6994,-9.1219,2.9206,0.694,0.6027,0.2376,0.2064,0.8685,1.6998,0.6425,1.2508,0.378,0.7358,1.9467,0.0056,3.0217,-0.0012,-0.1503,0.2626,0.0995,-0.4595,-0.1327,TASCA_DESTRA_DAVANTI_PANTALONI
0.6443,13.3421,3.6527,17.4424,-0.7102,-1.2732,9.7103,3.1161,14.5181,-1.9343,-0.6549,5.3276,2.3082,13.4016,-1.437,4.8088,7.7208,2.7786,10.6816,0.0699,-0.5061,-0.9839,0.134,1.9442,-0.2648,-0.1362,1.1722,1.5825,1.3146,1.35,1.1215,0.8307,1.374,2.5043,1.7281,1.8226,1.2577,0.69,0.7569,0.9166,-9.0241,1.2111,-11.9231,-9.845,2.0613,1.8546,0.8881,0.8997,0.4308,0.4788,1.2014,1.3015,1.6329,1.0833,1.3592,1.2546,0.0106,6.8882,0.0437,0.2148,0.4187,0.0299,-0.4989,-0.0114,TASCA_DESTRA_DAVANTI_PANTALONI
-0.2066,7.9152,2.8134,18.8235,-0.439,-0.4459,5.7646,2.401,12.2478,-2.7335,-0.0229,10.1311,3.1829,22.0649,-0.5484,4.0216,7.8794,2.807,14.2425,0.0228,0.4633,9.0079,-0.0514,19.4428,-0.1109,-0.0057,1.1718,0.8839,1.0023,0.7543,0.8553,1.1339,1.3731,0.7813,1.0045,0.569,0.7316,1.2858,0.6404,0.7348,-17.2414,1.1475,-26.9248,-23.4644,3.9876,0.918,0.8975,0.2302,0.2251,0.9777,1.5369,0.8531,1.3216,0.5551,0.8599,1.5492,0.0034,6.0809,-0.1642,-0.225,0.1945,0.0892,-0.4904,0.1473,TASCA_DESTRA_DAVANTI_PANTALONI
1.4745,9.6694,3.1096,14.9993,-0.4236,-1.7135,15.7081,3.9633,15.2099,-1.6629,1.3945,18.6881,4.323,16.6935,-0.4394,6.0321,14.7335,3.8384,14.8551,0.0223,-0.8605,1.0573,0.2444,-1.2287,-0.2841,0.2312,0.7846,0.7193,0.8101,0.9168,1.0325,1.1262,0.6156,0.5174,0.6563,0.8405,1.0661,1.2684,0.4699,0.8758,-13.1437,1.8637,-27.9696,-15.0072,1.8446,0.9085,0.6934,0.4925,0.3759,0.7632,0.9862,0.8985,1.0097,0.9111,1.0239,1.1238,0.0182,9.0921,0.4586,0.6089,0.532,0.0457,-0.3623,0.6614,TASCA_DESTRA_DIETRO_PANTALONI
0.8621,3.926,1.9814,8.7924,-0.2072,-1.9346,6.8271,2.6129,11.2277,-16.6114,-0.7843,10.1592,3.1873,15.8649,-1.0629,3.9356,10.5241,3.2441,11.7376,0.0302,-0.4456,-1.0991,0.219,2.4665,-0.4916,-0.1993,0.7583,0.6216,0.6108,0.8198,0.8054,0.9825,0.5751,0.3864,0.373,0.672,0.6487,0.9653,0.1425,0.1846,-4.1335,1.2956,-29.003,-22.3864,11.424,0.947,0.6018,0.0829,0.0527,0.6354,0.7831,0.5542,0.7491,0.7077,0.9566,1.3516,0.0151,5.7303,-0.4884,0.4684,0.7583,-0.127,-0.8394,0.0543,TASCA_DESTRA_DIETRO_PANTALONI
0.6068,8.1222,2.8499,24.1505,-0.2688,-1.0598,3.9612,1.9903,11.5561,-1.7538,-0.1479,4.5097,2.1236,22.0158,-0.4034,3.3046,7.186,2.6807,24.269,0.0163,-0.5726,-4.1023,0.1836,7.1645,-0.3207,-0.0448,1.4319,1.342,1.0631,0.9372,0.7425,0.7922,2.0504,1.801,1.1303,0.8784,0.5512,0.6276,0.6952,0.8085,-12.7253,1.163,-18.3049,-15.7388,4.5358,1.2133,0.7715,0.2675,0.1701,0.6359,2.0898,1.097,0.9951,0.5249,0.4762,0.9072,0.0088,5.0444,0.5148,0.5755,0.2316,0.2757,-0.2036,0.195,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1139,0.3586,0.5989,3.732,-0.7408,0.0442,0.0808,0.2843,1.2899,-0.479,0.0241,0.1543,0.3928,1.6308,-1.1613,0.68,0.1468,0.3832,2.0011,0.0686,-2.5747,-4.7173,-0.1675,1.8322,0.065,0.0355,2.1064,1.5246,1.5629,0.7238,0.742,1.0251,4.4371,2.3244,2.4427,0.5238,0.5505,1.0509,3.8016,1.8124,-10.7742,0.4767,-2.8341,-5.9448,2.4581,2.8413,0.9979,1.1559,0.406,0.3512,2.8932,2.2884,1.865,0.791,0.6446,0.815,0.0009,0.9828,-0.0986,0.1395,-0.0403,-0.2388,0.6279,-0.1493,TASCA_SINISTRA_DAVANTI_PANTALONI
0.5098,6.9252,2.6316,14.7016,-0.7469,-1.1209,3.5717,1.8899,10.5766,-2.4914,-0.2447,6.478,2.5452,18.4645,-0.3909,3.7503,4.486,2.118,14.4882,0.0459,-0.4549,-2.0839,0.1359,4.5815,-0.2989,-0.0652,1.3924,1.0339,1.2425,0.7425,0.8923,1.2017,1.9389,1.069,1.5437,0.5514,0.7962,1.4441,0.8328,1.2114,-9.0155,1.4545,-10.825,-7.4424,2.7782,0.6339,0.5542,0.2282,0.1995,0.8742,1.39,0.7962,1.0147,0.5728,0.73,1.2745,0.0091,5.6527,0.3152,0.0263,-0.0178,-0.1601,-0.5103,0.4134,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3535,0.8814,0.9388,4.656,-0.2484,-0.1174,0.4226,0.6501,2.4306,-1.3704,-0.2653,0.0731,0.2704,1.3863,-6.3118,1.0353,0.5143,0.7171,3.6232,0.0566,-3.0102,-1.3325,0.3415,0.4427,-0.1134,-0.2563,1.4442,3.4724,1.3091,2.4044,0.9064,0.377,2.0857,12.0576,1.7137,5.7811,0.8216,0.1421,0.6593,0.7742,-4.2659,1.1742,-6.4699,-5.5099,3.637,19.6706,0.9711,5.4084,0.267,0.0494,1.9156,3.3586,1.2851,1.7533,0.6709,0.3826,0.0034,1.4437,0.1556,-0.02,0.8692,-0.4009,0.1531,0.0389,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3836,3.4476,1.8568,12.6855,-0.2686,-0.437,3.1159,1.7652,9.3623,-1.003,0.0464,2.7262,1.6511,13.0369,-0.4708,2.618,2.776,1.6661,11.5579,0.0281,-0.8779,8.2751,0.1465,-9.4265,-0.1669,0.0177,1.0519,1.1245,1.1144,1.0691,1.0595,0.991,1.1065,1.2646,1.242,1.1429,1.1225,0.9821,0.573,0.6437,-8.0507,1.1235,-14.051,-12.507,2.1393,1.1281,0.8409,0.5273,0.3931,0.7454,1.355,0.973,1.0976,0.7181,0.81,1.128,0.0042,3.8044,0.3762,0.2515,0.4744,-0.0626,0.0514,0.4097,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0081,0.663,0.8142,4.3063,-0.6219,-0.1393,0.1683,0.4103,1.8257,-0.7067,-0.088,0.2733,0.5227,2.8264,-1.0466,0.9779,0.1755,0.4189,2.4651,0.1248,-0.0584,-0.0925,0.0083,1.584,-0.1425,-0.0899,1.9845,1.5577,1.9437,0.7849,0.9794,1.2478,3.9383,2.4264,3.7778,0.6161,0.9593,1.557,2.1844,1.1425,-4.6977,0.523,-2.1506,-4.1119,2.482,1.9224,0.9426,0.7746,0.3798,0.4903,2.3587,1.5236,1.7469,0.6459,0.7406,1.1466,0.0012,1.4336,0.2966,-0.072,0.4155,-0.1679,0.4647,-0.1238,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.7646,9.4935,3.0812,17.8501,-1.9096,-0.2473,11.0321,3.3215,13.6542,-1.4696,-0.1679,7.541,2.7461,11.8501,-1.1277,4.7215,6.4481,2.5393,11.7869,0.0661,3.0914,4.5545,-0.1619,1.4733,-0.0524,-0.0356,0.9276,1.122,1.2134,1.2095,1.308,1.0814,0.8605,1.2589,1.4723,1.4629,1.7109,1.1695,1.4418,1.8653,-14.0522,1.2937,-9.7461,-7.5335,1.1096,1.1015,0.4861,0.9927,0.4381,0.4413,1.3073,1.5063,1.5144,1.1522,1.1584,1.0054,0.0058,7.0253,-0.393,-0.2273,-0.4535,0.4297,-0.1,-0.0936,TASCA_SINISTRA_DAVANTI_PANTALONI
