@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-0.4163,16.1202,4.015,20.4225,-0.8627,-0.3634,11.3351,3.3668,23.0265,-1.1072,-0.648,15.5646,3.9452,26.6596,-1.013,5.5257,13.2124,3.6349,18.042,0.0397,1.1458,0.6425,-0.0753,0.5608,-0.0658,-0.1173,1.1925,1.0177,1.1046,0.8534,0.9262,1.0854,1.4221,1.0357,1.2201,0.7283,0.8579,1.178,0.7818,0.705,-12.6928,0.9018,-16.2361,-18.0032,1.0033,0.8278,0.5836,0.8251,0.5816,0.7049,0.8869,0.766,1.1319,0.8637,1.2763,1.4776,0.0056,8.3162,-0.1292,-0.0646,0.1427,0.4879,-0.2378,-0.167,6.4346,21.427,4.6289,17.6972,-0.8048,-4.8242,7.688,2.7727,9.783,-500.49,-0.3209,2.2724,1.5075,6.0941,-1.4045,-1.3338,-20.0515,15.0331,1.6695,3.0707,1.8393,2.7871,9.4292,3.3832,0.8083,2.2169,2.7428,502.6611,3.8689,0.0077,1.809,2.904,1.6053,0.0537,13.7311,0.6222,-0.349,-0.1495,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.2476,22.549,4.7486,31.075,-0.7964,-0.4479,12.8317,3.5821,20.1573,-1.3196,0.0509,13.4316,3.6649,19.8275,-1.3647,6.0797,12.1136,3.4805,18.7133,0.0483,-0.5527,4.8612,0.0407,-8.7947,-0.0737,0.0084,1.3256,1.2957,1.3644,0.9774,1.0292,1.053,1.7573,1.6788,1.8615,0.9553,1.0593,1.1088,1.2014,1.204,-14.5166,1.0022,-12.0831,-12.057,1.9906,2.063,0.8798,1.0364,0.442,0.4264,1.5416,1.5673,1.6606,1.0166,1.0772,1.0595,0.0035,9.1321,0.1568,-0.1593,0.1968,0.0784,-0.2231,-0.1573,2.9234,40.166,6.3377,16.5201,-0.6866,-5.5954,13.0943,3.6186,10.0979,-22.6978,0.6955,2.5548,1.5984,6.4671,-0.4965,-0.5225,4.2031,-8.0446,1.7514,3.9651,2.264,3.0674,15.7221,5.1255,0.6954,3.1346,4.5079,22.9864,2.2665,0.0986,1.636,2.5545,1.5614,0.0432,13.2889,0.7488,-0.2092,-0.4578,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.0698,0.2982,0.5461,2.761,-1.3923,-0.2946,0.2675,0.5172,2.522,-1.3114,0.2341,0.2067,0.4546,1.8653,-0.7847,0.8701,0.1618,0.4023,1.8753,0.0719,-0.2368,0.2979,0.0802,-1.2583,-0.3386,0.2691,1.0558,1.2012,1.3575,1.1378,1.2858,1.1301,1.1146,1.4429,1.8428,1.2945,1.6533,1.2772,1.123,1.9593,-11.0658,1.7447,-9.8536,-5.6478,1.0578,1.1043,0.5712,1.044,0.54,0.5173,1.0948,1.4802,1.4723,1.3521,1.3448,0.9946,0.0025,1.3526,-0.6884,-0.1577,0.0107,0.1598,-0.133,0.3543,-6.924,0.0512,0.2263,7.3761,?,6.7102,0.0534,0.2312,0.8377,0.8819,1.7717,0.0233,0.1525,0.4545,0.7695,-1.0319,-3.9082,3.7875,0.9792,1.4839,1.5154,0.9588,2.2019,2.2964,-1.1793,-4.8615,4.1224,0,0,3.5971,8.8056,16.2306,1.8432,0.0649,15.4058,0.987,0.1581,0.0008,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0895,1.8061,1.3439,5.9009,-0.8318,-0.5584,1.8284,1.3522,5.7211,-1.4863,-0.4452,1.4064,1.1859,5.5177,-1.372,2.2095,0.677,0.8228,3.5622,0.1747,0.1602,0.201,-0.0405,1.2543,-0.2527,-0.2015,0.9939,1.1332,1.6334,1.1402,1.6434,1.4413,0.9878,1.2842,2.6679,1.3001,2.7009,2.0775,0.7835,0.8396,-3.5525,1.0716,-4.5342,-4.2312,1.3999,1.3848,0.7463,0.9892,0.5331,0.5389,1.0314,1.0695,1.6565,1.0369,1.6061,1.549,0.0048,3.2853,-0.0985,0.0741,0.2309,-0.1943,-0.587,-0.0261,6.9956,0.8167,0.9037,3.2387,0.6471,-6.1828,1.3144,1.1465,7.4067,?,2.6109,0.1183,0.3439,1.4845,0.5415,-1.1315,2.6794,-2.3681,0.7882,2.6278,3.3338,0.6213,6.9054,11.1143,-0.8016,3.3865,-4.2245,0,2.8341,0,0.4373,2.1817,4.9895,0.0642,15.7893,0.9921,-0.618,-0.5923,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.6339,1.0724,1.0356,5.953,-0.873,-0.414,0.3949,0.6284,3.5021,-2.2182,-0.377,3.3485,1.8299,9.2651,-1.0231,2.0517,1.3216,1.1496,4.7595,0.0974,-1.5313,-1.6813,0.309,1.0979,-0.2018,-0.1838,1.6479,0.5659,0.9008,0.3434,0.5466,1.5917,2.7155,0.3203,0.8114,0.1179,0.2988,2.5336,1.1494,0.5922,-5.4017,0.5152,-4.6994,-9.1219,2.9206,0.694,0.6027,0.2376,0.2064,0.8685,1.6998,0.6425,1.2508,0.378,0.7358,1.9467,0.0056,3.0217,-0.0012,-0.1503,0.2626,0.0995,-0.4595,-0.1327,3.5468,10.4365,3.2306,8.3372,0.1102,2.4879,2.7058,1.6449,5.1644,-0.2086,7.7583,4.1323,2.0328,6.4133,0.3099,1.4256,0.4572,0.3207,1.9639,1.5892,0.8092,3.8571,2.5256,0.6548,-1.1589,0.3587,-0.3095,2.1928,1.0083,0.4598,1.6144,1.3,0.8053,0.0588,14.0391,-0.9272,-0.9727,0.9239,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.6443,13.3421,3.6527,17.4424,-0.7102,-1.2732,9.7103,3.1161,14.5181,-1.9343,-0.6549,5.3276,2.3082,13.4016,-1.437,4.8088,7.7208,2.7786,10.6816,0.0699,-0.5061,-0.9839,0.134,1.9442,-0.2648,-0.1362,1.1722,1.5825,1.3146,1.35,1.1215,0.8307,1.374,2.5043,1.7281,1.8226,1.2577,0.69,0.7569,0.9166,-9.0241,1.2111,-11.9231,-9.845,2.0613,1.8546,0.8881,0.8997,0.4308,0.4788,1.2014,1.3015,1.6329,1.0833,1.3592,1.2546,0.0106,6.8882,0.0437,0.2148,0.4187,0.0299,-0.4989,-0.0114,1.3611,8.6894,2.9478,9.8844,-0.0776,4.4202,4.2413,2.0595,8.5012,-0.5059,7.7355,2.0106,1.4179,5.9521,0.3196,0.3079,0.176,0.5714,1.4313,2.0789,1.4524,2.0487,4.3219,2.1095,0.2491,-0.2545,-1.0217,1.6249,1.0487,0.6454,1.1627,1.6607,1.4283,0.0609,14.0466,-0.9594,-0.8931,0.9329,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-0.2066,7.9152,2.8134,18.8235,-0.439,-0.4459,5.7646,2.401,12.2478,-2.7335,-0.0229,10.1311,3.1829,22.0649,-0.5484,4.0216,7.8794,2.807,14.2425,0.0228,0.4633,9.0079,-0.0514,19.4428,-0.1109,-0.0057,1.1718,0.8839,1.0023,0.7543,0.8553,1.1339,1.3731,0.7813,1.0045,0.569,0.7316,1.2858,0.6404,0.7348,-17.2414,1.1475,-26.9248,-23.4644,3.9876,0.918,0.8975,0.2302,0.2251,0.9777,1.5369,0.8531,1.3216,0.5551,0.8599,1.5492,0.0034,6.0809,-0.1642,-0.225,0.1945,0.0892,-0.4904,0.1473,5.7333,4.8933,2.2121,8.0855,0.1475,-7.0629,4.5634,2.1362,9.5659,?,-0.6613,3.7598,1.939,5.6611,-1.6543,-0.8118,-8.6696,10.6801,1.0355,1.1408,1.1017,1.0723,1.3015,1.2137,-0.1463,-0.3966,2.7112,0,4.4472,0,0.8452,1.4283,1.6898,0.0625,14.5432,0.9618,0.4872,0.4271,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
1.4745,9.6694,3.1096,14.9993,-0.4236,-1.7135,15.7081,3.9633,15.2099,-1.6629,1.3945,18.6881,4.323,16.6935,-0.4394,6.0321,14.7335,3.8384,14.8551,0.0223,-0.8605,1.0573,0.2444,-1.2287,-0.2841,0.2312,0.7846,0.7193,0.8101,0.9168,1.0325,1.1262,0.6156,0.5174,0.6563,0.8405,1.0661,1.2684,0.4699,0.8758,-13.1437,1.8637,-27.9696,-15.0072,1.8446,0.9085,0.6934,0.4925,0.3759,0.7632,0.9862,0.8985,1.0097,0.9111,1.0239,1.1238,0.0182,9.0921,0.4586,0.6089,0.532,0.0457,-0.3623,0.6614,1.6809,9.3182,3.0526,10.931,-0.379,2.1146,30.6227,5.5338,14.7147,-1.2422,6.886,1.5077,1.2279,3.738,0.555,0.7949,0.2441,0.3071,0.5516,2.486,4.5067,0.3043,6.1804,20.3108,0.3686,-0.6446,-1.7489,1.2078,0.9437,0.7814,0.7429,2.9243,3.9365,0.0507,14.7162,-0.2032,-0.5747,0.8731,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.8621,3.926,1.9814,8.7924,-0.2072,-1.9346,6.8271,2.6129,11.2277,-16.6114,-0.7843,10.1592,3.1873,15.8649,-1.0629,3.9356,10.5241,3.2441,11.7376,0.0302,-0.4456,-1.0991,0.219,2.4665,-0.4916,-0.1993,0.7583,0.6216,0.6108,0.8198,0.8054,0.9825,0.5751,0.3864,0.373,0.672,0.6487,0.9653,0.1425,0.1846,-4.1335,1.2956,-29.003,-22.3864,11.424,0.947,0.6018,0.0829,0.0527,0.6354,0.7831,0.5542,0.7491,0.7077,0.9566,1.3516,0.0151,5.7303,-0.4884,0.4684,0.7583,-0.127,-0.8394,0.0543,1.6205,9.2752,3.0455,9.0348,-0.052,2.5147,23.8051,4.879,15.1019,-1.4703,6.6698,9.6992,3.1144,10.4282,-0.0922,0.6444,0.243,0.377,0.6242,0.9779,1.5666,0.3896,0.9563,2.4543,0.0497,0.5073,10.2089,1.4048,0.8995,0.6403,0.5983,0.8664,1.4482,0.0487,14.0548,-0.9096,-0.7406,0.8588,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.6068,8.1222,2.8499,24.1505,-0.2688,-1.0598,3.9612,1.9903,11.5561,-1.7538,-0.1479,4.5097,2.1236,22.0158,-0.4034,3.3046,7.186,2.6807,24.269,0.0163,-0.5726,-4.1023,0.1836,7.1645,-0.3207,-0.0448,1.4319,1.342,1.0631,0.9372,0.7425,0.7922,2.0504,1.801,1.1303,0.8784,0.5512,0.6276,0.6952,0.8085,-12.7253,1.163,-18.3049,-15.7388,4.5358,1.2133,0.7715,0.2675,0.1701,0.6359,2.0898,1.097,0.9951,0.5249,0.4762,0.9072,0.0088,5.0444,0.5148,0.5755,0.2316,0.2757,-0.2036,0.195,0.9447,9.5362,3.0881,8.4448,-0.1845,2.3497,5.9739,2.4442,9.4858,-0.724,8.551,1.0099,1.0049,3.1404,0.6671,0.4021,0.1105,0.2748,1.2635,3.0729,2.4322,1.5963,9.4428,5.9154,0.3302,-0.209,-0.633,1.2958,0.7557,0.5832,0.8903,2.6891,3.0205,0.0637,14.1196,-0.6945,-0.9737,0.6435,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1139,0.3586,0.5989,3.732,-0.7408,0.0442,0.0808,0.2843,1.2899,-0.479,0.0241,0.1543,0.3928,1.6308,-1.1613,0.68,0.1468,0.3832,2.0011,0.0686,-2.5747,-4.7173,-0.1675,1.8322,0.065,0.0355,2.1064,1.5246,1.5629,0.7238,0.742,1.0251,4.4371,2.3244,2.4427,0.5238,0.5505,1.0509,3.8016,1.8124,-10.7742,0.4767,-2.8341,-5.9448,2.4581,2.8413,0.9979,1.1559,0.406,0.3512,2.8932,2.2884,1.865,0.791,0.6446,0.815,0.0009,0.9828,-0.0986,0.1395,-0.0403,-0.2388,0.6279,-0.1493,8.2801,0.0373,0.1931,0.5685,0.9338,4.9295,0.2216,0.4707,1.3446,0.7569,-1.694,0.1826,0.4273,2.2129,?,1.6797,-4.888,-2.91,0.4101,0.4518,1.1018,0.1682,0.2042,1.2139,1.9159,-3.625,-1.892,1.553,0,0,0.4228,0.2569,0.6076,0.0699,14.9036,-0.9975,-0.9527,0.9651,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.5098,6.9252,2.6316,14.7016,-0.7469,-1.1209,3.5717,1.8899,10.5766,-2.4914,-0.2447,6.478,2.5452,18.4645,-0.3909,3.7503,4.486,2.118,14.4882,0.0459,-0.4549,-2.0839,0.1359,4.5815,-0.2989,-0.0652,1.3924,1.0339,1.2425,0.7425,0.8923,1.2017,1.9389,1.069,1.5437,0.5514,0.7962,1.4441,0.8328,1.2114,-9.0155,1.4545,-10.825,-7.4424,2.7782,0.6339,0.5542,0.2282,0.1995,0.8742,1.39,0.7962,1.0147,0.5728,0.73,1.2745,0.0091,5.6527,0.3152,0.0263,-0.0178,-0.1601,-0.5103,0.4134,7.2206,4.9599,2.2271,8.5349,0.1273,1.8942,10.0965,3.1775,11.7114,-0.3269,3.8553,10.521,3.2436,9.3376,-0.0639,3.8119,1.8729,0.4913,0.7009,0.6866,0.9796,0.4912,0.4714,0.9597,-0.4316,-2.2197,5.1432,1.1081,1.1143,1.0056,0.7288,0.914,1.2542,0.0609,13.8541,-0.135,-0.6549,-0.608,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3535,0.8814,0.9388,4.656,-0.2484,-0.1174,0.4226,0.6501,2.4306,-1.3704,-0.2653,0.0731,0.2704,1.3863,-6.3118,1.0353,0.5143,0.7171,3.6232,0.0566,-3.0102,-1.3325,0.3415,0.4427,-0.1134,-0.2563,1.4442,3.4724,1.3091,2.4044,0.9064,0.377,2.0857,12.0576,1.7137,5.7811,0.8216,0.1421,0.6593,0.7742,-4.2659,1.1742,-6.4699,-5.5099,3.637,19.6706,0.9711,5.4084,0.267,0.0494,1.9156,3.3586,1.2851,1.7533,0.6709,0.3826,0.0034,1.4437,0.1556,-0.02,0.8692,-0.4009,0.1531,0.0389,8.6277,0.0163,0.1275,0.5547,0.938,4.652,0.0598,0.2446,1.0462,0.7934,-0.0242,0.0124,0.1112,0.5159,-2.2063,1.8546,-357.0179,-192.5006,0.5212,1.1468,2.2002,0.2716,1.315,4.841,2.0891,-23.6383,-11.3149,1.767,55.6015,31.467,0.5302,1.0752,2.028,0.0731,13.3619,-0.9987,0.7855,-0.7588,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3836,3.4476,1.8568,12.6855,-0.2686,-0.437,3.1159,1.7652,9.3623,-1.003,0.0464,2.7262,1.6511,13.0369,-0.4708,2.618,2.776,1.6661,11.5579,0.0281,-0.8779,8.2751,0.1465,-9.4265,-0.1669,0.0177,1.0519,1.1245,1.1144,1.0691,1.0595,0.991,1.1065,1.2646,1.242,1.1429,1.1225,0.9821,0.573,0.6437,-8.0507,1.1235,-14.051,-12.507,2.1393,1.1281,0.8409,0.5273,0.3931,0.7454,1.355,0.973,1.0976,0.7181,0.81,1.128,0.0042,3.8044,0.3762,0.2515,0.4744,-0.0626,0.0514,0.4097,1.8377,5.1557,2.2706,8.963,-0.0577,2.1736,0.9507,0.975,3.6796,-0.1409,9.0069,0.8335,0.9129,5.5889,0.408,0.8455,0.204,0.2413,2.3288,2.4871,1.068,5.4232,6.1858,1.1406,1.0759,-0.1269,-0.118,2.6274,0.8976,0.3416,2.4358,1.6037,0.6584,0.0675,13.1259,-0.7965,-0.7844,0.3146,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0081,0.663,0.8142,4.3063,-0.6219,-0.1393,0.1683,0.4103,1.8257,-0.7067,-0.088,0.2733,0.5227,2.8264,-1.0466,0.9779,0.1755,0.4189,2.4651,0.1248,-0.0584,-0.0925,0.0083,1.584,-0.1425,-0.0899,1.9845,1.5577,1.9437,0.7849,0.9794,1.2478,3.9383,2.4264,3.7778,0.6161,0.9593,1.557,2.1844,1.1425,-4.6977,0.523,-2.1506,-4.1119,2.482,1.9224,0.9426,0.7746,0.3798,0.4903,2.3587,1.5236,1.7469,0.6459,0.7406,1.1466,0.0012,1.4336,0.2966,-0.072,0.4155,-0.1679,0.4647,-0.1238,7.8275,0.0636,0.2523,0.8252,0.9001,5.8739,0.111,0.3331,1.1066,0.8265,-0.4494,0.0196,0.1398,0.7338,?,1.3326,-17.4191,-13.0715,0.7572,1.804,2.3825,0.5733,3.2543,5.6761,1.41,-10.1302,-7.1848,1.2947,0,0,0.7457,1.1245,1.5079,0.07,14.1508,-0.9988,0.3631,-0.3423,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.7646,9.4935,3.0812,17.8501,-1.9096,-0.2473,11.0321,3.3215,13.6542,-1.4696,-0.1679,7.541,2.7461,11.8501,-1.1277,4.7215,6.4481,2.5393,11.7869,0.0661,3.0914,4.5545,-0.1619,1.4733,-0.0524,-0.0356,0.9276,1.122,1.2134,1.2095,1.308,1.0814,0.8605,1.2589,1.4723,1.4629,1.7109,1.1695,1.4418,1.8653,-14.0522,1.2937,-9.7461,-7.5335,1.1096,1.1015,0.4861,0.9927,0.4381,0.4413,1.3073,1.5063,1.5144,1.1522,1.1584,1.0054,0.0058,7.0253,-0.393,-0.2273,-0.4535,0.4297,-0.1,-0.0936,-2.6312,10.4961,3.2398,8.9356,?,4.4032,6.2721,2.5044,9.2641,-0.5006,7.1134,2.4831,1.5758,4.9418,0.4083,-0.5976,-0.3699,0.619,1.2936,2.056,1.5893,1.6735,4.227,2.5259,2.8913,-2.6209,-0.9065,0,0,0.7392,0.9645,1.8082,1.8747,0.0618,14.5816,0.7934,0.985,0.7119,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1787,4.1454,2.036,11.6049,-0.5321,-1.766,2.0919,1.4463,6.4619,-2.4665,0.0218,1.9504,1.3966,8.1881,-1.1293,3.0876,1.8053,1.3436,7.726,0.0373,-0.1012,8.1895,0.0579,-80.913,-0.572,0.0071,1.4077,1.4579,1.5153,1.0356,1.0765,1.0394,1.9817,2.1254,2.2963,1.0725,1.1588,1.0804,0.8766,0.9281,-13.4505,1.0588,-15.3445,-14.4927,4.0634,1.9697,0.9438,0.4848,0.2323,0.4792,1.7959,1.4173,1.5021,0.7892,0.8364,1.0598,0.0122,4.6001,-0.516,-0.2074,0.39,-0.0805,-0.5715,0.0998,-9.1638,0.1595,0.3993,9.7673,?,-0.6749,1.2643,1.1244,3.4152,-2.3017,1.7162,7.366,2.714,8.2877,-0.5107,13.5776,-5.3396,-0.3933,0.3551,0.1471,0.4143,0.1261,0.0216,0.1716,4.1025,3.486,0.8497,0,0,0.1886,2.8599,1.1785,0.4121,0.0649,13.1278,0.6608,0.6643,0.9288,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
