@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
1.2739,7.31,2.7037,13.815,-0.4039,-0.9639,7.931,2.8162,14.5788,-1.1756,-0.0748,15.153,3.8927,18.2125,-1.114,5.1976,5.9365,2.4365,10.277,0.1005,-1.3216,-17.0388,0.2451,12.8921,-0.1855,-0.0144,0.9601,0.6946,1.1097,0.7235,1.1558,1.5977,0.9217,0.4824,1.2314,0.5234,1.336,2.5525,0.5045,0.4141,-3.4604,0.8208,-6.8588,-8.3561,1.4685,1.1423,0.8613,0.7778,0.5865,0.754,0.9476,0.7585,1.3443,0.8005,1.4186,1.7722,0.0167,7.6472,0.3383,0.3349,0.3732,0.5152,-0.1435,-0.0986,181.0104,3986.5947,63.1395,262,0.0542,TASCA_DESTRA_DAVANTI_PANTALONI
0.5929,3.5553,1.8855,10.309,-0.8407,-1.0997,6.4486,2.5394,10.4099,-1.3198,0.1994,4.9224,2.2186,9.2783,-0.8047,3.7854,2.1977,1.4825,5.7536,0.1904,-0.5391,2.9738,0.1566,-5.516,-0.2905,0.0527,0.7425,0.8499,1.2719,1.1446,1.713,1.4966,0.5513,0.7223,1.6177,1.3101,2.9343,2.2398,0.795,1.138,-3.4796,1.4315,-4.377,-3.0576,1.2481,1.0894,0.7881,0.8729,0.6314,0.7234,0.9903,1.1111,1.7918,1.122,1.8093,1.6126,0.0133,5.7818,0.1963,-0.0653,0.1578,0.2336,-0.4126,0.0185,33.5053,16.2921,4.0363,14,0.6818,TASCA_DESTRA_DAVANTI_PANTALONI
0.7595,5.5569,2.3573,13.9689,-0.517,-0.3394,13.7588,3.7093,16.2942,-1.3439,0.4149,13.2045,3.6338,13.5359,-0.5165,5.406,4.1601,2.0396,9.2114,0.1069,-2.2381,1.8306,0.1405,-0.8179,-0.0628,0.0768,0.6355,0.6487,1.1558,1.0208,1.8186,1.7816,0.4039,0.4208,1.3358,1.042,3.3074,3.1741,0.5096,1.0326,-4.3187,2.0264,-8.4748,-4.1822,1.3246,1.0317,0.8928,0.7789,0.674,0.8654,0.8573,1.032,1.5165,1.2038,1.7689,1.4695,0.0097,7.9846,0.287,-0.2836,0.019,0.2846,-0.1316,0.3159,22.0211,20.1048,4.4838,21,0.3,TASCA_DESTRA_DAVANTI_PANTALONI
-0.1342,21.6678,4.6549,34.6428,-0.5053,0.1118,19.0082,4.3598,31.3122,-0.4052,1.3028,24.7848,4.9784,24.4389,-0.4138,6.2091,28.6352,5.3512,31.0408,0.0412,-1.2005,-0.103,-0.0216,0.0858,0.018,0.2098,1.0677,0.935,0.8699,0.8757,0.8147,0.9303,1.1399,0.8742,0.7567,0.7669,0.6638,0.8655,1.2879,1.6258,-8.7171,1.2624,-6.7686,-5.3616,1.0328,1.3313,0.7109,1.289,0.6883,0.5339,1.1064,1.4175,1.116,1.2812,1.0087,0.7873,0.0137,9.5751,0.7205,-0.1448,0.356,-0.232,0.3781,0.4996,253.4792,1976.5204,44.4581,250,0.1857,TASCA_DESTRA_DAVANTI_PANTALONI
2.275,1.8875,1.3739,4.3652,0.0791,-0.3324,0.425,0.652,2.6406,-2.4667,-1.3406,3.2548,1.8041,6.4648,-1.6976,3.2413,2.1447,1.4645,4.4377,0.1733,-6.8446,-1.6971,0.7019,0.2479,-0.1025,-0.4136,2.1073,0.7615,0.9381,0.3614,0.4452,1.2319,4.4407,0.5799,0.8801,0.1306,0.1982,1.5176,-0.1996,-0.0922,0.403,0.4618,-2.0193,-4.3724,6.2231,1.978,0.883,0.3178,0.1419,0.4464,1.6531,0.6752,0.9837,0.4085,0.595,1.4568,0.121,4.7168,-0.1794,0.0014,0.8141,-0.2651,-0.158,-0.4256,0,0,0,0,0,TASCA_DESTRA_DAVANTI_PANTALONI
0.5411,2.1631,1.4707,6.7406,-1.1956,-0.1152,6.8867,2.6242,9.3578,-0.6261,-0.0636,0.6953,0.8338,4.2467,-0.7119,2.8812,1.7537,1.3243,6.6249,0.0654,-4.6958,-8.51,0.1878,1.8123,-0.04,-0.0221,0.5604,1.7638,1.1106,3.1473,1.9816,0.6296,0.3141,3.1112,1.2334,9.9052,3.9268,0.3964,1.0187,2.0784,-7.9114,2.0402,-7.7659,-3.8065,0.5335,1.2376,0.4331,2.3199,0.8118,0.3499,0.7203,1.5873,1.0175,2.2036,1.4125,0.641,0.0055,4.3352,-0.9444,-0.6716,-0.3159,0.6555,0.2422,0.295,4.0215,0.0006,0.0235,0.0472,0.9883,TASCA_DESTRA_DAVANTI_PANTALONI
0.0476,2.4694,1.5714,6.8066,-0.6052,-0.8518,3.0065,1.7339,6.6366,-3.3437,-0.0701,2.0459,1.4304,6.069,-0.906,2.5155,1.9266,1.388,6.0621,0.0489,-0.0559,-0.6799,0.0189,12.1574,-0.3386,-0.0279,0.9063,1.0986,1.1321,1.2122,1.2492,1.0305,0.8214,1.207,1.2817,1.4695,1.5605,1.0619,0.5023,0.8896,-8.226,1.7709,-16.3757,-9.247,2.7754,1.3317,0.6653,0.4798,0.2397,0.4996,1.0256,1.1215,1.1228,1.0935,1.0948,1.0011,0.0085,3.8721,-0.376,0.1835,0.5746,-0.478,-0.8186,0.39,4.0472,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.1664,7.5429,2.7464,14.4172,-0.5868,-1.5922,5.6151,2.3696,9.1398,-2.4323,0.8646,7.8977,2.8103,12.7466,-0.6252,4.445,4.6081,2.1466,9.981,0.1084,-0.1045,0.1925,0.0374,-1.8416,-0.3582,0.1945,1.159,0.9773,1.2794,0.8432,1.1039,1.3091,1.3433,0.9551,1.6369,0.711,1.2185,1.7139,0.8232,1.0873,-4.3948,1.3209,-5.3389,-4.0418,3.4119,1.1584,0.8116,0.3395,0.2379,0.7007,1.5774,1.1311,1.4445,0.717,0.9157,1.2771,0.0194,6.8032,-0.0597,0.3688,0.3034,-0.1104,-0.4501,0.2759,1.5106,0.2499,0.4999,1,0.5,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0756,0.4231,0.6504,3.954,-0.3536,-0.5247,0.5498,0.7415,3.3417,-0.8892,0.1026,0.084,0.2898,1.5253,-1.5453,0.9768,0.3942,0.6278,3.2507,0.0149,-0.1441,0.7371,0.0774,-5.1149,-0.5371,0.105,0.8772,2.2443,1.036,2.5585,1.181,0.4616,0.7695,5.0371,1.0734,6.5458,1.3949,0.2131,0.6567,1.1154,-21.0595,1.6986,-32.0695,-18.8803,1.6515,4.8745,0.8852,2.9516,0.536,0.1816,1.1832,2.5923,1.2163,2.1909,1.028,0.4692,0.0058,1.4297,0.3766,-0.128,0.2682,-0.7607,-0.1006,-0.1607,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.8235,15.7601,3.9699,20.3107,-1.7792,-0.1919,12.1832,3.4904,15.9211,-0.6557,-0.4041,4.3867,2.0944,11.4885,-1.5228,5.2675,5.4615,2.337,12.6432,0.098,4.2914,2.0379,-0.1563,0.4749,-0.0364,-0.0767,1.1374,1.8954,1.6987,1.6665,1.4936,0.8962,1.2936,3.5927,2.8857,2.7773,2.2307,0.8032,2.0622,1.875,-9.4668,0.9092,-4.5907,-5.049,0.76,1.6049,0.5214,2.1116,0.686,0.3249,1.2757,1.7679,1.6064,1.3858,1.2593,0.9087,0.0101,7.6417,0.1843,0.3244,-0.2621,-0.2065,0.0374,0.0257,2.7742,0.2178,0.4667,2,0.3333,TASCA_SINISTRA_DAVANTI_PANTALONI
