@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.477,1.3701,1.1705,5.3977,-0.5885,0.0765,3.0373,1.7428,8.5996,-1.0879,-0.0217,0.9429,0.971,5.0224,-0.4794,2.0062,1.5592,1.2487,4.7498,0.0933,6.2312,-21.9668,0.2377,-3.5253,0.0382,-0.0108,0.6716,1.2054,0.9374,1.7948,1.3957,0.7777,0.4511,1.453,0.8787,3.2212,1.948,0.6048,0.4463,1.2286,-4.0891,2.753,-9.1626,-3.3282,0.825,1.0009,0.6486,1.2133,0.7862,0.648,0.6277,1.0747,1.1364,1.7122,1.8105,1.0574,0.0035,3.0281,0.8167,-0.1597,0.2675,-0.0579,0.0989,-0.084,-0.4578,0.3389,0.5821,2.8204,-1.4729,2.4176,0.1298,0.3603,1.1519,0.6049,9.4677,0.01,0.1,0.3639,0.9622,-0.1893,-0.0484,0.2554,1.6159,5.8194,3.6013,2.6111,33.8649,12.9697,-0.9527,-0.1811,0.1901,0.3912,0.1183,0.3025,2.4485,7.7504,3.1654,0.0709,12.4848,0.2192,0.0405,-0.9412,2.2246,0.1742,0.4173,1,0.6667,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0107,0.6764,0.8224,3.5059,-0.9065,-0.0329,0.545,0.7382,2.6488,-0.4694,-0.3373,0.1357,0.3684,1.5594,-6.3287,1.0653,0.3372,0.5807,2.3944,0.073,0.3262,0.0319,-0.0101,0.0977,-0.0309,-0.3166,1.1141,2.2325,1.4163,2.0039,1.2713,0.6344,1.2411,4.9841,2.006,4.0158,1.6163,0.4025,1.97,1.2379,-8.8415,0.6284,-4.488,-7.1424,1.0201,8.6425,0.712,8.472,0.6979,0.0824,1.3236,2.2482,1.4642,1.6986,1.1063,0.6513,0.0024,1.6347,0.3908,-0.0086,0.0863,-0.7707,0.7603,-0.7385,8.5531,0.0215,0.1466,0.5333,0.9386,4.7468,0.0703,0.2651,0.9516,0.8247,0.6051,0.0227,0.1506,0.5364,0.3237,1.8019,14.1361,7.8453,0.553,0.9732,1.76,0.3058,0.9471,3.0976,1.822,31.7702,17.4368,1.6009,10.9557,6.8436,0.5605,0.9942,1.7739,0.069,13.905,-0.9976,0.5657,-0.6201,4.7887,0.1666,0.4082,1,0.8,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1416,4.5273,2.1278,11.6025,-0.958,-0.5983,5.9401,2.4372,11.5638,-0.7665,-0.8343,8.4142,2.9007,20.6309,-1.3418,3.7746,5.7081,2.3892,11.5614,0.0345,0.2366,0.1697,-0.0375,0.7171,-0.1585,-0.221,0.873,0.7335,0.8906,0.8402,1.0201,1.2141,0.7622,0.5381,0.7931,0.706,1.0407,1.4741,1.1314,0.4802,-13.7571,0.4245,-12.1595,-28.6471,0.9052,0.6726,0.4949,0.7431,0.5467,0.7358,1.0033,0.5624,1.0036,0.5605,1.0002,1.7845,0.0074,5.692,0.6241,0.0524,-0.1742,-0.0166,-0.1435,-0.401,0.8279,1.3623,1.1672,4.6812,-0.1025,2.0346,2.8878,1.6993,5.9262,-0.5514,9.3304,0.0392,0.198,1.5235,0.8424,0.4069,0.0887,0.2181,0.6868,5.8963,8.5845,0.4718,34.766,73.6939,0.2065,-0.0534,-0.2587,1.1116,0.4393,0.3952,0.7899,3.0727,3.89,0.0685,12.8126,-0.6819,-0.0829,-0.4668,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1538,2.4562,1.5672,7.9826,-0.3648,0.1797,1.2917,1.1365,4.3485,-0.5047,-0.2696,0.8831,0.9397,3.4933,-2.0012,1.9155,1.0904,1.0442,6.0097,0.0755,-0.8554,0.5703,-0.0803,-0.6667,0.0938,-0.1407,1.379,1.6677,1.5009,1.2094,1.0884,0.8999,1.9016,2.7813,2.2526,1.4626,1.1846,0.8099,1.4629,0.916,-4.3486,0.6262,-2.9726,-4.7472,2.0239,5.0249,0.8998,2.4828,0.4446,0.1791,1.8357,2.2851,1.3283,1.2448,0.7236,0.5813,0.0026,2.9335,0.2527,-0.2463,0.4998,-0.5978,0.6038,-0.5082,8.2974,0.1406,0.375,1.2579,0.8583,5.1238,0.3086,0.5556,1.8823,0.6874,-0.732,0.0851,0.2918,1.3754,?,1.6194,-11.3351,-6.9997,0.6749,1.2852,1.9042,0.4555,1.6517,3.6259,1.8411,-5.5413,-3.0098,1.4745,0,0,0.6683,0.9146,1.3686,0.0704,14.1532,-0.9943,0.8394,-0.7919,3.5612,1.1815,1.087,3,0.4,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.5738,6.2693,2.5039,13.1179,-1.2717,-0.9304,6.2758,2.5051,12.7216,-1.2746,0.3703,5.5795,2.3621,10.5063,-0.9532,3.9656,3.7308,1.9315,8.1582,0.0517,0.6167,-1.5495,-0.1447,-2.5126,-0.2346,0.0934,0.9995,1.06,1.2963,1.0606,1.297,1.2229,0.999,1.1236,1.6804,1.1248,1.6821,1.4955,1.0301,1.4322,-16.5247,1.3903,-16.0416,-11.538,1.0325,1.0735,0.6712,1.0398,0.6501,0.6253,1.0312,1.2486,1.6079,1.2109,1.5594,1.2878,0.0081,5.9844,-0.2721,-0.4569,-0.3955,0.2549,-0.0476,0.3515,-2.9373,7.2208,2.6872,8.0496,?,4.611,5.7594,2.3999,10.3884,-0.498,7.1657,1.9482,1.3958,4.0654,0.5229,-0.637,-0.4099,0.6435,1.1197,1.9252,1.7194,1.2538,3.7064,2.9563,2.3309,-1.8065,-0.775,0,0,0.8139,0.7749,1.98,2.5553,0.063,15.0812,0.5251,0.8866,0.092,6.4196,0.2435,0.4935,1,0.8571,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.8487,8.0745,2.8416,10.1875,-15.1486,-1.2963,4.9473,2.2242,8.2422,-4.7259,-0.9727,3.2954,1.8153,5.7246,-1.6287,3.6422,9.0955,3.0159,9.6514,0.0457,1.4261,1.9005,-0.5076,1.3327,-0.3559,-0.2671,1.2775,1.5653,0.9422,1.2253,0.7375,0.6019,1.6321,2.4502,0.8878,1.5013,0.5439,0.3623,1.4048,2.6944,-20.6599,1.918,-14.7064,-7.6678,0.4383,0.2897,0.0624,0.661,0.1423,0.2153,1.236,1.7796,1.0556,1.4398,0.854,0.5931,0.0745,5.4332,0.7567,0.2119,-0.9562,0.2318,-0.8534,-0.3038,-1.4735,5.9236,2.4338,9.5488,?,0.8666,3.9257,1.9813,7.0371,-2.069,8.3587,0.9382,0.9686,3.4023,0.6508,-1.7004,-0.1763,0.1037,1.2284,2.5127,2.0456,1.5089,6.3139,4.1844,2.0128,-1.5057,-0.7481,0,0,0.2353,1.3569,2.8065,2.0683,0.0656,11.759,0.981,0.7052,0.7805,1,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3881,8.3741,2.8938,11.9046,-0.6865,-1.0058,4.7,2.168,9.6095,-1.4392,-0.376,8.8573,2.9761,16.1106,-1.6866,4.3642,4.1891,2.0467,10.2239,0.0943,-0.3858,-1.0321,0.0889,2.675,-0.2305,-0.0862,1.3348,0.9723,1.4139,0.7285,1.0592,1.4541,1.7817,0.9454,1.999,0.5306,1.122,2.1143,0.8547,0.4791,-4.5499,0.5606,-5.3235,-9.496,1.7917,1.1771,0.6253,0.657,0.349,0.5312,1.2388,0.7389,1.1644,0.5965,0.9399,1.5758,0.0083,6.604,0.2168,0.226,0.1319,-0.1582,-0.1965,-0.282,7.7249,4.2743,2.0674,8.1351,0.1427,4.0122,5.9098,2.431,8.2898,0.1464,1.809,6.9467,2.6357,10.8031,-0.4122,1.9254,4.2704,2.2179,0.8504,0.7844,0.9223,0.7233,0.6153,0.8507,0.9524,-0.4295,-0.451,0.9771,1.2405,1.2696,0.9813,0.753,0.7674,0.0644,14.2917,-0.7792,0.1584,-0.6877,0.5,0.4239,0.6511,2,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0676,6.8406,2.6155,18.1574,-0.554,-1.3835,3.7074,1.9255,7.9262,-2.5983,-0.2331,8.6841,2.9469,17.7133,-0.542,4.1099,4.3139,2.077,15.5388,0.0522,-0.0489,-0.2899,0.0164,5.935,-0.3366,-0.0567,1.3584,0.8875,1.2593,0.6534,0.927,1.4188,1.8451,0.7877,1.5857,0.4269,0.8594,2.0131,1.131,1.0398,-7.5629,0.9193,-6.6867,-7.2736,5.3042,1.0171,0.7127,0.1918,0.1344,0.7007,2.2908,1.0251,1.1685,0.4475,0.5101,1.1399,0.0102,6.1918,0.1534,0.5162,0.1141,0.0581,-0.1307,0.3144,5.6052,7.1798,2.6795,9.7525,-0.142,4.0416,4.2851,2.0701,6.7397,0.1541,4.6348,15.457,3.9315,11.7132,-0.4168,1.3869,1.2094,0.872,1.2944,0.6815,0.5265,1.6755,0.4645,0.2772,-0.988,0.3519,-0.3562,1.0719,1.033,0.9637,1.447,0.8326,0.5754,0.0603,15.315,-0.3533,-0.4344,-0.6414,0.2174,0.1701,0.4125,1,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2577,2.4773,1.5739,7.8375,-0.4768,-0.0356,1.9061,1.3806,5.0146,-0.8004,-0.2799,0.5878,0.7667,3.5176,-2.0486,2.0062,1.0924,1.0452,5.6789,0.0735,-7.2458,-0.9207,0.1284,0.1271,-0.0177,-0.1395,1.14,2.0529,1.5059,1.8007,1.3209,0.7335,1.2997,4.2144,2.2677,3.2427,1.7449,0.5381,1.135,1.0704,-5.6182,0.9432,-4.9502,-5.2485,1.9055,4.5996,0.8659,2.4138,0.4544,0.1883,1.5629,2.2281,1.3801,1.4256,0.883,0.6194,0.0027,3.0163,0.4871,-0.3942,0.3881,-0.6101,0.604,-0.5107,7.0914,0.1299,0.3604,1.1621,0.8513,6.7305,0.1537,0.392,1.2795,0.8216,-0.531,0.0203,0.1424,0.7737,?,1.0536,-13.3558,-12.6761,0.9195,2.5317,2.7534,0.8454,6.4095,7.5815,1.1284,-8.596,-7.6181,1.0891,0,0,0.9082,1.502,1.6537,0.0699,14.3528,-0.998,-0.1354,0.1867,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3392,3.1827,1.784,7.9269,-0.5387,0.1651,0.9389,0.969,3.5508,-0.609,-0.1481,0.6546,0.8091,3.4848,-1.464,1.9448,1.1581,1.0762,4.9259,0.0765,2.0549,-2.2904,0.1744,-1.1146,0.0849,-0.0762,1.8411,2.205,1.6577,1.1976,0.9004,0.7518,3.3898,4.862,2.7481,1.4343,0.8107,0.5652,2.065,1.3404,-6.7992,0.6491,-3.2927,-5.0725,2.3344,3.6425,0.9658,1.5604,0.4137,0.2651,2.2324,2.2747,1.6092,1.0189,0.7208,0.7074,0.003,2.9262,0.3596,-0.4588,0.4883,-0.552,0.4509,-0.4107,8.1954,0.0503,0.2242,0.7815,0.9091,5.3187,0.1054,0.3246,1.1726,0.7992,-0.7241,0.0367,0.1916,1.0727,?,1.5409,-11.3186,-7.3456,0.6907,1.1701,1.6941,0.477,1.3691,2.8701,1.6743,-7.2838,-4.3505,1.4719,0,0,0.6665,0.7286,1.0931,0.0715,14.2381,-0.9953,0.6702,-0.6035,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1386,2.0504,1.4319,6.6649,-0.4387,0.1995,1.4873,1.2196,4.3908,-0.5959,-0.2654,0.5294,0.7276,3.0416,-1.8128,1.7802,1.0276,1.0137,4.8787,0.0467,0.6947,-0.5222,0.0779,-0.7517,0.1121,-0.1491,1.1741,1.968,1.4126,1.6761,1.2031,0.7178,1.3786,3.873,1.9954,2.8094,1.4474,0.5152,1.2395,1.0367,-8.4992,0.8364,-6.8567,-8.1981,1.6838,4.2841,0.9052,2.5443,0.5376,0.2113,1.5179,2.1912,1.3661,1.4436,0.9,0.6235,0.0025,2.7122,0.4426,-0.4051,0.4058,-0.5678,0.5128,-0.4498,7.4927,0.1259,0.3548,1.131,0.8608,6.2273,0.1731,0.4161,1.3196,0.8035,-0.9163,0.1117,0.3342,1.4843,?,1.2032,-8.1775,-6.7964,0.8527,1.0615,1.2449,0.7271,1.1268,1.5498,1.2964,-4.7118,-3.6347,1.21,0,0,0.8571,0.762,0.8891,0.0684,14.6362,-0.989,0.3057,-0.166,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.187,7.8091,2.7945,23.0252,-0.4327,-0.9455,5.7696,2.402,10.5687,-1.3087,0.0806,5.0408,2.2452,11.9256,-0.5512,3.8002,5.1138,2.2614,15.2843,0.0616,0.1978,-2.3191,-0.0492,-11.7257,-0.2488,0.0212,1.1634,1.2447,1.2357,1.0698,1.0622,0.9928,1.3535,1.5492,1.5271,1.1446,1.1282,0.9857,1.1608,1.6411,-6.928,1.4138,-5.9685,-4.2217,3.5107,2.0904,0.9867,0.5954,0.281,0.472,2.1786,1.9307,1.5065,0.8862,0.6915,0.7803,0.007,5.7729,0.4174,-0.1347,0.0619,0.2496,-0.3352,0.1634,1.6004,9.7619,3.1244,9.5475,-0.1449,2.3394,0.8601,0.9274,3.7406,0.1122,8.7201,1.353,1.1632,5.4927,0.4266,0.6841,0.1835,0.2683,3.3689,2.6861,0.7973,11.3492,7.2152,0.6357,-2.5549,-0.2957,0.1157,1.9791,0.8706,0.4399,2.5524,1.7382,0.681,0.066,13.4788,-0.4393,-0.9071,0.2264,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.0562,5.7124,2.3901,15.416,-0.747,-0.8448,4.8045,2.1919,8.6905,-1.2258,-0.107,3.6653,1.9145,10.2757,-0.5682,3.386,3.4456,1.8562,8.3941,0.0708,-0.0666,-0.5257,0.0166,7.8961,-0.2495,-0.0316,1.0904,1.2484,1.2876,1.1449,1.1808,1.0314,1.189,1.5585,1.6579,1.3108,1.3944,1.0638,1.3772,1.7705,-10.3092,1.2855,-7.4854,-5.8229,2.2601,1.3467,0.9769,0.5959,0.4322,0.7254,1.7739,1.5002,1.8365,0.8457,1.0353,1.2242,0.0061,5.2392,0.598,0.1657,-0.0779,0.134,-0.1895,0.2541,1.2337,7.8578,2.8032,7.5429,-0.2252,2.6459,2.2281,1.4927,4.3826,-0.1427,8.7952,0.1986,0.4457,2.1484,0.7683,0.4663,0.1403,0.3008,1.8779,6.2895,3.3491,3.5267,39.5581,11.2168,2.5329,-0.1946,-0.0768,1.6052,0.6639,0.4136,1.7211,3.5109,2.0399,0.0662,13.9495,-0.8011,-0.8886,0.5968,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.3266,6.2617,2.5023,13.9552,-0.4623,-1.1656,7.741,2.7823,13.3825,-0.766,0.1529,17.8715,4.2275,21.0196,-0.6681,4.9599,8.7621,2.9601,12.8001,0.0725,-0.2802,2.1355,0.0659,-7.6211,-0.235,0.0308,0.8994,0.5919,0.8454,0.6581,0.9399,1.4282,0.8089,0.3504,0.7146,0.4331,0.8835,2.0396,0.7601,0.5241,-4.4112,0.6895,-5.8037,-8.4176,1.2593,0.7574,0.6915,0.6014,0.5491,0.9131,1.0428,0.6639,1.0902,0.6367,1.0455,1.6421,0.0088,7.5782,0.4566,0.6889,0.5606,0.4072,0.4448,0.5443,3.7462,2.3067,1.5188,8.3985,-0.1424,5.5379,6.704,2.5892,7.5347,0.1573,6.1566,4.5597,2.1353,7.0091,0.2187,0.6765,0.6085,0.8995,0.5866,0.7113,1.2126,0.3441,0.5059,1.4703,-0.7444,-0.5337,0.717,0.8222,0.8195,0.9967,1.1146,1.1982,1.075,0.0659,15.5008,-0.1153,-0.2842,-0.8963,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.0426,2.7561,1.6602,7.9128,-0.555,-0.4794,1.6189,1.2724,4.2693,-1.1155,-0.411,0.878,0.937,4.0044,-1.9267,2.2492,0.5946,0.7711,4.3819,0.1844,-0.0889,-0.1037,0.019,1.1665,-0.2131,-0.1827,1.3048,1.7717,2.153,1.3579,1.6501,1.2152,1.7025,3.139,4.6353,1.8438,2.7227,1.4767,1.2545,1.0713,-2.85,0.854,-2.2718,-2.6602,2.5215,3.719,0.9471,1.4749,0.3756,0.2547,1.8534,1.976,1.8058,1.0662,0.9743,0.9138,0.0046,3.3668,0.4763,-0.1752,0.4663,-0.4498,0.5156,-0.3635,7.8967,0.0249,0.1579,0.5934,0.928,5.794,0.0457,0.2138,0.7969,0.8695,0.1047,0.1588,0.3986,1.3777,-0.4853,1.3629,75.396,55.3203,0.7387,0.3962,0.5364,0.5456,0.157,0.2877,1.4399,-16.9893,-11.7991,1.3492,8.8843,6.5849,0.7447,0.4307,0.5784,0.07,14.0483,-0.9978,-0.5027,0.4638,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.0305,3.088,1.7573,7.7589,-0.4917,0.0468,1.4058,1.1857,4.4547,-0.6157,0.0213,0.6273,0.792,3.6494,-1.9311,2.0558,0.8982,0.9478,4.9256,0.1332,0.651,1.4275,0.0148,2.193,0.0228,0.0104,1.4821,2.2187,1.8542,1.497,1.251,0.8357,2.1966,4.9227,3.4379,2.241,1.5651,0.6984,1.5066,1.0637,-3.3783,0.706,-2.2423,-3.1759,1.8865,4.1776,0.9153,2.2145,0.4852,0.2191,1.7417,2.1261,1.5752,1.2207,0.9044,0.7409,0.0004,3.0766,0.5627,-0.1112,0.4766,-0.3771,0.5242,-0.3307,7.8635,0.0148,0.1215,0.4799,0.9406,5.8519,0.0259,0.1608,0.6376,0.8971,0.0484,0.049,0.2214,0.9,-1.0415,1.3438,162.3827,120.8426,0.7555,0.5486,0.7261,0.5708,0.301,0.5273,1.3673,-16.5519,-12.1057,1.304,18.3265,14.0539,0.7526,0.5332,0.7085,0.0705,13.9049,-1.0013,0.3293,-0.3216,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.4456,2.124,1.4574,6.9491,-0.3989,-0.1195,1.8329,1.3538,5.1944,-0.7409,-0.6323,0.5783,0.7605,3.4158,-4.534,2.0082,1.1152,1.056,5.2674,0.0484,-3.7276,-0.7047,0.2219,0.1891,-0.0595,-0.3149,1.0765,1.9164,1.3801,1.7802,1.282,0.7201,1.1588,3.6727,1.9046,3.1693,1.6436,0.5186,0.8964,0.7081,-7.3969,0.7899,-8.2519,-10.4462,1.6649,8.048,0.8974,4.8339,0.539,0.1115,1.3378,2.0344,1.3193,1.5207,0.9861,0.6485,0.0054,3.0948,0.5482,-0.0888,0.5623,-0.3183,0.5528,-0.6203,7.6921,0.0674,0.2597,1.0964,0.8636,6.0319,0.1067,0.3267,1.3032,0.8109,0.5381,0.1509,0.3885,1.1073,0.0871,1.2752,14.2937,11.2088,0.7948,0.6684,0.841,0.6317,0.4468,0.7073,1.2415,65.6721,52.8981,1.1658,6.6245,5.6823,0.8413,0.9901,1.1769,0.0675,14.2622,-0.9884,0.2298,-0.3737,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
