@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.0057,1.0628,1.0309,11.8389,-0.998,-6.2865,6.5241,2.5542,16.5242,?,9.5468,1.8801,1.3712,14.253,0.1986,11.6157,5.2042,2.2813,18.8476,0.1974,0.0009,-0.0006,-0.0005,-0.6585,-0.5412,0.8219,0.4036,0.7518,0.4519,1.8628,1.1197,0.6011,0.1629,0.5653,0.2042,3.47,1.2536,0.3613,0.3579,-1.6739,-1.2759,-4.6775,-3.5653,0.7622,0,0.3332,0.2523,0,0,0.7574,0.7165,0.8306,0.6281,1.1594,0.8767,0.7562,0.0387,16.3549,0.0183,-0.2174,-0.0875,-0.4438,-0.9041,0.774,-14.8277,13.6382,3.693,22.0367,?,56.8137,12.6664,3.559,12.7518,0.7892,-0.6815,131.555,11.4697,33.3542,-0.7169,-0.261,21.7565,-83.3618,1.0377,0.322,0.3103,1.0767,0.1037,0.0963,-0.4617,1.5823,-3.4271,0,0,3.1131,1.7281,0.6607,0.3823,0.1991,82.4682,0.7285,-0.5385,-0.9283,0,0,0,0,0,PANTALONI
-0.1146,3.042,1.7441,14.1107,-0.6505,3.7626,10.9709,3.3122,21.2032,-0.269,9.9435,5.9181,2.4327,25.4055,0.1448,11.2223,7.0341,2.6522,25.5168,0.155,-0.0305,-0.0115,-0.0102,0.3784,0.3353,0.886,0.5266,0.717,0.6576,1.3615,1.2489,0.9173,0.2773,0.514,0.4325,1.8538,1.5597,0.8414,1.2373,-1.2931,-1.1879,-1.0451,-0.9601,0.9186,0.5117,0.2878,0.2831,0.5625,0.5533,0.9837,0.6655,0.5554,0.553,0.8346,0.831,0.9956,0.0373,15.5589,0.2134,0.2624,0.3925,0.0835,0.3201,0.9405,-25.4851,71.8765,8.478,38.6398,?,-11.9518,314.6623,17.7387,52.6199,-0.9446,-20.3078,21.3566,4.6213,25.3189,?,2.1323,1.2549,0.5885,0.4779,1.8345,3.8385,0.2284,3.3655,14.7338,1.5117,1.5261,1.0095,0,1,0,0.7343,1.5261,2.0783,0.1218,65.9558,-0.7961,-0.9156,0.9171,6.214,13.2138,3.6351,13,0,PANTALONI
0.1011,0.0215,0.1465,2.4173,-0.7158,3.9663,0.1206,0.3472,5.5728,0.147,9.9544,0.0514,0.2268,3.8645,0.6663,10.7202,0.103,0.321,5.3579,0.596,0.0255,0.0102,0.0094,0.3985,0.37,0.9286,0.4219,0.646,0.4564,1.5312,1.0818,0.7065,0.178,0.4173,0.2083,2.3445,1.1703,0.4992,-1.0503,-0.1307,-0.1276,0.1244,0.1215,0.9765,0.2156,0.1216,0.1062,0.5641,0.4926,0.8734,0.4338,0.6255,0.4512,1.4421,1.0401,0.7213,0.0376,14.0441,-0.8942,-0.8909,-0.9258,0.8484,0.9401,0.9735,-41.8648,0.0625,0.25,42.659,?,-2.1015,0.1397,0.3738,2.9388,?,-9.5301,0.1286,0.3585,10.2585,?,19.921,4.3929,0.2205,0.6689,0.6973,1.0425,0.4474,0.4863,1.0867,14.5156,4.1584,0.2865,1,1,1,14.5156,4.1584,0.2865,0.1508,53.4964,0.5711,-0.5263,-0.3679,0,0,0,0,0,PANTALONI
-0.0052,4.741,2.1774,9.0514,-0.8975,-0.4493,7.9856,2.8259,13.4831,-1.6851,9.9599,2.8744,1.6954,12.4927,0.345,10.5706,3.2653,1.807,13.263,0.3443,0.0115,-0.0005,-0.0005,-0.0451,-0.0425,0.9422,0.7705,1.2843,1.205,1.6668,1.5638,0.9382,0.5937,1.6494,1.4519,2.7782,2.4456,0.8803,0.506,-0.6506,-0.6148,-1.2858,-1.2151,0.945,0.9499,0.2501,0.2358,0.2633,0.2483,0.943,0.6713,0.7245,0.6825,1.0793,1.0166,0.9419,0.0347,13.991,0.1976,0.5197,0.5829,0.2496,0.0687,0.9509,-15.763,41.7986,6.4652,27.7191,-19.0951,7.8764,102.4783,10.1232,29.2206,0.0041,-33.8893,10.2863,3.2072,36.7798,?,-2.0013,0.4651,-0.2324,0.6387,2.0158,3.1564,0.4079,4.0635,9.9626,-221.3077,0.7161,-0.0032,0.047,0,0,0.9486,0.7537,0.7945,0.1331,57.6135,0.5076,0.0517,0.8792,5.5261,42.5908,6.5262,18,0,PANTALONI
0.0449,0.007,0.0837,0.7982,-0.3479,6.4792,0.0495,0.2225,2.9333,0.6341,9.8952,0.0124,0.1111,1.5798,0.8513,11.8292,0.0355,0.1885,2.8337,0.7873,0.0069,0.0045,0.0038,0.6548,0.5477,0.8365,0.3763,0.7533,0.4442,2.0021,1.1807,0.5897,0.1416,0.5674,0.1974,4.0082,1.394,0.3478,-0.0405,-0.0228,-0.0196,0.5621,0.4847,0.8623,0.0739,0.0557,0.0445,0.7546,0.6018,0.7974,0.2721,0.5052,0.2817,1.8567,1.0351,0.5575,0.0414,16.4459,0.5017,0.3061,0.4821,0.5202,0.9064,0.8309,-35.6402,0.0766,0.2767,36.5997,?,-7.6069,0.2142,0.4628,8.4,?,23.6399,0.0903,0.3004,1.2589,0.9484,4.6852,-1.5076,-0.3218,0.5978,0.9209,1.5406,0.3573,0.8481,2.3734,4.3571,-1.5803,-0.3627,1,0,0,4.3571,29.0739,6.6727,0.1519,66.887,-0.6413,-0.2621,0.1435,0,0,0,0,0,PANTALONI
-0.1138,0.0038,0.0614,0.3424,-5.8314,8.3136,0.0124,0.1114,0.5458,0.9368,9.9711,0.002,0.0451,0.2613,0.9741,12.9832,0.0068,0.0823,0.4386,0.9668,-0.0137,-0.0114,-0.0088,0.8338,0.6403,0.768,0.5514,1.3618,0.7462,2.4698,1.3533,0.5479,0.304,1.8546,0.5568,6.0999,1.8313,0.3002,-0.0361,-0.0297,-0.0229,0.8225,0.6339,0.7708,0.0058,0.005,0.0038,0.8552,0.6542,0.7649,0.6274,1.3105,0.7807,2.0888,1.2444,0.5957,0.0456,18.4001,0.2055,-0.1955,0.0902,0.0988,0.9134,0.5182,-24.7291,0.0604,0.2457,25.3189,?,-27.9874,0.0385,0.1961,28.4988,?,18.8161,0.0357,0.1888,0.9003,0.9533,0.8836,-1.3143,-1.4874,1.2525,1.3011,1.0388,1.5687,1.6928,1.0791,0.8884,-1.3791,-1.5523,1,0,0,0.8884,28.1237,31.6559,0.1467,71.5325,-0.3306,-0.2454,0.2818,0,0,0,0,0,PANTALONI
-0.3668,1.2633,1.124,7.0004,-1.2202,2.4658,2.4625,1.5692,9.0981,-0.3078,9.4382,1.0832,1.0408,6.7009,0.4859,9.9497,1.1062,1.0518,6.5772,0.5099,-0.1487,-0.0389,-0.0369,0.2613,0.2478,0.9486,0.7163,1.08,1.0686,1.5078,1.492,0.9895,0.513,1.1663,1.142,2.2734,2.226,0.9792,1.7969,-0.6075,-0.5623,-0.3381,-0.313,0.9256,0.4532,0.2419,0.235,0.5338,0.5184,0.9713,0.7694,1.0447,1.0643,1.3577,1.3833,1.0188,0.0745,12.9258,0.4907,0.4916,0.4717,0.0414,0.2854,0.9259,-6.1131,233.6592,15.2859,52.625,-0.472,-6.7748,5.1823,2.2765,12.875,?,-25.9485,18.4098,4.2907,31.125,?,0.9023,0.2356,0.2611,6.7148,3.5626,0.5306,45.088,12.6921,0.2815,1.3107,0.5422,0.4137,0,0,1,4.0874,1.6908,0.4137,0.21,47.7762,-0.7652,0.6579,-0.1928,8.1985,21.3499,4.6206,12,0,PANTALONI
0.2798,9.9707,3.1576,27.8682,-2.0061,0.6283,7.0982,2.6642,17.2426,-0.5679,9.8224,11.9932,3.4631,48.8701,-0.6596,10.7704,10.0134,3.1644,32.1303,0.1203,0.4452,0.0285,0.026,0.064,0.0583,0.912,1.1852,0.9118,0.9979,0.7693,0.8419,1.0944,1.4047,0.8314,0.9957,0.5919,0.7089,1.1977,2.9778,0.9575,-4.2331,0.3216,-1.4215,-4.4207,0.843,0.3148,0.2538,0.3734,0.3011,0.8063,1.6162,0.5703,0.8673,0.3528,0.5366,1.521,0.0342,14.2842,-0.8462,-0.5606,-0.5089,0.3547,0.3367,0.5083,-45.8704,177.6622,13.329,56.6986,?,-20.7954,25.3045,5.0304,28.6789,?,27.8738,249.5182,15.7961,58.139,-0.001,2.2058,-1.6456,-0.7461,2.6497,0.8438,0.3185,7.021,0.712,0.1014,1.977,952.7692,481.9231,1,0,0,1.977,0.9752,0.4933,0.1999,94.5402,-0.3136,0.9144,-0.1679,0.9479,0.0494,0.2222,1,0,PANTALONI
-0.0884,0.0162,0.1275,0.66,-1.9905,13.5823,0.0551,0.2348,1.1489,0.9192,9.8519,0.0154,0.124,0.6739,0.9335,16.7801,0.061,0.247,1.2732,0.9271,-0.0065,-0.009,-0.0053,1.3786,0.8094,0.5871,0.5428,1.0281,0.516,1.8938,0.9505,0.5019,0.2947,1.0569,0.2662,3.5867,0.9034,0.2519,-0.0336,-0.0464,-0.0271,1.3816,0.8074,0.5844,0.0155,0.0218,0.0126,1.4031,0.8143,0.5804,0.5745,0.9793,0.5184,1.7048,0.9024,0.5293,0.0597,23.5575,-0.0051,-0.2169,-0.0708,0.706,0.9783,0.8379,-7.6588,1.9886,1.4102,9.4193,?,-54.0176,0.2922,0.5406,55.1987,?,11.7035,0.7156,0.8459,3.9001,0.6977,0.1418,-0.6544,-4.6155,2.6086,1.667,0.6391,6.8048,2.779,0.4084,0.1706,-1.0466,-6.1334,1,0,0,0.1706,2.4151,14.153,0.1986,73.38,-0.9036,-0.9297,0.8611,1,0,0,0,1,PANTALONI
-0.1253,0.0058,0.0762,0.646,-2.8645,11.8589,0.0134,0.1157,0.692,0.9432,9.9146,0.0085,0.0921,0.541,0.9467,15.4582,0.0204,0.1428,0.8547,0.946,-0.0106,-0.0126,-0.0081,1.1961,0.7672,0.6414,0.6585,0.8279,0.5337,1.2572,0.8105,0.6447,0.4336,0.6854,0.2849,1.5806,0.657,0.4156,-0.0417,-0.0498,-0.032,1.1957,0.7671,0.6415,0.0137,0.0165,0.0106,1.2001,0.7694,0.6411,0.9335,1.194,0.7558,1.279,0.8096,0.633,0.0542,21.9021,0.0714,-0.2896,-0.0805,0.8507,0.9714,0.9415,-19.1299,0.0441,0.2099,19.6198,?,-49.8393,0.0617,0.2485,50.3387,?,16.7501,0.073,0.2701,1.4404,0.9172,0.3838,-1.1421,-2.9755,0.8447,0.7771,0.92,0.7135,0.6039,0.8464,0.3898,-1.2294,-3.1542,1,0,0,0.3898,13.6208,34.947,0.1963,85.7192,0.1603,-0.1211,0.3492,?,?,?,?,?,PANTALONI
0.1699,7.0589,2.6569,19.6368,-1.2905,-6.6744,13.4834,3.672,19.0704,-6.3191,9.8337,7.0666,2.6583,18.6903,0.0133,12.5524,11.3246,3.3652,19.2343,0.1657,-0.0254,0.0173,0.0135,-0.6787,-0.5317,0.7834,0.7236,0.9995,0.7895,1.3813,1.0912,0.7899,0.5235,0.9989,0.6233,1.908,1.1906,0.624,0.672,-43.84,-2.8962,-65.2418,-4.3101,0.0661,3.2903,0.4526,0.3719,0.1376,0.113,0.8217,1.0297,1.0506,1.0209,1.0203,0.9915,0.9717,0.0408,18.4555,-0.5073,-0.3696,0.0142,-0.2736,-0.7018,0.7979,22.407,37.086,6.0898,23.0576,0.3027,24.9082,13.7402,3.7068,12.4023,0.6048,9.4487,29.1409,5.3982,24.1058,-0.362,0.8996,2.3715,2.6362,1.6429,1.1281,0.6867,2.6991,1.2726,0.4715,0.5274,-1.562,-2.9619,1.0537,1.8683,1.773,1.8591,0.9565,0.5145,0.1196,57.4128,-0.9109,0.3918,-0.6315,0,0,0,0,0,PANTALONI
0.6733,7.4235,2.7246,17.5795,-0.4041,1.2947,8.6389,2.9392,16.4436,-0.4616,10.1415,6.1776,2.4855,15.0166,0.2015,10.9784,6.694,2.5873,14.2589,0.2662,0.52,0.0664,0.0613,0.1277,0.1179,0.9238,0.927,1.0962,1.0531,1.1825,1.136,0.9607,0.8593,1.2017,1.109,1.3984,1.2905,0.9229,0.9742,-1.3355,-0.978,-1.3708,-1.0038,0.7323,1.1129,0.6658,0.6443,0.5983,0.5789,0.9677,1.0691,1.1707,1.2329,1.095,1.1532,1.0531,0.037,14.607,0.3925,0.295,0.5017,0.1506,0.3952,0.8886,-11.6516,12.7371,3.5689,20.7596,?,3.2463,168.3623,12.9755,45.7184,-1.3518,-31.0887,18.1476,4.26,34.3185,?,-3.5892,0.3748,-0.1044,0.2751,0.8378,3.0459,0.0757,0.7019,9.2774,0.79,0.6049,0.7657,0,1,0,0.4541,0.6049,1.3322,0.1204,54.9774,0.8069,-0.6927,-0.8099,0,0,0,0,0,PANTALONI
0.1816,10.9413,3.3078,24.3815,-1.0735,0.8141,14.8054,3.8478,30.0589,-0.4185,10.1014,6.7902,2.6058,18.0969,0.0712,11.193,9.9874,3.1603,21.8067,0.1888,0.2231,0.018,0.0162,0.0806,0.0727,0.9025,0.8597,1.2694,1.0467,1.4766,1.2175,0.8245,0.739,1.6113,1.0955,2.1804,1.4824,0.6799,1.4233,-9.1004,-2.4873,-6.3939,-1.7476,0.2733,0.5549,0.6035,0.4374,1.0876,0.7883,0.7248,0.8111,1.3473,1.1181,1.661,1.3784,0.8299,0.0366,15.2779,-0.0774,0.3622,0.1229,0.3968,0.6989,0.8075,-8.4722,6.1207,2.474,11.3388,?,3.2983,26.5439,5.1521,28.0182,-3.3646,-34.6485,3.129,1.7689,35.939,?,-2.5686,0.2445,-0.0952,0.4802,1.3986,2.9126,0.2306,1.9561,8.4831,0.525,0.3155,0.601,0,1,0,0.4047,0.3155,0.7796,0.1293,48.5363,-0.2901,0.0488,-0.917,0,0,0,0,0,PANTALONI
0.5572,7.1516,2.6743,20.8735,-1.7709,9.0454,24.6816,4.9681,27.6999,-0.3589,9.842,8.1686,2.8581,16.1348,0.1146,14.1258,19.4595,4.4113,21.0403,0.2088,0.0616,0.0566,0.0394,0.9191,0.6403,0.6967,0.5383,0.9357,0.6062,1.7383,1.1262,0.6479,0.2898,0.8755,0.3675,3.0215,1.2684,0.4198,1.8235,-6.3906,-2.4019,-3.5046,-1.3172,0.3758,0.3696,0.4134,0.2833,1.1186,0.7665,0.6852,0.7536,1.2937,0.9921,1.7168,1.3165,0.7668,0.048,21.1259,-0.5279,0.2026,-0.2891,0.5159,0.8318,0.8256,-5.676,17.4763,4.1805,15.3595,?,-23.9002,161.4306,12.7055,48.4192,-2.4051,-18.9322,38.5694,6.2104,34.1385,?,0.2375,0.2998,1.2624,0.329,0.6731,2.0458,0.1083,0.4531,4.1855,0.4491,0.4499,1.0018,0,1,0,0.3172,0.4499,1.4183,0.1112,50.476,0.1456,-0.2845,-0.9575,0,0,0,0,0,PANTALONI
-0.1178,0.0146,0.1209,0.9917,-3.7846,7.3919,0.051,0.2257,1.3221,0.8422,10.0123,0.008,0.0897,0.6408,0.9376,12.4478,0.0278,0.1668,0.966,0.9263,-0.0159,-0.0118,-0.0095,0.7383,0.5938,0.8043,0.5357,1.3489,0.725,2.5179,1.3532,0.5374,0.287,1.8195,0.5256,6.3399,1.8312,0.2888,-0.1112,-0.0815,-0.0646,0.7336,0.581,0.792,0.0247,0.0202,0.0158,0.8166,0.639,0.7825,0.7501,1.5476,1.0266,2.0633,1.3686,0.6633,0.0466,17.5366,-0.66,-0.0092,-0.557,0.1904,0.906,0.5866,-24.6949,0.0876,0.2959,25.1999,?,-25.0609,0.0794,0.2818,25.56,?,-12.0938,0.0746,0.2731,12.7197,?,0.9854,2.042,2.0722,1.0499,1.0833,1.0318,1.1024,1.1736,1.0646,0.9859,1.9812,2.0095,1,1,1,0.9859,1.9812,2.0095,0.1393,61.8496,-0.4296,0.1476,0.2046,0,0,0,0,0,PANTALONI
-0.0209,0.0105,0.1025,0.6079,-2.2277,7.4756,0.0232,0.1523,0.8448,0.8938,9.9844,0.0132,0.1151,0.7189,0.9307,12.4737,0.0258,0.1606,0.8476,0.9344,-0.0028,-0.0021,-0.0017,0.7487,0.5993,0.8004,0.673,0.891,0.6384,1.3239,0.9486,0.7165,0.453,0.794,0.4076,1.7528,0.8999,0.5134,-0.059,-0.0434,-0.0348,0.7358,0.5889,0.8004,0.0237,0.0181,0.0146,0.7662,0.6157,0.8036,0.7196,0.8457,0.7172,1.1752,0.9967,0.8481,0.0438,17.5401,-0.4465,-0.0109,-0.2628,0.5315,0.8696,0.877,-25.2871,0.0598,0.2444,25.679,?,-26.4493,0.0434,0.2084,26.8188,?,-8.9724,0.1522,0.3902,9.8389,?,0.9561,2.8183,2.9479,1.1731,0.6265,0.5341,1.3761,0.3925,0.2853,0.9575,2.61,2.7258,1,1,1,0.9575,2.61,2.7258,0.1322,60.7088,-0.254,-0.5435,-0.0576,0,0,0,0,0,PANTALONI
-0.0495,0.0113,0.1061,0.7551,-1.7984,8.7189,0.064,0.2529,1.3763,0.8553,9.9696,0.0186,0.1363,0.7871,0.9249,13.2459,0.054,0.2324,1.3875,0.9019,-0.0057,-0.005,-0.0037,0.8745,0.6582,0.7527,0.4196,0.7788,0.4567,1.8559,1.0883,0.5864,0.1761,0.6065,0.2085,3.4444,1.1843,0.3438,-0.0596,-0.05,-0.0381,0.839,0.6381,0.7605,0.0284,0.0257,0.0191,0.9073,0.6728,0.7415,0.5487,0.9594,0.5443,1.7486,0.9919,0.5673,0.0476,18.7801,-0.5603,0.0138,-0.3949,0.4587,0.9185,0.7695,-21.3255,0.4955,0.7039,22.6196,?,-29.3942,0.2442,0.4941,30.5389,?,-9.6126,0.0221,0.1486,9.8999,?,0.7255,2.2185,3.0579,1.4245,4.7355,3.3243,2.0293,22.4253,11.0509,0.7407,2.2848,3.0848,1,1,1,0.7407,2.2848,3.0848,0.1351,60.3324,-0.8179,-0.2452,0.1508,0,0,0,0,0,PANTALONI
-0.0818,0.1156,0.34,1.9092,-1.071,7.2325,0.3041,0.5514,3.2531,0.6709,9.9713,0.0325,0.1803,1.2563,0.882,12.3283,0.2086,0.4567,2.7823,0.8087,-0.0113,-0.0082,-0.0066,0.7253,0.5867,0.8088,0.6166,1.886,0.7445,3.0586,1.2073,0.3947,0.3802,3.5569,0.5542,9.3549,1.4577,0.1558,-0.1489,-0.1052,-0.0839,0.7065,0.5637,0.7979,0.0933,0.0866,0.0634,0.9287,0.6795,0.7317,0.5869,1.5197,0.6862,2.5894,1.1692,0.4515,0.0432,17.4782,-0.4036,-0.4822,-0.4519,0.6896,0.9735,0.837,-26.4367,1.5948,1.2629,28.0197,?,-25.1641,2.2992,1.5163,28.4393,?,-9.724,0.0953,0.3087,10.3195,?,1.0506,2.7187,2.5878,0.8329,4.0914,4.9125,0.6936,16.7395,24.1326,0.9852,2.7152,2.7559,1,1,1,0.9852,2.7152,2.7559,0.1325,61.3246,-0.9836,0.0319,0.0364,0,0,0,0,0,PANTALONI
