@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.0847,3.1323,1.7698,16.6026,-1.364,-6.4116,9.2501,3.0414,26.6087,-4.6323,9.556,2.699,1.6429,15.2621,0.1419,11.8862,6.2316,2.4963,19.7084,0.1904,-0.0132,0.0089,0.0071,-0.671,-0.5394,0.804,0.5819,1.0773,0.709,1.8513,1.2184,0.6581,0.3386,1.1605,0.5026,3.4272,1.4844,0.4331,0.4377,-3.7961,-2.0668,-8.6722,-4.7218,0.5445,1.4866,0.3949,0.2885,0.2656,0.1941,0.7306,0.624,1.0878,0.8424,1.7434,1.3501,0.7744,0.0293,17.0104,0.3321,0.1989,-0.0987,-0.1581,-0.7831,0.6513,0.1336,0.9363,0.9676,7.778,-0.393,0.0736,0.2988,0.5466,3.7459,-0.6433,0.2051,0.9295,0.9641,4.9155,-0.9664,1.8163,0.6514,0.3587,1.7703,1.0036,0.5669,3.1339,1.0073,0.3214,1.4964,0.9083,0.607,2.4496,2.2337,0.9119,2.0764,1.5824,0.7621,0.0007,1.6411,0.111,-0.1124,0.3363,0,0,0,0,0,TASCA_DESTRA_DIETRO_PANTALONI
-0.1189,2.2935,1.5144,14.1107,-0.6505,4.108,8.6147,2.9351,21.2032,-0.269,9.9771,4.4775,2.116,25.4055,0.1448,11.2474,5.3137,2.3051,25.5168,0.155,-0.029,-0.0119,-0.0106,0.4117,0.3652,0.8871,0.516,0.7157,0.657,1.3871,1.2733,0.9179,0.2662,0.5122,0.4316,1.924,1.6212,0.8426,1.2373,-1.2931,-1.1879,-1.0451,-0.9601,0.9186,0.5117,0.2878,0.2831,0.5625,0.5533,0.9837,0.6655,0.5554,0.553,0.8346,0.831,0.9956,0.0285,15.5179,0.2083,0.2624,0.3925,0.0877,0.317,0.9407,0.358,0.7049,0.8396,5.9248,-0.3778,-0.3434,0.8724,0.934,6.3094,-3.6085,0.9823,1.7342,1.3169,6.1673,-0.341,-1.0425,0.3645,-0.3496,0.8989,0.6376,0.7093,0.808,0.4065,0.5031,0.3289,1.036,3.1503,3.141,0.935,0.2977,0.9391,0.9607,1.023,0.0029,2.051,-0.3002,-0.0272,-0.0059,6.3298,10.0311,3.1672,13,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0957,0.0167,0.1291,2.4173,-0.7158,4.0036,0.0971,0.3116,5.5728,0.147,9.9506,0.0395,0.1987,3.8645,0.6663,10.7297,0.0785,0.2801,5.3579,0.596,0.0239,0.0096,0.0089,0.4023,0.3731,0.9274,0.4143,0.6496,0.4608,1.568,1.1123,0.7094,0.1716,0.4219,0.2123,2.4585,1.2372,0.5032,-1.0503,-0.1307,-0.1276,0.1244,0.1215,0.9765,0.2156,0.1216,0.1062,0.5641,0.4926,0.8734,0.4338,0.6255,0.4512,1.4421,1.0401,0.7213,0.0282,14.0669,-0.8604,-0.8651,-0.9073,0.7987,0.9209,0.9646,0.0047,0.0003,0.0182,0.0972,-0.6563,0.035,0.0006,0.0251,0.125,-0.4138,0.012,0.0003,0.0177,0.1122,-1.027,0.133,0.3878,2.9153,0.7249,1.0259,1.4153,0.5254,1.0524,2.0029,1.053,0.6778,0.6437,0.6639,1.0607,1.5976,0.7778,0.8667,1.1143,0.0001,0.0697,0.6519,0.2774,0.1529,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0321,3.5583,1.8863,9.0514,-0.8975,-0.0162,6.5529,2.5599,13.4831,-1.6851,10.0141,2.168,1.4724,12.4927,0.345,10.4925,2.4695,1.5715,13.263,0.3443,-1.9858,0.0032,0.0031,-0.0016,-0.0015,0.9544,0.7369,1.2811,1.2004,1.7386,1.629,0.937,0.543,1.6413,1.4409,3.0226,2.6536,0.8779,0.506,-0.6506,-0.6148,-1.2858,-1.2151,0.945,0.9499,0.2501,0.2358,0.2633,0.2483,0.943,0.6713,0.7245,0.6825,1.0793,1.0166,0.9419,0.0261,13.392,0.1984,0.5196,0.5766,0.2556,0.0397,0.94,0.2051,0.2035,0.4512,2.7493,-0.4862,-0.3884,0.6504,0.8064,3.9531,-5.5649,1.191,3.5452,1.8829,6.4108,-0.01,-0.5281,0.1722,-0.3261,0.5594,0.2396,0.4283,0.313,0.0574,0.1834,0.2684,14.2239,52.994,3.0721,0.2914,0.0949,0.6955,0.4289,0.6166,0.0033,2.016,-0.6109,0.2611,-0.331,4.6423,34.2506,5.8524,18,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0671,0.015,0.1225,0.8357,-0.4112,6.5982,0.1175,0.3428,2.9333,0.6341,9.8934,0.0105,0.1024,1.5798,0.8513,11.8956,0.0571,0.239,2.8337,0.7873,0.0102,0.0068,0.0056,0.6669,0.5547,0.8317,0.3573,1.1962,0.5124,3.3476,1.434,0.4284,0.1277,1.4309,0.2626,11.2062,2.0565,0.1835,-0.0479,-0.0269,-0.0232,0.5621,0.4847,0.8623,0.0739,0.0557,0.0445,0.7546,0.6018,0.7974,0.2849,0.529,0.2949,1.8567,1.0351,0.5575,0.0312,16.589,0.7326,0.2756,0.7033,0.3578,0.9441,0.6471,-0.0123,0.0011,0.0339,0.2596,-3.1226,0.0138,0.0016,0.0399,0.3482,-3.0874,0.047,0.0012,0.0352,0.2136,-0.3812,-0.8945,-0.2622,0.2932,0.8483,0.9626,1.1347,0.7197,0.9266,1.2875,0.7475,3.3344,4.4609,0.739,0.4071,0.5508,0.7454,1.215,1.63,0.0001,0.1037,0.822,0.4131,0.3135,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1204,0.0037,0.0605,0.3424,-5.8314,8.3727,0.0212,0.1457,0.7231,0.918,9.9716,0.0024,0.0487,0.306,0.9698,13.0217,0.0111,0.1055,0.675,0.9498,-0.0144,-0.0121,-0.0092,0.8397,0.643,0.7658,0.4155,1.2421,0.5738,2.9898,1.3813,0.462,0.1726,1.5428,0.3293,8.9387,1.9079,0.2134,-0.0361,-0.0297,-0.0229,0.8225,0.6339,0.7708,0.0057,0.0049,0.0037,0.8689,0.6559,0.7548,0.4736,1.119,0.5073,2.3629,1.0713,0.4534,0.0343,18.4659,0.0281,-0.2272,-0.0604,0.1236,0.9299,0.4661,0.0002,0.0004,0.0187,0.0993,-0.9002,0.028,0.0003,0.0187,0.1196,-0.2619,0.0046,0.0001,0.0116,0.0545,-0.7114,0.0071,0.0427,6.0526,1.001,1.6154,1.6137,1.002,2.6094,2.6041,1.8955,2.0782,1.0964,0.5514,1.6424,2.9784,0.8304,1.8235,2.1961,0.0001,0.0541,0.6324,0.0074,0.0498,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.2999,0.9654,0.9826,7.0004,-1.2202,2.4214,1.8611,1.3642,9.0981,-0.3078,9.4929,0.8258,0.9088,6.7009,0.4859,9.9442,0.8341,0.9133,6.5772,0.5099,-0.1239,-0.0316,-0.0302,0.2551,0.2435,0.9546,0.7202,1.0812,1.0759,1.5012,1.4938,0.9951,0.5187,1.169,1.1575,2.2536,2.2313,0.9901,1.7969,-0.6075,-0.5623,-0.3381,-0.313,0.9256,0.4532,0.2419,0.235,0.5338,0.5184,0.9713,0.7694,1.0447,1.0643,1.3577,1.3833,1.0188,0.0563,12.7074,0.4798,0.4971,0.4665,0.0349,0.2852,0.9196,0.4068,0.7846,0.8858,5.3561,-0.176,1.0307,2.5934,1.6104,5.5015,-0.0137,-0.3383,0.6211,0.7881,3.5577,-5.9832,0.3947,-1.2025,-3.0468,0.55,1.1239,2.0434,0.3025,1.2631,4.1753,10.7541,0.2629,0.0244,0.8393,8.94,10.6523,0.9736,1.5055,1.5464,0.0067,1.9277,0.7499,-0.6782,-0.7362,9.1379,18.7626,4.3316,12,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3262,9.2734,3.0452,27.8682,-2.0061,0.838,8.7429,2.9568,19.1001,-0.4859,9.8271,10.739,3.277,48.8701,-0.6596,10.7747,10.0407,3.1687,32.1303,0.1203,0.3892,0.0332,0.0303,0.0853,0.0778,0.912,1.0299,0.9293,0.961,0.9023,0.9331,1.0342,1.0607,0.8635,0.9236,0.8141,0.8708,1.0696,2.9778,0.9575,-4.2331,0.3216,-1.4215,-4.4207,0.7212,0.3148,0.2538,0.4365,0.352,0.8063,1.4591,0.5703,0.8673,0.3908,0.5945,1.521,0.0257,14.4737,-0.8291,-0.429,-0.393,0.3071,0.3485,0.5961,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0495,0.1252,0.3538,2,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0597,0.0233,0.1526,0.8619,-1.0756,13.6572,0.0719,0.2682,1.3252,0.908,9.8631,0.0192,0.1384,0.8723,0.9153,16.8475,0.0801,0.283,1.5133,0.9145,-0.0044,-0.0061,-0.0035,1.3847,0.8106,0.5854,0.5689,1.1025,0.539,1.9379,0.9475,0.4889,0.3237,1.2155,0.2905,3.7556,0.8977,0.239,-0.0342,-0.0474,-0.0276,1.3863,0.8074,0.5824,0.0288,0.0403,0.0235,1.3975,0.8132,0.5819,0.6504,0.9881,0.5695,1.5192,0.8757,0.5764,0.0449,23.6517,0.0264,-0.2584,-0.0549,0.7458,0.9824,0.8598,0.0604,0.0099,0.0996,0.4721,-0.3196,0.0416,0.0186,0.1363,0.8107,-1.2878,0.0253,0.0067,0.0816,0.5127,-1.0888,1.4512,2.3929,1.6489,0.7313,1.2208,1.6695,0.5347,1.4905,2.7873,0.2506,0.4279,1.7076,1.0096,1.4575,1.4437,0.5823,0.9208,1.5812,0.0002,0.2555,0.2863,0.3591,0.8023,0.8507,0.127,0.3564,1,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1299,0.0076,0.0874,0.646,-2.8645,11.8394,0.0149,0.122,0.692,0.9432,9.9164,0.0094,0.0968,0.6196,0.9394,15.4445,0.0209,0.1444,0.8547,0.946,-0.011,-0.0131,-0.0084,1.1939,0.7666,0.6421,0.717,0.9034,0.6055,1.2599,0.8445,0.6703,0.5142,0.8161,0.3667,1.5873,0.7132,0.4493,-0.0417,-0.0498,-0.032,1.1957,0.7671,0.6415,0.0137,0.0163,0.0106,1.1909,0.7694,0.646,0.9335,1.0426,0.7558,1.1168,0.8096,0.725,0.0406,21.8933,0.1934,-0.3109,-0.0139,0.7115,0.9487,0.8863,-0.0169,0.0044,0.0665,0.4037,-2.708,-0.0029,0.0089,0.0942,0.752,-3.1717,-0.0205,0.0036,0.0599,0.361,-2.4917,5.8196,0.8219,0.1412,0.7061,1.11,1.572,0.4986,1.2322,2.4712,0.5158,1.1445,2.2191,0.6041,1.0531,1.7434,0.5369,1.1183,2.0828,0.0001,0.1401,0.6545,0.2294,0.6187,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0301,7.5526,2.7482,25.1075,-1.9286,-6.5376,13.5801,3.6851,26.1488,-9.0357,9.7255,6.1284,2.4756,18.6903,0.0133,12.3609,11.7958,3.4345,27.0098,0.1239,-0.0046,0.0031,0.0024,-0.6722,-0.5289,0.7868,0.7458,1.1101,0.8002,1.4886,1.073,0.7208,0.5561,1.2324,0.6403,2.2159,1.1513,0.5195,0.7023,-65.5175,-4.3283,-93.2902,-6.1631,0.0661,3.2903,0.4526,0.2781,0.1376,0.0845,0.6144,0.9602,1.3433,0.9296,1.3991,0.9681,0.692,0.0303,18.2147,-0.3035,-0.2713,-0.0635,-0.2992,-0.7569,0.7638,0.0142,1.3848,1.1768,6.2784,-0.883,0.0254,0.8251,0.9084,4.5192,-0.9733,-0.0596,1.602,1.2657,5.7454,-1.2818,0.558,-0.2376,-0.4259,1.2955,0.9297,0.7177,1.6783,0.8644,0.5151,1.3208,0.9122,0.6906,1.4559,1.3242,0.9096,1.3893,1.0928,0.7866,0.0002,2.5435,-0.3679,-0.3318,0.2046,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.5633,6.9694,2.64,17.5795,-0.4041,1.1294,6.7533,2.5987,16.4436,-0.4616,10.1655,5.3901,2.3217,15.0166,0.2015,10.8646,6.004,2.4503,14.2589,0.2662,0.4987,0.0554,0.0518,0.1111,0.104,0.9357,1.0159,1.1371,1.0774,1.1193,1.0606,0.9475,1.032,1.293,1.1608,1.2529,1.1248,0.8977,0.9742,-1.3355,-0.978,-1.3708,-1.0038,0.7323,1.1129,0.6658,0.6443,0.5983,0.5789,0.9677,1.0691,1.1707,1.2329,1.095,1.1532,1.0531,0.0278,14.153,0.3694,0.3625,0.5556,0.1284,0.3644,0.8979,0.966,2.0871,1.4447,6.272,-0.1894,0.2059,1.8226,1.35,7.4095,-0.5111,0.8789,1.5954,1.2631,5.865,-0.8521,4.6917,1.0991,0.2343,1.0701,1.1438,1.0688,1.1451,1.3082,1.1424,0.3985,0.3701,0.9288,1.0754,1.6652,1.5484,0.8465,1.0694,1.2633,0.0036,3.307,0.4402,0.1075,-0.5184,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.2195,8.2028,2.8641,24.3815,-1.0735,0.8042,11.1009,3.3318,30.0589,-0.4185,10.0801,5.1023,2.2588,18.0969,0.0712,10.9075,7.7359,2.7813,21.8067,0.1888,0.2729,0.0218,0.0201,0.0798,0.0737,0.9241,0.8596,1.2679,1.0297,1.475,1.1979,0.8121,0.7389,1.6077,1.0604,2.1757,1.435,0.6596,1.4233,-9.1004,-2.4873,-6.3939,-1.7476,0.2733,0.5549,0.6035,0.4374,1.0876,0.7883,0.7248,0.8111,1.3473,1.1181,1.661,1.3784,0.8299,0.0273,14.2336,-0.0777,0.3603,0.1163,0.3948,0.6867,0.798,0.7003,1.7604,1.3268,5.8575,-0.1206,-0.1306,1.3342,1.1551,7.6306,-1.4064,1.3113,3.7391,1.9337,9.9858,-0.4608,-5.363,0.5341,-0.0996,1.1486,0.6861,0.5974,1.3194,0.4708,0.3568,0.1413,0.2001,1.4157,1.6485,0.7647,0.4639,0.7676,0.5866,0.7641,0.004,2.8173,-0.4149,0.3287,-0.0417,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.256,7.1711,2.6779,20.8735,-1.7709,6.6444,37.8103,6.149,27.6999,-0.3589,9.8934,8.6105,2.9344,16.1348,0.1146,13.2863,19.1599,4.3772,21.0737,0.2076,0.0385,0.0259,0.0193,0.6716,0.5001,0.7446,0.4355,0.9126,0.6118,2.0955,1.4048,0.6704,0.1897,0.8328,0.3743,4.3912,1.9734,0.4494,1.8235,-6.3906,-2.4164,-3.5046,-1.3251,0.3781,0.3696,0.4134,0.2833,1.1186,0.7665,0.6852,0.7536,1.2937,0.9905,1.7168,1.3144,0.7656,0.0321,19.4425,-0.1687,0.2504,-0.0818,0.2803,0.7348,0.7828,0.6649,1.4236,1.1931,6.2218,-0.2562,-0.1919,1.1052,1.0513,7.0827,-2.7918,0.9316,4.2411,2.0594,7.5003,-0.4542,-3.4655,0.7137,-0.2059,1.1349,0.5794,0.5105,1.2881,0.3357,0.2606,0.2433,0.5417,2.2261,2.6516,0.9603,0.3622,0.8784,0.8295,0.9443,0.0031,3.2399,-0.1984,0.3306,-0.0054,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0905,0.0911,0.3019,3.1251,-0.7057,7.4837,0.1387,0.3724,2.7908,0.6953,10.0004,0.0171,0.1308,0.9797,0.9062,12.4981,0.0654,0.2557,1.9054,0.8611,-0.0121,-0.0091,-0.0072,0.7483,0.5988,0.8001,0.8105,2.3079,1.1807,2.8476,1.4568,0.5116,0.6569,5.3264,1.394,8.1087,2.1222,0.2617,-0.203,-0.1366,-0.1095,0.6729,0.5392,0.8014,0.2,0.1754,0.1336,0.877,0.6678,0.7615,1.1198,3.1898,1.6401,2.8486,1.4647,0.5142,0.0351,17.6874,-0.6951,0.1044,-0.5756,0.0094,0.9106,0.4152,0.0104,0.0076,0.0871,0.5223,-0.5003,0.0293,0.0054,0.0732,0.5351,-1.0059,0.0307,0.0029,0.0536,0.2916,-0.446,0.3542,0.3381,0.9545,1.1912,1.6256,1.3647,1.419,2.6425,1.8623,0.649,1.9365,2.9839,1.305,1.7264,1.3229,0.976,1.7912,1.8352,0.0001,0.1564,0.7443,0.6696,0.6345,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0245,0.0185,0.136,0.9739,-0.9258,7.597,0.0832,0.2885,1.4357,0.832,9.9962,0.0192,0.1387,0.9111,0.9138,12.5578,0.0613,0.2475,1.5004,0.8894,-0.0032,-0.0025,-0.002,0.76,0.605,0.796,0.4713,0.9804,0.5492,2.0803,1.1654,0.5602,0.2221,0.9612,0.3016,4.3276,1.3581,0.3138,-0.0659,-0.0485,-0.0388,0.7358,0.5889,0.8004,0.0592,0.0478,0.0373,0.8082,0.6296,0.7791,0.6783,1.0689,0.6491,1.5759,0.9569,0.6072,0.033,17.6947,-0.4584,0.0165,-0.3223,0.4594,0.9185,0.7723,0.0049,0.0048,0.069,0.4016,-0.8805,0.036,0.0055,0.0745,0.4999,-0.4964,0.024,0.0029,0.0542,0.3696,-0.5391,0.1361,0.2038,1.4969,0.9257,1.2725,1.3747,0.8568,1.6194,1.8899,1.1341,1.4526,1.2809,0.6393,0.8894,1.3913,0.8034,1.0867,1.3526,0.0001,0.1481,0.7069,0.4643,0.7732,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0491,0.0112,0.1056,0.7551,-1.7984,8.7997,0.075,0.2739,1.3763,0.8553,9.964,0.0179,0.1337,0.8562,0.9184,13.2953,0.0571,0.2391,1.3875,0.9019,-0.0056,-0.0049,-0.0037,0.8832,0.6619,0.7494,0.3855,0.7901,0.4417,2.0495,1.1458,0.5591,0.1486,0.6242,0.1951,4.2005,1.313,0.3126,-0.0596,-0.0504,-0.0381,0.845,0.6381,0.7551,0.0284,0.0257,0.0191,0.9073,0.6728,0.7415,0.5487,0.882,0.5443,1.6076,0.9919,0.617,0.0359,18.8554,-0.4743,0.0047,-0.357,0.3924,0.922,0.7169,-0.0001,0.0029,0.0542,0.2371,-1.7092,0.0228,0.009,0.095,0.5309,-1.5651,0.0357,0.0051,0.0712,0.3963,-1.4122,-0.0051,-0.0032,0.6395,0.5709,0.7619,1.3344,0.326,0.5804,1.7807,0.4619,0.6448,1.3961,0.4229,0.5328,1.2598,0.4467,0.5984,1.3396,0.0001,0.1843,0.6518,0.4016,0.7591,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
