@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.4204,0.3972,0.6302,3.4419,-1.772,-0.1868,1.5954,1.2631,6.8234,-1.366,-0.3797,1.4067,1.186,6.1028,-0.9356,1.7317,0.7564,0.8697,3.7796,0.0715,2.2499,1.1071,-0.2428,0.4921,-0.1079,-0.2193,0.499,0.5314,0.7246,1.065,1.4523,1.3637,0.249,0.2824,0.5251,1.1342,2.1091,1.8596,0.5585,0.7459,-7.5651,1.3355,-13.5452,-10.1425,0.4305,0.3938,0.305,0.9147,0.7085,0.7746,0.5044,0.564,0.9107,1.1181,1.8054,1.6147,0.0032,2.5375,-0.1339,-0.1434,-0.0371,0.3972,-0.282,-0.2048,0.0164,0.0043,0.0655,0.2079,-1.0801,-0.0736,0.009,0.095,0.2782,-1.1221,-0.5705,0.6265,0.7915,1.9726,-1,-0.2233,-0.0288,0.1291,0.6887,0.0827,0.1201,0.4744,0.0068,0.0144,0.7341,0.1095,0.1491,0.7626,0.1014,0.1329,0.7475,0.1054,0.141,0.0031,1.1542,-0.9247,-0.9554,0.9746,3.9462,112.894,10.6252,37.6785,-0.5506,-29.6226,7.9442,2.8185,31.9199,?,-23.9865,1.9882,1.41,26.3397,?,-0.1332,-0.1645,1.235,3.7697,7.5355,1.9989,14.2109,56.7834,3.9958,0.4191,0.5079,1.2119,0,0,1,1.1804,1.4305,1.2119,0.2083,62.8626,0.7021,0.4783,0.0764,PANTALONI
0.3397,0.4867,0.6976,2.4024,-0.4262,0.0596,1.3789,1.1743,4.511,-0.8271,0.1591,0.9586,0.9791,4.3484,-0.65,1.5566,0.5456,0.7386,3.1451,0.0853,5.6969,2.135,0.2182,0.3748,0.0383,0.1022,0.5941,0.7125,0.9445,1.1993,1.5898,1.3256,0.353,0.5077,0.8921,1.4384,2.5274,1.7571,0.3516,0.4191,-2.4478,1.1921,-6.962,-5.84,0.6822,0.6391,0.4899,0.9368,0.718,0.7665,0.5326,0.5525,0.7639,1.0374,1.4343,1.3826,0.002,2.3935,0.8732,0.3415,0.6183,0.6275,0.7122,0.6052,-0.1115,0.0012,0.0347,0.1586,?,-0.6763,0.0001,0.0108,0.6953,?,-0.4578,0.0003,0.0162,0.4814,?,0.1649,0.2437,1.4774,3.2273,2.1453,0.6647,10.4152,4.6023,0.4419,0.2281,0.3294,1.4441,1,1,1,0.2281,0.3294,1.4441,0.0043,1.2457,-0.8747,0.7023,-0.8888,-39.166,0.4894,0.6996,40.6799,?,-2.7906,2.0227,1.4222,5.3391,-5.3618,22.4203,0.2215,0.4706,1.86,0.9201,14.0348,-1.7469,-0.1245,0.4919,1.4866,3.0222,0.2419,2.2098,9.1335,9.0404,-1.8993,-0.2101,0,0,0.0361,7.6193,21.8704,2.8704,0.238,64.4704,-0.759,0.3066,-0.212,PANTALONI
-0.1922,4.3142,2.0771,10.8047,-0.8226,-0.6086,7.3067,2.7031,13.0297,-1.2702,-0.5903,11.5581,3.3997,29.1402,-0.6964,4.0417,7.5993,2.7567,17.1984,0.0208,0.3158,0.3256,-0.0476,1.031,-0.1506,-0.1461,0.7684,0.611,0.7535,0.7951,0.9806,1.2333,0.5904,0.3733,0.5677,0.6322,0.9615,1.5209,0.6689,0.4077,-13.3236,0.6094,-19.9183,-32.6826,1.0329,0.3451,0.3375,0.3341,0.3268,0.978,0.8292,0.3708,0.6282,0.4471,0.7576,1.6944,0.0047,5.9781,-0.6855,-0.0972,0.0679,0.2434,-0.1404,0.0236,0.0256,0.0062,0.0785,0.2771,-1.261,0.1026,0.0058,0.0763,0.4496,-1.4753,0.4805,0.5737,0.7574,1.9817,-1.0012,0.2498,0.0533,0.2135,1.0284,0.1036,0.1007,1.0577,0.0107,0.0101,0.5768,0.1559,0.2703,0.6748,0.1238,0.1834,0.6164,0.1398,0.2269,0.0026,1.0908,0.7427,0.9522,0.8403,15.4499,418.7031,20.4622,65.2786,-1.1847,-28.1695,30.9124,5.5599,40.6189,?,-28.8799,5.29,2.3,32.4585,?,-0.5485,-0.535,0.9754,3.6803,8.8966,2.4173,13.5448,79.1501,5.8436,0.8715,1.0906,1.2514,0,0,1,1.6071,2.0111,1.2514,0.2323,81.7196,-0.0801,0.2177,-0.7183,PANTALONI
0.1252,1.3207,1.1492,4.4555,-0.677,-0.0492,2.7704,1.6644,6.5714,-0.6447,0.173,2.4158,1.5543,8.6992,-0.4089,2.3161,1.1907,1.0912,5.8018,0.066,-2.5416,0.7236,0.054,-0.2847,-0.0213,0.0747,0.6904,0.7394,1.0532,1.0709,1.5254,1.4244,0.4767,0.5467,1.1092,1.1468,2.3267,2.0289,0.6983,0.7124,-4.3871,1.0203,-6.2829,-6.158,0.665,0.4303,0.4277,0.6471,0.6432,0.994,0.678,0.5122,0.7679,0.7554,1.1326,1.4994,0.0012,3.3676,0.6995,0.0099,0.378,0.2866,0.5583,0.6541,-0.0853,0.0024,0.0489,0.1966,-3.6391,-0.7279,0.0002,0.0139,0.7535,?,-0.4272,0.0012,0.0344,0.4726,?,0.1171,0.1996,1.7041,3.5107,1.424,0.4056,12.3248,2.0279,0.1645,0.2047,0.3263,1.5942,0,0,1,0.2609,0.4159,1.5942,0.0046,1.2428,-0.8044,0.6868,-0.2574,-38.7984,2.7121,1.6468,41.8198,?,-2.545,2.6127,1.6164,5.5786,?,24.6605,2.1965,1.4821,6.9,0.7427,15.2447,-1.5733,-0.1032,1.0188,1.1112,1.0906,1.038,1.2347,1.1895,7.4964,-2.0995,-0.2801,1,0,0,7.4964,6.0608,0.8085,0.2475,66.004,-0.5274,0.8095,-0.5964,PANTALONI
0.2105,3.9769,1.9942,13.3159,-0.8452,-0.9595,8.7467,2.9575,20.7106,-1.3932,0.0358,8.9017,2.9836,15.1986,-0.9309,4.043,6.2459,2.4992,14.5587,0.0145,-0.2194,5.8761,0.0521,-26.7851,-0.2373,0.0089,0.6743,0.6684,0.798,0.9913,1.1834,1.1938,0.4547,0.4468,0.6367,0.9826,1.4004,1.4252,0.5059,0.8324,-28.4019,1.6454,-56.1443,-34.1218,0.8339,0.9169,0.4885,1.0994,0.5858,0.5328,0.6429,0.8761,0.9146,1.3627,1.4226,1.044,0.0052,6.1549,-0.5076,-0.1504,0.0324,0.6991,-0.2271,0.0594,-0.0347,0.0237,0.1541,0.4357,-4.3614,0.3016,0.0046,0.0677,0.3258,0.2925,0.8633,0.0048,0.069,0.3119,0.6587,-0.115,-0.0402,0.3494,2.2761,2.234,0.9815,5.1807,4.9906,0.9633,-2.6313,-0.5888,0.2238,0.1765,0.0889,0.5039,1.3375,1.3968,1.0444,0.0048,1.2817,-0.3867,0.8566,0.0976,18.3918,23.5301,4.8508,20.7001,0.3989,-25.3603,25.7512,5.0746,29.8798,?,-13.0672,26.5605,5.1537,17.6987,?,-0.7252,-1.4075,1.9408,0.9559,0.9412,0.9846,0.9137,0.8859,0.9695,-0.4598,-0.7763,1.6882,0,0,1,0.6928,1.1696,1.6882,0.1786,56.8194,0.887,0.6137,0.2846,PANTALONI
0.5994,4.6743,2.162,13.0527,-1.1967,-1.9816,11.9179,3.4522,14.5373,-9.8888,0.8072,9.5996,3.0983,13.4498,-0.3514,3.9421,15.5889,3.9483,15.2373,0.0403,-0.3025,0.7425,0.152,-2.455,-0.5027,0.2048,0.6263,0.6978,0.5476,1.1142,0.8744,0.7847,0.3922,0.4869,0.2998,1.2415,0.7645,0.6158,0.5386,2.0331,-11.104,3.7748,-20.6166,-5.4616,4.4507,0.597,0.3742,0.1341,0.0841,0.6268,0.8979,0.9705,0.8566,1.0809,0.9541,0.8827,0.0505,6.0517,-0.5842,-0.0548,0.3842,-0.4807,-0.9461,0.6506,-0.0521,0.0442,0.2103,0.682,-5.0541,0.1391,0.0038,0.0613,0.2318,0.2337,0.7991,0.0336,0.1833,0.6808,0.2432,-0.3749,-0.0653,0.174,3.4332,1.1477,0.3343,11.787,1.3171,0.1117,-8.0537,-2.6026,0.3232,0.3725,0.1252,0.3362,2.9429,1.0019,0.3404,0.0047,1.0802,-0.9585,0.9018,-0.8876,36.3996,18.5641,4.3086,19.6875,0.5882,-10.2551,255.0923,15.9716,67.0625,-0.4965,-21.5043,282.5492,16.8092,61.5625,-1.5321,-3.5494,-1.6927,0.4769,0.2698,0.2563,0.9502,0.0728,0.0657,0.9028,-1.264,-0.755,0.5973,1.0669,1.9666,1.8432,0.2936,0.3198,1.0893,0.2515,80.0332,0.2945,0.5072,0.9476,PANTALONI
-0.4115,4.5861,2.1415,11.9996,-0.8678,-1.2937,9.8856,3.1441,17.078,-1.6982,-0.0845,13.9696,3.7376,29.9947,-0.4937,4.8231,7.0289,2.6512,20.389,0.0056,0.3181,4.8692,-0.0853,15.3082,-0.2682,-0.0175,0.6811,0.573,0.8078,0.8412,1.1859,1.4098,0.4639,0.3283,0.6525,0.7077,1.4064,1.9875,0.5187,0.5623,-48.1631,1.0842,-92.8541,-85.6465,1.015,0.3199,0.3133,0.3152,0.3087,0.9793,0.7026,0.4001,0.5885,0.5694,0.8376,1.4711,0.0074,7.3711,0.2845,-0.0945,-0.1632,0.6016,-0.2975,0.1091,-0.2113,0.1385,0.3722,1.1651,-0.9265,-0.1373,0.1208,0.3476,1.1364,-1.0073,-0.2437,0.5417,0.736,1.9028,-0.9981,1.5386,0.8671,0.5636,1.0707,0.5056,0.4722,1.1464,0.2557,0.223,0.9825,0.5895,0.6,1.0683,0.6351,0.5945,1.0252,0.6123,0.5972,0.0019,1.5092,0.9617,0.8704,0.8386,-20.9181,591.048,24.3115,70.1385,-1.9975,-30.6583,117.7844,10.8529,45.1187,?,8.8908,521.4247,22.8347,65.8173,-0.7303,0.6823,-2.3528,-3.4483,2.2401,1.0647,0.4753,5.018,1.1335,0.2259,1.0359,1.6826,1.6242,0,0.6151,0,1.5545,1.0657,0.6855,0.2074,83.1339,-0.6993,-0.5637,0.4047,PANTALONI
-0.5097,5.4834,2.3417,10.8606,-0.8973,-1.499,12.4072,3.5224,17.7929,-1.7008,-0.4655,10.9602,3.3106,23.949,-0.5065,4.9802,6.772,2.6023,16.0616,0.0226,0.34,1.0949,-0.1023,3.2201,-0.301,-0.0935,0.6648,0.7073,0.8998,1.064,1.3536,1.2722,0.442,0.5003,0.8097,1.132,1.8321,1.6185,0.4584,0.6379,-13.8564,1.3916,-30.2275,-21.7215,0.8689,0.3601,0.3484,0.4144,0.4009,0.9674,0.6104,0.4535,0.6762,0.7429,1.1078,1.4911,0.009,7.746,-0.1232,-0.1181,0.0093,0.6162,-0.3161,-0.1443,-0.1356,0.0829,0.2879,1.1247,-0.9708,-0.0313,0.1078,0.3283,1.1569,-0.9538,-0.0538,0.7018,0.8377,1.9014,-1.0019,4.3347,2.5207,0.5815,0.8769,0.3437,0.3919,0.769,0.1181,0.1536,0.981,0.5822,0.5935,0.9638,0.6008,0.6234,0.9722,0.5915,0.6084,0.0008,1.3915,0.965,0.7794,0.8708,-7.5099,787.2082,28.0572,72.1786,-1.3822,-33.8973,32.8278,5.7296,45.4193,?,-2.3245,334.187,18.2808,59.2178,-0.7657,0.2215,3.2308,14.5826,4.8969,1.5348,0.3134,23.9799,2.3556,0.0982,0.9221,1.6309,1.7687,0,0.9034,0,1.5892,1.2189,0.767,0.1891,77.2144,-0.2339,-0.5823,-0.0893,PANTALONI
0.2869,1.4504,1.2043,5.3865,-0.3721,-0.3984,3.5015,1.8712,7.0985,-1.2132,-0.189,3.0888,1.7575,8.6504,-0.4693,2.6472,1.3098,1.1444,5.7427,0.0634,-0.72,-1.5177,0.1084,2.1079,-0.1505,-0.0714,0.6436,0.6853,1.0523,1.0647,1.6351,1.5357,0.4142,0.4696,1.1074,1.1336,2.6734,2.3583,0.3754,0.5287,-3.759,1.4083,-10.0131,-7.1103,1.224,0.6668,0.6403,0.5448,0.5231,0.9602,0.7588,0.6227,0.938,0.8206,1.2361,1.5063,0.0028,3.9328,0.6565,-0.02,0.1518,0.559,0.0546,0.1502,-0.0851,0.0011,0.0337,0.1512,?,-0.7197,0,0.006,0.7305,?,-0.5405,0.0003,0.0176,0.5903,?,0.1182,0.1573,1.3314,5.6019,1.9139,0.3417,31.3808,3.663,0.1167,0.207,0.2561,1.2376,1,1,1,0.207,0.2561,1.2376,0.0048,1.3452,-0.5714,-0.273,-0.1268,-34.9623,1.451,1.2046,37.0193,?,-22.1352,16.4231,4.0525,28.7399,?,33.9011,1.0857,1.042,4.0192,0.8876,1.5795,-1.0313,-0.6529,0.2972,1.1561,3.8893,0.0884,1.3365,15.1266,1.2881,-1.1663,-0.9055,1,0,0,1.2881,9.2107,7.1507,0.2861,90.9985,-0.6814,0.1882,0.4825,PANTALONI
0.2458,1.2127,1.1012,4.725,-0.3581,-0.0355,2.7025,1.6439,7.5693,-0.9379,0.1696,4.0867,2.0216,8.5948,-0.5781,2.5604,1.5365,1.2395,5.9234,0.0663,-6.9269,1.4495,0.096,-0.2093,-0.0139,0.0662,0.6699,0.5447,0.8884,0.8132,1.3262,1.6309,0.4487,0.2967,0.7893,0.6613,1.7589,2.6598,0.3401,0.3957,-2.9603,1.1635,-8.7045,-7.4812,0.8907,0.6388,0.5484,0.7172,0.6157,0.8584,0.6242,0.5497,0.7977,0.8807,1.2779,1.451,0.0016,3.7134,0.4248,-0.2023,0.0961,0.5001,0.2732,0.4299,-0.1774,0.0019,0.0431,0.2515,?,-0.7102,0.0002,0.0154,0.73,?,-0.5065,0.001,0.0311,0.5801,?,0.2498,0.3504,1.4024,2.7909,1.3825,0.4953,7.7894,1.9113,0.2454,0.3446,0.4337,1.2585,1,1,1,0.3446,0.4337,1.2585,0.0049,1.3942,-0.882,0.74,-0.6116,-37.6894,4.7421,2.1776,41.5192,?,-8.9067,21.8832,4.6779,20.2194,?,34.2806,2.7616,1.6618,4.9194,0.8654,4.2316,-1.0994,-0.2598,0.4655,1.3104,2.815,0.2167,1.7172,7.9241,2.0534,-1.3131,-0.6395,1,0,0,2.0534,8.4398,4.1101,0.2826,80.8768,-0.6866,0.8545,-0.6227,PANTALONI
0.3691,0.9533,0.9764,4.1845,-0.3688,-0.1971,2.8084,1.6758,6.9556,-0.8611,-0.0603,2.7355,1.6539,7.4636,-0.5165,2.3344,1.2267,1.1076,4.9506,0.038,-1.8729,-6.1238,0.1581,3.2697,-0.0844,-0.0258,0.5826,0.5903,0.8815,1.0132,1.5131,1.4933,0.3394,0.3485,0.7771,1.0266,2.2894,2.23,0.3503,0.4435,-5.7583,1.2659,-16.436,-12.9835,0.818,0.6212,0.594,0.7594,0.7262,0.9563,0.6016,0.5607,0.8453,0.9319,1.405,1.5076,0.0022,3.4124,0.508,0.0133,0.1635,0.6223,0.2435,0.3598,-0.0976,0.0027,0.0521,0.1846,?,-0.7345,0.0002,0.0148,0.7574,?,-0.499,0.0004,0.0187,0.5397,?,0.1329,0.1957,1.4719,3.5292,2.7798,0.7877,12.455,7.7274,0.6204,0.2437,0.342,1.4034,1,1,1,0.2437,0.342,1.4034,0.0047,1.3312,-0.5802,0.7208,-0.4306,-35.6023,4.6106,2.1472,39.119,?,-11.8331,8.1714,2.8586,17.7597,?,35.2196,4.0704,2.0175,5.8197,0.8453,3.0087,-1.0109,-0.336,0.7512,1.0643,1.4169,0.5642,1.1327,2.0075,2.2027,-1.2302,-0.5585,1,0,0,2.2027,6.7218,3.0517,0.2708,82.655,-0.5936,0.9433,-0.5826,PANTALONI
