@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-1.2738,5.913,2.4317,10.7377,-3.2449,-2.4216,21.4566,4.6321,22.1014,-0.7632,-0.2168,9.6421,3.1052,15.0961,-0.494,5.9652,8.962,2.9937,13.2625,0.1791,0.526,5.8753,-0.2135,11.1694,-0.406,-0.0363,0.525,0.7831,0.8123,1.4917,1.5473,1.0372,0.2756,0.6132,0.6598,2.2253,2.3942,1.0759,0.858,1.6444,-2.8377,1.9164,-3.3072,-1.7257,0.2018,0.2503,0.1566,1.2406,0.7759,0.6255,0.4858,0.7113,0.8096,1.4641,1.6665,1.1383,0.0295,9.1123,0.406,-0.4862,-0.562,0.3148,0.0476,0.6436,-0.2058,0.012,0.1098,0.4841,-1.5461,-0.2171,0.0217,0.1475,0.7405,-2.4244,-0.6736,0.2018,0.4492,1.9179,-0.9962,0.948,0.3056,0.3223,0.7443,0.2444,0.3283,0.5539,0.0597,0.1078,0.5607,0.3071,0.5478,0.8792,0.1979,0.2251,0.6537,0.2524,0.3861,0.0079,1.2714,0.5226,0.9535,0.5686,-28.8982,444.87,21.0919,64.1998,-4.6316,-26.3063,228.489,15.1159,45.4178,-17.0285,-13.133,45.937,6.7777,29.9988,-3.0653,1.0985,2.2004,2.0031,1.3954,3.112,2.2302,1.947,9.6844,4.974,1.2308,2.3343,1.8965,4.5251,1.5449,0.3414,1.4135,2.1401,1.514,0.4433,71.3358,-0.8833,-0.8944,0.9418,PANTALONI
-0.6207,9.7087,3.1159,18.6334,-2.4193,-2.6709,5.1086,2.2602,9.0152,-4.967,-0.1215,10.8558,3.2948,19.5005,-0.532,4.9992,8.2149,2.8662,17.3029,0.0567,0.2324,5.1076,-0.1242,21.9786,-0.5343,-0.0243,1.3786,0.9457,1.0871,0.686,0.7886,1.1496,1.9005,0.8943,1.1818,0.4706,0.6219,1.3215,1.7568,1.9469,-12.6881,1.1082,-7.2222,-6.5171,3.6069,0.4281,0.2971,0.1187,0.0824,0.694,2.0669,0.9555,1.0769,0.4623,0.521,1.127,0.0295,7.8581,-0.0105,-0.6843,-0.3301,0.4486,-0.5099,0.1099,-0.1229,0.0459,0.2143,0.5899,-1.0366,-0.053,0.0142,0.1192,0.4737,-2.3468,-0.4588,0.5804,0.7619,1.9054,-0.9996,2.3209,0.2679,0.1154,1.7978,0.2814,0.1565,3.232,0.0792,0.0245,0.9038,0.3152,0.3487,2.0462,0.3039,0.1485,1.2452,0.3096,0.2486,0.0051,1.2364,0.6494,0.9856,0.7549,-22.2866,348.4016,18.6655,60.9589,-2.9688,-28.6799,98.2357,9.9114,40.1398,?,-23.796,5.4475,2.334,26.9989,?,0.7771,0.9366,1.2052,1.8832,7.9973,4.2466,3.5466,63.9568,18.0333,1.136,1.6889,1.4867,0,0,1,1.5187,2.2578,1.4867,0.4669,77.7145,-0.8906,-0.8416,0.9344,PANTALONI
-0.3927,11.2065,3.3476,16.0126,-0.8315,0.0754,11.2434,3.3531,17.1108,-0.7326,0.4774,11.0241,3.3203,12.9468,-0.3632,4.6807,11.9528,3.4573,13.5586,0.0654,-5.2099,-0.8226,-0.0839,0.1579,0.0161,0.102,0.9984,1.0082,0.9683,1.0099,0.9699,0.9604,0.9967,1.0165,0.9376,1.0199,0.9407,0.9223,1.0048,2.1076,-7.6679,2.0976,-7.6313,-3.6381,0.8853,0.9205,0.6027,1.0398,0.6808,0.6547,0.9358,1.2368,1.181,1.3216,1.262,0.9549,0.0068,7.0879,-0.294,-0.4408,-0.1785,0.8975,0.6818,0.7409,0.1962,0.0013,0.036,0.1212,0.4946,-0.4862,0.0028,0.0525,0.5983,?,-0.5709,0.0024,0.0488,0.6439,?,-0.4035,-0.3437,0.8517,0.6865,0.7379,1.075,0.4712,0.5445,1.1556,-0.1982,-0.1842,0.9292,0,0,1,0.2025,0.1882,0.9292,0.0084,1.2532,0.4915,0.8967,0.6792,-43.5592,0.822,0.9066,44.5786,?,-22.1354,11.2774,3.3582,27.9587,?,-6.5358,36.8798,6.0729,19.5572,-1.567,1.9679,6.6647,3.3868,0.27,0.1493,0.553,0.0729,0.0223,0.3058,1.5944,3.734,2.3419,1,0,0,1.5944,2.2794,1.4296,0.5358,73.8291,-0.9874,0.9706,-0.9562,PANTALONI
-0.7871,0.2564,0.5063,2.0651,-5.9949,-2.2857,3.0017,1.7326,6.2412,-1.8051,0.2747,2.8276,1.6815,6.7554,-0.5006,3.4173,0.3271,0.5719,2.6165,0.4746,0.3444,-2.865,-0.2303,-8.3201,-0.6689,0.0804,0.2923,0.3011,0.8853,1.0303,3.0292,2.94,0.0854,0.0907,0.7837,1.0616,9.1762,8.6438,0.4407,0.7854,-0.7488,1.7821,-1.6993,-0.9535,0.1327,0.0656,0.0593,0.4942,0.4468,0.904,0.3309,0.3057,0.7892,0.9239,2.3853,2.5818,0.0262,4.8223,0.7404,0.6794,-0.5227,0.8893,-0.0024,-0.0469,-0.0947,0.0007,0.0257,0.1443,?,-0.6883,0.0001,0.0078,0.7002,?,-0.5059,0.0001,0.0088,0.5216,?,0.1376,0.1872,1.3607,3.2823,2.9241,0.8909,10.7737,8.5502,0.7936,0.2061,0.2766,1.3423,1,1,1,0.2061,0.2766,1.3423,0.0092,1.2889,0.8904,0.9729,0.8391,-42.8694,2.9592,1.7202,45.0592,?,-9.1792,1.4895,1.2205,11.9995,?,28.8948,7.7029,2.7754,8.7601,0.7379,4.6703,-1.4836,-0.3177,1.4095,0.6198,0.4397,1.9867,0.3842,0.1934,3.7551,-1.8272,-0.4866,1,0,0,3.7551,5.1437,1.3698,0.5646,80.9434,-0.9844,0.9873,-0.9678,PANTALONI
0.7986,1.1017,1.0496,3.9106,-0.2483,-0.3029,2.254,1.5013,5.6456,-0.9299,-0.1826,4.2954,2.0725,7.6131,-0.4053,2.7274,0.975,0.9874,4.1925,0.2452,-2.6364,-4.3727,0.2928,1.6586,-0.1111,-0.067,0.6991,0.5065,1.063,0.7244,1.5205,2.0989,0.4888,0.2565,1.13,0.5248,2.3118,4.4055,0.2859,0.3542,-0.5712,1.2388,-1.9976,-1.6125,1.0709,0.5783,0.564,0.54,0.5267,0.9753,0.6927,0.5137,0.9328,0.7416,1.3466,1.8159,0.0094,4.1128,0.6548,-0.0002,-0.1388,0.7202,0.4267,0.7787,-0.1349,0.0014,0.0374,0.1897,?,-0.695,0.0002,0.0124,0.7166,?,-0.5299,0.0005,0.0219,0.5593,?,0.1941,0.2546,1.3116,3.0256,1.7075,0.5643,9.1544,2.9156,0.3185,0.2648,0.3392,1.2812,1,1,1,0.2648,0.3392,1.2812,0.0095,1.3598,-0.9489,0.9201,-0.9793,-38.1765,0.3248,0.5699,39.4791,?,-12.7166,1.8861,1.3734,14.5798,?,32.4677,0.3502,0.5918,2.0401,0.9391,3.0021,-1.1758,-0.3917,0.415,0.963,2.3207,0.1722,0.9274,5.3856,2.7078,-1.2557,-0.4637,1,0,0,2.7078,19.3515,7.1466,0.556,83.3608,-0.7684,0.7959,-0.3016,PANTALONI
-0.344,1.094,1.046,3.4064,-1.3135,-0.7147,7.0491,2.655,7.7096,-1.287,1.0408,2.1936,1.4811,5.0903,-0.195,3.3147,1.0614,1.0303,3.7497,0.2682,0.4813,-0.3305,-0.1038,-0.6867,-0.2156,0.314,0.394,0.7062,1.0152,1.7926,2.577,1.4376,0.1552,0.4987,1.0307,3.2135,6.6411,2.0666,0.4458,2.3279,-1.4072,5.2222,-3.1568,-0.6045,0.4368,0.3457,0.2874,0.7914,0.6579,0.8313,0.4418,0.6692,0.9084,1.5146,2.0561,1.3575,0.0135,4.8854,0.9338,0.6816,-0.2258,0.8222,-0.0317,0.1623,-0.1389,0.0004,0.0191,0.1777,?,-0.6825,0,0.0064,0.6883,?,-0.5675,0.0002,0.0145,0.5964,?,0.2035,0.2447,1.2028,2.9741,1.3163,0.4426,8.8451,1.7327,0.1959,0.2581,0.2979,1.1541,1,1,1,0.2581,0.2979,1.1541,0.0093,1.3889,0.4542,-0.637,-0.9037,-43.0024,0.1801,0.4243,43.7988,?,-8.6678,1.5855,1.2592,11.879,?,28.0922,1.8701,1.3675,4.1397,0.8628,4.9612,-1.5308,-0.3085,0.337,0.3103,0.9208,0.1136,0.0963,0.8478,3.6871,-1.682,-0.4562,1,0,0,3.6871,10.5802,2.8695,0.537,79.7623,-0.5775,0.308,0.3601,PANTALONI
-0.848,7.409,2.722,9.462,-1.2503,0.1458,17.1726,4.144,15.657,-0.8562,-0.5898,1.8426,1.3574,6.8118,-1.4817,4.7537,4.9148,2.2169,9.037,0.0286,-5.8149,1.4378,-0.1784,-0.2473,0.0307,-0.1241,0.6568,2.0052,1.2278,3.0528,1.8692,0.6123,0.4314,4.0209,1.5075,9.3196,3.494,0.3749,0.728,1.2926,-19.7821,1.7757,-27.1745,-15.3037,0.4985,1.5319,0.452,3.0732,0.9067,0.295,0.6043,1.3891,1.047,2.2985,1.7325,0.7538,0.0112,7.1898,-0.8386,-0.6285,-0.0361,0.8569,0.0145,-0.0434,-0.1297,0.0123,0.1107,0.3361,-49.5049,0.4374,0.0152,0.1234,0.3637,0.4339,0.8144,0.0031,0.0557,0.1788,0.7934,-0.2965,-0.1592,0.5371,0.897,1.9891,2.2176,0.8046,3.9566,4.9178,-1.1817,-0.4797,0.4059,0.0104,0.0077,0.7423,0.9241,1.8798,2.0341,0.0099,1.3826,-0.9991,0.9584,-0.9489,28.2204,1.0356,1.0177,4.6799,0.8424,-26.3162,7.1918,2.6818,29.6997,?,-5.667,135.012,11.6195,36.058,-0.9577,-1.0724,-4.9797,4.6437,0.3795,0.0876,0.2308,0.144,0.0077,0.0533,-0.8424,-1.4184,1.6837,0,1.6125,0,0.1576,0.1298,0.8237,0.4149,66.2492,-0.0167,-0.3139,-0.9166,GIACCA
-0.5781,6.0117,2.4519,10.0162,-0.8899,-1.4557,11.1125,3.3335,14.3765,-1.6493,-1.6995,1.2478,1.117,5.3595,-5.4008,4.3188,5.0618,2.2498,9.6218,0.0804,0.3971,0.3402,-0.1339,0.8566,-0.3371,-0.3935,0.7355,2.195,1.0898,2.9843,1.4817,0.4965,0.541,4.818,1.1877,8.906,2.1954,0.2465,0.527,1.0429,-5.6056,1.9791,-10.6373,-5.3749,0.9766,6.3295,0.5065,6.481,0.5186,0.08,0.6967,1.8689,1.041,2.6824,1.4942,0.557,0.0249,6.7732,-0.785,-0.1155,0.3123,0.5436,-0.4682,-0.3637,-0.1276,0.0098,0.0989,0.3344,-10.6247,0.4656,0.0232,0.1523,0.4689,0.2919,0.7826,0.004,0.063,0.2026,0.7647,-0.2741,-0.1631,0.5949,0.6489,1.5687,2.4172,0.4211,2.4607,5.843,-1.5813,-0.4642,0.2935,0.0434,0.0334,0.769,0.7132,1.6507,2.3146,0.0098,1.3801,-0.9792,0.9922,-0.9611,30.063,4.0402,2.01,7.4387,0.7733,-27.6643,8.8949,2.9824,30.9586,?,-1.1426,273.5764,16.5401,49.8581,-0.9236,-1.0867,-26.3105,24.2112,0.674,0.1215,0.1803,0.4542,0.0148,0.0325,-0.8198,-1.0602,1.2932,0,1.2662,0,0.2403,0.1492,0.6209,0.4348,72.5746,-0.1621,-0.2952,-0.8865,GIACCA
-0.0533,0.3564,0.597,2.187,-0.7982,-0.1897,1.0428,1.0212,4.3317,-0.7595,-0.8321,0.5892,0.7676,4.0434,-1.3997,1.5188,0.4129,0.6426,3.0757,0.1059,0.2808,0.064,-0.0351,0.228,-0.1249,-0.5479,0.5846,0.7778,0.929,1.3304,1.5892,1.1945,0.3418,0.6049,0.8631,1.77,2.5254,1.4268,0.5192,0.4116,-2.6635,0.7928,-5.1299,-6.4708,0.494,0.7218,0.3535,1.4611,0.7156,0.4898,0.5049,0.5409,0.7111,1.0713,1.4084,1.3146,0.0093,2.3531,0.6544,0.0702,0.1155,-0.1772,0.2603,-0.5834,-0.038,0.0003,0.0171,0.0676,?,-0.714,0,0.0034,0.7173,?,-0.5327,0.0002,0.0125,0.5507,?,0.0533,0.0714,1.3404,5.078,1.3653,0.2689,25.7861,1.8641,0.0723,0.0943,0.1228,1.3026,1,1,1,0.0943,0.1228,1.3026,0.0096,1.2848,-0.8253,0.977,-0.7206,-36.6927,2.5829,1.6072,38.9389,?,-12.9521,0.523,0.7232,14.1586,?,30.3682,0.2935,0.5417,1.4999,0.9518,2.8329,-1.2083,-0.4265,2.2223,2.9667,1.335,4.9387,8.8013,1.7821,2.7502,-1.3138,-0.4777,1,0,0,2.7502,25.9603,9.4395,0.5307,80.013,-0.8758,0.9768,-0.8808,GIACCA
-0.4025,0.147,0.3833,1.3877,-20.2509,-0.2075,0.6458,0.8036,3.543,-3.2015,0.0763,0.2176,0.4665,2.1614,-1.5101,0.8644,0.4741,0.6885,3.1335,0.0386,1.9401,-5.2784,-0.4657,-2.7207,-0.24,0.0882,0.477,0.8218,0.5567,1.7228,1.1672,0.6775,0.2275,0.6753,0.31,2.9679,1.3623,0.459,0.4898,1.017,-10.5244,2.0762,-21.4851,-10.3485,0.0774,0.0758,0.02,0.9793,0.2587,0.2642,0.3917,0.642,0.4429,1.6392,1.1307,0.6898,0.0049,1.3337,0.8634,0.3854,-0.8186,0.7734,-0.8002,-0.4664,-0.2637,0,0.004,0.2766,?,-0.6247,0,0.0015,0.6298,?,-0.6452,0,0.0033,0.65,?,0.4221,0.4086,0.9682,2.7138,1.1981,0.4415,7.3646,1.4354,0.1949,0.4391,0.4255,0.969,1,1,1,0.4391,0.4255,0.969,0.0101,1.5336,0.2789,-0.1242,-0.8369,-35.9973,0.4015,0.6336,37.1399,?,-12.1192,0.4871,0.6979,13.2599,?,29.7688,0.0881,0.2968,1.1414,0.9627,2.9703,-1.2092,-0.4071,0.9079,2.1347,2.3513,0.8242,4.5568,5.5287,2.8009,-1.2607,-0.4501,1,0,0,2.8009,32.5401,11.6176,0.5189,77.8853,-0.8555,0.2492,-0.5786,GIACCA
-1.6426,5.4282,2.3299,7.474,-2.261,1.6421,7.3874,2.718,10.4741,-0.7158,-0.6657,8.0442,2.8362,9.2536,-0.7938,4.9326,2.3664,1.5383,6.1311,0.1566,-1.0003,2.4675,-0.333,-2.4667,0.3329,-0.135,0.8572,0.8215,1.5146,0.9583,1.7669,1.8437,0.7348,0.6748,2.2939,0.9184,3.1218,3.3994,1.1859,1.2655,-4.5519,1.0671,-3.8383,-3.597,0.3755,0.4443,0.3153,1.1833,0.8397,0.7096,0.7136,0.8077,1.219,1.1319,1.7083,1.5093,0.0254,7.7655,-0.1214,0.4316,-0.644,0.4734,0.3858,0.0731,-0.149,0.0023,0.048,0.2504,?,0.0744,0.0025,0.0501,0.173,0.0215,0.5231,0.0112,0.1057,0.3571,0.5047,-2.0032,-0.2848,0.1422,0.9582,0.454,0.4738,0.9182,0.2061,0.2245,-65.9016,-0.6882,0.0104,0,0,0.2452,1.4473,0.7011,0.4844,0.0058,0.7465,-0.1543,0.9237,0.1964,36.9313,19.4626,4.4116,11.3403,0.7342,12.4708,211.2708,14.5352,44.6991,-0.4782,-22.639,4.1269,2.0315,25.1999,?,2.9614,-1.6313,-0.5509,0.3035,2.1716,7.1549,0.0921,4.716,51.1931,-2.166,-1.2428,0.5738,1.4107,0,0,0.2537,0.45,1.7738,0.4745,76.2065,-0.9324,0.0867,-0.0907,GIACCA
