@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.176,0.9498,0.9746,6.9885,-0.4438,-0.4896,0.9183,0.9583,4.8197,-4.7527,0.1588,2.0821,1.4429,7.0005,-0.5285,1.6308,1.5864,1.2595,5.5523,0.0296,-0.3596,1.1086,0.1079,-3.0831,-0.3002,0.0974,1.017,0.6754,0.7738,0.6641,0.7608,1.1456,1.0343,0.4562,0.5987,0.4411,0.5789,1.3125,0.5395,0.8874,-12.6968,1.6451,-23.5364,-14.3071,5.7776,1.0569,0.846,0.1829,0.1464,0.8005,1.45,0.9983,1.2587,0.6885,0.868,1.2608,0.0036,2.3243,0.1963,0.468,0.4287,0.0454,-0.5839,0.2795,-27.2704,59.1407,7.6903,42.917,?,-11.583,161.9546,12.7261,54.691,-0.7021,-25.2863,129.6264,11.3854,34.8005,?,2.3543,1.0785,0.4581,0.6043,0.6755,1.1178,0.3652,0.4562,1.2494,1.9024,1.2332,0.6482,0,1,0,0.7847,1.2332,1.5716,0.2597,69.0266,-0.4185,-0.9462,0.6372,4.0663,0.0005,0.0234,0.0477,0.9883,TASCA_DESTRA_DAVANTI_PANTALONI
0.8708,8.6753,2.9454,16.1277,-0.5917,-1.1639,7.3152,2.7047,11.6933,-2.3499,0.0031,7.606,2.7579,16.0124,-1.1878,3.7654,11.5309,3.3957,11.4462,0.0125,-0.7482,284.261,0.2313,-379.913,-0.3091,0.0008,1.089,1.068,0.8674,0.9807,0.7965,0.8122,1.1859,1.1406,0.7523,0.9618,0.6344,0.6596,0.7309,0.6897,-41.2438,0.9436,-56.4262,-59.8011,2.9026,1.3843,0.8741,0.4769,0.3011,0.6314,1.3792,1.0072,1.409,0.7303,1.0216,1.3989,0.0102,5.6709,0.4082,0.6333,0.2905,0.1515,-0.5846,0.0951,0.2689,131.9276,11.486,33.0582,-1.3151,-4.518,166.0463,12.8859,41.1575,-0.4721,-41.7043,12.7426,3.5697,44.7586,?,-0.0595,-0.0064,0.1083,0.8914,3.2177,3.6098,0.7945,10.3533,13.0308,1.4228,0.4196,0.2949,0.5107,0,0,0.8032,0.7386,0.9195,0.2934,64.8225,-0.686,-0.7179,0.958,37.6853,128.0059,11.314,32,0.4182,TASCA_DESTRA_DAVANTI_PANTALONI
1.7741,5.9411,2.4374,6.7598,-0.0356,-0.7157,1.0282,1.014,3.9082,-5.5392,-0.9937,1.8429,1.3575,5.1191,-4.1392,2.5652,6.879,2.6228,7.0567,0.0111,-2.4789,-1.7854,0.6916,0.7202,-0.279,-0.3874,2.4038,1.7955,0.9293,0.747,0.3866,0.5176,5.778,3.2238,0.8637,0.5579,0.1495,0.2679,0.0702,0.0564,-2.9358,0.8029,-41.8168,-52.0798,10.9216,6.5529,0.9147,0.6,0.0838,0.1396,1.7296,1.3205,0.9579,0.7634,0.5538,0.7254,0.0653,3.8983,-0.7758,-0.6453,0.97,0.8243,-0.8798,-0.7804,19.6765,248.7157,15.7707,52.8125,-0.8094,-17.2347,2.7155,1.6479,21.6875,?,-13.1365,12.5847,3.5475,17.3125,-24.1818,-1.1417,-1.4979,1.312,9.5704,4.4456,0.4645,91.5919,19.7633,0.2158,1.0893,1.4211,1.3045,0,42.4545,0,2.4352,3.0505,1.2527,0.2234,54.4666,0.3808,-0.8366,0.0381,2,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.3476,0.0126,0.1121,0.6017,0.0675,-0.1879,0.013,0.1142,0.5591,-3.7823,0.5411,0.0136,0.1167,0.5709,0.2793,0.6899,0.0122,0.1104,0.5454,0.4209,-1.8496,0.6424,0.5038,-0.3473,-0.2724,0.7843,0.9819,0.9611,1.0152,0.9787,1.0338,1.0563,0.9642,0.9236,1.0306,0.9579,1.0688,1.1158,-0.0985,0.1969,0.1099,-1.9986,-1.1154,0.5581,5.5198,0.8146,0.6852,0.1476,0.1241,0.8411,1.0763,1.054,1.1034,0.9793,1.0252,1.0469,0.0045,1.0798,0.0129,-0.1297,0.3947,-0.1631,-0.4051,0.8028,14.1548,0.5636,0.7507,2.6,0.8323,-41.5993,0.3954,0.6288,42.9198,?,-13.4382,0.3591,0.5993,14.7403,?,-0.3403,-1.0533,3.0956,1.1939,1.2527,1.0492,1.4253,1.5691,1.1009,-0.3008,-0.8757,2.9117,0,0,1,0.0606,0.1764,2.9117,0.3063,69.1922,0.7869,-0.6471,-0.6982,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.3242,0.0139,0.1178,0.6299,-0.037,-0.1665,0.0101,0.1004,0.479,-5.6806,0.414,0.0091,0.0955,0.5877,0.1539,0.5722,0.0099,0.0994,0.4958,0.4281,-1.9472,0.783,0.5665,-0.4021,-0.2909,0.7235,1.1736,1.2341,1.1858,1.0515,1.0104,0.9609,1.3773,1.5229,1.4061,1.1057,1.0209,0.9233,0.0551,-0.2101,-0.0605,-3.8109,-1.0972,0.2879,8.4718,0.8746,0.7006,0.1032,0.0827,0.8011,1.315,1.0718,1.2704,0.8151,0.9661,1.1853,0.0037,0.9078,-0.0866,-0.0178,0.6787,-0.0131,-0.3651,0.6382,7.8408,0.0662,0.2573,1.1,0.8692,-44.5582,0.1317,0.3629,45.1475,?,-12.2404,0.2497,0.4997,13.3648,?,-0.176,-0.6406,3.6403,0.7091,0.5149,0.7262,0.5028,0.2652,0.5274,-0.1619,-0.5468,3.3781,0,0,1,0.0244,0.0823,3.3781,0.3125,64.6394,-0.1893,-0.1087,-0.2084,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
1.1497,7.0624,2.6575,13.4618,-0.8274,-1.0196,3.6295,1.9051,9.2792,-2.3337,-0.3356,4.5734,2.1386,11.6184,-1.2807,3.3204,6.7147,2.5913,9.7893,0.0061,-1.1276,-3.4263,0.3463,3.0386,-0.3071,-0.1011,1.3949,1.2427,1.0256,0.8908,0.7352,0.8253,1.9458,1.5442,1.0518,0.7936,0.5405,0.6811,0.9383,0.9343,-102.1337,0.9956,-108.8439,-109.3204,2.6466,1.4461,0.7479,0.5464,0.2826,0.5172,1.4508,1.1587,1.3751,0.7987,0.9479,1.1868,0.0106,4.8464,0.2516,0.0239,0.5007,-0.1825,-0.2603,0.0176,-15.9869,318.2463,17.8395,46.3257,-9.7966,-16.1404,300.0487,17.3219,52.6749,-1.777,-26.6735,158.4028,12.5858,38.2828,?,0.9905,0.5994,0.6051,1.0299,1.4174,1.3763,1.0606,2.0091,1.8942,1.2471,1.098,0.8805,0.2262,0,0,0.8795,1.2101,1.3759,0.2367,66.8189,-0.814,-0.8043,0.955,4.1284,4.4497,2.1094,7,0,TASCA_DESTRA_DAVANTI_PANTALONI
0.2077,0.0144,0.1202,0.5627,-0.1208,-0.1725,0.0171,0.1308,0.6989,-2.8208,0.2397,0.0125,0.1118,0.5998,-0.0853,0.4027,0.0122,0.1106,0.4715,0.2691,-1.204,0.8667,0.5158,-0.7198,-0.4284,0.5952,0.9186,1.0751,1.0862,1.1703,1.1824,1.0104,0.8439,1.1558,1.1799,1.3696,1.3982,1.0208,0.1175,1.2857,-0.3492,10.9429,-2.972,-0.2716,2.7447,0.9085,0.7782,0.331,0.2835,0.8566,0.8051,0.9381,1.1933,1.1652,1.4821,1.272,0.0024,0.6344,-0.0176,-0.1014,0.496,-0.0458,-0.5307,0.5838,44.6388,0.0362,0.1901,0.9,0.98,2.6166,0.0141,0.1189,0.5108,0.8208,-15.3377,0.0921,0.3035,16.037,?,17.0601,-2.9104,-0.1706,1.5994,0.6265,0.3917,2.5582,0.3925,0.1534,18.8901,-2.7563,-0.1459,15.821,0,0,1.7618,0.0561,0.0319,0.3152,62.5931,-0.1249,0.091,-0.256,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.2602,0.5059,0.7113,4.1218,-0.7274,-0.0859,0.3449,0.5873,3.3237,-1.1291,-0.4264,2.244,1.498,5.8452,-1.3004,1.5786,0.8598,0.9273,3.2623,0.0443,-3.0283,-0.6101,0.1648,0.2015,-0.0544,-0.2701,1.2111,0.4748,0.7671,0.3921,0.6334,1.6155,1.4667,0.2254,0.5884,0.1537,0.4012,2.61,0.9847,0.5253,-11.4899,0.5334,-11.6683,-21.8739,1.5285,0.9391,0.6991,0.6144,0.4574,0.7444,1.2401,0.7052,1.2635,0.5686,1.0188,1.7917,0.0034,2.2679,0.4969,0.0944,0.1015,0.3024,-0.2474,-0.3342,-13.5647,86.0891,9.2784,34.5965,?,9.7792,15.5526,3.9437,12.873,0.3365,-42.0907,33.1002,5.7533,46.4931,?,-1.3871,0.3223,-0.2323,2.3527,1.6127,0.6855,5.5354,2.6009,0.4699,-5.299,0.7441,-0.1404,0,1,0,2.6875,0.7441,0.2769,0.2999,65.4347,-0.8441,-0.9833,0.8788,10.3098,11.4024,3.3767,10.7257,0.2786,TASCA_DESTRA_DAVANTI_PANTALONI
0.4708,2.1899,1.4798,7.5039,-1.0235,-0.2381,1.1428,1.069,7.837,-1.271,-0.1697,3.9197,1.9798,10.2122,-1.2375,2.3441,2.065,1.437,7.2859,0.0319,-1.9769,-2.7746,0.2008,1.4035,-0.1016,-0.0724,1.3843,0.7475,1.0298,0.54,0.7439,1.3778,1.9162,0.5587,1.0605,0.2916,0.5534,1.8982,0.8654,0.672,-15.8158,0.7766,-18.2765,-23.5353,1.0746,0.8125,0.4928,0.7561,0.4585,0.6065,0.9575,0.7348,1.0299,0.7674,1.0756,1.4016,0.0037,3.4049,0.0208,0.215,-0.0335,0.2314,-0.3266,-0.0676,-18.182,101.4025,10.0699,36.5,-2.883,0.0953,224.4256,14.9808,47.6188,-0.546,-26.0453,76.3093,8.7355,40.7847,?,-190.8259,0.6981,-0.0037,0.6722,1.1528,1.7149,0.4518,1.3288,2.941,1.6113,0.6645,0.4124,0.3052,0,0,0.7665,0.8949,1.1676,0.2104,58.9571,0.2091,-0.4907,-0.4101,14.7648,34.7547,5.8953,18.5326,0.1827,TASCA_DESTRA_DAVANTI_PANTALONI
1.0424,13.3681,3.6562,16.4933,-0.7099,-0.3538,8.6244,2.9367,13.7822,-0.7851,-0.8927,5.3467,2.3123,17.6457,-3.8082,4.2755,11.0676,3.3268,15.8008,0.0024,-2.9462,-1.1676,0.2438,0.3963,-0.0828,-0.2088,1.245,1.5812,1.099,1.2701,0.8828,0.6951,1.55,2.5003,1.2079,1.613,0.7792,0.4831,1.1297,0.49,-181.1726,0.4337,-160.3697,-369.761,1.2493,2.6283,0.609,2.1038,0.4875,0.2317,1.1967,0.9347,1.0438,0.7811,0.8722,1.1168,0.0102,6.1916,0.1123,-0.0485,0.5738,-0.1781,0.1096,-0.4215,-9.2173,483.0311,21.978,56.5521,-6.1,-36.8858,135.3058,11.6321,46.5408,?,-12.9761,146.4749,12.1027,34.3964,-1.8764,0.2499,0.7103,2.8426,1.8894,1.816,0.9611,3.5699,3.2977,0.9237,1.044,2.1654,2.0742,0,0.6661,0,1.2151,1.6441,1.3531,0.2752,70.1886,-0.8573,-0.9883,0.8507,5.4932,63.2774,7.9547,25,0,TASCA_DESTRA_DAVANTI_PANTALONI
