@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
6.1349,25.2411,5.0241,20.5835,-0.4172,2.1142,12.2863,3.5052,13.0151,-0.2472,6.1349,25.2411,5.0241,20.5835,-0.4172,10.6547,28.988,5.3841,19.4414,0.0576,2.9018,1,0.5758,0.3446,0.1984,0.5758,1.4333,1,0.9331,0.6977,0.651,0.9331,2.0544,1,0.8707,0.4868,0.4238,0.8707,2.3491,1,-5.0957,0.4257,-2.1693,-5.0957,1.3918,1,0.704,0.7185,0.5058,0.704,1.5815,1,1.0588,0.6323,0.6695,1.0588,0.0893,15.7082,-0.8166,1,0.8743,-0.8166,-0.5199,0.8743,-0.1587,0.9543,0.9769,4.8049,-1.8897,-1.0252,1.9751,1.4054,6.393,-5.9022,1.0609,2.0993,1.4489,4.8432,-0.2338,0.1548,-0.1496,-0.9664,0.6951,0.6742,0.97,0.4832,0.4546,0.9408,0.5748,3.4239,5.957,1.7952,0.4236,0.2359,0.7516,0.9921,1.32,0.0148,3.2892,0.3415,-0.3571,-0.2496,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
5.5298,31.2724,5.5922,21.2989,-0.1607,2.1872,16.5517,4.0684,14.4236,-0.509,5.5298,31.2724,5.5922,21.2989,-0.1607,10.3913,37.0581,6.0875,22.3845,0.1486,2.5283,1,0.5322,0.3955,0.2105,0.5322,1.3745,1,0.9186,0.7275,0.6683,0.9186,1.8894,1,0.8439,0.5293,0.4466,0.8439,0.606,1,-0.7549,1.6502,-1.2458,-0.7549,1.9198,1,0.698,0.5209,0.3636,0.698,1.4767,1,0.9515,0.6772,0.6444,0.9515,0.0812,15.7991,-0.8522,1,0.9472,-0.8522,-0.7418,0.9472,-0.2996,0.6514,0.8071,3.4896,-1.1287,-0.9695,0.9345,0.9667,4.1099,-4.5323,1.1775,1.2046,1.0975,3.5951,-0.2581,0.3091,-0.2545,-0.8233,0.8349,0.7354,0.8808,0.697,0.5408,0.7758,0.5495,2.5087,4.565,2.2066,0.5737,0.26,0.8491,0.9706,1.1432,0.0155,3.089,0.2471,-0.5549,-0.2073,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
2.3621,2.5862,1.6082,6.4112,-0.1831,6.7029,3.508,1.873,7.7114,0.2964,2.3621,2.5862,1.6082,6.4112,-0.1831,7.6997,5.4835,2.3417,9.4229,0.2954,0.3524,1,0.3068,2.8376,0.8705,0.3068,0.8586,1,0.6868,1.1646,0.7998,0.6868,0.7372,1,0.4716,1.3564,0.6397,0.4716,-0.3054,1,-0.2511,-3.2747,0.8223,-0.2511,0.4944,1,0.4052,2.0226,0.8195,0.4052,0.8314,1,0.6804,1.2028,0.8184,0.6804,0.0749,11.545,0.5332,1,0.7698,0.5332,0.9445,0.7698,0.0107,1.1842,1.0882,5.293,-1.2874,-0.8106,0.7185,0.8477,4.2485,-3.2449,-0.0524,1.0291,1.0144,3.9223,-0.8281,-0.0132,-0.2038,15.4671,1.2838,1.0727,0.8356,1.6481,1.1508,0.6982,0.9173,1.6767,1.8278,2.312,1.0785,0.4665,1.2459,1.3495,1.0832,0.0081,2.6031,-0.1258,0.2225,-0.5013,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
2.0027,2.8636,1.6922,10.6941,-0.1395,5.1798,5.4177,2.3276,10.8761,0.1396,2.0027,2.8636,1.6922,10.6941,-0.1395,6.1514,8.1568,2.856,15.4602,0.1565,0.3866,1,0.3256,2.5864,0.8421,0.3256,0.727,1,0.5925,1.3755,0.815,0.5925,0.5286,1,0.3511,1.8919,0.6642,0.3511,-0.7415,1,-0.4562,-1.3487,0.6152,-0.4562,0.7424,1,0.512,1.3469,0.6897,0.512,0.9833,1,0.6917,1.017,0.7035,0.6917,0.059,9.4128,0.5298,1,0.7577,0.5298,0.9454,0.7577,0.3631,1.5102,1.2289,6.5848,-0.5499,-0.4815,1.2931,1.1372,4.8859,-1.9366,-0.286,0.4218,0.6494,2.9503,-1.183,-0.7542,-1.2697,1.6834,1.0807,1.8923,1.751,1.1679,3.5808,3.0661,0.7251,1.4613,2.0153,2.5535,3.1435,1.2311,1.3477,2.2319,1.6561,0.0067,2.5501,-0.2597,-0.242,0.1517,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
4.3951,15.7792,3.9723,14.0878,-0.0181,2.0155,17.1401,4.1401,13.3202,-0.6009,4.3951,15.7792,3.9723,14.0878,-0.0181,8.4114,20.6421,4.5434,16.1184,0.1785,2.1806,1,0.5225,0.4586,0.2396,0.5225,0.9595,1,0.8743,1.0422,0.9112,0.8743,0.9206,1,0.7644,1.0863,0.8303,0.7644,0.0501,1,-0.0715,19.9528,-1.4272,-0.0715,1.663,1,0.7052,0.6013,0.424,0.7052,1.0576,1,0.874,0.9455,0.8264,0.874,0.0653,13.0261,-0.6175,1,0.964,-0.6175,-0.4714,0.964,-0.4418,0.5705,0.7553,3.2711,-1.8926,-0.5416,1.1293,1.0627,4.937,-2.4337,1.2154,2.929,1.7114,4.8795,-0.1163,0.8158,-0.3635,-0.4456,0.7107,0.4413,0.6209,0.5051,0.1948,0.3856,0.6116,4.2096,6.8826,0.7865,0.2587,0.3289,0.6626,0.6704,1.0118,0.014,2.9175,0.3809,-0.7555,-0.4705,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
5.5158,21.833,4.6726,15.8836,-0.0109,3.6466,10.0336,3.1676,13.0805,-0.1652,5.5158,21.833,4.6726,15.8836,-0.0109,9.9101,29.6351,5.4438,18.6003,0.1658,1.5126,1,0.5566,0.6611,0.368,0.5566,1.4751,1,0.8583,0.6779,0.5819,0.8583,2.176,1,0.7367,0.4596,0.3386,0.7367,0.0921,1,-0.0462,10.8563,-0.5014,-0.0462,1.3996,1,0.7047,0.7145,0.5035,0.7047,1.2143,1,0.8539,0.8235,0.7032,0.8539,0.0861,14.9956,-0.7027,1,0.9398,-0.7027,-0.4604,0.9398,-0.4686,0.5663,0.7525,2.9385,-1.7625,-0.8995,1.1352,1.0655,3.6122,-3.7598,1.0487,1.245,1.1158,4.0897,-0.3314,0.521,-0.4468,-0.8577,0.7063,0.6744,0.9549,0.4988,0.4548,0.9118,0.6571,1.8419,2.8031,1.4017,0.3463,0.2471,0.8135,0.7185,0.8832,0.0146,2.9621,0.5813,0.1129,-0.2225,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
3.8065,12.4828,3.5331,11.2428,-0.0003,2.6466,11.4971,3.3907,13.4362,-0.8792,3.8065,12.4828,3.5331,11.2428,-0.0003,7.7185,12.8703,3.5875,12.8044,0.2509,1.4383,1,0.4932,0.6953,0.3429,0.4932,1.042,1,0.9848,0.9597,0.9451,0.9848,1.0857,1,0.9699,0.921,0.8933,0.9699,0.0006,1,-0.0009,1679.84,-1.466,-0.0009,1.5719,1,0.6575,0.6362,0.4183,0.6575,0.8368,1,0.878,1.1951,1.0493,0.878,0.06,11.6777,-0.8591,1,0.9821,-0.8591,-0.8936,0.9821,-0.0233,0.8927,0.9449,3.7742,-1.3497,-0.6516,1.4334,1.1973,5.681,-1.2208,1.4446,3.0426,1.7443,5.423,-0.045,0.0358,-0.0162,-0.4511,0.7892,0.5417,0.6864,0.6228,0.2934,0.4711,0.6942,9.2877,13.379,0.6279,0.3095,0.4929,0.6644,0.696,1.0476,0.0158,3.1312,-0.6495,-0.6965,0.2652,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
6.0784,22.0246,4.693,18.1111,-0.0495,-0.6516,30.7761,5.5476,17.2672,-0.9363,6.0784,22.0246,4.693,18.1111,-0.0495,10.5254,38.3603,6.1936,24.7977,0.0136,-9.3281,1,0.5775,-0.1072,-0.0619,0.5775,0.846,1,0.7577,1.1821,0.8957,0.7577,0.7156,1,0.5742,1.3974,0.8023,0.5742,0.1023,1,-2.5044,9.7711,-24.4703,-2.5044,1.9351,1,0.6864,0.5168,0.3547,0.6864,1.0489,1,0.7304,0.9534,0.6963,0.7304,0.0454,17.3798,-0.7105,1,0.9823,-0.7105,-0.6399,0.9823,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
6.036,42.5077,6.5198,25.7259,-0.212,-0.3718,40.8447,6.391,25.8639,-0.7427,6.036,42.5077,6.5198,25.7259,-0.212,11.5597,65.2385,8.077,30.0608,0.0343,-16.2363,1,0.5222,-0.0616,-0.0322,0.5222,1.0202,1,0.8072,0.9802,0.7913,0.8072,1.0407,1,0.6516,0.9609,0.6261,0.6516,0.4083,1,-4.213,2.4494,-10.3195,-4.213,1.4302,1,0.6819,0.6992,0.4768,0.6819,0.9947,1,0.8558,1.0054,0.8604,0.8558,0.044,18.4904,-0.7894,1,0.9143,-0.7894,-0.5912,0.9143,-0.3318,2.2532,1.5011,6.7387,-2.1679,-1.057,2.2056,1.4851,5.8266,-2.9372,1.864,2.7867,1.6693,6.3927,-0.1289,0.3139,-0.178,-0.5671,1.0107,0.8992,0.8897,1.0216,0.8086,0.7915,1.0609,6.3179,5.955,1.4374,0.3756,0.2613,1.1566,1.0541,0.9114,0.0112,4.5743,0.3313,-0.6134,-0.1767,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
3.8273,22.201,4.7118,18.9394,-0.2272,1.9562,29.3522,5.4178,20.783,-0.8455,3.8273,22.201,4.7118,18.9394,-0.2272,9.1199,23.7046,4.8687,21.4075,0.0325,1.9565,1,0.4197,0.5111,0.2145,0.4197,0.8697,1,0.9678,1.1498,1.1128,0.9678,0.7564,1,0.9366,1.3221,1.2383,0.9366,0.3682,1,-4.8712,2.7157,-13.2285,-4.8712,1.3705,1,0.6975,0.7297,0.5089,0.6975,0.9113,1,0.8847,1.0973,0.9708,0.8847,0.0306,13.9604,-0.6402,1,0.9102,-0.6402,-0.488,0.9102,-0.217,1.891,1.3751,6.4514,-2.9258,-1.1111,1.1405,1.068,5.849,-3.8697,1.5984,5.0724,2.2522,7.3882,-0.1831,0.1953,-0.1358,-0.6952,1.2876,0.6106,0.4742,1.658,0.3728,0.2249,1.0345,4.2055,4.0654,1.3682,0.2632,0.1923,1.103,0.8732,0.7917,0.0104,4.038,0.4282,-0.2519,-0.1601,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
