@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-1.3518,6.8168,2.6109,8.5976,-1.8252,-0.7915,7.704,2.7756,10.3376,-2.1881,11.815,13.5572,3.682,12.4522,0.3263,12.5554,12.4888,3.5339,12.5403,0.3667,1.7078,-0.1144,-0.1077,-0.067,-0.063,0.941,0.9407,0.7091,0.7388,0.7538,0.7854,1.0419,0.8848,0.5028,0.5458,0.5683,0.6169,1.0856,0.7829,-0.9211,-0.7649,-1.1765,-0.9771,0.8305,0.9385,0.1646,0.1537,0.1754,0.1638,0.9334,0.8317,0.6905,0.6856,0.8302,0.8243,0.993,0.2384,16.8221,-0.5167,0.4633,0.3917,-0.8946,-0.8803,0.9917,8.1905,0.3875,0.6225,2.5,0.7153,-1.5321,7.0956,2.6638,8.1344,-0.9908,4.2695,1.0906,1.0443,3.228,0.4902,-5.3459,1.9184,-0.3589,0.2337,0.5961,2.5507,0.0546,0.3553,6.5059,-1.5513,2.0232,-1.3042,2.1489,1.3866,0.6453,0.3073,0.7744,2.5199,0.1873,15.3025,-0.7877,-0.7964,0.982,591.9495,228312.2969,477.8204,1259.0579,0.1143,TASCA_DESTRA_DAVANTI_PANTALONI
0.2889,10.0249,3.1662,9.5083,-1.9438,-2.7583,7.1679,2.6773,9.2316,-7.3369,11.4906,30.0771,5.4843,17.5448,0.2129,12.3411,34.6934,5.8901,18.7254,0.2218,-0.1047,0.0251,0.0234,-0.2401,-0.2235,0.9311,1.1826,0.5773,0.5375,0.4882,0.4545,0.9311,1.3986,0.3333,0.289,0.2383,0.2066,0.8669,0.7728,-1.323,-1.1762,-1.7119,-1.522,0.8891,2.9169,0.1449,0.1342,0.0497,0.046,0.9263,1.03,0.5419,0.5078,0.5262,0.493,0.9369,0.2364,17.0614,0.6725,-0.8582,-0.8658,-0.8891,-0.8991,0.9988,7.6235,1.5433,1.2423,4.087,0.5394,0.9634,10.4484,3.2324,10.2046,-0.7656,4.8924,1.2602,1.1226,3.1472,0.5019,7.9135,1.5582,0.1969,0.3843,1.1066,2.8794,0.1477,1.2246,8.2912,-1.0815,1.5089,-1.3952,1.5352,1.4042,0.9147,0.4005,1.2986,3.2424,0.1822,15.4967,-0.8314,-0.8206,0.9933,1748.2214,442242.625,665.0132,2204.1101,0.127,TASCA_DESTRA_DAVANTI_PANTALONI
-0.5938,1.6034,1.2662,4.3403,-0.9887,3.7315,2.1778,1.4757,6.3136,0.1297,11.1405,13.3158,3.6491,14.6582,0.254,12.0533,10.2037,3.1943,13.5185,0.3203,-0.1591,-0.0533,-0.0493,0.3349,0.3096,0.9243,0.858,0.347,0.3964,0.4044,0.462,1.1424,0.7362,0.1204,0.1571,0.1636,0.2134,1.305,-2.2926,-0.4325,-0.3388,0.1886,0.1478,0.7834,0.3008,0.1111,0.1097,0.3692,0.3648,0.988,0.6875,0.2961,0.3211,0.4307,0.467,1.0843,0.2353,16.1317,-0.3393,0.4487,0.4387,-0.5935,-0.493,0.9915,3.7952,3.4631,1.8609,5.4123,0.0085,6.2331,0.1225,0.35,1.0824,0.8402,6.2442,0.4034,0.6351,1.8458,0.7488,0.6089,0.6078,0.9982,5.3177,2.9299,0.551,28.2774,8.5846,0.3036,0.0082,0.0085,1.0346,0.8057,0.7429,0.922,5.0003,2.9322,0.5864,0.1921,16.2725,-0.8178,-0.9559,0.6853,469.0974,118570.8906,344.3412,1096.4542,0.0586,TASCA_DESTRA_DAVANTI_PANTALONI
-0.8062,4.3466,2.0849,10.1005,-1.0251,3.7599,3.2997,1.8165,7.6295,-0.0016,11.6418,23.094,4.8056,17.8628,0.1632,12.5669,23.1314,4.8095,16.6534,0.2725,-0.2144,-0.0693,-0.0642,0.323,0.2992,0.9264,1.1477,0.4338,0.4335,0.378,0.3777,0.9992,1.3173,0.1882,0.1879,0.1429,0.1426,0.9984,409.0674,-1.4674,-0.8195,-0.0036,-0.002,0.5584,0.6548,0.2337,0.2179,0.3568,0.3327,0.9325,1.3239,0.5654,0.6065,0.4271,0.4581,1.0726,0.2452,17.1196,-0.1033,-0.5872,-0.5772,0.3754,0.4838,0.9912,2.5523,0.208,0.4561,1.6665,0.5324,4.6022,0.4126,0.6424,2.6113,0.5898,8.2216,0.3226,0.568,2.2865,0.7415,0.5546,0.3104,0.5598,0.71,0.803,1.1309,0.5042,0.6448,1.279,0.5055,0.2894,0.5724,0.5599,0.403,0.7197,0.6382,0.7288,1.1421,0.1952,15.3762,0.9539,-0.9626,-0.9935,165.0387,11746.2666,108.3802,294.2613,0.0158,TASCA_DESTRA_DAVANTI_PANTALONI
-0.2799,2.6354,1.6234,7.6412,-1.2652,-1.2464,35.3671,5.947,19.337,-1.1628,10.8204,17.574,4.1921,14.0571,0.1773,12.7365,12.0715,3.4744,12.29,0.323,0.2245,-0.0259,-0.022,-0.1152,-0.0979,0.8496,0.273,0.3872,0.4672,1.4186,1.7117,1.2066,0.0745,0.15,0.2183,2.0125,2.9298,1.4558,0.4105,-1.4085,-0.7278,-3.431,-1.7728,0.5167,0.3773,0.1974,0.1858,0.5232,0.4925,0.9412,0.3952,0.5436,0.6217,1.3756,1.5734,1.1438,0.2179,17.3733,0.551,0.2157,0.1732,0.7908,0.6474,0.8919,5.0904,3.3334,1.8258,5.5388,0.2566,0.292,17.7781,4.2164,11.2139,-1.054,6.9457,0.8821,0.9392,2.3048,0.7128,17.432,0.7329,0.042,0.433,1.9439,4.4893,0.1875,3.7788,20.1539,-0.3322,0.3341,-1.0058,1.3647,0.9283,0.6802,0.4939,2.4032,4.8656,0.1723,15.9069,-0.7169,-0.7564,0.9713,1101.3065,270749.125,520.3356,1592.7253,0.1241,TASCA_DESTRA_DAVANTI_PANTALONI
-0.7413,4.1794,2.0444,7.3126,-1.9711,0.5865,3.4866,1.8673,8.7676,-1.2975,10.7934,26.9912,5.1953,17.3381,0.1684,11.1847,26.9512,5.1915,17.9279,0.1841,-1.2639,-0.0687,-0.0663,0.0543,0.0524,0.965,1.0949,0.3935,0.3938,0.3594,0.3597,1.0007,1.1987,0.1548,0.1551,0.1292,0.1294,1.0015,0.9798,-1.3815,-1.1996,-1.41,-1.2244,0.8684,0.645,0.118,0.112,0.183,0.1737,0.9489,0.8341,0.4218,0.4079,0.5057,0.489,0.9671,0.2167,13.986,0.674,-0.7263,-0.7389,-0.6256,-0.6254,0.9974,6.9091,3.2134,1.7926,5.4021,0.3803,1.7319,8.1682,2.858,9.199,-0.5624,5.7148,1.4577,1.2074,3.2655,0.5521,3.9893,1.209,0.3031,0.6272,1.4847,2.3671,0.3934,2.2044,5.6033,-1.0012,0.8238,-0.8228,1.4807,1.1958,0.8076,0.5873,1.6543,2.8171,0.1826,15.5347,-0.8953,-0.929,0.9758,96.6872,19143.7637,138.361,514.5644,0.008,TASCA_DESTRA_DAVANTI_PANTALONI
-0.9474,2.1481,1.4657,8.0142,-1.7977,0.9153,9.2,3.0332,11.9803,-0.6715,9.8954,6.8259,2.6126,8.3628,0.4506,10.542,6.696,2.5877,8.3793,0.4647,-1.0351,-0.0957,-0.0899,0.0925,0.0868,0.9387,0.4832,0.561,0.5664,1.161,1.1722,1.0097,0.2335,0.3147,0.3208,1.3478,1.374,1.0194,1.0699,-0.7508,-0.7081,-0.7017,-0.6618,0.9431,0.3997,0.1882,0.183,0.4709,0.4579,0.9725,0.6689,0.9583,0.9564,1.4326,1.4298,0.998,0.1997,13.8802,-0.0046,0.3046,0.2814,-0.6112,-0.5149,0.978,6.3136,3.5717,1.8899,6.4169,0.2442,2.3723,16.1097,4.0137,11.7479,-0.8228,5.5194,0.5992,0.7741,2.867,0.617,2.6613,1.1439,0.4298,0.4709,2.4416,5.1853,0.2217,5.9612,26.8869,-0.3911,0.4491,-1.1483,1.3174,1.1343,0.861,0.5462,2.2382,4.0976,0.1743,16.0572,-0.5611,-0.8205,0.1536,4.0949,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.2177,21.0555,4.5886,13.2306,-0.7026,-7.3445,20.4476,4.5219,19.0399,-2.9005,11.4124,26.5656,5.1542,19.6924,0.0145,14.9244,29.5658,5.4374,19.7447,0.1558,0.0296,-0.0191,-0.0146,-0.6436,-0.4921,0.7647,1.0148,0.8903,0.8439,0.8773,0.8316,0.9479,1.0297,0.7926,0.7122,0.7697,0.6916,0.8985,0.3856,-18.8713,-1.4984,-48.9396,-3.8858,0.0794,1.592,0.3889,0.3323,0.2443,0.2087,0.8543,0.6949,0.6719,0.6701,0.9669,0.9643,0.9974,0.2828,23.5828,0.1963,-0.4813,-0.3435,-0.8063,-0.8883,0.9699,6.7162,1.4411,1.2004,3.5358,0.5815,-3.256,18.0061,4.2434,12.4793,-1.6024,4.4731,0.9535,0.9765,2.6441,0.5755,-2.0627,1.5014,-0.7279,0.2829,1.2293,4.3455,0.08,1.5113,18.8836,-0.6393,1.3702,-2.1433,1.7618,1.3562,0.7698,0.2833,1.3372,4.7196,0.1813,15.9748,0.4896,0.3903,0.9885,44.3333,227.5553,15.0849,32,0.4182,TASCA_DESTRA_DAVANTI_PANTALONI
-0.3974,14.7234,3.8371,14.5927,-0.9947,-5.705,45.4148,6.739,28.6288,-1.4986,11.701,53.8655,7.3393,22.9557,0.0422,14.7682,65.5234,8.0947,24.2026,0.1016,0.0697,-0.034,-0.0269,-0.4876,-0.3863,0.7923,0.5694,0.5228,0.474,0.9182,0.8325,0.9067,0.3242,0.2733,0.2247,0.8431,0.6931,0.8221,0.4238,-7.1911,-2.6573,-16.968,-6.2701,0.3695,0.6385,0.3052,0.2715,0.4781,0.4253,0.8896,0.5097,0.6357,0.6029,1.2471,1.1829,0.9485,0.2658,21.9474,0.0649,-0.495,-0.3267,-0.7117,-0.7551,0.9661,7.1197,1.6364,1.2792,3.6955,0.5937,-4.2925,14.5383,3.8129,11.873,-1.7632,3.0478,1.6006,1.2651,4.1654,0.2596,-1.6586,2.336,-1.4084,0.3355,1.0111,3.0138,0.1126,1.0224,9.0832,-0.7127,3.6974,-5.1881,2.1166,1.6167,0.7638,0.3113,0.8872,2.8504,0.1807,15.3495,0.6202,0.1768,0.8372,555.5714,2100.2451,45.8284,224,0.6158,TASCA_DESTRA_DAVANTI_PANTALONI
0.1405,6.7376,2.5957,10.1192,-1.06,-2.5773,38.2838,6.1874,25.6931,-1.7139,9.8441,14.9497,3.8665,13.4324,0.2157,11.9774,20.0806,4.4811,15.4037,0.2348,-0.0545,0.0143,0.0117,-0.2618,-0.2152,0.8219,0.4195,0.6713,0.5792,1.6003,1.3808,0.8628,0.176,0.4507,0.3355,2.5608,1.9065,0.7445,0.3209,-1.4096,-1.1014,-4.3924,-3.432,0.7813,0.5189,0.2868,0.244,0.5528,0.4703,0.8507,0.3939,0.7533,0.6569,1.9128,1.668,0.872,0.2165,17.3388,0.5116,-0.0286,-0.2413,-0.4883,-0.7075,0.8553,5.251,4.2301,2.0567,6.3463,0.2075,0.2707,30.6948,5.5403,15.5012,-1.0856,5.7505,0.5817,0.7627,2.1178,0.6868,19.3991,0.9131,0.0471,0.3712,2.6967,7.2641,0.1378,7.272,52.767,-0.2059,0.3577,-1.7375,1.0774,1.1842,1.0992,0.4094,2.9966,7.3195,0.1658,15.9519,-0.3359,-0.0803,0.8823,518.1915,17243.7578,131.3155,381,0.3795,TASCA_DESTRA_DAVANTI_PANTALONI
