@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-0.4556,5.455,2.3356,15.6879,-0.863,-0.0445,8.9774,2.9962,22.4203,-2.0046,0.2196,2.6757,1.6358,13.6144,-0.6821,3.1647,7.3506,2.7112,16.6865,0.0061,10.228,-2.0753,-0.144,-0.2029,-0.0141,0.0694,0.7795,1.4278,0.8615,1.8317,1.1051,0.6033,0.6076,2.0387,0.7421,3.3551,1.2213,0.364,0.4858,1.3163,-71.072,2.7096,-146.2966,-53.9927,1.1285,1.0404,0.5016,0.9219,0.4445,0.4821,0.6997,1.1523,0.9402,1.6468,1.3436,0.8159,0.0026,4.787,0.322,0.2296,0.0452,-0.1772,-0.4595,0.2939,0.1294,0.9106,0.9543,7.6488,-0.4023,0.0754,0.2967,0.5447,3.653,-0.6706,0.2015,0.9319,0.9653,4.8962,-0.9739,1.7158,0.642,0.3742,1.7518,0.9885,0.5643,3.0687,0.9772,0.3184,1.4964,0.9083,0.607,2.4945,2.1989,0.8815,2.0939,1.5622,0.7461,0.0013,1.6388,0.1118,-0.1047,0.331,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.3313,3.1508,1.775,13.4258,-0.5115,-1.5216,7.6843,2.7721,16.0908,-2.1143,0.2475,5.0358,2.2441,25.7789,-0.2151,2.856,10.2006,3.1938,23.9599,0.0032,-0.2177,1.3383,0.116,-6.1468,-0.5328,0.0867,0.6403,0.791,0.5558,1.2353,0.8679,0.7026,0.41,0.6257,0.3089,1.5259,0.7533,0.4937,0.4159,0.9956,-58.7567,2.3941,-141.2839,-59.0141,1.7192,0.4187,0.3695,0.2435,0.2149,0.8826,0.8344,0.5208,0.5603,0.6242,0.6716,1.0759,0.0083,4.338,0.0967,0.3179,0.3413,-0.1342,-0.7655,0.4431,0.3486,0.6941,0.8331,5.7347,-0.3746,-0.3466,0.8693,0.9323,6.3094,-3.6085,0.9824,1.7072,1.3066,5.8469,-0.3641,-1.0057,0.3548,-0.3528,0.8936,0.6376,0.7136,0.7985,0.4066,0.5092,0.3163,1.0013,3.1654,3.0473,0.9734,0.3194,0.9089,0.9808,1.0791,0.0058,2.0516,-0.2799,-0.0089,-0.0166,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0087,0.0203,0.1423,1.4363,-3.7104,-0.1062,0.1093,0.3306,3.3158,-0.2569,0.0267,0.0351,0.1874,1.9145,-0.1707,0.2431,0.1177,0.343,3.2161,0.0063,-0.0822,0.3263,0.0359,-3.9717,-0.4367,0.1099,0.4305,0.7595,0.415,1.7643,0.9639,0.5464,0.1853,0.5769,0.1722,3.1127,0.9292,0.2985,1.6695,4.0529,-55.7277,2.4276,-33.3803,-13.7502,0.1156,0.1864,0.0942,1.6132,0.8151,0.5053,0.4332,0.7502,0.4466,1.7319,1.031,0.5953,0.0006,0.3474,-0.8797,-0.8481,-0.755,0.8195,0.6894,0.8622,0.0047,0.0003,0.0181,0.0951,-0.6499,0.035,0.0006,0.0251,0.1218,-0.4293,0.0124,0.0003,0.0167,0.0908,-0.6732,0.1347,0.3793,2.8162,0.7206,1.0813,1.5004,0.5193,1.1691,2.2512,1.0238,1.0251,1.0013,0.6763,1.0619,1.57,0.7807,1.0471,1.3412,0.0002,0.0692,0.6473,0.2909,0.1404,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
1.1307,7.1319,2.6706,12.2046,-0.5707,-1.182,6.3529,2.5205,11.5027,-1.858,0.4047,3.1936,1.7871,11.7424,-0.3301,3.2094,9.2178,3.0361,11.8487,0.0034,-0.9566,2.794,0.3523,-2.9207,-0.3683,0.1261,1.0595,1.4944,0.8796,1.4104,0.8302,0.5886,1.1226,2.2332,0.7737,1.9893,0.6892,0.3465,0.593,1.5216,-108.3912,2.5658,-182.782,-71.2367,1.9306,0.8802,0.6535,0.4559,0.3385,0.7425,1.061,1.0394,1.03,0.9796,0.9708,0.991,0.0088,4.972,-0.3854,0.6547,0.6907,-0.1713,-0.6863,0.5651,0.2099,0.2128,0.4613,2.7493,-0.4862,-0.3881,0.656,0.8099,3.8965,-6.1423,1.1843,3.5347,1.8801,6.4087,-0.01,-0.5408,0.1772,-0.3277,0.5696,0.2454,0.4308,0.3244,0.0602,0.1856,0.2684,14.2239,52.994,3.3909,0.2915,0.086,0.7056,0.429,0.608,0.0066,2.0151,-0.6084,0.25,-0.3225,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1581,0.0332,0.1821,1.2895,-1.4485,-0.2401,0.1246,0.353,2.9213,-0.8083,-0.0155,0.0116,0.1079,1.0182,-0.3876,0.3703,0.1152,0.3394,1.8436,0.0039,0.6586,10.182,-0.4271,15.4609,-0.6485,-0.0419,0.5159,1.6875,0.5365,3.271,1.0399,0.3179,0.2662,2.8478,0.2878,10.6991,1.0813,0.1011,0.5842,2.6819,-105.6368,4.5906,-180.8217,-39.3892,0.326,0.7177,0.2845,2.2017,0.8728,0.3964,0.4414,1.2664,0.6994,2.8691,1.5845,0.5523,0.0015,0.5436,0.8787,0.3826,-0.6689,0.5404,-0.5777,-0.0277,-0.0125,0.0012,0.0344,0.2457,-2.9021,0.0135,0.0017,0.0411,0.329,-2.8617,0.0473,0.0012,0.0353,0.2136,-0.3812,-0.9261,-0.2645,0.2856,0.8361,0.9725,1.1632,0.699,0.9457,1.353,0.7495,3.0989,4.1348,0.739,0.4071,0.5508,0.7468,1.15,1.54,0.0003,0.1045,0.8257,0.388,0.2999,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0101,0.0039,0.0625,0.3451,-0.9647,-0.0033,0.0036,0.06,0.2967,-0.7433,0.0012,0.0024,0.0488,0.2672,-0.9606,0.0884,0.0022,0.0468,0.2228,0.0376,-3.0413,8.5753,0.1143,-2.8196,-0.0376,0.0133,1.0403,1.2803,1.3347,1.2307,1.283,1.0425,1.0822,1.6392,1.7814,1.5146,1.6461,1.0868,1.3393,1.2943,-19.4932,0.9664,-14.5548,-15.0613,1.032,1.2887,0.7588,1.2488,0.7353,0.5888,1.163,1.2914,1.549,1.1104,1.3318,1.1994,0.0001,0.1365,0.7245,-0.2931,0.0969,0.3311,0.156,0.0326,0.0002,0.0004,0.0187,0.0993,-0.9002,0.0281,0.0003,0.0185,0.1132,-0.2079,0.0047,0.0001,0.0117,0.0534,-0.7361,0.007,0.0424,6.0469,1.0107,1.599,1.5821,1.0215,2.5568,2.5031,2.415,2.0782,0.8605,0.5577,1.6994,3.0471,0.8774,1.86,2.12,0.0002,0.0542,0.6301,0.001,0.0415,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0982,1.0055,1.0028,7.1743,-0.4404,1.2614,4.1106,2.0275,7.6773,-0.1885,0.4307,2.2443,1.4981,9.4719,-0.2725,1.9283,5.4283,2.3299,10.1997,0.003,0.0778,0.2279,0.0509,2.9286,0.6541,0.2234,0.4946,0.6694,0.4304,1.3534,0.8702,0.643,0.2446,0.448,0.1852,1.8316,0.7573,0.4134,1.8012,1.0813,-71.5403,0.6003,-39.7185,-66.1596,0.7711,0.6691,0.4869,0.8678,0.6314,0.7276,0.9345,0.7574,0.7034,0.8105,0.7527,0.9286,0.0077,2.7671,0.4992,0.4893,0.5223,0.4,0.9138,0.6452,0.4068,0.7846,0.8858,5.3561,-0.176,1.0307,2.5934,1.6104,5.5015,-0.0137,-0.3383,0.6211,0.7881,3.5577,-5.9832,0.3947,-1.2025,-3.0468,0.55,1.1239,2.0434,0.3025,1.2631,4.1753,10.7541,0.2629,0.0244,0.8393,8.94,10.6523,0.9736,1.5055,1.5464,0.0067,1.9277,0.7499,-0.6782,-0.7362,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.8609,12.9953,3.6049,27.0942,-3.7331,1.5908,8.643,2.9399,19.3776,-0.4731,1.0872,13.8885,3.7267,44.4487,-1.4947,4.9665,18.0368,4.247,29.4812,0.0118,-1.1698,-1.7117,-0.3747,1.4633,0.3203,0.2189,1.2262,0.9673,0.8488,0.7889,0.6922,0.8775,1.5036,0.9357,0.7205,0.6223,0.4792,0.77,3.4338,0.8024,-60.6138,0.2337,-17.652,-75.5386,0.4352,0.3213,0.1919,0.7383,0.4409,0.5972,1.3982,0.6096,0.919,0.436,0.6573,1.5077,0.014,7.827,-0.8632,-0.4596,-0.6093,0.3123,0.5414,0.3426,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0636,0.0452,0.2127,1.499,-0.757,-0.0221,0.0403,0.2007,1.2067,-0.9355,-0.0093,0.0206,0.1434,0.8577,-0.8714,0.2826,0.0309,0.1757,0.898,0.0088,2.8726,6.8244,-0.2251,2.3756,-0.0784,-0.033,1.0595,1.483,1.2108,1.3997,1.1428,0.8165,1.1226,2.1992,1.466,1.959,1.3059,0.6666,1.1074,1.6172,-80.7394,1.4603,-72.9076,-49.9265,1.3685,1.8615,0.9417,1.3603,0.6881,0.5059,1.2423,1.7477,1.6692,1.4069,1.3437,0.9551,0.0004,0.4372,0.0806,0.0327,-0.0676,0.9921,-0.0513,-0.025,0.0601,0.01,0.1001,0.4646,-0.2987,0.0407,0.0188,0.1373,0.8011,-1.2607,0.0249,0.0067,0.0818,0.5127,-1.0888,1.4755,2.4172,1.6383,0.7296,1.2235,1.677,0.5323,1.4969,2.8123,0.2392,0.3999,1.6716,1.0096,1.4575,1.4437,0.58,0.9062,1.5625,0.0004,0.2561,0.2899,0.3634,0.8015,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0125,0.0075,0.0867,0.6711,-1.5264,0.0172,0.0141,0.1188,0.8405,-0.878,0.001,0.009,0.0951,0.6131,-0.9347,0.1494,0.0088,0.0939,0.5263,0.0403,-0.723,-12.9862,-0.0835,17.9613,0.1154,0.0064,0.7298,0.912,0.9232,1.2495,1.265,1.0123,0.5327,0.8317,0.8523,1.5614,1.6001,1.0248,1.0319,1.3689,-18.3554,1.3266,-17.7877,-13.4088,0.5936,0.8383,0.4844,1.4123,0.816,0.5778,0.7985,1.0946,1.2751,1.3709,1.5968,1.1648,0.0001,0.2298,0.1606,-0.2609,-0.1192,0.8291,0.1939,0.2083,-0.0169,0.0044,0.0666,0.4037,-2.708,-0.0032,0.009,0.0948,0.752,-3.1717,-0.0209,0.0036,0.0603,0.361,-2.4917,5.2572,0.8101,0.1541,0.7024,1.1037,1.5715,0.4933,1.2182,2.4695,0.5158,1.1445,2.2191,0.6041,1.0531,1.7434,0.5369,1.1183,2.0828,0.0001,0.1408,0.6581,0.226,0.6152,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3217,10.074,3.174,18.72,-1.1124,0.0462,15.2129,3.9004,21.6289,-1.0699,0.0664,6.5783,2.5648,19.7919,-1.0257,4.9428,7.5444,2.7467,13.7232,0.0823,6.9626,4.8425,0.0651,0.6955,0.0093,0.0134,0.8138,1.2375,1.1555,1.5207,1.42,0.9338,0.6622,1.5314,1.3353,2.3126,2.0164,0.8719,0.8818,0.9837,-8.0094,1.1156,-9.0832,-8.1423,0.8481,0.907,0.5926,1.0695,0.6988,0.6534,0.8655,0.9458,1.3641,1.0928,1.5761,1.4422,0.0017,7.5632,-0.3181,-0.245,0.1241,-0.3718,-0.1318,0.0048,0.0212,1.3943,1.1808,6.2634,-0.8857,0.0252,0.821,0.9061,4.4348,-0.9365,-0.0628,1.6093,1.2686,5.7059,-1.3023,0.8405,-0.3371,-0.4011,1.3032,0.9308,0.7142,1.6984,0.8664,0.5101,1.3718,0.9115,0.6645,1.4503,1.3402,0.9241,1.4123,1.0977,0.7772,0.0004,2.5456,-0.3737,-0.334,0.2093,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.5923,7.6832,2.7719,13.625,-0.5107,1.1511,8.9656,2.9943,16.6915,-1.35,0.7731,6.4152,2.5328,15.9134,-0.4001,4.4437,5.591,2.3645,12.7697,0.0307,0.5145,0.7661,0.1333,1.4889,0.259,0.174,0.9257,1.0944,1.1723,1.1822,1.2663,1.0712,0.857,1.1976,1.3742,1.3975,1.6036,1.1474,0.4804,1.0129,-11.3982,2.1085,-23.7269,-11.2532,1.2697,0.7935,0.6846,0.6249,0.5392,0.8628,0.8163,0.8562,1.067,1.0489,1.3071,1.2462,0.0082,6.7755,-0.105,0.3799,0.5163,0.0572,0.2366,0.5284,0.9666,2.0856,1.4442,6.2079,-0.1917,0.2079,1.8199,1.3491,7.4042,-0.51,0.8784,1.6013,1.2654,5.865,-0.8521,4.6489,1.1004,0.2367,1.0705,1.1413,1.0661,1.146,1.3025,1.1365,0.3994,0.3701,0.9268,1.0623,1.6449,1.5484,0.8384,1.0585,1.2624,0.0071,3.3088,0.4374,0.1095,-0.5229,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.1569,11.68,3.4176,26.2498,-1.4385,0.9125,9.4038,3.0666,20.4151,-0.442,0.5195,6.3626,2.5224,17.8437,-0.5704,3.6064,15.5678,3.9456,20.6114,0.01,0.172,0.3021,0.0435,1.7566,0.253,0.144,1.1145,1.3549,0.8662,1.2157,0.7772,0.6393,1.242,1.8357,0.7503,1.478,0.6041,0.4087,2.4744,2.3892,-74.2113,0.9656,-29.991,-31.0606,0.7604,0.9474,0.517,1.2459,0.68,0.5458,1.2858,1.4711,1.2736,1.1441,0.9905,0.8657,0.0057,5.5442,-0.1676,0.2447,-0.0885,0.523,0.7264,0.5479,0.7114,1.8018,1.3423,5.8533,-0.1198,-0.1295,1.3129,1.1458,7.5804,-1.4265,1.3194,3.6934,1.9218,6.9492,-0.0183,-5.4938,0.5392,-0.0981,1.1715,0.6985,0.5962,1.3724,0.4879,0.3555,0.1405,5.0005,35.5993,1.6733,0.766,0.4578,0.7722,0.8423,1.0908,0.0081,2.8071,-0.4174,0.3181,-0.0384,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.6376,14.1995,3.7682,29.7308,-2.1149,1.0708,20.5122,4.529,24.8651,-0.3538,0.7001,10.3968,3.2244,14.9989,-0.6446,5.726,14.3651,3.7901,25.796,0.0229,-0.5954,-0.9107,-0.1114,1.5296,0.187,0.1223,0.832,1.1687,0.9942,1.4046,1.195,0.8507,0.6922,1.3658,0.9885,1.9729,1.4279,0.7238,3.1062,3.4338,-33.3224,1.1055,-10.7278,-9.7042,0.5197,1.0465,0.3615,2.0138,0.6956,0.3454,1.1957,1.9822,1.1525,1.6578,0.9639,0.5814,0.0077,8.9425,-0.6331,0.0553,-0.5237,0.4796,0.676,0.4377,0.6537,1.3882,1.1782,6.21,-0.2568,-0.1755,1.0456,1.0225,6.963,-2.9829,0.9316,4.2747,2.0675,7.4661,-0.4572,-3.7241,0.7017,-0.1884,1.1522,0.5699,0.4946,1.3277,0.3248,0.2446,0.2433,0.5417,2.2261,2.8263,0.9644,0.3412,0.8919,0.8318,0.9326,0.0062,3.2248,-0.1689,0.3394,-0.0033,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0566,0.0932,0.3053,3.05,-0.5417,-0.0646,0.1003,0.3168,2.8976,-1.4037,0.0006,0.0173,0.1317,0.8491,-1.1086,0.3112,0.1214,0.3485,2.5984,0.0072,-0.8763,99.6474,0.182,-113.7149,-0.2077,0.0018,0.9637,2.3179,0.876,2.4051,0.909,0.3779,0.9288,5.3725,0.7674,5.7844,0.8262,0.1428,0.6333,2.4006,-56.925,3.7904,-89.8801,-23.7124,1.6411,4.9127,0.7559,2.9936,0.4606,0.1539,1.0526,3.592,1.1738,3.4125,1.1152,0.3268,0.0005,0.4843,-0.9511,0.1306,0.2739,0.1539,-0.2629,-0.0288,0.0103,0.0076,0.0872,0.5127,-0.5097,0.0286,0.0055,0.0743,0.5351,-1.0059,0.0307,0.0029,0.0535,0.2852,-0.4142,0.3597,0.3355,0.9327,1.1735,1.6298,1.3889,1.377,2.6562,1.929,0.645,2.0723,3.2128,1.273,1.684,1.3229,0.9581,1.7978,1.8764,0.0002,0.1566,0.7478,0.6698,0.6293,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0681,0.0186,0.1365,0.899,-0.5156,-0.0621,0.028,0.1674,0.9621,-1.5827,0.0114,0.0198,0.1408,0.9314,-0.4869,0.2274,0.0234,0.153,0.8275,0.0106,-1.0974,5.9808,0.2996,-5.4502,-0.273,0.0501,0.8149,0.9692,0.8919,1.1893,1.0944,0.9202,0.6641,0.9393,0.7954,1.4144,1.1977,0.8468,0.5187,1.0026,-34.5403,1.9328,-66.5877,-34.4508,1.5924,0.9469,0.7092,0.5947,0.4454,0.749,0.9344,0.9652,1.0864,1.0329,1.1626,1.1256,0.0005,0.3545,-0.7744,0.0738,0.5789,0.57,-0.3834,0.1366,0.0053,0.0048,0.0692,0.4005,-0.885,0.0366,0.0057,0.0752,0.4988,-0.4932,0.0244,0.003,0.0546,0.3696,-0.5391,0.1441,0.2162,1.5005,0.92,1.2687,1.3791,0.8463,1.6097,1.902,1.1414,1.4526,1.2726,0.6361,0.885,1.3913,0.803,1.0838,1.3497,0.0002,0.149,0.7108,0.4748,0.7788,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
