@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.4413,0.4094,0.6398,3.5517,-1.628,-0.1249,2.058,1.4346,6.8234,-1.366,-0.0018,1.0137,1.0068,5.3737,-0.7043,1.6873,0.8446,0.919,3.9164,0.0691,3.5321,246.8836,-0.2615,69.8973,-0.074,-0.0011,0.446,0.6355,0.6962,1.4248,1.561,1.0955,0.1989,0.4039,0.4847,2.0302,2.4366,1.2002,0.5585,0.9908,-7.5651,1.774,-13.5452,-7.6354,0.4686,0.4286,0.3212,0.9147,0.6855,0.7494,0.5205,0.6609,0.9069,1.2698,1.7423,1.3721,0.0017,2.5175,-0.1621,-0.0798,-0.0762,0.4896,-0.3335,-0.0225,0.0452,0.0004,0.0198,0.1014,-0.1142,-0.1201,0.0004,0.0208,0.1475,?,-0.9735,0.0002,0.0132,0.9863,?,-0.3763,-0.0464,0.1234,0.9501,1.4972,1.5758,0.9028,2.2416,2.4831,0.0705,0.0105,0.1495,0,0,1,0.6876,0.1028,0.1495,0.0036,1.139,0.1983,-0.8427,-0.4904,?,?,?,?,?,SINISTRA_PANTALONI
0.1951,0.4823,0.6945,2.4791,-0.4357,-0.2606,0.9169,0.9575,3.5666,-0.6363,-0.0263,0.8421,0.9177,4.0958,-0.7188,1.4196,0.3327,0.5768,2.8806,0.0639,-0.7489,-7.431,0.1375,9.9224,-0.1835,-0.0185,0.7253,0.7568,1.204,1.0434,1.6602,1.5911,0.526,0.5727,1.4497,1.0888,2.7562,2.5314,0.5425,0.4392,-3.8246,0.8096,-7.0499,-8.7076,0.7922,0.7246,0.5611,0.9147,0.7083,0.7743,0.6951,0.6053,0.8606,0.8708,1.2381,1.4219,0.0012,2.1504,0.8917,0.2124,0.664,0.507,0.6685,0.3955,-0.1225,0.001,0.032,0.1586,?,-0.6731,0.0001,0.0103,0.6953,?,-0.462,0.0002,0.0148,0.4814,?,0.1821,0.2652,1.4567,3.1079,2.1591,0.6947,9.659,4.6619,0.4827,0.2281,0.3294,1.4441,1,1,1,0.2281,0.3294,1.4441,0.0029,1.2576,-0.9265,0.8832,-0.9515,?,?,?,?,?,SINISTRA_PANTALONI
-0.1503,5.7919,2.4066,10.9733,-0.7999,-0.9368,8.8438,2.9738,13.6723,-1.3822,-0.8073,11.4723,3.3871,29.1402,-0.6964,4.4701,7.6782,2.771,17.1984,0.0208,0.1604,0.1862,-0.0336,1.1605,-0.2096,-0.1806,0.8093,0.7105,0.8685,0.878,1.0732,1.2223,0.6549,0.5049,0.7543,0.7709,1.1518,1.4941,0.6147,0.4077,-13.3236,0.6632,-21.6739,-32.6826,1.0623,0.3549,0.3471,0.3341,0.3268,0.978,0.8026,0.3766,0.638,0.4692,0.795,1.6944,0.0045,6.6982,-0.6722,-0.0677,0.1343,0.1886,-0.1848,-0.1534,0.0202,0.008,0.0894,0.2795,-1.2371,0.0914,0.0074,0.0859,0.4498,-1.4742,0.3468,0.6925,0.8322,1.9818,-1.0013,0.221,0.0582,0.2634,1.0402,0.1074,0.1033,1.082,0.0115,0.0107,0.5768,0.1559,0.2703,0.6873,0.1262,0.1836,0.6215,0.141,0.2269,0.0013,1.1014,0.7495,0.9746,0.8287,?,?,?,?,?,SINISTRA_PANTALONI
0.4005,1.3661,1.1688,4.5142,-0.6741,0.2739,2.5609,1.6003,5.9426,-0.4874,0.0096,2.6412,1.6252,8.6992,-0.4089,2.3415,1.3213,1.1495,5.4902,0.1162,1.4625,41.7625,0.1711,28.5546,0.117,0.0041,0.7304,0.7192,1.0168,0.9847,1.3922,1.4138,0.5335,0.5172,1.0339,0.9696,1.9381,1.9989,0.9335,0.7199,-2.519,0.7712,-2.6985,-3.4989,0.6749,0.4367,0.4341,0.6471,0.6432,0.994,0.7596,0.5189,0.8222,0.6831,1.0824,1.5845,0.0017,3.4203,0.6872,0.0704,0.4374,0.2705,0.6084,0.6458,-0.0954,0.0028,0.0527,0.1966,-3.6394,-0.7247,0.0002,0.0146,0.7535,?,-0.429,0.0015,0.0392,0.4726,?,0.1317,0.2224,1.6891,3.6062,1.3459,0.3732,13.0049,1.8115,0.1393,0.2047,0.3263,1.5942,0,0,1,0.2609,0.416,1.5942,0.003,1.2522,-0.783,0.703,-0.2351,?,?,?,?,?,SINISTRA_PANTALONI
0.417,5.2959,2.3013,15.3487,-0.6958,-1.5663,9.7492,3.1224,20.7496,-1.387,-0.1058,10.6376,3.2615,15.1986,-0.9309,4.6982,6.2476,2.4995,14.4232,0.0237,-0.2662,-3.9414,0.0887,14.8059,-0.3334,-0.0225,0.737,0.7056,0.9207,0.9573,1.2492,1.3049,0.5432,0.4978,0.8477,0.9165,1.5605,1.7027,0.5223,0.8595,-17.9808,1.6454,-34.423,-20.9206,1.0412,1.1499,0.6126,1.1044,0.5884,0.5328,0.7397,1.0099,1.0642,1.3652,1.4386,1.0538,0.0057,7.1355,-0.5274,-0.1886,0.0181,0.6861,-0.2525,0.0316,-0.0722,0.0263,0.1622,0.4186,-5.6504,0.3119,0.0057,0.0755,0.3282,0.2873,0.8548,0.0062,0.0788,0.3155,0.6547,-0.2316,-0.0845,0.3649,2.1472,2.0578,0.9584,4.6103,4.2345,0.9185,-2.6876,-0.5943,0.2211,0.1367,0.0689,0.5039,1.2754,1.3266,1.0401,0.0032,1.2976,-0.2995,0.8688,0.1799,?,?,?,?,?,SINISTRA_PANTALONI
0.705,6.0697,2.4637,13.0527,-1.1967,-2.5579,14.1478,3.7614,14.4872,-10.2744,0.8357,12.2367,3.4981,13.4498,-0.3514,4.6222,18.8279,4.3391,15.2373,0.0403,-0.2756,0.8436,0.1525,-3.0607,-0.5534,0.1808,0.655,0.7043,0.5678,1.0753,0.8668,0.8062,0.429,0.496,0.3224,1.1562,0.7514,0.6499,0.5386,2.0331,-11.104,3.7748,-20.6166,-5.4616,4.6242,0.597,0.3742,0.1291,0.0809,0.6268,0.901,0.9705,0.8566,1.0771,0.9508,0.8827,0.0843,7.127,-0.5786,-0.0434,0.3804,-0.5435,-0.9575,0.688,-0.0959,0.0511,0.226,0.6361,-8.5265,0.1558,0.0038,0.0619,0.209,0.309,0.7799,0.0432,0.2079,0.6808,0.2432,-0.6154,-0.1229,0.1997,3.6531,1.087,0.2976,13.3451,1.1817,0.0885,-6.0922,-2.6026,0.4272,0.2208,0.0742,0.3362,3.0439,0.9345,0.307,0.0062,1.0983,-0.961,0.914,-0.9334,?,?,?,?,?,SINISTRA_PANTALONI
-0.8214,4.2514,2.0619,12.2888,-0.9273,-1.4413,11.0331,3.3216,17.1639,-1.6755,-0.2835,11.4129,3.3783,17.0252,-1.5025,4.8587,5.9224,2.4336,12.2769,0.0093,0.5699,2.8971,-0.1691,5.0836,-0.2966,-0.0584,0.6208,0.6103,0.8473,0.9832,1.3649,1.3882,0.3853,0.3725,0.7179,0.9667,1.8629,1.9271,0.5501,0.5784,-51.0783,1.0515,-92.8541,-88.3048,0.9939,0.9372,0.5145,0.943,0.5177,0.549,0.716,0.7218,1.001,1.0081,1.3981,1.3868,0.0061,7.4796,0.4313,-0.2121,-0.2609,0.5989,-0.4652,-0.2176,-0.2957,0.144,0.3794,1.1651,-0.9265,-0.2234,0.1261,0.3551,1.1385,-1.0037,-0.5045,0.2624,0.5122,1.5887,-1.3956,1.3235,0.586,0.4428,1.0687,0.7408,0.6932,1.1421,0.5488,0.4805,0.9825,0.6054,0.6162,1.0644,0.912,0.8568,1.0234,0.7334,0.7166,0.0023,1.5913,0.9688,0.9509,0.909,?,?,?,?,?,SINISTRA_PANTALONI
-0.6384,4.0741,2.0184,10.4929,-0.9589,-2.0423,9.2533,3.0419,16.7689,-2.0138,-0.746,12.4883,3.5339,23.949,-0.5065,4.9145,6.7981,2.6073,15.6576,0.0471,0.3126,0.8557,-0.1299,2.7375,-0.4156,-0.1518,0.6635,0.5712,0.7741,0.8608,1.1667,1.3554,0.4403,0.3262,0.5993,0.741,1.3611,1.837,0.4584,0.6379,-6.6308,1.3916,-14.4649,-10.3945,0.9627,0.337,0.326,0.35,0.3386,0.9674,0.6257,0.4381,0.6701,0.7002,1.071,1.5295,0.0082,7.6224,0.4062,-0.1025,-0.1021,0.6359,-0.3658,-0.133,-0.1941,0.097,0.3115,1.1247,-0.9708,-0.1167,0.1154,0.3397,1.1569,-0.9538,-0.3697,0.5411,0.7356,1.902,-1.0013,1.6628,0.5251,0.3158,0.9169,0.4234,0.4618,0.8407,0.1793,0.2132,0.981,0.5822,0.5935,0.9638,0.6005,0.623,0.9722,0.5913,0.6082,0.0016,1.4791,0.9711,0.7882,0.8598,?,?,?,?,?,SINISTRA_PANTALONI
-0.0072,1.0739,1.0363,4.2172,-0.5299,-0.3411,3.1588,1.7773,6.5609,-1.2851,0.1802,3.3125,1.82,8.6337,-0.4665,2.5631,1.1247,1.0605,5.7431,0.0633,0.0211,-0.0399,-0.0028,-1.8929,-0.1331,0.0703,0.5831,0.5694,0.9771,0.9765,1.6759,1.7162,0.34,0.3242,0.9548,0.9536,2.8086,2.9453,0.3959,0.5319,-3.7627,1.3435,-9.5043,-7.0744,0.9601,0.4682,0.4496,0.4877,0.4683,0.9602,0.6428,0.4885,0.7343,0.7599,1.1424,1.5033,0.0014,3.7658,0.6577,0.1113,0.147,0.597,0.1966,0.3803,-0.0908,0.0014,0.0372,0.1512,?,-0.7193,0,0.0064,0.7305,?,-0.532,0.0001,0.0089,0.5479,?,0.1263,0.1707,1.3521,5.8563,4.192,0.7158,34.2964,17.5727,0.5124,0.207,0.276,1.3334,1,1,1,0.207,0.276,1.3334,0.0032,1.3421,-0.6115,-0.0797,-0.2127,?,?,?,?,?,SINISTRA_PANTALONI
0.0412,0.92,0.9592,4.3345,-0.4047,0.08,1.7925,1.3388,6.268,-0.783,0.3861,3.2184,1.794,7.7472,-0.4797,2.2556,1.0005,1.0003,4.9433,0.0785,0.5155,0.1068,0.0183,0.2072,0.0355,0.1712,0.7164,0.5346,0.9589,0.7463,1.3385,1.7935,0.5133,0.2859,0.9195,0.5569,1.7915,3.2167,0.4537,0.4972,-2.9671,1.0959,-6.5406,-5.9679,0.8778,0.5894,0.5752,0.6715,0.6553,0.976,0.6915,0.5595,0.8768,0.8091,1.268,1.5672,0.0014,3.1905,0.5883,-0.1797,0.04,0.1915,0.2656,0.5452,-0.1718,0.0022,0.047,0.2515,?,-0.7106,0.0002,0.0157,0.73,?,-0.4939,0.0004,0.0209,0.5253,?,0.2418,0.348,1.4388,2.9988,2.2501,0.7503,8.993,5.0629,0.563,0.3446,0.4788,1.3896,1,1,1,0.3446,0.4788,1.3896,0.0032,1.3763,-0.9174,0.8855,-0.7726,?,?,?,?,?,SINISTRA_PANTALONI
0.183,0.8278,0.9098,4.203,-0.3749,0.0904,2.6521,1.6285,6.9694,-0.8648,0.2786,2.755,1.6598,7.4636,-0.5165,2.2137,1.4539,1.2058,4.9506,0.038,2.0243,0.6568,0.0827,0.3245,0.0408,0.1259,0.5587,0.5481,0.7546,0.9812,1.3506,1.3766,0.3121,0.3005,0.5694,0.9627,1.8242,1.895,0.3546,0.4508,-5.8526,1.2714,-16.5069,-12.9835,0.818,0.6212,0.594,0.7594,0.7262,0.9563,0.6031,0.5631,0.849,0.9338,1.4078,1.5076,0.0012,3.2101,0.6083,0.0958,0.1951,0.5526,0.4219,0.5098,-0.0947,0.0033,0.0575,0.1846,?,-0.7309,0.0002,0.0145,0.7575,?,-0.4932,0.0002,0.0151,0.5143,?,0.1296,0.1921,1.482,3.9632,3.7977,0.9582,15.7072,14.4226,0.9182,0.2437,0.3589,1.4728,1,1,1,0.2437,0.3589,1.4728,0.0031,1.3187,-0.6592,0.8094,-0.8782,?,?,?,?,?,SINISTRA_PANTALONI
-0.138,7.0056,2.6468,16.0616,-1.0452,-1.1623,15.5483,3.9431,22.1014,-0.7632,-0.1018,5.6079,2.3681,15.3235,-0.5165,4.4572,9.676,3.1106,15.7711,0.0238,0.1187,1.356,-0.031,11.4223,-0.2608,-0.0228,0.6712,1.1177,0.8509,1.6651,1.2676,0.7613,0.4506,1.2492,0.724,2.7726,1.6069,0.5796,0.858,1.5727,-21.3812,1.8329,-24.9189,-13.5952,0.6265,0.7772,0.4861,1.2406,0.7759,0.6255,0.7267,1.0482,1.0184,1.4423,1.4014,0.9716,0.0042,6.9418,-0.3133,-0.275,0.0968,0.357,-0.3696,0.239,-0.0522,0.0163,0.1276,0.4841,-1.5461,0.0182,0.0358,0.1892,0.7405,-2.4244,0.3781,0.624,0.7899,1.9271,-0.9868,-2.8688,-0.1379,0.0481,0.6747,0.1616,0.2395,0.4552,0.0261,0.0573,0.5607,0.3071,0.5478,0.8792,0.196,0.2229,0.6537,0.2512,0.3843,0.0014,1.1363,0.8757,0.9629,0.9199,?,?,?,?,?,SINISTRA_PANTALONI
-0.178,7.5752,2.7523,20.2589,-1.8634,-1.0402,11.7549,3.4285,16.0926,-0.9322,-0.2549,6.7014,2.5887,19.5005,-0.532,4.3916,7.9241,2.815,17.9638,0.0206,0.1712,0.6985,-0.0405,4.0812,-0.2369,-0.058,0.8028,1.0632,0.9777,1.3244,1.218,0.9196,0.6444,1.1304,0.956,1.7541,1.4834,0.8457,1.6981,1.9469,-34.862,1.1465,-20.53,-17.9065,0.8495,0.5558,0.3857,0.6543,0.4541,0.694,1.2589,1.0389,1.1278,0.8252,0.8958,1.0855,0.0039,6.8664,-0.5724,-0.4677,-0.0419,0.4392,-0.2267,0.1558,-0.006,0.0232,0.1524,0.5899,-1.0366,0.1034,0.0172,0.131,0.5355,-1.6336,0.4314,0.59,0.7681,1.9054,-0.9996,-0.0576,-0.0138,0.2398,1.163,0.1984,0.1706,1.3525,0.0394,0.0291,0.9038,0.3152,0.3487,1.4244,0.3039,0.2134,1.1015,0.3096,0.281,0.0016,1.1526,0.7186,0.9076,0.9166,?,?,?,?,?,SINISTRA_PANTALONI
-0.7422,9.0988,3.0164,17.5153,-1.0034,-1.5615,18.0006,4.2427,21.8612,-0.8562,-0.2067,17.9068,4.2316,18.505,-0.5617,5.9439,12.7082,3.5649,15.4975,0.0576,0.4753,3.591,-0.1249,7.5557,-0.2627,-0.0348,0.711,0.7128,0.8462,1.0026,1.1901,1.187,0.5055,0.5081,0.716,1.0052,1.4165,1.4091,0.8699,1.318,-9.253,1.5151,-10.6365,-7.0204,0.7424,0.7379,0.5316,0.9939,0.7161,0.7205,0.8012,0.9465,1.1302,1.1814,1.4106,1.1941,0.0063,9.1824,-0.1616,-0.5221,-0.2273,0.7186,0.3119,0.5013,0.069,0.0243,0.1559,0.4537,-0.7335,-0.309,0.0623,0.2496,0.9352,-1.7758,-0.4768,0.2595,0.5094,1.9357,-1.0014,-0.2234,-0.1448,0.648,0.6244,0.306,0.49,0.3899,0.0936,0.2401,0.3209,0.1982,0.6178,0.7768,0.2706,0.3483,0.4851,0.2344,0.4831,0.0021,1.2005,-0.4801,0.2642,0.6425,?,?,?,?,?,SINISTRA_PANTALONI
-0.1433,0.9839,0.9919,4.1238,-0.7519,-1.1892,2.7863,1.6692,6.4555,-1.6465,-0.219,3.3532,1.8312,7.8767,-0.5512,2.8014,0.7583,0.8708,4.2359,0.1987,0.1205,0.6543,-0.0512,5.4295,-0.4245,-0.0782,0.5942,0.5417,1.1391,0.9115,1.9169,2.1029,0.3531,0.2934,1.2975,0.8309,3.6744,4.4222,0.4407,0.6323,-1.6855,1.4349,-3.8248,-2.6656,0.965,0.4636,0.4453,0.4804,0.4615,0.9606,0.6388,0.5235,0.9735,0.8196,1.524,1.8595,0.0044,4.1132,0.4719,0.0266,-0.357,0.5406,-0.3192,0.2596,-0.1713,0.0044,0.066,0.2669,?,-0.6789,0.0002,0.0134,0.7011,?,-0.5452,0.0009,0.0302,0.5756,?,0.2524,0.3143,1.2452,4.93,2.1859,0.4434,24.305,4.7784,0.1966,0.3806,0.4636,1.218,1,1,1,0.3806,0.4636,1.218,0.0032,1.3955,-0.4873,0.8925,-0.6563,?,?,?,?,?,SINISTRA_PANTALONI
-0.0074,0.9093,0.9536,4.9141,-0.5686,0.0915,2.3075,1.519,7.0152,-0.6333,0.0646,3.6149,1.9013,8.2468,-0.5223,2.399,1.089,1.0435,4.9475,0.1092,-0.0806,-0.1143,-0.0031,1.4172,0.0382,0.0269,0.6278,0.5015,0.9138,0.7989,1.4557,1.822,0.3941,0.2515,0.835,0.6383,2.119,3.3196,0.6548,0.6295,-2.9363,0.9613,-4.484,-4.6642,0.7294,0.5783,0.564,0.7928,0.7733,0.9753,0.7005,0.5959,0.9932,0.8506,1.4179,1.6669,0.0004,3.5123,0.3724,-0.1178,0.1788,0.5443,0.4387,0.4874,-0.1199,0.002,0.0442,0.1897,?,-0.6936,0.0001,0.012,0.7214,?,-0.513,0.0009,0.0308,0.5593,?,0.1729,0.2338,1.3519,3.6939,1.4358,0.3887,13.645,2.0616,0.1511,0.263,0.3392,1.2899,1,1,1,0.263,0.3392,1.2899,0.0031,1.3265,-0.759,0.9463,-0.7662,?,?,?,?,?,SINISTRA_PANTALONI
-0.1711,0.7749,0.8803,3.5908,-1.1673,-0.8899,3.3465,1.8294,7.7096,-1.287,0.2886,3.079,1.7547,7.8776,-0.4813,2.5686,1.5072,1.2277,5.2403,0.0644,0.1922,-0.5927,-0.0666,-3.0835,-0.3465,0.1124,0.4812,0.5017,0.717,1.0425,1.4901,1.4293,0.2315,0.2517,0.5141,1.0869,2.2204,2.0429,0.4458,0.7556,-5.3639,1.6951,-12.0332,-7.0987,0.4915,0.3115,0.2958,0.6339,0.6019,0.9495,0.4658,0.4558,0.6852,0.9787,1.4712,1.5033,0.0033,3.8168,0.5469,0.1085,-0.1501,0.7224,-0.053,0.3335,-0.2049,0.0028,0.053,0.2736,?,-0.6535,0.0008,0.0274,0.6883,?,-0.5984,0.0009,0.0296,0.639,?,0.3136,0.3424,1.0921,1.9333,1.7905,0.9261,3.7375,3.2057,0.8577,0.3974,0.4281,1.0772,1,1,1,0.3974,0.4281,1.0772,0.0031,1.4568,-0.8635,0.8281,-0.9785,?,?,?,?,?,SINISTRA_PANTALONI
-0.3275,3.9192,1.9797,9.4929,-1.2412,0.0356,8.1041,2.8468,15.657,-0.8562,-0.2486,4.0568,2.0142,12.5367,-0.4802,3.2549,5.656,2.3782,9.037,0.0286,-9.2028,1.3173,-0.1006,-0.1431,0.0109,-0.0764,0.6954,0.9829,0.8324,1.4134,1.197,0.8469,0.4836,0.9661,0.6929,1.9977,1.4328,0.7173,0.728,1.2926,-19.7821,1.7757,-27.1745,-15.3037,0.5021,0.5001,0.4553,0.9959,0.9067,0.9104,0.6063,0.7572,1.0504,1.2489,1.7325,1.3873,0.0015,4.9451,-0.7667,0.0097,0.1282,0.5121,-0.0558,0.2092,-0.0001,0.0131,0.1147,0.4227,-3.5305,0.2905,0.0166,0.129,0.4621,0.2806,0.8335,0.0014,0.0375,0.1922,0.7813,-0.0003,-0.0001,0.3485,0.8891,3.059,3.4406,0.7905,9.3577,11.838,-1.8273,-0.4797,0.2625,0.1452,0.1062,0.7309,0.9147,2.1992,2.4043,0.0032,1.2113,-0.9912,0.7355,-0.7615,?,?,?,?,?,TASCA_GIACCA_ALTA
