@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.1314,3.7723,1.9422,16.7811,-1.3289,-0.1472,6.3012,2.5102,22.8131,-2.1909,-0.0354,2.7308,1.6525,15.1765,-0.8353,2.3071,7.5216,2.7426,18.8978,0.0026,-0.893,-3.7168,0.057,4.1622,-0.0638,-0.0153,0.7737,1.1753,0.7082,1.519,0.9153,0.6025,0.5987,1.3814,0.5015,2.3074,0.8377,0.3631,0.6113,1.3863,-191.2116,2.2677,-312.7918,-137.9342,1.0079,0.8714,0.3803,0.8646,0.3773,0.4364,0.7356,1.1057,0.888,1.5032,1.2072,0.8031,0.001,3.4946,0.338,0.2999,-0.0397,-0.1321,-0.2554,-0.013,1100,0,0,0,1,?,?,?,?,?,DESTRA_PANTALONI
-0.1243,2.1226,1.4569,10.7127,-0.9871,-0.404,1.9117,1.3826,11.7897,-0.8203,-0.1781,4.2563,2.0631,25.3289,-0.2928,1.91,4.8528,2.2029,20.3873,0.0012,0.3076,0.6977,-0.0651,2.2678,-0.2115,-0.0933,1.0537,0.7062,0.6614,0.6702,0.6276,0.9365,1.1103,0.4987,0.4374,0.4491,0.3939,0.8771,1.0016,0.9278,-218.6009,0.9263,-218.2491,-235.6221,0.8324,0.2752,0.2641,0.3306,0.3173,0.9599,0.9086,0.4229,0.5255,0.4655,0.5783,1.2424,0.0024,2.9517,0.3083,0.2043,0.2145,0.0864,-0.3025,0.2447,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.109,0.0149,0.122,1.7007,-0.2087,-0.0033,0.0842,0.2902,4.1119,-2.427,-0.0279,0.0406,0.2015,2.6381,-5.6801,0.2076,0.1093,0.3306,3.9246,0.0029,-33.467,-3.9025,0.5249,0.1166,-0.0157,-0.1345,0.4204,0.6055,0.3691,1.4402,0.8779,0.6096,0.1768,0.3666,0.1362,2.0742,0.7707,0.3716,0.1008,0.1309,-25.823,1.2982,-256.0903,-197.2663,1.1727,3.563,0.3575,3.0382,0.3048,0.1003,0.4136,0.6447,0.4334,1.5587,1.0477,0.6722,0.0006,0.3183,-0.8599,-0.8537,0.8234,0.8447,-0.7415,-0.857,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.0545,3.5684,1.889,8.8755,-0.9295,-0.3595,3.2781,1.8106,11.7434,-0.6643,-0.0784,2.323,1.5241,12.443,-0.3822,2.3637,3.7209,1.929,12.1838,0.0077,-0.1515,-0.6946,0.023,4.5845,-0.1521,-0.0332,1.0433,1.2394,0.9793,1.1879,0.9386,0.7901,1.0886,1.5361,0.959,1.4112,0.881,0.6243,0.9122,1.2426,-45.0564,1.3623,-49.3951,-36.2593,0.6519,0.511,0.3746,0.7838,0.5747,0.7332,0.7558,0.7133,0.7285,0.9438,0.9639,1.0213,0.0019,3.6528,0.4745,0.525,0.0227,0.647,-0.0294,0.0707,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.0719,0.0156,0.1249,0.8242,-0.4007,-0.3023,0.0854,0.2922,2.6326,-0.6966,-0.0628,0.013,0.1139,0.9952,-0.3939,0.3924,0.0605,0.246,1.7652,0.0229,-0.2378,-1.1451,0.1832,4.8152,-0.7705,-0.16,0.4274,1.0967,0.5077,2.5661,1.1879,0.4629,0.1826,1.2027,0.2577,6.5847,1.411,0.2143,0.2181,0.8384,-5.6965,3.8435,-26.1157,-6.7947,0.3792,0.8241,0.3257,2.1733,0.8589,0.3952,0.3131,0.8281,0.4669,2.6453,1.4914,0.5638,0.0017,0.5392,0.4338,0.1483,0.1021,0.6971,-0.3383,-0.131,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
-0.1188,0.0035,0.0591,0.3344,-5.783,-0.0749,0.0033,0.0576,0.3146,-2.0733,0.0319,0.003,0.0544,0.3289,-0.4508,0.1616,0.0044,0.0663,0.3199,0.0793,1.5854,-3.72,-0.7352,-2.3464,-0.4637,0.1976,1.0247,1.086,0.8903,1.0598,0.8688,0.8198,1.05,1.1795,0.7926,1.1233,0.7549,0.672,1.3433,2.7906,-10.3433,2.0775,-7.7002,-3.7065,0.4816,0.2175,0.1419,0.4517,0.2947,0.6524,1.0629,1.017,1.0455,0.9568,0.9837,1.0281,0.0008,0.2501,0.6183,-0.3026,-0.9345,0.4606,-0.6155,0.2483,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.0321,0.8445,0.919,6.4045,-0.4698,1.1897,4.1626,2.0402,7.0021,-0.1513,0.5725,3.0632,1.7502,9.0639,-0.2325,1.9621,5.9645,2.4422,10.4238,0.0064,0.027,0.0561,0.0164,2.078,0.6063,0.2918,0.4504,0.5251,0.3763,1.1657,0.8354,0.7166,0.2029,0.2757,0.1416,1.3589,0.6979,0.5136,2.2251,1.1974,-30.3255,0.5381,-13.6286,-25.3264,0.7164,0.5925,0.4153,0.827,0.5797,0.701,0.9147,0.7066,0.6144,0.7725,0.6717,0.8695,0.03,2.8143,0.4918,0.4726,0.5123,0.4914,0.9099,0.7468,125000,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.3886,9.1984,3.0329,27.6481,-2.0549,-0.6191,9.6381,3.1045,20.7503,-0.8596,-0.0973,10.4308,3.2297,46.036,-1.3624,3.985,13.9308,3.7324,28.8456,0.0107,-0.6277,-3.9944,0.0975,6.3639,-0.1553,-0.0244,0.9769,0.9391,0.8126,0.9613,0.8318,0.8653,0.9544,0.8819,0.6603,0.924,0.6919,0.7488,1.9389,0.7005,-59.7175,0.3613,-30.7992,-85.2487,0.8111,0.4644,0.3104,0.5726,0.3827,0.6683,1.3324,0.6006,0.9585,0.4507,0.7194,1.5959,0.0038,6.2545,-0.888,-0.4424,-0.1006,0.3515,0.1021,0.1117,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
-0.0524,0.0235,0.1534,0.8664,-1.0234,-0.118,0.0372,0.1929,1.1276,-1.7683,-0.0786,0.0202,0.1422,0.8111,-1.8277,0.2783,0.0264,0.1624,0.8663,0.0293,0.4439,0.6667,-0.1882,1.5019,-0.424,-0.2823,0.7953,1.0786,0.9447,1.3563,1.1879,0.8758,0.6324,1.1635,0.8924,1.8396,1.411,0.767,0.6084,0.8359,-16.73,1.374,-27.4987,-20.0141,1.0512,1.4929,0.4798,1.4201,0.4564,0.3214,0.7684,1.0682,1.0001,1.3903,1.3017,0.9362,0.0008,0.4327,-0.2572,-0.35,0.1084,0.9887,-0.6548,-0.6486,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
-0.131,0.007,0.0836,0.6535,-2.7424,-0.0632,0.0111,0.1055,0.7184,-1.7262,0.0065,0.0098,0.099,0.6281,-0.8975,0.2018,0.0084,0.0916,0.5052,0.0888,2.0739,-20.1799,-0.6492,-9.7302,-0.313,0.0322,0.7918,0.8438,0.9118,1.0657,1.1516,1.0806,0.6269,0.712,0.8314,1.1358,1.3262,1.1676,1.0527,1.6118,-9.7274,1.5311,-9.2404,-6.0349,0.6626,0.5275,0.3149,0.7961,0.4753,0.597,0.9096,1.0404,1.2935,1.1438,1.422,1.2433,0.0008,0.3098,0.0525,-0.3131,-0.5365,0.8948,-0.2392,0.0275,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.1526,8.8427,2.9737,25.9234,-2.0391,-0.5028,12.9643,3.6006,24.5657,-1.9075,-0.0204,6.3206,2.5141,15.7889,-1.0295,4.4636,8.4802,2.9121,23.0037,0.0305,-0.3035,-7.4661,0.0342,24.5983,-0.1127,-0.0046,0.8259,1.1828,1.0211,1.4322,1.2364,0.8633,0.6821,1.399,1.0427,2.0511,1.5288,0.7453,1.0792,2.1716,-24.0714,2.0122,-22.3043,-11.0844,1.0096,1.0965,0.3595,1.0861,0.3561,0.3279,1.0553,1.6419,1.1269,1.5559,1.0679,0.6864,0.0027,6.7636,-0.2707,-0.2858,-0.1303,-0.2198,-0.2459,0.0507,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.534,6.9943,2.6447,17.4623,-0.4029,-1.0218,4.9931,2.2345,18.721,-2.4948,0.0673,5.3804,2.3196,15.0675,-0.7119,3.6078,5.6852,2.3844,17.9659,0.0165,-0.5226,7.929,0.148,-15.1725,-0.2832,0.0187,1.1836,1.1402,1.1092,0.9633,0.9372,0.9728,1.4008,1.3,1.2303,0.928,0.8783,0.9464,0.3753,0.8004,-16.6673,2.1328,-44.4156,-20.825,2.3236,1.4142,0.6814,0.6086,0.2933,0.4818,0.9328,1.1589,0.972,1.2425,1.042,0.8387,0.0063,5.4454,0.1035,0.3648,0.4598,0.0439,-0.479,0.1837,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.2217,8.1156,2.8488,20.4406,-0.8992,-0.4557,5.5581,2.3576,17.082,-1.2823,0.0053,4.994,2.2347,18.1186,-0.8904,3.2453,8.3928,2.897,14.2792,0.012,-0.4865,41.5205,0.0683,-85.3462,-0.1404,0.0016,1.2084,1.2748,0.9834,1.055,0.8138,0.7714,1.4601,1.6251,0.967,1.113,0.6622,0.595,1.0083,1.134,-55.634,1.1246,-55.1736,-49.0614,1.438,1.123,0.7447,0.7809,0.5178,0.6631,1.1966,1.1282,1.4315,0.9428,1.1963,1.2689,0.0027,4.9545,0.0501,0.4024,0.0807,0.4102,-0.0469,0.1391,1100,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
