@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.5834,3.7161,1.9277,15.2847,-1.5819,0.0576,6.411,2.532,11.5376,-1.2344,0.3568,11.7771,3.4318,20.6015,-1.5712,4.2384,4.4113,2.1003,15.68,0.032,10.1261,1.6349,0.1376,0.1615,0.0136,0.0842,0.7613,0.5617,0.9178,0.7378,1.2055,1.6339,0.5796,0.3155,0.8424,0.5444,1.4533,2.6698,1.4692,0.7439,-18.0907,0.5063,-12.3129,-24.319,1.1465,0.7388,0.3655,0.6444,0.3188,0.4947,1.3248,0.7419,0.9748,0.56,0.7358,1.3139,0.0034,6.2355,-0.0818,0.5092,0.1597,0.3147,0.0187,0.0585,1.4115,244.8272,15.647,43.4,-1.4943,-8.3347,159.3358,12.6228,37.5775,-0.9745,-29.6203,7.8242,2.7972,36.6577,?,-0.1694,-0.0477,0.2814,1.2396,5.5938,4.5127,1.5365,31.291,20.3645,1.4019,0.7093,0.5059,0.9143,0,0,1.1549,1.1839,1.0251,0.154,58.6262,-0.9305,0.3404,-0.0129,DAVANTI_PANTALONI
0.5282,5.0864,2.2553,14.0469,-0.4348,-0.499,3.6349,1.9066,8.267,-0.9784,0.0547,13.718,3.7038,16.5409,-0.6232,4.1397,5.8336,2.4153,13.5404,0.0434,-1.0586,9.6655,0.1276,-9.1302,-0.1205,0.0132,1.1829,0.6089,0.9338,0.5148,0.7894,1.5335,1.3993,0.3708,0.8719,0.265,0.6231,2.3515,1.0412,0.6703,-6.9323,0.6438,-6.6581,-10.3424,2.3429,0.9607,0.6917,0.4101,0.2952,0.7199,1.6992,0.8492,1.0374,0.4998,0.6105,1.2216,0.0036,6.0602,-0.029,0.5885,0.6433,0.5062,-0.0091,0.4693,-4.505,178.8002,13.3716,37.2,-4.3913,-10.1969,79.097,8.8937,37.0106,-0.8353,-29.5952,6.2217,2.4943,33.38,?,0.4418,0.1522,0.3445,1.5035,5.3608,3.5656,2.2605,28.7383,12.7132,1.7987,0.9077,0.5046,0.3422,0,0,1.0051,1.1144,1.1088,0.1581,53.018,-0.7622,-0.4083,0.8549,DAVANTI_PANTALONI
0.1765,1.2771,1.1301,5.7464,-0.8745,0.1642,4.1049,2.0261,8.7551,-0.9541,0.3668,13.1097,3.6207,16.4503,-0.7861,3.9404,3.1574,1.7769,9.3879,0.0905,1.075,0.4811,0.0448,0.4476,0.0417,0.0931,0.5578,0.3121,0.636,0.5596,1.1402,2.0377,0.3111,0.0974,0.4045,0.3131,1.3001,4.152,0.6271,0.3703,-2.8694,0.5904,-4.5756,-7.7494,0.6842,0.3328,0.297,0.4864,0.434,0.8923,0.6563,0.3493,0.6121,0.5322,0.9326,1.7523,0.0022,5.7604,-0.0969,0.2686,0.4052,0.7376,0.1213,0.3362,3.3735,102.774,10.1377,32.9,-1.812,-17.8857,6.0358,2.4568,24.7817,?,-30.1593,2.0758,1.4408,33.5525,?,-0.1886,-0.1119,0.593,4.1264,7.0364,1.7052,17.0274,49.5114,2.9077,0.8555,0.6318,0.7386,0,0,1,1.3276,0.9806,0.7386,0.1761,57.7626,-0.466,0.3993,-0.8597,DAVANTI_PANTALONI
0.1725,1.9214,1.3861,9.4048,-0.6157,0.4929,2.408,1.5518,8.6917,-0.3849,0.1373,19.4161,4.4064,19.2085,-0.6158,4.2534,5.9456,2.4384,12.6011,0.0137,0.3499,1.2562,0.0406,3.5901,0.1159,0.0323,0.8933,0.3146,0.5685,0.3522,0.6364,1.8071,0.7979,0.099,0.3232,0.124,0.405,3.2656,1.4836,0.4896,-20.5504,0.33,-13.8519,-41.978,0.9275,0.4897,0.4556,0.5279,0.4913,0.9305,1.082,0.4896,0.7463,0.4525,0.6898,1.5243,0.0027,5.8436,-0.0699,0.1889,0.1147,0.59,0.3535,0.3761,-2.4325,74.795,8.6484,31.6,-3.7164,-2.8969,8.3682,2.8928,13.2007,-11.5385,-18.9305,7.7476,2.7835,24.2372,?,0.8397,0.1285,0.153,2.9897,3.1071,1.0393,8.938,9.6539,1.0801,2.0497,1.0273,0.5012,6.3639,0,0,2.3938,1.3038,0.5446,0.0965,28.9743,0.4327,0.8192,0.2578,DAVANTI_PANTALONI
0.6085,4.4372,2.1065,11.7898,-0.4848,-0.126,5.3659,2.3164,11.184,-1.3929,0.5354,17.7528,4.2134,17.1629,-0.8394,4.6079,6.9957,2.6449,11.26,0.0193,-4.8315,1.1366,0.1321,-0.2353,-0.0273,0.1162,0.9094,0.4999,0.7964,0.5498,0.8758,1.593,0.8269,0.2499,0.6343,0.3023,0.767,2.5377,0.5913,0.4915,-17.3964,0.8312,-29.422,-35.3969,1.6989,0.851,0.6916,0.5009,0.4071,0.8127,1.0542,0.6869,1.0471,0.6516,0.9933,1.5242,0.0041,6.6438,0.5098,0.6078,0.5298,0.524,0.0918,0.4331,-7.885,52.9403,7.276,29.5,-146.4911,-1.1468,71.6815,8.4665,34.9859,-0.2857,-19.2824,5.2898,2.3,22.1671,?,6.8759,0.4089,0.0595,0.8594,3.1635,3.6812,0.7385,10.008,13.5509,3.7687,1.3218,0.3507,0.0074,0,0,0.8432,1.3308,1.5783,0.1043,33.3639,-0.4697,-0.3396,0.9461,DAVANTI_PANTALONI
0.9776,4.1799,2.0445,10.3951,-0.4805,-0.2193,5.0589,2.2492,8.4359,-0.752,0.0843,13.6541,3.6951,16.0502,-0.55,4.4037,4.5108,2.1239,11.9346,0.0477,-4.457,11.5896,0.222,-2.6003,-0.0498,0.0192,0.909,0.5533,0.9626,0.6087,1.059,1.7398,0.8263,0.3061,0.9267,0.3705,1.1215,3.027,0.9317,0.5923,-5.6463,0.6357,-6.0602,-9.5326,1.4583,0.6781,0.5603,0.465,0.3842,0.8263,1.2323,0.6477,0.871,0.5256,0.7068,1.3448,0.005,6.6452,0.2446,0.6356,0.5573,0.7236,0.0928,0.3979,-7.0169,108.7578,10.4287,32.9,-15.0712,-10.5712,151.1611,12.2948,45.2626,-0.7342,-37.4496,15.9728,3.9966,40.7848,?,0.6638,0.1874,0.2823,0.8482,2.6094,3.0763,0.7195,6.8089,9.4637,1.61,0.7565,0.4699,0.0784,0,0,0.7269,0.8067,1.1098,0.1977,60.3185,-0.9238,-0.7854,0.9257,DAVANTI_PANTALONI
0.1221,0.7341,0.8568,6.9885,-0.4438,-0.321,0.7953,0.8918,4.8197,-4.7527,0.2035,1.5823,1.2579,7.0005,-0.5285,1.3593,1.4235,1.1931,5.5523,0.0296,-0.3803,0.6,0.0898,-1.5777,-0.2362,0.1497,0.9608,0.6811,0.7181,0.7089,0.7474,1.0543,0.9231,0.464,0.5157,0.5026,0.5587,1.1116,0.5395,0.8874,-12.6968,1.6451,-23.5364,-14.3071,5.7776,1.0569,0.846,0.1829,0.1464,0.8005,1.45,0.9983,1.2587,0.6885,0.868,1.2608,0.002,1.9525,0.1509,0.4606,0.4368,0.0686,-0.6192,0.2365,-26.3815,47.31,6.8782,42.917,?,-13.393,133.3111,11.546,54.691,-0.7021,-26.676,104.7059,10.2326,34.8005,?,1.9698,0.989,0.5021,0.5957,0.6722,1.1284,0.3549,0.4518,1.2732,1.9024,1.2332,0.6482,0,1,0,0.7847,1.2332,1.5716,0.1992,70.1157,-0.4341,-0.9493,0.6346,DAVANTI_PANTALONI
0.6722,6.7266,2.5936,16.1277,-0.5917,-0.8973,5.6671,2.3806,11.6933,-2.3499,-0.0128,5.8473,2.4181,16.0183,-1.1868,3.06,10.1343,3.1834,11.4462,0.0125,-0.7491,-52.4398,0.2197,70.0011,-0.2932,-0.0042,1.0895,1.0725,0.8147,0.9845,0.7478,0.7596,1.187,1.1504,0.6637,0.9692,0.5592,0.577,0.7309,0.6897,-41.2438,0.9436,-56.4262,-59.8011,2.9026,1.3832,0.8741,0.4765,0.3011,0.6319,1.3792,1.0068,1.409,0.73,1.0216,1.3994,0.003,4.5847,0.3693,0.6114,0.3291,0.1225,-0.5884,0.0972,4.5205,155.6694,12.4768,40.0787,-0.8817,-6.6987,139.086,11.7935,42.0578,-0.5043,-41.6294,9.7035,3.115,44.7586,?,-0.6748,-0.1086,0.1609,1.0579,4.0053,3.786,1.1192,16.0426,14.3336,1.3319,0.4196,0.315,0.7618,0,0,0.9529,0.8954,0.9397,0.1119,66.6298,-0.7089,-0.5344,0.887,DAVANTI_PANTALONI
0.6784,11.7998,3.4351,19.7616,-0.5204,-0.9963,12.3509,3.5144,17.0038,-1.1962,0.026,13.5866,3.686,21.7394,-1.1164,5.4549,9.435,3.0716,15.1063,0.066,-0.6809,26.0686,0.1244,-38.2877,-0.1826,0.0048,0.9774,0.9319,1.1183,0.9534,1.1441,1.2,0.9554,0.8685,1.2507,0.9091,1.3091,1.44,0.7303,0.5898,-6.3351,0.8076,-8.6744,-10.7407,1.6788,1.2654,0.8036,0.7537,0.4787,0.6351,1.1622,0.909,1.3082,0.7822,1.1256,1.4391,0.0031,8.3892,-0.0618,0.4708,0.55,0.056,-0.2806,0.2156,0.0983,119.5217,10.9326,32.9376,-2.1735,-5.3445,287.4711,16.955,54.8996,-0.5722,-38.1717,53.42,7.3089,43.4387,?,-0.0184,-0.0026,0.14,0.6448,1.4958,2.3198,0.4158,2.2374,5.3813,1.1291,0.5193,0.46,0.2972,0,0,0.6,0.7583,1.2638,0.0996,63.9137,-0.5986,-0.7051,0.9613,DAVANTI_PANTALONI
0.5291,4.9501,2.2249,14.2467,-0.5932,-0.837,7.1317,2.6705,13.326,-1.5226,-0.4473,9.4121,3.0679,14.8439,-1.0411,4.3845,3.4502,1.8575,9.5543,0.0724,-0.6321,-1.1828,0.1207,1.8712,-0.1909,-0.102,0.8331,0.7252,1.1978,0.8705,1.4377,1.6516,0.6941,0.5259,1.4347,0.7577,2.067,2.7279,0.6595,0.7006,-7.1145,1.0623,-10.7875,-10.1546,1.6927,1.2296,0.8682,0.7264,0.5129,0.7061,1.0691,0.9598,1.4911,0.8977,1.3948,1.5536,0.0029,6.5593,0.3492,0.1439,0.168,0.1598,-0.306,0.1653,-3.3913,109.3013,10.4547,36.6577,-3.9677,-7.0138,155.4446,12.4677,53.5187,-0.441,-40.051,41.5858,6.4487,44.0994,?,0.4835,0.0847,0.1751,0.8385,1.6212,1.9334,0.7032,2.6283,3.7379,1.7876,0.6639,0.3714,0.1987,0,0,0.685,0.8313,1.2136,0.1088,60.786,-0.3982,-0.7241,0.8856,DAVANTI_PANTALONI
