@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.9474,2.1481,1.4657,8.0142,-1.7977,0.9153,9.2,3.0332,11.9803,-0.6715,9.8954,6.8259,2.6126,8.3628,0.4506,10.542,6.696,2.5877,8.3793,0.4647,-1.0351,-0.0957,-0.0899,0.0925,0.0868,0.9387,0.4832,0.561,0.5664,1.161,1.1722,1.0097,0.2335,0.3147,0.3208,1.3478,1.374,1.0194,1.0699,-0.7508,-0.7081,-0.7017,-0.6618,0.9431,0.3997,0.1882,0.183,0.4709,0.4579,0.9725,0.6689,0.9583,0.9564,1.4326,1.4298,0.998,0.1997,13.8802,-0.0046,0.3046,0.2814,-0.6112,-0.5149,0.978,-0.1074,0.0284,0.1684,0.5326,-2.5462,-0.4178,0.0056,0.075,0.5118,?,-0.4869,0.0205,0.1433,0.6644,?,0.257,0.2205,0.8581,2.2439,1.1751,0.5237,5.0352,1.3808,0.2742,0.7473,0.5756,0.7703,0,0,1,1.0408,0.8017,0.7703,0.013,1.0704,-0.404,-0.9852,0.5314,DAVANTI_PANTALONI
-0.1737,21.7938,4.6684,13.2818,-0.698,-7.4698,20.09,4.4822,23.2803,-1.6637,11.3904,28.0772,5.2988,20.4825,-0.0251,15.1065,27.3225,5.2271,19.7491,0.1558,0.0233,-0.0153,-0.0115,-0.6558,-0.4945,0.754,1.0415,0.881,0.8931,0.8459,0.8575,1.0137,1.0848,0.7762,0.7977,0.7155,0.7353,1.0276,0.3755,10.9023,-1.4984,29.0358,-3.9906,-0.1374,0.895,0.3915,0.3344,0.4374,0.3736,0.8542,0.5705,0.6484,0.6725,1.1366,1.1788,1.0371,0.1434,23.7989,0.1777,-0.5073,-0.3613,-0.7495,-0.8351,0.9647,0.2225,0.0103,0.1017,0.2843,0.2688,-0.4421,0.0161,0.1267,0.5527,?,0.644,0.0121,0.1099,0.3678,0.5214,-0.5032,0.3455,-0.6866,0.8026,0.9253,1.1529,0.6442,0.8562,1.3292,-0.1891,0.2609,-1.3793,0,0.506,0,0.5145,0.773,1.5025,0.0085,1.3086,0.9556,-0.9869,-0.983,DAVANTI_PANTALONI
1.3952,1.017,1.0085,3.066,-0.1145,1.6774,10.3831,3.2223,9.6354,-0.6467,10.1958,6.0905,2.4679,7.7499,0.4029,11.0529,4.0377,2.0094,6.6379,0.5027,0.8318,0.1368,0.1262,0.1645,0.1518,0.9225,0.313,0.4086,0.5019,1.3057,1.6036,1.2282,0.0979,0.167,0.2519,1.7048,2.5716,1.5084,0.0832,-0.0602,-0.0469,-0.7235,-0.5639,0.7795,0.4702,0.2119,0.2061,0.4508,0.4384,0.9724,0.3182,0.3956,0.4619,1.2433,1.4516,1.1675,0.237,14.922,-0.0295,0.594,0.5935,-0.6821,-0.6047,0.9864,0.501,0.0228,0.151,0.4461,0.3157,-0.097,0.012,0.1097,0.3362,-2.4275,0.7204,0.0004,0.0201,0.0619,0.9187,-5.1658,0.6954,-0.1346,1.3759,7.5234,5.468,1.8931,56.6022,29.8985,-0.8642,0.2942,-0.3405,6.6452,0.8562,0.1288,1.3267,7.2026,5.4288,0.0201,1.3478,-0.9885,-0.9373,0.8768,DAVANTI_PANTALONI
-0.5946,0.0106,0.1029,0.7816,?,9.3909,0.0202,0.1421,0.5488,0.9433,9.5898,0.0084,0.0914,0.3212,0.967,13.4359,0.0227,0.1507,0.5755,0.958,-0.0633,-0.062,-0.0443,0.9793,0.6989,0.7137,0.7237,1.1253,0.6823,1.5549,0.9429,0.6064,0.5237,1.2662,0.4656,2.4177,0.889,0.3677,-0.0856,-0.083,-0.0595,0.9694,0.6952,0.7171,0,0,0,0.9938,0.7061,0.7105,1.4241,2.4336,1.3582,1.7089,0.9537,0.5581,0.2687,19.5753,0.4734,-0.0275,0.2716,0.6919,0.9456,0.8883,0.5806,0,0.0005,0.0018,0.9968,-0.1487,0,0.0012,0.1511,?,-0.7491,0,0.0008,0.7498,?,-3.9036,-0.7751,0.1986,0.4182,0.5775,1.3809,0.1749,0.3335,1.9069,-3.8381,-0.7735,0.2015,0,0,1,0.0122,0.0025,0.2015,0.0192,1.4784,0.1991,0.5132,-0.7358,DAVANTI_PANTALONI
-0.5213,0.0081,0.09,0.8074,?,10.9056,0.0252,0.1586,0.6906,0.9385,9.5956,0.0165,0.1286,0.4837,0.9509,14.5358,0.0401,0.2002,0.827,0.9447,-0.0478,-0.0543,-0.0359,1.1365,0.7503,0.6601,0.5676,0.7002,0.4496,1.2335,0.7922,0.6422,0.3222,0.4902,0.2022,1.5216,0.6276,0.4124,-0.0766,-0.0862,-0.0572,1.1254,0.7466,0.6635,0,0,0,1.1402,0.7515,0.6591,1.1691,1.6691,0.9763,1.4276,0.8351,0.585,0.2907,21.0225,0.4225,0.2208,0.3279,0.9489,0.9886,0.9829,0.5423,0,0.0001,0.0003,0.9994,-0.2149,0,0.0006,0.2156,?,-0.7556,0,0.0007,0.7569,?,-2.5235,-0.7178,0.2844,0.1312,0.1167,0.8897,0.0172,0.0136,0.7915,-2.5146,-0.7164,0.2849,0,0,1,0.0015,0.0004,0.2849,0.0191,1.5128,-0.4373,-2.5939,-0.9185,DAVANTI_PANTALONI
-0.0152,11.1603,3.3407,12.7435,-1.4543,-6.5686,16.2823,4.0351,15.6069,-26.3941,12.5867,6.6819,2.5849,12.7944,0.2021,15.1526,6.094,2.4686,11.2781,0.3983,0.0023,-0.0012,-0.001,-0.5219,-0.4335,0.8307,0.8279,1.2924,1.3533,1.561,1.6346,1.0471,0.6854,1.6702,1.8314,2.4368,2.6719,1.0965,0.5022,-2.3303,-1.0117,-4.6404,-2.0146,0.4341,9.1137,0.3238,0.277,0.0355,0.0304,0.8555,0.8165,0.996,1.1299,1.2198,1.3838,1.1344,0.1434,21.8799,-0.3073,-0.2829,-0.1334,0.1766,-0.5497,0.6468,0.4764,0.0136,0.1167,0.3687,0.3822,-0.4552,0.0114,0.1068,0.5883,?,0.6568,0.0003,0.017,0.0598,0.9122,-1.0467,0.7253,-0.693,1.093,6.8811,6.2954,1.1947,47.3496,39.6325,-0.3877,0.3673,-0.9472,0,0.8765,0,0.6267,6.1655,9.8386,0.0094,1.5884,0.8384,0.3634,-0.0589,DAVANTI_PANTALONI
0.2624,0.0094,0.097,0.4789,0.0894,3.901,0.0647,0.2543,1.268,0.7153,9.5958,0.0128,0.113,0.4662,0.9524,10.3646,0.0272,0.1648,0.7989,0.9258,0.0673,0.0273,0.0253,0.4065,0.3764,0.9258,0.3812,0.8577,0.5883,2.2499,1.5431,0.6858,0.1453,0.7357,0.3461,5.062,2.3811,0.4704,0.0148,0.005,0.0047,0.3415,0.3196,0.9359,0.1181,0.0537,0.0488,0.4547,0.4136,0.9098,0.3777,1.0273,0.5995,2.7201,1.5872,0.5835,0.2072,13.7592,0.1023,0.1557,0.1749,0.3543,0.7993,0.8464,0.2226,0,0.0007,0.0023,0.9896,0.5839,0,0.0002,0.0008,0.9986,0.0756,0,0.0005,0.0024,0.9685,0.3813,2.9463,7.728,3.6731,1.2803,0.3486,13.4915,1.6393,0.1215,0.3796,2.9964,7.8936,0.3831,2.9326,7.6558,2.8199,0.9696,0.3438,0.0126,0.8821,0.5091,-0.3161,0.7332,DAVANTI_PANTALONI
-0.5052,0.8892,0.943,3.2226,-1.0055,-0.5644,3.6132,1.9008,8.1364,-0.5805,9.9708,2.2868,1.5122,5.8403,0.5438,10.2087,2.5637,1.6012,5.7823,0.5532,0.8951,-0.0507,-0.0495,-0.0566,-0.0553,0.9767,0.4961,0.6236,0.5889,1.257,1.1872,0.9445,0.2461,0.3888,0.3468,1.58,1.4093,0.892,0.5407,-0.2321,-0.2257,-0.4294,-0.4175,0.9724,0.3121,0.1255,0.1242,0.4022,0.3978,0.9892,0.3961,0.5518,0.5573,1.3931,1.4071,1.01,0.1961,12.5623,0.1882,-0.9049,-0.8839,-0.0709,0.003,0.9919,0.1953,0.0019,0.0435,0.1815,0.457,-0.441,0.0073,0.0853,0.5182,?,0.3661,0.0019,0.044,0.1328,0.7084,-0.4428,0.5334,-1.2047,0.5097,0.9885,1.9395,0.2598,0.9771,3.7616,-0.2948,0.4735,-1.6062,0,0.734,0,0.3503,1.3669,3.9025,0.0119,1.0023,-0.132,0.7098,-0.6533,DAVANTI_PANTALONI
-0.2367,1.9656,1.402,5.1255,-1.9486,0.1246,6.2904,2.5081,10.9494,-1.2972,10.0542,8.547,2.9235,11.1893,0.2167,10.5061,7.5845,2.754,8.69,0.3954,-1.9002,-0.0235,-0.0225,0.0124,0.0119,0.957,0.559,0.4796,0.5091,0.8579,0.9107,1.0616,0.3125,0.23,0.2592,0.736,0.8294,1.1269,0.5478,-1.094,-0.5959,-1.997,-1.0878,0.5447,0.3647,0.1217,0.1209,0.3337,0.3316,0.9938,0.4681,0.4581,0.5898,0.9786,1.26,1.2876,0.1972,13.1291,-0.0095,0.5672,0.5692,-0.1696,-0.2454,0.9842,-0.167,0.0278,0.1668,0.4548,-7.4315,-0.2103,0.0078,0.0881,0.3706,?,-0.5045,0.0071,0.0841,0.5856,?,0.7943,0.331,0.4167,1.8927,1.983,1.0477,3.5825,3.9322,1.0976,1.0817,0.6845,0.6328,0,0,1,1.2273,0.7766,0.6328,0.0112,0.8972,0.9129,-0.9039,-0.9039,DAVANTI_PANTALONI
-0.0402,7.5557,2.7488,8.566,-0.6796,0.6751,8.0407,2.8356,15.0339,-1.5365,11.5704,21.5705,4.6444,14.103,0.2665,12.3626,18.6652,4.3203,12.9989,0.3329,-0.0596,-0.0035,-0.0033,0.0583,0.0546,0.9359,0.9694,0.5918,0.6362,0.6105,0.6563,1.075,0.9397,0.3503,0.4048,0.3728,0.4308,1.1557,0.3806,-0.6763,-0.5344,-1.777,-1.4041,0.7902,0.8605,0.2652,0.2618,0.3083,0.3042,0.9868,0.5698,0.6074,0.659,1.066,1.1566,1.0849,0.1183,16.5573,0.1893,-0.0248,-0.0245,-0.4952,-0.5152,0.9907,-0.4653,0.0938,0.3063,1.0864,-1.2988,-0.2082,0.0317,0.178,0.6301,-0.9668,-0.5438,0.2203,0.4694,1.6792,-0.9554,2.2352,0.8557,0.3828,1.7212,0.6526,0.3791,2.9624,0.4258,0.1437,1.9817,0.7481,0.3775,1.4751,0.5503,0.3731,1.7241,0.647,0.3752,0.0076,1.543,0.9903,0.9802,0.9939,DAVANTI_PANTALONI
