@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-2.0741,18.0229,4.2453,13.5991,-8.726,1.4651,6.9599,2.6382,10.8409,-1.255,-2.0741,18.0229,4.2453,13.5991,-8.726,5.5643,22.7945,4.7744,16.4633,0.0993,-1.4156,1,-0.3727,-0.7064,0.2633,-0.3727,1.6092,1,0.8892,0.6214,0.5526,0.8892,2.5895,1,0.7907,0.3862,0.3053,0.7907,2.0222,1,-6.7194,0.4945,-3.3228,-6.7194,0.2908,1,0.0765,3.4384,0.263,0.0765,1.2544,1,0.826,0.7972,0.6585,0.826,0.0188,8.187,0.926,1,-0.9801,0.926,-0.9221,-0.9801,?,?,?,?,?,?,?,?,?,?,PANTALONI
-1.6749,14.2872,3.7798,22.9127,-4.9396,0.8723,7.9467,2.819,10.3918,-1.7506,-1.6749,14.2872,3.7798,22.9127,-4.9396,4.6121,21.621,4.6498,27.5248,0.0051,-1.9202,1,-0.3632,-0.5208,0.1891,-0.3632,1.3408,1,0.8129,0.7458,0.6063,0.8129,1.7979,1,0.6608,0.5562,0.3675,0.6608,2.8811,1,-135.2565,0.3471,-46.9463,-135.2565,1.0211,1,0.1394,0.9794,0.1366,0.1394,2.2049,1,0.8324,0.4535,0.3775,0.8324,0.0126,6.9221,0.598,1,-0.9293,0.598,-0.6135,-0.9293,?,?,?,?,?,?,?,?,?,?,PANTALONI
0.6285,12.7041,3.5643,17.029,-1.1149,5.2294,2.2997,1.5165,7.9756,0.3211,0.6285,12.7041,3.5643,17.029,-1.1149,6.709,10.8345,3.2916,13.4345,0.2233,0.1202,1,0.0937,8.3199,0.7795,0.0937,2.3504,1,1.0828,0.4255,0.4607,1.0828,5.5242,1,1.1726,0.181,0.2123,1.1726,-2.3801,1,-2.3244,-0.4201,0.9766,-2.3244,0.6854,1,0.4655,1.4589,0.6792,0.4655,2.1352,1,1.2676,0.4684,0.5937,1.2676,0.0265,10.0199,-0.0902,1,0.3621,-0.0902,0.8253,0.3621,?,?,?,?,?,?,?,?,?,?,PANTALONI
0.0298,2.6773,1.6363,8.5079,-0.705,-9.1724,4.7508,2.1796,17.6088,?,0.0298,2.6773,1.6363,8.5079,-0.705,9.4572,4.7998,2.1908,13.1782,0.2541,-0.0032,1,0.0032,-307.7663,-0.9699,0.0032,0.7507,1,0.7469,1.3321,0.9949,0.7469,0.5635,1,0.5578,1.7745,0.9898,0.5578,0.1998,1,-0.7836,5.0056,-3.9223,-0.7836,0,1,0.2824,0,0,0.2824,0.4832,1,0.6456,2.0697,1.3362,0.6456,0.0456,11.6569,0.2146,1,-0.1323,0.2146,-0.9793,-0.1323,?,?,?,?,?,?,?,?,?,?,PANTALONI
-8.5677,34.1979,5.8479,20.5593,-25.0911,-0.7505,20.4462,4.5217,19.6738,-1.4606,-8.5677,34.1979,5.8479,20.5593,-25.0911,13.5857,51.644,7.1864,29.3941,0.0294,11.416,1,-0.6306,0.0876,-0.0552,-0.6306,1.2933,1,0.8137,0.7732,0.6292,0.8137,1.6726,1,0.6622,0.5979,0.3959,0.6622,1.693,1,-22.2355,0.5907,-13.1337,-22.2355,0.0986,1,0.026,10.147,0.264,0.026,1.045,1,0.6994,0.9569,0.6693,0.6994,0.0616,20.7572,0.8342,1,-0.9613,0.8342,-0.7521,-0.9613,?,?,?,?,?,?,?,?,?,?,PANTALONI
-8.1405,21.4199,4.6282,25.7413,-3.3117,-3.4975,17.9182,4.233,21.421,-2.1203,-8.1405,21.4199,4.6282,25.7413,-3.3117,12.9534,37.733,6.1427,27.6306,0.0362,2.3275,1,-0.6284,0.4296,-0.27,-0.6284,1.0934,1,0.7534,0.9146,0.6891,0.7534,1.1954,1,0.5677,0.8365,0.4749,0.5677,1.3583,1,-19.0438,0.7362,-14.0204,-19.0438,0.8696,1,0.2082,1.1499,0.2395,0.2082,1.2017,1,0.9316,0.8322,0.7753,0.9316,0.0605,20.8949,0.4424,1,-0.9285,0.4424,-0.5895,-0.9285,?,?,?,?,?,?,?,?,?,?,PANTALONI
3.0646,23.4618,4.8437,21.1984,-0.2433,2.856,6.0153,2.4526,12.0578,-0.4056,3.0646,23.4618,4.8437,21.1984,-0.2433,7.3232,26.2495,5.1234,22.5757,0.0656,1.073,1,0.4185,0.932,0.39,0.4185,1.9749,1,0.9454,0.5063,0.4787,0.9454,3.9004,1,0.8938,0.2564,0.2292,0.8938,1.1922,1,-2.6155,0.8388,-2.1938,-2.6155,1.9876,1,0.7057,0.5031,0.355,0.7057,1.7581,1,0.939,0.5688,0.5341,0.939,0.0285,11.0938,-0.1494,1,0.9354,-0.1494,0.0043,0.9354,?,?,?,?,?,?,?,?,?,?,PANTALONI
6.3077,28.2599,5.316,32.7206,-0.4823,3.3596,21.8167,4.6708,30.3735,-0.161,6.3077,28.2599,5.316,32.7206,-0.4823,11.2218,43.2684,6.5779,34.4187,0.0395,1.8775,1,0.5621,0.5326,0.2994,0.5621,1.1381,1,0.8082,0.8786,0.7101,0.8082,1.2953,1,0.6531,0.772,0.5042,0.6531,2.5281,1,-7.5179,0.3956,-2.9737,-7.5179,0.8437,1,0.616,1.1852,0.7301,0.616,1.0773,1,0.9507,0.9283,0.8825,0.9507,0.0515,17.651,-0.2284,1,0.7038,-0.2284,0.3309,0.7038,?,?,?,?,?,?,?,?,?,?,PANTALONI
7.4124,0.4388,0.6624,3.2766,0.6398,6.4894,0.1958,0.4424,2.134,0.7245,7.4124,0.4388,0.6624,3.2766,0.6398,12.3394,0.8117,0.901,4.5219,0.6969,1.1422,1,0.6007,0.8755,0.5259,0.6007,1.4971,1,0.7352,0.668,0.4911,0.7352,2.2414,1,0.5405,0.4462,0.2412,0.5405,1.0371,1,0.5598,0.9642,0.5397,0.5598,1.1744,1,0.6097,0.8515,0.5192,0.6097,1.5354,1,0.7246,0.6513,0.4719,0.7246,0.0677,21.3141,0.3526,1,0.9694,0.3526,0.5714,0.9694,?,?,?,?,?,?,?,?,?,?,PANTALONI
7.5539,0.6131,0.783,4.1609,0.5811,6.3213,0.2227,0.4719,2.3851,0.6827,7.5539,0.6131,0.783,4.1609,0.5811,12.4284,1.0633,1.0312,5.3408,0.663,1.195,1,0.6078,0.8368,0.5086,0.6078,1.6593,1,0.7594,0.6027,0.4576,0.7594,2.7534,1,0.5766,0.3632,0.2094,0.5766,1.1246,1,0.5493,0.8892,0.4885,0.5493,1.3213,1,0.6267,0.7568,0.4743,0.6267,1.7445,1,0.7791,0.5732,0.4466,0.7791,0.0671,21.429,0.23,1,0.9735,0.23,0.4453,0.9735,?,?,?,?,?,?,?,?,?,?,PANTALONI
5.6457,15.4294,3.928,16.7021,-0.2098,6.3372,2.0935,1.4469,6.5935,0.3778,5.6457,15.4294,3.928,16.7021,-0.2098,11.339,8.2868,2.8787,14.2528,0.2906,0.8909,1,0.4979,1.1225,0.5589,0.4979,2.7148,1,1.3645,0.3683,0.5026,1.3645,7.3702,1,1.8619,0.1357,0.2526,1.8619,-0.7233,1,-0.4961,-1.3826,0.6858,-0.4961,1.3028,1,0.6872,0.7676,0.5275,0.6872,2.5331,1,1.1719,0.3948,0.4626,1.1719,0.051,18.2168,-0.8124,1,0.8855,-0.8124,-0.5532,0.8855,?,?,?,?,?,?,?,?,?,?,PANTALONI
4.7556,13.7445,3.7074,17.56,-0.2379,3.9271,9.5182,3.0852,12.9302,-0.1585,4.7556,13.7445,3.7074,17.56,-0.2379,8.9234,18.0343,4.2467,19.8037,0.0564,1.211,1,0.5329,0.8258,0.4401,0.5329,1.2017,1,0.873,0.8322,0.7265,0.873,1.444,1,0.7621,0.6925,0.5278,0.7621,1.9075,1,-2.8482,0.5242,-1.4932,-2.8482,1.271,1,0.6759,0.7868,0.5318,0.6759,1.3581,1,0.8867,0.7363,0.6529,0.8867,0.0421,14.2847,0.1082,1,0.8988,0.1082,0.4013,0.8988,?,?,?,?,?,?,?,?,?,?,PANTALONI
2.1134,23.3606,4.8333,23.3276,-0.2127,5.4939,5.1088,2.2603,11.7531,-0.2447,2.1134,23.3606,4.8333,23.3276,-0.2127,8.0339,26.402,5.1383,27.145,0.0543,0.3847,1,0.2631,2.5996,0.6838,0.2631,2.1384,1,0.9406,0.4676,0.4399,0.9406,4.5726,1,0.8848,0.2187,0.1935,0.8848,1.7711,1,-2.6232,0.5646,-1.4811,-2.6232,2.0371,1,0.6701,0.4909,0.329,0.6701,1.9848,1,0.8594,0.5038,0.433,0.8594,0.0334,11.1918,0.1517,1,0.9311,0.1517,0.4185,0.9311,?,?,?,?,?,?,?,?,?,?,PANTALONI
2.0094,12.4327,3.526,17.2672,-0.1822,1.9699,4.7766,2.1855,11.6186,-0.5056,2.0094,12.4327,3.526,17.2672,-0.1822,5.0473,16.1224,4.0153,21.2016,0.0334,1.0201,1,0.3981,0.9803,0.3903,0.3981,1.6133,1,0.8781,0.6198,0.5443,0.8781,2.6029,1,0.7711,0.3842,0.2963,0.7711,0.6821,1,-3.6368,1.466,-5.3317,-3.6368,1.8927,1,0.6659,0.5283,0.3518,0.6659,1.4862,1,0.8144,0.6729,0.548,0.8144,0.0186,7.6828,0.1752,1,0.9351,0.1752,0.3149,0.9351,?,?,?,?,?,?,?,?,?,?,PANTALONI
8.1846,1.1119,1.0545,6.0354,0.4639,5.6498,1.3652,1.1684,4.6536,0.4528,8.1846,1.1119,1.0545,6.0354,0.4639,12.9588,1.5531,1.2462,5.8944,0.65,1.4487,1,0.6316,0.6903,0.436,0.6316,0.9025,1,0.8461,1.1081,0.9376,0.8461,0.8145,1,0.7159,1.2278,0.879,0.7159,1.3561,1,0.477,0.7374,0.3518,0.477,1.3237,1,0.6684,0.7555,0.505,0.6684,1.2969,1,1.0239,0.7711,0.7895,1.0239,0.0664,22.0189,-0.2932,1,0.8943,-0.2932,0.1575,0.8943,?,?,?,?,?,?,?,?,?,?,PANTALONI
8.772,0.6771,0.8229,4.3513,0.6142,4.6321,0.4998,0.707,3.0981,0.546,8.772,0.6771,0.8229,4.3513,0.6142,13.2769,0.932,0.9654,5.425,0.6717,1.8938,1,0.6607,0.528,0.3489,0.6607,1.164,1,0.8524,0.8591,0.7323,0.8524,1.3548,1,0.7265,0.7381,0.5363,0.7265,1.8593,1,0.624,0.5378,0.3356,0.624,1.6528,1,0.6825,0.605,0.4129,0.6825,1.4045,1,0.8021,0.712,0.5711,0.8021,0.0683,22.1761,-0.5675,0.9999,0.9712,-0.5675,-0.3566,0.9712,?,?,?,?,?,?,?,?,?,?,PANTALONI
8.1865,0.98,0.9899,5.9664,0.5058,5.4881,0.7082,0.8415,3.567,0.5107,8.1865,0.98,0.9899,5.9664,0.5058,12.8607,1.4269,1.1945,7.1955,0.6013,1.4917,1,0.6366,0.6704,0.4267,0.6366,1.1763,1,0.8287,0.8501,0.7045,0.8287,1.3838,1,0.6868,0.7227,0.4963,0.6868,1.6399,1,0.5627,0.6098,0.3431,0.5627,1.656,1,0.669,0.6039,0.404,0.669,1.6727,1,0.8292,0.5978,0.4957,0.8292,0.0689,21.8611,-0.2983,1,0.9509,-0.2983,0.0084,0.9509,?,?,?,?,?,?,?,?,?,?,PANTALONI
2.7208,9.0295,3.0049,24.7511,-1.1017,8.058,29.8421,5.4628,41.9326,-0.0722,2.7208,9.0295,3.0049,24.7511,-1.1017,9.9806,28.0253,5.2939,41.3184,0.0435,0.3376,1,0.2726,2.9617,0.8074,0.2726,0.5501,1,0.5676,1.818,1.0319,0.5676,0.3026,1,0.3222,3.3049,1.0648,0.3222,4.5933,1,-6.9015,0.2177,-1.5025,-6.9015,0.3011,1,0.2726,3.3207,0.9053,0.2726,0.5903,1,0.599,1.6942,1.0149,0.599,0.046,14.3922,-0.2904,1,0.0243,-0.2904,0.908,0.0243,?,?,?,?,?,?,?,?,?,?,GIACCA
1.5058,7.6976,2.7744,14.4953,-0.2893,5.2594,7.5324,2.7445,15.8771,-0.0793,1.5058,7.6976,2.7744,14.4953,-0.2893,6.4684,13.2826,3.6445,20.7283,0.0295,0.2863,1,0.2328,3.4928,0.8131,0.2328,1.0109,1,0.7613,0.9892,0.753,0.7613,1.0219,1,0.5795,0.9785,0.5671,0.5795,2.788,1,-5.168,0.3587,-1.8537,-5.168,0.7643,1,0.5264,1.3085,0.6888,0.5264,0.913,1,0.6993,1.0953,0.766,0.6993,0.0284,9.6159,0.6036,1,0.8182,0.6036,0.9035,0.8182,?,?,?,?,?,?,?,?,?,?,GIACCA
2.2714,6.8974,2.6263,12.1982,-0.2385,5.1925,6.7549,2.599,11.5043,0.0577,2.2714,6.8974,2.6263,12.1982,-0.2385,6.8477,10.9392,3.3074,13.5514,0.1194,0.4374,1,0.3317,2.2861,0.7583,0.3317,1.0105,1,0.7941,0.9896,0.7858,0.7941,1.0211,1,0.6305,0.9793,0.6175,0.6305,-3.3358,1,-1.2787,-0.2998,0.3833,-1.2787,0.8067,1,0.64,1.2396,0.7933,0.64,1.0603,1,0.9001,0.9431,0.8489,0.9001,0.0312,10.3942,0.3312,1,0.8375,0.3312,0.7352,0.8375,?,?,?,?,?,?,?,?,?,?,GIACCA
2.7208,9.0295,3.0049,24.7511,-1.1017,8.058,29.8421,5.4628,41.9326,-0.0722,2.7208,9.0295,3.0049,24.7511,-1.1017,9.9806,28.0253,5.2939,41.3184,0.0435,0.3376,1,0.2726,2.9617,0.8074,0.2726,0.5501,1,0.5676,1.818,1.0319,0.5676,0.3026,1,0.3222,3.3049,1.0648,0.3222,4.5933,1,-6.9015,0.2177,-1.5025,-6.9015,0.3011,1,0.2726,3.3207,0.9053,0.2726,0.5903,1,0.599,1.6942,1.0149,0.599,0.046,14.3922,-0.2904,1,0.0243,-0.2904,0.908,0.0243,?,?,?,?,?,?,?,?,?,?,GIACCA
1.5058,7.6976,2.7744,14.4953,-0.2893,5.2594,7.5324,2.7445,15.8771,-0.0793,1.5058,7.6976,2.7744,14.4953,-0.2893,6.4684,13.2826,3.6445,20.7283,0.0295,0.2863,1,0.2328,3.4928,0.8131,0.2328,1.0109,1,0.7613,0.9892,0.753,0.7613,1.0219,1,0.5795,0.9785,0.5671,0.5795,2.788,1,-5.168,0.3587,-1.8537,-5.168,0.7643,1,0.5264,1.3085,0.6888,0.5264,0.913,1,0.6993,1.0953,0.766,0.6993,0.0284,9.6159,0.6036,1,0.8182,0.6036,0.9035,0.8182,?,?,?,?,?,?,?,?,?,?,GIACCA
2.2714,6.8974,2.6263,12.1982,-0.2385,5.1925,6.7549,2.599,11.5043,0.0577,2.2714,6.8974,2.6263,12.1982,-0.2385,6.8477,10.9392,3.3074,13.5514,0.1194,0.4374,1,0.3317,2.2861,0.7583,0.3317,1.0105,1,0.7941,0.9896,0.7858,0.7941,1.0211,1,0.6305,0.9793,0.6175,0.6305,-3.3358,1,-1.2787,-0.2998,0.3833,-1.2787,0.8067,1,0.64,1.2396,0.7933,0.64,1.0603,1,0.9001,0.9431,0.8489,0.9001,0.0312,10.3942,0.3312,1,0.8375,0.3312,0.7352,0.8375,?,?,?,?,?,?,?,?,?,?,GIACCA
-1.0525,7.1137,2.6671,13.7205,-2.9027,4.2922,4.4905,2.1191,10.2868,-0.0946,-1.0525,7.1137,2.6671,13.7205,-2.9027,5.3665,10.5568,3.2491,14.9787,0.1006,-0.2452,1,-0.1961,-4.0781,0.7998,-0.1961,1.2586,1,0.8209,0.7945,0.6522,0.8209,1.5842,1,0.6738,0.6313,0.4254,0.6738,11.4734,1,-6.0881,0.0872,-0.5306,-6.0881,0.3741,1,0.2111,2.673,0.5642,0.2111,1.3338,1,0.916,0.7497,0.6868,0.916,0.024,7.8395,-0.3608,1,-0.7343,-0.3608,0.8474,-0.7343,?,?,?,?,?,?,?,?,?,?,GIACCA
-4.2709,15.6768,3.9594,14.4108,-3.4436,3.4781,8.3285,2.8859,12.8611,-0.3962,-4.2709,15.6768,3.9594,14.4108,-3.4436,8.2259,20.5954,4.5382,14.7734,0.0791,-1.228,1,-0.5192,-0.8144,0.4228,-0.5192,1.372,1,0.8725,0.7289,0.6359,0.8725,1.8823,1,0.7612,0.5313,0.4044,0.7612,3.0601,1,-8.8066,0.3268,-2.8779,-8.8066,0.3521,1,0.2022,2.8404,0.5742,0.2022,1.1205,1,0.9755,0.8925,0.8706,0.9755,0.0371,13.0775,0.1786,1,-0.8885,0.1786,0.1139,-0.8885,?,?,?,?,?,?,?,?,?,?,GIACCA
7.8755,1.1202,1.0584,6.8852,0.4485,5.9157,0.5776,0.76,2.985,0.5924,7.8755,1.1202,1.0584,6.8852,0.4485,12.6592,1.6068,1.2676,8.2096,0.5562,1.3313,1,0.6221,0.7512,0.4673,0.6221,1.3926,1,0.835,0.7181,0.5996,0.835,1.9392,1,0.6972,0.5157,0.3595,0.6972,1.2902,1,0.5441,0.775,0.4217,0.5441,1.7045,1,0.6748,0.5867,0.3959,0.6748,2.3066,1,0.8387,0.4335,0.3636,0.8387,0.0725,21.6668,-0.3025,1,0.9603,-0.3025,-0.0284,0.9603,?,?,?,?,?,?,?,?,?,?,GIACCA
8.0565,1.0869,1.0425,6.0521,0.4822,5.7522,0.4806,0.6932,3.1219,0.5944,8.0565,1.0869,1.0425,6.0521,0.4822,12.7902,1.968,1.4028,8.2965,0.5317,1.4006,1,0.6299,0.714,0.4497,0.6299,1.5039,1,0.7432,0.6649,0.4942,0.7432,2.2617,1,0.5523,0.4421,0.2442,0.5523,1.2318,1,0.5985,0.8118,0.4858,0.5985,1.5184,1,0.6598,0.6586,0.4345,0.6598,1.9386,1,0.7295,0.5158,0.3763,0.7295,0.069,21.8653,0.1806,1,0.9747,0.1806,0.3952,0.9747,?,?,?,?,?,?,?,?,?,?,GIACCA
1.6083,10.0448,3.1694,16.0247,-0.2154,2.3941,16.0403,4.005,19.7928,-1.534,1.6083,10.0448,3.1694,16.0247,-0.2154,5.7264,14.2435,3.7741,21.6151,0.0248,0.6718,1,0.2809,1.4886,0.4181,0.2809,0.7913,1,0.8398,1.2637,1.0612,0.8398,0.6262,1,0.7052,1.5969,1.1261,0.7052,0.237,1,-5.172,4.2194,-21.8227,-5.172,1.688,1,0.5949,0.5924,0.3524,0.5949,0.8096,1,0.7414,1.2351,0.9157,0.7414,0.0173,8.3635,-0.6018,1,0.9205,-0.6018,-0.6285,0.9205,?,?,?,?,?,?,?,?,?,?,GIACCA
2.0323,15.1,3.8859,19.1418,-0.1771,3.2524,14.7451,3.8399,19.4774,-0.7894,2.0323,15.1,3.8859,19.1418,-0.1771,6.8623,16.6926,4.0857,22.2921,0.0405,0.6249,1,0.2962,1.6004,0.474,0.2962,1.012,1,0.9511,0.9882,0.9399,0.9511,1.0241,1,0.9046,0.9765,0.8833,0.9046,0.3352,1,-3.0591,2.9832,-9.1259,-3.0591,1.4939,1,0.6999,0.6694,0.4685,0.6999,0.9828,1,0.8587,1.0175,0.8737,0.8587,0.0228,9.9216,-0.6092,1,0.9115,-0.6092,-0.4813,0.9115,?,?,?,?,?,?,?,?,?,?,GIACCA
1.6083,10.0448,3.1694,16.0247,-0.2154,2.3941,16.0403,4.005,19.7928,-1.534,1.6083,10.0448,3.1694,16.0247,-0.2154,5.7264,14.2435,3.7741,21.6151,0.0248,0.6718,1,0.2809,1.4886,0.4181,0.2809,0.7913,1,0.8398,1.2637,1.0612,0.8398,0.6262,1,0.7052,1.5969,1.1261,0.7052,0.237,1,-5.172,4.2194,-21.8227,-5.172,1.688,1,0.5949,0.5924,0.3524,0.5949,0.8096,1,0.7414,1.2351,0.9157,0.7414,0.0173,8.3635,-0.6018,1,0.9205,-0.6018,-0.6285,0.9205,?,?,?,?,?,?,?,?,?,?,GIACCA
2.0323,15.1,3.8859,19.1418,-0.1771,3.2524,14.7451,3.8399,19.4774,-0.7894,2.0323,15.1,3.8859,19.1418,-0.1771,6.8623,16.6926,4.0857,22.2921,0.0405,0.6249,1,0.2962,1.6004,0.474,0.2962,1.012,1,0.9511,0.9882,0.9399,0.9511,1.0241,1,0.9046,0.9765,0.8833,0.9046,0.3352,1,-3.0591,2.9832,-9.1259,-3.0591,1.4939,1,0.6999,0.6694,0.4685,0.6999,0.9828,1,0.8587,1.0175,0.8737,0.8587,0.0228,9.9216,-0.6092,1,0.9115,-0.6092,-0.4813,0.9115,?,?,?,?,?,?,?,?,?,?,GIACCA
-2.5687,19.5378,4.4202,30.201,-22.7184,2.7536,4.8446,2.201,13.5134,-0.2137,-2.5687,19.5378,4.4202,30.201,-22.7184,5.4658,34.8238,5.9012,39.9805,0.0235,-0.9329,1,-0.47,-1.072,0.5038,-0.47,2.0082,1,0.749,0.498,0.373,0.749,4.0329,1,0.561,0.248,0.1391,0.561,12.1568,1,-30.0201,0.0823,-2.4694,-30.0201,0.1144,1,0.0311,8.744,0.2719,0.0311,2.2349,1,0.7554,0.4474,0.338,0.7554,0.0241,8.3063,-0.3564,1,-0.9781,-0.3564,0.4853,-0.9781,?,?,?,?,?,?,?,?,?,?,GIACCA
