@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
3.4809,20.3751,4.5139,20.5835,-0.4172,4.0079,11.3691,3.3718,13.0151,-0.2472,3.4809,20.3751,4.5139,20.5835,-0.4172,8.4528,20.9662,4.5789,19.4414,0.0576,0.8685,1,0.4118,1.1514,0.4742,0.4118,1.3387,1,0.9858,0.747,0.7364,0.9858,1.7922,1,0.9718,0.558,0.5423,0.9718,2.3491,1,-5.0957,0.4257,-2.1693,-5.0957,1.3918,1,0.704,0.7185,0.5058,0.704,1.5815,1,1.0588,0.6323,0.6695,1.0588,0.0317,11.9524,-0.8117,1,0.8584,-0.8117,-0.4858,0.8584,?,?,?,?,?,?,?,?,?,?,PANTALONI
2.9333,22.988,4.7946,21.2989,-0.1607,3.9557,13.2748,3.6435,14.9752,-0.4812,2.9333,22.988,4.7946,21.2989,-0.1607,8.1615,25.4977,5.0495,22.8659,0.1302,0.7416,1,0.3594,1.3485,0.4847,0.3594,1.3159,1,0.9495,0.7599,0.7215,0.9495,1.7317,1,0.9016,0.5775,0.5206,0.9016,0.606,1,-0.8611,1.6502,-1.4209,-0.8611,1.8151,1,0.698,0.5509,0.3846,0.698,1.4223,1,0.9315,0.7031,0.6549,0.9315,0.0287,11.6468,-0.8218,1,0.906,-0.8218,-0.6097,0.906,?,?,?,?,?,?,?,?,?,?,PANTALONI
1.503,2.5467,1.5958,7.0707,-0.3048,6.5726,3.4974,1.8701,7.7114,0.2964,1.503,2.5467,1.5958,7.0707,-0.3048,7.1738,4.8437,2.2008,9.6346,0.2796,0.2287,1,0.2095,4.3731,0.9162,0.2095,0.8533,1,0.7251,1.1719,0.8497,0.7251,0.7282,1,0.5258,1.3733,0.7221,0.5258,-0.5084,1,-0.4417,-1.9671,0.8689,-0.4417,0.4944,1,0.4052,2.0226,0.8195,0.4052,0.9169,1,0.7339,1.0906,0.8004,0.7339,0.0345,9.909,0.3292,1,0.5924,0.3292,0.9463,0.5924,?,?,?,?,?,?,?,?,?,?,PANTALONI
1.5378,2.5172,1.5866,11.1651,-0.1897,4.7175,3.9093,1.9772,11.5168,0.089,1.5378,2.5172,1.5866,11.1651,-0.1897,5.5194,5.4647,2.3377,15.4602,0.1565,0.326,1,0.2786,3.0678,0.8547,0.2786,0.8024,1,0.6787,1.2462,0.8458,0.6787,0.6439,1,0.4606,1.553,0.7154,0.4606,-1.5827,1,-0.6204,-0.6318,0.392,-0.6204,0.7424,1,0.512,1.3469,0.6897,0.512,0.9695,1,0.7222,1.0315,0.7449,0.7222,0.026,8.0751,0.2825,1,0.6467,0.2825,0.8851,0.6467,?,?,?,?,?,?,?,?,?,?,PANTALONI
2.9866,10.5703,3.2512,14.4659,-0.0454,3.433,11.8502,3.4424,14.0453,-0.5527,2.9866,10.5703,3.2512,14.4659,-0.0454,6.9922,13.725,3.7047,16.3486,0.1668,0.87,1,0.4271,1.1495,0.491,0.4271,0.9445,1,0.8776,1.0588,0.9292,0.8776,0.892,1,0.7701,1.1211,0.8634,0.7701,0.1257,1,-0.1921,7.9526,-1.5276,-0.1921,1.5297,1,0.7052,0.6537,0.461,0.7052,1.0299,1,0.8848,0.9709,0.8591,0.8848,0.0272,10.5431,-0.6397,1,0.9291,-0.6397,-0.4231,0.9291,?,?,?,?,?,?,?,?,?,?,PANTALONI
3.3592,16.4041,4.0502,16.922,-0.077,5.4992,12.0303,3.4685,14.4254,-0.1475,3.3592,16.4041,4.0502,16.922,-0.077,8.8049,20.1208,4.4856,18.7641,0.1585,0.6109,1,0.3815,1.6371,0.6246,0.3815,1.1677,1,0.9029,0.8564,0.7732,0.9029,1.3636,1,0.8153,0.7334,0.5979,0.8153,0.6521,1,-0.3421,1.5334,-0.5246,-0.3421,1.2499,1,0.7047,0.8001,0.5638,0.7047,1.1731,1,0.9018,0.8525,0.7688,0.9018,0.0363,12.4522,-0.6334,1,0.8251,-0.6334,-0.1461,0.8251,?,?,?,?,?,?,?,?,?,?,PANTALONI
3.2395,30.0516,5.4819,24.2334,-0.1417,3.0804,34.632,5.8849,23.9763,-0.7869,3.2395,30.0516,5.4819,24.2334,-0.1417,9.182,40.9034,6.3956,29.9575,0.0344,1.0517,1,0.3528,0.9509,0.3355,0.3528,0.9315,1,0.8571,1.0735,0.9202,0.8571,0.8677,1,0.7347,1.1524,0.8467,0.7347,0.2848,1,-2.8157,3.5106,-9.8849,-2.8157,1.5819,1,0.6841,0.6321,0.4325,0.6841,1.0107,1,0.8089,0.9894,0.8003,0.8089,0.0285,13.5538,-0.8084,1,0.8978,-0.8084,-0.5696,0.8978,?,?,?,?,?,?,?,?,?,?,PANTALONI
1.5825,17.3072,4.1602,19.506,-0.2639,3.9812,20.7351,4.5536,20.783,-0.8455,1.5825,17.3072,4.1602,19.506,-0.2639,7.809,15.2279,3.9023,19.6153,0.1135,0.3975,1,0.2026,2.5158,0.5098,0.2026,0.9136,1,1.0661,1.0946,1.1669,1.0661,0.8347,1,1.1365,1.1981,1.3617,1.1365,0.4277,1,-1.6213,2.3379,-3.7906,-1.6213,1.3705,1,0.6975,0.7297,0.5089,0.6975,0.9386,1,0.9944,1.0655,1.0595,0.9944,0.0243,11.2742,-0.6763,1,0.8275,-0.6763,-0.4428,0.8275,?,?,?,?,?,?,?,?,?,?,PANTALONI
3.2927,27.4071,5.2352,23.9323,-0.2112,2.5756,33.7502,5.8095,25.4771,-0.884,3.2927,27.4071,5.2352,23.9323,-0.2112,8.7821,39.7561,6.3052,29.7787,0.0202,1.2785,1,0.3749,0.7822,0.2933,0.3749,0.9011,1,0.8303,1.1097,0.9214,0.8303,0.8121,1,0.6894,1.2314,0.8489,0.6894,0.3491,1,-6.7835,2.8649,-19.4342,-6.7835,1.4612,1,0.6501,0.6844,0.4449,0.6501,0.9394,1,0.8037,1.0646,0.8555,0.8037,0.0279,13.1229,-0.8026,1,0.9277,-0.8026,-0.6418,0.9277,?,?,?,?,?,?,?,?,?,?,PANTALONI
2.5977,18.1355,4.2586,15.2654,-0.0501,2.4262,3.3664,1.8348,6.7612,-0.3577,2.5977,18.1355,4.2586,15.2654,-0.0501,5.7666,25.7668,5.0761,19.0698,0.0727,1.0707,1,0.4505,0.934,0.4207,0.4505,2.321,1,0.8389,0.4308,0.3615,0.8389,5.3873,1,0.7038,0.1856,0.1306,0.7038,0.4086,1,-0.4871,2.4474,-1.1921,-0.4871,2.9192,1,0.7069,0.3426,0.2422,0.7069,2.2578,1,0.8005,0.4429,0.3546,0.8005,0.0253,8.1736,-0.8712,1,0.9758,-0.8712,-0.7762,0.9758,?,?,?,?,?,?,?,?,?,?,PANTALONI
