@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-1.3041,18.2736,4.2748,23.8357,-1.7088,-1.4058,97.774,9.8881,51.1032,-1.0305,0.1141,13.6305,3.692,19.0759,-1.0504,8.299,64.4939,8.0308,27.6537,0.0394,0.9276,-11.4291,-0.1571,-12.3205,-0.1694,0.0137,0.4323,1.1579,0.5323,2.6783,1.2313,0.4597,0.1869,1.3406,0.2833,7.1732,1.516,0.2113,0.5798,1.5387,-13.2581,2.6539,-22.868,-8.6167,0.3496,0.9458,0.3057,2.7052,0.8743,0.3232,0.4664,1.2495,0.8619,2.6789,1.848,0.6898,0.019,12.3505,0.7542,-0.5785,-0.4509,-0.8087,-0.3878,0.2539,-27.8605,296.2206,17.2111,51.1765,-3.8334,19.9062,219.7699,14.8246,39.1037,0.0627,-0.6275,24.4242,4.9421,17.0441,-0.8342,-1.3996,44.399,-31.7228,1.161,3.4826,2.9997,1.3479,12.1282,8.998,-15.5193,5.2362,-0.3374,0.2538,1.1394,4.4895,1.3087,3.0026,2.2943,0.3425,54.0604,0.908,-0.4908,-0.7867,1100,0,0,0,1,DESTRA_PANTALONI
0.0705,14.8872,3.8584,23.7974,-0.7207,-1.4728,36.1101,6.0092,23.6571,-1.7382,0.3649,12.8536,3.5852,15.0799,-0.5011,7.2097,14.1783,3.7654,16.6646,0.0541,-0.0478,0.1931,0.0098,-4.0359,-0.2043,0.0506,0.6421,1.0762,1.0247,1.6761,1.5959,0.9521,0.4123,1.1582,1.05,2.8093,2.5469,0.9066,0.6637,1.98,-10.4577,2.9832,-15.7565,-5.2817,1.6008,1.3767,0.785,0.86,0.4904,0.5702,1.0059,1.5781,1.428,1.5688,1.4196,0.9049,0.0153,10.8194,0.2797,0.0992,0.3401,-0.8367,-0.3521,0.5548,23.6423,42.2561,6.5005,21.875,0.3037,31.6938,15.6486,3.9558,14.743,0.6472,-22.8729,57.0747,7.5548,38.5239,?,0.746,-1.0336,-1.3856,1.6433,0.8604,0.5236,2.7003,0.7404,0.2742,0.3528,-0.2477,-0.7021,0.7518,0,0,1.4838,0.5678,0.3827,0.4661,78.2091,-0.0922,0.802,0.4646,1100,0,0,0,1,DESTRA_PANTALONI
-0.6465,0.0881,0.2969,1.2121,?,-0.3925,1.0992,1.0484,3.9747,-0.7442,-0.1568,0.6427,0.8017,3.1607,-0.5992,1.4155,0.4229,0.6503,2.7385,0.0942,1.6472,4.1227,-0.4567,2.5028,-0.2773,-0.1108,0.2832,0.3703,0.4565,1.3078,1.6121,1.2327,0.0802,0.1372,0.2084,1.7104,2.599,1.5196,0.7148,1.0235,-4.2569,1.432,-5.9558,-4.1591,0,0,0,1.153,0.7538,0.6538,0.305,0.3835,0.4426,1.2575,1.4514,1.1542,0.0151,2.2374,0.6496,0.5902,-0.0996,0.9951,0.0402,0.0746,13.1152,0.4622,0.6799,2.2,0.8451,-42.9258,0.1074,0.3277,43.7372,?,-8.8344,1.676,1.2946,10.7717,?,-0.3055,-1.4846,4.8589,2.0744,0.5252,0.2532,4.303,0.2758,0.0641,-0.2744,-1.1143,4.0604,0,0,1,0.0503,0.2042,4.0604,0.897,64.8755,0.5698,0.0713,-0.6464,1100,0,0,0,1,DESTRA_PANTALONI
-0.4547,2.1239,1.4574,6.3332,-1.3913,-1.7199,8.4626,2.909,9.8388,-2.5607,0.2968,2.4445,1.5635,6.0334,-0.495,3.7055,2.5528,1.5977,5.6174,0.2098,0.2644,-1.5319,-0.1227,-5.7942,-0.4641,0.0801,0.501,0.9321,0.9121,1.8606,1.8207,0.9786,0.251,0.8688,0.832,3.4618,3.315,0.9576,0.5208,1.8444,-2.4709,3.5418,-4.7447,-1.3397,0.9585,0.6563,0.3726,0.6847,0.3887,0.5677,0.6437,1.0497,1.1274,1.6307,1.7515,1.074,0.0354,5.4054,0.2721,0.2517,-0.1183,-0.3644,-0.851,0.4134,-28.9436,39.3386,6.272,36.3965,?,40.1858,25.532,5.0529,15.4272,0.6793,0.5828,0.7003,0.8369,3.6134,-0.3126,-0.7202,-49.6666,68.9579,1.2413,7.4948,6.038,1.5408,56.1718,36.4573,-1.1136,42.293,-37.9785,0,0,17.4768,2.3592,10.0726,4.2694,0.9711,69.935,0.9855,0.7147,0.6562,1100,0,0,0,1,DESTRA_PANTALONI
0.6929,2.7398,1.6552,5.957,-0.5652,-1.027,0.9999,1,3.873,-3.6403,0.4121,3.8546,1.9633,6.3364,-1.2421,2.7723,1.6136,1.2703,4.4626,0.1454,-0.6747,1.6814,0.2499,-2.4922,-0.3705,0.1487,1.6553,0.8431,1.3031,0.5093,0.7872,1.5456,2.74,0.7108,1.6979,0.2594,0.6197,2.3888,0.708,0.6128,-2.8323,0.8656,-4.0004,-4.6217,4.5597,1.3467,0.7288,0.2953,0.1598,0.5412,1.5381,0.9401,1.3349,0.6112,0.8679,1.4199,0.0256,4.4626,-0.5863,0.3097,0.5775,0.0994,-0.7692,0.1442,-95.2331,9.4911,3.0808,99.3546,?,66.2364,47.712,6.9074,17.8111,0.758,-17.9598,54.3078,7.3694,37.9503,?,-1.4378,5.3026,-3.688,0.446,0.418,0.9373,0.1989,0.1748,0.8785,-1.7804,2.618,-1.4704,0,1,0,5.5782,2.618,0.4693,2.3017,179.4293,-0.1605,-0.6377,0.8585,1100,0,0,0,1,DESTRA_PANTALONI
-1.7901,22.7429,4.769,17.2352,-1.0494,-3.9598,23.2257,4.8193,18.4725,-2.3531,0.1053,25.0049,5.0005,17.3464,-0.7901,8.4202,18.9692,4.3554,16.3382,0.0166,0.4521,-17.0021,-0.2126,-37.6099,-0.4703,0.0125,0.9896,0.9537,1.095,0.9638,1.1065,1.1481,0.9792,0.9095,1.1989,0.9288,1.2244,1.3182,0.6808,1.1527,-32.0473,1.6931,-47.0737,-27.8025,1.5266,0.8679,0.5062,0.5685,0.3316,0.5833,0.933,0.9936,1.0549,1.0649,1.1306,1.0617,0.0439,13.1842,0.9238,0.2098,-0.6086,0.2969,-0.7446,0.0813,-25.4649,103.4658,10.1718,40.2649,?,-20.201,155.6442,12.4757,40.892,-3.6462,-16.5275,98.8199,9.9408,29.7882,-4.1011,1.2606,1.5408,1.2223,0.8153,1.0232,1.255,0.6648,1.047,1.575,1.2547,1.6813,1.34,0,0,1.5072,0.9847,1.3517,1.3728,0.3683,64.7021,-0.9247,-0.8622,0.9756,1100,0,0,0,1,DESTRA_PANTALONI
-0.4253,1.9897,1.4106,6.3431,-0.9931,-0.5837,29.6255,5.4429,24.1006,-1.1189,0.6125,14.6221,3.8239,15.9903,-0.744,5.8245,13.2088,3.6344,14.9135,0.0495,0.7285,-0.6944,-0.073,-0.9531,-0.1002,0.1052,0.2592,0.3689,0.3881,1.4234,1.4976,1.0521,0.0672,0.1361,0.1506,2.0261,2.2429,1.107,0.2483,0.4633,-4.0735,1.8656,-16.4028,-8.7922,0.2798,0.3471,0.2028,1.2405,0.7249,0.5844,0.2632,0.3967,0.4253,1.5072,1.616,1.0722,0.0193,8.467,-0.3294,0.4234,0.2362,-0.9204,-0.2342,0.3575,-89.4911,10.1709,3.1892,93.5,?,2.7334,23.4673,4.8443,17.6875,-0.2094,1.8074,28.5153,5.34,15.5,-0.6644,-32.7396,-49.5138,1.5124,0.6583,0.5972,0.9072,0.4334,0.3567,0.823,30.5306,15.1111,0.4949,0,0,1.5705,5.2862,6.0323,1.1411,1.8276,98.3992,0.975,-0.7045,-0.8255,?,?,?,?,?,DESTRA_PANTALONI
2.5104,34.926,5.9098,19.5867,-0.61,-4.779,8.1985,2.8633,11.6181,-8.0065,3.3337,28.1965,5.31,15.172,-0.3281,10.0919,9.7291,3.1192,11.4068,0.24,-0.5253,0.753,0.2488,-1.4335,-0.4735,0.3303,2.064,1.113,1.8947,0.5392,0.918,1.7024,4.2601,1.2387,3.5898,0.2908,0.8427,2.8981,0.7185,1.9798,-2.0602,2.7554,-2.8673,-1.0406,9.4312,1.065,0.8106,0.1129,0.0859,0.7611,1.6859,1.291,1.7171,0.7658,1.0185,1.3301,0.0647,15.6376,0.7557,0.3271,0.0493,-0.045,-0.5409,0.6719,-29.5847,83.2367,9.1234,39.299,?,6.1327,527.8089,22.9741,67.3782,-0.923,-14.4353,11.9031,3.4501,24.1791,?,-4.8241,2.0495,-0.4248,0.3971,2.6444,6.659,0.1577,6.9928,44.342,1.2152,1.6253,1.3375,0,1,0,0.5833,1.6253,2.7866,0.3417,65.4067,0.6095,-0.9485,-0.4141,1100,0,0,0,1,DESTRA_PANTALONI
-1.6167,24.4018,4.9398,15.1074,-1.1479,-5.8716,9.0935,3.0155,10.7986,?,1.5233,28.2599,5.316,16.6544,-0.5334,9.8359,4.4196,2.1023,8.2679,0.4511,0.2753,-1.0613,-0.1644,-3.8546,-0.597,0.1549,1.6381,0.9292,2.3497,0.5673,1.4344,2.5287,2.6834,0.8635,5.5213,0.3218,2.0576,6.3943,0.7477,1.3936,-1.1881,1.864,-1.5891,-0.8525,0,0.6476,0.4669,0,0,0.721,1.399,0.9071,1.8272,0.6484,1.3061,2.0143,0.1256,15.526,0.9326,0.4642,-0.557,0.2187,-0.8075,0.185,-35.4586,41.8827,6.4717,44.9466,?,4.5525,133.0658,11.5354,43.0004,-0.6947,-2.0372,457.3673,21.3861,53.9962,-1.5173,-7.7887,17.4058,-2.2347,0.561,0.3026,0.5394,0.3148,0.0916,0.2909,2.55,1.381,0.5416,0,0,1.183,1.0453,0.8324,0.7964,0.7162,65.0332,0.1135,-0.046,0.9268,1100,0,0,0,1,DESTRA_PANTALONI
-0.3539,4.5165,2.1252,9.8357,-0.61,-3.0867,8.9648,2.9941,14.9491,-3.7531,-0.8572,23.7603,4.8745,33.4122,-0.3964,5.961,12.0953,3.4778,23.7253,0.0301,0.1146,0.4129,-0.0594,3.6011,-0.5178,-0.1438,0.7098,0.436,0.6111,0.6142,0.8609,1.4016,0.5038,0.1901,0.3734,0.3773,0.7412,1.9644,0.3157,0.3929,-5.0652,1.2445,-16.0437,-12.8919,1.9424,0.2553,0.2497,0.1314,0.1286,0.9782,0.6579,0.2944,0.4146,0.4474,0.6301,1.4083,0.0347,9.0192,-0.2699,-0.3891,0.3321,0.3573,-0.6769,0.0089,-18.8511,276.9831,16.6428,45.8389,-5.2625,-21.8929,183.0838,13.5308,40.6784,-6.1376,-11.8483,5.4781,2.3405,16.7389,?,0.8611,1.591,1.8478,1.23,7.1107,5.7811,1.5129,50.5617,33.4209,1.1012,2.3012,2.0897,1.2843,0,0,1.1269,2.7385,2.4302,0.3358,55.4125,-0.858,-0.8665,0.4941,1100,0,0,0,1,SINISTRA_PANTALONI
0.0704,0.1009,0.3177,1.2632,-0.3865,-0.3069,0.1436,0.379,1.3472,-2.426,-0.1444,0.0202,0.142,0.5988,-5.1554,0.5771,0.0516,0.2272,0.8277,0.1616,-0.2294,-0.4876,0.122,2.1253,-0.5318,-0.2502,0.8383,2.2375,1.3985,2.669,1.6682,0.625,0.7028,5.0065,1.9558,7.1233,2.7828,0.3907,0.3691,0.7022,-2.2074,1.9022,-5.9799,-3.1438,2.3168,9.365,0.9229,4.0421,0.3983,0.0985,0.9376,2.1095,1.5262,2.2498,1.6277,0.7235,0.0037,0.8078,0.3587,-0.4371,0.3535,0.1832,-0.6182,-0.435,-36.5954,2.1847,1.4781,38.2797,?,2.0833,1.0648,1.0319,4.1382,-0.4081,23.2563,10.6432,3.2624,10.8597,0.6229,-17.566,-1.5736,0.0896,1.4324,0.4531,0.3163,2.0517,0.2053,0.1,31.9173,-2.1338,-0.0669,0,0,0.102,9.2504,3.5249,0.3811,0.4618,62.0268,-0.925,0.9206,-0.7211,1100,0,0,0,1,SINISTRA_PANTALONI
-0.7522,3.8828,1.9705,10.5526,-0.8323,-2.5451,15.8077,3.9759,16.1422,-4.8437,-1.0206,8.6096,2.9342,12.1396,-2.8091,4.6499,14.7635,3.8423,15.3527,0.0484,0.2956,0.737,-0.1618,2.4936,-0.5473,-0.2195,0.4956,0.6716,0.5128,1.355,1.0348,0.7637,0.2456,0.451,0.263,1.8361,1.0707,0.5832,0.3582,0.5354,-6.1408,1.4945,-17.1415,-11.4695,2.085,1.8071,0.357,0.8667,0.1712,0.1975,0.6537,0.8693,0.6873,1.3297,1.0514,0.7907,0.0309,7.1159,0.2376,0.0187,-0.001,0.9594,-0.8936,-0.8631,-37.5085,27.1918,5.2146,42.5995,?,-16.892,61.8474,7.8643,31.3187,?,5.911,80.7659,8.987,23.2178,-0.4333,2.2205,-6.3455,-2.8577,0.6631,0.5802,0.8751,0.4397,0.3367,0.7658,1.3602,6.0691,4.462,1,0,0,1.3602,1.8348,1.3489,0.4517,63.7544,-0.9326,0.892,-0.9714,1100,0,0,0,1,SINISTRA_PANTALONI
-0.7414,0.2506,0.5006,2.5223,-0.9613,-1.2157,0.8658,0.9305,3.2335,-2.3538,0.5548,1.8058,1.3438,4.5369,-0.2001,2.2135,0.358,0.5983,2.7547,0.2861,0.6099,-1.3365,-0.335,-2.1913,-0.5492,0.2506,0.5379,0.3725,0.8366,0.6925,1.5552,2.246,0.2894,0.1388,0.7,0.4795,2.4188,5.0445,0.5448,1.6343,-1.1199,3.0001,-2.0557,-0.6852,1.3339,0.3402,0.3333,0.255,0.2499,0.9797,0.7801,0.5559,0.9156,0.7127,1.1738,1.6469,0.0172,3.2249,0.7234,0.2948,-0.1723,0.8332,0.3768,0.6879,-38.0033,0.0387,0.1968,38.6398,?,-1.9597,0.4345,0.6592,2.7588,?,22.1198,0.0552,0.235,0.7202,0.968,19.3925,-1.7181,-0.0886,0.2985,0.8375,2.8052,0.0891,0.7014,7.8694,14.0061,-1.7742,-0.1267,1,0,0,14.0061,53.6504,3.8305,0.4946,62.0828,-0.783,-0.3273,0.2214,1100,0,0,0,1,SINISTRA_PANTALONI
-0.8896,2.0647,1.4369,7.7332,-2.1709,-1.4048,5.3944,2.3226,13.0602,-1.8104,0.8691,7.9682,2.8228,15.0027,-0.4664,3.5904,6.0569,2.4611,13.7162,0.0385,0.6333,-1.0236,-0.2478,-1.6164,-0.3913,0.2421,0.6187,0.509,0.5838,0.8228,0.9437,1.147,0.3827,0.2591,0.3409,0.677,0.8906,1.3155,0.6293,1.1096,-9.6488,1.7632,-15.3326,-8.6959,0.5248,0.2384,0.171,0.4542,0.3258,0.7172,0.5921,0.5155,0.5638,0.8705,0.9522,1.0938,0.0202,5.5389,0.1865,-0.508,-0.375,-0.2057,-0.4632,0.6575,-35.7869,31.6181,5.623,43.0786,?,-6.8215,148.3021,12.1779,39.8376,-1.4593,-19.9844,17.7131,4.2087,25.8591,?,5.2462,1.7907,0.3413,0.4617,1.336,2.8935,0.2132,1.785,8.3724,1.8224,1.6659,0.9141,0,1,0,1.0814,1.6659,1.5406,0.4468,67.9459,-0.8962,-0.8833,0.9632,1100,0,0,0,1,SINISTRA_PANTALONI
0.1089,0.2821,0.5312,2.0241,-0.8818,0.0379,0.9582,0.9789,3.1402,-1.1989,0.0798,0.8883,0.9425,4.2209,-0.5754,1.3787,0.2476,0.4975,2.2586,0.1819,2.8753,1.3639,0.079,0.4744,0.0275,0.0579,0.5426,0.5636,1.0676,1.0386,1.9674,1.8943,0.2944,0.3176,1.1397,1.0787,3.8708,3.5882,0.554,0.6153,-1.8892,1.1106,-3.4103,-3.0706,0.7532,0.4015,0.3896,0.533,0.5173,0.9705,0.6446,0.4796,0.8962,0.744,1.3903,1.8688,0.0015,1.9799,0.4651,-0.2996,-0.0537,-0.0729,-0.1239,0.4971,-36.014,0.1193,0.3454,36.6592,?,-7.3058,0.0506,0.2249,7.6187,?,23.0047,0.6055,0.7782,2.1591,0.9109,4.9295,-1.5655,-0.3176,1.5359,0.4439,0.289,2.3589,0.1971,0.0835,4.8117,-1.6603,-0.3451,1,0,0,4.8117,16.9788,3.5286,0.4612,66.3245,0.3146,0.8454,0.5457,1100,0,0,0,1,SINISTRA_PANTALONI
0.265,14.4338,3.7992,16.0241,-0.5947,-2.0425,26.6418,5.1616,18.5577,-2.3285,-0.0845,35.3828,5.9483,16.2767,-1.1856,8.4798,8.8012,2.9667,14.5913,0.0942,-0.1298,-3.1364,0.0313,24.1702,-0.2409,-0.01,0.7361,0.6387,1.2806,0.8677,1.7399,2.0051,0.5418,0.4079,1.64,0.753,3.0271,4.0202,0.4603,0.6768,-3.9387,1.4703,-8.5566,-5.8195,1.8022,1.3493,0.6238,0.7487,0.3461,0.4623,0.8635,0.9845,1.0982,1.1401,1.2718,1.1155,0.0217,13.4061,0.8594,0.682,-0.0293,0.9053,-0.4099,-0.3652,11.029,333.1811,18.2532,50.8789,-0.4324,-27.7357,36.7808,6.0647,33.4198,?,-30.5084,1.2514,1.1186,31.9199,?,-0.3976,-0.3615,0.9091,3.0097,16.3172,5.4215,9.0586,266.2522,29.3924,0.4596,0.4812,1.047,0,0,1,1.5224,1.594,1.047,0.4493,76.4398,0.7506,0.6346,0.1894,1100,0,0,0,1,SINISTRA_PANTALONI
2.1534,2.2453,1.4984,6.5293,-0.2813,-2.255,4.0432,2.0108,8.1707,-4.427,-0.0183,3.7538,1.9375,6.6487,-0.7835,4.1402,2.6236,1.6197,7.5382,0.1468,-0.955,-117.7575,0.5201,123.3111,-0.5447,-0.0044,0.7452,0.7734,0.9251,1.0378,1.2414,1.1962,0.5553,0.5981,0.8558,1.0771,1.5411,1.4308,0.2151,0.4908,-1.1054,2.282,-5.1399,-2.2524,3.3847,1.3669,0.5768,0.4039,0.1704,0.422,0.7991,0.982,0.8662,1.2289,1.0839,0.882,0.0636,6.5532,-0.5403,-0.1098,0.6778,0.5472,-0.8589,-0.2922,29.5859,6.1796,2.4859,7.9375,0.7622,38.543,6.6307,2.575,13.4375,0.6801,29.7357,185.5975,13.6234,40.875,0.1473,0.7676,0.995,1.2962,0.9654,0.1825,0.189,0.932,0.0333,0.0357,0.8906,3.6018,4.0442,0.7946,0.6962,0.8761,0.5907,0.1942,0.3287,1.1868,97.8646,0.4565,-0.5128,0.0919,?,?,?,?,?,SINISTRA_PANTALONI
