@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.0277,1.0671,1.033,5.2292,-1.6744,-12.1577,16.0702,4.0088,25.1107,?,9.5115,7.9157,2.8135,15.3643,0.1518,15.4855,23.5311,4.8509,27.2587,0.1222,0.0023,-0.0029,-0.0018,-1.2782,-0.7851,0.6142,0.2577,0.3672,0.213,1.4248,0.8264,0.58,0.0664,0.1348,0.0453,2.0302,0.6829,0.3364,0.1304,-1.1906,-0.8626,-9.1319,-6.6159,0.7245,0,0.1079,0.063,0,0,0.5833,0.2082,0.3403,0.1918,1.6343,0.9212,0.5637,0.1608,22.4228,0.532,-0.5355,-0.5374,-0.977,-0.9968,0.9905,-0.5393,0.0004,0.0201,0.5642,?,-0.3275,0.0061,0.0779,0.4138,?,0.5516,0.0025,0.0497,0.1423,0.7746,1.6466,-0.9777,-0.5938,0.2586,0.4057,1.5686,0.0669,0.1646,2.4606,1.3632,-1.1534,-0.8461,1,0,0,1.3632,3.9632,2.9072,0.0087,1.4185,-0.9424,-0.9091,0.984,-2.3529,2.8874,1.6992,4.8885,?,-9.1411,0.3901,0.6246,9.7133,?,1.8635,0.3137,0.5601,1.5737,0.4414,0.2574,-1.2627,-4.9054,2.7206,3.0337,1.1151,7.4019,9.2031,1.2433,0.5033,-3.9309,-7.8108,1,0,0,0.5033,3.1063,6.1721,0.1002,13.3576,-0.9754,-0.9837,0.9924,DESTRA_PANTALONI
0.0839,0.3718,0.6098,3.2707,-0.8054,-10.7558,2.2867,1.5122,13.525,?,9.6353,0.8449,0.9192,3.9126,0.6659,14.4803,2.3558,1.5349,6.5348,0.6239,-0.0078,0.0087,0.0058,-1.1163,-0.7428,0.6654,0.4032,0.6634,0.3973,1.6451,0.9852,0.5989,0.1626,0.4401,0.1578,2.7065,0.9707,0.3586,0.1079,-0.1871,-0.1346,-1.7343,-1.2476,0.7194,0,0.1547,0.1043,0,0,0.674,0.2418,0.836,0.5005,3.4568,2.0697,0.5987,0.1504,20.8588,-0.4151,0.5541,0.5356,-0.5275,-0.9372,0.7903,-0.4649,0.0005,0.0224,0.4841,?,-0.3691,0,0.0054,0.3836,?,0.5119,0.0014,0.0372,0.1159,0.7879,1.2597,-0.9081,-0.7209,4.1152,0.602,0.1463,16.9349,0.3625,0.0214,1.2619,-1.1245,-0.8911,1,0,0,1.2619,4.1781,3.3108,0.0082,1.3459,-0.8498,-0.9926,0.8227,-0.1978,0.8446,0.919,2.715,-0.5817,-9.3165,0.0186,0.1365,9.4235,?,2.8907,0.1143,0.338,0.9967,0.7214,0.0212,-0.0684,-3.223,6.732,2.7186,0.4038,45.3194,7.3906,0.1631,0.106,-0.3868,-3.6504,0,0.4797,0,0.2881,2.7239,9.4545,0.1016,13.0675,0.9821,0.9884,0.9642,DESTRA_PANTALONI
-2.2025,3.0644,1.7505,7.8491,-1.8907,-14.322,13.6239,3.6911,19.4546,?,11.2911,5.4483,2.3342,6.5817,0.5436,18.4527,19.0932,4.3696,12.2816,0.4872,0.1538,-0.1951,-0.1194,-1.2684,-0.7761,0.6119,0.4743,0.75,0.4006,1.5813,0.8447,0.5342,0.2249,0.5624,0.1605,2.5006,0.7135,0.2854,0.2639,-0.655,-0.4399,-2.4822,-1.6672,0.6717,0,0.1883,0.1134,0,0,0.602,0.4035,1.1926,0.6391,2.9558,1.584,0.5359,0.3602,28.05,0.1848,-0.0999,-0.1881,-0.9795,-0.9978,0.9885,-0.0107,0.0757,0.2751,0.8509,-0.9223,-0.6788,0.006,0.0774,0.7621,?,0.6419,0.0048,0.0695,0.2308,0.6745,0.0157,-0.0166,-1.0574,3.5532,3.9582,1.114,12.6252,15.6677,1.241,0.5357,-0.8535,-1.5933,0,0.6242,0,1.1166,3.6864,3.3016,0.0183,1.5636,-0.9445,-0.7717,0.5234,1.8303,6.051,2.4599,7.7685,-0.184,-8.9512,1.5072,1.2277,9.7712,?,-0.8981,4.3983,2.0972,6.0646,-4.4172,-0.2045,-2.0378,9.9663,2.0037,1.1729,0.5854,4.0147,1.3758,0.3427,0.1236,0.2442,1.9759,0,5.8605,0,0.795,1.281,1.6112,0.18,13.108,0.8696,-0.978,-0.9276,DESTRA_PANTALONI
-0.574,66.8749,8.1777,29.9542,-1.8068,-4.9268,60.0841,7.7514,30.2059,-3.6825,10.6839,83.4078,9.1328,30.3993,-0.2545,16.7176,69.6386,8.345,25.3841,0.1585,0.1165,-0.0537,-0.0343,-0.4611,-0.2947,0.6391,1.055,0.8954,0.98,0.8487,0.9289,1.0944,1.113,0.8018,0.9603,0.7204,0.8628,1.1977,0.8117,3.1266,-4.0337,3.8519,-4.9694,-1.2901,1.6544,0.4404,0.3538,0.2662,0.2139,0.8033,0.9917,0.9854,1.18,0.9936,1.1899,1.1976,0.1214,25.1651,0.9558,0.0774,-0.467,0.2312,-0.3802,0.7043,-0.3663,0.0432,0.2079,0.6107,-7.6305,-0.2189,0.0132,0.1147,0.3547,-11.3041,-0.5922,0.0155,0.1243,0.8257,?,1.6736,0.6186,0.3696,1.8117,1.6721,0.9229,3.2822,2.7958,0.8518,1.6569,0.6539,0.3946,2.4546,0,0,1.7218,0.7396,0.4295,0.0075,1.1894,-0.5731,-0.9763,0.6418,6.3512,3.9933,1.9983,7.3116,0.1744,-2.0897,18.6031,4.3131,12.7476,-1.4008,5.1004,2.8571,1.6903,5.168,0.3635,-3.0393,1.2452,-0.4097,0.4633,1.1822,2.5517,0.2147,1.3977,6.5112,-0.2076,0.5233,-2.5205,1.6678,1.0908,0.654,0.5736,1.4148,2.4666,0.0867,15.8327,-0.4689,-0.7933,0.8319,DESTRA_PANTALONI
0.4605,1.781,1.3345,5.9619,-1.0493,-0.7425,5.3963,2.323,10.5899,-3.1007,10.3408,9.1865,3.0309,12.1246,0.3413,10.7423,8.663,2.9433,11.8839,0.3573,-0.6202,0.0445,0.0429,-0.0718,-0.0691,0.9626,0.5745,0.4403,0.4534,0.7664,0.7892,1.0298,0.33,0.1939,0.2056,0.5874,0.6229,1.0604,0.3812,-0.4859,-0.462,-1.2747,-1.2118,0.9507,1.1265,0.1581,0.1573,0.1403,0.1397,0.9954,0.563,0.4917,0.5017,0.8734,0.8911,1.0203,0.1092,13.5229,-0.2359,-0.047,0.0238,0.1939,0.0706,0.9839,0.3275,0.0074,0.086,0.3171,0.448,-0.191,0.0039,0.0626,0.2667,?,0.7329,0.0139,0.1179,0.4014,0.5524,-1.7142,0.4468,-0.2607,1.3732,0.729,0.5309,1.8856,0.5314,0.2818,-0.965,0.5195,-0.5383,0,0.6406,0,1.189,0.79,0.6644,0.0087,1.2514,0.6625,0.1608,-0.4958,6.6142,1.2497,1.1179,5.0541,0.4473,0.2562,4.0243,2.0061,6.6469,-0.6861,6.7309,1.5446,1.2428,4.7201,0.4041,25.8146,0.9827,0.0381,0.5573,0.8995,1.6141,0.3106,0.8091,2.6054,-1.512,1.2775,-0.8449,2.3195,1.1543,0.4977,0.7604,1.0708,1.4082,0.0994,15.1102,-0.2403,-0.9084,0.0047,SINISTRA_PANTALONI
0.0181,0.0109,0.1045,0.5187,-0.8164,6.2376,0.0165,0.1284,0.6614,0.8997,9.8714,0.0094,0.0971,0.4689,0.9534,11.6782,0.0076,0.0874,0.3694,0.9689,0.0029,0.0018,0.0015,0.6319,0.5341,0.8453,0.8137,1.0762,1.195,1.3226,1.4686,1.1104,0.6621,1.1583,1.428,1.7493,2.1567,1.2329,-0.0393,-0.0243,-0.0203,0.6177,0.5157,0.8348,0.0433,0.0284,0.0241,0.6546,0.5553,0.8483,0.7843,1.1062,1.4041,1.4105,1.7903,1.2693,0.1192,16.1973,0.0833,-0.2841,-0.2024,-0.335,0.4694,0.6837,-0.1562,0,0.0019,0.1591,?,-0.756,0,0.0005,0.7569,?,-0.4585,0,0.0032,0.464,?,0.2066,0.3406,1.6491,3.4169,0.5837,0.1708,11.6753,0.3407,0.0292,0.2102,0.3428,1.6311,1,1,1,0.2102,0.3428,1.6311,0.0092,1.3707,-0.8153,0.95,-0.9178,7.9329,0.0007,0.0262,0.1,0.9875,5.4491,0.0015,0.0384,0.1398,0.9747,-1.8823,0.0001,0.0101,1.8978,?,1.4558,-4.2144,-2.8949,0.6818,2.6015,3.8155,0.4649,6.7676,14.5578,1.4642,-4.1537,-2.8369,1.4452,0,0,0.7157,0.0527,0.0736,0.1001,15.2644,-0.9805,-0.0578,0.1379,SINISTRA_PANTALONI
0.5431,1.2883,1.135,4.8213,-1.388,-0.5516,3.8519,1.9626,11.4836,-0.5933,10.7629,10.8549,3.2947,13.7363,0.3066,11.0097,11.2208,3.3497,14.6983,0.2928,-0.9846,0.0505,0.0493,-0.0513,-0.0501,0.9776,0.5783,0.3445,0.3388,0.5957,0.5859,0.9836,0.3345,0.1187,0.1148,0.3549,0.3433,0.9674,0.6553,-0.4614,-0.4606,-0.7041,-0.7028,0.9982,0.2801,0.1019,0.0971,0.3638,0.3468,0.9532,0.4198,0.351,0.328,0.836,0.7813,0.9346,0.1173,13.3499,-0.5589,-0.1052,-0.1234,0.6058,0.6195,0.9971,0.3019,0.0172,0.1313,0.3625,0.3559,-0.2089,0.0021,0.0459,0.2615,?,0.713,0.0096,0.098,0.3371,0.5935,-1.4455,0.4234,-0.2929,2.8574,1.3387,0.4685,8.1645,1.7922,0.2195,-0.766,0.407,-0.5314,0,0.6787,0,1.3862,1.0754,0.7758,0.0087,1.2238,0.8194,0.5123,-0.0344,6.6759,1.9291,1.3889,4.6486,0.495,-0.1223,1.2154,1.1025,4.0533,-1.1306,6.7436,2.8984,1.7025,5.2388,0.3817,-54.6086,0.99,-0.0181,1.2598,0.8158,0.6476,1.5872,0.6656,0.4193,-2.1183,1.4088,-0.665,4.8385,1.0864,0.2245,1.1469,0.8873,0.7737,0.1032,14.4155,0.1669,-0.9866,-0.2719,SINISTRA_PANTALONI
-1.0659,4.4527,2.1101,8.4513,-5.0435,10.4449,9.9982,3.162,11.8295,0.0972,8.9034,5.5672,2.3595,10.2708,0.0064,14.0611,11.8052,3.4359,14.1695,0.141,-0.102,-0.1197,-0.0758,1.1731,0.7428,0.6332,0.6673,0.8943,0.6142,1.3401,0.9203,0.6867,0.4454,0.7998,0.3772,1.7959,0.8469,0.4716,-5.5352,-106.5018,-3.0334,19.241,0.548,0.0285,0.1067,0.1353,0.0848,1.2676,0.7944,0.6267,0.7144,0.8228,0.5964,1.1518,0.8349,0.7249,0.148,20.7589,0.7117,0.4302,0.509,0.9354,0.9653,0.9902,0.6168,0,0.0069,0.0383,0.9392,0.4162,0,0.005,0.0216,0.9492,0.6548,0.0001,0.0086,0.0317,0.9522,1.4821,0.942,0.6356,1.3732,0.8094,0.5895,1.8856,0.6552,0.3475,1.4628,0.9358,0.6397,1.4783,0.9487,0.6418,1.7694,1.2065,0.6819,0.0107,1.6879,-0.8331,-0.0407,0.3092,6.9059,0.215,0.4636,2.183,0.6998,6.8521,0.1746,0.4178,1.8658,0.7768,-1.0555,0.0117,0.1084,1.2416,?,1.0079,-6.5427,-6.4917,1.1097,4.2786,3.8555,1.2315,18.3061,14.865,0.7836,-4.0994,-5.2314,0.8698,0,0,1.17,1.7582,1.5027,0.1052,14.8135,-0.9977,-0.55,0.5251,SINISTRA_PANTALONI
-0.096,0.0148,0.1216,0.5646,-3.0461,11.7282,0.009,0.0949,0.4612,0.9616,9.9128,0.0047,0.0686,0.3008,0.9701,15.3571,0.0122,0.1103,0.5449,0.9652,-0.0082,-0.0097,-0.0063,1.1831,0.7637,0.6455,1.2817,1.7721,1.1032,1.3827,0.8608,0.6226,1.6426,3.1403,1.2171,1.9117,0.741,0.3876,-0.0368,-0.0435,-0.0281,1.1811,0.7631,0.6461,0.0116,0.0139,0.0089,1.1917,0.766,0.6428,1.2242,1.8768,1.0361,1.533,0.8463,0.5521,0.1634,21.7596,0.4727,0.0322,0.3147,0.78,0.9697,0.9113,0.6356,0,0.0016,0.0047,0.9927,0.355,0,0.001,0.0036,0.9898,0.6728,0,0.0016,0.0046,0.9932,1.7901,0.9447,0.5277,1.5112,0.991,0.6557,2.2838,0.982,0.43,1.7947,0.9454,0.5268,1.7896,0.9459,0.5286,1.2861,1.0212,0.794,0.0105,1.6634,-1.0026,-0.9861,0.9659,7.4682,0.0004,0.0188,0.054,0.9928,6.3285,0.0004,0.0199,0.0571,0.991,-0.5882,0.0006,0.025,0.6321,?,1.1801,-12.6961,-10.7586,0.9451,0.7517,0.7954,0.8933,0.5651,0.6326,1.1811,-11.7719,-9.9671,1.179,0,0,0.9454,0.0854,0.0903,0.1043,14.3849,-0.9659,0.9836,-0.9755,SINISTRA_PANTALONI
-0.0572,1.8903,1.3749,15.5512,-0.7979,-12.328,0.395,0.6285,15.7699,?,9.783,0.0607,0.2463,2.279,0.7883,15.8004,0.3861,0.6214,5.2114,0.738,0.0046,-0.0058,-0.0036,-1.2601,-0.7802,0.6192,2.1875,5.5811,2.2126,2.5513,1.0115,0.3964,4.7851,31.1483,4.8954,6.5094,1.023,0.1572,0.4376,-0.8134,-0.4703,-1.8585,-1.0745,0.5782,0,0.8036,0.4349,0,0,0.5413,0.9861,6.8239,2.9841,6.9198,3.026,0.4373,0.1657,22.5499,-0.6281,-0.4998,0.3544,0.1136,-0.8567,0.0507,-0.4006,0,0.0027,0.4044,?,0.5497,0,0.0013,0.0049,0.9911,-0.5233,0,0.0034,0.5293,?,-0.7287,0.7655,-1.0504,2.0332,0.7914,0.3893,4.1339,0.6264,0.1515,-0.7396,0.764,-1.033,0,1,0,82.3306,0.764,0.0093,0.009,1.4735,0.7077,-0.9237,-0.8632,-1.4236,0.0007,0.0273,1.4871,?,-9.6749,0,0.0051,9.6798,?,0.734,0.0009,0.0301,0.1213,0.8483,0.1471,-1.9395,-13.1807,5.3737,0.9077,0.1689,28.877,0.824,0.0285,0.1536,-2.1926,-14.2717,1,0,0,0.1536,12.2574,79.7839,0.1032,11.8325,-0.9077,-0.2008,0.6242,SINISTRA_PANTALONI
1.869,4.2621,2.0645,8.8103,-0.5675,0.0228,8.4623,2.909,10.9903,-0.3195,10.4573,25.1303,5.013,16.369,0.1504,11.1765,25.7886,5.0783,16.4956,0.1623,81.8214,0.1787,0.1672,0.0022,0.002,0.9356,0.7097,0.4118,0.4065,0.5803,0.5728,0.9872,0.5037,0.1696,0.1653,0.3367,0.3281,0.9745,1.1987,-1.1009,-0.9978,-0.9184,-0.8324,0.9064,0.6748,0.2917,0.2854,0.4323,0.423,0.9784,0.8016,0.5382,0.5341,0.6714,0.6663,0.9923,0.1118,14.8967,-0.4611,-0.1468,-0.1043,0.6434,0.6667,0.9955,-0.0135,0.0572,0.2391,0.6197,-1.0765,0.3557,0.0122,0.1106,0.3052,0.3799,0.3378,0.0168,0.1294,0.3958,0.1328,-0.0379,-0.0399,1.053,2.1617,1.8474,0.8546,4.6729,3.4127,0.7303,-1.7176,-5.2996,3.0854,0.6062,0.6538,1.0786,2.0301,1.5656,0.7712,0.0052,0.9137,-0.994,0.9022,-0.8884,-5.2675,10.1266,3.1822,8.9006,?,1.8894,16.0576,4.0072,10.4305,-0.5937,5.9364,3.398,1.8434,4.7015,0.3985,-2.7879,-0.8873,0.3183,0.7941,1.7263,2.1738,0.6306,2.9802,4.7256,2.2905,-2.8576,-1.2476,0,0,0.8373,0.8533,1.8931,2.2185,0.0859,15.1761,0.9526,0.8387,0.9376,SINISTRA_PANTALONI
