@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-0.5135,12.4983,3.5353,26.8103,-1.2771,-0.4112,30.5582,5.5279,49.8045,-1.0259,-0.3184,14.4294,3.7986,20.2857,-0.9295,5.8587,23.6958,4.8678,28.0847,0.0244,1.2487,1.6129,-0.0876,1.2916,-0.0702,-0.0543,0.6395,0.9307,0.7263,1.4553,1.1356,0.7803,0.409,0.8662,0.5274,2.1178,1.2896,0.6089,0.5962,1.5387,-21.3872,2.5808,-35.8727,-13.8999,0.4789,1.1199,0.409,2.3384,0.854,0.3652,0.5383,1.3216,0.9546,2.4552,1.7734,0.7223,0.0036,8.8611,0.5184,-0.0842,-0.2101,-0.5734,-0.2853,0.1077,-0.2727,2.0446,1.4299,9.6568,-1.5292,-0.351,3.9913,1.9978,12.0291,-3.5815,1.3022,6.9538,2.637,12.168,-0.3162,0.7768,-0.2094,-0.2695,0.7157,0.5422,0.7576,0.5123,0.294,0.574,0.6209,1.9974,3.217,1.4542,0.413,0.284,0.8028,0.7936,0.9886,0.0069,4.3602,0.3108,-0.2789,0.031,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.2329,13.4183,3.6631,25.3436,-0.8325,0.2447,47.72,6.908,44.6092,-0.5321,-0.2901,16.4561,4.0566,19.8579,-0.7595,7.5912,20.1657,4.4906,29.7801,0.0274,0.9517,-0.8028,0.0307,-0.8436,0.0322,-0.0382,0.5303,0.903,0.8157,1.7029,1.5383,0.9034,0.2812,0.8154,0.6654,2.8998,2.3664,0.816,0.7432,1.3432,-13.7149,1.8074,-18.4551,-10.2108,0.475,1.2254,0.4517,2.5798,0.9509,0.3686,0.5681,1.2762,0.851,2.2464,1.498,0.6668,0.0023,11.4224,-0.0422,-0.1407,-0.0079,-0.1088,0.2274,0.1762,-0.0014,2.0816,1.4428,8.0515,-0.8596,-0.2425,8.1509,2.855,19.5764,-2.3715,0.9645,4.5309,2.1286,9.127,-0.4248,0.0059,-0.0015,-0.2515,0.5054,0.6778,1.3413,0.2554,0.4594,1.799,0.2703,1.3677,5.0603,0.7457,0.6759,0.9064,0.4113,0.8822,2.1449,0.0051,4.7502,-0.0569,-0.3953,0.0385,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-0.2931,0.1915,0.4376,1.8793,-1.8167,-0.3392,0.8869,0.9417,4.9326,-0.9399,-0.2375,0.521,0.7218,3.7328,-0.8886,1.166,0.4972,0.7051,3.1461,0.0205,0.8638,1.2338,-0.2513,1.4283,-0.291,-0.2037,0.4647,0.6063,0.6206,1.3048,1.3356,1.0237,0.2159,0.3676,0.3851,1.7024,1.7839,1.0479,0.5072,0.6901,-18.374,1.3607,-36.2277,-26.624,0.2624,0.3376,0.2077,1.2865,0.7916,0.6153,0.381,0.5035,0.5973,1.3214,1.5678,1.1865,0.0025,1.8197,0.0178,0.053,-0.1626,0.9836,0.0249,0.0647,-0.1999,0.0722,0.2686,0.9731,-2.0638,0.2319,0.039,0.1974,0.7504,-0.2373,0.0542,0.0605,0.2459,1.1064,-0.8602,-0.8618,-3.6901,4.2817,1.3606,1.0922,0.8027,1.8513,1.1929,0.6443,4.5555,1.2812,0.2813,0.5237,0.534,1.0197,1.2969,0.8796,0.6782,0.0015,0.723,-0.7821,-0.4142,0.2914,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-0.1137,1.6005,1.2651,7.3495,-1.0055,-1.5263,4.5844,2.1411,10.2043,-2.2615,0.1789,1.7195,1.3113,6.0334,-0.495,2.922,1.7409,1.3194,6.3477,0.1071,0.0745,-0.6353,-0.0389,-8.529,-0.5223,0.0612,0.5909,0.9648,0.9588,1.6328,1.6228,0.9939,0.3491,0.9308,0.9194,2.666,2.6334,0.9878,0.5208,1.8444,-4.8417,3.5418,-9.2975,-2.6251,1.1713,0.9081,0.5155,0.7753,0.4401,0.5677,0.7202,1.2181,1.1578,1.6913,1.6076,0.9505,0.0077,4.2646,0.4811,0.0021,-0.3602,-0.3247,-0.6854,0.4012,0.4607,0.2515,0.5015,1.8311,-0.4047,-0.3096,0.2383,0.4882,2.1509,-2.183,-0.1657,0.3877,0.6226,2.3587,-2.5239,-1.4882,-2.7806,1.8685,1.0274,0.8055,0.7841,1.0555,0.6489,0.6148,0.3577,0.3123,0.8732,1.929,1.9475,1.0096,0.8513,0.7763,0.9119,0.0029,1.5029,-0.6288,-0.3255,0.2794,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-0.3279,1.4432,1.2013,7.0215,-0.8449,-0.2434,0.8868,0.9417,4.4305,-2.1826,-0.2727,2.3691,1.5392,7.168,-1.5363,1.9087,1.2971,1.1389,4.7456,0.0913,1.3475,1.2024,-0.1718,0.8923,-0.1275,-0.1429,1.2757,0.7805,1.0548,0.6118,0.8269,1.3515,1.6273,0.6092,1.1126,0.3743,0.6837,1.8265,1.0584,0.7406,-6.7481,0.6998,-6.3761,-9.1116,2.7339,1.3467,0.7288,0.4926,0.2666,0.5412,1.5848,0.9796,1.4796,0.6181,0.9336,1.5105,0.0024,2.9743,-0.48,0.5043,0.1875,0.2336,-0.5636,-0.2052,0.0986,0.7011,0.8373,4.5618,-0.9552,-0.4735,1.5599,1.249,5.2706,-4.0408,0.3219,0.3241,0.5693,2.3971,-0.1569,-0.2082,0.3061,-1.4706,0.6704,1.4707,2.1937,0.4495,2.163,4.8125,0.5275,6.8557,12.9967,2.2314,1.126,0.5046,0.8655,1.9031,2.1988,0.0029,1.7048,-0.2515,0.0761,-0.2663,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-0.4106,9.3728,3.0615,17.1717,-1.0418,-1.1736,13.7212,3.7042,18.4725,-2.3531,-0.1778,9.7773,3.1269,16.4763,-0.7003,4.6897,12.4559,3.5293,16.2382,0.0226,0.3498,2.3094,-0.0875,6.6016,-0.2503,-0.0379,0.8265,0.9791,0.8675,1.1846,1.0496,0.886,0.6831,0.9586,0.7525,1.4034,1.1016,0.785,0.6759,1.2911,-23.3407,1.9102,-34.5333,-18.0781,1.5266,0.8679,0.5062,0.5685,0.3316,0.5833,0.9296,1.0422,1.0575,1.1212,1.1376,1.0147,0.0063,7.3159,0.8113,0.1083,-0.5265,0.389,-0.65,0.0667,0.0795,0.6868,0.8287,5.018,-0.5198,-0.5899,2.0633,1.4364,5.536,-13.6537,0.6027,1.8321,1.3535,5.4228,-0.1663,-0.1347,0.1318,-0.9788,0.5769,0.6123,1.0612,0.3328,0.3749,1.1262,0.3327,2.2195,6.6707,8.7395,0.7101,0.0813,0.9064,0.9253,1.0209,0.0043,2.059,-0.1879,0.5651,-0.8705,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-0.3583,4.8955,2.2126,17.5465,-1.0404,-0.803,14.2813,3.7791,28.613,-1.5157,0.1112,9.0413,3.0069,16.6649,-0.693,4.3195,10.3459,3.2165,19.3345,0.0199,0.4462,-3.2223,-0.0829,-7.2218,-0.1859,0.0257,0.5855,0.7358,0.6879,1.2568,1.1749,0.9348,0.3428,0.5415,0.4732,1.5796,1.3804,0.8739,0.519,1.3115,-22.7812,2.5271,-43.8949,-17.3697,0.7561,0.8736,0.4359,1.1555,0.5766,0.499,0.6132,1.0529,0.9075,1.717,1.4799,0.8619,0.0046,6.4547,0.1889,0.2733,-0.155,-0.6132,-0.396,0.3923,0.0594,1.3164,1.1474,5.7507,-1.2234,0.1061,1.2374,1.1124,6.8979,-0.5016,0.646,0.6925,0.8322,4.7159,-0.5385,0.5593,0.0919,0.1643,1.0314,1.3788,1.3368,1.0639,1.901,1.7869,1.3733,1.9171,1.396,0.563,0.8438,1.4986,0.8337,1.2194,1.4627,0.0034,2.597,0.274,0.2132,0.0368,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.3175,11.7861,3.4331,19.4377,-0.6175,-2.3318,11.7891,3.4335,15.169,-3.4998,0.0357,15.4683,3.933,19.4942,-0.7203,5.1089,18.4824,4.2991,14.7157,0.0107,-0.1362,8.8813,0.0621,-65.2305,-0.4564,0.007,0.9999,0.8729,0.7986,0.873,0.7987,0.9148,0.9997,0.762,0.6377,0.7621,0.6379,0.8369,0.629,0.9091,-46.6018,1.4454,-74.0887,-51.2597,3.5647,1.0605,0.8079,0.2975,0.2266,0.7618,1.2814,0.9971,1.3209,0.7781,1.0308,1.3247,0.0121,7.9197,0.3112,0.4404,0.115,0.209,-0.804,0.2226,-0.2495,0.8272,0.9095,4.705,-2.2884,-0.0278,3.2039,1.7899,9.549,-1.007,0.9262,2.7086,1.6458,6.8338,-0.2916,8.9818,-0.2693,-0.03,0.5081,0.5526,1.0876,0.2582,0.3054,1.1829,0.6834,2.1223,3.1055,0.3007,0.2704,0.8992,0.4927,0.6885,1.3973,0.0049,2.8164,0.3134,-0.7431,0.1097,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
-0.5875,6.9451,2.6353,15.1074,-1.1479,-1.9497,7.9514,2.8198,11.8935,-9.8621,-0.0728,9.5416,3.0889,16.6544,-0.5334,3.7941,14.1945,3.7676,14.6618,0.0267,0.3013,8.0648,-0.1548,26.7658,-0.5139,-0.0192,0.9346,0.8532,0.6995,0.9129,0.7484,0.8199,0.8734,0.7279,0.4893,0.8333,0.5602,0.6722,0.7477,1.3936,-20.1029,1.864,-26.8877,-14.4248,6.4237,0.6476,0.4669,0.1008,0.0727,0.721,1.2702,0.9071,1.0304,0.7141,0.8112,1.1359,0.0102,5.9485,0.6484,0.2434,-0.3473,-0.0539,-0.9067,0.2488,-0.5621,1.3189,1.1484,5.374,-4.2576,-0.5249,3.1613,1.778,7.0858,-5.4294,0.7785,0.9392,0.9691,4.8709,-0.0781,1.0709,-0.722,-0.6742,0.6459,1.185,1.8346,0.4172,1.4042,3.3659,0.7273,12.3353,16.9607,0.9275,0.2262,0.2439,0.7584,1.1033,1.4547,0.0055,2.6498,0.5967,-0.2661,-0.1802,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
-0.6228,3.3448,1.8289,9.6159,-0.8078,-0.8548,7.1801,2.6796,16.7235,-2.0657,-0.139,5.8384,2.4163,19.8394,-0.916,3.2173,7.1501,2.674,14.3959,0.0295,0.7285,4.4807,-0.1936,6.1502,-0.2657,-0.0432,0.6825,0.7569,0.684,1.109,1.0021,0.9036,0.4658,0.5729,0.4678,1.2298,1.0042,0.8166,0.3813,0.453,-9.8191,1.188,-25.7511,-21.6754,0.9751,0.5137,0.3586,0.5268,0.3677,0.698,0.575,0.4847,0.668,0.8429,1.1617,1.3781,0.0057,4.9144,-0.6062,-0.3293,0.3142,0.4838,-0.5613,-0.2667,0.1074,0.4962,0.7044,4.406,-1.5246,-0.3171,0.9892,0.9946,5.8127,-2.0612,0.5692,3.3559,1.8319,7.6584,-0.2697,-0.3387,0.1887,-0.5572,0.7082,0.3845,0.5429,0.5016,0.1479,0.2948,0.6798,1.6354,2.4056,0.9191,0.2894,0.3148,0.758,0.5753,0.759,0.0036,2.401,-0.1996,-0.3393,-0.2426,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0134,0.2096,0.4578,1.9194,-0.9729,0.1124,0.3233,0.5686,2.6871,-0.9178,-0.0437,0.3154,0.5616,3.3829,-0.5522,0.8252,0.1821,0.4267,2.4317,0.0623,0.1195,-0.3076,0.0163,-2.5751,0.1363,-0.0529,0.8051,0.8152,1.0728,1.0125,1.3326,1.3161,0.6481,0.6645,1.151,1.0252,1.7759,1.7322,0.736,0.7864,-5.8539,1.0685,-7.9533,-7.4435,0.6944,0.4464,0.3751,0.6429,0.5403,0.8404,0.7143,0.5674,0.7893,0.7943,1.105,1.3912,0.0007,1.2446,0.2553,-0.3315,0.2773,-0.2463,0.3985,0.1828,-0.421,0.2865,0.5352,1.7175,-10.3285,-0.2686,0.0727,0.2697,1.0692,-2.697,0.1886,0.0303,0.174,0.6419,-0.1452,1.5673,-2.2329,-1.4246,1.9848,3.0753,1.5494,3.9393,9.4572,2.4007,2.0076,19.2396,9.5832,0.5242,0.2705,0.5159,1.6064,2.6755,1.6656,0.0029,0.9359,0.8839,-0.6423,-0.6761,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.5531,3.1759,1.7821,12.538,-0.6189,-1.2488,6.8033,2.6083,17.5494,-3.209,-0.3851,7.2876,2.6996,17.7977,-1.0122,3.5231,6.8683,2.6207,15.9697,0.0101,0.4429,1.4365,-0.157,3.2433,-0.3545,-0.1093,0.6832,0.6601,0.68,0.9662,0.9953,1.0301,0.4668,0.4358,0.4624,0.9335,0.9905,1.061,0.3582,0.5354,-29.3086,1.4945,-81.8123,-54.7413,1.8575,0.8756,0.48,0.4714,0.2584,0.5483,0.7144,0.7045,0.7851,0.986,1.0989,1.1145,0.0077,5.4189,0.2898,0.0584,0.0217,0.613,-0.6324,-0.2248,-0.3096,0.9362,0.9676,4.9507,-0.9919,-0.2554,1.9765,1.4059,7.354,-3.2797,0.3985,4.89,2.2113,8.5353,-0.8737,1.2123,-0.7771,-0.641,0.6883,0.4376,0.6358,0.4737,0.1915,0.4042,0.4374,0.6194,1.416,1.4464,0.5456,0.3772,0.6732,0.58,0.8616,0.0031,3.7854,-0.0654,-0.1564,-0.1171,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0495,0.371,0.6091,2.5223,-0.9613,-0.5953,0.8245,0.908,3.4851,-1.7565,0.1406,0.7602,0.8719,4.7451,-0.2551,1.352,0.5044,0.7102,3.6279,0.0598,-0.0832,0.3522,0.0366,-4.2336,-0.4403,0.104,0.6708,0.6986,0.8577,1.0414,1.2785,1.2276,0.45,0.4881,0.7356,1.0846,1.6346,1.5071,0.5567,1.2816,-5.3583,2.3023,-9.6256,-4.1808,1.0172,0.3402,0.3333,0.3344,0.3277,0.9797,0.7237,0.5316,0.6952,0.7345,0.9606,1.3079,0.0034,1.9187,0.6926,-0.2249,-0.5895,0.263,-0.3125,0.5387,-0.0857,0.0203,0.1424,0.5853,-1.7685,0.0126,0.0059,0.0766,0.3375,-0.683,0.0542,0.0235,0.1534,0.6366,-0.4299,-6.8077,-1.5791,0.232,1.8587,0.9285,0.4995,3.4548,0.8621,0.2495,2.7296,1.9534,0.7156,1.0542,0.4749,0.4505,1.7342,0.9195,0.5302,0.0006,0.3146,0.2644,-0.2012,0.1761,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.4084,1.4095,1.1872,7.7332,-2.1709,-0.7098,2.672,1.6346,13.0602,-1.8104,-0.0351,3.0127,1.7357,15.0027,-0.4664,2.1237,3.2558,1.8044,14.1639,0.0071,0.5754,11.6515,-0.1923,20.2489,-0.3342,-0.0165,0.7263,0.684,0.658,0.9418,0.9059,0.9619,0.5275,0.4679,0.4329,0.8869,0.8207,0.9253,0.6293,1.1096,-52.4077,1.7632,-83.2789,-47.2316,0.5248,0.2384,0.171,0.4542,0.3258,0.7172,0.5921,0.5155,0.546,0.8705,0.9221,1.0592,0.0044,3.3211,0.6366,-0.3388,-0.3679,-0.2025,-0.5199,0.5817,0.1887,0.4146,0.6439,6.0648,-0.4657,-0.378,0.1235,0.3514,2.9021,-4.0999,0.5538,1.7107,1.3079,5.8714,-0.5228,-0.4992,0.3407,-0.6825,1.8321,0.4923,0.2687,3.3566,0.2424,0.0722,0.8259,0.9559,1.1574,7.2715,1.0732,0.1476,2.0898,1.0329,0.4943,0.0037,1.7439,-0.3678,0.5153,-0.2365,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0845,0.257,0.507,2.2334,-1.0512,-0.2894,0.5222,0.7226,3.1324,-1.1935,-0.0979,0.5629,0.7502,4.0531,-0.6138,1.1166,0.1956,0.4423,2.3092,0.1102,0.292,0.8627,-0.0757,2.9543,-0.2591,-0.0877,0.7016,0.6758,1.1462,0.9632,1.6337,1.6962,0.4923,0.4567,1.3138,0.9277,2.669,2.877,0.6715,0.7424,-4.0001,1.1056,-5.9566,-5.3878,0.7625,0.4335,0.4195,0.5686,0.5502,0.9677,0.713,0.551,0.9672,0.7728,1.3565,1.7552,0.0017,1.6672,0.2117,-0.3635,0.0529,-0.0391,-0.1785,0.4251,-0.1074,0.0542,0.2327,1.0008,-1.7645,-0.0526,0.0235,0.1535,0.7722,-1.7103,0.0743,0.0234,0.153,0.7253,-0.5474,2.0412,-1.4464,-0.7086,1.5166,1.5216,1.0033,2.3001,2.3152,1.0066,1.3108,2.4898,1.8994,1.2706,0.7724,0.6079,1.296,1.38,1.0648,0.0008,0.4769,0.5858,0.5442,0.0945,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1956,4.8958,2.2126,15.5329,-0.5926,-0.2065,11.0478,3.3238,18.3117,-2.436,0.2892,14.4074,3.7957,16.225,-1.1787,4.6896,8.5233,2.9195,15.728,0.0236,-0.9474,0.6765,0.0417,-0.7141,-0.044,0.0617,0.6657,0.5829,0.7579,0.8757,1.1385,1.3001,0.4431,0.3398,0.5744,0.7668,1.2962,1.6903,0.4452,0.6585,-15.1889,1.479,-34.1161,-23.0674,1.83,1.3096,0.6055,0.7156,0.3308,0.4623,0.8483,0.9573,0.9876,1.1286,1.1643,1.0316,0.0021,7.2758,0.6189,0.3861,0.0527,0.8623,-0.3003,-0.0787,0.1884,0.2095,0.4577,2.5848,-0.5791,0.3827,1.4168,1.1903,5.9505,-0.3919,-0.7169,1.9726,1.4045,5.0436,-10.4437,0.4922,-0.2628,-0.5339,0.3845,0.3259,0.8475,0.1478,0.1062,0.7182,0.5658,0.2059,0.364,0.3829,3.7141,9.7,0.4344,0.5125,1.1798,0.0044,1.8819,0.3166,-0.234,-0.1533,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
