@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-1.3627,22.508,4.7443,26.7702,-1.3254,-1.0698,12.9799,3.6028,27.4893,-0.862,-0.0467,19.2274,4.3849,30.2838,-0.6269,6.3546,17.3375,4.1638,20.8613,0.0241,1.2738,29.194,-0.2144,22.9192,-0.1683,-0.0073,1.3168,1.082,1.1394,0.8216,0.8653,1.0531,1.7341,1.1706,1.2982,0.6751,0.7487,1.109,1.199,1.3075,-29.6725,1.0905,-24.7482,-22.6942,0.7798,0.6185,0.5386,0.7931,0.6907,0.8708,0.9738,0.884,1.2832,0.9077,1.3177,1.4517,0.0087,9.4917,-0.1349,-0.1476,-0.3918,0.1939,-0.1301,0.2774,?,?,?,?,?,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-2.5604,26.3463,5.1329,24.734,-1.4017,-0.5054,13.6668,3.6969,22.1903,-1.6721,-0.547,16.025,4.0031,22.4002,-1.4441,7.0916,12.8573,3.5857,16.3435,0.0424,5.0664,4.6805,-0.361,0.9238,-0.0713,-0.0771,1.3884,1.2822,1.4315,0.9235,1.031,1.1164,1.9278,1.6441,2.0491,0.8528,1.063,1.2464,1.0396,1.0907,-19.9547,1.0491,-19.1946,-18.2955,1.2401,1.1237,0.6034,0.9061,0.4866,0.537,1.1146,1.1042,1.5134,0.9906,1.3577,1.3706,0.0136,10.6328,0.035,-0.1515,-0.3878,-0.0894,-0.2858,-0.0472,?,?,?,?,?,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.0926,0.3835,0.6192,3.0061,-1.2929,-0.0215,0.4055,0.6368,3.4379,-0.6944,0.1392,0.2107,0.459,2.7179,-0.9469,0.896,0.2253,0.4746,2.2547,0.0499,-4.3146,0.6653,0.1034,-0.1542,-0.024,0.1554,0.9725,1.3489,1.3047,1.3871,1.3417,0.9672,0.9457,1.8197,1.7023,1.9242,1.8001,0.9355,1.2031,1.2823,-14.3104,1.0659,-11.895,-11.16,0.6462,0.9392,0.5524,1.4534,0.8549,0.5882,0.8744,1.1061,1.3332,1.2649,1.5247,1.2054,0.0008,1.3727,-0.5699,0.0418,-0.1544,0.4981,0.3544,0.2026,?,?,?,?,?,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0106,1.1581,1.0762,4.2247,-0.6126,0.2907,3.0087,1.7345,7.6149,-0.5406,-0.1079,1.1154,1.0561,5.4326,-0.9462,2.0719,1.0856,1.0419,5.2028,0.0206,-0.0366,0.0986,-0.0051,-2.6936,0.1403,-0.0521,0.6204,1.0189,1.0329,1.6423,1.6648,1.0137,0.3849,1.0383,1.0668,2.6973,2.7715,1.0275,0.6006,0.6076,-14.6334,1.0117,-24.3654,-24.0828,0.53,0.9385,0.4931,1.7707,0.9304,0.5254,0.5548,0.7777,0.812,1.4017,1.4636,1.0442,0.0015,3.0331,-0.1987,0.139,0.3953,-0.132,0.4722,0.0387,?,?,?,?,?,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.8054,3.0331,1.7416,7.1886,-0.282,-0.581,1.0597,1.0294,4.82,-3.0555,-0.4012,2.4083,1.5519,7.1714,-1.7063,2.3091,2.3163,1.522,6.1322,0.0334,-1.3862,-2.0075,0.3488,1.4482,-0.2516,-0.1737,1.6918,1.1223,1.1443,0.6633,0.6764,1.0196,2.8624,1.2595,1.3094,0.44,0.4575,1.0397,0.4354,0.3497,-7.4522,0.8031,-17.1151,-21.3101,4.718,2.1161,0.8838,0.4485,0.1873,0.4177,1.4914,1.0024,1.1723,0.6721,0.786,1.1695,0.0053,3.5486,-0.6041,-0.2205,0.8817,0.112,-0.6165,-0.2832,?,?,?,?,?,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
1.1116,19.4674,4.4122,23.1221,-0.5643,-1.0623,11.1794,3.3436,14.07,-3.6039,-0.429,4.6935,2.1665,9.5204,-1.0316,4.8725,14.1477,3.7613,15.3978,0.0276,-1.0464,-2.591,0.2281,2.4761,-0.218,-0.0881,1.3196,2.0366,1.173,1.5433,0.8889,0.576,1.7414,4.1477,1.376,2.3819,0.7902,0.3317,0.7573,1.7255,-19.0903,2.2783,-25.2069,-11.0638,4.8364,3.1541,0.9334,0.6522,0.193,0.2959,1.6434,2.4287,1.5016,1.4779,0.9138,0.6183,0.0081,7.0829,-0.402,0.0286,0.691,0.1376,-0.6268,-0.0663,?,?,?,?,?,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.8732,9.7784,3.127,19.4052,-0.8329,-0.9484,6.6809,2.5847,14.9453,-3.1588,0.0375,12.3662,3.5166,22.5193,-0.6626,4.8732,6.7403,2.5962,14.9965,0.0453,0.9207,-23.313,-0.1792,-25.32,-0.1946,0.0077,1.2098,0.8892,1.2045,0.735,0.9956,1.3545,1.4636,0.7907,1.4507,0.5403,0.9912,1.8347,0.7768,0.9825,-12.3836,1.2648,-15.9419,-12.604,2.9461,0.7817,0.674,0.2653,0.2288,0.8622,1.2984,0.8617,1.294,0.6637,0.9966,1.5016,0.0066,7.35,-0.0357,-0.1378,0.0146,-0.088,-0.5495,-0.0198,?,?,?,?,?,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.9435,7.4491,2.7293,15.7168,-1.1031,-1.6221,17.4181,4.1735,16.8419,-2.3419,0.28,11.5591,3.3999,15.9196,-0.7052,4.9826,15.2,3.8987,15.2708,0.038,-0.5817,3.3701,0.1894,-5.7938,-0.3256,0.0562,0.654,0.8028,0.7001,1.2275,1.0705,0.872,0.4277,0.6444,0.4901,1.5069,1.1459,0.7605,0.6985,1.2521,-13.6533,1.7926,-19.5468,-10.9042,1.4829,0.8005,0.4708,0.5398,0.3175,0.5881,0.9332,0.9873,1.0292,1.0579,1.1029,1.0425,0.0097,7.5801,-0.5525,0.4033,0.5828,-0.3207,-0.7584,0.4831,?,?,?,?,?,1100,0,0,0,1,TASCA_DESTRA_DIETRO_PANTALONI
1.3443,5.7998,2.4083,9.1097,-0.1523,-2.0555,14.2455,3.7743,15.2515,-9.7351,-0.651,3.2231,1.7953,9.6204,-1.4088,3.6839,16.1535,4.0191,15.801,0.0116,-0.654,-2.0651,0.3649,3.1577,-0.558,-0.1767,0.6381,1.3414,0.5992,2.1023,0.9391,0.4467,0.4071,1.7995,0.359,4.4199,0.8819,0.1995,0.0871,0.2141,-6.4685,2.4582,-74.2846,-30.2194,5.5644,1.9794,0.4945,0.3557,0.0889,0.2498,0.5973,0.9469,0.5765,1.5853,0.9652,0.6088,0.0127,5.6409,-0.9359,-0.3124,0.9466,0.3541,-0.9804,-0.3741,?,?,?,?,?,1100,0,0,0,1,TASCA_DESTRA_DIETRO_PANTALONI
1.0542,8.463,2.9091,20.9066,-0.2894,-0.6006,5.7387,2.3956,11.0447,-1.3283,-0.4239,3.6857,1.9198,14.0648,-1.1453,3.2798,8.7819,2.9634,16.6815,0.0205,-1.7551,-2.4868,0.3214,1.4169,-0.1831,-0.1292,1.2144,1.5153,0.9817,1.2478,0.8084,0.6478,1.4747,2.2962,0.9637,1.557,0.6535,0.4197,0.7448,0.625,-13.4489,0.8392,-18.058,-21.519,3.418,2.4731,0.952,0.7236,0.2785,0.385,1.8929,1.4865,1.2533,0.7853,0.6621,0.8431,0.0069,4.9018,-0.2305,0.0491,0.7399,0.1633,-0.4763,-0.1318,?,?,?,?,?,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
