@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.0833,6.8234,2.6122,15.9714,-1.5836,2.6069,17.2583,4.1543,29.3478,-0.3613,9.1007,12.0936,3.4776,21.688,-0.025,10.7502,10.234,3.1991,22.4535,0.1693,-0.0319,-0.0092,-0.0077,0.2864,0.2425,0.8466,0.6288,0.7511,0.8165,1.1946,1.2986,1.0871,0.3954,0.5642,0.6667,1.4271,1.6864,1.1817,1.2568,18.5141,-2.1386,14.7306,-1.7016,-0.1155,0.2867,0.2922,0.2287,1.0189,0.7976,0.7828,0.5442,0.7364,0.7113,1.3532,1.3071,0.9659,0.0512,14.7937,0.0165,-0.4028,-0.3898,-0.3281,0.1738,0.7248,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DESTRA_PANTALONI
-0.0441,5.2097,2.2825,17.4084,-0.7368,-1.1794,29.8433,5.4629,36.1004,-1.0305,9.6169,10.2926,3.2082,20.0915,-0.1026,11.4456,8.2217,2.8674,19.114,0.2372,0.0374,-0.0046,-0.0039,-0.1226,-0.103,0.8402,0.4178,0.7114,0.796,1.7028,1.9052,1.1189,0.1746,0.5062,0.6337,2.8995,3.6298,1.2519,0.4031,3.9488,-1.2428,9.7959,-3.0831,-0.3147,0.5637,0.5501,0.4,0.9758,0.7096,0.7272,0.4822,0.8665,0.9108,1.7968,1.8887,1.0511,0.0505,15.8483,0.6244,0.2516,0.0462,0.3151,-0.1297,0.5734,7.3192,3.0869,1.757,5.052,0.4823,-0.5172,6.4991,2.5493,7.6696,-0.9627,-4.7728,9.9032,3.1469,10.08,-4.1726,-14.1525,-1.5335,0.1084,0.6892,0.5583,0.8101,0.475,0.3117,0.6563,-1.2511,-0.5788,0.4627,2.4973,5.0076,2.0052,0.6587,0.5012,0.7609,0.0456,14.6474,0.7475,0.9585,0.708,?,?,?,?,?,DESTRA_PANTALONI
-0.3365,0.4643,0.6814,3.0037,-1.5828,3.2941,1.9873,1.4097,7.8522,0.1023,9.4228,0.4503,0.671,3.1765,0.701,10.0929,0.7898,0.8887,5.5538,0.5778,-0.1022,-0.0357,-0.0333,0.3496,0.3264,0.9336,0.4834,1.0155,0.7667,2.1008,1.5863,0.7551,0.2336,1.0312,0.5879,4.4135,2.5162,0.5701,-2.0578,-0.2472,-0.2422,0.1201,0.1177,0.9799,0.133,0.1095,0.0884,0.8233,0.6649,0.8077,0.3825,0.9456,0.5408,2.472,1.4139,0.572,0.0574,13.3091,-0.2033,0.0291,-0.1739,0.0468,0.6927,0.7442,1.2372,3.1029,1.7615,5.6152,0.009,2.6089,0.2156,0.4644,1.5156,0.5881,8.5434,2.2753,1.5084,5.9785,0.3653,0.4742,0.1448,0.3054,3.7934,1.1678,0.3078,14.3901,1.3638,0.0948,0.0235,0.0148,0.6288,1.5398,0.6015,0.3906,3.7049,0.9392,0.2535,0.0518,12.3895,0.9812,-0.9602,-0.9105,?,?,?,?,?,DESTRA_PANTALONI
0.2527,1.6854,1.2982,10.2074,-0.7821,7.4501,12.7397,3.5693,32.373,-0.4936,10.3343,2.3939,1.5472,14.484,0.1853,13.164,5.8937,2.4277,20.2895,0.2768,0.0339,0.0244,0.0192,0.7209,0.5659,0.785,0.3637,0.8391,0.5348,2.3069,1.4702,0.6373,0.1323,0.704,0.286,5.3218,2.1616,0.4062,0.4187,-1.3596,-0.5769,-3.2471,-1.3778,0.4243,0.2643,0.3222,0.2042,1.2191,0.7726,0.6337,0.3153,0.7047,0.5031,2.2351,1.5956,0.7139,0.0634,18.7139,-0.4687,-0.107,-0.3292,0.3339,0.8221,0.6311,2.8846,3.2177,1.7938,5.9621,0.1907,6.4863,0.223,0.4723,2.9887,0.5933,-6.3455,2.1366,1.4617,7.7157,?,0.4447,-0.4546,-1.0222,3.7983,1.2272,0.3231,14.4269,1.506,0.1044,0.3223,-0.1821,-0.565,1.0026,0,0,1.9949,0.7727,0.3874,0.0474,15.7164,-0.3049,0.9404,-0.0083,?,?,?,?,?,DESTRA_PANTALONI
0.356,0.0231,0.1519,0.8256,-0.0094,5.5305,0.0743,0.2725,1.7023,0.7299,9.5849,0.0114,0.1066,0.6063,0.9387,11.0751,0.0352,0.1875,1.3257,0.8869,0.0644,0.0371,0.0321,0.577,0.4994,0.8654,0.5574,1.4253,0.81,2.557,1.4531,0.5683,0.3107,2.0314,0.6561,6.5382,2.1116,0.323,-0.0017,-0.0008,-0.0007,0.4956,0.4423,0.8923,0.1298,0.0827,0.0697,0.6374,0.5374,0.8432,0.485,1.3617,0.6227,2.8077,1.2841,0.4573,0.0554,15.4715,-0.6191,-0.1206,-0.4766,0.3745,0.8872,0.7604,-7.8636,0.0091,0.0956,7.9965,?,5.5569,0.02,0.1416,0.4789,0.918,1.8682,0.0006,0.0242,0.0928,0.951,-1.4151,-4.2091,2.9744,0.6753,3.9476,5.8457,0.456,15.5837,34.1721,-1.4911,-4.4429,2.9795,0,0,3.0864,16.6993,86.1629,5.1597,0.049,15.2888,1.0012,-0.8978,-0.9052,?,?,?,?,?,DESTRA_PANTALONI
-0.1447,1.2405,1.1138,6.8711,-1.0893,3.7779,1.4515,1.2048,7.35,-0.0377,9.485,1.7361,1.3176,8.6118,0.3204,10.3345,1.8853,1.3731,9.0096,0.3535,-0.0383,-0.0153,-0.014,0.3983,0.3656,0.9178,0.9244,0.8453,0.8112,0.9144,0.8775,0.9596,0.8546,0.7145,0.658,0.8361,0.7699,0.9209,13.4009,-0.8823,-0.7272,-0.0658,-0.0543,0.8242,0.4643,0.2595,0.236,0.5589,0.5082,0.9093,0.9348,0.7979,0.7626,0.8535,0.8158,0.9558,0.0508,14.0291,0.7868,0.2393,0.459,0.3502,0.6076,0.9425,2.417,6.825,2.6125,8.6673,0.1074,2.2475,0.1723,0.4151,2.3521,0.328,8.3864,8.013,2.8307,12.1508,-0.2727,1.0754,0.2882,0.268,6.2931,0.9229,0.1467,39.6032,0.8517,0.0215,0.9082,-0.4004,-0.4409,2.7743,1.017,0.3666,3.685,0.7133,0.1936,0.0448,13.2134,-0.2241,-0.9384,0.4866,?,?,?,?,?,DESTRA_PANTALONI
0.3408,1.2978,1.1392,7.7143,-0.5516,6.1462,7.099,2.6644,10.9392,0.1731,9.4538,2.5317,1.5911,9.2481,0.3009,11.5384,5.0599,2.2494,12.8999,0.304,0.0554,0.036,0.0295,0.6501,0.5327,0.8193,0.4276,0.716,0.5064,1.6745,1.1845,0.7074,0.1828,0.5126,0.2565,2.804,1.403,0.5004,-1.198,-0.689,-0.4867,0.5752,0.4063,0.7064,0.3758,0.3758,0.2682,1,0.7137,0.7137,0.7052,0.8341,0.598,1.1829,0.848,0.7169,0.0561,16.4743,-0.3239,0.1392,-0.1848,0.1511,0.8254,0.6766,0.9867,4.2021,2.0499,5.6985,-0.0666,7.1704,0.635,0.7969,2.4362,0.73,5.269,11.2456,3.3535,10.8801,-0.4979,0.1376,0.1873,1.3609,2.5723,0.6113,0.2376,6.6169,0.3737,0.0565,-0.054,0.0983,-1.8209,0.5922,0.7356,1.242,2.3391,0.5238,0.2239,0.0445,14.3994,0.8498,-0.9809,-0.7558,?,?,?,?,?,DESTRA_PANTALONI
0.1522,0.0097,0.0985,0.4919,-0.3848,6.2239,0.0431,0.2077,0.973,0.8553,9.6302,0.0042,0.0651,0.3515,0.9641,11.4693,0.0148,0.1218,0.5263,0.9552,0.0244,0.0158,0.0133,0.6463,0.5427,0.8397,0.4741,1.5124,0.8083,3.19,1.7048,0.5344,0.2248,2.2873,0.6533,10.1758,2.9063,0.2856,-0.0238,-0.0145,-0.0122,0.6093,0.5121,0.8405,0.0528,0.0363,0.0302,0.6868,0.5719,0.8327,0.5056,1.3995,0.9346,2.7682,1.8486,0.6678,0.0573,16.0141,-0.376,0.0951,-0.2967,-0.0652,0.8928,0.3877,-7.7128,0.0001,0.0116,7.7329,?,5.9191,0.0003,0.0159,0.0623,0.9895,-1.2833,0.0002,0.0155,1.3142,?,-1.303,6.0102,-4.6124,0.7309,0.7459,1.0205,0.5342,0.5563,1.0414,-1.3124,5.8841,-4.4835,0,1,0,124.1648,5.8841,0.0474,0.049,14.9152,0.8724,0.1696,0.3215,28.2185,0.0014,0.0369,0.075,0.9973,DESTRA_PANTALONI
0.0466,5.5762,2.3614,17.1996,-1.6606,7.9447,10.2087,3.1951,18.5993,-0.4704,9.5177,8.154,2.8555,17.8132,0.0535,13.1293,5.268,2.2952,17.5748,0.0818,0.0059,0.0049,0.0035,0.8347,0.6051,0.7249,0.7391,0.827,1.0288,1.1189,1.3921,1.2441,0.5462,0.6839,1.0585,1.252,1.9379,1.5478,1.804,-10.6591,-6.8579,-5.9084,-3.8014,0.6434,0.5111,0.3435,0.3378,0.6721,0.6609,0.9833,0.9247,0.9656,0.9786,1.0441,1.0583,1.0136,0.0617,19.1855,0.4959,-0.1488,-0.0155,0.1504,0.4396,0.8566,1.8428,7.7455,2.7831,13.7617,-0.4322,6.2745,2.9071,1.705,8.5927,0.0896,5.9931,6.8348,2.6143,9.8735,-0.2899,0.2937,0.3075,1.047,1.6323,1.0645,0.6522,2.6643,1.1332,0.4253,-4.9135,1.8715,-0.3809,1.0181,1.2553,1.233,1.6016,1.3938,0.8703,0.0441,14.494,-0.8433,-0.4537,0.0948,27.7208,0.0051,0.0714,0.2095,0.9924,DESTRA_PANTALONI
0.4743,0.0597,0.2444,1.3788,-0.1756,-7.2228,0.4954,0.7039,9.7105,?,9.6776,0.0566,0.238,1.6424,0.8436,12.0984,0.2902,0.5387,3.4739,0.7545,-0.0657,0.049,0.0392,-0.7463,-0.597,0.7999,0.3473,1.027,0.4537,2.9575,1.3066,0.4418,0.1206,1.0547,0.2059,8.7467,1.7072,0.1952,0.0212,-0.0233,-0.0193,-1.0964,-0.9095,0.8295,0,0.1117,0.0829,0,0,0.742,0.142,0.8395,0.3969,5.9123,2.7953,0.4728,0.0601,17.3795,-0.2141,-0.125,0.1537,-0.4507,-0.9502,0.7029,5.9239,0.2295,0.4791,1.6469,0.7694,-7.5081,0.0582,0.2413,7.6964,?,1.9637,0.629,0.7931,2.229,0.1759,-0.789,3.0168,-3.8235,1.9855,0.6041,0.3042,3.9422,0.3649,0.0926,-0.7139,11.5467,-16.1736,0,2.6402,0,0.214,0.7388,3.4528,0.0486,15.3957,0.9474,-0.9737,-0.8573,?,?,?,?,?,DESTRA_PANTALONI
