@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.4339,5.2644,2.2944,15.6879,-0.863,0.0227,8.9196,2.9866,26.049,-1.3488,0.2906,2.6621,1.6316,15.1501,-0.6559,3.1594,7.1372,2.6716,16.6894,0.0059,-19.0904,-1.4934,-0.1373,0.0782,0.0072,0.092,0.7682,1.4062,0.8588,1.8305,1.1179,0.6107,0.5902,1.9775,0.7376,3.3506,1.2497,0.373,0.4858,1.211,-73.1406,2.4928,-150.5545,-60.3958,0.7593,0.9204,0.5016,1.2122,0.6606,0.545,0.6022,1.0355,0.94,1.7194,1.5608,0.9078,0.0013,4.8112,0.3715,0.1876,0.1252,-0.1806,-0.309,0.366,0.1336,0.9363,0.9676,7.778,-0.393,0.0736,0.2988,0.5466,3.7459,-0.6433,0.2051,0.9295,0.9641,4.9155,-0.9664,1.8163,0.6514,0.3587,1.7703,1.0036,0.5669,3.1339,1.0073,0.3214,1.4964,0.9083,0.607,2.4496,2.2337,0.9119,2.0764,1.5824,0.7621,0.0007,1.6411,0.111,-0.1124,0.3363,-17.8979,42.936,6.5526,32.3914,?,53.9924,36.8216,6.0681,19.4702,0.6781,1.6854,120.0064,10.9547,33.3542,-0.7169,-0.3315,-10.6197,32.0362,1.0798,0.5981,0.5539,1.1661,0.3578,0.3068,-0.7898,2.3258,-2.9447,0,0,3.1131,1.6636,0.9711,0.5837,0.1448,82.2141,0.9268,-0.566,-0.7414,DIETRO_PANTALONI
0.3279,3.2103,1.7917,13.7252,-0.5451,-1.513,7.783,2.7898,20.4611,-1.1454,0.2385,4.9457,2.2239,25.8139,-0.2167,2.8567,10.2317,3.1987,23.9599,0.0032,-0.2167,1.3747,0.1148,-6.3437,-0.5296,0.0835,0.6422,0.8057,0.5601,1.2545,0.8722,0.6952,0.4125,0.6491,0.3138,1.5737,0.7607,0.4834,0.4433,1.0532,-62.6282,2.3758,-141.2839,-59.4667,0.9314,0.4187,0.3695,0.4495,0.3968,0.8826,0.6708,0.5317,0.5728,0.7926,0.854,1.0774,0.0041,4.3048,0.1375,0.3079,0.3502,-0.1126,-0.7215,0.4523,0.358,0.7049,0.8396,5.9248,-0.3778,-0.3434,0.8724,0.934,6.3094,-3.6085,0.9823,1.7342,1.3169,6.1673,-0.341,-1.0425,0.3645,-0.3496,0.8989,0.6376,0.7093,0.808,0.4065,0.5031,0.3289,1.036,3.1503,3.141,0.935,0.2977,0.9391,0.9607,1.023,0.0029,2.051,-0.3002,-0.0272,-0.0059,-22.8583,75.0273,8.6618,38.6398,?,-14.9536,263.9593,16.2468,52.6199,-0.9446,-21.7106,22.1058,4.7017,26.9989,?,1.5286,1.0529,0.6888,0.5331,1.8423,3.4555,0.2842,3.394,11.9407,1.5117,1.4312,0.9467,0,1,0,0.7343,1.4312,1.949,0.0921,65.6971,-0.8095,-0.9379,0.9069,DAVANTI_PANTALONI
0.0222,0.0185,0.1362,2.4294,-0.8716,-0.1332,0.1016,0.3187,5.5907,-1.1192,0.007,0.0398,0.1995,3.8877,-1.3773,0.2434,0.119,0.3449,3.9136,0.0052,-0.1663,3.1424,0.091,-18.8912,-0.5471,0.029,0.4272,0.6825,0.3948,1.5976,0.9241,0.5784,0.1825,0.4658,0.1559,2.5523,0.854,0.3346,0.3832,0.5023,-55.7277,1.3109,-145.4413,-110.9455,0.492,0.7937,0.33,1.6132,0.6706,0.4157,0.4345,0.6249,0.6207,1.4381,1.4285,0.9934,0.0004,0.3483,-0.8787,-0.829,-0.0555,0.8061,0.0082,0.0119,0.0047,0.0003,0.0182,0.0972,-0.6563,0.035,0.0006,0.0251,0.125,-0.4138,0.012,0.0003,0.0177,0.1122,-1.027,0.133,0.3878,2.9153,0.7249,1.0259,1.4153,0.5254,1.0524,2.0029,1.053,0.6778,0.6437,0.6639,1.0607,1.5976,0.7778,0.8667,1.1143,0.0001,0.0697,0.6519,0.2774,0.1529,-41.8857,0.0555,0.2357,42.659,?,-2.3257,0.2616,0.5114,3.2394,?,-9.4037,0.1513,0.3889,10.2585,?,18.0102,4.4542,0.2473,0.4608,0.6059,1.315,0.2123,0.3671,1.7291,13.1686,4.1584,0.3158,1,1,1,13.1686,4.1584,0.3158,0.1131,53.6151,0.4271,-0.4684,-0.5959,DAVANTI_PANTALONI
1.1264,7.2175,2.6865,14.0753,-0.46,-1.1579,6.3223,2.5144,11.8746,-1.8464,0.4171,3.4274,1.8513,15.2605,-0.2391,3.1994,9.5142,3.0845,15.879,0.0026,-0.9728,2.7007,0.3521,-2.7762,-0.3619,0.1304,1.0685,1.4511,0.871,1.3582,0.8152,0.6002,1.1416,2.1058,0.7586,1.8446,0.6645,0.3602,0.5757,1.5058,-108.3912,2.6157,-188.2788,-71.9803,2.3109,0.7828,0.6056,0.3387,0.2621,0.7736,1.1853,0.9223,0.8864,0.7781,0.7478,0.961,0.0044,4.9592,-0.3673,0.6598,0.6984,-0.1342,-0.6564,0.5783,0.2051,0.2035,0.4512,2.7493,-0.4862,-0.3884,0.6504,0.8064,3.9531,-5.5649,1.191,3.5452,1.8829,6.4108,-0.01,-0.5281,0.1722,-0.3261,0.5594,0.2396,0.4283,0.313,0.0574,0.1834,0.2684,14.2239,52.994,3.0721,0.2914,0.0949,0.6955,0.4289,0.6166,0.0033,2.016,-0.6109,0.2611,-0.331,-16.1837,31.8621,5.6446,27.7191,-19.0951,6.4694,82.7222,9.0952,29.2206,0.0041,-34.3251,8.2965,2.8804,36.7798,?,-2.5016,0.4715,-0.1885,0.6206,1.9597,3.1577,0.3852,3.8404,9.9708,-221.3077,0.7161,-0.0032,0.047,0,0,0.9486,0.7537,0.7945,0.1005,57.0419,0.5193,0.0829,0.8863,DAVANTI_PANTALONI
-0.1621,0.0305,0.1747,1.2895,-1.4485,-0.2576,0.114,0.3376,2.9754,-0.8417,-0.0204,0.0124,0.1116,1.587,-1.1629,0.3711,0.1123,0.3351,1.8436,0.0039,0.6293,7.9429,-0.4368,12.6215,-0.6941,-0.055,0.5175,1.5662,0.5214,3.0264,1.0075,0.3329,0.2678,2.453,0.2719,9.1588,1.015,0.1108,0.561,0.894,-105.6368,1.5937,-188.3066,-118.1586,0.326,0.7177,0.2845,2.2017,0.8728,0.3964,0.4334,0.8125,0.6994,1.8748,1.6138,0.8608,0.0008,0.5447,0.8533,0.3171,-0.7565,0.524,-0.749,-0.2689,-0.0123,0.0011,0.0339,0.2596,-3.1226,0.0138,0.0016,0.0399,0.3482,-3.0874,0.047,0.0012,0.0352,0.2136,-0.3812,-0.8945,-0.2622,0.2932,0.8483,0.9626,1.1347,0.7197,0.9266,1.2875,0.7475,3.3344,4.4609,0.739,0.4071,0.5508,0.7454,1.215,1.63,0.0001,0.1037,0.822,0.4131,0.3135,-35.5557,0.084,0.2897,36.5997,?,-8.1008,1.0099,1.0049,10.4385,?,23.6948,0.0942,0.3069,1.2589,0.9484,4.3891,-1.5006,-0.3419,0.2883,0.944,3.274,0.0831,0.8911,10.7192,3.5062,-1.5803,-0.4507,1,0,0,3.5062,29.0739,8.2921,0.1141,67.3514,-0.6587,-0.013,-0.3525,DAVANTI_PANTALONI
0.009,0.0039,0.0623,0.3451,-0.9647,-0.0029,0.0038,0.062,0.3779,-0.5504,0.0025,0.0025,0.0495,0.3082,-0.7385,0.0897,0.0022,0.0473,0.3131,0.0219,-3.0558,3.6168,0.0998,-1.1836,-0.0327,0.0276,1.0044,1.2588,1.3168,1.2533,1.311,1.0461,1.0089,1.5846,1.734,1.5706,1.7187,1.0943,1.2628,1.2943,-24.1723,1.0249,-19.1423,-18.6766,0.7204,0.9908,0.5487,1.3753,0.7616,0.5538,0.913,1.1197,1.1021,1.2265,1.2072,0.9843,0,0.1391,0.7364,-0.2339,0.0804,0.3748,0.1859,0.1003,0.0002,0.0004,0.0187,0.0993,-0.9002,0.028,0.0003,0.0187,0.1196,-0.2619,0.0046,0.0001,0.0116,0.0545,-0.7114,0.0071,0.0427,6.0526,1.001,1.6154,1.6137,1.002,2.6094,2.6041,1.8955,2.0782,1.0964,0.5514,1.6424,2.9784,0.8304,1.8235,2.1961,0.0001,0.0541,0.6324,0.0074,0.0498,-24.5911,0.1521,0.39,25.3189,?,-28.0639,0.0563,0.2372,28.5599,?,18.8426,0.0511,0.226,1.1398,0.9415,0.8763,-1.3051,-1.4894,1.6441,1.7257,1.0497,2.7029,2.9781,1.1018,0.8865,-1.3791,-1.5556,1,0,0,0.8865,22.2129,25.0562,0.11,71.4975,-0.6625,0.2732,-0.0717,DAVANTI_PANTALONI
0.0982,1.0055,1.0028,7.1743,-0.4404,1.2614,4.1106,2.0275,7.6773,-0.1885,0.4307,2.2443,1.4981,9.4719,-0.2725,1.9283,5.4283,2.3299,10.1997,0.003,0.0778,0.2279,0.0509,2.9286,0.6541,0.2234,0.4946,0.6694,0.4304,1.3534,0.8702,0.643,0.2446,0.448,0.1852,1.8316,0.7573,0.4134,1.8012,1.0813,-71.5403,0.6003,-39.7185,-66.1596,0.7711,0.6691,0.4869,0.8678,0.6314,0.7276,0.9345,0.7574,0.7034,0.8105,0.7527,0.9286,0.0077,2.7671,0.4992,0.4893,0.5223,0.4,0.9138,0.6452,0.4068,0.7846,0.8858,5.3561,-0.176,1.0307,2.5934,1.6104,5.5015,-0.0137,-0.3383,0.6211,0.7881,3.5577,-5.9832,0.3947,-1.2025,-3.0468,0.55,1.1239,2.0434,0.3025,1.2631,4.1753,10.7541,0.2629,0.0244,0.8393,8.94,10.6523,0.9736,1.5055,1.5464,0.0067,1.9277,0.7499,-0.6782,-0.7362,-8.8599,198.9153,14.1037,53.375,-0.493,-6.3499,4.4682,2.1138,12.875,?,-26.2852,14.2295,3.7722,31.125,?,1.3953,0.3371,0.2416,6.6722,3.7389,0.5604,44.5184,13.979,0.314,1.3689,0.5663,0.4137,0,0,1,4.1456,1.7149,0.4137,0.1635,48.2256,-0.7918,0.6634,-0.2315,DAVANTI_PANTALONI
-1.8883,13.545,3.6804,29.8089,-4.2073,1.6119,8.934,2.989,20.2461,-0.4438,1.1117,14.4985,3.8077,49.1213,-1.1842,5.0279,19.097,4.37,35.4593,0.0098,-1.1715,-1.6985,-0.3756,1.4499,0.3206,0.2211,1.2313,0.9666,0.8422,0.785,0.684,0.8713,1.5161,0.9342,0.7093,0.6162,0.4678,0.7592,3.87,0.9044,-68.314,0.2337,-17.652,-75.5386,0.4082,0.2545,0.1598,0.6235,0.3916,0.628,1.4723,0.6068,0.8407,0.4122,0.571,1.3853,0.0071,7.9456,-0.8578,-0.492,-0.6283,0.3412,0.5611,0.4086,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-37.3915,425.7894,20.6347,59.5184,-20.1071,-19.1794,44.7291,6.688,29.0985,?,9.7362,1240.8405,35.2256,112.6785,-0.9401,1.9496,-3.8405,-1.9699,3.0853,0.5858,0.1899,9.5193,0.3431,0.036,1.9485,1.0385,0.5329,0,0.0486,0,2.0454,0.5282,0.2582,0.1123,88.8797,0.4375,-0.5316,-0.5407,DAVANTI_PANTALONI
-0.069,0.0467,0.2162,1.4998,-0.7563,-0.0204,0.0403,0.2009,1.2847,-1.0605,-0.0077,0.0206,0.1436,0.9477,-1.0677,0.2861,0.0311,0.1762,0.8995,0.0072,3.3885,8.9069,-0.2411,2.6286,-0.0712,-0.0271,1.0762,1.5057,1.2267,1.399,1.1398,0.8147,1.1583,2.2672,1.5048,1.9573,1.2992,0.6638,0.9768,1.3198,-98.4407,1.3512,-100.7794,-74.5863,1.3697,1.8631,0.9425,1.3603,0.6881,0.5059,1.1675,1.5826,1.6674,1.3556,1.4282,1.0536,0.0002,0.4413,0.0769,0.0264,-0.0852,0.9919,-0.0304,-0.0053,0.0604,0.0099,0.0996,0.4721,-0.3196,0.0416,0.0186,0.1363,0.8107,-1.2878,0.0253,0.0067,0.0816,0.5127,-1.0888,1.4512,2.3929,1.6489,0.7313,1.2208,1.6695,0.5347,1.4905,2.7873,0.2506,0.4279,1.7076,1.0096,1.4575,1.4437,0.5823,0.9208,1.5812,0.0002,0.2555,0.2863,0.3591,0.8023,-7.0219,2.7453,1.6569,9.4193,?,-54.2221,0.3587,0.5989,55.2597,?,10.5397,4.8287,2.1974,7.0801,0.4511,0.1295,-0.6662,-5.1445,2.7664,0.754,0.2726,7.6528,0.5685,0.0743,0.1705,-1.6185,-9.4953,1,0,0,0.1705,1.3304,7.805,0.1485,71.7836,-0.9323,-0.8212,0.7528,DAVANTI_PANTALONI
-0.0123,0.0073,0.0852,0.6711,-1.5264,0.0198,0.0142,0.1192,0.8405,-0.878,0.0023,0.0095,0.0975,0.6131,-0.9347,0.1497,0.0091,0.0954,0.5404,0.0146,-0.6238,-5.3175,-0.0824,8.5248,0.1322,0.0155,0.7144,0.874,0.8928,1.2233,1.2496,1.0215,0.5104,0.7638,0.7971,1.4964,1.5616,1.0436,1.0319,1.3689,-50.7858,1.3266,-49.215,-37.0996,0.5936,0.8383,0.4844,1.4123,0.816,0.5778,0.7985,1.0946,1.2418,1.3709,1.5551,1.1344,0.0001,0.23,0.1282,-0.2844,-0.1084,0.8346,0.2415,0.2265,-0.0169,0.0044,0.0665,0.4037,-2.708,-0.0029,0.0089,0.0942,0.752,-3.1717,-0.0205,0.0036,0.0599,0.361,-2.4917,5.8196,0.8219,0.1412,0.7061,1.11,1.572,0.4986,1.2322,2.4712,0.5158,1.1445,2.2191,0.6041,1.0531,1.7434,0.5369,1.1183,2.0828,0.0001,0.1401,0.6545,0.2294,0.6187,-19.3956,0.3178,0.5638,21.5988,?,-49.6771,0.1311,0.3621,50.3387,?,16.9291,0.1657,0.4071,1.9196,0.8926,0.3904,-1.1457,-2.9344,1.557,1.3848,0.8893,2.4244,1.9176,0.7909,0.4291,-1.3534,-3.1542,1,0,0,0.4291,11.252,26.2242,0.1472,86.0018,-0.6345,-0.6922,0.684,DAVANTI_PANTALONI
