@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
1.9822,0.0622,0.2494,1.7639,0.4749,-7.9683,0.1599,0.3999,8.2718,?,1.9822,0.0622,0.2494,1.7639,0.4749,8.4592,0.0785,0.2802,1.6896,0.8065,-0.2488,1,0.2343,-4.02,-0.942,0.2343,0.6237,1,0.89,1.6033,1.4269,0.89,0.389,1,0.7921,2.5707,2.0361,0.7921,-0.1928,1,0.2265,-5.1863,-1.1749,0.2265,0,1,0.3847,0,0,0.3847,0.2132,1,1.044,4.6896,4.8958,1.044,0.1689,11.9327,0.6788,1,-0.3395,0.6788,-0.9181,-0.3395,-13.0202,0.5078,0.7126,14.6515,?,59.6994,0.3173,0.5633,1.8997,0.9686,-12.1826,0.7799,0.8831,13.9267,?,-0.2181,1.0688,-4.9004,1.265,0.8069,0.6379,1.6002,0.6511,0.4069,-0.2501,1.052,-4.2063,0,1,0,7.7125,1.052,0.1364,1.2461,84.9022,-0.0789,0.0313,-0.4498,DIETRO_PANTALONI
6.6557,17.1595,4.1424,22.9135,0.059,0.6522,4.1257,2.0312,8.2646,-0.5581,6.6557,17.1595,4.1424,22.9135,0.059,9.7867,31.6889,5.6293,31.7807,0.0776,10.2058,1,0.6801,0.098,0.0666,0.6801,2.0394,1,0.7359,0.4903,0.3608,0.7359,4.1592,1,0.5415,0.2404,0.1302,0.5415,-0.4856,1,0.5376,-2.0593,-1.107,0.5376,4.5908,1,0.7068,0.2178,0.1539,0.7068,2.7725,1,0.721,0.3607,0.2601,0.721,0.1966,14.9848,-0.0406,1,0.9955,-0.0406,0.0116,0.9955,-35.7017,5.6431,2.3755,38.6398,?,10.5047,167.9133,12.9581,38.7589,-0.4323,-14.7069,5.5264,2.3508,19.0186,?,-3.3986,2.4276,-0.7143,0.1833,1.0105,5.5122,0.0336,1.0211,30.3838,3.3029,2.0317,0.6151,0,1,0,0.9969,2.0317,2.0379,0.8337,64.6154,0.5217,0.2548,0.8672,DAVANTI_PANTALONI
9.1458,0.0776,0.2786,2.084,0.785,3.6224,0.1507,0.3882,2.8624,0.3487,9.1458,0.0776,0.2786,2.084,0.785,13.4351,0.2179,0.4668,3.4886,0.7571,2.5248,1,0.6807,0.3961,0.2696,0.6807,0.7175,1,0.5968,1.3937,0.8317,0.5968,0.5148,1,0.3561,1.9425,0.6918,0.3561,4.9661,1,0.7,0.2014,0.141,0.7,2.2059,1,0.6751,0.4533,0.306,0.6751,0.7281,1,0.5974,1.3735,0.8205,0.5974,0.2798,21.914,0.9311,1.0002,0.9965,0.9311,0.9575,0.9965,-41.7279,0.0379,0.1947,42.2989,?,-1.8968,0.073,0.2702,2.2797,?,-9.5605,0.0614,0.2477,9.9594,?,21.9992,4.3646,0.1984,0.7207,0.7862,1.0909,0.5194,0.6181,1.1901,18.5549,4.2471,0.2289,1,1,1,18.5549,4.2471,0.2289,0.8927,53.1852,0.26,-0.3448,0.3647,DAVANTI_PANTALONI
6.337,7.5931,2.7556,15.1023,0.1646,-3.5978,4.7118,2.1707,8.3956,-6.5875,6.337,7.5931,2.7556,15.1023,0.1646,9.9046,15.0554,3.8801,21.3751,0.1657,-1.7613,1,0.6398,-0.5677,-0.3632,0.6398,1.2695,1,0.7102,0.7877,0.5594,0.7102,1.6115,1,0.5043,0.6205,0.313,0.5043,-0.4082,1,0.7008,-2.4499,-1.717,0.7008,16.3375,1,0.7056,0.0612,0.0432,0.7056,1.7988,1,0.7065,0.5559,0.3928,0.7065,0.2012,16.3494,-0.1365,1,0.9775,-0.1365,-0.3307,0.9775,-13.2507,112.4211,10.6029,27.7191,-19.0951,20.6291,55.1454,7.426,23.1003,0.2127,-29.9165,5.8493,2.4185,35.0388,?,-0.6423,0.4429,-0.6896,1.4278,4.384,3.0705,2.0386,19.2197,9.4278,-4.2216,0.7517,-0.1781,0.047,0,0,1.1999,0.7911,0.6593,0.8058,64.0786,0.6541,-0.4202,0.3807,DAVANTI_PANTALONI
8.138,0.0155,0.1244,0.7581,0.9089,5.454,0.0247,0.1572,0.9438,0.8345,8.138,0.0155,0.1244,0.7581,0.9089,12.7363,0.0441,0.21,1.2466,0.9039,1.4921,1,0.639,0.6702,0.4282,0.639,0.791,1,0.5923,1.2643,0.7488,0.5923,0.6256,1,0.3508,1.5984,0.5607,0.3508,1.5894,1,0.6447,0.6292,0.4056,0.6447,1.4593,1,0.6412,0.6853,0.4394,0.6412,0.8033,1,0.6082,1.2449,0.7571,0.6082,0.2653,21.73,0.6798,1,0.9727,0.6798,0.832,0.9727,-35.7895,0.0811,0.2848,36.5997,?,-7.233,0.2043,0.452,7.8598,?,23.5206,0.0307,0.1752,0.7202,0.9699,4.9481,-1.5216,-0.3075,0.63,1.6253,2.5797,0.397,2.6416,6.6547,4.6566,-1.5763,-0.3385,1,0,0,4.6566,50.8178,10.9131,0.9049,66.5431,-0.8122,0.0991,0.0385,DAVANTI_PANTALONI
8.933,0.0027,0.0524,0.2559,0.9718,4.421,0.0018,0.0422,0.1857,0.959,8.933,0.0027,0.0524,0.2559,0.9718,13.3845,0.0047,0.0689,0.3373,0.9752,2.0206,1,0.6674,0.4949,0.3303,0.6674,1.2398,1,0.76,0.8066,0.613,0.76,1.5371,1,0.5777,0.6506,0.3758,0.5777,2.0322,1,0.6663,0.4921,0.3279,0.6663,2.0054,1,0.6686,0.4987,0.3334,0.6686,1.3782,1,0.7587,0.7256,0.5505,0.7587,0.2788,22.2871,-0.1691,0.9993,0.9775,-0.1691,0.0328,0.9775,-24.9217,0.076,0.2757,25.3189,?,-27.8779,0.0103,0.1014,28.0197,?,18.7631,0.0317,0.178,0.7202,0.9624,0.894,-1.3282,-1.4858,2.7201,1.5486,0.5693,7.3988,2.3983,0.3241,0.9036,-1.3746,-1.5212,1,0,0,0.9036,35.1547,38.9047,0.8716,71.5627,0.0371,-0.7008,0.2131,DAVANTI_PANTALONI
-7.6057,5.7825,2.4047,13.1202,?,1.7486,1.2935,1.1373,3.869,-0.0802,-7.6057,5.7825,2.4047,13.1202,?,10.9753,11.1535,3.3397,13.3828,0.2911,-4.3495,1,-0.693,-0.2299,0.1593,-0.693,2.1143,1,0.72,0.473,0.3406,0.72,4.4703,1,0.5185,0.2237,0.116,0.5185,45.6667,1,-2.387,0.0219,-0.0523,-2.387,0,1,0,0,0.1897,0,3.3911,1,0.9804,0.2949,0.2891,0.9804,0.2477,17.0027,-0.0033,1,-0.9984,-0.0033,0.0526,-0.9984,11.1321,245.1588,15.6575,46.3125,-0.2955,-8.9517,7.6401,2.7641,12.875,?,-24.8423,52.3369,7.2344,31.125,?,-1.2436,-0.4481,0.3603,5.6647,2.1643,0.3821,32.0886,4.6842,0.146,0.8204,0.3394,0.4137,0,0,1,3.5971,1.488,0.4137,0.6513,49.2784,-0.5252,0.885,-0.0777,DAVANTI_PANTALONI
1.3489,48.8141,6.9867,44.3558,-1.4673,0.7191,2.5569,1.599,7.2339,-1.0932,1.3489,48.8141,6.9867,44.3558,-1.4673,7.6374,46.0115,6.7832,36.7467,0.0165,1.8758,1,0.1766,0.5331,0.0942,0.1766,4.3693,1,1.03,0.2289,0.2357,1.03,19.091,1,1.0609,0.0524,0.0556,1.0609,6.982,1,-42.7933,0.1432,-6.129,-42.7933,5.2019,1,0.4812,0.1922,0.0925,0.4812,6.1316,1,1.2071,0.1631,0.1969,1.2071,0.0425,11.8325,0.055,1,-0.4095,0.055,-0.1013,-0.4095,-30.0128,139.0202,11.7907,45.7794,?,-24.0242,16.5256,4.0652,28.1387,?,46.388,92.6256,9.6242,24.6597,0.5754,1.2493,-0.647,-0.5179,2.9004,1.2251,0.4224,8.4124,1.5009,0.1784,1.6269,-1.3698,-0.842,1,0,0,1.6269,1.8564,1.1411,1.2552,100.425,0.6367,0.9913,0.6806,DAVANTI_PANTALONI
6.273,0.0158,0.1256,0.4915,0.9243,7.6041,0.0058,0.0763,0.3392,0.9566,6.273,0.0158,0.1256,0.4915,0.9243,11.6851,0.0191,0.1381,0.5483,0.9541,0.825,1,0.5368,1.2122,0.6508,0.5368,1.6453,1,0.9088,0.6078,0.5524,0.9088,2.7069,1,0.826,0.3694,0.3051,0.826,0.8022,1,0.5262,1.2466,0.656,0.5262,0.8303,1,0.5432,1.2045,0.6543,0.5432,1.4491,1,0.8966,0.6901,0.6187,0.8966,0.2486,20.1502,-0.1099,0.9999,0.9325,-0.1099,0.2526,0.9325,-9.0003,0.0824,0.2871,9.4193,?,-53.4629,0.0439,0.2095,53.8193,?,12.4894,0.0585,0.2418,0.8408,0.9348,0.1683,-0.7206,-4.2807,1.3702,1.1873,0.8665,1.8775,1.4096,0.7508,0.175,-0.7811,-4.463,1,0,0,0.175,11.2033,64.0127,1.1837,74.9525,-0.5621,0.3229,-0.6217,DAVANTI_PANTALONI
7.5124,0.0082,0.0903,0.3654,0.9527,6.432,0.0042,0.0648,0.2868,0.9563,7.5124,0.0082,0.0903,0.3654,0.9527,12.4197,0.0139,0.118,0.5222,0.959,1.168,1,0.6049,0.8562,0.5179,0.6049,1.3938,1,0.7652,0.7175,0.549,0.7652,1.9427,1,0.5855,0.5148,0.3014,0.5855,1.1725,1,0.6029,0.8529,0.5142,0.6029,1.1769,1,0.6069,0.8497,0.5156,0.6069,1.2739,1,0.6997,0.785,0.5493,0.6997,0.2587,21.4568,0.1161,1.0002,0.9594,0.1161,0.3932,0.9594,-19.1341,0.0212,0.1454,19.4397,?,-49.7065,0.0285,0.1688,50.0992,?,16.8969,0.0268,0.1636,0.4791,0.972,0.3849,-1.1324,-2.9418,0.8618,0.8892,1.0317,0.7427,0.7906,1.0645,0.388,-1.1697,-3.0144,1,0,0,0.388,40.5732,104.5637,1.1641,85.7375,0.4327,-0.0257,-0.0398,DAVANTI_PANTALONI
-6.0508,8.8013,2.9667,14.5845,-6.3905,-7.5935,4.9597,2.227,11.4258,?,-6.0508,8.8013,2.9667,14.5845,-6.3905,11.9089,11.627,3.4098,15.6927,0.1817,0.7968,1,-0.5081,1.2549,-0.6376,-0.5081,1.3321,1,0.87,0.7507,0.6531,0.87,1.7745,1,0.757,0.5635,0.4266,0.757,1.1037,1,-3.6185,0.906,-3.2784,-3.6185,0,1,0.1029,0,0,0.1029,1.2765,1,0.9294,0.7834,0.7281,0.9294,0.2335,20.0803,0.3244,1,-0.8524,0.3244,-0.7102,-0.8524,17.9855,10.8165,3.2888,11.4075,0.4673,26.8816,2.1319,1.4601,5.6976,0.8091,10.2362,4.5389,2.1305,6.5079,0.5076,0.6691,1.757,2.6261,2.2525,1.5437,0.6853,5.0736,2.3831,0.4697,0.4145,1.4917,3.5988,0.7176,1.6203,2.2579,2.0021,1.7529,0.8755,0.6923,55.1034,-0.7423,-0.5446,0.0411,DIETRO_PANTALONI
7.3794,16.3875,4.0482,14.9702,-0.0071,4.8821,5.0601,2.2495,9.2394,-0.027,7.3794,16.3875,4.0482,14.9702,-0.0071,11.9771,27.1319,5.2088,18.1054,0.1972,1.5115,1,0.6161,0.6616,0.4076,0.6161,1.7996,1,0.7772,0.5557,0.4319,0.7772,3.2386,1,0.604,0.3088,0.1865,0.604,0.4364,1,-0.0239,2.2916,-0.0547,-0.0239,1.6522,1,0.6591,0.6052,0.3989,0.6591,1.6202,1,0.8268,0.6172,0.5103,0.8268,0.2451,19.6604,0.1948,1,0.9788,0.1948,0.3569,0.9788,-15.7678,11.0152,3.3189,20.7596,?,-13.3934,54.4822,7.3812,26.7578,-54.8471,-26.9328,25.5106,5.0508,34.1995,?,1.1773,0.5854,0.4973,0.4496,0.6571,1.4614,0.2022,0.4318,2.1357,0.79,0.607,0.7684,0,1,0,0.7758,0.607,0.7824,0.7226,56.1143,0.2129,-0.2799,-0.9814,DIETRO_PANTALONI
6.5666,17.4002,4.1714,17.2148,0.0172,1.367,16.5731,4.071,17.3362,-0.389,6.5666,17.4002,4.1714,17.2148,0.0172,10.2141,35.156,5.9292,22.8667,0.0772,4.8036,1,0.6429,0.2082,0.1338,0.6429,1.0246,1,0.7035,0.9759,0.6866,0.7035,1.0499,1,0.4949,0.9525,0.4714,0.4949,-0.062,1,0.1574,-16.1336,-2.5391,0.1574,1.4034,1,0.7069,0.7126,0.5037,0.7069,0.993,1,0.7528,1.0071,0.7581,0.7528,0.1997,16.3998,0.2959,1,0.969,0.2959,0.4576,0.969,-6.0426,6.3902,2.5279,11.3388,?,-0.6578,53.3517,7.3042,26.3977,-4.5008,-33.6221,7.2985,2.7016,35.3394,?,9.1867,0.1797,0.0196,0.3461,0.9357,2.7037,0.1198,0.8755,7.3099,0.525,0.3209,0.6112,0,1,0,0.4295,0.3209,0.747,0.727,45.2464,0.1588,-0.3596,-0.9429,DIETRO_PANTALONI
4.6392,2.6285,1.6213,6.2544,0.1822,7.2938,3.8283,1.9566,8.9597,0.2966,4.6392,2.6285,1.6213,6.2544,0.1822,10.0027,5.2757,2.2969,10.5583,0.2875,0.636,1,0.4638,1.5722,0.7292,0.4638,0.8286,1,0.7059,1.2068,0.8519,0.7059,0.6866,1,0.4982,1.4565,0.7257,0.4982,0.3689,1,0.3271,2.7106,0.8866,0.3271,0.6005,1,0.5161,1.6654,0.8595,0.5161,0.6981,1,0.5924,1.4325,0.8486,0.5924,0.2087,16.5722,0.1424,1,0.7804,0.1424,0.7253,0.7804,-2.8958,0.4372,0.6612,4.1397,?,-30.9633,1.1983,1.0947,34.1995,?,-16.203,5.4998,2.3452,18.7195,?,0.0935,0.1787,1.911,0.6041,0.282,0.4668,0.3649,0.0795,0.2179,0.121,0.2211,1.8269,1,1,1,0.121,0.2211,1.8269,0.7461,50.0621,0.3353,-0.4114,-0.9673,DIETRO_PANTALONI
9.0854,0.0077,0.0878,0.3987,0.9572,4.102,0.006,0.0772,0.3666,0.9136,9.0854,0.0077,0.0878,0.3987,0.9572,13.4879,0.0131,0.1143,0.538,0.961,2.2149,1,0.6736,0.4515,0.3041,0.6736,1.1378,1,0.7684,0.8789,0.6754,0.7684,1.2945,1,0.5904,0.7725,0.4561,0.5904,2.3012,1,0.6723,0.4346,0.2921,0.6723,2.1963,1,0.675,0.4553,0.3073,0.675,1.0877,1,0.7412,0.9194,0.6814,0.7412,0.2997,22.2728,-0.2756,0.9986,0.9793,-0.2756,-0.083,0.9793,-24.9459,0.0404,0.201,25.1999,?,-24.7753,0.0262,0.1619,25.1999,?,-11.9525,0.0564,0.2375,12.3596,?,1.0069,2.0871,2.0728,1.2419,0.8465,0.6817,1.5423,0.7166,0.4647,1,2.0389,2.0389,1,1,1,1,2.0389,2.0389,0.8252,61.6738,0.317,0.8401,0.3541,DIETRO_PANTALONI
9.0121,0.0098,0.0988,0.432,0.9533,4.3185,0.0095,0.0975,0.4237,0.9067,9.0121,0.0098,0.0988,0.432,0.9533,13.4574,0.0154,0.1242,0.5716,0.9585,2.0869,1,0.6697,0.4792,0.3209,0.6697,1.0132,1,0.7955,0.987,0.7852,0.7955,1.0266,1,0.6329,0.9741,0.6165,0.6329,2.1403,1,0.6668,0.4672,0.3116,0.6668,2.0358,1,0.6705,0.4912,0.3294,0.6705,1.0197,1,0.7558,0.9807,0.7412,0.7558,0.2804,22.3428,-0.3677,0.9999,0.9714,-0.3677,-0.1376,0.9714,-25.4543,0.03,0.1733,25.679,?,-26.5293,0.0383,0.1957,26.8188,?,-8.6042,0.0575,0.2398,9.0591,?,0.9595,2.9583,3.0833,0.8859,0.7227,0.8158,0.7849,0.5224,0.6656,0.9575,2.8346,2.9604,1,1,1,0.9575,2.8346,2.9604,0.7867,60.5878,-0.3653,-0.1281,0.1203,DIETRO_PANTALONI
8.4438,0.0319,0.1786,0.8891,0.8994,5.2905,0.021,0.145,0.5939,0.8938,8.4438,0.0319,0.1786,0.8891,0.8994,13.0623,0.0429,0.2071,0.9626,0.9287,1.596,1,0.6464,0.6266,0.405,0.6464,1.2315,1,0.8626,0.812,0.7004,0.8626,1.5167,1,0.7441,0.6593,0.4906,0.7441,1.5886,1,0.6339,0.6295,0.399,0.6339,1.5789,1,0.6546,0.6334,0.4146,0.6546,1.497,1,0.9236,0.668,0.617,0.9236,0.2779,22.178,-0.4991,1.0001,0.9694,-0.4991,-0.2706,0.9694,-22.014,0.1717,0.4143,22.6196,?,-28.867,0.0499,0.2234,29.2786,?,-9.5877,0.0117,0.1084,9.8389,?,0.7626,2.2961,3.0108,1.8546,3.8228,2.0612,3.4396,14.6137,4.2487,0.7726,2.299,2.9758,1,1,1,0.7726,2.299,2.9758,0.7989,60.4687,-0.1246,-0.1217,-0.1122,DIETRO_PANTALONI
9.0551,0.0128,0.113,0.4475,0.9518,4.2267,0.019,0.1379,0.6677,0.8523,9.0551,0.0128,0.113,0.4475,0.9518,13.4861,0.0231,0.1519,0.6329,0.9541,2.1423,1,0.6714,0.4668,0.3134,0.6714,0.8189,1,0.7438,1.2211,0.9082,0.7438,0.6706,1,0.5532,1.4912,0.8249,0.5532,2.292,1,0.6711,0.4363,0.2928,0.6711,2.0525,1,0.6728,0.4872,0.3278,0.6728,0.6702,1,0.7071,1.492,1.055,0.7071,0.2809,22.3368,-0.1452,1.0008,0.9591,-0.1452,0.1391,0.9591,-27.5829,0.1104,0.3322,28.0197,?,-23.8929,0.0982,0.3134,24.4797,?,-9.982,0.0293,0.1713,10.1395,?,1.1544,2.7633,2.3936,1.06,1.9395,1.8297,1.1236,3.7616,3.3478,1.1446,2.7634,2.4143,1,1,1,1.1446,2.7634,2.4143,0.7882,61.4578,-0.6343,0.6763,-0.349,DIETRO_PANTALONI
1.4054,3.827,1.9563,9.1859,-0.7204,7.5341,3.7195,1.9286,7.1566,0.4184,1.4054,3.827,1.9563,9.1859,-0.7204,8.2612,3.8385,1.9592,7.0372,0.4371,0.1865,1,0.1701,5.3607,0.912,0.1701,1.0143,1,0.9985,0.9859,0.9844,0.9985,1.0289,1,0.997,0.9719,0.969,0.997,-0.7471,1,-0.704,-1.3384,0.9423,-0.704,0.4339,1,0.4271,2.3046,0.9843,0.4271,1.2836,1,1.3053,0.7791,1.017,1.3053,0.159,11.8024,0.0213,1,0.1573,0.0213,0.9353,0.1573,10.3266,2.0206,1.4215,6.3004,0.5353,-46.5324,9.2004,3.0332,53.9398,?,-97.836,10.9511,3.3092,101.4587,?,-0.2219,-0.1056,0.4756,0.4686,0.4295,0.9166,0.2196,0.1845,0.8401,-0.1346,-0.0715,0.5316,0,0,1,0.1168,0.0621,0.5316,2.221,154.695,0.5017,-0.3905,-0.9876,TASCA_GIACCA_ALTA
1.8292,3.666,1.9147,8.3682,-0.3296,8.3139,2.4647,1.5699,7.0352,0.4176,1.8292,3.666,1.9147,8.3682,-0.3296,9.0869,3.0393,1.7434,6.7885,0.4616,0.22,1,0.2013,4.5451,0.9149,0.2013,1.2196,1,1.0983,0.8199,0.9005,1.0983,1.4874,1,1.2062,0.6723,0.8109,1.2062,-0.4113,1,-0.3564,-2.4313,0.8667,-0.3564,0.5211,1,0.4992,1.9192,0.958,0.4992,1.1895,1,1.2327,0.8407,1.0363,1.2327,0.1777,12.6825,0.1209,1,0.5565,0.1209,0.8415,0.5565,6.2405,1.0017,1.0009,3.1799,0.5985,-47.2451,14.4041,3.7953,53.2791,?,-96.2821,16.6007,4.0744,101.1597,?,-0.1321,-0.0648,0.4907,0.2637,0.2456,0.9315,0.0695,0.0603,0.8677,-0.089,-0.0469,0.5267,0,0,1,0.0597,0.0314,0.5267,2.1925,149.7678,0.5767,-0.5053,-0.9942,TASCA_GIACCA_ALTA
