@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.0269,1.0899,1.044,11.76,-1.0008,-0.0485,2.9139,1.707,13.8041,-1.246,0.026,1.857,1.3627,14.2549,-0.7239,1.4144,3.864,1.9657,10.9297,0.0038,-0.5546,1.0371,0.019,-1.8699,-0.0343,0.0184,0.6116,0.7661,0.5311,1.2527,0.8684,0.6932,0.374,0.5869,0.2821,1.5692,0.7541,0.4806,0.7681,0.9827,-142.6065,1.2794,-185.6566,-145.1173,0.9563,0.7108,0.5358,0.7433,0.5602,0.7537,0.8519,0.825,1.076,0.9684,1.263,1.3042,0.0002,2.1742,-0.0382,-0.2104,0.1446,-0.7518,-0.1579,0.0144,2.6924,0.988,0.994,2.9587,0.3701,-8.6747,0.1687,0.4108,9.6311,?,2.8793,4.2274,2.0561,5.6959,-0.1813,-0.3104,0.9351,-3.0128,2.4197,0.4834,0.1998,5.855,0.2337,0.0399,-0.1805,-1.9889,11.0172,0,0.9742,0,0.3072,0.5194,1.6909,0.0323,14.3893,-0.1618,-0.813,0.6508,?,?,?,?,?,DESTRA_PANTALONI
-0.1498,2.9805,1.7264,14.2673,-0.658,-0.4836,2.7401,1.6553,16.2676,-0.485,-0.1849,5.7758,2.4033,25.3823,-0.2955,2.4343,5.861,2.4209,20.3873,0.0012,0.3097,0.8101,-0.0615,2.6161,-0.1987,-0.0759,1.0429,0.7183,0.7131,0.6888,0.6837,0.9927,1.0877,0.516,0.5085,0.4744,0.4675,0.9855,1.0657,0.978,-232.5878,0.9177,-218.2491,-237.8171,0.7855,0.4392,0.4216,0.5591,0.5367,0.9599,0.877,0.5621,0.6998,0.6409,0.7979,1.245,0.0019,3.759,0.379,0.2581,0.2851,0.1092,-0.1687,0.3134,2.4047,10.3513,3.2173,10.2412,-0.0674,3.0212,2.5468,1.5959,6.1455,-0.1905,8.1133,2.5005,1.5813,9.1855,0.0032,0.7959,0.2964,0.3724,2.0161,2.0346,1.0092,4.0645,4.1397,1.0185,0.6573,-22.1598,-33.712,1.8587,1.0413,0.5602,1.6664,1.1149,0.669,0.0315,14.1088,-0.7093,-0.8264,0.5,?,?,?,?,?,SINISTRA_PANTALONI
0.1002,0.0214,0.1463,2.413,-0.7149,0.0481,0.1153,0.3396,5.5613,-1.0992,0.0027,0.0515,0.227,3.8618,-1.3858,0.2363,0.1447,0.3804,3.9246,0.0029,2.084,37.0905,0.4242,17.798,0.2036,0.0114,0.4308,0.6445,0.3845,1.4961,0.8925,0.5966,0.1856,0.4154,0.1478,2.2383,0.7966,0.3559,0.3454,0.4484,-88.4619,1.2982,-256.0903,-197.2663,0.5311,0.8693,0.3575,1.6367,0.6731,0.4113,0.4339,0.6248,0.6148,1.4401,1.417,0.984,0.0004,0.3628,-0.9113,-0.8856,-0.0737,0.8718,0.1007,0.0061,9.0167,0.0011,0.0333,0.1121,0.9876,3.7169,0.0034,0.0583,0.2035,0.9472,-1.0217,0.0064,0.0801,1.1701,?,2.4259,-8.8254,-3.638,0.5706,0.4154,0.7279,0.3256,0.1725,0.5299,2.4483,-7.6418,-3.1213,2.3482,0,0,0.551,0.0958,0.1739,0.0344,13.7552,-0.9884,0.978,-0.9712,?,?,?,?,?,SINISTRA_PANTALONI
-0.0299,4.7817,2.1867,8.8887,-0.9323,-0.477,4.2269,2.0559,11.8072,-0.6733,-0.1478,2.8895,1.6999,12.443,-0.3822,3.0575,2.8003,1.6734,12.1582,0.0098,0.0627,0.2024,-0.0098,3.228,-0.156,-0.0483,1.0636,1.2864,1.3067,1.2095,1.2286,1.0158,1.1312,1.6549,1.7076,1.4629,1.5095,1.0319,0.9027,1.2464,-35.5914,1.3808,-39.4278,-28.5542,0.6519,0.511,0.3746,0.7838,0.5747,0.7332,0.7528,0.7144,0.7311,0.9489,0.9711,1.0234,0.0017,4.7134,0.4547,0.5216,0.0385,0.6328,-0.0158,0.066,2.0617,6.9313,2.6327,7.0137,-0.0487,1.6967,12.2516,3.5002,9.763,-1.2397,8.313,0.7441,0.8626,2.6698,0.7056,1.2151,0.248,0.2041,0.7522,3.0521,4.0578,0.5657,9.3153,16.4655,0.0603,-0.0509,-0.8446,1.5343,0.7376,0.4807,0.7184,2.6271,3.6569,0.0304,14.3034,-0.7741,-0.9514,0.905,?,?,?,?,?,SINISTRA_PANTALONI
0.0484,0.0067,0.082,0.779,-0.3239,-0.2372,0.0488,0.221,2.9173,-0.88,-0.039,0.013,0.114,1.5726,-1.2026,0.305,0.0356,0.1887,1.7784,0.0156,-0.204,-1.2397,0.1586,6.0768,-0.7777,-0.128,0.3709,0.7191,0.4342,1.939,1.1707,0.6038,0.1375,0.5172,0.1885,3.7598,1.3706,0.3645,0.1396,0.222,-6.7607,1.5903,-48.4367,-30.4576,0.3792,0.8241,0.3257,2.1733,0.8589,0.3952,0.267,0.4953,0.438,1.855,1.6403,0.8843,0.0009,0.4174,0.5266,0.3081,0.06,0.6159,-0.1883,-0.1408,7.974,0.0081,0.0901,0.3203,0.9605,5.6022,0.0176,0.1326,0.4658,0.9207,-1.0834,0.0008,0.0279,1.1237,?,1.4234,-7.36,-5.1709,0.6792,3.2281,4.7525,0.4614,10.4204,22.5862,1.44,-6.9288,-4.8117,1.3803,0,0,0.6875,0.285,0.4146,0.0343,14.6596,-1.0004,-0.9341,0.9345,?,?,?,?,?,SINISTRA_PANTALONI
-0.1136,0.0037,0.0604,0.3404,-5.9033,-0.0827,0.0033,0.0571,0.2983,-2.4681,0.0191,0.0022,0.0466,0.2657,-0.8263,0.1571,0.0045,0.0672,0.339,0.0745,1.3727,-5.9503,-0.7231,-4.3349,-0.5268,0.1215,1.0584,1.2969,0.8986,1.2253,0.849,0.6929,1.1203,1.6821,0.8076,1.5015,0.7209,0.4801,1.3712,2.4212,-10.6693,1.7658,-7.781,-4.4066,0.5733,0.3389,0.1346,0.5912,0.2348,0.3972,1.1411,1.281,1.0041,1.1226,0.8799,0.7838,0.0005,0.2424,0.7338,-0.2548,-0.931,0.3495,-0.8028,0.0948,8.7352,0.0008,0.0288,0.092,0.9895,4.4401,0.0029,0.0535,0.1716,0.9622,-0.3842,0.0013,0.036,0.4295,?,1.9673,-22.7342,-11.5559,0.5373,0.7984,1.486,0.2887,0.6375,2.2082,1.9916,-20.2247,-10.1548,1.9365,0,0,0.5361,0.2142,0.3995,0.0344,13.5595,-1.0056,0.947,-0.9463,?,?,?,?,?,SINISTRA_PANTALONI
0.0487,1.1238,1.0601,6.4045,-0.4698,1.6087,4.8465,2.2015,7.0021,-0.1513,0.7528,3.9526,1.9881,9.0639,-0.2325,2.5732,6.4585,2.5414,10.3831,0.0103,0.0303,0.0647,0.0189,2.1371,0.6252,0.2925,0.4815,0.5332,0.4171,1.1073,0.8663,0.7823,0.2319,0.2843,0.174,1.2262,0.7504,0.612,2.2251,1.1974,-18.9142,0.5381,-8.5003,-15.7962,0.7164,0.5925,0.4153,0.827,0.5797,0.701,0.9147,0.7066,0.6168,0.7725,0.6744,0.873,0.0538,3.6856,0.5145,0.4753,0.5542,0.4656,0.8976,0.7552,-0.6413,3.1882,1.7856,6.3691,-9.6918,1.9916,0.0425,0.2061,0.873,0.6256,8.8464,1.1582,1.0762,4.5234,0.5273,-0.322,-0.0725,0.2251,8.6631,1.6592,0.1915,75.0486,2.7529,0.0367,-3.9572,-1.144,0.2891,0.2554,0.0622,0.2437,7.2953,1.408,0.193,0.0694,12.0937,0.6522,0.9589,0.6379,?,?,?,?,?,SINISTRA_PANTALONI
0.2909,10.2859,3.2072,28.3953,-2.0196,-0.5884,7.819,2.7963,21.5057,-0.8848,-0.1271,12.2028,3.4932,48.8168,-1.5051,3.7445,16.7333,4.0906,30.1811,0.0102,-0.4943,-2.2883,0.0777,4.6292,-0.1571,-0.0339,1.147,0.9181,0.784,0.8005,0.6836,0.854,1.3155,0.8429,0.6147,0.6408,0.4673,0.7292,1.8812,0.6475,-60.9826,0.3442,-32.4163,-94.178,0.8241,0.4826,0.3084,0.5855,0.3742,0.6391,1.3204,0.5817,0.9408,0.4405,0.7126,1.6175,0.0023,5.8193,-0.9247,-0.5813,-0.1704,0.392,0.0816,0.0127,5.0072,11.0737,3.3277,12.0572,-0.3677,0.624,0.4739,0.6884,2.6366,-0.283,-7.521,2.6484,1.6274,9.8059,?,8.0245,-0.6658,-0.083,4.8338,2.0448,0.423,23.3654,4.1813,0.179,5.574,0.3306,0.0593,4.2897,0,0,4.573,1.2296,0.2689,0.0314,13.6653,0.0369,0.8957,-0.1473,?,?,?,?,?,SINISTRA_PANTALONI
-0.089,0.0162,0.1272,0.6614,-1.9633,-0.1084,0.0304,0.1744,0.948,-3.1804,-0.0651,0.0168,0.1295,0.7009,-2.9677,0.2538,0.0228,0.1512,0.8766,0.0186,0.8208,1.3681,-0.3507,1.6667,-0.4272,-0.2563,0.7293,0.9821,0.8414,1.3467,1.1538,0.8567,0.5318,0.9645,0.7079,1.8135,1.3312,0.734,0.6076,0.8359,-26.4068,1.3758,-43.4618,-31.5904,0.9842,1.2635,0.2499,1.2838,0.2539,0.1978,0.6977,0.9437,0.7546,1.3526,1.0815,0.7996,0.0006,0.3895,-0.1043,-0.2315,-0.1423,0.9878,-0.7169,-0.6845,5.9344,0.0572,0.2391,0.8034,0.8705,7.7975,0.0315,0.1776,0.59,0.9279,-0.2485,0.0016,0.04,0.3513,?,0.7611,-23.8768,-31.3728,1.3462,5.9842,4.4452,1.8123,35.811,19.76,0.7109,-15.366,-21.615,0.7578,0,0,1.3617,2.2868,1.6794,0.0349,13.9804,-0.9998,0.7159,-0.7084,?,?,?,?,?,SINISTRA_PANTALONI
-0.1257,0.0058,0.0763,0.6418,-2.9395,-0.0628,0.0109,0.1045,0.6585,-2.2339,0.003,0.0085,0.0921,0.5359,-1.244,0.1943,0.0072,0.085,0.5109,0.0784,2.0007,-42.5117,-0.6469,-21.2487,-0.3233,0.0152,0.7303,0.8286,0.8976,1.1347,1.2291,1.0832,0.5333,0.6866,0.8056,1.2875,1.5106,1.1733,1.0527,1.6118,-11.0103,1.5311,-10.459,-6.8308,0.8,0.6821,0.2938,0.8526,0.3673,0.4308,0.9746,1.1975,1.2561,1.2288,1.2889,1.0489,0.0005,0.2984,0.0352,-0.2986,-0.5716,0.9115,-0.3046,-0.0369,7.4,0.0004,0.02,0.0934,0.9874,6.417,0.0006,0.0247,0.1087,0.9832,-0.479,0.0021,0.0454,0.5494,?,1.1532,-15.4496,-13.3973,0.8095,0.4399,0.5434,0.6554,0.1935,0.2953,1.1528,-13.3661,-11.5944,1.1479,0,0,0.86,0.1701,0.1978,0.0344,14.296,-1.0384,-0.4332,0.5436,?,?,?,?,?,SINISTRA_PANTALONI
0.1851,7.0744,2.6598,19.9206,-1.2728,-0.5648,12.7307,3.568,18.2197,-0.9936,0.0791,6.843,2.6159,18.7514,-1.0291,4.382,7.806,2.7939,14.1988,0.0229,-0.3277,2.3386,0.0422,-7.1357,-0.1289,0.0181,0.7455,1.0168,0.952,1.364,1.2771,0.9363,0.5557,1.0338,0.9063,1.8604,1.6309,0.8766,1.2286,1.1731,-33.5714,0.9548,-27.326,-28.6186,0.959,0.9484,0.6032,0.9889,0.6289,0.636,1.0934,1.0624,1.403,0.9716,1.2832,1.3206,0.0021,6.6418,-0.5398,-0.3574,0.0041,-0.2278,-0.05,0.0036,-6.9536,1.0835,1.0409,8.4321,?,-6.581,1.043,1.0213,8.5434,?,1.2377,0.848,0.9209,4.2757,-0.116,1.0566,-5.6182,-5.3171,1.0193,1.1304,1.109,1.0389,1.2777,1.2299,0.987,18.9787,19.2293,1,0,0,0.987,1.9721,1.9981,0.0332,14.846,-0.9734,0.3465,-0.1972,?,?,?,?,?,SINISTRA_PANTALONI
0.6143,7.5483,2.7474,17.7419,-0.4008,-1.2638,6.2646,2.5029,18.721,-2.4948,0.0355,6.1379,2.4775,15.0675,-0.7119,3.897,6.7402,2.5962,18.1403,0.0069,-0.4861,17.2798,0.1576,-35.5512,-0.3243,0.0091,1.0977,1.109,1.0583,1.0103,0.9641,0.9543,1.2049,1.2298,1.1199,1.0206,0.9294,0.9106,0.3798,0.8101,-40.1581,2.1328,-105.7262,-49.5715,2.3644,1.439,0.6934,0.6086,0.2933,0.4818,0.9477,1.1775,0.978,1.2425,1.032,0.8306,0.0051,5.9128,0.049,0.2937,0.4221,0.0378,-0.5443,0.1322,3.1338,5.4965,2.3445,7.3305,0.0234,3.8212,4.1227,2.0304,7.3901,0.0649,7.4546,6.5441,2.5581,6.9486,0.2771,0.8201,0.4204,0.5126,1.1547,0.9165,0.7937,1.3332,0.8399,0.63,0.3434,0.0661,0.1924,0.9499,0.7809,0.8221,0.9919,1.055,1.0635,0.0323,14.4097,0.8075,-0.9559,-0.8932,?,?,?,?,?,SINISTRA_PANTALONI
0.1944,10.9929,3.3156,24.697,-1.0936,-0.5593,7.6735,2.7701,20.7285,-0.8622,0.0268,6.6228,2.5735,18.1186,-0.8904,4.1825,8.1476,2.8544,16.7543,0.0219,-0.3476,7.2464,0.0465,-20.8489,-0.1337,0.0064,1.1969,1.2884,1.1616,1.0764,0.9705,0.9016,1.4326,1.6599,1.3492,1.1586,0.9418,0.8129,1.3441,1.5116,-34.406,1.1246,-25.5971,-22.7614,1.0598,1.2308,0.6887,1.1614,0.6498,0.5595,1.1915,1.3631,1.4741,1.144,1.2372,1.0814,0.0021,6.4134,0.0013,0.3755,0.0473,0.4158,0.0454,0.1591,1.3075,8.3804,2.8949,8.5863,-0.1552,2.8088,0.8373,0.915,5.3722,0.1555,8.7103,1.465,1.2104,7.6381,0.1901,0.4655,0.1501,0.3225,3.1637,2.3917,0.756,10.009,5.7204,0.5715,-1.1663,-0.6436,0.5518,1.1684,0.7881,0.6745,1.5983,1.1241,0.7033,0.0334,13.8948,-0.0688,-0.7958,-0.4096,?,?,?,?,?,SINISTRA_PANTALONI
0.6068,7.1652,2.6768,21.1498,-1.7173,-0.3855,12.5877,3.5479,18.3229,-0.7114,-0.2957,7.9878,2.8263,16.1735,-0.9919,4.669,6.5456,2.5584,16.6105,0.0487,-1.574,-2.0519,0.13,1.3037,-0.0826,-0.0633,0.7545,0.9471,1.0463,1.2553,1.3867,1.1047,0.5692,0.897,1.0947,1.5759,1.9231,1.2203,1.755,1.6597,-15.7291,0.9457,-8.9627,-9.4773,0.727,0.9586,0.4458,1.3186,0.6132,0.465,1.1543,1.3077,1.2733,1.1329,1.1031,0.9737,0.0028,7.1581,-0.4796,0.2078,-0.2141,0.663,0.125,-0.002,5.0678,0.8675,0.9314,3.8772,0.495,6.3722,5.8176,2.412,8.7346,0.0255,4.4186,3.7147,1.9274,8.398,0.0704,0.7953,1.1469,1.4421,0.3862,0.4833,1.2514,0.1491,0.2335,1.5661,16.6391,5.976,0.3592,0.8565,0.8498,0.9922,0.4439,0.4617,1.0401,0.0332,15.8587,0.0218,-0.1751,-0.9256,?,?,?,?,?,SINISTRA_PANTALONI
-0.1173,0.0141,0.1189,1.0013,-3.7836,0.13,0.0221,0.1486,0.9975,-0.1561,0.0956,0.0094,0.097,0.6275,-0.5972,0.2415,0.0271,0.1647,1.1548,0.0154,-0.9024,-1.2264,-0.4857,1.3591,0.5383,0.3961,0.7997,1.2255,0.7218,1.5324,0.9025,0.589,0.6396,1.5019,0.521,2.3483,0.8146,0.3469,5.8796,3.3754,-43.7894,0.5741,-7.4477,-12.973,0.2426,0.5327,0.1785,2.1959,0.7356,0.335,1.0038,1.5956,0.8671,1.5895,0.8638,0.5434,0.0007,0.3865,-0.9128,-0.0319,-0.7646,0.4067,0.9111,0.5263,8.7839,0.0037,0.0605,0.176,0.9801,4.1946,0.0126,0.1124,0.3308,0.9248,1.1833,0.0028,0.0525,0.1532,0.8778,2.0941,7.4229,3.5447,0.5383,1.1515,2.1389,0.2898,1.3259,4.575,2.1343,7.884,3.694,2.0137,7.061,3.5064,0.5321,1.1488,2.159,0.0367,14.1618,-0.995,-0.9222,0.9063,?,?,?,?,?,SINISTRA_PANTALONI
-0.0219,0.0106,0.1027,0.603,-2.2872,0.0221,0.017,0.1303,0.7029,-0.7304,0.0231,0.0131,0.1145,0.6914,-0.6918,0.1773,0.0107,0.1035,0.5699,0.0241,-0.9918,-0.9518,-0.1238,0.9596,0.1248,0.1301,0.7887,0.8973,0.9929,1.1378,1.259,1.1065,0.622,0.8052,0.9859,1.2946,1.5851,1.2244,1.4142,1.484,-29.814,1.0494,-21.0822,-20.0903,0.4516,0.4488,0.3141,0.9939,0.6956,0.6998,0.8579,0.8721,1.0581,1.0166,1.2333,1.2132,0.0001,0.2768,-0.7822,0.0203,-0.3618,0.6039,0.3558,0.1136,8.7722,0.0024,0.0495,0.2012,0.9773,4.3778,0.0096,0.0979,0.4019,0.9129,0.1998,0.0014,0.0374,0.1401,0.5207,2.0038,43.8982,21.9075,0.5051,1.3227,2.6187,0.2551,1.7495,6.8575,2.0529,56.8322,27.6844,1.9177,30.2822,15.7909,0.5007,1.4364,2.869,0.0344,13.3498,-0.9972,-0.3262,0.3009,?,?,?,?,?,SINISTRA_PANTALONI
-0.0518,0.0109,0.1045,0.7505,-1.8162,0.0847,0.0279,0.167,1.0131,-0.3573,0.0198,0.0196,0.14,0.862,-0.5972,0.2136,0.023,0.1518,0.9139,0.0229,-0.6114,-2.6092,-0.2425,4.2676,0.3966,0.0929,0.6261,0.7467,0.6887,1.1927,1.1,0.9222,0.392,0.5576,0.4743,1.4225,1.2099,0.8505,1.8146,1.5016,-22.6274,0.8275,-12.4697,-15.0691,0.357,0.4938,0.2849,1.383,0.798,0.577,0.7408,0.8706,0.8212,1.1753,1.1085,0.9432,0.0004,0.3332,-0.6201,-0.0238,-0.3983,0.7946,0.727,0.6267,8.1501,0.0118,0.1085,0.3339,0.9598,5.4343,0.0268,0.1638,0.4994,0.9123,0.4158,0.0019,0.0434,0.1559,0.672,1.4998,19.6019,13.07,0.6622,2.5006,3.7763,0.4385,6.2528,14.2608,1.5331,24.9449,16.2704,1.4574,17.4648,11.9839,0.6686,2.1412,3.2026,0.0353,14.0002,-0.9989,0.5176,-0.5388,?,?,?,?,?,SINISTRA_PANTALONI
-0.0803,0.1143,0.338,1.9041,-1.0874,0.1184,0.1857,0.4309,2.6208,-0.6901,0.056,0.0344,0.1856,1.2638,-0.6819,0.4671,0.1398,0.3739,1.9415,0.02,-0.678,-1.4353,-0.1719,2.117,0.2536,0.1198,0.7845,1.8214,0.904,2.3219,1.1524,0.4963,0.6154,3.3175,0.8172,5.391,1.328,0.2463,0.9269,1.936,-24.9968,2.0887,-26.9685,-12.9119,0.5883,1.214,0.4604,2.0636,0.7827,0.3793,0.7265,1.5067,0.9807,2.0738,1.3499,0.6509,0.0005,0.7368,-0.9587,-0.436,0.0621,0.6702,0.0825,0.4,8.813,0.028,0.1675,0.6314,0.9293,4.28,0.0964,0.3104,1.1476,0.7791,0.1389,0.0353,0.1878,0.6696,-0.2252,2.0591,63.4556,30.8168,0.5395,0.8915,1.6525,0.291,0.7948,2.7309,2.0503,-67.4434,-32.8949,1.719,16.3414,9.5065,0.5502,0.9428,1.7137,0.0344,13.2764,-0.9989,-0.8536,0.8641,?,?,?,?,?,SINISTRA_PANTALONI
