@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
5.9985,15.3888,3.9229,16.4359,-0.2251,-2.2968,15.2777,3.9087,14.4746,-3.3412,5.9985,15.3888,3.9229,16.4359,-0.2251,10.0352,22.5882,4.7527,19.5001,0.0348,-2.6117,1,0.5977,-0.3829,-0.2289,0.5977,1.0036,1,0.8254,0.9964,0.8224,0.8254,1.0073,1,0.6813,0.9928,0.6764,0.6813,0.2711,1,-4.2977,3.6883,-15.8513,-4.2977,4.0235,1,0.664,0.2485,0.165,0.664,1.1355,1,0.8429,0.8807,0.7423,0.8429,0.1794,16.5576,-0.7977,1,0.9268,-0.7977,-0.8671,0.9268,5.2891,8.3778,2.8944,7.9697,0.0941,0.7948,11.8341,3.4401,10.5937,-1.7024,6.383,6.6101,2.571,7.6428,0.1623,6.6547,0.8286,0.1245,0.8414,1.1258,1.338,0.7079,1.2674,1.7903,-0.1241,0.5591,-4.5064,2.2442,0.9643,0.4297,0.7523,1.0428,1.3861,0.17,14.8682,-0.7653,-0.8487,0.9871,-0.4479,0.8004,0.8947,3.6676,-1.7094,-2.5385,1.2934,1.1373,4.7403,?,2.3761,2.6288,1.6214,4.97,-0.0035,0.1764,-0.1885,-1.0684,0.7867,0.5518,0.7014,0.6189,0.3045,0.492,0.4881,135.2857,277.1429,0,0.2733,0,0.7737,0.738,0.9538,0.0715,5.7368,-0.0684,-0.5708,-0.5211,PANTALONI
9.2159,10.2862,3.2072,9.481,0.3106,-0.108,2.5461,1.5957,5.3439,-1.2143,9.2159,10.2862,3.2072,9.481,0.3106,13.1332,20.5162,4.5295,13.383,0.3152,-85.3669,1,0.7017,-0.0117,-0.0082,0.7017,2.01,1,0.7081,0.4975,0.3523,0.7081,4.0399,1,0.5014,0.2475,0.1241,0.5014,-1.4575,1,0.6934,-0.6861,-0.4757,0.6934,5.6984,1,0.7037,0.1755,0.1235,0.7037,1.7742,1,0.7084,0.5636,0.3993,0.7084,0.2962,19.7918,0.5097,1,0.9997,0.5097,0.502,0.9997,4.25,2.9847,1.7276,5.6465,0.2587,0.3309,0.1851,0.4302,1.1719,-0.2397,7.0876,1.748,1.3221,4.6055,0.5133,12.8428,0.5996,0.0467,4.0159,1.3067,0.3254,16.1277,1.7075,0.1059,-8.6983,0.4057,-0.0466,8.0579,0.805,0.0999,4.8183,1.226,0.2545,0.188,11.763,-0.7,-0.936,0.8294,0.9948,0.9217,0.9601,2.7855,-0.1686,-3.0161,4.2299,2.0567,5.9901,?,1.1802,1.3864,1.1774,3.2278,-0.202,-0.3298,0.8429,-2.5557,0.4668,0.8154,1.7467,0.2179,0.6649,3.0511,0.0671,0.741,11.0428,0,0.8876,0,0.465,0.863,1.8558,0.077,5.501,-0.8509,0.0298,-0.0408,PANTALONI
-6.5748,2.4779,1.5741,9.4331,?,7.0778,3.1278,1.7686,6.078,0.4248,-6.5748,2.4779,1.5741,9.4331,?,11.7237,7.1902,2.6814,7.8712,0.5243,-0.9289,1,-0.5608,-1.0765,0.6037,-0.5608,0.8901,1,0.587,1.1235,0.6596,0.587,0.7922,1,0.3446,1.2623,0.435,0.3446,-2.1014,1,-1.0875,-0.4759,0.5175,-1.0875,0,1,0,0,0.6386,0,1.552,1,1.1984,0.6443,0.7722,1.1984,0.2337,20.2274,-0.7788,1,-0.9672,-0.7788,0.9125,-0.9672,-6.7197,0.0404,0.2011,6.9614,?,6.9776,0.03,0.1733,0.4551,0.9369,1.5225,0.0134,0.1157,0.3934,0.7824,-0.963,-4.4136,4.5829,1.1602,1.7376,1.4976,1.3461,3.0192,2.2429,-1.0302,-4.9228,4.7784,0,0,3.9902,15.298,17.6963,1.1568,0.1961,15.2198,0.9931,0.7792,0.7031,-0.1021,0.0085,0.092,0.3698,-14.773,-0.0094,0.0587,0.2423,0.7898,-1.0815,0.1446,0.0072,0.0846,0.3198,-0.1494,10.8838,-0.706,-0.0649,0.3799,1.0876,2.8628,0.1443,1.183,8.1959,0.8442,8.3333,9.8717,0.0618,0.0843,1.364,0.4683,1.1567,2.47,0.0035,0.4737,-0.505,0.0211,0.019,PANTALONI
9.2785,10.7877,3.2845,9.6124,0.2668,-1.4598,1.2651,1.1248,4.1167,-4.3947,9.2785,10.7877,3.2845,9.6124,0.2668,13.2596,21.3357,4.6191,13.538,0.2699,-6.3561,1,0.6998,-0.1573,-0.1101,0.6998,2.9201,1,0.7111,0.3425,0.2435,0.7111,8.5269,1,0.5056,0.1173,0.0593,0.5056,-1.0428,1,0.6988,-0.959,-0.6702,0.6988,17.1791,1,0.707,0.0582,0.0412,0.707,2.335,1,0.71,0.4283,0.3041,0.71,0.2589,20.0704,-0.0319,1,0.9997,-0.0319,-0.0562,0.9997,7.3911,1.9679,1.4028,4.5351,0.4731,-1.2784,4.8044,2.1919,6.7263,-1.0671,5.4827,3.1284,1.7687,4.9785,0.4009,-5.7817,1.3481,-0.2332,0.64,0.7931,1.2392,0.4096,0.629,1.5357,-1.1727,1.2222,-1.0421,2.6452,1.0357,0.3915,0.6742,0.9109,1.3511,0.1822,15.1735,-0.9743,-0.9488,0.9728,-0.1749,1.0318,1.0158,4.1856,-1.1708,-1.6327,1.4518,1.2049,4.6482,-28.8699,1.5069,0.4435,0.666,2.4003,0.0376,0.1071,-0.116,-1.0835,0.843,1.5253,1.8093,0.7107,2.3265,3.2735,0.5025,-24.0683,-47.8979,12.3904,0.7731,0.0624,0.9005,1.7438,1.9365,0.0437,3.9978,0.1023,-0.793,-0.3834,PANTALONI
7.3475,33.5915,5.7958,22.1803,-0.0418,-5.4536,44.4654,6.6682,23.5216,-1.6575,7.3475,33.5915,5.7958,22.1803,-0.0418,13.2264,74.4223,8.6268,31.3633,0.0097,-1.3473,1,0.5555,-0.7422,-0.4123,0.5555,0.8692,1,0.6718,1.1505,0.773,0.6718,0.7555,1,0.4514,1.3237,0.5975,0.4514,0.0607,1,-2.9074,16.4798,-47.914,-2.9074,2.4054,1,0.6723,0.4157,0.2795,0.6723,0.943,1,0.7072,1.0605,0.75,0.7072,0.1197,21.9406,-0.6144,1,0.9689,-0.6144,-0.7368,0.9689,5.9217,5.9812,2.4457,7.3134,0.215,0.4979,18.8086,4.3369,13.6504,-1.4284,5.4292,6.5814,2.5654,6.7978,0.1724,11.893,1.0907,0.0917,0.5639,0.9533,1.6905,0.318,0.9088,2.8579,-0.2495,1.4149,-5.6714,1.6574,1.1343,0.6844,0.5358,1.0759,2.0081,0.0821,15.1992,-0.5986,-0.7808,0.9182,-0.8274,0.4263,0.6529,2.7429,-3.8221,-1.6089,7.5218,2.7426,9.7081,-1.3821,2.8526,5.1876,2.2776,7.2386,-0.1485,0.5143,-0.2901,-0.564,0.2381,0.2867,1.2041,0.0567,0.0822,1.45,0.386,2.3226,6.0174,0.1396,0.0903,0.6466,0.2825,0.3789,1.3412,0.0345,6.8668,-0.2709,0.3914,0.3374,PANTALONI
6.3396,9.6947,3.1136,12.422,0.1407,-5.0712,54.3798,7.3743,21.9673,-4.5381,6.3396,9.6947,3.1136,12.422,0.1407,11.8814,38.7003,6.221,19.4324,0.1764,-1.2501,1,0.5336,-0.7999,-0.4268,0.5336,0.4222,1,0.5005,2.3684,1.1854,0.5005,0.1783,1,0.2505,5.6092,1.4052,0.2505,-0.113,1,0.4887,-8.8496,-4.3246,0.4887,3.6445,1,0.6127,0.2744,0.1681,0.6127,0.5655,1,0.6392,1.7684,1.1304,0.6392,0.1062,19.744,-0.5741,1,0.8961,-0.5741,-0.8436,0.8961,6.6034,4.2398,2.0591,7.9018,0.157,0.3851,24.4008,4.9397,13.8209,-1.6282,4.6338,2.2305,1.4935,4.584,0.3531,17.1477,1.4251,0.0831,0.4168,1.3787,3.3075,0.1738,1.9008,10.9396,-0.1718,0.5881,-3.4225,1.7824,1.3228,0.7422,0.5717,1.7238,3.015,0.0833,15.6812,0.1213,-0.5823,0.7281,-0.2777,0.3618,0.6015,2.4567,-2.602,-0.6247,5.7386,2.3955,7.9596,-0.6985,3.6116,7.522,2.7426,8.1252,-0.0788,0.4445,-0.0769,-0.173,0.2511,0.2193,0.8735,0.063,0.0481,0.7629,0.5422,2.9916,5.5179,0.1455,0.0906,0.6222,0.3086,0.3024,0.9796,0.0379,6.4773,0.4859,0.0992,0.6719,PANTALONI
9.7587,36.5291,6.0439,23.9144,-0.0856,-6.3468,33.685,5.8039,22.3362,-2.4248,9.7587,36.5291,6.0439,23.9144,-0.0856,15.8404,86.5689,9.3042,33.427,0.0226,-1.5376,1,0.6161,-0.6504,-0.4007,0.6161,1.0414,1,0.6496,0.9603,0.6238,0.6496,1.0844,1,0.422,0.9221,0.3891,0.422,0.1192,1,-2.444,8.3886,-20.502,-2.444,3.3777,1,0.6442,0.2961,0.1907,0.6442,1.0707,1,0.7154,0.934,0.6682,0.7154,0.1566,26.6773,-0.7749,1,0.9854,-0.7749,-0.8481,0.9854,5.4126,7.9173,2.8138,9.2926,0.0133,0.6501,32.3875,5.691,15.1202,-1.1878,4.8495,2.7258,1.651,4.8896,0.2902,8.3256,1.1161,0.1341,0.4944,1.7043,3.447,0.2445,2.9045,11.8817,-0.0153,0.0628,-4.1068,1.3627,1.3672,1.0033,0.6146,1.9005,3.0923,0.0752,15.5155,-0.1083,-0.7649,0.675,-0.6004,0.9201,0.9592,3.8612,-1.7169,-1.0668,13.7799,3.7121,10.5177,-0.9351,3.8127,9.2071,3.0343,9.7102,-0.2003,0.5628,-0.1575,-0.2798,0.2584,0.3161,1.2234,0.0668,0.0999,1.4967,0.4801,1.5055,3.136,0.2615,0.1757,0.6719,0.3671,0.3976,1.0832,0.0413,8.7769,0.7819,0.3702,0.5663,PANTALONI
7.5259,41.1419,6.4142,20.3978,-0,-4.8081,53.6127,7.3221,22.7122,-4.9082,7.5259,41.1419,6.4142,20.3978,-0,12.7885,108.7468,10.4282,30.0062,0.0448,-1.5653,1,0.5885,-0.6389,-0.376,0.5885,0.876,1,0.6151,1.1415,0.7021,0.6151,0.7674,1,0.3783,1.3031,0.493,0.3783,0,0,-0,0,-13.413,-0,5.3061,1,0.6493,0.1885,0.1224,0.6493,0.8981,1,0.6798,1.1135,0.7569,0.6798,0.2383,21.6499,-0.9418,1,0.9922,-0.9418,-0.9546,0.9922,4.6637,5.4922,2.3435,6.5182,0.2133,0.7446,17.7554,4.2137,12.7285,-2.0268,6.7544,4.8694,2.2067,6.1076,0.3362,6.2637,0.6905,0.1102,0.5562,1.062,1.9095,0.3093,1.1279,3.6463,-0.2074,0.5713,-2.7549,1.9703,0.9005,0.457,0.5121,1.0672,2.084,0.1682,15.2823,-0.3605,-0.7581,0.8569,-0.4925,4.0903,2.0225,7.2754,-3.5079,-1.9843,2.3986,1.5487,6.1331,-2.3873,3.0239,12.797,3.5773,10.3395,-0.1118,0.2482,-0.1629,-0.6562,1.3059,0.5654,0.4329,1.7053,0.3196,0.1874,1.3098,5.4454,4.1575,0.8914,0.1735,0.1947,1.1863,0.7037,0.5932,0.0745,6.6861,0.1762,-0.612,-0.1002,PANTALONI
7.9224,6.0343,2.4565,13.1099,-0.044,7.0386,9.1673,3.0277,12.5636,0.1706,7.9224,6.0343,2.4565,13.1099,-0.044,13.8356,4.8845,2.2101,9.4165,0.4811,1.1256,1,0.5726,0.8884,0.5087,0.5726,0.8113,1,1.1115,1.2326,1.37,1.1115,0.6582,1,1.2354,1.5192,1.8768,1.2354,-0.2137,1,-0.0633,-4.6788,0.2961,-0.0633,0.829,1,0.692,1.2063,0.8348,0.692,1.0435,1,1.3922,0.9583,1.3342,1.3922,0.1408,22.907,-0.701,1,0.6225,-0.701,0.0409,0.6225,6.655,1.072,1.0354,2.9438,0.631,6.8816,1.1177,1.0572,3.4811,0.5822,1.4557,0.2318,0.4815,2.2923,0.2704,0.9671,4.5716,4.7273,0.9793,2.1504,2.1958,0.9591,4.6243,4.8214,1.0378,5.9251,5.7093,0.9575,2.539,2.6517,0.8456,1.2842,1.5186,0.103,14.9923,-0.9797,0.0994,-0.2764,-0.025,0.5414,0.7358,3.183,-1.5982,-0.4237,2.0097,1.4177,6.0466,-1.2458,-1.0588,0.4927,0.7019,3.3646,-30.8826,0.059,0.0236,0.4002,0.519,1.0483,2.0197,0.2694,1.099,4.0794,0.5837,0.6008,1.0292,0.455,11.6087,25.5137,0.5264,0.946,1.7971,0.0121,2.845,0.4328,0.3681,0.0969,PANTALONI
7.0378,0.4794,0.6924,2.641,0.6767,5.4156,0.0853,0.2921,1.0997,0.8181,7.0378,0.4794,0.6924,2.641,0.6767,11.3404,0.8291,0.9105,3.2977,0.7376,1.2995,1,0.6206,0.7695,0.4776,0.6206,2.3706,1,0.7604,0.4218,0.3208,0.7604,5.6199,1,0.5782,0.1779,0.1029,0.5782,1.118,1,0.5964,0.8945,0.5335,0.5964,1.3515,1,0.6501,0.7399,0.481,0.6501,2.4015,1,0.8009,0.4164,0.3335,0.8009,0.1218,19.4912,0.2873,1.0001,0.9895,0.2873,0.4222,0.9895,7.2912,0.0009,0.0306,0.144,0.9804,6.3864,0.0007,0.0269,0.1316,0.9796,-1.4888,0.0034,0.0582,1.552,?,1.1417,-4.8974,-4.2896,1.1393,0.5258,0.4615,1.2981,0.2765,0.213,1.1406,-4.6537,-4.0801,1.1396,0,0,1.0943,0.0928,0.0848,0.1054,15.1664,-0.932,0.7147,-0.4443,0.7462,0.0328,0.181,0.6665,0.3994,0.7028,0.0064,0.0797,0.2927,0.6578,-0.1362,0.0068,0.0823,0.3279,-25.0169,1.0618,-5.4798,-5.1608,2.2704,2.1995,0.9688,5.1546,4.8379,0.9385,0.7877,-1.4056,-1.7844,1.2975,88.046,67.8608,2.2774,2.0326,0.8925,0.0111,1.5859,0.91,-0.1332,0.0262,PANTALONI
