@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-0.1613,5.0062,2.2375,16.6007,-3.5535,3.5339,12.9975,3.6052,17.2915,-0.6958,10.0852,15.31,3.9128,17.9625,0.0281,11.5074,15.1191,3.8883,16.9947,0.1597,-0.0456,-0.016,-0.014,0.3504,0.3071,0.8764,0.6206,0.5718,0.5754,0.9214,0.9272,1.0063,0.3852,0.327,0.3311,0.849,0.8597,1.0126,1.8259,-24.9064,-4.0125,-13.6403,-2.1975,0.1611,0.3575,0.1972,0.1803,0.5517,0.5042,0.9139,0.96,0.9242,0.9768,0.9626,1.0175,1.057,0.0534,16.2463,-0.0694,0.221,0.0672,-0.0432,0.142,0.9435,0.2737,0.0022,0.0467,0.2073,0.4833,-0.0122,0.0745,0.2729,0.761,-2.5375,0.5496,0.0059,0.0766,0.2726,0.5693,-22.519,0.4981,-0.0221,0.1713,0.6101,3.5621,0.0293,0.3722,12.6885,-0.3553,0.5382,-1.5148,1.8654,0.634,0.3398,0.2725,0.7605,2.7914,0.0031,1.056,0.2344,-0.795,0.3381,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0887,4.0814,2.0202,10.3157,-1.5551,1.4036,8.7923,2.9652,13.7251,-1.4506,10.0231,17.8416,4.2239,18.6688,0.1625,10.6915,18.8485,4.3415,18.9583,0.2122,-0.0632,-0.0088,-0.0083,0.14,0.1313,0.9375,0.6813,0.4783,0.4653,0.702,0.683,0.9729,0.4642,0.2288,0.2165,0.4928,0.4665,0.9466,0.7728,-1.7335,-1.2298,-2.2432,-1.5914,0.7094,0.7208,0.1811,0.1678,0.2513,0.2328,0.9263,0.7516,0.5526,0.5441,0.7352,0.724,0.9847,0.0506,14.3682,0.1099,-0.2572,-0.3007,-0.3859,-0.393,0.9948,0.2821,0.0033,0.0576,0.3158,0.1972,-0.0422,0.0507,0.2252,0.6963,-4.7581,0.3439,0.0026,0.0514,0.2704,0.4452,-6.6878,0.8204,-0.1227,0.256,1.1211,4.3793,0.0655,1.2568,19.1785,-0.1348,0.3575,-2.6515,3.2525,0.8069,0.2481,0.4534,1.1675,2.5748,0.0022,0.7989,0.4595,-0.8965,-0.1461,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0105,2.347,1.532,8.2915,-0.4418,4.7246,3.1352,1.7707,9.0894,-0.0056,10.0835,14.5035,3.8083,17.5139,0.1086,11.4134,13.719,3.7039,14.573,0.2672,-0.0022,-0.001,-0.0009,0.4685,0.414,0.8835,0.8652,0.4023,0.4136,0.4649,0.4781,1.0282,0.7486,0.1618,0.1711,0.2162,0.2285,1.0572,50.291,-1.1906,-0.4781,-0.0237,-0.0095,0.4015,0.6362,0.2927,0.2892,0.46,0.4545,0.988,0.9122,0.4734,0.569,0.519,0.6237,1.2018,0.0557,16.0537,-0.0831,0.4093,0.3845,0.2411,0.3944,0.9838,0.335,0.0025,0.0499,0.1602,0.6405,0.0975,0.0161,0.1267,0.4261,-1.1026,0.4387,0.0122,0.1105,0.3657,0.3302,3.4374,0.7636,0.2221,0.3936,0.4514,1.1469,0.1549,0.2038,1.3153,-1.2775,1.5835,-1.2395,2.1993,0.8164,0.3712,0.376,0.4382,1.1653,0.0028,0.9284,-0.7048,-0.8425,0.7955,TASCA_DESTRA_DAVANTI_PANTALONI
-0.2398,3.0013,1.7324,10.9248,-0.8797,2.391,3.077,1.7541,10.3861,-0.3635,10.094,19.1813,4.3797,18.6735,0.1252,10.6842,18.7719,4.3327,19.5533,0.1459,-0.1003,-0.0238,-0.0224,0.2369,0.2238,0.9448,0.9876,0.3956,0.3999,0.4005,0.4049,1.0108,0.9754,0.1565,0.1599,0.1604,0.1639,1.0218,1.8463,-1.9124,-1.5312,-1.0358,-0.8293,0.8007,0.763,0.2723,0.2539,0.3568,0.3327,0.9325,1.0519,0.585,0.5587,0.5562,0.5312,0.955,0.0519,13.9657,-0.3479,-0.0631,-0.0817,0.0463,0.1334,0.9938,0.2114,0.0013,0.0365,0.1687,0.4925,-0.034,0.0113,0.1062,0.4199,-3.3992,0.1877,0.0777,0.2787,0.7836,-0.6424,-6.2098,1.1259,-0.1813,0.3434,0.1309,0.3812,0.118,0.0171,0.1453,-0.5047,-0.5343,1.0585,3.4834,0.6968,0.2001,0.4018,0.2153,0.5358,0.0014,0.6054,-0.2905,-0.3641,0.9641,TASCA_DESTRA_DAVANTI_PANTALONI
0.1228,1.246,1.1163,7.6412,-1.2652,0.8076,13.0303,3.6098,19.337,-1.1628,10.2771,18.1697,4.2626,15.9011,0.1304,11.041,16.8281,4.1022,14.4546,0.2382,0.152,0.0119,0.0111,0.0786,0.0731,0.9308,0.3092,0.2619,0.2721,0.8468,0.88,1.0391,0.0956,0.0686,0.074,0.7171,0.7743,1.0797,0.4105,-1.7892,-0.9444,-4.3583,-2.3004,0.5278,0.3773,0.1845,0.1778,0.4889,0.4712,0.9638,0.3952,0.4805,0.5286,1.2161,1.3378,1.1001,0.0515,14.001,0.4142,-0.0937,-0.1438,0.0941,-0.0462,0.959,0.1748,0.0223,0.1495,0.569,-0.9897,-0.1554,0.0105,0.1025,0.415,?,-0.1103,0.0072,0.0846,0.3396,-1.711,-1.1244,-1.5848,1.4094,1.458,1.7664,1.2115,2.1258,3.1201,1.4677,0.6821,1.3206,1.9362,0,2.2832,0,1.3713,1.6757,1.222,0.0013,0.5022,0.8919,-0.5241,-0.2502,TASCA_DESTRA_DAVANTI_PANTALONI
0.4353,2.8422,1.6859,10.1308,-0.9189,1.9812,3.4772,1.8647,12.126,-0.6901,9.9824,18.8705,4.344,17.3381,0.1684,10.511,18.4737,4.2981,17.9279,0.1841,0.2197,0.0436,0.0414,0.1985,0.1885,0.9497,0.9041,0.3881,0.3922,0.4293,0.4339,1.0107,0.8174,0.1506,0.1539,0.1843,0.1882,1.0215,0.9798,-1.3815,-1.1996,-1.41,-1.2244,0.8684,0.7359,0.2532,0.2403,0.3441,0.3265,0.9489,0.8355,0.5843,0.5651,0.6994,0.6764,0.9671,0.0509,13.5725,0.0912,-0.1726,-0.1739,-0.264,-0.224,0.9958,0.3458,0.0106,0.1027,0.4044,0.0861,-0.1069,0.0305,0.1747,0.5576,-27.2969,0.0997,0.005,0.0707,0.3444,0.0868,-3.2337,3.4679,-1.0724,0.5881,1.4529,2.4703,0.3459,2.111,6.1026,-0.0708,1.1644,-16.4366,22.4551,1.1732,0.0522,0.7252,1.174,1.6188,0.0019,0.5581,0.9828,-0.8585,-0.8206,TASCA_DESTRA_DAVANTI_PANTALONI
-0.218,0.8962,0.9467,8.0142,-1.7977,3.8954,5.7552,2.399,11.9803,-0.6715,9.9315,2.2391,1.4964,8.3628,0.4506,10.9769,2.2549,1.5016,8.3793,0.4647,-0.056,-0.0219,-0.0199,0.3922,0.3549,0.9048,0.3946,0.6326,0.6304,1.6032,1.5976,0.9965,0.1557,0.4002,0.3974,2.5703,2.5523,0.993,1.0699,-0.7508,-0.7081,-0.7017,-0.6618,0.9431,0.3997,0.1882,0.183,0.4709,0.4579,0.9725,0.6689,0.9583,0.9564,1.4326,1.4298,0.998,0.0534,14.8579,0.3173,0.0446,0.1131,-0.3337,-0.1017,0.9453,0.09,0.0202,0.142,0.5638,-2.1084,-0.252,0.0117,0.1082,0.5118,?,-0.6235,0.0114,0.1067,0.6812,?,-0.3571,-0.1443,0.4041,1.3123,1.3307,1.014,1.7222,1.7708,1.0282,0.7473,0.5614,0.7513,0,0,1,1.1017,0.8277,0.7513,0.0034,1.0337,0.6121,-0.9842,-0.5355,TASCA_DESTRA_DAVANTI_PANTALONI
0.0583,5.6326,2.3733,13.2306,-0.7026,0.0724,28.0335,5.2947,23.4745,-1.5198,9.6987,10.8057,3.2872,20.4115,-0.0215,11.1094,15.1258,3.8892,22.6137,0.0331,0.8054,0.006,0.0052,0.0075,0.0065,0.873,0.4482,0.722,0.6102,1.6107,1.3614,0.8452,0.2009,0.5213,0.3724,2.5943,1.8534,0.7144,0.3856,12.7027,-7.0474,32.9423,-18.2763,-0.5548,0.8342,0.3889,0.3323,0.4662,0.3983,0.8543,0.5636,0.6482,0.5851,1.1501,1.0381,0.9026,0.051,15.481,0.1088,-0.4188,-0.2915,-0.3833,-0.6087,0.9203,0.2969,0.005,0.0704,0.2956,0.2615,-0.0759,0.0546,0.2336,0.7249,-3.2099,0.4289,0.0188,0.1373,0.4512,0.4129,-3.9112,0.6921,-0.177,0.3013,0.5127,1.7018,0.0908,0.2628,2.8962,-0.1894,0.3298,-1.7416,2.3248,0.5208,0.224,0.4078,0.6552,1.6065,0.0028,0.8989,0.6656,-0.8604,-0.9145,TASCA_DESTRA_DAVANTI_PANTALONI
0.0364,4.9678,2.2288,14.5927,-0.9947,0.0357,27.1074,5.2065,28.6288,-1.4986,9.5031,26.768,5.1738,25.1426,-0.049,10.7643,33.2842,5.7693,25.8456,0.0407,1.0193,0.0038,0.0034,0.0038,0.0033,0.8828,0.4281,0.4308,0.3863,1.0063,0.9025,0.8968,0.1833,0.1856,0.1493,1.0127,0.8144,0.8042,0.4238,6.1934,-6.6431,14.614,-15.675,-1.0726,0.6385,0.3052,0.2715,0.4781,0.4253,0.8896,0.5097,0.5804,0.5646,1.1387,1.1077,0.9728,0.049,14.8295,0.0963,-0.3053,-0.2292,-0.4108,-0.5178,0.9629,0.3136,0.0273,0.1653,0.5773,-0.1538,-0.1356,0.0703,0.2652,0.7365,-7.712,0.2359,0.022,0.1485,0.5416,0.1015,-2.3116,1.3294,-0.5751,0.6233,1.1133,1.786,0.3885,1.2394,3.1898,0.118,-1.2572,-10.6509,5.9186,0.83,0.1402,0.7838,1.0659,1.3598,0.0021,0.7585,0.8827,-0.9889,-0.8728,TASCA_DESTRA_DAVANTI_PANTALONI
0.0824,3.6826,1.919,10.2119,-1.0291,0.5178,16.3411,4.0424,22.5347,-2.6263,9.3766,11.7967,3.4346,16.5243,0.0352,10.3306,13.2943,3.6461,16.6116,0.1748,0.1591,0.0088,0.008,0.0552,0.0501,0.9077,0.4747,0.5587,0.5263,1.177,1.1087,0.942,0.2254,0.3122,0.277,1.3852,1.2292,0.8873,0.3173,-8.6018,-1.4714,-27.1055,-4.6366,0.1711,0.8099,0.2939,0.25,0.3628,0.3087,0.8507,0.4532,0.618,0.6147,1.3637,1.3566,0.9947,0.05,13.92,0.3783,0.1878,0.0741,-0.29,-0.4849,0.9222,0.2745,0.0249,0.1579,0.6421,-0.6435,-0.0953,0.0325,0.1802,0.5461,-9.7679,-0.0079,0.0244,0.1564,0.7634,-0.2995,-2.8796,-34.9245,12.1284,0.8763,1.0098,1.1525,0.7678,1.0198,1.3282,0.5075,1.4292,2.816,7.7033,0.665,0.0863,1.1758,0.8411,0.7154,0.0015,0.5249,0.8644,-0.8648,-0.5441,TASCA_DESTRA_DAVANTI_PANTALONI
