@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.2988,4.9257,2.2194,20.493,-0.8255,-0.075,3.0467,1.7455,13.2307,-1.3552,0.2711,3.8521,1.9627,17.1251,-1.5414,2.7007,4.699,2.1677,12.4183,0.0075,3.9836,-1.1024,-0.1106,-0.2767,-0.0278,0.1004,1.2715,1.1308,1.0238,0.8893,0.8052,0.9054,1.6167,1.2787,1.0482,0.7909,0.6484,0.8198,1.2172,0.8922,-98.3848,0.733,-80.8267,-110.2753,1.9984,1.666,0.8972,0.8337,0.449,0.5385,1.5489,1.1967,1.6502,0.7726,1.0654,1.379,0.001,3.9923,0.3675,-0.1409,0.2277,-0.0356,-0.1198,-0.3144,0.1336,0.9363,0.9676,7.778,-0.393,0.0736,0.2988,0.5466,3.7459,-0.6433,0.2051,0.9295,0.9641,4.9155,-0.9664,1.8163,0.6514,0.3587,1.7703,1.0036,0.5669,3.1339,1.0073,0.3214,1.4964,0.9083,0.607,2.4496,2.2337,0.9119,2.0764,1.5824,0.7621,0.0007,1.6411,0.111,-0.1124,0.3363,PANTALONI
1.0759,6.1463,2.4792,24.8411,-0.1818,-0.4007,4.2102,2.0519,16.5074,-0.4915,-0.5253,3.1245,1.7676,19.6386,-0.9872,2.7842,7.3235,2.7062,23.2353,0.0046,-2.6853,-2.0483,0.3864,0.7628,-0.1439,-0.1887,1.2082,1.4025,0.9161,1.1608,0.7582,0.6532,1.4599,1.9671,0.8393,1.3475,0.5749,0.4266,0.7025,0.3917,-35.43,0.5576,-50.4344,-90.4488,1.8992,2.127,0.9005,1.1199,0.4741,0.4234,1.5048,1.2649,1.0691,0.8406,0.7104,0.8452,0.0033,4.1167,0.1362,0.063,0.6702,0.0401,-0.1977,-0.1334,0.358,0.7049,0.8396,5.9248,-0.3778,-0.3434,0.8724,0.934,6.3094,-3.6085,0.9823,1.7342,1.3169,6.1673,-0.341,-1.0425,0.3645,-0.3496,0.8989,0.6376,0.7093,0.808,0.4065,0.5031,0.3289,1.036,3.1503,3.141,0.935,0.2977,0.9391,0.9607,1.023,0.0029,2.051,-0.3002,-0.0272,-0.0059,PANTALONI
0.0362,0.0219,0.148,2.6784,-1.4569,-0.0588,0.0448,0.2116,3.9484,-1.2108,0.0287,0.0046,0.0675,0.5652,-0.6779,0.1621,0.0506,0.2248,2.6743,0.0069,-0.6161,1.2648,0.2237,-2.0529,-0.363,0.1768,0.6996,2.1915,0.6583,3.1325,0.9409,0.3004,0.4894,4.8027,0.4333,9.8127,0.8853,0.0902,0.7345,6.9557,-85.896,9.4705,-116.9508,-12.349,0.6104,3.2364,0.4048,5.3021,0.6632,0.1251,0.6783,4.7391,1.0015,6.9862,1.4764,0.2113,0.0002,0.2438,0.7295,0.3629,-0.0101,0.1938,0.0246,0.0694,0.0047,0.0003,0.0182,0.0972,-0.6563,0.035,0.0006,0.0251,0.125,-0.4138,0.012,0.0003,0.0177,0.1122,-1.027,0.133,0.3878,2.9153,0.7249,1.0259,1.4153,0.5254,1.0524,2.0029,1.053,0.6778,0.6437,0.6639,1.0607,1.5976,0.7778,0.8667,1.1143,0.0001,0.0697,0.6519,0.2774,0.1529,PANTALONI
0.7726,5.2993,2.302,19.2553,-0.1913,-1.0225,5.7711,2.4023,10.9923,-1.3414,-0.3139,0.9173,0.9578,5.2846,-1.5391,2.6868,6.5098,2.5514,16.5428,0.0024,-0.7556,-2.4608,0.2875,3.2569,-0.3806,-0.1168,0.9583,2.4036,0.9022,2.5083,0.9416,0.3754,0.9183,5.7771,0.8141,6.2914,0.8865,0.1409,0.491,0.9653,-77.6202,1.966,-158.0844,-80.4093,3.4428,7.7658,0.9747,2.2557,0.2831,0.1255,1.7517,3.6437,1.164,2.0801,0.6645,0.3194,0.0034,4.0088,-0.2724,-0.1727,0.702,0.2771,-0.5926,-0.2418,0.2051,0.2035,0.4512,2.7493,-0.4862,-0.3884,0.6504,0.8064,3.9531,-5.5649,1.191,3.5452,1.8829,6.4108,-0.01,-0.5281,0.1722,-0.3261,0.5594,0.2396,0.4283,0.313,0.0574,0.1834,0.2684,14.2239,52.994,3.0721,0.2914,0.0949,0.6955,0.4289,0.6166,0.0033,2.016,-0.6109,0.2611,-0.331,PANTALONI
0.0931,0.016,0.1266,1.1099,-1.1178,-0.1524,0.0357,0.1891,1.7398,-0.7682,0.0227,0.0073,0.0852,0.5254,-0.8634,0.2407,0.0335,0.183,1.0051,0.006,-0.6111,4.097,0.3867,-6.7047,-0.6329,0.0944,0.6694,1.4851,0.6918,2.2184,1.0334,0.4658,0.4481,2.2054,0.4785,4.9214,1.0679,0.217,0.7751,2.4063,-96.9583,3.1046,-125.0994,-40.2943,0.5327,1.8587,0.5183,3.4894,0.9731,0.2789,0.638,2.1124,1.1043,3.3111,1.731,0.5228,0.0005,0.3605,-0.4726,-0.0051,0.5946,-0.0211,-0.7306,0.0793,-0.0123,0.0011,0.0339,0.2596,-3.1226,0.0138,0.0016,0.0399,0.3482,-3.0874,0.047,0.0012,0.0352,0.2136,-0.3812,-0.8945,-0.2622,0.2932,0.8483,0.9626,1.1347,0.7197,0.9266,1.2875,0.7475,3.3344,4.4609,0.739,0.4071,0.5508,0.7454,1.215,1.63,0.0001,0.1037,0.822,0.4131,0.3135,PANTALONI
0.0148,0.0035,0.0595,0.3452,-0.9454,-0.0212,0.0027,0.0519,0.3016,-1.1639,0.0276,0.0046,0.0677,0.3473,-0.805,0.1016,0.0019,0.0439,0.2358,0.045,-0.6984,0.5353,0.1455,-0.7665,-0.2083,0.2718,1.1461,0.8794,1.357,0.7673,1.184,1.5431,1.3135,0.7734,1.8415,0.5888,1.4019,2.381,1.0344,1.0833,-15.1031,1.0473,-14.6013,-13.9416,1.2734,0.9224,0.7188,0.7244,0.5645,0.7792,1.1448,0.9942,1.4643,0.8684,1.279,1.4728,0.0001,0.1534,-0.3706,0.0226,0.2554,-0.1281,-0.168,0.3435,0.0002,0.0004,0.0187,0.0993,-0.9002,0.028,0.0003,0.0187,0.1196,-0.2619,0.0046,0.0001,0.0116,0.0545,-0.7114,0.0071,0.0427,6.0526,1.001,1.6154,1.6137,1.002,2.6094,2.6041,1.8955,2.0782,1.0964,0.5514,1.6424,2.9784,0.8304,1.8235,2.1961,0.0001,0.0541,0.6324,0.0074,0.0498,PANTALONI
-1.2029,3.2497,1.8027,6.783,-18.2846,-0.0885,0.5205,0.7214,4.0588,-1.2376,-0.9278,3.354,1.8314,8.8542,-9.0345,1.9662,5.5739,2.3609,8.7932,0.003,13.5983,1.2965,-0.6118,0.0953,-0.045,-0.4719,2.4988,0.9843,0.7636,0.3939,0.3056,0.7757,6.2438,0.9689,0.583,0.1552,0.0934,0.6017,2.8648,0.8067,-241.4538,0.2816,-84.2817,-299.2922,0.1939,0.3986,0.0399,2.0557,0.2057,0.1,1.6712,0.7661,0.7714,0.4584,0.4616,1.0069,0.0087,2.8953,0.0817,0.757,-0.9372,0.058,-0.0774,-0.9077,0.4068,0.7846,0.8858,5.3561,-0.176,1.0307,2.5934,1.6104,5.5015,-0.0137,-0.3383,0.6211,0.7881,3.5577,-5.9832,0.3947,-1.2025,-3.0468,0.55,1.1239,2.0434,0.3025,1.2631,4.1753,10.7541,0.2629,0.0244,0.8393,8.94,10.6523,0.9736,1.5055,1.5464,0.0067,1.9277,0.7499,-0.6782,-0.7362,PANTALONI
-0.234,21.9001,4.6798,49.3427,-2.0369,-0.4815,3.9092,1.9772,9.3322,-1.2843,-2.2297,14.3557,3.7889,36.7579,-0.6006,5.1657,18.7388,4.3288,35.3063,0.0153,0.486,0.105,-0.0453,0.216,-0.0932,-0.4316,2.3669,1.2351,1.0811,0.5218,0.4567,0.8753,5.6022,1.5255,1.1687,0.2723,0.2086,0.7661,6.3077,2.3995,-60.4095,0.3804,-9.5771,-25.1755,3.977,0.7075,0.4532,0.1779,0.1139,0.6405,5.2874,1.3424,1.3976,0.2539,0.2643,1.0411,0.006,7.3365,-0.2403,0.1552,-0.187,0.0864,-0.0906,-0.3498,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PANTALONI
0.0822,0.0383,0.1956,1.0647,-0.9194,-0.0727,0.0237,0.1538,0.988,-1.6917,-0.0572,0.0459,0.2142,1.4889,-0.7386,0.3095,0.0273,0.1651,0.8968,0.0119,-1.1308,-1.4361,0.2655,1.27,-0.2348,-0.1849,1.2718,0.9132,1.1845,0.7181,0.9314,1.297,1.6174,0.834,1.403,0.5157,0.8674,1.6822,0.8214,0.8063,-47.2909,0.9817,-57.5757,-58.6487,1.5113,0.6477,0.6112,0.4286,0.4044,0.9436,1.0777,0.7151,1.1873,0.6636,1.1017,1.6603,0.0003,0.4665,-0.2787,-0.1729,0.2619,0.1833,-0.2279,-0.122,0.0604,0.0099,0.0996,0.4721,-0.3196,0.0416,0.0186,0.1363,0.8107,-1.2878,0.0253,0.0067,0.0816,0.5127,-1.0888,1.4512,2.3929,1.6489,0.7313,1.2208,1.6695,0.5347,1.4905,2.7873,0.2506,0.4279,1.7076,1.0096,1.4575,1.4437,0.5823,0.9208,1.5812,0.0002,0.2555,0.2863,0.3591,0.8023,PANTALONI
-0.0435,0.0182,0.1347,0.788,-1.6327,0.0521,0.0152,0.1234,0.7664,-0.6077,-0.0367,0.0081,0.0899,0.6971,-1.5968,0.1824,0.0141,0.1189,0.6469,0.0217,-0.8364,1.1854,-0.2387,-1.4172,0.2854,-0.2014,1.0922,1.4986,1.1331,1.372,1.0374,0.7561,1.193,2.2459,1.2839,1.8825,1.0762,0.5717,1.6868,1.1401,-34.1248,0.6759,-20.2306,-29.9308,0.6279,1.1151,0.4527,1.7759,0.721,0.406,1.0281,1.1305,1.2181,1.0995,1.1848,1.0776,0.0002,0.2776,-0.4585,0.0893,-0.5413,-0.3564,0.665,-0.4083,-0.0169,0.0044,0.0665,0.4037,-2.708,-0.0029,0.0089,0.0942,0.752,-3.1717,-0.0205,0.0036,0.0599,0.361,-2.4917,5.8196,0.8219,0.1412,0.7061,1.11,1.572,0.4986,1.2322,2.4712,0.5158,1.1445,2.2191,0.6041,1.0531,1.7434,0.5369,1.1183,2.0828,0.0001,0.1401,0.6545,0.2294,0.6187,PANTALONI
0.3052,10.0656,3.1726,21.7366,-1.1885,0.0821,5.9526,2.4398,14.8275,-1.4492,0.0915,6.1308,2.476,27.3943,-2.6284,4.1243,5.2476,2.2908,19.7538,0.02,3.717,3.3348,0.074,0.8972,0.0199,0.0222,1.3004,1.2813,1.385,0.9854,1.0651,1.0809,1.691,1.6418,1.9181,0.9709,1.1343,1.1683,1.3455,0.5949,-29.2675,0.4421,-21.7526,-49.2015,1.6406,1.3155,0.4927,0.8019,0.3003,0.3746,1.466,0.7935,1.1004,0.5413,0.7506,1.3868,0.0009,6.1472,-0.078,0.2311,0.0885,0.1115,-0.1031,-0.0729,0.0142,1.3848,1.1768,6.2784,-0.883,0.0254,0.8251,0.9084,4.5192,-0.9733,-0.0596,1.602,1.2657,5.7454,-1.2818,0.558,-0.2376,-0.4259,1.2955,0.9297,0.7177,1.6783,0.8644,0.5151,1.3208,0.9122,0.6906,1.4559,1.3242,0.9096,1.3893,1.0928,0.7866,0.0002,2.5435,-0.3679,-0.3318,0.2046,PANTALONI
0.9711,11.8045,3.4358,16.26,-0.4551,0.2725,4.2443,2.0602,11.1381,-0.9281,-0.4087,4.7868,2.1879,16.7151,-1.148,4.0856,5.3275,2.3081,11.7077,0.0262,3.5639,-2.376,0.2377,-0.6667,0.0667,-0.1,1.6677,1.5704,1.4885,0.9416,0.8926,0.9479,2.7812,2.466,2.2157,0.8867,0.7967,0.8985,0.9486,0.5693,-16.1182,0.6001,-16.992,-28.3136,1.9343,1.436,0.9294,0.7424,0.4805,0.6472,1.4598,0.9728,1.3888,0.6664,0.9514,1.4277,0.0029,5.7095,0.0717,0.102,0.6314,0.0621,0.0555,-0.1263,0.966,2.0871,1.4447,6.272,-0.1894,0.2059,1.8226,1.35,7.4095,-0.5111,0.8789,1.5954,1.2631,5.865,-0.8521,4.6917,1.0991,0.2343,1.0701,1.1438,1.0688,1.1451,1.3082,1.1424,0.3985,0.3701,0.9288,1.0754,1.6652,1.5484,0.8465,1.0694,1.2633,0.0036,3.307,0.4402,0.1075,-0.5184,PANTALONI
0.9186,10.8079,3.2875,22.5426,-0.2397,0.0084,6.6835,2.5853,17.0591,-0.4802,-0.2936,5.0134,2.2391,24.3522,-2.0642,3.353,12.1923,3.4918,19.9463,0.0091,109.3535,-3.1282,0.274,-0.0286,0.0025,-0.0876,1.2717,1.4683,0.9415,1.1546,0.7404,0.6412,1.6171,2.1558,0.8865,1.3331,0.5482,0.4112,0.7877,0.2657,-23.7278,0.3373,-30.1244,-89.2978,1.5778,2.288,0.9033,1.4502,0.5725,0.3948,1.3214,0.9257,1.1302,0.7005,0.8553,1.2209,0.0026,4.928,0.1382,0.0533,0.6867,-0.1448,0.2324,-0.2718,0.7003,1.7604,1.3268,5.8575,-0.1206,-0.1306,1.3342,1.1551,7.6306,-1.4064,1.3113,3.7391,1.9337,9.9858,-0.4608,-5.363,0.5341,-0.0996,1.1486,0.6861,0.5974,1.3194,0.4708,0.3568,0.1413,0.2001,1.4157,1.6485,0.7647,0.4639,0.7676,0.5866,0.7641,0.004,2.8173,-0.4149,0.3287,-0.0417,PANTALONI
0.6399,11.0048,3.3173,18.6877,-0.3894,0.5833,9.3411,3.0563,13.9355,-0.6239,-0.9497,11.7256,3.4243,32.6497,-3.0406,4.9055,9.6595,3.108,25.5657,0.0408,1.097,-0.6738,0.1304,-0.6142,0.1189,-0.1936,1.0854,0.9688,1.0674,0.8926,0.9834,1.1018,1.1781,0.9385,1.1393,0.7966,0.967,1.2139,0.9782,0.2132,-4.8155,0.2179,-4.923,-22.5916,1.5674,1.6646,0.5047,1.062,0.322,0.3032,1.341,0.5724,0.731,0.4268,0.5451,1.2771,0.0035,7.2001,0.0418,-0.0308,0.5164,-0.085,0.2633,-0.4976,0.6649,1.4236,1.1931,6.2218,-0.2562,-0.1919,1.1052,1.0513,7.0827,-2.7918,0.9316,4.2411,2.0594,7.5003,-0.4542,-3.4655,0.7137,-0.2059,1.1349,0.5794,0.5105,1.2881,0.3357,0.2606,0.2433,0.5417,2.2261,2.6516,0.9603,0.3622,0.8784,0.8295,0.9443,0.0031,3.2399,-0.1984,0.3306,-0.0054,PANTALONI
0.0405,0.0502,0.224,1.3288,-0.8357,-0.0802,0.101,0.3178,2.2054,-1.0547,0.0017,0.0479,0.2188,2.3113,-0.3944,0.3276,0.0997,0.3158,1.9926,0.004,-0.5055,23.5282,0.1237,-46.5419,-0.2448,0.0053,0.7047,1.0238,0.7092,1.4528,1.0063,0.6927,0.4966,1.0482,0.5029,2.1107,1.0127,0.4798,0.5344,0.9253,-75.2465,1.7315,-140.8116,-81.3245,0.6744,0.4367,0.3618,0.6475,0.5365,0.8285,0.6025,0.5749,0.6669,0.9541,1.1068,1.16,0.0003,0.5027,-0.7416,0.033,0.2956,-0.1909,-0.293,0.0138,0.0104,0.0076,0.0871,0.5223,-0.5003,0.0293,0.0054,0.0732,0.5351,-1.0059,0.0307,0.0029,0.0536,0.2916,-0.446,0.3542,0.3381,0.9545,1.1912,1.6256,1.3647,1.419,2.6425,1.8623,0.649,1.9365,2.9839,1.305,1.7264,1.3229,0.976,1.7912,1.8352,0.0001,0.1564,0.7443,0.6696,0.6345,PANTALONI
0.0428,0.0238,0.1543,0.9773,-0.4632,-0.0603,0.0165,0.1285,0.8382,-2.3567,0.0228,0.0113,0.1061,0.6568,-0.497,0.2083,0.0142,0.1191,0.6442,0.044,-0.71,1.8745,0.2055,-2.6403,-0.2894,0.1096,1.2011,1.4546,1.2959,1.211,1.0789,0.8909,1.4427,2.1159,1.6794,1.4666,1.164,0.7937,0.5257,1.4188,-10.422,2.6987,-19.8239,-7.3458,2.6746,1.5222,0.991,0.5691,0.3705,0.651,1.1659,1.4879,1.5169,1.2762,1.3011,1.0195,0.0002,0.3107,-0.1613,-0.0127,0.4614,-0.2958,-0.3875,0.2915,0.0049,0.0048,0.069,0.4016,-0.8805,0.036,0.0055,0.0745,0.4999,-0.4964,0.024,0.0029,0.0542,0.3696,-0.5391,0.1361,0.2038,1.4969,0.9257,1.2725,1.3747,0.8568,1.6194,1.8899,1.1341,1.4526,1.2809,0.6393,0.8894,1.3913,0.8034,1.0867,1.3526,0.0001,0.1481,0.7069,0.4643,0.7732,PANTALONI
0.0691,0.025,0.1581,0.8937,-0.7982,-0.1056,0.016,0.1264,0.7309,-1.9949,0.0064,0.0122,0.1103,0.8553,-1.2855,0.236,0.0134,0.116,0.5807,0.0476,-0.6546,10.7801,0.293,-16.4682,-0.4477,0.0272,1.2505,1.4324,1.3632,1.1455,1.0902,0.9517,1.5637,2.0519,1.8583,1.3122,1.1885,0.9057,0.8149,0.8247,-13.6549,1.012,-16.7573,-16.5582,2.0365,1.3281,0.8151,0.6522,0.4002,0.6137,1.2228,1.0449,1.539,0.8546,1.2586,1.4728,0.0003,0.3528,-0.1952,-0.2089,0.4696,-0.2892,-0.3858,0.0107,-0.0001,0.0029,0.0542,0.2371,-1.7092,0.0228,0.009,0.095,0.5309,-1.5651,0.0357,0.0051,0.0712,0.3963,-1.4122,-0.0051,-0.0032,0.6395,0.5709,0.7619,1.3344,0.326,0.5804,1.7807,0.4619,0.6448,1.3961,0.4229,0.5328,1.2598,0.4467,0.5984,1.3396,0.0001,0.1843,0.6518,0.4016,0.7591,PANTALONI
0.0394,1.3563,1.1646,7.6737,-1.6848,-0.0768,0.9522,0.9758,5.4143,-0.7063,-0.1921,0.242,0.492,2.7081,-1.7144,1.1198,1.3409,1.158,4.9523,0.0063,-0.5128,-0.2051,0.0352,0.4,-0.0686,-0.1716,1.1935,2.3673,1.0057,1.9836,0.8427,0.4248,1.4244,5.6042,1.0115,3.9345,0.7101,0.1805,2.1486,2.8154,-153.9801,1.3104,-71.665,-54.6912,0.9007,2.8648,0.5735,3.1805,0.6367,0.2002,1.4173,2.8336,1.5495,1.9993,1.0933,0.5468,0.0006,1.6409,-0.5629,0.3804,-0.2386,-0.336,0.1297,-0.2967,0.0004,0.0274,0.1655,0.8844,-0.6662,-0.0379,0.0166,0.1288,0.8321,-1.1836,0.104,0.037,0.1923,0.9389,-0.5787,-0.0114,0.0042,-0.3644,1.2853,0.8606,0.6696,1.652,0.7406,0.4483,0.784,1.0275,1.3105,1.3929,0.8925,0.6407,1.0629,0.942,0.8862,0.0003,0.3838,0.4037,0.4943,0.0854,PANTALONI
