@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.8994,13.2959,3.6464,17.6804,-2.3997,1.6395,114.3419,10.6931,52.1,-0.4906,2.7501,25.721,5.0716,18.9648,-0.2939,9.2337,79.1578,8.8971,34.5869,0.0214,-0.5486,-0.327,-0.0974,0.5961,0.1776,0.2978,0.341,0.719,0.4098,2.1084,1.2019,0.57,0.1163,0.5169,0.168,4.4455,1.4445,0.3249,0.7278,2.897,-16.5179,3.9804,-22.6949,-5.7017,0.1488,0.3548,0.1471,2.3848,0.989,0.4147,0.3394,0.9323,0.5112,2.7472,1.5063,0.5483,0.0333,13.6214,0.4156,-0.5603,-0.3193,-0.3234,0.4211,0.5289,1.9553,34.1814,5.8465,15.7883,-1.0165,-7.4775,1.5874,1.2599,9.7798,?,0.5723,0.3128,0.5592,2.3799,-0.3544,-0.2615,3.4167,-13.0666,4.6403,10.4542,2.2529,21.5324,109.2896,5.0756,0.8138,12.7795,15.7036,0,4.4559,0,1.6144,6.6341,4.1094,0.0775,13.9362,0.2759,-0.695,-0.5078,0,0,0,0,0,TASCA_DESTRA_DAVANTI_PANTALONI
3.455,13.3667,3.656,22.7206,-0.3476,-0.6592,40.916,6.3966,25.753,-1.7607,1.8464,13.6282,3.6916,15.8163,-0.2614,7.6302,25.472,5.047,22.4358,0.0446,-5.241,1.8712,0.4528,-0.357,-0.0864,0.242,0.5716,0.9904,0.7244,1.7327,1.2674,0.7315,0.3267,0.9808,0.5248,3.0023,1.6063,0.535,0.3568,1.7883,-5.5963,5.0116,-15.6835,-3.1294,1.8073,1.3446,0.718,0.744,0.3972,0.534,0.8823,1.4365,1.0127,1.6283,1.1479,0.705,0.0405,11.8485,-0.0019,0.1665,0.5396,-0.8833,-0.433,0.6603,-4.9671,3.0181,1.7373,6.7267,?,-7.9302,0.6628,0.8141,9.6198,?,0.8663,4.157,2.0389,6.4671,-0.4965,0.6264,-5.7334,-9.1536,2.1339,0.8521,0.3993,4.5537,0.726,0.1594,0.6993,3.1353,4.4837,1,0,0,0.6993,1.0401,1.4875,0.0959,14.8027,-0.9606,0.7626,-0.7331,0,0,0,0,0,TASCA_DESTRA_DAVANTI_PANTALONI
-0.3816,0.0331,0.1819,0.7744,?,-0.2212,1.1738,1.0834,4.0534,-0.524,-0.0731,0.7506,0.8663,3.3423,-0.4802,1.2703,0.5436,0.7373,3.2894,0.0597,1.7249,5.2222,-0.3004,3.0276,-0.1742,-0.0575,0.1679,0.2099,0.2467,1.2505,1.4695,1.1751,0.0282,0.0441,0.0609,1.5639,2.1594,1.3808,0.5556,0.7142,-3.7055,1.2854,-6.6694,-5.1885,0,0,0,1.1779,0.7603,0.6454,0.191,0.2317,0.2354,1.2128,1.2322,1.0161,0.0088,1.9758,0.1675,0.0814,0.1201,0.9944,0.5089,0.4913,-7.0282,0.014,0.1183,7.1966,?,6.5822,0.0134,0.1159,0.4016,0.9411,1.8669,0.0017,0.041,0.128,0.9343,-1.0678,-3.7646,3.5258,1.0206,2.883,2.8248,1.0417,8.3118,7.9793,-1.1222,-3.9524,3.522,0,0,3.4968,17.9191,56.2304,3.138,0.1923,15.4773,0.9969,0.8632,0.8345,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.4193,2.0754,1.4406,5.3768,-0.7598,2.6304,20.5532,4.5336,13.186,-0.4481,-0.0878,2.4108,1.5527,6.3116,-0.6598,4.9197,7.9385,2.8175,8.889,0.0769,0.1594,-4.7735,0.0852,-29.9444,0.5347,-0.0179,0.3178,0.9278,0.5113,2.9199,1.6091,0.5511,0.101,0.8609,0.2614,8.5255,2.589,0.3037,0.569,0.9253,-3.1359,1.6262,-5.5114,-3.3891,0.3355,0.8035,0.3173,2.3946,0.9456,0.3949,0.4078,0.8519,0.6049,2.0892,1.4834,0.71,0.0523,6.6718,0.5098,-0.2475,0.6984,-0.6455,0.8971,-0.4469,7.8706,1.0309,1.0153,3.1635,0.6552,-5.1185,1.8556,1.3622,7.349,?,2.2648,0.0636,0.2522,0.8818,0.6654,-1.5377,3.4753,-2.2601,0.7454,4.0251,5.4002,0.5556,16.2013,29.1623,-0.8182,3.4294,-4.1915,0,3.4823,0,0.4305,3.5875,8.3339,0.1894,15.2539,0.9896,-0.8403,-0.8227,4.1499,0.0006,0.0239,0.0983,0.9768,TASCA_DESTRA_DAVANTI_PANTALONI
-2.009,3.7284,1.9309,6.2341,-4.4789,-1.1425,2.4777,1.5741,5.7342,-2.1554,2.2782,4.1305,2.0324,7.3624,-0.3513,4.2648,2.6797,1.637,5.5111,0.1564,1.7585,-0.8818,-0.4711,-0.5015,-0.2679,0.5342,1.2267,0.9501,1.1796,0.7745,0.9616,1.2415,1.5048,0.9027,1.3914,0.5999,0.9246,1.5414,1.3011,2.6626,-4.9863,2.0465,-3.8325,-1.8727,0.6261,0.2088,0.1742,0.3335,0.2782,0.834,1.0872,0.8467,1.1312,0.7788,1.0405,1.3359,0.0636,6.5561,-0.3423,0.2712,-0.1616,-0.3344,-0.4393,0.7667,7.8848,2.2279,1.4926,5.8003,0.381,0.5365,1.8824,1.372,3.4084,-0.3541,5.2175,2.4435,1.5632,5.9042,0.3278,14.6978,1.5112,0.1028,1.0879,0.9549,0.8777,1.1835,0.9118,0.7704,-4.0054,1.2397,-0.3095,3.7225,1.0668,0.2866,1.7018,0.9824,0.5773,0.1857,14.3675,-0.801,-0.9728,0.8242,4.8237,0.2929,0.5412,1.7462,0.7035,TASCA_DESTRA_DAVANTI_PANTALONI
-3.6246,37.5157,6.125,20.35,-1.4928,-7.2238,45.7166,6.7614,23.1913,-2.6203,2.8324,37.2753,6.1053,20.7764,-0.4341,11.9291,51.5468,7.1796,20.4892,0.0424,0.5018,-1.2797,-0.3038,-2.5504,-0.6056,0.2374,0.9059,1.0032,0.8531,1.1075,0.9418,0.8504,0.8206,1.0064,0.7278,1.2265,0.8869,0.7231,0.726,1.9379,-13.4368,2.6692,-18.5074,-6.9338,1.2743,0.5635,0.3815,0.4422,0.2994,0.6771,0.8775,0.9795,0.9932,1.1162,1.1319,1.014,0.0865,18.7409,0.8568,0.0619,-0.6633,-0.2775,-0.8989,0.5002,4.0106,15.493,3.9361,9.8844,-0.0776,2.4412,7.0856,2.6619,8.1033,-0.5596,6.8304,4.8917,2.2117,5.9521,0.3196,1.6429,0.5872,0.3574,1.4787,1.7797,1.2035,2.1865,3.1672,1.4485,0.2447,-0.2545,-1.0401,1.7654,1.0487,0.594,1.2198,1.6607,1.3614,0.0837,14.3457,-0.9507,-0.8851,0.9678,0.8081,1.7712,1.3309,4,0,TASCA_DESTRA_DAVANTI_PANTALONI
-0.1293,3.0792,1.7548,7.1397,-1.186,0.3939,33.2272,5.7643,25.0992,-1.1361,0.8455,14.1254,3.7584,16.0574,-0.7526,6.3271,11.2867,3.3596,14.6407,0.0966,-0.3283,-0.153,-0.0204,0.4658,0.0623,0.1336,0.3044,0.4669,0.5223,1.5337,1.7158,1.1187,0.0927,0.218,0.2728,2.3523,2.9439,1.2515,0.2902,0.5618,-2.4745,1.936,-8.5275,-4.4048,0.278,0.3565,0.2015,1.2825,0.725,0.5653,0.2845,0.4446,0.4877,1.5631,1.7143,1.0968,0.0192,9.3125,-0.4014,0.3537,0.2734,-0.8992,-0.3207,0.3484,3.8471,1.1167,1.0567,3.676,0.2757,-8.6939,0.3521,0.5934,9.5659,?,-1.3537,2.6607,1.6312,5.441,-1.8268,-0.4425,-2.8419,6.4222,1.7809,0.6478,0.3638,3.1717,0.4197,0.1323,-0.1463,-0.398,2.7205,0,2.6369,0,0.3843,0.6756,1.7581,0.196,14.3567,0.9179,-0.9309,-0.9741,2,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.9639,31.5618,5.618,18.8682,-1.3907,-3.8424,70.9307,8.422,27.0878,-1.003,4.7183,34.8779,5.9058,18.1228,-0.315,12.5138,18.7313,4.328,13.9964,0.2409,0.2509,-0.2043,-0.077,-0.8144,-0.3071,0.377,0.6671,0.9513,1.2981,1.4261,1.946,1.3646,0.445,0.9049,1.685,2.0337,3.7868,1.862,0.8092,2.5285,-2.4717,3.1248,-3.0546,-0.9775,0.5836,0.5727,0.4281,0.9812,0.7335,0.7475,0.6966,1.0411,1.3481,1.4947,1.9353,1.2948,0.0629,19.3174,0.5537,-0.0046,-0.6893,-0.7361,-0.8078,0.6018,3.522,15.8788,3.9848,10.931,-0.379,-5.0967,13.2476,3.6397,11.2709,-2.6137,5.3336,0.1999,0.4471,1.3925,0.77,-0.691,0.6604,-0.9556,1.0948,8.9122,8.1404,1.1986,79.4276,66.2662,0.3686,-0.6446,-1.7489,2.5414,1.3094,0.5152,0.9698,7.8497,8.0938,0.0834,15.477,0.7689,-0.0736,0.5159,17.6429,49.1479,7.0106,25,0.0385,TASCA_DESTRA_DIETRO_PANTALONI
-5.1488,20.2257,4.4973,14.2563,-4.3845,-11.7763,19.9373,4.4651,18.3846,?,4.9858,28.9622,5.3817,19.1329,-0.262,15.2288,27.2587,5.221,20.5886,0.127,0.4372,-1.0327,-0.3381,-2.3619,-0.7733,0.3274,1.0072,0.8357,0.8614,0.8297,0.8552,1.0308,1.0145,0.6983,0.742,0.6884,0.7314,1.0625,0.6314,2.9225,-3.8766,4.6284,-6.1394,-1.3265,0,0.1746,0.1123,0,0,0.6429,0.7754,0.7451,0.6924,0.9609,0.8929,0.9293,0.2757,23.7705,0.8695,0.2165,-0.755,-0.2649,-0.9788,0.4474,5.4902,5.3335,2.3094,7.9699,0.072,-3.743,12.3282,3.5111,12.0113,-2.9738,4.0051,18.3211,4.2803,10.4282,-0.0922,-1.4668,1.3708,-0.9345,0.6577,0.5396,0.8203,0.4326,0.2911,0.6729,-0.0688,-0.7021,10.2089,2.8412,0.8995,0.3166,0.6635,0.7643,1.1518,0.1552,14.2168,-0.513,-0.5707,0.9546,11.4349,60.6835,7.79,22.6253,0.1533,TASCA_DESTRA_DIETRO_PANTALONI
-4.5725,7.5272,2.7436,13.1867,-1.8352,-5.3598,18.5826,4.3108,16.0751,-2.2174,1.7686,30.5855,5.5304,36.9022,-0.2911,9.4625,19.9206,4.4633,30.2287,0.0298,0.8531,-2.5854,-0.4832,-3.0306,-0.5664,0.1869,0.6364,0.4961,0.6147,0.7795,0.9658,1.2391,0.4051,0.2461,0.3779,0.6076,0.9328,1.5354,0.7704,1.026,-9.1985,1.3317,-11.9392,-8.9656,0.9309,0.1627,0.1493,0.1748,0.1604,0.9174,0.8203,0.3573,0.4362,0.4356,0.5318,1.2208,0.0781,15.2247,0.3428,-0.4548,-0.5478,-0.3297,-0.6883,0.7304,4.8457,5.6917,2.3857,7.6328,-0.0696,0.7109,13.3413,3.6526,9.492,-0.7233,7.2523,0.3903,0.6248,2.361,0.7272,6.816,0.6682,0.098,0.6532,3.8186,5.8462,0.4266,14.5815,34.1786,0.1247,-0.079,-0.633,1.2956,0.8245,0.6364,0.8041,3.2328,4.0203,0.0941,15.5771,-0.69,-0.9602,0.7327,0.2043,0.1626,0.4032,1,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.4455,0.1402,0.3745,1.3699,-2.0361,-0.9031,0.6369,0.7981,2.6002,-3.3566,0.0801,0.0245,0.1567,0.6637,-0.5283,1.2427,0.2779,0.5272,1.7833,0.1777,0.4933,-5.5624,-0.3585,-11.2768,-0.7267,0.0644,0.4692,2.3901,0.7104,5.0937,1.5139,0.2972,0.2202,5.7126,0.5047,25.9457,2.292,0.0883,0.4586,4.0042,-2.3831,8.7322,-5.197,-0.5952,0.756,1.039,0.208,1.3745,0.2752,0.2002,0.5268,2.0641,0.7682,3.918,1.4581,0.3722,0.0107,1.7301,0.3462,-0.8136,-0.3993,-0.1706,-0.9606,0.225,8.5124,0.0058,0.0764,0.2169,0.9747,4.3572,0.028,0.1674,0.4822,0.8967,-2.1651,0.0019,0.0441,2.2132,?,1.9537,-3.9316,-2.0124,0.4565,1.7319,3.7937,0.2084,2.9995,14.3924,1.9999,-3.7832,-1.8917,1.8398,0,0,0.4499,0.098,0.2179,0.1043,15.0347,-0.9987,-0.961,0.9667,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1488,6.5154,2.5525,9.3138,-0.8423,1.0906,15.1913,3.8976,16.1802,-1.4292,1.1665,7.7549,2.7848,11.6134,-1.1296,5.1259,5.7588,2.3998,11.1288,0.0749,-0.1364,-0.1275,-0.029,0.935,0.2128,0.2276,0.6549,0.9166,1.0637,1.3996,1.6242,1.1604,0.4289,0.8402,1.1314,1.9589,2.6379,1.3466,0.4473,0.6913,-4.7285,1.5454,-10.571,-6.8403,0.759,0.927,0.4203,1.2213,0.5537,0.4533,0.5756,0.802,0.8369,1.3932,1.4539,1.0435,0.0174,8.158,-0.1759,-0.5006,0.4187,0.9116,-0.2775,-0.253,7.4744,1.9952,1.4125,4.9559,0.448,5.6696,3.9162,1.979,7.1071,0.198,0.81,1.6171,1.2716,4.1469,-0.1564,1.3183,9.2274,6.9993,0.7138,1.1108,1.5562,0.5095,1.2338,2.4218,2.2916,-7.1695,-3.1285,1.0131,2.5037,2.4714,0.6973,1.1951,1.7138,0.1024,14.2365,-0.9255,0.434,-0.7325,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.6071,0.2815,0.5306,2.6399,-0.6778,-0.7128,0.819,0.905,3.4379,-1.175,0.4855,1.5072,1.2277,4.6403,-0.2721,1.8216,0.4016,0.6337,2.8367,0.261,0.8517,-1.2505,-0.3333,-1.4682,-0.3913,0.2665,0.5863,0.4322,0.8373,0.7372,1.428,1.9372,0.3438,0.1868,0.701,0.5434,2.0392,3.7527,0.5742,1.0744,-1.0643,1.8711,-1.8536,-0.9906,0.9954,0.4313,0.4099,0.4333,0.4118,0.9502,0.7679,0.5689,0.9306,0.7409,1.2119,1.6358,0.0118,2.71,0.7331,0.1586,0.1673,0.7534,0.6713,0.8626,8.7124,0.0256,0.1599,0.4149,0.9536,4.4867,0.0993,0.3151,0.8206,0.8303,0.0026,0.0065,0.0807,0.2498,-0.546,1.9418,3399.8223,1750.8361,0.5074,1.9822,3.9062,0.2575,3.929,15.2583,2.1244,-96.7026,-45.52,1.8497,55.3694,29.9337,0.5056,1.6608,3.285,0.1101,13.2684,-0.9998,0.9557,-0.9596,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.8121,4.0101,2.0025,8.9723,-0.7291,-3.5149,6.4678,2.5432,13.8737,-1.8978,1.4442,10.3231,3.213,16.4261,-0.402,5.4876,5.7867,2.4055,12.2089,0.1222,0.231,-0.5623,-0.148,-2.4337,-0.6405,0.2632,0.7874,0.6233,0.8325,0.7915,1.0572,1.3356,0.62,0.3885,0.693,0.6265,1.1177,1.7839,0.4164,0.8033,-2.2256,1.9293,-5.3451,-2.7705,1.0838,0.4429,0.3731,0.4086,0.3442,0.8424,0.6467,0.5462,0.7349,0.8446,1.1364,1.3454,0.0418,8.2551,0.2824,0.163,0.4009,0.0421,-0.4174,0.6246,4.6798,2.1767,1.4754,6.1246,0.2773,1.0305,0.6775,0.8231,3.5572,-0.1464,8.2838,1.7003,1.304,5.4596,0.4136,4.5411,0.5649,0.1244,1.7925,1.1314,0.6312,3.2129,1.2802,0.3984,-5.1708,0.61,-0.118,2.7311,0.9101,0.3332,1.7217,1.1218,0.6516,0.1029,14.0353,-0.0013,-0.9228,-0.3674,4,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.2036,0.3237,0.569,2.1424,-1.606,0.3858,0.4716,0.6868,2.1959,-0.5589,0.2044,1.0338,1.0168,4.4452,-0.5464,1.3377,0.2717,0.5212,2.6377,0.1718,-0.5277,-0.9959,-0.1522,1.8874,0.2884,0.1528,0.8285,0.5596,1.0916,0.6754,1.3176,1.9507,0.6864,0.3131,1.1916,0.4562,1.736,3.8054,1.6771,0.8407,-2.4126,0.5012,-1.4385,-2.8698,0.5836,0.286,0.2581,0.49,0.4423,0.9026,0.9756,0.482,0.8122,0.494,0.8325,1.6853,0.0051,1.9944,0.5807,-0.3163,0.0478,0.0178,0.4101,0.5661,8.0921,0.017,0.1302,0.3938,0.9523,5.5263,0.037,0.1923,0.5785,0.9011,-0.3038,0.0038,0.0617,0.4011,?,1.4643,-26.6359,-18.1903,0.677,2.1118,3.1195,0.4583,4.4599,9.7315,1.4919,-19.6092,-13.144,1.4117,0,0,0.6807,0.9817,1.4423,0.1043,13.9222,-0.9986,-0.6873,0.6983,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
1.608,8.2879,2.8789,13.1891,-0.4979,-0.8817,8.077,2.842,13.2951,-2.2541,1.8739,38.2468,6.1844,18.017,-0.8262,7.3913,6.855,2.6182,10.6015,0.1,-1.8238,0.8581,0.2175,-0.4705,-0.1193,0.2535,1.013,0.4655,1.0996,0.4595,1.0855,2.3621,1.0261,0.2167,1.209,0.2112,1.1783,5.5794,0.476,0.5378,-3.72,1.1298,-7.8146,-6.9165,2.1551,0.8925,0.7475,0.4141,0.3468,0.8375,0.992,0.732,1.2441,0.7379,1.2541,1.6995,0.0276,10.8502,0.7533,0.6454,0.4738,0.7729,0.2098,0.4303,-6.7356,5.5481,2.3554,8.9356,?,2.3027,11.7373,3.426,9.2654,-0.5005,5.1564,1.5677,1.2521,4.3281,0.4406,-2.9251,-1.3063,0.4466,0.6875,1.8812,2.7363,0.4727,3.5391,7.4871,2.8913,-2.6209,-0.9065,0,0,0.798,0.9644,2.0645,2.1407,0.0925,15.4616,0.7378,0.943,0.4909,205.8421,11355.9844,106.5645,303,0.1416,TASCA_SINISTRA_DAVANTI_PANTALONI
