@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.05,1.0657,1.0324,5.198,-1.714,0.1442,15.4524,3.931,23.2168,-1.1768,-0.2437,7.9549,2.8205,15.3472,-0.8237,3.8608,9.65,3.1064,14.9879,0.0208,-0.3466,0.2051,-0.0129,-0.5919,0.0374,-0.0631,0.2626,0.366,0.3323,1.3937,1.2654,0.9079,0.069,0.134,0.1104,1.9425,1.6013,0.8243,0.2615,0.4736,-10.3222,1.8107,-39.4657,-21.7957,0.1796,0.2276,0.1251,1.2674,0.6968,0.5498,0.2239,0.3387,0.3468,1.5128,1.549,1.024,0.003,5.9573,0.5396,-0.5283,-0.1584,-0.9762,-0.2587,0.241,-0.5393,0.0004,0.0201,0.5642,?,-0.3275,0.0061,0.0779,0.4138,?,0.5516,0.0025,0.0497,0.1423,0.7746,1.6466,-0.9777,-0.5938,0.2586,0.4057,1.5686,0.0669,0.1646,2.4606,1.3632,-1.1534,-0.8461,1,0,0,1.3632,3.9632,2.9072,0.0087,1.4185,-0.9424,-0.9091,0.984,0,0,0,0,0,DESTRA_PANTALONI
0.078,0.3875,0.6225,3.2662,-0.8095,0.2389,1.9107,1.3823,6.417,-0.8212,-0.163,0.8493,0.9216,3.93,-1.026,1.4978,0.9938,0.9969,3.8242,0.0219,0.3265,-0.4785,0.0521,-1.4657,0.1595,-0.1088,0.4504,0.6755,0.6244,1.4999,1.3865,0.9244,0.2028,0.4563,0.3899,2.2497,1.9225,0.8546,0.505,0.7342,-17.1042,1.4538,-33.8697,-23.2969,0.5123,0.9306,0.4617,1.8165,0.9013,0.4962,0.509,0.8311,0.8541,1.6328,1.678,1.0277,0.0031,2.285,-0.5878,0.555,0.0764,-0.8806,0.232,-0.1249,-0.4649,0.0005,0.0224,0.4841,?,-0.3691,0,0.0054,0.3836,?,0.5119,0.0014,0.0372,0.1159,0.7879,1.2597,-0.9081,-0.7209,4.1152,0.602,0.1463,16.9349,0.3625,0.0214,1.2619,-1.1245,-0.8911,1,0,0,1.2619,4.1781,3.3108,0.0082,1.3459,-0.8498,-0.9926,0.8227,0,0,0,0,0,DESTRA_PANTALONI
-2.3442,2.5077,1.5836,6.8629,-2.9692,-0.8584,25.8164,5.081,14.2365,-1.3977,1.4586,5.5607,2.3581,6.6051,-0.4257,6.2372,3.3426,1.8283,6.3818,0.3262,2.7308,-1.6072,-0.3758,-0.5885,-0.1376,0.2339,0.3117,0.6715,0.8662,2.1547,2.7791,1.2898,0.0971,0.451,0.7502,4.6426,7.7235,1.6636,0.6186,2.6029,-1.6619,4.2077,-2.6865,-0.6385,0.2912,0.3732,0.1826,1.2816,0.6269,0.4892,0.4821,1.039,1.0754,2.1554,2.2308,1.035,0.0578,9.551,0.043,-0.1858,0.2836,-0.9848,-0.7394,0.6971,-0.0107,0.0757,0.2751,0.8509,-0.9223,-0.6788,0.006,0.0774,0.7621,?,0.6419,0.0048,0.0695,0.2308,0.6745,0.0157,-0.0166,-1.0574,3.5532,3.9582,1.114,12.6252,15.6677,1.241,0.5357,-0.8535,-1.5933,0,0.6242,0,1.1166,3.6864,3.3016,0.0183,1.5636,-0.9445,-0.7717,0.5234,4.1432,0,0,0,1,DESTRA_PANTALONI
-0.2263,67.7619,8.2318,29.2277,-1.7119,-2.3495,135.2652,11.6304,38.8232,-2.2431,1.7245,80.6029,8.9779,29.6111,-1.0376,15.8672,40.4069,6.3566,25.7366,0.1985,0.0963,-0.1312,-0.0143,-1.3624,-0.1481,0.1087,0.7078,0.9169,1.295,1.2954,1.8296,1.4124,0.501,0.8407,1.677,1.6782,3.3476,1.9948,0.6871,1.2236,-2.8942,1.7808,-4.2122,-2.3653,0.9003,0.7416,0.3356,0.8237,0.3728,0.4526,0.7528,0.9871,1.1356,1.3111,1.5085,1.1505,0.0318,25.0718,0.9102,0.0635,-0.6885,0.2679,-0.7919,0.0128,-0.3663,0.0432,0.2079,0.6107,-7.6305,-0.2189,0.0132,0.1147,0.3547,-11.3041,-0.5922,0.0155,0.1243,0.8257,?,1.6736,0.6186,0.3696,1.8117,1.6721,0.9229,3.2822,2.7958,0.8518,1.6569,0.6539,0.3946,2.4546,0,0,1.7218,0.7396,0.4295,0.0075,1.1894,-0.5731,-0.9763,0.6418,7.3196,87.7432,9.3671,25,0,DESTRA_PANTALONI
0.4595,1.508,1.228,5.1058,-0.8139,-0.5343,3.9403,1.985,8.0765,-1.0579,0.4618,8.9002,2.9833,12.1263,-0.4379,3.4637,3.0611,1.7496,8.1044,0.0414,-0.8601,0.995,0.1327,-1.1569,-0.1542,0.1333,0.6186,0.4116,0.7019,0.6654,1.1346,1.7052,0.3827,0.1694,0.4926,0.4427,1.2872,2.9075,0.5518,0.6204,-6.5473,1.1243,-11.8656,-10.5535,0.7172,0.3338,0.3329,0.4654,0.4642,0.9975,0.6322,0.4211,0.63,0.666,0.9966,1.4963,0.0089,5.1326,-0.9067,-0.0267,0.0579,-0.0315,-0.0216,0.5907,0.3275,0.0074,0.086,0.3171,0.448,-0.191,0.0039,0.0626,0.2667,?,0.7329,0.0139,0.1179,0.4014,0.5524,-1.7142,0.4468,-0.2607,1.3732,0.729,0.5309,1.8856,0.5314,0.2818,-0.965,0.5195,-0.5383,0,0.6406,0,1.189,0.79,0.6644,0.0087,1.2514,0.6625,0.1608,-0.4958,0,0,0,0,0,SINISTRA_PANTALONI
0.0215,0.0112,0.1057,0.5133,-0.8079,-0.2179,0.0194,0.1393,0.7624,-2.7748,0.0078,0.0093,0.0967,0.466,-1.2665,0.2764,0.0115,0.1072,0.5029,0.1275,-0.0988,2.7464,0.0779,-27.7962,-0.7882,0.0284,0.759,1.0932,0.9856,1.4404,1.2987,0.9016,0.576,1.1951,0.9715,2.0748,1.6866,0.8129,0.4093,0.8809,-3.1214,2.1522,-7.6261,-3.5434,1.4059,1.381,0.4926,0.9823,0.3504,0.3567,0.6733,1.1016,1.0208,1.6361,1.516,0.9266,0.0022,0.3916,0.1969,-0.2771,-0.1494,-0.2332,-0.8328,0.1383,-0.1562,0,0.0019,0.1591,?,-0.756,0,0.0005,0.7569,?,-0.4585,0,0.0032,0.464,?,0.2066,0.3406,1.6491,3.4169,0.5837,0.1708,11.6753,0.3407,0.0292,0.2102,0.3428,1.6311,1,1,1,0.2102,0.3428,1.6311,0.0092,1.3707,-0.8153,0.95,-0.9178,0,0,0,0,0,SINISTRA_PANTALONI
0.5413,1.1967,1.0939,4.8445,-1.4624,-0.2884,5.3338,2.3095,12.5066,-0.7067,0.6306,10.7291,3.2755,13.7173,-0.4091,3.6737,4.5373,2.1301,11.4035,0.0423,-1.8767,0.8584,0.1473,-0.4574,-0.0785,0.1716,0.4737,0.334,0.5136,0.7051,1.0842,1.5377,0.2244,0.1115,0.2637,0.4971,1.1756,2.3647,0.5556,0.7224,-5.7088,1.3004,-10.2758,-7.9024,0.2685,0.2021,0.1652,0.7528,0.6154,0.8175,0.3874,0.3532,0.4248,0.9117,1.0967,1.2029,0.0096,5.507,-0.8327,-0.1009,-0.3169,0.2082,0.4808,0.6898,0.3019,0.0172,0.1313,0.3625,0.3559,-0.2089,0.0021,0.0459,0.2615,?,0.713,0.0096,0.098,0.3371,0.5935,-1.4455,0.4234,-0.2929,2.8574,1.3387,0.4685,8.1645,1.7922,0.2195,-0.766,0.407,-0.5314,0,0.6787,0,1.3862,1.0754,0.7758,0.0087,1.2238,0.8194,0.5123,-0.0344,?,?,?,?,?,SINISTRA_PANTALONI
-1.1092,4.3826,2.0935,8.3945,-4.9989,-2.58,16.6835,4.0845,15.0495,-34.8442,-1.4752,7.6617,2.768,11.6061,-62.9375,3.5851,25.9378,5.0929,18.6546,0.0047,0.4299,0.7519,-0.3094,1.749,-0.7197,-0.4115,0.5125,0.7563,0.4111,1.4756,0.802,0.5435,0.2627,0.572,0.169,2.1775,0.6432,0.2954,0.4781,0.6123,-79.0187,1.2805,-165.26,-129.0555,3.3329,7.7088,0.0747,2.313,0.0224,0.0097,0.5578,0.7233,0.45,1.2967,0.8067,0.6222,0.0341,5.5618,0.6542,0.4025,-0.679,0.9545,-0.9946,-0.9401,0.6168,0,0.0069,0.0383,0.9392,0.4162,0,0.005,0.0216,0.9492,0.6548,0.0001,0.0086,0.0317,0.9522,1.4821,0.942,0.6356,1.3732,0.8094,0.5895,1.8856,0.6552,0.3475,1.4628,0.9358,0.6397,1.4783,0.9487,0.6418,1.7694,1.2065,0.6819,0.0107,1.6879,-0.8331,-0.0407,0.3092,0,0,0,0,0,SINISTRA_PANTALONI
-0.0947,0.0146,0.1208,0.5596,-3.0934,-0.0523,0.0075,0.0864,0.4279,-1.2573,-0.0016,0.0046,0.0679,0.2998,-0.912,0.1695,0.0096,0.0981,0.4646,0.035,1.8108,59.2364,-0.5587,32.712,-0.3085,-0.0094,1.3979,1.7801,1.2306,1.2733,0.8803,0.6913,1.9543,3.1686,1.5145,1.6214,0.7749,0.478,1.7745,2.9568,-25.0971,1.6663,-14.1434,-8.4878,0.7212,0.8717,0.284,1.2086,0.3937,0.3258,1.3079,1.8663,1.2046,1.4269,0.921,0.6454,0.0012,0.2529,0.5277,0.0335,-0.7762,0.8466,-0.4316,-0.0784,0.6356,0,0.0016,0.0047,0.9927,0.355,0,0.001,0.0036,0.9898,0.6728,0,0.0016,0.0046,0.9932,1.7901,0.9447,0.5277,1.5112,0.991,0.6557,2.2838,0.982,0.43,1.7947,0.9454,0.5268,1.7896,0.9459,0.5286,1.2861,1.0212,0.794,0.0105,1.6634,-1.0026,-0.9861,0.9659,0,0,0,0,0,SINISTRA_PANTALONI
-0.0556,1.8862,1.3734,15.527,-0.7988,0.0057,0.3855,0.6209,4.9153,-2.4746,0.0112,0.0607,0.2464,2.276,-1.2965,0.7197,1.8176,1.3482,9.3593,0.0047,-9.776,-4.9497,-0.0772,0.5063,0.0079,0.0156,2.212,5.5746,1.0187,2.5201,0.4605,0.1827,4.8931,31.0762,1.0377,6.351,0.2121,0.0334,1.9696,5.3661,-157.5118,2.7245,-79.9716,-29.3533,6.1019,8.7098,0.918,1.4274,0.1504,0.1054,3.1589,6.8221,1.659,2.1597,0.5252,0.2432,0.0006,1.0065,-0.6343,-0.4965,-0.0632,0.1156,-0.1434,-0.1041,-0.4006,0,0.0027,0.4044,?,0.5497,0,0.0013,0.0049,0.9911,-0.5233,0,0.0034,0.5293,?,-0.7287,0.7655,-1.0504,2.0332,0.7914,0.3893,4.1339,0.6264,0.1515,-0.7396,0.764,-1.033,0,1,0,82.3306,0.764,0.0093,0.009,1.4735,0.7077,-0.9237,-0.8632,0,0,0,0,0,SINISTRA_PANTALONI
1.8618,4.3362,2.0824,8.8294,-0.5866,-0.9374,26.6255,5.16,17.1922,-0.5831,0.9803,24.8233,4.9823,16.1047,-0.6678,7.2839,8.0357,2.8347,12.5328,0.0578,-1.9861,1.8993,0.2556,-0.9563,-0.1287,0.1346,0.4036,0.418,0.7346,1.0357,1.8203,1.7576,0.1629,0.1747,0.5396,1.0726,3.3134,3.0891,0.5155,0.5062,-4.2466,0.982,-8.2374,-8.3886,0.5124,0.5763,0.4184,1.1247,0.8164,0.7259,0.5136,0.5482,0.7045,1.0675,1.3718,1.285,0.0242,11.1212,-0.5367,-0.1179,-0.1392,0.8085,0.483,0.4809,-0.0135,0.0572,0.2391,0.6197,-1.0765,0.3557,0.0122,0.1106,0.3052,0.3799,0.3378,0.0168,0.1294,0.3958,0.1328,-0.0379,-0.0399,1.053,2.1617,1.8474,0.8546,4.6729,3.4127,0.7303,-1.7176,-5.2996,3.0854,0.6062,0.6538,1.0786,2.0301,1.5656,0.7712,0.0052,0.9137,-0.994,0.9022,-0.8884,?,?,?,?,?,SINISTRA_PANTALONI
0.0587,0.4375,0.6615,6.2662,-0.5739,0.1357,0.103,0.3209,1.8182,-1.7885,0.0396,0.0108,0.1039,0.6227,-0.3173,0.4248,0.3943,0.6279,4.1504,0.0055,0.4327,1.4828,0.1382,3.4271,0.3194,0.0932,2.0611,6.3657,1.0534,3.0885,0.5111,0.1655,4.2481,40.5224,1.1097,9.539,0.2612,0.0274,1.9592,15.2356,-99.1353,7.7764,-50.5996,-6.5068,6.1061,8.4228,0.954,1.3794,0.1562,0.1133,3.4463,10.0637,1.5098,2.9201,0.4381,0.15,0.0016,0.5694,-0.4136,0.3411,0.5687,-0.8678,-0.4647,0.5951,-0.5383,0,0.0066,0.5449,?,0.4311,0.0001,0.0088,0.0286,0.9364,-0.5064,0.0002,0.0125,0.5352,?,-1.2485,1.063,-0.8514,0.7548,0.5302,0.7024,0.5696,0.2811,0.4934,-1.2931,1.0182,-0.7874,0,1,0,19.0245,1.0182,0.0535,0.009,1.4758,0.9937,-0.9983,-0.9967,0,0,0,0,0,SINISTRA_PANTALONI
1.4036,7.0813,2.6611,9.1035,-0.9447,-0.7311,9.2395,3.0397,10.2692,-0.9947,-0.4932,6.3432,2.5186,12.715,-1.3461,4.8295,2.088,1.445,6.8154,0.1914,-1.9199,-2.8458,0.2906,1.4822,-0.1514,-0.1021,0.8755,1.0566,1.8416,1.2069,2.1036,1.7429,0.7664,1.1164,3.3913,1.4566,4.4249,3.0379,0.8636,0.6062,-2.7414,0.702,-3.1745,-4.5224,0.9093,0.8637,0.5554,0.9499,0.6108,0.643,0.8865,0.716,1.3357,0.8076,1.5068,1.8656,0.0173,7.3689,-0.6925,-0.3901,-0.1983,0.3029,-0.1714,-0.1609,-0.1913,0.0335,0.183,0.4995,-27.7006,0.257,0.0049,0.0698,0.239,0.4304,0.5613,0.027,0.1642,0.4977,0.283,-0.7443,-0.3408,0.458,2.6209,1.1142,0.4251,6.869,1.2416,0.1807,-2.6689,-2.4538,0.9194,0.0415,0.0251,0.6045,2.0899,1.0036,0.4802,0.0067,1.0116,-0.9685,0.9082,-0.9076,?,?,?,?,?,SINISTRA_PANTALONI
-0.1608,1.9255,1.3876,4.8031,-1.6283,-6.8619,0.8599,0.9273,8.6672,?,3.5554,2.3872,1.5451,4.8916,0.1148,7.9673,1.447,1.2029,4.2975,0.5574,0.0234,-0.0452,-0.0202,-1.93,-0.8613,0.4463,1.4964,0.8981,1.1536,0.6002,0.7709,1.2844,2.2393,0.8066,1.3307,0.3602,0.5942,1.6497,0.3433,-4.6926,-0.5499,-13.6682,-1.6017,0.1172,0,0.3307,0.1882,0,0,0.5691,0.5542,0.9819,1.1176,1.7718,2.0168,1.1382,0.7027,11.5067,0.0238,-0.4534,-0.3127,-0.5504,-0.8805,0.8724,-0.3603,0.0049,0.0698,0.431,?,0.4512,0.0072,0.085,0.2296,0.5756,0.3693,0.0421,0.2052,0.6266,0.0305,-0.7986,-0.9758,1.2218,0.8208,0.34,0.4142,0.6737,0.1156,0.1715,-1.384,-21.8432,15.7822,0,0,0.837,1.8768,0.6878,0.3665,0.0156,1.1808,-0.9668,0.8376,-0.9364,7.4091,25.3781,5.0377,12,0,SINISTRA_PANTALONI
1.1824,1.3421,1.1585,4.5949,-0.6422,-2.2617,5.3062,2.3035,8.4712,-1.9908,-1.1939,5.8345,2.4155,8.3791,-1.6411,4.1566,3.1445,1.7733,6.2957,0.1881,-0.5228,-0.9904,0.2845,1.8945,-0.5441,-0.2872,0.5029,0.4796,0.6533,0.9537,1.299,1.3621,0.2529,0.23,0.4268,0.9095,1.6874,1.8554,0.3187,0.3451,-1.2323,1.083,-3.8671,-3.5706,0.9879,0.8819,0.3609,0.8928,0.3653,0.4092,0.5424,0.5484,0.7298,1.011,1.3455,1.3309,0.0564,6.6009,-0.6043,-0.5159,0.2978,0.9119,-0.8232,-0.8505,-0.0629,0.0298,0.1726,0.4882,-2.5714,0.2404,0.0004,0.019,0.0508,0.808,0.6179,0.0152,0.1232,0.3743,0.5067,-0.2618,-0.1019,0.3891,9.0728,1.401,0.1544,82.3149,1.9627,0.0238,-1.6431,-0.9144,0.5565,0.5163,0.1802,0.349,9.6045,1.3043,0.1358,0.0133,1.013,-0.4831,0.9966,-0.4301,30.4579,41.5057,6.4425,20.9613,0.435,SINISTRA_PANTALONI
1.83,4.9488,2.2246,6.8523,-0.156,-3.7427,3.1756,1.782,7.3346,?,-2.4598,9.7308,3.1194,10.9025,-1.5815,6.0535,4.6182,2.149,8.0349,0.1507,-0.4889,-0.7439,0.3023,1.5215,-0.6183,-0.4064,1.2484,0.7131,1.0352,0.5713,0.8292,1.4516,1.5584,0.5086,1.0716,0.3263,0.6876,2.1071,0.1261,0.1385,-0.6487,1.0981,-5.1448,-4.685,0,1.4035,0.6265,0,0,0.4464,0.9342,0.6285,0.8528,0.6727,0.9128,1.3569,0.0968,9.1125,-0.6546,0.6949,0.4944,-0.0002,-0.8468,-0.2265,0.1287,0.0233,0.1527,0.5458,-1.021,0.2232,0.0075,0.0868,0.2685,0.3245,0.6172,0.006,0.0773,0.3317,0.525,0.5764,0.2084,0.3616,1.7595,1.9765,1.1233,3.0957,3.9064,1.2619,-2.1382,-0.7521,0.3518,0.6795,0.3867,0.5691,2.0327,1.6453,0.8094,0.0134,1.0274,-0.9762,0.8869,-0.849,31.5396,59.832,7.7351,25.3598,0.3401,SINISTRA_PANTALONI
0.0865,9.8901,3.1448,18.9911,-0.461,0.428,16.551,4.0683,22.6938,-1.5407,-1.2414,7.464,2.732,16.6028,-1.0051,4.9959,10.6772,3.2676,15.5254,0.0202,0.2022,-0.0697,0.0173,-0.3448,0.0857,-0.2485,0.773,1.1511,0.9624,1.4891,1.245,0.8361,0.5976,1.325,0.9263,2.2174,1.5501,0.6991,0.4355,0.7201,-18.6803,1.6536,-42.8978,-25.9423,1.4552,1.5698,0.8203,1.0787,0.5637,0.5226,0.8368,1.1438,1.2232,1.3669,1.4617,1.0694,0.0133,7.5082,-0.4377,0.253,0.5048,-0.0316,-0.2757,-0.1329,-0.0704,0.0003,0.0164,0.1077,?,0.6712,0.0009,0.0301,0.1167,0.8353,-0.1901,0.004,0.0629,0.3254,?,-0.1048,0.37,-3.53,0.5445,0.2609,0.4793,0.2965,0.0681,0.2297,-0.182,0.3309,-1.8182,0,1,0,0.923,0.3309,0.3585,0.0072,0.9317,-0.2403,-0.4892,0.933,0,0,0,0,0,SINISTRA_PANTALONI
-0.602,2.3847,1.5442,7.1476,-1.9264,-0.5566,3.9266,1.9816,9.1917,-0.9982,0.2972,9.1842,3.0306,11.8154,-0.5846,3.46,4.2841,2.0698,8.2909,0.0647,1.0814,-2.0254,-0.174,-1.8729,-0.1609,0.0859,0.7793,0.5096,0.7461,0.6539,0.9574,1.4642,0.6073,0.2597,0.5566,0.4275,0.9165,2.1438,1.0247,1.0794,-8.205,1.0534,-8.0073,-7.6015,0.531,0.3276,0.2755,0.6169,0.5189,0.8412,0.7776,0.6049,0.8621,0.7779,1.1086,1.4251,0.0093,5.4518,0.4328,-0.177,-0.5301,0.5239,0.209,0.4398,-0.2838,0.0006,0.0236,0.3064,?,-0.2697,0.0134,0.1158,0.5873,?,-0.8054,0.0118,0.1087,0.9443,?,1.0524,0.3524,0.3349,0.2037,0.217,1.0653,0.0415,0.0471,1.1349,0.5217,0.3245,0.6219,1,1,1,0.5217,0.3245,0.6219,0.0095,1.3589,0.122,-0.5109,-0.8599,3.4894,0.4414,0.6644,2,0.5,SINISTRA_PANTALONI
