@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.4339,5.2644,2.2944,15.6879,-0.863,0.0227,8.9196,2.9866,26.049,-1.3488,0.2906,2.6621,1.6316,15.1501,-0.6559,3.1594,7.1372,2.6716,16.6894,0.0059,-19.0904,-1.4934,-0.1373,0.0782,0.0072,0.092,0.7682,1.4062,0.8588,1.8305,1.1179,0.6107,0.5902,1.9775,0.7376,3.3506,1.2497,0.373,0.4858,1.211,-73.1406,2.4928,-150.5545,-60.3958,0.7593,0.9204,0.5016,1.2122,0.6606,0.545,0.6022,1.0355,0.94,1.7194,1.5608,0.9078,0.0013,4.8112,0.3715,0.1876,0.1252,-0.1806,-0.309,0.366,-17.8979,42.936,6.5526,32.3914,?,53.9924,36.8216,6.0681,19.4702,0.6781,1.6854,120.0064,10.9547,33.3542,-0.7169,-0.3315,-10.6197,32.0362,1.0798,0.5981,0.5539,1.1661,0.3578,0.3068,-0.7898,2.3258,-2.9447,0,0,3.1131,1.6636,0.9711,0.5837,0.1448,82.2141,0.9268,-0.566,-0.7414,0,0,0,0,0,PANTALONI
0.3279,3.2103,1.7917,13.7252,-0.5451,-1.513,7.783,2.7898,20.4611,-1.1454,0.2385,4.9457,2.2239,25.8139,-0.2167,2.8567,10.2317,3.1987,23.9599,0.0032,-0.2167,1.3747,0.1148,-6.3437,-0.5296,0.0835,0.6422,0.8057,0.5601,1.2545,0.8722,0.6952,0.4125,0.6491,0.3138,1.5737,0.7607,0.4834,0.4433,1.0532,-62.6282,2.3758,-141.2839,-59.4667,0.9314,0.4187,0.3695,0.4495,0.3968,0.8826,0.6708,0.5317,0.5728,0.7926,0.854,1.0774,0.0041,4.3048,0.1375,0.3079,0.3502,-0.1126,-0.7215,0.4523,-22.8583,75.0273,8.6618,38.6398,?,-14.9536,263.9593,16.2468,52.6199,-0.9446,-21.7106,22.1058,4.7017,26.9989,?,1.5286,1.0529,0.6888,0.5331,1.8423,3.4555,0.2842,3.394,11.9407,1.5117,1.4312,0.9467,0,1,0,0.7343,1.4312,1.949,0.0921,65.6971,-0.8095,-0.9379,0.9069,6.3298,10.0311,3.1672,13,0,PANTALONI
0.0222,0.0185,0.1362,2.4294,-0.8716,-0.1332,0.1016,0.3187,5.5907,-1.1192,0.007,0.0398,0.1995,3.8877,-1.3773,0.2434,0.119,0.3449,3.9136,0.0052,-0.1663,3.1424,0.091,-18.8912,-0.5471,0.029,0.4272,0.6825,0.3948,1.5976,0.9241,0.5784,0.1825,0.4658,0.1559,2.5523,0.854,0.3346,0.3832,0.5023,-55.7277,1.3109,-145.4413,-110.9455,0.492,0.7937,0.33,1.6132,0.6706,0.4157,0.4345,0.6249,0.6207,1.4381,1.4285,0.9934,0.0004,0.3483,-0.8787,-0.829,-0.0555,0.8061,0.0082,0.0119,-41.8857,0.0555,0.2357,42.659,?,-2.3257,0.2616,0.5114,3.2394,?,-9.4037,0.1513,0.3889,10.2585,?,18.0102,4.4542,0.2473,0.4608,0.6059,1.315,0.2123,0.3671,1.7291,13.1686,4.1584,0.3158,1,1,1,13.1686,4.1584,0.3158,0.1131,53.6151,0.4271,-0.4684,-0.5959,0,0,0,0,0,PANTALONI
1.1264,7.2175,2.6865,14.0753,-0.46,-1.1579,6.3223,2.5144,11.8746,-1.8464,0.4171,3.4274,1.8513,15.2605,-0.2391,3.1994,9.5142,3.0845,15.879,0.0026,-0.9728,2.7007,0.3521,-2.7762,-0.3619,0.1304,1.0685,1.4511,0.871,1.3582,0.8152,0.6002,1.1416,2.1058,0.7586,1.8446,0.6645,0.3602,0.5757,1.5058,-108.3912,2.6157,-188.2788,-71.9803,2.3109,0.7828,0.6056,0.3387,0.2621,0.7736,1.1853,0.9223,0.8864,0.7781,0.7478,0.961,0.0044,4.9592,-0.3673,0.6598,0.6984,-0.1342,-0.6564,0.5783,-16.1837,31.8621,5.6446,27.7191,-19.0951,6.4694,82.7222,9.0952,29.2206,0.0041,-34.3251,8.2965,2.8804,36.7798,?,-2.5016,0.4715,-0.1885,0.6206,1.9597,3.1577,0.3852,3.8404,9.9708,-221.3077,0.7161,-0.0032,0.047,0,0,0.9486,0.7537,0.7945,0.1005,57.0419,0.5193,0.0829,0.8863,4.6423,34.2506,5.8524,18,0,PANTALONI
-0.1621,0.0305,0.1747,1.2895,-1.4485,-0.2576,0.114,0.3376,2.9754,-0.8417,-0.0204,0.0124,0.1116,1.587,-1.1629,0.3711,0.1123,0.3351,1.8436,0.0039,0.6293,7.9429,-0.4368,12.6215,-0.6941,-0.055,0.5175,1.5662,0.5214,3.0264,1.0075,0.3329,0.2678,2.453,0.2719,9.1588,1.015,0.1108,0.561,0.894,-105.6368,1.5937,-188.3066,-118.1586,0.326,0.7177,0.2845,2.2017,0.8728,0.3964,0.4334,0.8125,0.6994,1.8748,1.6138,0.8608,0.0008,0.5447,0.8533,0.3171,-0.7565,0.524,-0.749,-0.2689,-35.5557,0.084,0.2897,36.5997,?,-8.1008,1.0099,1.0049,10.4385,?,23.6948,0.0942,0.3069,1.2589,0.9484,4.3891,-1.5006,-0.3419,0.2883,0.944,3.274,0.0831,0.8911,10.7192,3.5062,-1.5803,-0.4507,1,0,0,3.5062,29.0739,8.2921,0.1141,67.3514,-0.6587,-0.013,-0.3525,0,0,0,0,0,PANTALONI
0.009,0.0039,0.0623,0.3451,-0.9647,-0.0029,0.0038,0.062,0.3779,-0.5504,0.0025,0.0025,0.0495,0.3082,-0.7385,0.0897,0.0022,0.0473,0.3131,0.0219,-3.0558,3.6168,0.0998,-1.1836,-0.0327,0.0276,1.0044,1.2588,1.3168,1.2533,1.311,1.0461,1.0089,1.5846,1.734,1.5706,1.7187,1.0943,1.2628,1.2943,-24.1723,1.0249,-19.1423,-18.6766,0.7204,0.9908,0.5487,1.3753,0.7616,0.5538,0.913,1.1197,1.1021,1.2265,1.2072,0.9843,0,0.1391,0.7364,-0.2339,0.0804,0.3748,0.1859,0.1003,-24.5911,0.1521,0.39,25.3189,?,-28.0639,0.0563,0.2372,28.5599,?,18.8426,0.0511,0.226,1.1398,0.9415,0.8763,-1.3051,-1.4894,1.6441,1.7257,1.0497,2.7029,2.9781,1.1018,0.8865,-1.3791,-1.5556,1,0,0,0.8865,22.2129,25.0562,0.11,71.4975,-0.6625,0.2732,-0.0717,0,0,0,0,0,PANTALONI
0.0982,1.0055,1.0028,7.1743,-0.4404,1.2614,4.1106,2.0275,7.6773,-0.1885,0.4307,2.2443,1.4981,9.4719,-0.2725,1.9283,5.4283,2.3299,10.1997,0.003,0.0778,0.2279,0.0509,2.9286,0.6541,0.2234,0.4946,0.6694,0.4304,1.3534,0.8702,0.643,0.2446,0.448,0.1852,1.8316,0.7573,0.4134,1.8012,1.0813,-71.5403,0.6003,-39.7185,-66.1596,0.7711,0.6691,0.4869,0.8678,0.6314,0.7276,0.9345,0.7574,0.7034,0.8105,0.7527,0.9286,0.0077,2.7671,0.4992,0.4893,0.5223,0.4,0.9138,0.6452,-8.8599,198.9153,14.1037,53.375,-0.493,-6.3499,4.4682,2.1138,12.875,?,-26.2852,14.2295,3.7722,31.125,?,1.3953,0.3371,0.2416,6.6722,3.7389,0.5604,44.5184,13.979,0.314,1.3689,0.5663,0.4137,0,0,1,4.1456,1.7149,0.4137,0.1635,48.2256,-0.7918,0.6634,-0.2315,9.1379,18.7626,4.3316,12,0,PANTALONI
-1.8883,13.545,3.6804,29.8089,-4.2073,1.6119,8.934,2.989,20.2461,-0.4438,1.1117,14.4985,3.8077,49.1213,-1.1842,5.0279,19.097,4.37,35.4593,0.0098,-1.1715,-1.6985,-0.3756,1.4499,0.3206,0.2211,1.2313,0.9666,0.8422,0.785,0.684,0.8713,1.5161,0.9342,0.7093,0.6162,0.4678,0.7592,3.87,0.9044,-68.314,0.2337,-17.652,-75.5386,0.4082,0.2545,0.1598,0.6235,0.3916,0.628,1.4723,0.6068,0.8407,0.4122,0.571,1.3853,0.0071,7.9456,-0.8578,-0.492,-0.6283,0.3412,0.5611,0.4086,-37.3915,425.7894,20.6347,59.5184,-20.1071,-19.1794,44.7291,6.688,29.0985,?,9.7362,1240.8405,35.2256,112.6785,-0.9401,1.9496,-3.8405,-1.9699,3.0853,0.5858,0.1899,9.5193,0.3431,0.036,1.9485,1.0385,0.5329,0,0.0486,0,2.0454,0.5282,0.2582,0.1123,88.8797,0.4375,-0.5316,-0.5407,1.0495,0.1252,0.3538,2,0,PANTALONI
-0.069,0.0467,0.2162,1.4998,-0.7563,-0.0204,0.0403,0.2009,1.2847,-1.0605,-0.0077,0.0206,0.1436,0.9477,-1.0677,0.2861,0.0311,0.1762,0.8995,0.0072,3.3885,8.9069,-0.2411,2.6286,-0.0712,-0.0271,1.0762,1.5057,1.2267,1.399,1.1398,0.8147,1.1583,2.2672,1.5048,1.9573,1.2992,0.6638,0.9768,1.3198,-98.4407,1.3512,-100.7794,-74.5863,1.3697,1.8631,0.9425,1.3603,0.6881,0.5059,1.1675,1.5826,1.6674,1.3556,1.4282,1.0536,0.0002,0.4413,0.0769,0.0264,-0.0852,0.9919,-0.0304,-0.0053,-7.0219,2.7453,1.6569,9.4193,?,-54.2221,0.3587,0.5989,55.2597,?,10.5397,4.8287,2.1974,7.0801,0.4511,0.1295,-0.6662,-5.1445,2.7664,0.754,0.2726,7.6528,0.5685,0.0743,0.1705,-1.6185,-9.4953,1,0,0,0.1705,1.3304,7.805,0.1485,71.7836,-0.9323,-0.8212,0.7528,0.8507,0.127,0.3564,1,0,PANTALONI
-0.0123,0.0073,0.0852,0.6711,-1.5264,0.0198,0.0142,0.1192,0.8405,-0.878,0.0023,0.0095,0.0975,0.6131,-0.9347,0.1497,0.0091,0.0954,0.5404,0.0146,-0.6238,-5.3175,-0.0824,8.5248,0.1322,0.0155,0.7144,0.874,0.8928,1.2233,1.2496,1.0215,0.5104,0.7638,0.7971,1.4964,1.5616,1.0436,1.0319,1.3689,-50.7858,1.3266,-49.215,-37.0996,0.5936,0.8383,0.4844,1.4123,0.816,0.5778,0.7985,1.0946,1.2418,1.3709,1.5551,1.1344,0.0001,0.23,0.1282,-0.2844,-0.1084,0.8346,0.2415,0.2265,-19.3956,0.3178,0.5638,21.5988,?,-49.6771,0.1311,0.3621,50.3387,?,16.9291,0.1657,0.4071,1.9196,0.8926,0.3904,-1.1457,-2.9344,1.557,1.3848,0.8893,2.4244,1.9176,0.7909,0.4291,-1.3534,-3.1542,1,0,0,0.4291,11.252,26.2242,0.1472,86.0018,-0.6345,-0.6922,0.684,?,?,?,?,?,PANTALONI
0.3128,10.2207,3.197,22.8807,-1.5818,0.0336,15.7483,3.9684,27.3293,-1.6154,0.0573,6.9821,2.6424,19.7919,-1.0257,5.024,7.8126,2.7951,21.5623,0.0173,9.3049,5.4625,0.0623,0.5871,0.0067,0.0114,0.8056,1.2099,1.1438,1.5018,1.4198,0.9454,0.649,1.4638,1.3082,2.2555,2.0157,0.8937,0.8305,1.3989,-36.9144,1.6844,-44.4491,-26.3888,0.8481,0.907,0.4039,1.0695,0.4762,0.4453,0.8372,1.1561,1.0611,1.3808,1.2675,0.9179,0.0008,7.6862,-0.2526,-0.299,0.0557,-0.3484,-0.1956,0.0448,20.017,51.286,7.1614,25.65,0.2243,26.0993,17.0953,4.1346,13.9526,0.5763,7.0197,52.7791,7.2649,25.174,-0.4224,0.767,2.8515,3.718,1.7321,0.9858,0.5691,3,0.9717,0.3239,0.3908,-0.992,-2.5387,1.0041,1.8683,1.8606,1.8384,1.0189,0.5542,0.0869,55.2684,-0.9282,0.67,-0.7552,0,0,0,0,0,PANTALONI
0.6187,7.6633,2.7683,13.625,-0.5107,1.0994,9.1193,3.0198,16.8093,-1.3279,0.7597,6.4534,2.5404,16.0493,-0.4121,4.4487,5.6135,2.3693,12.8273,0.0263,0.5628,0.8144,0.1391,1.4471,0.2471,0.1708,0.9167,1.0897,1.1684,1.1887,1.2746,1.0722,0.8403,1.1875,1.3651,1.4131,1.6245,1.1496,0.4804,0.9835,-13.2946,2.0473,-27.6747,-13.5177,1.249,0.7935,0.6846,0.6353,0.5481,0.8628,0.8106,0.8489,1.0622,1.0474,1.3104,1.2512,0.004,6.7705,-0.1029,0.3843,0.5396,0.064,0.2253,0.5409,-11.9169,10.0172,3.165,20.7596,?,5.0014,139.9613,11.8305,45.7184,-1.3518,-31.7201,15.4591,3.9318,35.3989,?,-2.3827,0.3757,-0.1577,0.2675,0.805,3.0089,0.0716,0.648,9.0536,0.79,0.5864,0.7424,0,1,0,0.4541,0.5864,1.2915,0.0928,55.3878,0.6955,-0.616,-0.7591,0,0,0,0,0,PANTALONI
0.0745,12.357,3.5153,29.3962,-1.5197,0.9403,10.2819,3.2065,27.6545,-0.3478,0.4858,6.2607,2.5021,18.8088,-0.6553,3.664,16.6007,4.0744,26.9998,0.0066,0.0792,0.1533,0.0203,1.9355,0.2566,0.1326,1.0963,1.4049,0.8628,1.2815,0.787,0.6141,1.2018,1.9737,0.7444,1.6423,0.6194,0.3771,2.4845,2.381,-98.329,0.9583,-39.5769,-41.2973,0.5686,1.0268,0.4292,1.8058,0.7549,0.418,1.063,1.5629,1.0888,1.4703,1.0242,0.6966,0.0029,5.6153,-0.2162,0.2345,-0.142,0.511,0.7532,0.5156,-8.775,4.8731,2.2075,11.3388,?,3.7688,20.7023,4.55,28.1387,-3.3026,-34.8276,2.4426,1.5629,35.939,?,-2.3283,0.252,-0.1082,0.4852,1.4125,2.9113,0.2354,1.995,8.4754,0.525,0.3155,0.601,0,1,0,0.403,0.3155,0.783,0.0976,48.9566,-0.3209,0.0921,-0.9154,0,0,0,0,0,PANTALONI
-0.6364,14.4775,3.8049,30.9137,-2.0061,1.0504,20.8974,4.5714,26.3995,-0.3442,0.6679,10.3265,3.2135,16.7225,-0.8157,5.739,14.7199,3.8367,27.9078,0.0212,-0.6059,-0.9529,-0.1109,1.5726,0.183,0.1164,0.8323,1.1841,0.9917,1.4226,1.1915,0.8376,0.6928,1.402,0.9835,2.0237,1.4197,0.7015,3.0521,2.7462,-34.0554,0.8998,-11.1579,-12.4011,0.5236,1.1165,0.3607,2.1324,0.6888,0.323,1.171,1.8486,1.1077,1.5787,0.946,0.5992,0.0038,8.9753,-0.6225,0.0656,-0.5181,0.4919,0.6723,0.4249,-7.6747,27.3904,5.2336,17.6987,?,-16.0621,314.5814,17.7364,49.8581,-2.1841,-22.3427,64.9255,8.0576,35.0388,?,0.4778,0.3435,0.7189,0.2951,0.6495,2.2012,0.0871,0.4219,4.8453,0.5175,0.5051,0.976,0,1,0,0.355,0.5051,1.4229,0.077,51.3819,-0.4345,0.3534,-0.9524,0,0,0,0,0,PANTALONI
0.0549,0.0887,0.2978,3.0911,-0.5625,-0.064,0.097,0.3114,2.8976,-1.4037,-0.0007,0.0174,0.1319,0.9488,-1.3561,0.3072,0.1158,0.3402,2.6089,0.0032,-0.8579,-75.412,0.1787,87.9066,-0.2083,-0.0024,0.9562,2.2573,0.8751,2.3608,0.9152,0.3877,0.9142,5.0952,0.7658,5.5733,0.8376,0.1503,0.6576,2.0376,-134.0492,3.0987,-203.8489,-65.7863,1.6411,4.9127,0.7559,2.9936,0.4606,0.1539,1.0667,3.2579,1.1848,3.054,1.1107,0.3637,0.0002,0.4775,-0.9487,0.1232,0.2571,0.1677,-0.2525,-0.047,-24.4465,0.2671,0.5169,25.1999,?,-25.1946,0.1582,0.3978,26.6998,?,-12.1999,0.1212,0.3482,12.8998,?,0.9703,2.0038,2.0651,1.2994,1.4845,1.1424,1.6886,2.2039,1.3052,0.9438,1.9535,2.0698,1,1,1,0.9438,1.9535,2.0698,0.1044,61.841,-0.7223,-0.455,0.5487,0,0,0,0,0,PANTALONI
0.0661,0.019,0.1377,0.9409,-0.5515,-0.0608,0.0279,0.167,0.9947,-1.6703,0.0104,0.0195,0.1396,0.9585,-0.5302,0.2276,0.0227,0.1506,0.8604,0.0102,-1.0861,6.3234,0.2902,-5.8223,-0.2672,0.0459,0.8244,0.9864,0.9138,1.1965,1.1085,0.9264,0.6796,0.9729,0.835,1.4317,1.2288,0.8583,0.5375,1.007,-37.7752,1.8734,-70.2767,-37.5127,1.6281,0.9681,0.6977,0.5947,0.4285,0.7206,0.9459,0.9816,1.0936,1.0377,1.1561,1.1141,0.0002,0.3551,-0.7776,0.0831,0.5652,0.558,-0.392,0.1135,-25.1182,0.1674,0.4091,25.679,?,-26.6206,0.1444,0.3799,27.9587,?,-8.9213,0.1433,0.3786,9.8389,?,0.9436,2.8155,2.984,1.0768,1.0807,1.0036,1.1595,1.1679,1.0072,0.9185,2.61,2.8417,1,1,1,0.9185,2.61,2.8417,0.0991,60.6601,-0.7433,-0.0225,-0.24,0,0,0,0,0,PANTALONI
