@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.2091,6.1146,2.4728,16.6007,-3.5535,2.708,13.6601,3.696,17.2915,-0.6958,10.0586,15.9365,3.9921,17.9625,0.0281,11.3609,15.1941,3.898,16.5731,0.163,-0.0772,-0.0208,-0.0184,0.2692,0.2384,0.8854,0.669,0.6194,0.6344,0.9258,0.9482,1.0241,0.4476,0.3837,0.4024,0.8572,0.899,1.0489,1.8259,-24.9064,-4.0125,-13.6403,-2.1975,0.1611,0.3575,0.1972,0.1841,0.5517,0.5149,0.9334,0.96,0.9242,1.0017,0.9626,1.0433,1.0838,0.0695,15.9122,-0.1115,0.1703,-0.0087,-0.1676,0.0245,0.9318,-0.0946,0.6611,0.8131,4.8049,-1.8897,-0.7581,1.5085,1.2282,6.393,-5.9022,0.6256,1.8176,1.3482,4.8432,-0.2338,0.1248,-0.1513,-1.2119,0.662,0.6031,0.911,0.4383,0.3637,0.8299,0.5748,3.4239,5.957,1.7952,0.4236,0.2359,0.7516,0.9921,1.32,0.0066,2.4787,0.3557,-0.3528,-0.362,PANTALONI
-0.0597,4.871,2.207,10.3157,-1.5551,0.9031,10.3153,3.2117,13.7251,-1.4506,10.092,18.4776,4.2986,18.6688,0.1625,10.7905,19.8967,4.4606,18.8698,0.2158,-0.0661,-0.0059,-0.0055,0.0895,0.0837,0.9353,0.6872,0.5134,0.4948,0.7472,0.72,0.9637,0.4722,0.2636,0.2448,0.5583,0.5184,0.9287,0.7728,-1.7335,-1.2089,-2.2432,-1.5643,0.6974,0.7208,0.1811,0.1678,0.2513,0.2328,0.9263,0.7516,0.5526,0.5467,0.7352,0.7274,0.9893,0.0676,14.5667,0.1436,-0.3786,-0.4215,-0.4808,-0.4859,0.9944,-0.2034,0.5697,0.7548,3.4896,-1.1287,-0.6953,0.834,0.9132,4.1099,-4.5323,0.8116,1.1057,1.0515,3.6058,-0.2618,0.2925,-0.2506,-0.8568,0.8265,0.7178,0.8685,0.6832,0.5153,0.7542,0.5495,2.4729,4.5,2.2066,0.5737,0.26,0.8491,0.9678,1.1398,0.0073,2.4142,0.3622,-0.4749,-0.3596,PANTALONI
-0.0232,2.3262,1.5252,8.2915,-0.4418,4.7075,3.6833,1.9192,9.0894,-0.0056,10.0536,13.43,3.6647,17.5139,0.1086,11.4089,12.512,3.5372,14.573,0.2672,-0.0049,-0.0023,-0.002,0.4682,0.4126,0.8812,0.7947,0.4162,0.4312,0.5237,0.5426,1.036,0.6316,0.1732,0.1859,0.2743,0.2944,1.0734,50.291,-1.1906,-0.4781,-0.0237,-0.0095,0.4015,0.6362,0.2927,0.2892,0.46,0.4545,0.988,0.9122,0.4734,0.569,0.519,0.6237,1.2018,0.074,16.0103,-0.1484,0.2719,0.2385,0.1632,0.3471,0.9779,-0.0119,0.8899,0.9433,5.293,-1.2874,-0.5471,0.7206,0.8489,4.3242,-3.0168,0.0073,0.7163,0.8464,3.9223,-0.8281,0.0217,-1.6164,-74.6048,1.1113,1.1146,1.003,1.2349,1.2423,1.006,0.9173,1.6767,1.8278,2.1495,1.0785,0.5017,1.2241,1.3495,1.1024,0.0036,2.0898,-0.0467,0.196,-0.3656,PANTALONI
-0.0929,3.0995,1.7605,10.9248,-0.8797,2.412,3.7493,1.9363,10.3861,-0.3635,10.1535,19.2993,4.3931,18.6735,0.1252,10.7693,19.092,4.3694,19.5533,0.1459,-0.0385,-0.0092,-0.0086,0.2376,0.224,0.9428,0.9092,0.4008,0.4029,0.4408,0.4432,1.0054,0.8267,0.1606,0.1623,0.1943,0.1964,1.0109,1.8463,-1.9124,-1.5312,-1.0358,-0.8293,0.8007,0.763,0.2723,0.2539,0.3568,0.3327,0.9325,1.0519,0.585,0.5587,0.5562,0.5312,0.955,0.0696,14.0388,-0.3573,-0.2561,-0.275,0.0755,0.1733,0.9924,0.2165,1.1509,1.0728,6.5848,-0.5499,-0.3997,0.9396,0.9693,4.8859,-1.9366,-0.1881,0.3271,0.572,2.9503,-1.183,-0.5417,-1.1508,2.1242,1.1068,1.8757,1.6947,1.2249,3.5181,2.872,0.7251,1.4613,2.0153,2.5535,3.1435,1.2311,1.3477,2.2319,1.6561,0.0033,2.0569,-0.2344,-0.2102,0.1739,PANTALONI
0.0643,1.4411,1.2005,7.6412,-1.2652,0.4944,15.5876,3.9481,19.337,-1.1628,10.2319,18.6035,4.3132,15.3625,0.1344,11.1187,16.9459,4.1165,13.6351,0.2489,0.13,0.0063,0.0058,0.0483,0.0445,0.9202,0.3041,0.2783,0.2916,0.9154,0.9591,1.0478,0.0925,0.0775,0.085,0.8379,0.9198,1.0978,0.4105,-1.7892,-0.9444,-4.3583,-2.3004,0.5278,0.3773,0.1901,0.1858,0.5038,0.4925,0.9776,0.3952,0.4974,0.5604,1.2587,1.4182,1.1267,0.0683,14.1543,0.4434,-0.0531,-0.1103,0.191,0.0325,0.9485,-0.2815,0.547,0.7396,3.2711,-1.8926,-0.3716,0.8893,0.943,4.937,-2.4337,0.809,2.3012,1.517,4.8795,-0.1163,0.7575,-0.348,-0.4594,0.7843,0.4876,0.6216,0.6151,0.2377,0.3864,0.6116,4.2096,6.8826,0.7865,0.2587,0.3289,0.6626,0.6704,1.0118,0.0062,2.3137,0.4505,-0.6833,-0.4772,PANTALONI
0.2446,3.2519,1.8033,10.1308,-0.9189,1.9205,3.896,1.9738,12.126,-0.6901,9.8708,19.0258,4.3619,17.3381,0.1684,10.4328,18.5114,4.3025,17.9279,0.1841,0.1273,0.0248,0.0234,0.1946,0.1841,0.9461,0.9136,0.4134,0.4191,0.4525,0.4588,1.0138,0.8347,0.1709,0.1757,0.2048,0.2105,1.0278,0.9798,-1.3815,-1.1996,-1.41,-1.2244,0.8684,0.7359,0.2532,0.2403,0.3441,0.3265,0.9489,0.8355,0.5843,0.5651,0.6994,0.6764,0.9671,0.0671,13.4875,0.1881,-0.3131,-0.3118,-0.2932,-0.2496,0.995,-0.2899,0.4782,0.6915,2.9385,-1.7625,-0.5136,1.1464,1.0707,4.5128,-1.7193,0.6925,1.1331,1.0645,4.0897,-0.3314,0.5644,-0.4186,-0.7417,0.6459,0.6496,1.0058,0.4172,0.422,1.0117,0.6571,1.8419,2.8031,0.641,0.3463,0.5402,0.6512,0.7185,1.1035,0.0061,2.3243,0.5746,-0.114,-0.3795,PANTALONI
0.1324,6.4347,2.5367,14.5927,-0.9947,-0.73,32.5094,5.7017,28.6288,-1.4986,9.6625,32.3354,5.6864,25.2332,-0.0528,11.1557,40.7438,6.3831,25.8456,0.0407,-0.1813,0.0137,0.0119,-0.0755,-0.0654,0.8661,0.4449,0.4461,0.3974,1.0027,0.8933,0.8909,0.1979,0.199,0.1579,1.0054,0.7979,0.7936,0.4238,5.7502,-6.6431,13.5682,-15.675,-1.1553,0.6385,0.3052,0.2715,0.4781,0.4253,0.8896,0.5097,0.5783,0.5646,1.1346,1.1077,0.9763,0.0333,15.6132,0.1501,-0.3192,-0.2382,-0.4393,-0.5501,0.9639,-0.2136,1.561,1.2494,6.7387,-2.1679,-0.7482,1.6701,1.2923,5.8266,-2.9372,1.1711,2.8333,1.6833,6.3927,-0.1289,0.2856,-0.1824,-0.6389,0.9668,0.7423,0.7677,0.9347,0.551,0.5894,1.0609,6.3179,5.955,1.4374,0.3756,0.2613,1.1566,1.0541,0.9114,0.0048,3.2746,0.3521,-0.5635,-0.3348,PANTALONI
-0.0374,4.3979,2.0971,10.2397,-1.0346,0.1231,20.0785,4.4809,25.7876,-1.7239,9.5248,13.4107,3.6621,16.5243,0.0352,10.6484,15.2378,3.9036,16.8646,0.1623,-0.3035,-0.0039,-0.0035,0.0129,0.0116,0.8945,0.468,0.5727,0.5372,1.2236,1.1479,0.9381,0.219,0.3279,0.2886,1.4972,1.3177,0.8801,0.319,-8.6479,-1.5939,-27.1055,-4.9957,0.1843,0.5316,0.2939,0.25,0.5528,0.4703,0.8507,0.3971,0.6197,0.6072,1.5606,1.5291,0.9798,0.0338,14.5348,0.3888,0.1659,0.0598,-0.2705,-0.4707,0.9139,-0.2082,1.3082,1.1437,6.4514,-2.9258,-0.8053,1.0303,1.015,5.849,-3.8697,1.0531,4.0142,2.0035,7.3882,-0.1831,0.2586,-0.1977,-0.7647,1.1268,0.5709,0.5066,1.2697,0.3259,0.2567,1.0345,4.2055,4.0654,1.3682,0.2632,0.1923,1.103,0.8732,0.7917,0.0048,3.0493,0.3924,-0.2312,-0.2907,PANTALONI
-0.0802,6.9404,2.6345,17.4073,-0.9506,-1.0369,31.7968,5.6389,28.208,-1.9744,9.8677,31.6373,5.6247,26.7922,-0.0989,11.4929,36.7419,6.0615,26.8429,0.0473,0.0773,-0.0081,-0.007,-0.1051,-0.0902,0.8586,0.4672,0.4684,0.4346,1.0025,0.9303,0.9279,0.2183,0.2194,0.1889,1.005,0.8654,0.8611,0.4531,3.5189,-6.3711,7.7672,-14.0627,-1.8105,0.941,0.366,0.3168,0.389,0.3366,0.8654,0.6171,0.6497,0.6485,1.0528,1.0509,0.9981,0.0347,16.0218,0.3736,-0.3675,-0.2883,-0.4025,-0.5706,0.9363,-0.2008,1.71,1.3077,6.8413,-2.0579,-0.7496,1.6763,1.2947,6.6074,-1.9227,1.2485,2.4922,1.5787,5.5424,-0.1383,0.2679,-0.1609,-0.6004,1.01,0.8283,0.8201,1.0201,0.6861,0.6726,1.0592,6.838,6.4557,0.9896,0.4595,0.4643,1.0354,1.2343,1.1921,0.0051,3.3431,0.1367,-0.5076,-0.1541,PANTALONI
0.3066,2.066,1.4374,7.944,-0.9577,-0.9617,4.6013,2.1451,8.846,-5.7576,9.691,6.7909,2.6059,12.3355,0.2425,10.0564,7.2626,2.6949,11.9261,0.2999,-0.3188,0.0316,0.0305,-0.0992,-0.0956,0.9637,0.6701,0.5516,0.5334,0.8231,0.796,0.967,0.449,0.3042,0.2845,0.6776,0.6336,0.9351,0.5156,-0.984,-0.7608,-1.9083,-1.4756,0.7732,3.0998,0.2492,0.2382,0.0804,0.0768,0.956,0.898,0.644,0.6661,0.7171,0.7417,1.0343,0.0744,12.2757,-0.1639,-0.7688,-0.6542,-0.253,-0.4548,0.9701,-0.0125,0.411,0.6411,2.9932,-1.0332,-1.1311,2.3964,1.548,5.8887,-22.1731,0.0765,2.0678,1.438,5.2559,-0.4529,0.0111,-0.1638,-14.7905,0.4141,0.4458,1.0765,0.1715,0.1988,1.1589,0.2699,0.9284,3.4392,5.7933,0.407,0.0702,0.5083,0.5695,1.1204,0.0087,2.7187,-0.5128,0.0167,-0.6651,PANTALONI
