@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.5898,6.4832,2.5462,13.8452,-0.4508,-0.1534,7.5862,2.7543,13.1288,-0.7325,0.3771,20.7945,4.5601,19.2715,-0.7758,4.9472,10.9026,3.3019,12.8001,0.0725,-3.846,1.5642,0.1192,-0.4067,-0.031,0.0762,0.9245,0.5584,0.7711,0.604,0.8342,1.381,0.8546,0.3118,0.5946,0.3648,0.6958,1.9073,0.775,0.511,-4.3012,0.6593,-5.55,-8.4176,1.2593,0.8794,0.6915,0.6983,0.5491,0.7864,1.0546,0.7184,1.0816,0.6813,1.0257,1.5056,0.0078,7.5517,0.4587,0.6483,0.6786,0.4375,0.6257,0.6067,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.4113,2.871,1.6944,7.3594,-0.4463,-0.3211,2.1206,1.4562,4.2693,-1.1155,-0.862,0.5627,0.7501,3.4499,-3.2392,2.4346,0.6422,0.8014,3.9066,0.2729,-1.2807,-0.4772,0.1689,0.3726,-0.1319,-0.354,1.1636,2.2588,2.1143,1.9413,1.8171,0.936,1.3539,5.1021,4.4704,3.7685,3.3019,0.8762,1.0087,0.8614,-1.5487,0.854,-1.5353,-1.7978,2.5215,6.2527,0.9471,2.4798,0.3756,0.1515,1.7238,2.1332,1.8838,1.2375,1.0928,0.8831,0.0108,3.6237,0.4611,0.1333,0.5977,-0.4778,0.6186,-0.2819,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.0985,2.3403,1.5298,7.1195,-0.3688,-0.2131,1.3622,1.1671,4.4547,-0.6157,-0.1547,0.6827,0.8263,3.2749,-2.7616,1.8904,0.8906,0.9437,4.9256,0.1332,0.4623,0.6367,-0.0521,1.3772,-0.1127,-0.0819,1.3108,1.8515,1.6211,1.4125,1.2367,0.8755,1.7181,3.4281,2.6279,1.9953,1.5295,0.7666,1.13,0.7978,-2.5337,0.706,-2.2423,-3.1759,1.8865,5.9743,0.9153,3.1669,0.4852,0.1532,1.5982,2.174,1.4454,1.3602,0.9044,0.6649,0.003,2.872,0.5464,-0.0229,0.4358,-0.7149,0.613,-0.6115,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.3365,2.044,1.4297,6.2056,-0.4691,-0.0877,2.3104,1.52,5.1944,-0.7409,-0.9575,0.464,0.6812,3.4158,-4.534,2.2928,0.5994,0.7742,3.9289,0.2173,-3.8392,-0.3515,0.1468,0.0915,-0.0382,-0.4176,0.9406,2.0989,1.8467,2.2315,1.9634,0.8799,0.8847,4.4054,3.4104,4.9795,3.8549,0.7741,0.8964,0.7081,-1.8165,0.7899,-2.0265,-2.5654,1.4157,6.8434,0.8415,4.8339,0.5944,0.123,1.1947,1.8167,1.5795,1.5207,1.3221,0.8694,0.0105,3.5701,0.451,0.0265,0.5686,-0.2771,0.626,-0.4788,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.3391,2.8867,1.699,7.0035,-0.6339,-0.084,4.2856,2.0702,9.0401,-1.0527,0.0378,8.0727,2.8413,18.0604,-0.9545,3.469,3.3347,1.8261,8.6014,0.0839,-4.0375,8.967,0.0978,-2.2209,-0.0242,0.0109,0.8207,0.598,0.9304,0.7286,1.1336,1.5559,0.6736,0.3576,0.8657,0.5309,1.2851,2.4208,0.5861,0.3081,-3.4472,0.5256,-5.8814,-11.1892,0.9732,0.4639,0.4565,0.4766,0.469,0.9841,0.7747,0.3878,0.8142,0.5006,1.051,2.0997,0.0038,4.8842,0.6279,-0.1911,0.1435,-0.0097,-0.0004,0.2893,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
0.7562,3.2661,1.8072,9.1917,-0.7825,-0.253,3.9102,1.9774,9.1443,-1.254,0.0486,5.0765,2.2531,15.4885,-1.2874,3.1395,3.0343,1.7419,8.9806,0.0577,-2.9884,15.5445,0.2409,-5.2016,-0.0806,0.0155,0.9139,0.8021,1.0375,0.8776,1.1352,1.2935,0.8353,0.6434,1.0764,0.7703,1.2887,1.673,0.7932,0.4629,-7.3361,0.5836,-9.2489,-15.8485,1.271,0.7616,0.541,0.5992,0.4257,0.7105,1.0052,0.5935,1.0235,0.5904,1.0182,1.7247,0.0086,4.6482,0.4783,-0.2621,0.0887,0.0402,-0.1937,0.0492,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
0.176,1.4837,1.2181,6.5208,-0.92,-0.1632,1.1399,1.0677,3.8976,-0.5155,-0.0923,0.4685,0.6845,3.2313,-0.763,1.5945,0.616,0.7848,3.8142,0.0746,-1.0779,-1.906,0.1104,1.7683,-0.1024,-0.0579,1.1409,1.7796,1.552,1.5598,1.3604,0.8721,1.3016,3.167,2.4088,2.4331,1.8506,0.7606,2.357,2.2344,-10.161,0.948,-4.311,-4.5475,1.3205,1.8529,0.824,1.4032,0.624,0.4447,1.673,2.018,1.7096,1.2062,1.0219,0.8472,0.0028,2.3902,0.4298,-0.7393,0.1604,-0.4801,0.6091,-0.0224,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0489,1.4179,1.1908,5.3013,-0.7814,0.0515,1.1252,1.0607,4.5177,-0.6725,-0.0767,0.1369,0.37,1.584,-1.7528,1.3436,0.8857,0.9411,3.8232,0.0503,0.9504,-0.6376,0.0364,-0.6708,0.0383,-0.0571,1.1226,3.218,1.2653,2.8666,1.1271,0.3932,1.2602,10.3556,1.601,8.2176,1.2704,0.1546,1.2802,2.3056,-11.4771,1.801,-8.9652,-4.9779,1.1017,5.1717,0.7392,4.6943,0.671,0.1429,1.1735,3.3468,1.3866,2.8521,1.1817,0.4143,0.0011,1.9832,0.5658,-0.0236,0.2042,-0.364,0.5475,-0.5573,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.01,3.5803,1.8922,8.7824,-1.2817,0.4052,5.599,2.3662,9.5094,-0.9992,-0.1567,7.4297,2.7257,10.7617,-0.794,3.7814,2.499,1.5808,6.4011,0.0554,-0.0247,0.0639,-0.0026,-2.5855,0.1072,-0.0414,0.7997,0.6942,1.197,0.8681,1.4968,1.7243,0.6395,0.4819,1.4327,0.7536,2.2405,2.9731,1.038,1.0358,-13.1449,0.9979,-12.6639,-12.691,0.8092,0.6417,0.568,0.7929,0.7019,0.8852,0.9235,0.8161,1.372,0.8836,1.4856,1.6812,0.0046,5.7704,0.0995,0.3195,-0.2385,-0.2906,0.2092,0.0535,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_BASSA
0.5971,2.3509,1.5333,6.4966,-0.4677,0.0402,1.2652,1.1248,4.0202,-0.8883,-0.203,0.3824,0.6184,2.6992,-2.3235,1.8378,1.0203,1.0101,4.5251,0.0491,14.8356,-2.9412,0.3249,-0.1983,0.0219,-0.1105,1.3631,2.4795,1.5179,1.8189,1.1135,0.6122,1.8581,6.1477,2.304,3.3086,1.24,0.3748,1.0947,1.0971,-8.8667,1.0022,-8.0998,-8.082,2.0791,5.4503,0.9302,2.6215,0.4474,0.1707,1.616,2.4069,1.4357,1.4894,0.8884,0.5965,0.0067,2.7139,0.6036,-0.8801,0.5542,-0.7128,0.305,-0.6387,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_BASSA
-0.0238,2.4877,1.5773,7.8301,-0.4252,-0.2728,1.3781,1.1739,4.5149,-0.719,-0.4686,0.4687,0.6846,2.8362,-4.0127,1.8351,1.2614,1.1231,5.449,0.0766,0.0871,0.0507,-0.0129,0.5821,-0.1487,-0.2554,1.3436,2.3039,1.4044,1.7147,1.0452,0.6096,1.8052,5.3079,1.9723,2.9403,1.0925,0.3716,1.237,1.0288,-5.1665,0.8318,-4.1768,-5.0217,2.0918,9.7106,0.931,4.6422,0.4451,0.0959,1.7343,2.7608,1.437,1.5919,0.8286,0.5205,0.0057,2.7847,0.5303,-0.2237,0.4733,-0.6468,0.4945,-0.7167,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_BASSA
-0.8458,4.3567,2.0873,9.809,-2.2841,0.1872,6.0975,2.4693,8.7175,-0.7703,-0.0852,7.1737,2.6784,12.2959,-0.5901,3.9004,3.1725,1.7812,7.8618,0.0862,-4.5169,9.9302,-0.2168,-2.1985,0.048,-0.0218,0.8453,0.7793,1.1719,0.9219,1.3864,1.5037,0.7145,0.6073,1.3733,0.85,1.922,2.2612,1.7985,1.495,-9.1947,0.8312,-5.1123,-6.1502,0.6066,0.3863,0.3472,0.6368,0.5723,0.8987,1.1252,0.7977,1.2477,0.709,1.1088,1.564,0.0092,5.8677,-0.2056,0.0244,-0.4468,0.2589,0.3958,0.1052,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_BASSA
-0.0833,2.287,1.5123,6.1434,-0.5733,-0.4984,1.2265,1.1075,3.7076,-1.0064,-0.0661,0.2509,0.5009,1.8796,-1.1102,1.8569,0.5761,0.759,3.3934,0.2179,0.1671,1.2601,-0.0448,7.5418,-0.2684,-0.0356,1.3655,3.0188,1.9925,2.2107,1.4592,0.66,1.8647,9.1133,3.9701,4.8874,2.1291,0.4356,1.2038,2.2639,-2.3673,1.8806,-1.9665,-1.0457,2.1131,4.3838,0.8999,2.0746,0.4259,0.2053,1.657,3.2685,1.8104,1.9725,1.0926,0.5539,0.0054,2.762,0.477,-0.8066,0.3657,-0.3271,0.2883,-0.211,0,0,0,0,0,?,?,?,?,?,TASCA_GIACCA_BASSA
