@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.1043,16.9411,4.116,22.8502,-1.0962,-11.5953,32.4071,5.6927,31.1499,-11.3555,9.9439,20.9078,4.5725,24.2536,-0.0378,16.1135,43.9567,6.63,34.3104,0.0642,-0.009,0.0105,0.0065,-1.1661,-0.7196,0.6171,0.723,0.9002,0.6208,1.245,0.8586,0.6897,0.5228,0.8103,0.3854,1.55,0.7373,0.4756,0.4174,13.5176,-5.0785,32.3855,-12.1671,-0.3757,4.3237,0.4664,0.2973,0.1079,0.0688,0.6374,0.7336,0.9421,0.666,1.2843,0.9079,0.7069,0.0398,24.3201,0.0245,-0.3784,-0.1691,-0.8667,-0.9479,0.9503,-0.5754,13.2277,3.637,13.3657,-0.5769,-7.2379,14.3355,3.7862,15.2555,-1.7526,3.5688,3.1528,1.7756,6.7458,0.1557,0.0795,-0.1612,-2.0281,0.9606,2.0483,2.1324,0.9227,4.1955,4.5469,0.5034,-3.9319,-7.8108,1.5294,1.0609,0.6937,0.8761,1.9814,2.2615,0.0211,14.4133,0.6343,0.5105,0.75,20.75,1261.7865,35.5216,107,0,PANTALONI
-0.6549,8.7974,2.966,19.3627,-1.5627,-10.289,18.7158,4.3262,26.366,-7.5334,10.2063,8.6739,2.9451,22.7573,-0.0687,15.0626,19.7661,4.4459,28.2005,0.107,0.0636,-0.0642,-0.0435,-1.0081,-0.6831,0.6776,0.6856,1.0071,0.6671,1.4689,0.9731,0.6624,0.4701,1.0142,0.4451,2.1577,0.9469,0.4388,0.5073,8.0719,-3.4927,15.9125,-6.8853,-0.4327,2.4453,0.3548,0.2392,0.1451,0.0978,0.6743,0.7344,0.8508,0.6866,1.1586,0.9349,0.807,0.038,22.3652,0.0047,-0.629,-0.4585,-0.6996,-0.8583,0.943,-0.4978,3.2495,1.8026,9.8892,-0.4041,-8.6297,0.7267,0.8524,9.5082,?,3.9289,2.0393,1.4281,4.6039,0.3271,0.0577,-0.1267,-2.1965,2.1147,1.2623,0.5969,4.4719,1.5934,0.3563,0.2994,-1.2721,-4.2492,0,1.0294,0,1.0401,2.148,2.0652,0.0249,14.0118,0.3399,-0.0221,0.8495,8.0393,278.8197,16.6979,49,0,PANTALONI
0.1558,3.6314,1.9056,9.7366,-1.1153,-2.2626,66.0344,8.1262,25.7697,-3.0806,9.7539,3.6229,1.9034,8.1441,0.4352,12.412,19.511,4.4171,17.1531,0.2838,-0.0689,0.016,0.0126,-0.232,-0.1823,0.7858,0.2345,1.0012,0.4314,4.2693,1.8397,0.4309,0.055,1.0023,0.1861,18.227,3.3845,0.1857,0.2639,-0.8181,-0.7552,-3.1002,-2.862,0.9232,0.7289,0.3192,0.1922,0.438,0.2637,0.602,0.3778,1.1955,0.5676,3.1642,1.5023,0.4748,0.0498,17.8028,0.4686,-0.32,-0.5794,-0.6146,-0.8842,0.8561,2.212,13.3545,3.6544,10.9322,-0.1242,-0.274,29.813,5.4601,13.7995,-2.4257,4.4517,28.2593,5.3159,14.1644,-0.5539,-8.0725,0.4969,-0.0616,0.6693,0.6874,1.0271,0.4479,0.4726,1.055,0.1236,0.2392,1.9353,2.4141,1.0668,0.4419,0.7922,0.7718,0.9742,0.0248,13.7781,-0.162,-0.6637,0.793,26.3737,328.5506,18.126,40.6131,0.0926,PANTALONI
-0.2043,19.1988,4.3816,29.9542,-1.8068,4.7247,54.8196,7.404,37.6929,-1.7044,9.695,23.214,4.8181,30.3993,-0.2545,13.7467,24.6196,4.9618,26.0484,0.1365,-0.0432,-0.0211,-0.0149,0.4873,0.3437,0.7053,0.5918,0.9094,0.8831,1.5367,1.4922,0.971,0.3502,0.827,0.7798,2.3615,2.2267,0.9429,0.8117,3.1266,-4.6846,3.8519,-5.7714,-1.4983,0.7657,0.4404,0.3538,0.5752,0.4621,0.8033,0.7947,0.9854,1.1499,1.2399,1.447,1.167,0.0279,20.4667,0.6195,0.1109,-0.2733,0.1236,-0.2709,0.7131,1.5199,8.908,2.9846,9.4423,-0.0662,3.1197,13.758,3.7092,12.7476,-1.4008,7.6525,2.9018,1.7035,5.6959,0.3413,0.4872,0.1986,0.4077,0.8047,1.7521,2.1774,0.6475,3.0698,4.7411,0.0789,-0.1988,-2.5205,1.6678,1.0242,0.6141,0.7407,1.6577,2.238,0.0217,14.21,-0.8532,-0.9419,0.9426,2.584,29.4936,5.4308,25,0,PANTALONI
0.1814,0.5746,0.758,5.9619,-1.0493,0.653,6.1495,2.4798,15.0673,-1.1342,9.9795,2.9144,1.7072,12.1246,0.3413,10.3195,3.1979,1.7883,11.8839,0.3573,0.2778,0.0182,0.0176,0.0654,0.0633,0.9671,0.3057,0.444,0.4239,1.4526,1.3867,0.9547,0.0934,0.1972,0.1797,2.11,1.923,0.9114,0.3812,-0.4859,-0.462,-1.2747,-1.2118,0.9507,0.4121,0.1581,0.1573,0.3835,0.3818,0.9954,0.3957,0.4917,0.5017,1.2427,1.2679,1.0203,0.0263,12.5052,-0.2296,-0.0339,0.0232,0.2686,0.2844,0.9619,1.4677,9.6499,3.1064,9.9634,-0.0896,2.8154,3.3012,1.8169,7.2971,-0.589,8.4642,1.4293,1.1955,6.0075,0.3476,0.5213,0.1734,0.3326,1.7097,2.5984,1.5198,2.9232,6.7516,2.3097,0.303,-0.2561,-0.8449,1.9911,0.9929,0.4987,1.3654,1.6585,1.2147,0.0238,13.7882,-0.7836,-0.9154,0.6544,0,0,0,0,0,PANTALONI
-0.0063,0.0276,0.1662,1.7504,-4.6226,6.4441,0.0541,0.2325,2.2405,0.6862,9.8605,0.0217,0.1473,1.0449,0.9006,11.7827,0.0289,0.1699,0.9985,0.9192,-0.001,-0.0006,-0.0005,0.6535,0.5469,0.8369,0.7148,1.1281,0.9782,1.5781,1.3684,0.8671,0.511,1.2726,0.9569,2.4904,1.8726,0.7519,-0.2937,-0.1519,-0.1267,0.5173,0.4314,0.834,0.0436,0.0296,0.0252,0.679,0.5779,0.8512,0.7812,1.6752,1.7531,2.1443,2.244,1.0465,0.0303,16.415,0.1431,-0.402,-0.2266,-0.0667,0.673,0.6863,7.7851,0.0134,0.1156,0.3752,0.953,5.6449,0.0218,0.1476,0.4789,0.9183,-1.9129,0.0028,0.053,2.1117,?,1.3791,-4.0697,-2.9509,0.7828,2.1809,2.786,0.6128,4.7562,7.7617,1.4131,-3.6027,-2.5496,1.3616,0,0,0.7835,0.1777,0.2268,0.0252,15.3429,-0.9951,0.6939,-0.6214,0,0,0,0,0,PANTALONI
0.1541,0.7454,0.8634,5.7536,-1.2851,0.2659,5.3459,2.3121,12.1843,-0.6905,10.1453,3.9971,1.9993,13.7363,0.3066,10.4296,4.3334,2.0817,14.6983,0.2928,0.5795,0.0152,0.0148,0.0262,0.0255,0.9727,0.3734,0.4318,0.4148,1.1565,1.1107,0.9604,0.1394,0.1865,0.172,1.3374,1.2336,0.9224,0.6501,-0.5328,-0.5318,-0.8195,-0.818,0.9982,0.3494,0.1271,0.1212,0.3638,0.3468,0.9532,0.4722,0.4189,0.3914,0.887,0.829,0.9346,0.0276,12.4508,0.0447,0.1624,0.1529,0.3756,0.3999,0.9825,1.6457,10.0574,3.1713,9.8539,-0.0705,2.1435,2.129,1.4591,6.1006,-0.5446,8.6425,1.9668,1.4024,6.1928,0.3431,0.7678,0.1904,0.248,2.1735,2.2613,1.0404,4.724,5.1135,1.0824,0.3018,-0.2007,-0.665,2.3305,0.9764,0.419,1.6152,1.5912,0.9851,0.0246,13.3798,-0.7923,-0.8936,0.6249,?,?,?,?,?,PANTALONI
0.0312,4.5089,2.1234,17.4767,-0.6766,2.8156,26.2833,5.1267,22.1578,-0.691,10.0852,34.6054,5.8826,41.9598,-0.2407,12.284,24.1412,4.9134,31.6051,0.0685,0.0111,0.0031,0.0025,0.2792,0.2292,0.821,0.4142,0.361,0.4322,0.8715,1.0434,1.1973,0.1715,0.1303,0.1868,0.7595,1.0887,1.4335,0.779,0.8663,-3.0334,1.1121,-3.8941,-3.5016,0.7955,0.3082,0.3072,0.3875,0.3862,0.9967,0.7887,0.4165,0.553,0.5281,0.7011,1.3276,0.0282,15.4935,-0.3687,0.1284,0.2692,0.022,0.1424,0.7745,1.4749,10.5422,3.2469,9.0425,-0.2433,4.5972,3.9394,1.9848,6.6535,0.3009,6.1332,20.7558,4.5559,10.6163,-0.1324,0.3208,0.2405,0.7496,1.6359,0.7127,0.4357,2.6761,0.5079,0.1898,-0.6179,1.4251,-2.3062,0.7642,0.7758,1.0152,1.359,0.8517,0.6267,0.021,13.5143,0.7396,-0.9651,-0.8892,0,0,0,0,0,PANTALONI
-0.0985,0.0151,0.123,0.7047,-1.6393,11.8425,0.0156,0.1247,0.6644,0.9456,9.903,0.0058,0.0761,0.4757,0.9528,15.4384,0.0155,0.1246,0.6484,0.9589,-0.0083,-0.01,-0.0064,1.1958,0.7671,0.6415,0.9863,1.6176,0.9872,1.64,1.0008,0.6103,0.9729,2.6165,0.9745,2.6895,1.0017,0.3725,-0.0379,-0.0456,-0.029,1.2022,0.7634,0.635,0.0219,0.0265,0.0169,1.2114,0.7741,0.639,1.0607,1.4815,1.0867,1.3968,1.0246,0.7335,0.0414,21.8713,0.3617,-0.1524,0.2114,0.4318,0.9392,0.7227,7.3923,0.0036,0.0602,0.226,0.9698,6.4159,0.0045,0.067,0.2511,0.9617,-0.5913,0.0024,0.0494,0.6897,?,1.1522,-12.5013,-10.8501,0.898,1.2172,1.3554,0.8064,1.4815,1.8371,1.1538,-10.5392,-9.1346,1.144,0,0,0.9,0.3277,0.3641,0.0263,14.3995,-1.0081,0.4979,-0.441,0,0,0,0,0,PANTALONI
-0.0276,1.08,1.0392,15.5512,-0.7979,-11.3628,4.6768,2.1626,15.9973,?,9.8259,2.0322,1.4255,12.5048,0.1614,15.1125,5.0614,2.2498,14.4058,0.2987,0.0024,-0.0028,-0.0018,-1.1564,-0.7519,0.6502,0.4806,0.729,0.4619,1.517,0.9612,0.6336,0.2309,0.5315,0.2134,2.3014,0.924,0.4015,0.4314,-2.8681,-1.1249,-6.6481,-2.6074,0.3922,0,0.5801,0.4211,0,0,0.7259,0.9721,1.2436,1.0795,1.2793,1.1105,0.868,0.0397,21.7205,-0.0099,-0.1299,-0.0271,-0.5959,-0.9243,0.8438,-2.5195,1.9151,1.3839,6.5992,?,-9.3392,0.2997,0.5474,9.6905,?,0.572,0.0612,0.2475,1.064,0.1211,0.2698,-4.4049,-16.3275,2.5281,5.5925,2.2122,6.3911,31.2766,4.8938,0.681,-45.0263,-66.1181,1,0,0,0.681,6.2022,9.1075,0.0256,12.4307,-0.9692,-0.1135,0.2511,0,0,0,0,0,PANTALONI
0.271,2.6053,1.6141,8.8103,-0.5675,2.9527,11.734,3.4255,13.6164,-0.2429,9.6035,8.4317,2.9037,16.369,0.1504,10.6463,10.4458,3.232,16.4956,0.1623,0.0918,0.0282,0.0255,0.3075,0.2773,0.902,0.4712,0.5559,0.4994,1.1797,1.0599,0.8984,0.222,0.309,0.2494,1.3917,1.1233,0.8072,1.1987,-1.1009,-0.9978,-0.9184,-0.8324,0.9064,0.513,0.2917,0.2854,0.5686,0.5563,0.9784,0.647,0.5382,0.5341,0.8318,0.8255,0.9923,0.0266,14.458,-0.495,0.0679,0.0049,0.4118,0.5924,0.962,-1.3092,8.3966,2.8977,9.712,-10.9689,5.107,7.5545,2.7485,10.6259,-0.5765,7.1439,1.3819,1.1755,4.7475,0.3962,-0.2564,-0.1833,0.7149,1.0543,2.465,2.3381,1.1115,6.0763,5.4669,2.2905,-2.8576,-1.2476,0.1204,0.1032,0.8573,0.914,2.0457,2.2382,0.0235,14.6829,0.9093,0.864,0.9302,?,?,?,?,?,PANTALONI
0.0906,1.6063,1.2674,7.9706,-0.8637,-10.1004,27.1347,5.2091,23.8168,-2.9557,10.1494,2.4281,1.5582,10.5561,0.3506,15.1752,5.9165,2.4324,14.1844,0.4123,-0.009,0.0089,0.006,-0.9952,-0.6656,0.6688,0.2433,0.8134,0.521,3.343,2.1416,0.6406,0.0592,0.6615,0.2715,11.1754,4.5863,0.4104,0.2076,-0.6481,-0.3712,-3.1224,-1.7884,0.5728,0.7103,0.2631,0.1772,0.3704,0.2495,0.6735,0.3347,0.7551,0.5619,2.2562,1.6791,0.7442,0.0379,21.7031,0.1891,0.1584,-0.0406,0.1931,-0.7028,0.4783,-1.9002,13.2779,3.6439,10.3299,-7.1444,-8.2001,9.1997,3.0331,11.2717,-6.6594,1.1764,1.465,1.2104,4.9727,0.0159,0.2317,-1.6152,-6.9705,1.2014,3.0106,2.506,1.4433,9.0637,6.2799,0.9246,-112.6395,-121.8196,0.8619,0.251,0.2912,0.9164,2.0773,2.2667,0.0225,12.3519,-0.8696,-0.9242,0.9591,20.9365,1804.1031,42.4747,147,0,PANTALONI
0.3139,2.645,1.6263,9.258,-0.949,1.8963,8.4587,2.9084,20.7926,-0.3186,9.4518,3.1279,1.7686,13.0799,0.1519,10.1539,4.162,2.0401,18.2387,0.1372,0.1655,0.0332,0.0309,0.2006,0.1868,0.9309,0.5592,0.9196,0.7972,1.6445,1.4256,0.8669,0.3127,0.8456,0.6355,2.7043,2.0324,0.7515,0.8973,-1.9236,-1.5545,-2.1438,-1.7325,0.8082,0.3012,0.308,0.2247,1.0224,0.746,0.7296,0.4453,0.7078,0.5076,1.5897,1.14,0.7172,0.0253,13.3755,-0.1594,-0.1329,-0.0886,0.4413,0.5783,0.9433,-2.5075,5.3836,2.3203,8.4995,-104.5842,3.8064,8.557,2.9252,11.734,-0.8795,7.7212,1.8333,1.354,6.97,0.2396,-0.6588,-0.3248,0.493,0.7932,1.7136,2.1604,0.6292,2.9365,4.6674,1.5333,-3.8335,-2.5002,0.0129,0.0088,0.6811,0.7244,1.2195,1.6835,0.0235,14.7102,0.9359,0.4681,0.61,?,?,?,?,?,PANTALONI
0.312,0.3081,0.555,3.518,-1.5142,1.1503,4.4677,2.1137,8.0058,-0.9615,9.5871,0.8737,0.9347,5.6219,0.5405,9.8986,0.9997,0.9999,5.7494,0.5352,0.2712,0.0325,0.0315,0.12,0.1162,0.9685,0.2626,0.5938,0.5551,2.2613,2.1139,0.9348,0.069,0.3526,0.3082,5.1135,4.4688,0.8739,0.5399,-0.3204,-0.3201,-0.5934,-0.5928,0.999,0.3428,0.1144,0.1131,0.3336,0.33,0.9892,0.4394,0.6258,0.6119,1.424,1.3924,0.9778,0.0555,12.2563,-0.2593,-0.1385,-0.2469,-0.3099,-0.2171,0.9839,-1.2423,5.3638,2.316,7.5137,-22.3152,1.9835,0.998,0.999,3.9336,-0.4615,8.4645,1.5788,1.2565,4.5215,0.5173,-0.6263,-0.1468,0.2343,2.3184,1.8432,0.7951,5.3748,3.3975,0.6321,5.7893,-1.4841,-0.2563,0.1197,0.0344,0.2873,1.9101,1.6618,0.87,0.0505,12.0787,0.98,0.9942,0.9899,4.4253,12.095,3.4778,12,0,PANTALONI
0.3947,0.7838,0.8853,4.6009,-0.516,4.612,8.6415,2.9396,10.3489,-0.51,9.1586,2.1753,1.4749,8.4287,0.3525,10.6769,2.9119,1.7064,8.4012,0.3679,0.0856,0.0431,0.037,0.5036,0.432,0.8578,0.3012,0.6003,0.5188,1.9931,1.7227,0.8643,0.0907,0.3603,0.2692,3.9725,2.9676,0.747,0.448,-0.3413,-0.3202,-0.7618,-0.7148,0.9383,0.4428,0.2332,0.2283,0.5265,0.5157,0.9794,0.4446,0.5459,0.5476,1.2278,1.2318,1.0033,0.0513,14.8756,-0.5288,-0.1393,-0.3359,0.1514,0.5044,0.9205,-1.3949,3.1694,1.7803,6.5294,?,4.1436,4.1147,2.0285,9.0321,-0.8105,8.3466,0.1703,0.4126,2.2073,0.745,-0.3366,-0.1671,0.4964,0.8777,4.3145,4.9159,0.7703,18.6146,24.1662,1.6148,-1.0124,-0.627,0,0,0.5763,0.7229,2.9581,4.0919,0.0471,14.2303,0.9561,0.8298,0.9499,34.5091,16.0352,4.0044,23.201,0.4103,PANTALONI
0.5948,2.1218,1.4566,7.4812,-0.2305,4.0779,7.238,2.6903,11.1342,-0.8655,8.8513,3.8529,1.9629,11.2799,0.2172,10.1817,4.8747,2.2079,12.0184,0.2105,0.1459,0.0672,0.0584,0.4607,0.4005,0.8693,0.5414,0.7421,0.6598,1.3706,1.2185,0.889,0.2931,0.5507,0.4353,1.8786,1.4848,0.7904,0.2713,-0.4476,-0.4374,-1.65,-1.6121,0.977,1.0186,0.4219,0.3994,0.4142,0.3921,0.9467,0.6719,0.6632,0.6225,0.9871,0.9264,0.9386,0.0488,14.4031,-0.8241,0.3276,0.3472,0.173,0.154,0.9851,-0.713,2.5578,1.5993,9.6913,-5.0321,4.7179,0.7059,0.8402,6.4357,-0.1617,8.3663,0.2065,0.4544,3.0586,0.6419,-0.1511,-0.0852,0.5639,1.9036,3.5196,1.8489,3.6236,12.3878,3.4186,9.0257,-1.4743,-0.1633,0.29,0.1881,0.6485,1.5059,3.1686,2.1041,0.0482,14.0218,0.9283,0.8196,0.9,36.0857,22.0175,4.6923,25.3598,0.3401,PANTALONI
0.2223,5.3637,2.316,19.0168,-0.4589,-4.6498,16.0632,4.0079,22.8625,-3.136,9.8636,5.6011,2.3667,16.5764,0.0689,11.6839,9.4735,3.0779,18.1968,0.2197,-0.0478,0.0225,0.019,-0.4714,-0.398,0.8442,0.5779,0.9786,0.7524,1.6935,1.3021,0.7689,0.3339,0.9576,0.5662,2.8679,1.6956,0.5912,0.3451,-4.8752,-1.1677,-14.1275,-3.3838,0.2395,2.3581,0.7322,0.559,0.3105,0.237,0.7634,0.8318,1.1472,1.0451,1.3792,1.2564,0.911,0.0278,16.6345,-0.3134,0.2405,0.3899,-0.4496,-0.8247,0.7965,-6.4216,5.2704,2.2957,9.4037,?,-4.2846,16.9839,4.1212,13.8313,-1.6865,2.3946,8.5909,2.931,9.1515,-0.0296,1.4988,-2.6817,-1.7893,0.5571,0.7833,1.406,0.3103,0.6135,1.977,1.083,35.7238,32.9855,0,0,0.5792,0.6799,1.0276,1.5114,0.0206,14.1748,0.1597,0.5048,0.8498,7.2781,276.2863,16.6219,56,0,PANTALONI
-0.296,2.8667,1.6931,8.8648,-1.205,5.29,9.722,3.118,14.97,-0.3386,9.942,3.0819,1.7555,11.7745,0.3225,11.7247,5.1171,2.2621,13.0922,0.324,-0.0559,-0.0298,-0.0252,0.5321,0.4512,0.848,0.543,0.9645,0.7485,1.7761,1.3784,0.7761,0.2949,0.9302,0.5602,3.1545,1.8999,0.6023,1.2794,-0.8643,-0.7721,-0.6755,-0.6035,0.8933,0.3595,0.2313,0.2076,0.6435,0.5775,0.8974,0.5922,0.7529,0.6771,1.2714,1.1434,0.8994,0.0302,16.6974,-0.324,-0.2719,-0.4859,0.3037,0.6989,0.8492,1.425,10.7698,3.2817,9.9206,-0.107,2.967,1.1152,1.056,5.0282,0.0477,8.4302,2.3398,1.5296,8.0289,0.1366,0.4803,0.169,0.3519,3.1077,2.1454,0.6904,9.6575,4.6029,0.4766,-3.8042,-0.755,0.1985,1.6972,0.9638,0.5678,1.973,1.2356,0.6263,0.0243,13.8732,-0.4081,-0.8669,0.1609,3.3083,0.2615,0.5114,2,0.5,PANTALONI
