@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.0266,5.18,2.276,9.7515,-0.7866,0.564,9.6881,3.1126,12.6947,-0.8571,9.7995,25.4726,5.047,21.117,-0.0386,10.8173,19.6776,4.4359,17.9604,0.1328,-0.0471,-0.0027,-0.0025,0.0576,0.0521,0.9059,0.7312,0.451,0.5131,0.6167,0.7017,1.1378,0.5347,0.2034,0.2632,0.3803,0.4923,1.2945,0.7328,5.4686,-1.5605,7.4624,-2.1294,-0.2854,0.7984,0.2684,0.2635,0.3362,0.3301,0.9817,0.7682,0.4618,0.5429,0.6012,0.7068,1.1758,0.1022,14.3891,0.166,-0.382,-0.3091,0.2836,0.2678,0.9802,-16.1892,61.9321,7.8697,28.4393,?,-5.5347,76.7024,8.758,27.5375,-0.9205,-24.9623,86.8531,9.3195,32.6385,?,2.9251,0.6485,0.2217,0.8986,0.8444,0.9397,0.8074,0.7131,0.8831,2.1547,0.8713,0.4044,0,1,0,1.0327,0.8713,0.8437,0.3152,50.7933,-0.9389,-0.9029,0.9875,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.3799,4.6222,2.1499,9.8197,-0.9745,5.6808,25.5599,5.0557,21.5123,-0.4385,9.256,4.5323,2.1289,8.7165,0.317,12.018,8.3707,2.8932,13.1818,0.2923,0.0669,0.041,0.0316,0.6137,0.4727,0.7702,0.4252,1.0099,0.7431,2.3748,1.7474,0.7358,0.1808,1.0198,0.5522,5.6396,3.0535,0.5414,0.739,-1.1979,-0.8903,-1.6209,-1.2047,0.7432,0.3326,0.3897,0.267,1.1718,0.8029,0.6852,0.4565,1.1266,0.7449,2.468,1.632,0.6613,0.1144,17.5562,-0.6082,-0.0175,-0.4926,0.0287,0.6113,0.7288,6.7039,196.825,14.0294,43.7378,-1.5851,-28.1735,53.25,7.2973,33.8989,?,-21.7122,6.6239,2.5737,28.1998,?,-0.238,-0.3088,1.2976,1.9226,5.4511,2.8353,3.6962,29.7144,8.0391,0.7911,0.951,1.2021,0,0,1,1.2902,1.551,1.2021,0.381,64.1834,-0.8945,0.4615,-0.1957,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.2895,10.4433,3.2316,15.9944,-0.7211,7.034,25.3648,5.0364,25.7587,-0.2758,9.619,16.1142,4.0143,14.7856,0.1104,12.9828,25.456,5.0454,21.1076,0.1014,0.0412,0.0301,0.0223,0.7313,0.5418,0.7409,0.6417,0.805,0.6405,1.2546,0.9982,0.7956,0.4117,0.6481,0.4102,1.5741,0.9964,0.633,1.2034,-3.6509,-2.8129,-3.0339,-2.3376,0.7705,0.4603,0.5591,0.3956,1.2147,0.8595,0.7076,0.6209,1.0818,0.7578,1.7422,1.2204,0.7005,0.1255,19.4766,-0.641,-0.08,-0.3426,0.4285,0.7746,0.8487,11.0375,206.2527,14.3615,48.1796,-1.262,-28.2725,17.1155,4.1371,32.8186,?,-25.9912,6.1539,2.4807,30.6,?,-0.3904,-0.4247,1.0878,3.4714,5.7893,1.6677,12.0506,33.5159,2.7813,0.819,0.8784,1.0725,0,0,1,1.4681,1.5745,1.0725,0.4206,71.4009,-0.7205,0.4119,-0.2614,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.3682,14.5006,3.808,25.0521,-0.345,3.1916,23.5579,4.8536,24.2033,-0.4935,10.3621,25.0493,5.0049,25.6317,0.1244,12.2947,29.6434,5.4446,31.0703,0.1259,0.1154,0.0355,0.0299,0.308,0.2596,0.8428,0.7846,0.7608,0.6994,0.9698,0.8915,0.9193,0.6155,0.5789,0.4892,0.9405,0.7947,0.845,0.8035,-1.7645,-1.4359,-2.1959,-1.787,0.8138,1.1493,0.6363,0.524,0.5536,0.4559,0.8236,1.0351,0.9774,0.8063,0.9443,0.779,0.825,0.113,17.6472,0.4404,0.316,0.3743,-0.1483,0.1233,0.9168,-27.7031,82.0233,9.0567,43.6875,?,-16.2337,16.5174,4.0642,26.3125,?,-32.5254,159.6268,12.6343,44.5,?,1.7065,0.8517,0.4991,2.2284,0.7168,0.3217,4.9659,0.5138,0.1035,1.6603,0.9817,0.5913,1,1,1,1.6603,0.9817,0.5913,0.4761,76.4622,0.6761,-0.944,-0.7059,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-0.1966,0.5169,0.719,3.2848,-1.578,3.5134,1.2906,1.136,5.1963,0.0561,9.1387,2.2627,1.5042,7.9923,0.3939,9.8945,2.067,1.4377,7.6024,0.4592,-0.0559,-0.0215,-0.0199,0.3845,0.3551,0.9236,0.6329,0.478,0.5001,0.7552,0.7902,1.0463,0.4005,0.2284,0.2501,0.5704,0.6244,1.0947,-6.516,-0.3872,-0.3115,0.0594,0.0478,0.8045,0.2315,0.0966,0.0906,0.4175,0.3916,0.9379,0.6322,0.411,0.4321,0.6502,0.6835,1.0513,0.1113,13.2634,-0.6238,0.3962,0.1928,0.0377,0.2981,0.9604,-0.527,407.7308,20.1923,62.625,-1.7833,-36.5518,9.9251,3.1504,40.6875,?,-31.2798,32.0811,5.664,35.375,?,0.0144,0.0168,1.1685,6.4094,3.565,0.5562,41.0808,12.7094,0.3094,0.9862,1.1343,1.1502,0,0,1,1.5392,1.7703,1.1502,0.5467,85.5021,0.8093,-0.8267,-0.3529,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.2124,0.3739,0.6115,2.7131,-0.4358,10.2628,10.6381,3.2616,12.4584,0.2921,9.3886,9.0865,3.0144,11.5531,0.3101,13.9246,19.7198,4.4407,16.9594,0.3021,0.0207,0.0226,0.0153,1.0931,0.737,0.6742,0.1875,0.2028,0.1377,1.082,0.7345,0.6788,0.0351,0.0411,0.019,1.1708,0.5395,0.4608,-0.1602,-0.1585,-0.1122,0.9897,0.7002,0.7075,0.1074,0.1128,0.0778,1.0509,0.7242,0.6892,0.2178,0.2348,0.16,1.0784,0.7346,0.6812,0.1377,20.1574,0.4522,0.3812,0.4225,0.9937,0.9988,0.998,5.2866,0.6699,0.8185,3,0.5457,-40.919,0.6561,0.81,42.409,?,-23.3313,3.6831,1.9192,25.6384,?,-0.1292,-0.2266,1.7538,1.0105,0.4265,0.4221,1.0211,0.1819,0.1781,-0.085,-0.1405,1.6541,0,0,1,0.0707,0.117,1.6541,0.4693,69.5369,0.2256,-0.0676,-0.9369,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-0.3913,1.8877,1.3739,5.6958,-1.6171,-8.3423,3.6572,1.9124,15.3738,?,10.3257,3.8907,1.9725,7.6452,0.5093,13.3877,6.5717,2.5635,10.8956,0.4747,0.0469,-0.0379,-0.0292,-0.8079,-0.6231,0.7713,0.7184,0.6966,0.536,0.9695,0.746,0.7694,0.5162,0.4852,0.2872,0.94,0.5565,0.592,0.2289,-0.4435,-0.3574,-1.9373,-1.5613,0.8059,0,0.1397,0.1049,0,0,0.7512,0.3705,0.745,0.5228,2.0109,1.411,0.7017,0.1315,19.8793,0.4779,-0.1437,-0.3258,-0.7112,-0.9102,0.9373,-32.0285,43.5006,6.5955,45.9345,?,26.7142,60.2965,7.7651,28.4002,0.1978,14.7521,5.5592,2.3578,12.8463,0.2854,-1.1989,-2.1711,1.8109,0.8494,2.7973,3.2934,0.7214,7.8249,10.8462,-6.561,-8.9519,1.3644,0,0,1.9692,1.6174,3.5757,2.2108,0.438,73.4948,0.9862,0.6588,0.7453,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.6197,3.9247,1.9811,7.7822,-0.5565,0.9607,33.0533,5.7492,23.6986,-1.473,9.8129,12.5365,3.5407,17.0265,0.1677,11.4772,15.3884,3.9228,20.5303,0.1588,0.645,0.0631,0.054,0.0979,0.0837,0.855,0.3446,0.5595,0.505,1.6237,1.4656,0.9026,0.1187,0.3131,0.255,2.6366,2.1479,0.8147,0.1971,-0.8112,-0.7182,-4.1149,-3.6432,0.8854,0.5217,0.2444,0.2049,0.4685,0.3927,0.8382,0.3284,0.4571,0.3791,1.3919,1.1543,0.8293,0.1051,16.3214,-0.5099,0.1261,0.3155,-0.5656,-0.5413,0.9188,-33.3606,63.4614,7.9663,43.8599,?,1.2418,113.2755,10.6431,32.4585,-1.9726,-17.8642,189.6785,13.7724,37.1384,-10.4644,-26.8642,1.8675,-0.0695,0.7485,0.5784,0.7728,0.5602,0.3346,0.5972,2.0363,1.2938,0.6354,0,0,3.3707,1.3513,1.181,0.874,0.4028,61.5055,0.7979,-0.9412,-0.9284,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0705,0.0267,0.1633,0.7233,-1.2375,11.0546,1.0666,1.0328,5.4557,0.6302,9.4609,0.6422,0.8014,4.7322,0.6305,14.5522,1.6873,1.299,7.2226,0.6303,-0.0064,-0.0074,-0.0048,1.1684,0.7597,0.6501,0.1581,0.2037,0.1257,1.2888,0.7951,0.6169,0.025,0.0415,0.0158,1.6609,0.6321,0.3806,-0.043,-0.0495,-0.0325,1.1515,0.755,0.6557,0.0219,0.0252,0.0165,1.152,0.7551,0.6555,0.1326,0.1528,0.1001,1.1529,0.7554,0.6552,0.1565,20.6585,0.1045,0.0191,0.07,0.9786,0.9966,0.9923,-12.5173,0.1692,0.4114,13.3194,?,-38.1586,0.0678,0.2603,38.6398,?,18.1552,0.479,0.6921,2.3392,0.8789,0.328,-0.6895,-2.1018,1.5803,0.5944,0.3762,2.4972,0.3533,0.1415,0.3447,-0.7844,-2.2756,1,0,0,0.3447,5.6941,16.5186,0.4739,68.8311,0.4388,0.4138,0.5525,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.015,3.5111,1.8738,10.0518,-0.7702,5.345,55.6457,7.4596,33.9618,-0.1937,9.2829,19.3476,4.3986,19.4244,-0.0886,12.1374,45.9279,6.777,30.7535,0.0867,0.0028,0.0016,0.0012,0.5758,0.4404,0.7648,0.2512,0.426,0.2765,1.6959,1.1007,0.649,0.0631,0.1815,0.0764,2.8761,1.2116,0.4213,0.7936,2.7673,-1.4978,3.4869,-1.8874,-0.5413,0.1996,0.3182,0.1686,1.5944,0.8449,0.5299,0.296,0.5175,0.3269,1.7484,1.1043,0.6316,0.1152,17.1796,-0.1201,-0.1027,-0.1085,0.583,0.884,0.8489,-42.7792,86.3313,9.2915,51.7197,?,4.0862,209.1287,14.4613,51.0574,-1.0457,-13.4257,117.4117,10.8357,31.8588,?,-10.4691,3.1864,-0.3044,0.6425,0.8575,1.3346,0.4128,0.7353,1.7812,1.9817,1.6234,0.8192,0,1,0,1.013,1.6234,1.6026,0.4841,68.0933,0.7023,-0.9626,-0.7889,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
