@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
2.2569,5.7572,2.3994,7.368,-0.2446,1.2154,7.3165,2.7049,7.7335,-0.4977,1.8171,7.2124,2.6856,10.5399,-0.3154,5.1921,3.2004,1.789,8.1472,0.1751,1.8569,1.242,0.4347,0.6689,0.2341,0.35,0.8871,0.8934,1.3412,1.0072,1.512,1.5012,0.7869,0.7982,1.7989,1.0144,2.2862,2.2536,0.5635,0.573,-0.8376,1.0168,-1.4865,-1.4619,1.1465,0.7388,0.5994,0.6444,0.5229,0.8113,0.9527,0.6991,0.9044,0.7337,0.9492,1.2937,0.0628,7.8619,-0.5617,0.7793,0.6132,-0.6849,-0.1755,0.6761,-22.958,4.922,2.2186,26,?,12.1722,50.5905,7.1127,22.7571,-0.1957,-29.678,8.6308,2.9378,35.7089,?,-1.8861,0.7736,-0.4101,0.3119,0.7552,2.4211,0.0973,0.5703,5.8616,6.9792,0.7281,0.1043,0,1,0,1.1425,0.7281,0.6373,0.7889,65.103,-0.46,-0.6057,0.963,1100,0,0,0,1,DESTRA_PANTALONI
2.0425,13.117,3.6217,12.0393,-0.2297,-2.2327,1.6747,1.2941,5.4174,-3.0765,1.3683,18.2734,4.2747,14.2179,-0.3953,5.7706,10.7947,3.2855,12.7174,0.1015,-0.9148,1.4927,0.3539,-1.6318,-0.3869,0.2371,2.7987,0.8472,1.1023,0.3027,0.3939,1.3011,7.8324,0.7178,1.2151,0.0916,0.1551,1.6928,0.5501,0.5584,-1.5652,1.0151,-2.8451,-2.8029,7.3669,0.9607,0.6917,0.1304,0.0939,0.7199,2.2223,0.8468,0.9467,0.381,0.426,1.118,0.0664,8.8003,0.7451,0.9703,0.8637,0.751,0.5352,0.8416,-26.166,10.017,3.165,30.3,?,1.7752,121.912,11.0414,35.3099,-0.751,-27.5579,16.1462,4.0182,32.4313,?,-14.7396,0.9495,-0.0644,0.2866,0.7877,2.7478,0.0822,0.6204,7.5505,2.0007,0.9343,0.467,0,1,0,0.8581,0.9343,1.0888,0.7609,63.3159,-0.6402,-0.5386,0.9824,1100,0,0,0,1,DESTRA_PANTALONI
-0.33,1.9528,1.3974,5.4367,-0.9727,1.0902,2.455,1.5669,7.0964,-0.5839,1.4469,13.5445,3.6803,14.0282,-0.5231,4.0783,4.7107,2.1704,8.7105,0.1561,-0.3026,-0.228,-0.0809,0.7535,0.2673,0.3548,0.8919,0.3797,0.6439,0.4257,0.7219,1.6957,0.7954,0.1442,0.4145,0.1813,0.5212,2.8753,1.0247,0.5564,-1.6633,0.543,-1.6232,-2.9894,0.6151,0.2992,0.267,0.4864,0.434,0.8923,0.7661,0.3876,0.6242,0.5059,0.8147,1.6105,0.0368,6.0169,0.2286,0.4672,0.5505,0.783,0.5568,0.7347,-11.826,95.9703,9.7964,27.5,-3.3651,-15.3242,2.3182,1.5226,18.6268,?,-31.6653,0.9971,0.9985,33.5525,?,0.7717,0.3735,0.4839,6.4342,9.8107,1.5248,41.3987,96.2493,2.3249,1.1381,0.6318,0.5552,0,0,1,1.4764,0.8196,0.5552,0.7423,60.5395,0.2168,-0.81,-0.599,1100,0,0,0,1,DESTRA_PANTALONI
-0.3536,3.2383,1.7995,9.4048,-0.6157,1.4091,2.705,1.6447,6.8544,-0.0922,1.5314,23.5365,4.8514,18.1674,-0.5282,4.8083,10.8162,3.2888,12.0627,0.0558,-0.251,-0.2309,-0.0735,0.9202,0.2931,0.3185,1.0941,0.3709,0.5472,0.339,0.5001,1.4751,1.1972,0.1376,0.2994,0.1149,0.2501,2.1761,6.1962,0.5707,-5.0279,0.0921,-0.8114,-8.8098,0.9275,0.4897,0.4556,0.5279,0.4913,0.9305,1.3721,0.5177,0.7797,0.3773,0.5682,1.5061,0.0422,6.7829,0.4287,0.2044,0.0675,0.7068,0.809,0.6772,-14.764,18.4543,4.2958,24.9,?,-3.1779,9.1881,3.0312,12.3099,-75.0071,-22.8813,1.3362,1.1559,24.2372,?,4.6459,0.6452,0.1389,1.4172,3.7164,2.6223,2.0085,13.8113,6.8765,2.0497,1.0273,0.5012,0,1,0,2.0228,1.0273,0.5079,0.5483,40.8523,0.9379,-0.8806,-0.9292,1100,0,0,0,1,DESTRA_PANTALONI
1.7728,12.0488,3.4711,11.7898,-0.4848,-1.1723,13.2483,3.6398,11.184,-1.3929,1.6965,13.8077,3.7159,13.3823,-0.7958,6.1688,8.4456,2.9061,8.9132,0.2237,-1.5122,1.045,0.2874,-0.6911,-0.19,0.275,0.9537,0.9341,1.1944,0.9795,1.2525,1.2786,0.9095,0.8726,1.4266,0.9595,1.5687,1.6349,0.5913,0.6491,-1.4989,1.0977,-2.5351,-2.3094,1.6989,1.0656,0.6916,0.6272,0.4071,0.649,1.0542,0.881,1.3227,0.8357,1.2548,1.5014,0.0544,9.611,0.8882,0.8422,0.6415,0.8461,0.4178,0.4566,-18.09,57.3501,7.573,29.3,?,8.2606,158.8081,12.6019,34.2571,-0.2589,-17.4042,13.972,3.7379,22.1671,?,-2.1899,1.0394,-0.4746,0.6009,2.026,3.3714,0.3611,4.1046,11.3661,4.1585,1.3218,0.3178,0,1,0,0.8553,1.3218,1.5454,0.5285,47.4088,0.1139,0.0775,0.986,1100,0,0,0,1,DESTRA_PANTALONI
1.4456,11.1705,3.3422,10.3951,-0.4805,-0.4598,2.8106,1.6765,6.6754,-0.9231,0.8118,17.6643,4.2029,16.0502,-0.55,5.356,5.9192,2.4329,11.2475,0.1025,-3.1439,1.7807,0.2699,-0.5664,-0.0858,0.1516,1.9936,0.7952,1.3737,0.3989,0.6891,1.7275,3.9744,0.6324,1.8871,0.1591,0.4748,2.9842,1.0528,0.5923,-2.6262,0.5626,-2.4944,-4.4337,2.0229,0.6781,0.5603,0.3352,0.277,0.8263,1.5572,0.6477,0.9242,0.4159,0.5935,1.427,0.0344,8.0675,0.5969,0.8628,0.7167,0.5962,0.1868,0.6455,-24.0589,34.0246,5.8331,30.8529,?,8.1388,131.8212,11.4813,37.3233,-0.43,-32.6013,31.332,5.5975,40.324,?,-2.9561,0.738,-0.2496,0.508,1.0421,2.0512,0.2581,1.0859,4.2072,2.7489,0.7651,0.2783,0,1,0,0.8266,0.7651,0.9256,0.8265,68.1495,-0.6378,-0.6912,0.9806,1100,0,0,0,1,DESTRA_PANTALONI
3.7289,27.6503,5.2584,19.7616,-0.5204,-1.2501,24.2896,4.9285,16.0565,-1.0739,0.7221,26.4764,5.1455,21.7394,-1.1164,9.2527,8.7921,2.9652,11.2113,0.3068,-2.9829,5.1642,0.403,-1.7313,-0.1351,0.078,1.0669,1.0219,1.7734,0.9578,1.6621,1.7353,1.1384,1.0443,3.1449,0.9174,2.7627,3.0114,0.8135,0.5898,-1.3629,0.725,-1.6753,-2.3107,1.6788,1.2654,0.8036,0.7537,0.4787,0.6351,1.2308,0.909,1.7627,0.7386,1.4322,1.9391,0.0412,14.6067,-0.3507,0.6407,0.6357,-0.4927,-0.4079,0.4196,-15.1,45.0889,6.7148,22.5586,?,20.7018,229.8271,15.16,43.8583,-0.256,-27.1676,44.4389,6.6663,38.3392,?,-0.7294,0.5558,-0.762,0.4429,1.0073,2.2741,0.1962,1.0146,5.1718,2.5237,0.5884,0.2331,0,1,0,0.5144,0.5884,1.144,0.385,64.5204,0.6431,0.5418,0.9806,1100,0,0,0,1,DESTRA_PANTALONI
1.9593,10.8563,3.2949,14.2467,-0.5932,-2.0165,10.6725,3.2669,12.8155,-1.6855,-0.1234,12.3584,3.5155,13.745,-1.2265,6.2399,2.8716,1.6946,7.6288,0.2593,-0.9716,-15.882,0.314,16.3458,-0.3232,-0.0198,1.0086,0.9373,1.9444,0.9293,1.9278,2.0745,1.0172,0.8785,3.7806,0.8636,3.7166,4.3037,0.6595,0.7006,-1.9859,1.0623,-3.0112,-2.8345,1.8738,1.4484,0.8682,0.773,0.4633,0.5994,1.1117,1.0365,1.8675,0.9324,1.6799,1.8017,0.0299,9.3551,0.5463,0.1463,-0.057,-0.2718,-0.3681,0.1784,-18.3555,80.4856,8.9714,36.6577,-3.9677,5.5219,404.3094,20.1074,53.5187,-0.441,-30.4385,41.2669,6.4239,40.4999,?,-3.3241,0.603,-0.1814,0.4462,1.3966,3.1301,0.1991,1.9504,9.7974,1.7876,0.7229,0.4044,0.1987,0,0,0.685,0.9051,1.3215,0.3827,67.3071,0.2473,0.0337,0.9694,1100,0,0,0,1,DESTRA_PANTALONI
3.6663,20.2399,4.4989,16.1037,-0.427,-2.6344,22.1306,4.7043,16.8765,-1.0853,1.0268,21.9913,4.6895,20.428,-0.8873,8.7799,8.7108,2.9514,11.5863,0.2771,-1.3917,3.5706,0.4176,-2.5656,-0.3,0.1169,0.9563,0.9594,1.5243,1.0032,1.5939,1.5889,0.9146,0.9204,2.3235,1.0063,2.5406,2.5246,0.5487,0.5018,-1.0852,0.9145,-1.9779,-2.1627,1.3943,1.0426,0.7041,0.7477,0.505,0.6753,0.9542,0.7883,1.3899,0.8261,1.4566,1.7631,0.0487,13.9512,0.0351,0.501,0.6974,-0.3502,-0.1833,0.3193,-27.2599,102.7674,10.1374,37.3199,?,20.7696,362.7791,19.0468,56.9992,-0.2996,-12.2713,79.2046,8.8997,26.8799,?,-1.3125,2.2214,-1.6925,0.5322,1.1391,2.1402,0.2833,1.2975,4.5803,2.8403,1.3884,0.4888,0,1,0,0.6547,1.3884,2.1205,0.3792,63.403,0.8272,0.8146,0.9819,1100,0,0,0,1,DESTRA_PANTALONI
5.5295,8.6907,2.948,9.0703,0.0637,-1.9922,0.8942,0.9456,3.4648,-60.1724,-1.4485,2.7557,1.66,6.1953,-3.3873,6.5116,6.5817,2.5655,8.433,0.1519,-2.7756,-3.8174,0.8492,1.3753,-0.3059,-0.2225,3.1175,1.7759,1.1491,0.5696,0.3686,0.6471,9.7188,3.1537,1.3204,0.3245,0.1359,0.4187,-0.1811,-0.129,0.4087,0.7125,-2.2571,-3.1677,171.0345,6.8603,0.9743,0.0401,0.0057,0.142,2.6178,1.4641,1.0756,0.5593,0.4109,0.7347,0.5503,9.3377,-0.5998,0.6604,0.9738,-0.0703,-0.7017,0.5104,-26.2045,116.9326,10.8135,40.0625,?,-5.2472,36.1179,6.0098,20.8125,-0.8814,-25.2315,202.0061,14.2129,42.3125,-24.0741,4.994,1.0386,0.208,1.7993,0.7608,0.4228,3.2375,0.5789,0.1788,4.109,0.9862,0.24,0,0,6.5556,1.9249,0.9468,0.4919,0.8353,59.0781,-0.7757,-0.9484,0.929,125000,0,0,0,1,DESTRA_PANTALONI
