@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.5177,1.1199,1.0583,5.8393,-0.6111,0.0103,2.3443,1.5311,8.634,-1.0789,-0.3657,1.3478,1.1609,6.3801,-0.8794,1.9792,1.2966,1.1387,4.9789,0.0656,50.0712,-1.4154,0.2616,-0.0283,0.0052,-0.1848,0.6912,0.9116,0.9294,1.3189,1.3446,1.0195,0.4777,0.831,0.8638,1.7394,1.8081,1.0395,0.4943,0.7419,-6.3389,1.5009,-12.8235,-8.5437,0.8727,1.0676,0.6802,1.2234,0.7795,0.6371,0.6763,0.9152,1.1728,1.3533,1.7341,1.2814,0.0017,2.9225,0.7467,-0.1212,0.1934,-0.0639,0.0875,-0.1842,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
0.0619,0.6935,0.8328,3.6957,-0.838,0.2018,0.7467,0.8641,2.9082,-0.4336,-0.3744,0.12,0.3463,1.5824,-5.7109,1.1573,0.4056,0.6369,2.6435,0.0377,0.3065,-0.1652,0.0534,-0.539,0.1744,-0.3235,0.9638,2.4045,1.3076,2.4949,1.3567,0.5438,0.9289,5.7817,1.7098,6.2245,1.8407,0.2957,1.9157,1.2512,-16.2732,0.6532,-8.4948,-13.0058,0.9912,8.5275,0.732,8.603,0.7385,0.0858,1.2708,2.3355,1.398,1.8378,1.1001,0.5986,0.0011,1.7794,0.4616,-0.0269,0.294,-0.6498,0.7843,-0.6301,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
0.1457,3.9113,1.9777,12.6964,-0.8087,-0.5536,4.6281,2.1513,11.906,-0.8187,-0.5713,9.2381,3.0394,28.2949,-0.719,3.5465,5.8538,2.4195,17.546,0.0207,-0.2632,-0.2551,0.0411,0.969,-0.1561,-0.1611,0.9193,0.6507,0.8174,0.7078,0.8892,1.2562,0.8451,0.4234,0.6682,0.501,0.7906,1.5781,1.0592,0.4797,-15.2838,0.4529,-14.4299,-31.864,1.0723,0.4265,0.3918,0.3977,0.3654,0.9187,1.0664,0.4487,0.7236,0.4208,0.6786,1.6126,0.0022,5.2889,0.59,0.1995,-0.052,-0.0148,-0.1222,-0.0944,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
0.1458,2.3117,1.5204,7.9826,-0.3648,0.0382,1.2492,1.1177,4.3485,-0.5047,-0.1924,0.7085,0.8417,3.513,-1.9962,1.8143,1.0375,1.0186,6.1498,0.0539,3.8214,-0.7579,0.0804,-0.1983,0.021,-0.106,1.3603,1.8063,1.4927,1.3279,1.0973,0.8264,1.8505,3.2629,2.2282,1.7632,1.2041,0.6829,1.4629,0.9116,-6.0862,0.6232,-4.1604,-6.6762,2.0239,4.9885,0.8998,2.4648,0.4446,0.1804,1.8357,2.2723,1.298,1.2378,0.7071,0.5712,0.0007,2.774,0.2086,-0.1695,0.4583,-0.565,0.6394,-0.4735,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
-0.505,4.9179,2.2176,14.6914,-1.4396,-0.6915,5.5655,2.3591,13.9178,-1.4615,0.3465,4.8101,2.1932,10.5063,-0.9532,3.4533,4.2215,2.0546,9.5332,0.0194,0.7304,-1.4575,-0.1462,-1.9956,-0.2002,0.1003,0.94,1.0111,1.0793,1.0757,1.1482,1.0674,0.8836,1.0224,1.165,1.157,1.3184,1.1394,1.0491,1.6908,-45.9551,1.6117,-43.8043,-27.1798,1.065,1.1196,0.6194,1.0512,0.5816,0.5533,1.0556,1.3983,1.5411,1.3247,1.4599,1.1021,0.0024,5.2047,-0.2566,-0.447,-0.3918,0.2932,-0.122,0.3366,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
-1.512,6.4925,2.548,10.1875,-15.1486,-0.9277,4.2069,2.0511,8.2422,-4.7259,-0.5523,3.3776,1.8378,6.2891,-1.2934,3.137,7.6883,2.7728,9.6514,0.0457,1.6298,2.7374,-0.482,1.6796,-0.2957,-0.1761,1.2423,1.3864,0.9189,1.116,0.7397,0.6628,1.5433,1.9222,0.8445,1.2455,0.5472,0.4393,1.4048,2.6944,-20.6599,1.918,-14.7064,-7.6678,0.4383,0.2301,0.0624,0.5249,0.1423,0.2711,1.236,1.6199,1.0556,1.3106,0.854,0.6516,0.0422,4.6816,0.7715,0.284,-0.9443,0.3475,-0.8469,-0.3457,?,?,?,?,?,125000,0,0,0,1,SINISTRA_PANTALONI
0.299,7.7911,2.7913,17.8295,-0.3875,-0.9502,3.9126,1.978,10.4481,-1.1866,-0.0352,10.8043,3.287,25.7972,-0.6665,4.3046,4.9716,2.2297,19.54,0.0314,-0.3147,-8.4986,0.0695,27.0042,-0.2207,-0.0082,1.4111,0.8492,1.2518,0.6018,0.8871,1.4742,1.9913,0.7211,1.5671,0.3621,0.787,2.1732,0.8782,0.4826,-7.8559,0.5496,-8.9453,-16.2775,2.6893,0.8301,0.637,0.3087,0.2369,0.7673,1.7065,0.6911,0.9125,0.405,0.5347,1.3202,0.0027,6.4572,0.2387,0.2642,0.2505,-0.0277,-0.1061,0.1304,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
0.0776,6.3933,2.5285,18.1574,-0.554,-1.0979,5.1376,2.2666,11.1836,-1.3411,-0.0753,7.4626,2.7318,17.7849,-0.5482,4.0496,3.8112,1.9522,15.5388,0.0522,-0.0707,-1.0315,0.0192,14.5878,-0.2711,-0.0186,1.1155,0.9256,1.2952,0.8297,1.161,1.3993,1.2444,0.8567,1.6775,0.6884,1.348,1.9581,1.0104,1.0279,-7.5629,1.0173,-7.4848,-7.3574,2.4459,1.0171,0.7127,0.4158,0.2914,0.7007,1.6236,1.0209,1.1685,0.6288,0.7197,1.1446,0.003,6.1517,0.2779,0.3965,0.0325,0.1459,-0.2121,0.1916,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
-0.223,2.6856,1.6388,9.0379,-0.7029,-0.1301,1.8392,1.3562,5.3432,-0.8824,-0.3507,0.4696,0.6853,3.5459,-2.0515,2.0491,0.9853,0.9926,5.6789,0.0735,1.7143,0.6358,-0.1088,0.3709,-0.0635,-0.1712,1.2084,2.3913,1.6509,1.9789,1.3662,0.6904,1.4602,5.7183,2.7256,3.9161,1.8666,0.4766,1.4895,1.565,-8.2835,1.0507,-5.5613,-5.2931,1.8697,4.5673,0.8659,2.4427,0.4631,0.1896,1.6915,2.5489,1.5915,1.5069,0.9409,0.6244,0.0012,3.0716,0.3317,-0.1989,0.1429,-0.5577,0.4833,-0.4601,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
0.0473,3.7773,1.9435,8.3533,-0.5842,0.155,1.4571,1.2071,5.4992,-0.6431,-0.295,0.6252,0.7907,3.8768,-1.5976,2.1536,1.3351,1.1555,5.1494,0.0734,0.305,-0.1603,0.022,-0.5255,0.072,-0.137,1.6101,2.458,1.682,1.5266,1.0447,0.6843,2.5923,6.0415,2.8293,2.3305,1.0914,0.4683,1.4312,1.292,-7.5467,0.9027,-5.2729,-5.8413,1.5754,3.533,0.9488,2.2425,0.6022,0.2685,1.519,2.1547,1.6222,1.4185,1.0679,0.7529,0.0009,3.2313,0.4439,-0.194,0.4022,-0.4581,0.4654,-0.4091,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
-0.2034,2.0902,1.4457,7.1397,-0.5412,0.0431,1.5291,1.2366,4.7214,-0.6956,-0.3771,0.5009,0.7078,3.1486,-1.9117,1.8581,0.853,0.9236,4.9182,0.039,-4.7183,0.5394,-0.1095,-0.1143,0.0232,-0.2029,1.1692,2.0427,1.5653,1.7471,1.3389,0.7663,1.3669,4.1725,2.4503,3.0524,1.7926,0.5873,1.2943,1.2128,-12.5638,0.937,-9.7069,-10.3596,1.6637,4.2841,0.9052,2.575,0.5441,0.2113,1.5122,2.2676,1.4517,1.4996,0.96,0.6402,0.0011,2.827,0.435,-0.2125,0.2743,-0.5211,0.4668,-0.4809,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
0.0293,5.7529,2.3985,23.2329,-0.4456,-0.6941,4.6492,2.1562,10.829,-1.3531,0.0237,4.325,2.0797,12.5428,-0.571,3.2245,4.8129,2.1938,16.0184,0.0166,-0.0422,1.236,0.0091,-29.3024,-0.2153,0.0073,1.1124,1.1533,1.0933,1.0368,0.9829,0.948,1.2374,1.3302,1.1953,1.075,0.966,0.8986,1.1502,1.571,-26.5519,1.3659,-23.0855,-16.9017,3.4921,2.0129,0.9867,0.5764,0.2825,0.4902,2.1454,1.8523,1.4504,0.8634,0.676,0.783,0.0019,4.8796,0.4386,-0.1246,-0.0334,0.213,-0.3903,0.2073,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
-0.0504,5.1954,2.2794,25.0371,-0.3574,-0.7856,3.8358,1.9585,9.4429,-1.1116,0.0471,3.9638,1.9909,10.548,-0.5757,3.1196,3.885,1.971,18.2931,0.0239,0.0642,-1.0715,-0.0162,-16.6889,-0.2518,0.0151,1.1638,1.1449,1.1564,0.9837,0.9936,1.0101,1.3545,1.3107,1.3373,0.9677,0.9873,1.0203,1.326,1.7103,-14.6953,1.2898,-11.0823,-8.5921,4.1248,2.7555,0.9842,0.668,0.2386,0.3572,2.6514,2.3736,1.3687,0.8952,0.5162,0.5766,0.0021,4.7689,0.5465,0.0891,0.0709,0.1938,-0.1667,0.2766,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
-0.0375,6.1125,2.4723,15.6479,-0.6397,-0.9545,7.6163,2.7598,13.3825,-0.766,0.3252,13.7938,3.714,21.1288,-0.6768,4.5936,7.4399,2.7276,13.3805,0.0304,0.0393,-0.1153,-0.0082,-2.9348,-0.2078,0.0708,0.8959,0.6657,0.9064,0.7431,1.0118,1.3616,0.8026,0.4431,0.8216,0.5522,1.0237,1.854,1.0517,0.7158,-14.5433,0.6806,-13.8285,-20.3169,1.2593,0.7574,0.6915,0.6014,0.5491,0.9131,1.1693,0.7406,1.1695,0.6334,1.0002,1.5791,0.0027,7.0482,0.4945,0.5471,0.3888,0.3898,0.2673,0.4618,?,?,?,?,?,1100,0,0,0,1,SINISTRA_PANTALONI
