@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.4307,13.9582,3.7361,30.4493,-0.9477,-6.5083,50.3122,7.0931,52.3637,-1.6696,9.1685,14.3097,3.7828,20.3786,-0.017,12.9891,36.469,6.039,34.5922,0.0774,0.0662,-0.047,-0.0332,-0.7098,-0.5011,0.7059,0.5267,0.9876,0.6187,1.8751,1.1746,0.6264,0.2774,0.9754,0.3827,3.5159,1.3796,0.3924,0.4524,43.5202,-5.1035,96.1977,-11.2808,-0.1173,0.797,0.7802,0.4169,0.9789,0.5231,0.5344,0.5815,1.4942,0.8802,2.5695,1.5137,0.5891,0.0281,19.2475,0.3409,-0.0421,-0.1663,-0.4682,-0.7225,0.7472,-0.6346,0.0153,0.1238,0.8241,?,0.1173,0.0343,0.1853,0.6974,-0.1485,-0.6507,0.0244,0.1561,0.85,?,-5.4118,0.9753,-0.1802,0.6684,0.7933,1.1868,0.4468,0.6292,1.4085,9.1401,0.9695,0.1061,0,1,0,1.1817,0.9695,0.8204,0.0023,1.4356,0.4744,0.1669,0.8,?,?,?,?,?,PANTALONI
0.2893,13.8094,3.7161,24.7862,-0.8249,-6.1668,65.0477,8.0652,43.628,-1.5972,8.9691,16.1124,4.014,21.5629,-0.0113,13.3355,35.6906,5.9742,29.792,0.119,-0.0469,0.0323,0.0217,-0.6876,-0.4624,0.6726,0.4608,0.9258,0.622,2.0093,1.35,0.6719,0.2123,0.8571,0.3869,4.0371,1.8225,0.4514,0.4176,46.6124,-2.7829,111.6225,-6.6641,-0.0597,0.8086,0.637,0.4016,0.7878,0.4967,0.6305,0.5681,1.1495,0.832,2.0233,1.4644,0.7238,0.0278,19.642,-0.041,-0.1307,-0.0737,-0.1915,-0.6616,0.7491,0.0635,0.0566,0.238,0.7589,-1.0773,-0.4007,0.2407,0.4906,1.4348,-1.0671,0.1914,0.2045,0.4522,1.6719,-1.0196,-0.1585,0.332,-2.094,0.485,0.5262,1.085,0.2352,0.2769,1.1772,0.5314,0.4663,0.8776,0.5263,0.4413,0.8385,0.5289,0.4539,0.8582,0.0011,1.3039,0.3495,-0.6536,-0.8884,?,?,?,?,?,PANTALONI
-0.2928,0.1915,0.4376,1.8965,-1.7624,11.9263,1.2779,1.1304,5.545,0.635,9.5724,0.521,0.7218,3.7343,0.6832,15.3067,1.647,1.2833,6.6438,0.6542,-0.0245,-0.0306,-0.0191,1.2459,0.7792,0.6254,0.3871,0.6062,0.341,1.5661,0.8808,0.5624,0.1498,0.3675,0.1163,2.4527,0.7759,0.3163,-0.1254,-0.1503,-0.0963,1.198,0.7673,0.6405,0.0452,0.0583,0.0357,1.2889,0.7906,0.6134,0.342,0.5079,0.2855,1.4849,0.8346,0.5621,0.0761,21.9308,0.0727,0.0588,0.0612,0.8528,0.9825,0.935,0.5483,0.0012,0.0345,0.1006,0.8353,-0.3236,0.0056,0.0747,0.4,?,-0.7385,0.0004,0.0208,0.7595,?,-1.6946,-0.7424,0.4381,0.4624,1.6623,3.5947,0.2138,2.7632,12.9218,-1.2747,-0.6714,0.5267,0,0,1,0.2514,0.1324,0.5267,0.0049,1.6104,0.9937,0.9309,0.9451,?,?,?,?,?,PANTALONI
-0.0994,1.5973,1.2639,7.2759,-0.9766,-6.8742,5.1051,2.2594,12.0045,?,9.9912,1.7273,1.3143,6.0263,0.5648,12.3209,3.7141,1.9272,8.7291,0.4769,0.0145,-0.01,-0.0081,-0.688,-0.5579,0.8109,0.5594,0.9616,0.6558,1.7192,1.1724,0.682,0.3129,0.9248,0.4301,2.9555,1.3745,0.4651,0.2995,-0.4597,-0.4517,-1.5352,-1.5085,0.9826,0,0.2659,0.2206,0,0,0.8297,0.6061,1.2074,0.8335,1.992,1.3752,0.6904,0.0603,17.8402,0.281,0.0094,-0.1691,-0.4667,-0.849,0.8517,-0.417,0.0055,0.0741,0.5775,?,-0.4215,0.0059,0.0771,0.6056,?,-0.0443,0.0084,0.0915,0.2975,-3.9333,0.9892,9.4034,9.506,0.9611,0.8103,0.843,0.9237,0.6565,0.7107,0.9537,2.4351,2.5532,1,0,0,0.9537,1.9415,2.0357,0.003,0.9032,-0.9713,0.5241,-0.6818,?,?,?,?,?,PANTALONI
-0.3497,1.4734,1.2138,7.1837,-0.8104,5.1121,12.1923,3.4918,12.8962,-0.43,9.5464,2.371,1.5398,7.168,0.4327,11.4207,2.9941,1.7303,7.5785,0.4744,-0.0684,-0.0366,-0.0306,0.5355,0.4476,0.8359,0.3476,0.7883,0.7015,2.2677,2.0179,0.8899,0.1208,0.6214,0.4921,5.1424,4.0721,0.7919,0.8293,-0.5881,-0.4702,-0.7092,-0.567,0.7995,0.44,0.314,0.2752,0.7137,0.6255,0.8764,0.557,1.0022,0.9479,1.7991,1.7017,0.9458,0.0539,16.2869,-0.3946,0.5036,0.2626,-0.248,0.2627,0.8424,0.1542,0.0466,0.2159,1.1403,-1.0977,0.1197,0.0083,0.0912,0.3183,-0.5858,0.8395,0.1449,0.3806,1.7918,-0.8703,1.2874,0.1836,0.1426,2.3683,0.5673,0.2395,5.6089,0.3218,0.0574,5.0756,0.7156,0.141,2.7085,0.5674,0.2095,3.5829,0.6364,0.1776,0.0043,1.271,-0.3495,0.713,0.3517,?,?,?,?,?,PANTALONI
-0.4752,9.7977,3.1301,17.6913,-1.1048,6.7429,34.2072,5.8487,24.1666,-0.6729,9.7464,9.9102,3.148,17.2737,0.1129,13.5278,11.5987,3.4057,16.3692,0.2007,-0.0705,-0.0488,-0.0351,0.6918,0.4984,0.7205,0.5352,0.9943,0.9191,1.8579,1.7173,0.9243,0.2864,0.9887,0.8447,3.4517,2.9492,0.8544,0.9553,-4.224,-2.2596,-4.4214,-2.3653,0.535,0.5818,0.4316,0.4104,0.7419,0.7054,0.9508,0.7321,1.0242,1.0808,1.399,1.4763,1.0553,0.0301,20.2318,0.7014,0.1139,0.1591,0.0197,0.1291,0.8714,0.0485,0.0242,0.1557,0.5971,-3.3969,-0.2666,0.0009,0.0299,0.3929,?,-0.8668,0.0085,0.092,0.9281,?,-0.182,-0.056,0.3076,5.2153,1.6921,0.3245,27.1989,2.8633,0.1053,1.1741,0.497,0.4233,0,0,1,1.5197,0.6433,0.4233,0.0023,1.2692,0.7692,-0.9101,-0.8744,?,?,?,?,?,PANTALONI
-0.4091,4.9601,2.2271,17.6286,-1.0653,-7.697,22.5821,4.7521,25.5614,-101.3286,9.9124,9.0024,3.0004,16.6671,0.1518,13.1033,22.5142,4.7449,26.6968,0.1211,0.0532,-0.0413,-0.0312,-0.7765,-0.5874,0.7565,0.4687,0.7423,0.4694,1.5838,1.0015,0.6323,0.2196,0.551,0.2203,2.5085,1.003,0.3999,0.3592,-3.0493,-2.4712,-8.4881,-6.8789,0.8104,34.1696,0.4344,0.281,0.0127,0.0082,0.6469,0.6897,1.0577,0.6603,1.5336,0.9575,0.6243,0.0647,19.1075,0.2056,0.2688,-0.0172,-0.4882,-0.8709,0.8402,-0.6297,0.0147,0.1211,0.8124,?,-0.3113,0.0417,0.2041,0.6438,-9.7333,-0.2524,0.0051,0.0714,0.3578,?,2.0227,2.4949,1.2335,0.5935,1.696,2.8578,0.3522,2.8765,8.1672,1.3915,2.2704,1.6316,0,1,0,1.2619,2.2704,1.7993,0.0038,1.1982,-0.828,-0.7963,0.7191,?,?,?,?,?,PANTALONI
0.2551,12.1257,3.4822,19.7543,-0.6272,3.103,78.1362,8.8395,29.8789,-1.1501,9.7462,15.6247,3.9528,20.1195,0.0502,13.7193,22.35,4.7276,25.3546,0.0758,0.0822,0.0262,0.0186,0.3184,0.2262,0.7104,0.3939,0.8809,0.7366,2.2362,1.8698,0.8361,0.1552,0.7761,0.5425,5.0008,3.496,0.6991,0.4764,-7.1657,-3.6625,-15.0412,-7.6878,0.5111,0.8736,0.5731,0.4425,0.656,0.5065,0.7721,0.6611,0.9819,0.7791,1.4851,1.1784,0.7935,0.0263,20.8099,-0.3309,0.4534,0.5637,-0.3368,-0.4167,0.9564,-0.0249,0.0535,0.2312,0.6669,-3.1754,-0.185,0.0456,0.2136,0.7917,-0.8346,-0.8325,0.0089,0.0942,0.8916,?,0.1344,0.0299,0.2222,1.0827,2.4551,2.2676,1.1722,6.0275,5.1419,1.4083,0.5689,0.404,0.3701,0,0,0.8424,0.748,0.888,0.0022,1.3003,-0.6482,-0.7758,0.9684,?,?,?,?,?,PANTALONI
-0.659,6.7897,2.6057,15.2216,-1.1641,3.6246,81.1655,9.0092,30.0193,-1.812,9.7069,9.5615,3.0922,16.6545,0.1943,13.724,16.9652,4.1189,24.1338,0.1506,-0.1818,-0.0679,-0.048,0.3734,0.2641,0.7073,0.2892,0.8427,0.6326,2.9136,2.1873,0.7507,0.0837,0.7101,0.4002,8.4888,4.7842,0.5636,0.4233,-2.0385,-1.914,-4.8159,-4.5217,0.9389,0.6589,0.3403,0.2476,0.5164,0.3757,0.7276,0.5071,0.914,0.6307,1.8025,1.2439,0.6901,0.0519,20.6449,0.2568,0.2348,0.0006,-0.3785,-0.5533,0.9234,-0.0169,0.0848,0.2912,0.9233,-3.9882,-0.2283,0.0068,0.0822,0.3264,-9.8956,-0.797,0.0246,0.1567,0.9122,?,0.0739,0.0212,0.2865,3.5409,1.8581,0.5248,12.5379,3.4526,0.2754,2.4904,0.8092,0.3249,6.1793,0,0,2.829,1.0122,0.3578,0.0041,1.2421,-0.8294,-0.935,0.8599,?,?,?,?,?,PANTALONI
-0.6044,3.2183,1.794,10.2939,-0.7187,4.2065,25.0812,5.0081,23.2926,-0.8099,9.9215,7.1622,2.6762,33.3774,0.0171,11.9,10.3471,3.2167,33.5605,0.0367,-0.1437,-0.0609,-0.0508,0.424,0.3535,0.8337,0.3582,0.6703,0.5577,1.8713,1.5569,0.832,0.1283,0.4494,0.311,3.5019,2.424,0.6922,0.413,-7.4235,-3.363,-17.9755,-8.1433,0.453,0.4654,0.1764,0.1719,0.379,0.3694,0.9746,0.4419,0.3084,0.3067,0.6979,0.694,0.9945,0.029,17.4113,-0.0843,-0.3026,-0.4497,-0.0257,0.0299,0.9372,-0.0541,0.0232,0.1524,0.6559,-1.7066,0.0701,0.024,0.1551,0.4853,-0.7259,0.2357,0.844,0.9187,1.9717,-1.0011,-0.7709,-0.2294,0.2975,0.9831,0.1659,0.1688,0.9664,0.0275,0.0285,2.026,0.4192,0.2069,0.8618,0.2459,0.2854,1.3514,0.3326,0.2461,0.0007,1.2024,0.2416,0.4124,0.9311,?,?,?,?,?,PANTALONI
0.0185,0.205,0.4528,1.919,-0.9739,5.6802,0.6011,0.7753,3.2359,0.5497,9.8939,0.3106,0.5573,3.3562,0.7232,11.4424,0.3424,0.5851,2.6761,0.7948,0.0033,0.0019,0.0016,0.5741,0.4964,0.8647,0.584,0.8125,0.7739,1.3911,1.3251,0.9525,0.3411,0.6601,0.5989,1.9353,1.7558,0.9072,-0.2397,-0.108,-0.0913,0.4505,0.3809,0.8456,0.1353,0.0802,0.0745,0.5927,0.5509,0.9294,0.593,0.5718,0.7171,0.9642,1.2092,1.2542,0.0305,15.957,0.0143,-0.3071,-0.2327,-0.0887,0.5844,0.7545,-0.0241,0.0109,0.1044,0.4074,-3.759,-0.7551,0.0002,0.013,0.776,?,-0.3543,0.0014,0.0374,0.4845,?,0.0319,0.0679,2.1312,8.0116,2.7939,0.3487,64.185,7.8057,0.1216,0.4147,0.6642,1.6017,0,0,1,0.525,0.8409,1.6017,0.0022,1.1835,-0.1335,0.9416,-0.4215,?,?,?,?,?,PANTALONI
-0.569,3.234,1.7983,12.5815,-0.5959,3.7459,29.0053,5.3857,21.317,-0.6558,9.756,7.89,2.8089,18.5985,0.0514,11.8393,9.495,3.0814,17.744,0.1095,-0.1519,-0.0583,-0.0481,0.384,0.3164,0.824,0.3339,0.6402,0.5836,1.9173,1.7478,0.9116,0.1115,0.4099,0.3406,3.6762,3.0548,0.831,0.5564,-4.6609,-2.1522,-8.3764,-3.8678,0.4618,0.6124,0.4021,0.3956,0.6566,0.6461,0.9839,0.5902,0.6765,0.7091,1.1462,1.2014,1.0482,0.0284,16.6939,0.1033,0.0424,-0.0774,-0.0111,0.4097,0.8346,-0.1429,0.1511,0.3888,1.1972,-0.956,0.0623,0.0733,0.2707,0.8817,-0.7331,-0.0467,0.6777,0.8232,1.9461,-1.0005,-2.2935,3.0582,-1.3334,1.4361,0.4722,0.3288,2.0624,0.223,0.1081,1.569,0.6012,0.3832,1.2032,0.6292,0.5229,1.3579,0.6152,0.453,0.0004,1.4137,0.9262,0.7878,0.885,?,?,?,?,?,PANTALONI
0.0435,0.3843,0.6199,2.543,-0.9744,5.0181,0.7568,0.8699,4.4127,0.3472,9.9936,0.7073,0.841,4.8093,0.6492,11.231,0.7677,0.8762,4.912,0.6672,0.0087,0.0044,0.0039,0.5021,0.4468,0.8898,0.7126,0.7371,0.7075,1.0344,0.9929,0.9599,0.5078,0.5433,0.5005,1.07,0.9858,0.9213,-0.5346,-0.141,-0.1274,0.2637,0.2383,0.9039,0.1905,0.0939,0.0873,0.493,0.458,0.9289,0.5763,0.5288,0.5177,0.9175,0.8983,0.9791,0.0314,15.5209,0.8307,-0.2097,0.176,0.0878,0.5112,0.899,-0.1824,0.0003,0.0181,0.2228,?,-0.6878,0.0002,0.0124,0.7092,?,-0.4865,0.0001,0.0078,0.4995,?,0.2651,0.3748,1.4138,1.4555,2.3243,1.5969,2.1185,5.4022,2.55,0.3142,0.4461,1.4199,1,1,1,0.3142,0.4461,1.4199,0.0024,1.3567,-0.9736,0.5743,-0.6921,?,?,?,?,?,PANTALONI
-0.3911,1.3626,1.1673,7.8618,-2.0894,3.0626,6.256,2.5012,14.0884,-0.6505,10.0903,2.9002,1.703,15.0496,0.2595,10.891,3.2516,1.8032,15.8278,0.2702,-0.1277,-0.0388,-0.0359,0.3035,0.2812,0.9265,0.4667,0.6854,0.6473,1.4687,1.3871,0.9444,0.2178,0.4698,0.4191,2.1571,1.924,0.8919,0.9576,-1.0083,-0.9074,-1.053,-0.9476,0.8999,0.2981,0.1252,0.1173,0.42,0.3936,0.9371,0.558,0.5224,0.4967,0.9361,0.8901,0.9508,0.0284,14.6824,0.4456,-0.2186,-0.0547,-0.1406,0.0462,0.9649,0.0157,0.0082,0.0905,0.2818,-1.3282,-0.1518,0.0045,0.0672,0.5488,?,-0.8287,0.0173,0.1315,0.9314,?,-0.1036,-0.019,0.1832,1.3451,0.6881,0.5116,1.8094,0.4735,0.2617,0.2929,0.1726,0.5892,0,0,1,0.5134,0.3025,0.5892,0.0023,1.0633,0.5884,-0.609,-0.847,?,?,?,?,?,PANTALONI
-0.0898,0.2539,0.5038,2.2416,-1.0587,7.0017,0.6026,0.7763,3.4902,0.6028,9.9372,0.5649,0.7516,4.197,0.6693,12.1889,0.6305,0.794,4.0233,0.725,-0.0128,-0.009,-0.0074,0.7046,0.5744,0.8153,0.6491,0.6704,0.6345,1.0328,0.9776,0.9466,0.4213,0.4494,0.4027,1.0667,0.9558,0.896,-0.2177,-0.1357,-0.1087,0.6236,0.4993,0.8006,0.1239,0.0858,0.0744,0.6924,0.6005,0.8673,0.6423,0.5341,0.5572,0.8316,0.8675,1.0432,0.0326,17.3697,-0.1014,-0.3677,-0.3446,0.0794,0.6281,0.8247,-0.1155,0.0012,0.0342,0.2022,?,-0.7145,0.0001,0.0108,0.7307,?,-0.5032,0.0002,0.0128,0.5348,?,0.1617,0.2296,1.4199,3.1796,2.6758,0.8416,10.1096,7.1601,0.7082,0.2767,0.3781,1.3664,1,1,1,0.2767,0.3781,1.3664,0.0024,1.3333,-0.919,0.5131,-0.6715,?,?,?,?,?,PANTALONI
0.1424,4.8456,2.2013,16.0125,-0.5934,6.1147,13.656,3.6954,17.2477,-0.3621,9.8787,14.8057,3.8478,16.3113,0.0366,12.3195,16.5345,4.0663,18.6254,0.0803,0.0233,0.0144,0.0116,0.619,0.4963,0.8019,0.5957,0.5721,0.5414,0.9604,0.9088,0.9463,0.3548,0.3273,0.2931,0.9223,0.8259,0.8954,1.3005,-9.6132,-3.6691,-7.3919,-2.8213,0.3817,0.7936,0.5935,0.4962,0.7478,0.6253,0.8361,0.9284,0.9817,0.8597,1.0574,0.926,0.8758,0.0308,17.8735,0.0437,0.3861,0.3931,0.2884,0.468,0.9629,0.251,0.016,0.1265,0.4152,0.2689,-0.1564,0.0166,0.1289,0.4414,-1.2735,-0.7997,0.0008,0.0279,0.8712,?,-1.6044,-0.3138,0.1956,0.9813,4.5299,4.6164,0.9629,20.5198,21.3111,-0.6177,-0.1753,0.2838,2.9253,0,0,0.9407,0.4766,0.5066,0.0023,1.2476,0.8932,0.2323,-0.2157,?,?,?,?,?,PANTALONI
1.0734,22.4841,4.7417,32.4067,-1.3482,-3.316,7.0849,2.6617,14.9035,-3.3881,10.4081,23.2652,4.8234,26.3547,-0.0058,12.0718,27.5833,5.252,24.8695,0.1071,-0.3237,0.1031,0.0889,-0.3186,-0.2747,0.8622,1.7814,0.9831,0.9028,0.5518,0.5068,0.9184,3.1735,0.9664,0.8151,0.3045,0.2569,0.8435,1.6169,123.1498,-6.2343,76.1634,-3.8557,-0.0506,4.0634,0.5267,0.4955,0.1296,0.1219,0.9407,2.1744,1.2296,1.3031,0.5655,0.5993,1.0597,0.0572,17.1797,-0.3255,-0.4638,-0.463,0.0062,-0.2313,0.9135,-0.4142,0.0147,0.1213,0.5866,?,0.4325,0.0034,0.0582,0.3094,0.4365,0.5023,0.018,0.1341,0.6363,0.2986,-0.9578,-0.8246,0.8609,2.083,0.9041,0.434,4.3389,0.8174,0.1884,-2.4482,-2.1659,0.8847,0,0,0.6051,1.8961,0.9218,0.4862,0.0041,1.349,-0.8868,0.7786,-0.687,?,?,?,?,?,PANTALONI
0.0204,1.5178,1.232,5.3677,-1.4492,-0.5561,6.0393,2.4575,10.6085,-4.1203,9.4187,2.2591,1.503,6.8607,0.4942,9.7554,3.6692,1.9155,9.3106,0.424,-0.0367,0.0022,0.0021,-0.059,-0.057,0.9655,0.5013,0.8197,0.6432,1.635,1.2829,0.7847,0.2513,0.6719,0.4137,2.6733,1.646,0.6157,0.3721,-0.4738,-0.4633,-1.2735,-1.2453,0.9778,1.0578,0.1616,0.1356,0.1527,0.1282,0.8391,0.506,0.7824,0.5765,1.5463,1.1394,0.7369,0.0542,11.9106,0.1306,-0.0336,-0.0425,-0.6924,-0.821,0.9684,0.1859,0.0011,0.033,0.1404,0.4786,0.1297,0.0384,0.1959,0.653,-0.0637,-0.0373,0.0968,0.3112,1.0259,-1.6268,1.4336,-4.9842,-3.4766,0.1684,0.106,0.6293,0.0284,0.0112,0.3961,-3.2977,-0.2029,0.0615,0.4388,0.6898,1.572,0.2151,0.1369,0.6366,0.0013,0.6047,0.7889,-0.8892,-0.606,?,?,?,?,?,PANTALONI
