@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.2278,0.0697,0.264,2.6298,-0.8157,0.1684,0.1807,0.4251,4.077,-1.0794,0.2002,0.1757,0.4192,1.7117,-0.3822,0.5555,0.2378,0.4877,2.3495,0.0385,-1.3527,-1.1377,-0.41,0.841,0.3031,0.3604,0.6211,0.6298,0.5414,1.014,0.8716,0.8596,0.3858,0.3967,0.2931,1.0282,0.7597,0.7389,0.5583,2.4963,-12.5437,4.4716,-22.4692,-5.0248,0.7387,1.1695,0.5927,1.5832,0.8023,0.5068,0.645,1.5364,1.1193,2.3818,1.7352,0.7285,0.0035,0.8636,0.5318,-0.4422,-0.1149,0.044,0.1987,0.4793,?,?,?,?,?,DESTRA_PANTALONI
2.7716,14.1041,3.7555,24.8411,-0.1818,-2.2171,2.8065,1.6752,6.8656,-3.8163,-1.5231,9.2,3.0332,19.6386,-0.9872,5.5446,10.2852,3.2071,21.0635,0.0977,-1.2501,-1.8197,0.4999,1.4557,-0.3999,-0.2747,2.2418,1.2382,1.171,0.5523,0.5224,0.9458,5.0256,1.5331,1.3713,0.305,0.2729,0.8945,0.7025,0.3917,-1.6764,0.5576,-2.3864,-4.2797,14.7453,2.127,0.9005,0.1442,0.0611,0.4234,3.6182,1.2649,1.1793,0.3496,0.3259,0.9324,0.0407,8.0629,0.2559,0.3408,0.7517,-0.2944,-0.0865,0.1669,?,?,?,?,?,SINISTRA_PANTALONI
0.0194,0.0697,0.2639,2.6784,-1.4569,0.0002,0.1587,0.3984,3.9484,-1.2108,0.0368,0.0055,0.0743,0.5652,-0.6779,0.227,0.1841,0.4291,2.6743,0.0069,78.0758,0.5281,0.0856,0.0068,0.0011,0.1621,0.6625,3.5544,0.6151,5.3655,0.9285,0.1731,0.4388,12.6338,0.3783,28.7887,0.8621,0.0299,0.7345,6.9557,-85.896,9.4705,-116.9508,-12.349,0.6104,3.2364,0.4048,5.3021,0.6632,0.1251,0.6783,4.7391,1.0015,6.9862,1.4764,0.2113,0.0004,0.339,0.928,0.564,-0.0565,0.4164,0.06,-0.0207,?,?,?,?,?,SINISTRA_PANTALONI
2.8129,10.8907,3.3001,19.2553,-0.1913,-3.6528,3.9432,1.9857,7.4968,-5.2514,-0.924,2.2149,1.4882,5.2846,-1.5391,5.6302,7.458,2.7309,15.9489,0.0382,-0.7701,-3.0443,0.4996,3.9533,-0.6488,-0.1641,1.6619,2.2175,1.2084,1.3343,0.7271,0.545,2.7619,4.9171,1.4603,1.7803,0.5287,0.297,0.491,0.9653,-4.8792,1.966,-9.9371,-5.0545,13.478,7.7658,0.9747,0.5762,0.0723,0.1255,2.5685,3.6437,1.2073,1.4186,0.4701,0.3313,0.049,8.599,-0.461,0.0987,0.8656,0.0489,-0.6624,0.0618,?,?,?,?,?,SINISTRA_PANTALONI
0.0272,0.0132,0.1149,0.8185,-2.5186,-0.0429,0.0302,0.1738,1.7079,-0.7357,0.0406,0.0074,0.0863,0.4956,-0.9655,0.1708,0.0259,0.1609,0.9868,0.0241,-0.6331,0.6685,0.159,-1.056,-0.2511,0.2378,0.6614,1.3319,0.7142,2.0137,1.0798,0.5362,0.4375,1.7739,0.5101,4.0548,1.1659,0.2875,0.8093,2.4063,-24.0448,2.9734,-29.7123,-9.9927,0.2364,0.9224,0.23,3.9019,0.9731,0.2494,0.4792,1.6513,0.8294,3.4458,1.7308,0.5023,0.0007,0.2576,0.5119,-0.1441,-0.2762,0.2257,0.1404,-0.0408,?,?,?,?,?,SINISTRA_PANTALONI
0.0158,0.0025,0.0499,0.2664,-0.748,-0.0235,0.0019,0.0441,0.258,-1.6929,0.0404,0.0037,0.0606,0.3176,-0.6509,0.0946,0.0016,0.0399,0.1915,0.0687,-0.6728,0.391,0.1669,-0.5812,-0.2481,0.4268,1.1316,0.8226,1.2506,0.7269,1.1051,1.5203,1.2806,0.6766,1.5639,0.5284,1.2213,2.3114,0.7027,0.9103,-8.0708,1.2953,-11.4852,-8.8665,1.5905,0.7921,0.7411,0.498,0.4659,0.9355,1.0324,0.8387,1.3909,0.8124,1.3472,1.6584,0.0005,0.1417,-0.2009,0.1109,0.2823,-0.2887,-0.4071,0.5477,?,?,?,?,?,SINISTRA_PANTALONI
-3.8911,1.1434,1.0693,6.4313,?,-0.3258,1.2706,1.1272,4.0588,-1.2376,-3.6659,2.6997,1.6431,7.9718,?,5.6585,1.7811,1.3346,6.1447,0.3033,11.9446,1.0614,-0.6877,0.0889,-0.0576,-0.6479,0.9486,0.6508,0.8012,0.686,0.8446,1.2312,0.8999,0.4235,0.642,0.4706,0.7134,1.5158,2.8648,0.8067,-2.4041,0.2816,-0.8392,-2.98,0,1,0,0,0.2057,0,1.5845,0.8067,1.0466,0.5091,0.6605,1.2974,0.1217,8.509,-0.4213,-0.0841,-0.4998,-0.2155,0.4314,-0.7951,?,?,?,?,?,SINISTRA_PANTALONI
-2.943,50.737,7.123,48.007,-2.2194,0.1513,2.5844,1.6076,7.494,-1.4164,-0.6719,19.1309,4.3739,36.7579,-0.6006,5.8442,47.433,6.8872,35.3063,0.0153,-19.4529,4.3801,-0.5036,-0.2252,0.0259,-0.115,4.4308,1.6285,1.0342,0.3675,0.2334,0.6351,19.6323,2.6521,1.0697,0.1351,0.0545,0.4033,7.5342,2.3995,-60.4095,0.3185,-8.018,-25.1755,4.8082,0.6493,0.4159,0.135,0.0865,0.6405,6.4061,1.306,1.3597,0.2039,0.2123,1.0411,0.0315,8.2728,0.0592,0.683,-0.624,0.1861,0.0438,-0.1019,?,?,?,?,?,SINISTRA_PANTALONI
0.0227,0.0165,0.1284,0.628,-1.2163,-0.0128,0.0056,0.0745,0.3549,-0.739,-0.0247,0.0155,0.1244,0.5584,-1.7581,0.1842,0.0049,0.0697,0.3623,0.0289,-1.7652,-0.9171,0.1231,0.5196,-0.0697,-0.1342,1.7227,1.032,1.8422,0.5991,1.0693,1.785,2.9677,1.0651,3.3936,0.3589,1.1435,3.1863,2.2852,0.9682,-31.9566,0.4237,-13.9842,-33.0074,1.3885,1.3995,0.7595,1.0079,0.547,0.5427,1.7696,1.1245,1.7335,0.6355,0.9796,1.5415,0.0004,0.2756,-0.0964,-0.2675,0.138,0.1912,0.1812,-0.2621,?,?,?,?,?,SINISTRA_PANTALONI
0.0036,0.0076,0.0872,0.3717,-0.7084,-0.0077,0.0041,0.0643,0.282,-1.3249,-0.0154,0.003,0.0549,0.3001,-1.2177,0.1125,0.0024,0.0491,0.217,0.072,-0.4707,-0.2368,0.0324,0.5031,-0.0689,-0.1369,1.3563,1.5895,1.7756,1.1719,1.3091,1.1171,1.8396,2.5264,3.1526,1.3733,1.7138,1.2479,0.9593,0.9355,-9.1506,0.9752,-9.5387,-9.7811,1.794,1.608,0.9305,0.8963,0.5187,0.5787,1.3184,1.2388,1.7131,0.9396,1.2995,1.3829,0.0002,0.1699,0.0187,-0.1121,0.2699,-0.242,-0.1448,0.0178,?,?,?,?,?,SINISTRA_PANTALONI
0.1616,9.4831,3.0795,15.0988,-0.8162,0.4938,5.5755,2.3612,10.2733,-0.6969,-0.1173,3.6407,1.9081,12.1668,-1.7438,3.8566,4.1098,2.0273,8.9078,0.1254,0.3272,-1.3774,0.0419,-4.2095,0.128,-0.0304,1.3042,1.6139,1.519,1.2375,1.1647,0.9412,1.7009,2.6048,2.3074,1.5314,1.3566,0.8859,1.6082,0.8775,-5.312,0.5457,-3.303,-6.0533,1.3732,1.8748,0.8162,1.3653,0.5944,0.4354,1.4697,1.241,1.695,0.8444,1.1533,1.3659,0.0055,5.5793,0.2628,0.0101,0.3881,0.3468,0.2292,-0.0442,?,?,?,?,?,SINISTRA_PANTALONI
3.4612,10.7138,3.2732,13.802,-0.2351,0.7286,5.3092,2.3042,10.304,-1.0847,-1.4831,15.5218,3.9398,16.7151,-1.148,6.3218,6.2903,2.5081,10.1589,0.1551,4.7502,-2.3338,0.5475,-0.4913,0.1153,-0.2346,1.4205,0.8308,1.3051,0.5849,0.9187,1.5708,2.018,0.6902,1.7032,0.3421,0.844,2.4676,0.4901,0.2941,-1.4094,0.6001,-2.8758,-4.7919,2.2608,1.436,0.9294,0.6352,0.4111,0.6472,1.3395,0.8257,1.3586,0.6164,1.0143,1.6454,0.0412,9.1113,0.1819,0.3659,0.7091,0.2773,-0.1418,-0.0441,?,?,?,?,?,SINISTRA_PANTALONI
4.6077,19.0428,4.3638,20.9724,-0.1534,0.4686,17.7744,4.216,17.0591,-0.4802,-0.931,18.0321,4.2464,24.3522,-2.0642,7.8857,14.982,3.8707,17.3852,0.1364,9.8319,-4.9491,0.5843,-0.5034,0.0594,-0.1181,1.0351,1.0276,1.1274,0.9928,1.0892,1.0971,1.0714,1.0561,1.271,0.9857,1.1864,1.2036,0.5039,0.17,-1.0161,0.3373,-2.0163,-5.9768,1.5778,2.288,0.9033,1.4502,0.5725,0.3948,1.2294,0.8612,1.2063,0.7005,0.9812,1.4007,0.0508,11.5698,-0.1481,0.267,0.5772,-0.2028,0.4262,-0.2446,?,?,?,?,?,SINISTRA_PANTALONI
