@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.367,2.6864,1.639,6.9885,-0.4438,-1.559,0.8964,0.9468,4.8197,-4.7527,0.4649,3.6454,1.9093,6.7834,-0.4811,2.9299,1.4251,1.1938,4.7746,0.1655,-0.2354,0.7895,0.1253,-3.3534,-0.5321,0.1587,1.7311,0.8585,1.373,0.4959,0.7931,1.5994,2.9969,0.7369,1.8851,0.2459,0.629,2.5579,0.5395,0.9749,-2.2685,1.8071,-4.2052,-2.327,5.7776,1.0569,0.846,0.1829,0.1464,0.8005,1.45,1.0302,1.4637,0.7105,1.0094,1.4207,0.0334,4.4188,0.5749,0.5584,0.6087,0.3921,-0.0117,0.5484,-0.1074,0.0284,0.1684,0.5326,-2.5462,-0.4178,0.0056,0.075,0.5118,?,-0.4869,0.0205,0.1433,0.6644,?,0.257,0.2205,0.8581,2.2439,1.1751,0.5237,5.0352,1.3808,0.2742,0.7473,0.5756,0.7703,0,0,1,1.0408,0.8017,0.7703,0.013,1.0704,-0.404,-0.9852,0.5314,-0.4273,1.1887,1.0903,3.7475,-1.3725,-0.8711,2.4085,1.5519,5.681,-1.2208,2.9141,1.7606,1.3269,5.2355,-0.0088,0.4906,-0.1466,-0.2989,0.7025,0.8217,1.1696,0.4935,0.6752,1.368,0.6942,47.3019,68.139,0.6175,0.3044,0.4929,0.6597,0.7158,1.0851,0.0614,5.3816,-0.7972,-0.7577,0.8396,DESTRA_PANTALONI
3.1313,13.3318,3.6513,15.2904,-0.5091,-2.3343,12.7259,3.5673,10.9829,-2.9504,0.9032,17.1582,4.1423,16.0124,-1.1878,7.346,5.322,2.3069,8.9329,0.2294,-1.3414,3.467,0.4263,-2.5846,-0.3178,0.1229,1.0235,0.8815,1.5827,0.8612,1.5463,1.7956,1.0476,0.777,2.505,0.7417,2.3912,3.224,0.6289,0.5934,-1.9402,0.9436,-3.0852,-3.2697,3.6443,1.3843,0.8741,0.3799,0.2398,0.6314,1.3922,0.9549,1.7117,0.6859,1.2295,1.7925,0.0835,10.8998,0.6668,0.7214,0.0489,0.2071,-0.5328,0.1367,0.2228,0.0105,0.1023,0.2842,0.2692,-0.4412,0.0164,0.1279,0.5527,?,0.6433,0.0124,0.1112,0.3678,0.5214,-0.5051,0.3464,-0.6858,0.8001,0.9205,1.1505,0.6401,0.8473,1.3237,-0.1894,0.2612,-1.3793,0,0.506,0,0.5142,0.7726,1.5025,0.0169,1.3072,0.9563,-0.9864,-0.9835,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DESTRA_PANTALONI
4.9602,2.3097,1.5198,4.7969,0.2651,-1.9167,0.5281,0.7267,3.3105,?,-2.3736,1.1446,1.0698,4.123,?,6.0557,1.2224,1.1056,3.5526,0.5021,-2.5879,-2.0898,0.8191,0.8075,-0.3165,-0.392,2.0914,1.4206,1.3746,0.6793,0.6573,0.9676,4.3738,2.018,1.8895,0.4614,0.432,0.9363,-0.5227,-0.4197,0.4829,0.8029,-0.9239,-1.1507,0,0,0.9147,1,0,0,1.449,1.1634,1.3502,0.8029,0.9319,1.1606,0.5294,9.2505,0.0758,0.4664,0.8666,0.7025,-0.3861,-0.0021,0.501,0.0228,0.151,0.4461,0.3157,-0.097,0.012,0.1097,0.3362,-2.4275,0.7204,0.0004,0.0201,0.0619,0.9187,-5.1658,0.6954,-0.1346,1.3759,7.5234,5.468,1.8931,56.6022,29.8985,-0.8642,0.2942,-0.3405,6.6452,0.8562,0.1288,1.3267,7.2026,5.4288,0.0201,1.3478,-0.9885,-0.9373,0.8768,1.3033,0.161,0.4012,1.5247,0.1452,-2.5682,2.0439,1.4297,4.9614,?,2.1059,0.6143,0.7838,2.5204,0.1089,-0.5075,0.6189,-1.2195,0.2807,0.5119,1.8241,0.0788,0.2621,3.3274,-0.0522,0.8413,-16.1151,0,0.6307,0,0.3073,0.6049,1.9685,0.0811,5.9774,-0.0741,0.8299,0.3269,DESTRA_PANTALONI
0.3364,0.0086,0.0925,0.3682,0.2696,-0.1846,0.0132,0.115,0.5265,-4.5825,0.517,0.0096,0.098,0.4371,0.3757,0.662,0.0077,0.0876,0.4378,0.4752,-1.8227,0.6506,0.5081,-0.3569,-0.2788,0.781,0.8041,0.9434,1.0554,1.1733,1.3125,1.1186,0.6465,0.8901,1.1138,1.3767,1.7227,1.2513,-0.3145,0.5168,0.3429,-1.6431,-1.0901,0.6634,5.346,0.7201,0.6043,0.1347,0.113,0.8392,0.6995,0.8425,0.8411,1.2045,1.2024,0.9983,0.0129,1.0424,0.1824,-0.2367,0.2552,-0.2787,-0.4938,0.804,0.5806,0,0.0005,0.0018,0.9968,-0.1487,0,0.0012,0.1511,?,-0.7491,0,0.0008,0.7498,?,-3.9036,-0.7751,0.1986,0.4182,0.5775,1.3809,0.1749,0.3335,1.9069,-3.8381,-0.7735,0.2015,0,0,1,0.0122,0.0025,0.2015,0.0192,1.4784,0.1991,0.5132,-0.7358,0.0247,0.0001,0.01,0.033,0.2439,0.0448,0.0004,0.0202,0.081,0,0.0263,0.0001,0.0076,0.0256,0.3684,0.5516,0.94,1.7042,0.4923,1.312,2.6651,0.2423,1.7212,7.1027,0,0.7143,0,0.5395,1.0789,2,0.4079,1.2917,3.1667,0.0012,0.0959,-0.4311,-0.202,0.7528,DESTRA_PANTALONI
0.3502,0.0165,0.1286,0.4961,0.1295,-0.1667,0.0111,0.1051,0.4777,-5.7894,0.4254,0.0074,0.086,0.4208,0.3649,0.5965,0.0106,0.1029,0.48,0.4464,-2.1008,0.8233,0.5871,-0.3919,-0.2795,0.7131,1.2236,1.4962,1.2503,1.2228,1.0219,0.8357,1.4971,2.2386,1.5633,1.4953,1.0442,0.6983,-0.1812,0.3053,0.1907,-1.6848,-1.0523,0.6246,8.1,0.8601,0.6572,0.1062,0.0811,0.7641,1.0385,1.1789,1.0335,1.1352,0.9952,0.8767,0.0115,0.9455,-0.2401,-0.0685,0.7509,-0.0022,-0.4632,0.5312,0.5423,0,0.0001,0.0003,0.9994,-0.2149,0,0.0006,0.2156,?,-0.7556,0,0.0007,0.7569,?,-2.5235,-0.7178,0.2844,0.1312,0.1167,0.8897,0.0172,0.0136,0.7915,-2.5146,-0.7164,0.2849,0,0,1,0.0015,0.0004,0.2849,0.0191,1.5128,-0.4373,-2.5939,-0.9185,0.0242,0.0001,0.0079,0.0298,0.2222,0.038,0,0.0055,0.0298,0.44,0.0106,0.0001,0.0096,0.0352,-0.1379,0.6362,2.2746,3.5752,1.4346,0.8176,0.5699,2.0581,0.6684,0.3248,0.3636,-1.9998,-5.4995,0.72,1.2414,1.7241,1,0.8485,0.8485,0.0009,0.0734,-0.4617,-0.0897,0.6496,DESTRA_PANTALONI
3.5066,9.6032,3.0989,13.7758,-0.8542,-0.8522,4.7867,2.1879,7.2969,-1.6066,0.8622,9.7647,3.1249,15.0956,-0.751,5.9233,2.8354,1.6839,8.4402,0.2178,-4.1145,4.0671,0.592,-0.9885,-0.1439,0.1456,1.4164,0.9917,1.8403,0.7001,1.2993,1.8558,2.0062,0.9835,3.3869,0.4902,1.6882,3.4439,1.4111,0.9802,-2.6998,0.6947,-1.9132,-2.7542,2.6539,0.8617,0.6885,0.3247,0.2594,0.7989,1.8879,0.9126,1.6322,0.4834,0.8645,1.7885,0.0742,8.8595,0.2473,-0.4305,0.3363,-0.4583,0.4843,-0.2221,0.4753,0.0138,0.1174,0.3678,0.3828,-0.4551,0.0115,0.1074,0.5883,?,0.6566,0.0003,0.0171,0.0598,0.9122,-1.0445,0.7239,-0.6931,1.0937,6.8555,6.268,1.1962,46.9973,39.2884,-0.3877,0.3673,-0.9472,0,0.8751,0,0.6251,6.1501,9.8386,0.0186,1.587,0.8346,0.3406,-0.0845,-0.3999,1.9459,1.395,5.0298,-4.4969,0.076,3.867,1.9665,6.9962,-0.8158,1.8279,1.6135,1.2702,4.437,-0.3763,-5.2587,-0.2188,0.0416,0.7094,1.0982,1.5481,0.5032,1.206,2.3967,1.309,3.3921,2.5913,0.2375,0.2838,1.1951,0.7189,1.1336,1.5768,0.0375,4.5588,-0.7493,0.6941,-0.827,DESTRA_PANTALONI
0.231,0.0105,0.1026,0.4443,-0.0638,-0.1419,0.0182,0.1348,0.6989,-2.8208,0.2251,0.0102,0.1011,0.4967,-0.049,0.3897,0.0112,0.1059,0.4436,0.2813,-1.6282,1.0265,0.5928,-0.6305,-0.3641,0.5775,0.7612,1.0144,0.969,1.3326,1.2729,0.9552,0.5795,1.029,0.9389,1.7757,1.6203,0.9125,0.0516,1.1484,-0.1535,22.2387,-2.972,-0.1336,2.2831,0.8821,0.6766,0.3863,0.2963,0.767,0.6357,0.8945,1.0014,1.4072,1.5753,1.1195,0.007,0.6152,-0.015,-0.169,0.4818,-0.0046,-0.5299,0.5148,0.2226,0,0.0007,0.0023,0.9896,0.5839,0,0.0002,0.0008,0.9986,0.0756,0,0.0005,0.0024,0.9685,0.3813,2.9463,7.728,3.6731,1.2803,0.3486,13.4915,1.6393,0.1215,0.3796,2.9964,7.8936,0.3831,2.9326,7.6558,2.8199,0.9696,0.3438,0.0126,0.8821,0.5091,-0.3161,0.7332,-0.0156,0.0001,0.0081,0.0384,?,0.031,0.0002,0.0134,0.0533,0.1379,0.0064,0.0001,0.0118,0.0384,-0.6364,-0.5035,-2.4368,4.8402,0.6043,0.6845,1.1327,0.3651,0.4685,1.2831,-4.5003,2.5714,-0.5714,0,0,2.6364,0.72,1,1.3889,0.0007,0.058,-0.7164,-0.3366,0.7483,DESTRA_PANTALONI
-0.0155,1.2121,1.1009,4.1218,-0.7274,-0.0935,0.7126,0.8442,3.3237,-1.1291,0.3786,2.8916,1.7005,5.7233,-1.2524,2.1493,0.3494,0.5911,2.3198,0.3204,0.1661,-0.041,-0.0072,-0.247,-0.0435,0.1762,1.3042,0.6474,1.8626,0.4964,1.4282,2.8769,1.7008,0.4192,3.4693,0.2465,2.0398,8.2765,0.9847,0.5454,-1.5872,0.5539,-1.6118,-2.9101,1.5285,0.9391,0.6991,0.6144,0.4574,0.7444,1.2401,0.7202,1.7768,0.5807,1.4327,2.4672,0.0077,3.2079,0.7763,0.3276,0.4197,0.3111,0.0421,-0.3044,0.1953,0.0019,0.0435,0.1815,0.457,-0.441,0.0073,0.0853,0.5182,?,0.3661,0.0019,0.044,0.1328,0.7084,-0.4428,0.5334,-1.2047,0.5097,0.9885,1.9395,0.2598,0.9771,3.7616,-0.2948,0.4735,-1.6062,0,0.734,0,0.3503,1.3669,3.9025,0.0119,1.0023,-0.132,0.7098,-0.6533,0.5378,1.8314,1.3533,3.9682,-0.2506,-1.4395,0.222,0.4712,2.2511,?,0.5154,0.3343,0.5782,2.0752,-0.5247,-0.3736,1.0435,-2.7929,2.8722,2.3407,0.8149,8.2494,5.4788,0.6641,0.3532,1.1134,3.1522,0,2.3312,0,1.7628,1.9122,1.0847,0.0318,3.2512,0.4716,-0.7047,0.0233,DESTRA_PANTALONI
-0.2798,4.1834,2.0453,7.4044,-1.0517,-0.4123,2.0455,1.4302,5.9443,-2.8147,0.5488,7.1935,2.6821,10.2122,-1.2375,3.5179,1.5961,1.2634,5.9129,0.2143,0.6787,-0.5098,-0.0795,-0.7512,-0.1172,0.156,1.4301,0.7626,1.619,0.5332,1.132,2.123,2.0452,0.5816,2.621,0.2843,1.2815,4.507,0.8654,0.672,-2.3531,0.7766,-2.7192,-3.5016,2.3159,0.7907,0.4795,0.3414,0.2071,0.6065,1.2456,0.725,1.2522,0.5821,1.0053,1.7271,0.0145,5.2336,0.2962,0.4863,0.0045,0.5324,-0.3947,0.0047,-0.167,0.0278,0.1668,0.4548,-7.4315,-0.2103,0.0078,0.0881,0.3706,?,-0.5045,0.0071,0.0841,0.5856,?,0.7943,0.331,0.4167,1.8927,1.983,1.0477,3.5825,3.9322,1.0976,1.0817,0.6845,0.6328,0,0,1,1.2273,0.7766,0.6328,0.0112,0.8972,0.9129,-0.9039,-0.9039,-0.4672,2.2217,1.4905,5.1747,-2.973,-2.4386,0.9198,0.959,4.5395,?,0.8727,1.066,1.0325,3.0984,-0.3648,0.1916,-0.5354,-2.7942,1.5542,1.4436,0.9289,2.4155,2.0841,0.8628,0.853,4.6757,5.4813,0,0.5737,0,1.1399,1.6701,1.4651,0.0516,4.6876,-0.1758,-0.1287,-0.4527,DESTRA_PANTALONI
3.1261,20.0462,4.4773,13.1392,-0.3622,0.1407,16.9466,4.1166,13.7822,-0.7851,-0.8777,12.0487,3.4711,17.6457,-3.8082,7.1463,8.535,2.9215,13.0657,0.1751,22.2169,-3.5616,0.4374,-0.1603,0.0197,-0.1228,1.0876,1.2899,1.5326,1.186,1.4091,1.1881,1.1829,1.6638,2.3487,1.4065,1.9855,1.4117,0.5764,0.25,-1.2599,0.4337,-2.186,-5.0402,1.2493,2.6283,0.609,2.1038,0.4875,0.2317,0.9533,0.7446,1.0056,0.7811,1.0548,1.3505,0.0692,10.5828,0.0034,-0.147,0.7709,-0.4825,0.3067,-0.6243,-0.4654,0.0932,0.3052,1.0795,-1.3182,-0.2085,0.0317,0.1782,0.6301,-0.9668,-0.5442,0.221,0.4701,1.6792,-0.9554,2.2321,0.8551,0.3831,1.713,0.6492,0.379,2.9342,0.4215,0.1437,1.9817,0.7481,0.3775,1.4535,0.5422,0.3731,1.7131,0.6428,0.3752,0.0152,1.5435,0.9896,0.9794,0.9939,1.0923,1.8698,1.3674,4.7243,-0.4212,-0.3629,1.9965,1.413,6.3692,-1.4086,1.7964,3.227,1.7964,5.002,-0.2291,-3.0102,0.6081,-0.202,0.9677,0.7612,0.7866,0.9365,0.5794,0.6187,0.3759,1.5016,3.9948,1.2571,0.8168,0.6498,0.7417,0.9445,1.2733,0.0435,4.6351,-0.3801,0.7945,-0.7345,DESTRA_PANTALONI
