@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.0414,0.0954,0.3089,1.545,-0.4763,13.1415,0.137,0.3701,1.9315,0.8631,9.8502,0.0674,0.2597,1.4668,0.8611,16.4264,0.2008,0.4481,2.3989,0.8637,0.0031,0.0042,0.0025,1.3341,0.8,0.5997,0.8346,1.1894,0.6894,1.4252,0.8261,0.5796,0.6965,1.4146,0.4753,2.0311,0.6824,0.336,-0.0409,-0.0548,-0.0328,1.3393,0.8013,0.5983,0.0742,0.0991,0.0595,1.3362,0.8018,0.6001,0.7999,1.0533,0.644,1.3168,0.8052,0.6115,0.0437,23.2358,0.2366,0.0789,0.1909,0.95,0.995,0.977,0.6822,0.0002,0.0126,0.0414,0.9416,0.296,0.0003,0.0183,0.0686,0.783,0.5904,0.0005,0.0214,0.0722,0.8824,2.3049,1.1555,0.5013,0.6902,0.5906,0.8556,0.4764,0.3488,0.7321,2.6929,1.2314,0.4573,2.2395,1.154,0.5153,0.603,0.573,0.9503,0.0025,1.5686,-0.9765,-0.9678,0.9661,1,0,0,0,1,SINISTRA_PANTALONI
0.1633,0.0769,0.2773,1.514,-0.8459,7.7428,1.8922,1.3756,6.0705,0.4699,9.87,0.0382,0.1955,1.4733,0.8639,12.5938,0.7975,0.8931,3.7757,0.7489,0.0211,0.0165,0.013,0.7845,0.6148,0.7837,0.2016,1.4184,0.3105,7.0369,1.5403,0.2189,0.0406,2.0117,0.0964,49.5186,2.3726,0.0479,-0.1289,-0.0742,-0.0616,0.5755,0.4778,0.8303,0.0716,0.0758,0.0545,1.058,0.7615,0.7198,0.2494,1.0276,0.401,4.1203,1.6078,0.3902,0.0323,17.884,0.1505,-0.5557,0.0755,-0.052,0.9864,0.1037,0.1973,0.0007,0.0255,0.0712,0.6759,-0.6952,0.0001,0.008,0.7108,?,-0.3582,0.0019,0.0433,0.4308,?,-0.2839,-0.551,1.9408,3.1743,0.5893,0.1857,10.0761,0.3473,0.0345,-0.209,-0.3448,1.6499,0,0,1,0.1002,0.1654,1.6499,0.0021,1.2507,0.7122,0.9549,0.5128,?,?,?,?,?,SINISTRA_PANTALONI
-0.216,2.8817,1.6975,9.0794,-1.0457,5.3523,8.9176,2.9862,16.0085,-0.2932,9.8064,4.4932,2.1197,18.2811,0.1984,11.6146,6.2525,2.5005,18.0359,0.2626,-0.0404,-0.022,-0.0186,0.5458,0.4608,0.8443,0.5685,0.8008,0.6789,1.4088,1.1943,0.8477,0.3231,0.6413,0.4609,1.9847,1.4262,0.7186,1.2789,-1.0258,-0.7227,-0.8021,-0.5651,0.7045,0.3585,0.1946,0.1815,0.5428,0.5062,0.9324,0.5672,0.4967,0.5034,0.8757,0.8876,1.0136,0.0293,16.5855,0.1083,-0.5093,-0.3874,0.2467,0.6558,0.8653,-0.1299,0.008,0.0895,0.2742,-7.4944,-0.3815,0.0229,0.1513,0.6923,?,-0.7692,0.0285,0.1688,0.9783,?,0.3405,0.1689,0.496,0.5916,0.5303,0.8963,0.35,0.2812,0.8034,0.3494,0.2473,0.7077,0,0,1,0.396,0.2803,0.7077,0.0023,1.2911,0.6551,-0.7305,-0.94,?,?,?,?,?,SINISTRA_PANTALONI
0.0948,5.8834,2.4256,14.3253,-0.988,1.7412,14.8266,3.8505,17.3205,-0.9415,9.4479,6.3397,2.5179,16.7876,0.1206,10.5859,7.2919,2.7004,16.5712,0.1874,0.0544,0.01,0.009,0.1843,0.1645,0.8925,0.6299,0.9633,0.8982,1.5293,1.4259,0.9324,0.3968,0.928,0.8068,2.3387,2.0333,0.8694,0.8476,-3.0928,-1.8631,-3.6489,-2.1981,0.6024,0.8078,0.3775,0.3534,0.4673,0.4375,0.9361,0.8271,0.8533,0.8645,1.0317,1.0452,1.0131,0.0252,14.5766,-0.507,0.2263,0.3033,0.1338,0.0056,0.9262,0.1551,0.0631,0.2512,0.8183,-1.7569,0.2052,0.0073,0.0853,0.3531,0.1263,0.405,0.0017,0.0418,0.2086,0.5773,0.7559,0.383,0.5066,2.9463,6.0095,2.0397,8.6809,36.1145,4.1602,-10.219,-1.8302,0.1791,0.7344,0.6014,0.8189,2.3172,3.9222,1.6927,0.0013,0.889,-0.1836,0.5152,0.6922,18.5131,101.6582,10.0826,46,0.2069,SINISTRA_PANTALONI
0.4434,3.727,1.9306,14.4062,-0.948,2.4153,19.8838,4.4591,21.6525,-0.5905,9.5395,7.1377,2.6717,13.6943,0.2304,10.8392,10.2932,3.2083,14.1605,0.2525,0.1836,0.0465,0.0409,0.2532,0.2228,0.8801,0.4329,0.7226,0.6017,1.669,1.3899,0.8327,0.1874,0.5222,0.3621,2.7857,1.9317,0.6934,0.8721,-1.71,-1.466,-1.9609,-1.681,0.8573,0.5432,0.4156,0.3904,0.7651,0.7187,0.9394,0.6653,1.052,1.0174,1.5811,1.5291,0.9671,0.0258,15.0197,-0.6329,0.3943,0.4214,0.1824,0.1809,0.9491,0.2677,0.0419,0.2047,0.8683,-1.31,0.1852,0.0033,0.0579,0.2177,0.3725,0.3769,0.001,0.0309,0.2051,0.5342,1.4455,0.7103,0.4914,3.5384,6.6145,1.8694,12.5202,43.7519,3.4945,-3.81,-2.0928,0.5493,1.0833,0.8535,0.7878,3.9878,4.233,1.0615,0.0013,0.8886,-0.8517,-0.006,0.4202,15.9791,2.5126,1.5851,8,0.6522,SINISTRA_PANTALONI
0.4797,7.0375,2.6528,17.8617,-1.0159,1.4505,22.3837,4.7311,21.5678,-1.2726,9.3263,8.1619,2.8569,17.7572,0.163,10.7917,10.4349,3.2303,17.6098,0.1806,0.3307,0.0514,0.0444,0.1555,0.1344,0.8642,0.5607,0.9286,0.8212,1.656,1.4646,0.8844,0.3144,0.8622,0.6744,2.7425,2.1451,0.7822,0.7453,-2.6033,-2.3194,-3.4929,-3.112,0.8909,0.9336,0.4176,0.4123,0.4473,0.4416,0.9872,0.8282,1.0059,1.0143,1.2146,1.2248,1.0084,0.0248,15.0273,-0.5776,0.1293,0.3804,0.2348,-0.0723,0.8562,0.1823,0.0595,0.244,0.8442,-1.5331,0.181,0.0039,0.0624,0.3474,-0.0415,0.4124,0.0048,0.0694,0.307,0.4296,1.0075,0.4422,0.4389,3.9123,3.5166,0.8989,15.3065,12.3668,0.8079,36.9261,-2.2098,-0.0598,0.999,0.6192,0.6198,2.4298,2.7499,1.1317,0.0013,0.8822,-0.0571,0.2194,0.6863,14.1024,2.8005,1.6735,8,0.4667,SINISTRA_PANTALONI
0.2252,6.4195,2.5337,17.6006,-1.163,-0.0093,14.4265,3.7982,23.7188,-0.7319,9.9713,9.7178,3.1173,33.501,0.0985,10.8599,12.1042,3.4791,34.5743,0.1271,-24.2976,0.0226,0.0207,-0.0009,-0.0009,0.9182,0.6671,0.8128,0.7283,1.2184,1.0917,0.896,0.445,0.6606,0.5304,1.4846,1.1919,0.8028,0.9441,-2.5857,-1.8805,-2.7388,-1.9918,0.7273,0.5942,0.219,0.2055,0.3685,0.3458,0.9382,0.7421,0.5254,0.5091,0.708,0.686,0.969,0.0262,14.6158,-0.2591,-0.1144,-0.1041,0.0305,-0.0578,0.9554,0.1093,0.0678,0.2604,0.8108,-1.5286,0.0513,0.0085,0.0924,0.2552,-0.8443,0.4884,0.0258,0.1607,0.5104,0.336,2.1308,0.2239,0.1051,2.8182,1.6203,0.5749,7.9425,2.6253,0.3305,4.1955,-1.8977,-0.4523,2.3173,0.4172,0.18,3.1771,1.5886,0.5,0.0013,0.8441,0.1395,-0.3177,-0.7798,14.8289,75.6576,8.6981,56,0.1642,SINISTRA_PANTALONI
0.0442,4.5089,2.1234,14.008,-0.5804,3.8179,15.5939,3.9489,16.2602,-0.4502,10.0936,10.4073,3.226,31.8207,-0.012,11.6921,10.2645,3.2038,26.0735,0.1809,0.0116,0.0044,0.0038,0.3782,0.3265,0.8633,0.5377,0.6582,0.6628,1.2241,1.2326,1.0069,0.2891,0.4332,0.4393,1.4984,1.5192,1.0139,1.0192,13.5915,-0.8931,13.3349,-0.8763,-0.0657,0.7905,0.2819,0.2784,0.3566,0.3522,0.9877,0.8615,0.4402,0.5373,0.511,0.6236,1.2204,0.0286,16.2548,0.3587,-0.2851,-0.0338,0.0033,0.3186,0.9125,0.1526,0.0482,0.2194,0.7366,-0.3242,-0.2702,0.0066,0.0814,0.3945,?,-0.5335,0.1301,0.3607,0.9727,?,-0.5649,-0.2861,0.5064,2.6953,0.6084,0.2257,7.2645,0.3702,0.051,0.4572,0.1854,0.4055,0,0,1,1.8673,0.7573,0.4055,0.0016,1.0151,-0.8704,0.7769,-0.9051,?,?,?,?,?,SINISTRA_PANTALONI
-0.5041,1.4747,1.2144,8.7072,-1.3396,3.4316,7.5124,2.7409,13.2624,-0.544,10.119,4.3951,2.0964,12.8524,0.2851,11.1169,4.2219,2.0547,12.3928,0.3347,-0.1469,-0.0498,-0.0453,0.3391,0.3087,0.9102,0.4431,0.5793,0.591,1.3074,1.3339,1.0203,0.1963,0.3355,0.3493,1.7093,1.7794,1.041,1.067,-0.9728,-0.7996,-0.9117,-0.7494,0.822,0.4333,0.207,0.1998,0.4778,0.4611,0.9651,0.6565,0.6775,0.7026,1.0319,1.0702,1.0371,0.0274,14.9464,0.3587,-0.2114,-0.1716,-0.0085,0.2307,0.9456,0.0633,0.0157,0.1252,0.5375,-0.3238,-0.1877,0.0078,0.0884,0.4142,?,-0.7384,0.1054,0.3247,0.9779,-52.1054,-0.3371,-0.0857,0.2542,1.4165,0.3857,0.2723,2.0064,0.1487,0.0741,0.3175,0.137,0.4316,0,22.0487,0,1.2978,0.5496,0.4235,0.002,1.0356,-0.6662,0.4987,-0.9471,?,?,?,?,?,SINISTRA_PANTALONI
0.1797,0.0116,0.1079,0.5554,-0.2508,4.7183,0.0557,0.2361,1.2767,0.7637,9.98,0.0133,0.1154,0.6112,0.9406,11.0432,0.023,0.1515,0.787,0.9313,0.0381,0.018,0.0163,0.4728,0.4273,0.9037,0.4572,0.9355,0.7122,2.0463,1.5579,0.7613,0.209,0.8752,0.5072,4.1874,2.4269,0.5796,-0.027,-0.0115,-0.0104,0.4261,0.3867,0.9075,0.0822,0.0431,0.0387,0.5248,0.4715,0.8985,0.435,0.9087,0.7057,2.0887,1.6221,0.7766,0.0284,14.8835,0.1035,0.507,0.4327,0.0664,0.7194,0.739,0.372,0,0.0046,0.0151,0.9603,-0.579,0,0.0039,0.5851,?,0.0552,0,0.0032,0.0145,0.7631,-0.6424,6.7363,-10.4863,1.1622,1.422,1.2235,1.3508,2.0222,1.497,-0.6234,7.7929,-12.5005,0,6.1924,0,0.0258,1.0372,40.264,0.0018,1.0062,0.8999,-0.8667,-0.7411,?,?,?,?,?,SINISTRA_PANTALONI
0.1766,0.0137,0.1173,0.939,-0.59,4.9002,0.4901,0.7001,2.8586,0.5758,9.9476,0.0269,0.1641,1.105,0.8948,11.1088,0.1235,0.3514,1.7964,0.8536,0.036,0.0178,0.0159,0.4926,0.4411,0.8955,0.1675,0.7144,0.3337,4.2653,1.9921,0.467,0.0281,0.5104,0.1113,18.1932,3.9684,0.2181,-0.0898,-0.0371,-0.0333,0.4127,0.3703,0.8972,0.0876,0.0562,0.0481,0.6414,0.549,0.8559,0.3285,0.8498,0.5227,2.5871,1.5913,0.6151,0.0288,15.0324,0.0593,0.2663,0.174,-0.0488,0.9048,0.3791,0.3317,0.0002,0.0134,0.0588,0.8403,-0.6144,0.0001,0.0101,0.6221,?,-0.0236,0.0022,0.0468,0.1322,-3.8428,-0.5399,-14.0557,26.0338,1.3238,0.286,0.2161,1.7524,0.0818,0.0467,-0.4972,-2.9472,5.9282,0,13.4783,0,0.0945,0.4445,4.7041,0.0018,0.9887,0.7933,-0.0979,-0.5857,0,0,0,0,0,SINISTRA_PANTALONI
0.2405,0.0185,0.1361,0.8814,-0.3545,4.949,0.1572,0.3965,2.8534,0.5636,9.9827,0.0476,0.2183,1.7692,0.8366,11.152,0.0623,0.2496,1.5677,0.8704,0.0486,0.0241,0.0216,0.4958,0.4438,0.8952,0.3432,0.6235,0.5452,1.8165,1.5886,0.8745,0.1178,0.3887,0.2973,3.2998,2.5236,0.7648,-0.0626,-0.0255,-0.0219,0.4068,0.35,0.8605,0.0995,0.0601,0.0538,0.6039,0.5406,0.8952,0.3089,0.4982,0.5622,1.6128,1.8201,1.1286,0.0317,15.1788,-0.2668,0.6168,0.3112,-0.1253,0.6092,0.7108,0.3236,0,0.0049,0.0234,0.9313,-0.5884,0,0.005,0.5969,?,-0.0191,0.0001,0.0084,0.0371,?,-0.5499,-16.9128,30.7537,0.9699,0.5786,0.5966,0.9407,0.3348,0.3559,-0.532,-8.55,16.0717,0,0,1,0.0392,0.6307,16.0717,0.0019,0.9311,0.5582,-0.8245,-0.8442,0,0,0,0,0,SINISTRA_PANTALONI
0.0071,2.8741,1.6953,19.0282,-1.1697,2.0439,10.236,3.1994,19.3433,-0.405,9.5695,3.1104,1.7636,14.4986,0.1341,10.3728,4.3794,2.0927,14.4959,0.2155,0.0035,0.0007,0.0007,0.2136,0.197,0.9226,0.5299,0.9613,0.8101,1.8141,1.5288,0.8428,0.2808,0.924,0.6563,3.291,2.3373,0.7102,1.8398,-4.5673,-2.577,-2.4826,-1.4007,0.5642,0.637,0.5237,0.4746,0.8222,0.7451,0.9063,0.9837,1.3124,1.3127,1.3341,1.3344,1.0002,0.0253,13.3173,-0.1505,0.1295,-0.1366,0.0922,0.5296,0.8007,0.3004,0.0141,0.1188,0.3754,0.3637,-0.0083,0.014,0.1182,0.3249,-2.8057,0.1425,0.0106,0.1028,0.3407,-0.5256,-36.2723,2.1081,-0.0581,1.0045,1.1551,1.1499,1.009,1.3342,1.3222,-0.8958,-1.8278,2.0404,6.9109,2.6416,0.3822,1.1555,1.1018,0.9535,0.0009,0.5601,-0.9216,-0.9267,0.9752,0,0,0,0,0,TASCA_GIACCA_ALTA
0.0243,2.1417,1.4635,12.2322,-1.3353,1.1181,8.9673,2.9945,17.7562,-0.4021,9.6011,2.0537,1.4331,9.2885,0.3238,10.2156,2.2372,1.4957,8.8944,0.4296,0.0217,0.0025,0.0024,0.1165,0.1094,0.9399,0.4887,1.0212,0.9784,2.0896,2.0021,0.9581,0.2388,1.0428,0.9573,4.3663,4.0082,0.918,1.3736,-1.5724,-1.0443,-1.1447,-0.7602,0.6641,0.4136,0.3813,0.3359,0.9219,0.8122,0.881,0.6889,1.3169,1.3753,1.9116,1.9963,1.0443,0.0251,12.5117,0.0904,0.6129,0.39,-0.0369,0.6514,0.5689,0.2788,0.0055,0.0742,0.3257,0.4266,-0.0068,0.0097,0.0986,0.3199,-5.6388,0.0476,0.0039,0.0622,0.2323,-1.8062,-40.7486,5.8618,-0.1439,0.752,1.1932,1.5867,0.5655,1.4236,2.5177,-0.892,-1.6208,1.8171,11.789,6.8617,0.582,1.0182,1.402,1.377,0.0007,0.4271,-0.9103,-0.8898,0.9845,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.0331,2.6789,1.6367,14.6297,-1.6513,2.2215,13.4324,3.665,18.9724,-0.2356,9.6124,3.8893,1.9721,10.4684,0.3285,10.5231,6.6005,2.5691,14.7561,0.2848,-0.0149,-0.0034,-0.0031,0.2311,0.2111,0.9135,0.4466,0.8299,0.6371,1.8584,1.4266,0.7676,0.1994,0.6888,0.4059,3.4537,2.0351,0.5892,2.5188,-1.779,-1.5505,-0.7063,-0.6156,0.8716,0.3594,0.3539,0.2674,0.9849,0.7442,0.7556,0.7711,1.3975,0.9914,1.8123,1.2857,0.7094,0.0252,13.2519,-0.1068,0.3009,0.0395,0.0668,0.6596,0.725,0.3397,0.014,0.1183,0.377,0.4029,-0.0265,0.0128,0.1132,0.3231,-5.1749,0.0725,0.0043,0.0655,0.2632,-1.1917,-12.8359,4.6834,-0.3649,1.0459,1.8076,1.7283,1.094,3.2676,2.9869,-0.9394,-1.7771,1.8917,12.0668,5.2567,0.4356,1.1669,1.4322,1.2274,0.0009,0.518,-0.9403,-0.8908,0.9665,0,0,0,0,0,TASCA_GIACCA_ALTA
0.0071,2.8741,1.6953,19.0282,-1.1697,2.0439,10.236,3.1994,19.3433,-0.405,9.5695,3.1104,1.7636,14.4986,0.1341,10.3728,4.3794,2.0927,14.4959,0.2155,0.0035,0.0007,0.0007,0.2136,0.197,0.9226,0.5299,0.9613,0.8101,1.8141,1.5288,0.8428,0.2808,0.924,0.6563,3.291,2.3373,0.7102,1.8398,-4.5673,-2.577,-2.4826,-1.4007,0.5642,0.637,0.5237,0.4746,0.8222,0.7451,0.9063,0.9837,1.3124,1.3127,1.3341,1.3344,1.0002,0.0253,13.3173,-0.1505,0.1295,-0.1366,0.0922,0.5296,0.8007,0.3004,0.0141,0.1188,0.3754,0.3637,-0.0083,0.014,0.1182,0.3249,-2.8057,0.1425,0.0106,0.1028,0.3407,-0.5256,-36.2723,2.1081,-0.0581,1.0045,1.1551,1.1499,1.009,1.3342,1.3222,-0.8958,-1.8278,2.0404,6.9109,2.6416,0.3822,1.1555,1.1018,0.9535,0.0009,0.5601,-0.9216,-0.9267,0.9752,0,0,0,0,0,TASCA_GIACCA_ALTA
0.0243,2.1417,1.4635,12.2322,-1.3353,1.1181,8.9673,2.9945,17.7562,-0.4021,9.6011,2.0537,1.4331,9.2885,0.3238,10.2156,2.2372,1.4957,8.8944,0.4296,0.0217,0.0025,0.0024,0.1165,0.1094,0.9399,0.4887,1.0212,0.9784,2.0896,2.0021,0.9581,0.2388,1.0428,0.9573,4.3663,4.0082,0.918,1.3736,-1.5724,-1.0443,-1.1447,-0.7602,0.6641,0.4136,0.3813,0.3359,0.9219,0.8122,0.881,0.6889,1.3169,1.3753,1.9116,1.9963,1.0443,0.0251,12.5117,0.0904,0.6129,0.39,-0.0369,0.6514,0.5689,0.2788,0.0055,0.0742,0.3257,0.4266,-0.0068,0.0097,0.0986,0.3199,-5.6388,0.0476,0.0039,0.0622,0.2323,-1.8062,-40.7486,5.8618,-0.1439,0.752,1.1932,1.5867,0.5655,1.4236,2.5177,-0.892,-1.6208,1.8171,11.789,6.8617,0.582,1.0182,1.402,1.377,0.0007,0.4271,-0.9103,-0.8898,0.9845,0,0,0,0,0,TASCA_GIACCA_ALTA
-0.0331,2.6789,1.6367,14.6297,-1.6513,2.2215,13.4324,3.665,18.9724,-0.2356,9.6124,3.8893,1.9721,10.4684,0.3285,10.5231,6.6005,2.5691,14.7561,0.2848,-0.0149,-0.0034,-0.0031,0.2311,0.2111,0.9135,0.4466,0.8299,0.6371,1.8584,1.4266,0.7676,0.1994,0.6888,0.4059,3.4537,2.0351,0.5892,2.5188,-1.779,-1.5505,-0.7063,-0.6156,0.8716,0.3594,0.3539,0.2674,0.9849,0.7442,0.7556,0.7711,1.3975,0.9914,1.8123,1.2857,0.7094,0.0252,13.2519,-0.1068,0.3009,0.0395,0.0668,0.6596,0.725,0.3397,0.014,0.1183,0.377,0.4029,-0.0265,0.0128,0.1132,0.3231,-5.1749,0.0725,0.0043,0.0655,0.2632,-1.1917,-12.8359,4.6834,-0.3649,1.0459,1.8076,1.7283,1.094,3.2676,2.9869,-0.9394,-1.7771,1.8917,12.0668,5.2567,0.4356,1.1669,1.4322,1.2274,0.0009,0.518,-0.9403,-0.8908,0.9665,0,0,0,0,0,TASCA_GIACCA_ALTA
