@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.854,1.923,1.3867,7.8938,-1.505,-1.7541,3.3844,1.8397,6.8843,-1.503,-0.0145,6.1744,2.4848,7.8632,-0.6007,3.7107,1.5186,1.2323,5.2395,0.1449,0.4869,58.9041,-0.2301,120.9893,-0.4727,-0.0039,0.7538,0.5581,1.1253,0.7404,1.4929,2.0164,0.5682,0.3115,1.2664,0.5481,2.2287,4.066,1.1472,1.6072,-5.3404,1.4009,-4.655,-3.3229,1.1457,0.6415,0.5143,0.5599,0.4489,0.8017,1.1466,1.0039,1.5066,0.8755,1.3139,1.5007,0.039,5.6122,0.2832,0.2839,0.155,0.8131,-0.2676,0.1277,-0.4273,1.1887,1.0903,3.7475,-1.3725,-0.8711,2.4085,1.5519,5.681,-1.2208,2.9141,1.7606,1.3269,5.2355,-0.0088,0.4906,-0.1466,-0.2989,0.7025,0.8217,1.1696,0.4935,0.6752,1.368,0.6942,47.3019,68.139,0.6175,0.3044,0.4929,0.6597,0.7158,1.0851,0.0614,5.3816,-0.7972,-0.7577,0.8396,1100,0,0,0,1,DESTRA_PANTALONI
-0.2802,21.6417,4.6521,13.1453,-0.7342,-2.3508,29.5225,5.4335,18.8719,-1.6085,1.7475,28.6503,5.3526,20.1273,-0.9727,8.9466,8.4317,2.9037,10.2655,0.2418,0.1192,-0.1603,-0.0313,-1.3452,-0.2628,0.1953,0.8562,0.8691,1.6021,1.0151,1.8712,1.8434,0.7331,0.7554,2.5667,1.0304,3.5014,3.3979,0.4782,0.5608,-1.7002,1.1726,-3.5552,-3.032,1.0477,0.7429,0.5599,0.7091,0.5344,0.7536,0.6966,0.6531,1.2805,0.9376,1.8384,1.9607,0.0613,13.993,-0.726,-0.5033,0.5521,-0.0717,-0.8212,0.0793,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1100,0,0,0,1,DESTRA_PANTALONI
-0.6822,0.932,0.9654,3.3057,-7.089,0.9984,2.7919,1.6709,5.4187,-0.6421,2.8808,9.582,3.0955,8.5944,-0.4898,4.6378,1.5577,1.2481,3.8091,0.4145,-0.6833,-0.2368,-0.1471,0.3466,0.2153,0.6211,0.5778,0.3119,0.7735,0.5398,1.3388,2.4802,0.3338,0.0973,0.5984,0.2914,1.7924,6.1515,1.3672,1.0253,-1.0745,0.7499,-0.7859,-1.048,0.1238,0.0708,0.0628,0.572,0.5072,0.8868,0.61,0.3846,0.8678,0.6305,1.4226,2.2563,0.284,6.3896,0.8148,-0.4265,-0.5307,-0.2682,-0.4125,0.9348,1.3033,0.161,0.4012,1.5247,0.1452,-2.5682,2.0439,1.4297,4.9614,?,2.1059,0.6143,0.7838,2.5204,0.1089,-0.5075,0.6189,-1.2195,0.2807,0.5119,1.8241,0.0788,0.2621,3.3274,-0.0522,0.8413,-16.1151,0,0.6307,0,0.3073,0.6049,1.9685,0.0811,5.9774,-0.0741,0.8299,0.3269,125000,0,0,0,1,DESTRA_PANTALONI
-0.5952,0.0105,0.1024,0.7817,?,-0.4437,0.0149,0.1222,0.6754,?,-0.2202,0.0084,0.0914,0.3903,?,0.7833,0.0199,0.141,0.6555,0.386,1.3414,2.7033,-0.7599,2.0152,-0.5665,-0.2811,0.8384,1.1207,0.7266,1.3366,0.8667,0.6484,0.703,1.2559,0.528,1.7866,0.7511,0.4204,1.1574,2.003,-1.8969,1.7306,-1.639,-0.9471,1,1,0,1,0,0,1.1574,2.003,1.1926,1.7306,1.0304,0.5954,0.0155,1.2591,0.5177,-0.0295,-0.8023,0.7531,-0.9189,-0.542,0.0247,0.0001,0.01,0.033,0.2439,0.0448,0.0004,0.0202,0.081,0,0.0263,0.0001,0.0076,0.0256,0.3684,0.5516,0.94,1.7042,0.4923,1.312,2.6651,0.2423,1.7212,7.1027,0,0.7143,0,0.5395,1.0789,2,0.4079,1.2917,3.1667,0.0012,0.0959,-0.4311,-0.202,0.7528,1100,0,0,0,1,DESTRA_PANTALONI
-0.5214,0.0081,0.0898,0.8063,?,-0.4139,0.0246,0.1569,0.7279,?,-0.2144,0.0165,0.1286,0.4837,-9.8531,0.7154,0.0265,0.1629,0.6863,0.3789,1.2598,2.432,-0.7288,1.9305,-0.5785,-0.2997,0.5725,0.6985,0.5514,1.2201,0.9632,0.7894,0.3278,0.488,0.3041,1.4886,0.9277,0.6232,1.1077,1.8359,-1.9254,1.6573,-1.7382,-1.0488,1,0,0,0,0,0.0403,1.1077,1.6667,1.1748,1.5046,1.0606,0.7049,0.014,1.1522,0.4243,0.2206,-0.6764,0.9568,-0.9459,-0.8538,0.0242,0.0001,0.0079,0.0298,0.2222,0.038,0,0.0055,0.0298,0.44,0.0106,0.0001,0.0096,0.0352,-0.1379,0.6362,2.2746,3.5752,1.4346,0.8176,0.5699,2.0581,0.6684,0.3248,0.3636,-1.9998,-5.4995,0.72,1.2414,1.7241,1,0.8485,0.8485,0.0009,0.0734,-0.4617,-0.0897,0.6496,1100,0,0,0,1,DESTRA_PANTALONI
0.0578,11.0279,3.3208,12.5807,-1.5062,-2.0402,19.1426,4.3752,16.2717,-1.097,3.2963,6.8182,2.6112,12.3265,-0.8199,6.962,3.5509,1.8844,8.1323,0.285,-0.0283,0.0175,0.0083,-0.6189,-0.2931,0.4735,0.759,1.2718,1.7623,1.6756,2.3218,1.3857,0.5761,1.6174,3.1057,2.8076,5.3909,1.9201,0.8883,1.3615,-2.3321,1.5328,-2.6255,-1.7128,0.6469,0.7411,0.4413,1.1456,0.6822,0.5955,0.7732,1.0206,1.547,1.3201,2.0009,1.5158,0.0775,10.7856,-0.8436,-0.2675,-0.2086,0.1343,0.1608,0.1744,-0.3999,1.9459,1.395,5.0298,-4.4969,0.076,3.867,1.9665,6.9962,-0.8158,1.8279,1.6135,1.2702,4.437,-0.3763,-5.2587,-0.2188,0.0416,0.7094,1.0982,1.5481,0.5032,1.206,2.3967,1.309,3.3921,2.5913,0.2375,0.2838,1.1951,0.7189,1.1336,1.5768,0.0375,4.5588,-0.7493,0.6941,-0.827,1100,0,0,0,1,DESTRA_PANTALONI
0.2624,0.0094,0.0969,0.4793,0.0891,-0.2347,0.0652,0.2553,1.284,-2.8945,-0.2142,0.0128,0.113,0.4812,?,0.4764,0.0302,0.1739,0.8228,0.2007,-1.1179,-1.2249,0.5508,1.0958,-0.4927,-0.4496,0.3794,0.8571,0.5571,2.2589,1.4684,0.65,0.144,0.7346,0.3104,5.1025,2.1561,0.4226,-0.0491,-0.0974,0.2269,1.9829,-4.6186,-2.3292,1.596,0,0.5111,0,0.3203,0,0.3733,0.996,0.5825,2.668,1.5604,0.5849,0.0082,0.7503,0.1153,0.1571,0.2568,0.3597,-0.7918,-0.4737,-0.0156,0.0001,0.0081,0.0384,?,0.031,0.0002,0.0134,0.0533,0.1379,0.0064,0.0001,0.0118,0.0384,-0.6364,-0.5035,-2.4368,4.8402,0.6043,0.6845,1.1327,0.3651,0.4685,1.2831,-4.5003,2.5714,-0.5714,0,0,2.6364,0.72,1,1.3889,0.0007,0.058,-0.7164,-0.3366,0.7483,1100,0,0,0,1,DESTRA_PANTALONI
-0.5471,0.8913,0.9441,3.2094,-0.9973,-0.3991,2.7494,1.6581,6.9998,-0.5797,0.07,2.4287,1.5584,6.0405,-1.0204,2.4363,0.5974,0.7729,3.4609,0.2581,1.3708,-7.8119,-0.2246,-5.6988,-0.1638,0.0287,0.5694,0.6058,1.2215,1.064,2.1453,2.0163,0.3242,0.367,1.492,1.132,4.6022,4.0655,0.6239,0.5253,-1.3306,0.842,-2.1329,-2.5332,0.3626,0.5374,0.3444,1.4821,0.9498,0.6409,0.4585,0.5313,0.9273,1.1588,2.0225,1.7454,0.0133,3.7062,-0.1234,-0.8893,0.3101,0.291,0.5783,-0.0093,0.5378,1.8314,1.3533,3.9682,-0.2506,-1.4395,0.222,0.4712,2.2511,?,0.5154,0.3343,0.5782,2.0752,-0.5247,-0.3736,1.0435,-2.7929,2.8722,2.3407,0.8149,8.2494,5.4788,0.6641,0.3532,1.1134,3.1522,0,2.3312,0,1.7628,1.9122,1.0847,0.0318,3.2512,0.4716,-0.7047,0.0233,1100,0,0,0,1,DESTRA_PANTALONI
-0.2795,1.9496,1.3963,5.2054,-1.9006,0.8521,5.179,2.2757,9.2279,-1.0878,0.2406,8.5575,2.9253,11.1893,-1.5001,3.838,1.8176,1.3482,6.8728,0.2177,-0.3281,-1.1618,-0.0728,3.5414,0.222,0.0627,0.6136,0.4773,1.0357,0.7779,1.688,2.1698,0.3764,0.2278,1.0726,0.6052,2.8493,4.708,0.7094,0.508,-1.7837,0.7161,-2.5143,-3.511,0.406,0.401,0.2043,0.9876,0.5031,0.5094,0.5641,0.4652,0.7574,0.8247,1.3427,1.6281,0.0182,5.8481,0.5769,0.5633,-0.2079,0.4278,-0.066,-0.0839,-0.4672,2.2217,1.4905,5.1747,-2.973,-2.4386,0.9198,0.959,4.5395,?,0.8727,1.066,1.0325,3.0984,-0.3648,0.1916,-0.5354,-2.7942,1.5542,1.4436,0.9289,2.4155,2.0841,0.8628,0.853,4.6757,5.4813,0,0.5737,0,1.1399,1.6701,1.4651,0.0516,4.6876,-0.1758,-0.1287,-0.4527,1100,0,0,0,1,DESTRA_PANTALONI
0.1802,6.8479,2.6169,8.0815,-0.6431,-0.7588,15.4316,3.9283,13.6045,-1.3642,2.0269,21.5058,4.6374,13.7608,-0.4569,6.6274,4.58,2.1401,9.0863,0.0923,-0.2375,0.0889,0.0272,-0.3743,-0.1145,0.3058,0.6662,0.5643,1.2228,0.8471,1.8356,2.1669,0.4438,0.3184,1.4952,0.7176,3.3693,4.6956,0.4029,0.7329,-3.4242,1.8189,-8.4984,-4.6722,0.8547,0.5208,0.4914,0.6093,0.5749,0.9436,0.594,0.5873,0.8894,0.9886,1.4973,1.5145,0.0462,10.0845,0.9311,-0.065,-0.0229,-0.0784,-0.0511,0.5432,1.0923,1.8698,1.3674,4.7243,-0.4212,-0.3629,1.9965,1.413,6.3692,-1.4086,1.7964,3.227,1.7964,5.002,-0.2291,-3.0102,0.6081,-0.202,0.9677,0.7612,0.7866,0.9365,0.5794,0.6187,0.3759,1.5016,3.9948,1.2571,0.8168,0.6498,0.7417,0.9445,1.2733,0.0435,4.6351,-0.3801,0.7945,-0.7345,1100,0,0,0,1,DESTRA_PANTALONI
