@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.4781,0.3856,0.621,2.6923,-2.1322,4.1384,3.2479,1.8022,7.7838,0.035,9.8061,0.5851,0.7649,3.4681,0.6969,10.7818,1.4859,1.219,5.3724,0.5991,-0.1155,-0.0488,-0.0443,0.422,0.3838,0.9095,0.3446,0.8118,0.5094,2.356,1.4784,0.6275,0.1187,0.6591,0.2595,5.5509,2.1858,0.3938,-6.4855,-0.2298,-0.2282,0.0354,0.0352,0.9931,0.1066,0.0751,0.0641,0.705,0.6019,0.8538,0.3459,0.7763,0.5011,2.2444,1.4488,0.6455,0.0579,14.5628,-0.3952,-0.1968,-0.3592,0.5504,0.8812,0.8694,0.0357,0.0002,0.0155,0.0835,-0.1422,-0.1178,0.0005,0.0224,0.1475,?,-0.9677,0.0002,0.0126,0.9822,?,-0.303,-0.0369,0.1218,0.6943,1.2339,1.7772,0.482,1.5225,3.1583,0.0705,0.0106,0.1501,0,0,1,0.5663,0.085,0.1501,0.0053,1.1216,0.6552,-0.8199,-0.8826,-0.1657,0.2227,0.4719,2.2972,-0.9521,2.3695,0.1464,0.3827,1.1519,0.6049,9.4948,0.0084,0.0918,0.275,0.9715,-0.0699,-0.0175,0.2496,1.2333,5.1419,4.1694,1.5209,26.4395,17.3837,-0.6354,-0.1197,0.1883,0.4037,0.1221,0.3025,1.9943,8.3529,4.1883,0.0532,12.249,0.7243,-0.7111,-0.9797,DAVANTI_PANTALONI
0.2298,0.627,0.7918,2.4799,-0.4347,5.2499,1.4045,1.1851,3.9812,0.4914,10.3932,0.7008,0.8372,2.9925,0.7602,11.7029,1.4085,1.1868,4.0512,0.7186,0.0438,0.0221,0.0196,0.5051,0.4486,0.8881,0.6682,0.9459,0.6672,1.4156,0.9985,0.7054,0.4464,0.8947,0.4451,2.004,0.9971,0.4975,-0.1953,-0.0792,-0.0726,0.4056,0.3718,0.9168,0.2208,0.1385,0.1201,0.6274,0.5437,0.8667,0.6229,0.8287,0.6121,1.3304,0.9827,0.7387,0.0613,16.3279,0.9404,0.4412,0.7397,0.6589,0.8964,0.9235,-0.1319,0.001,0.0313,0.1586,?,-0.672,0.0001,0.0116,0.6953,?,-0.4634,0.0003,0.0176,0.4814,?,0.1963,0.2847,1.4501,2.7005,1.7727,0.6564,7.2928,3.1423,0.4309,0.2281,0.3294,1.4441,1,1,1,0.2281,0.3294,1.4441,0.0044,1.2672,-0.9622,0.9858,-0.9826,8.6059,0.0107,0.1032,0.295,0.9661,4.6567,0.041,0.2025,0.5936,0.8829,0.5868,0.0301,0.1734,0.5457,0.3121,1.8481,14.6666,7.9361,0.5097,0.5952,1.1678,0.2598,0.3543,1.3638,1.8753,33.8991,18.0765,1.7139,10.9533,6.3908,0.4969,0.5405,1.0877,0.0516,13.8494,-0.9987,0.868,-0.8985,DAVANTI_PANTALONI
-0.2305,5.8072,2.4098,10.8815,-0.814,1.3677,16.9332,4.115,17.8096,-0.8417,8.493,11.5436,3.3976,23.226,-0.0897,9.7521,13.2347,3.6379,21.3917,0.0258,-0.1685,-0.0271,-0.0236,0.161,0.1403,0.8709,0.5856,0.7093,0.6624,1.2112,1.1311,0.9339,0.3429,0.5031,0.4388,1.4669,1.2795,0.8722,0.5999,2.5529,-8.6115,4.2556,-14.3552,-3.3733,0.6203,0.2815,0.2732,0.4537,0.4404,0.9706,0.611,0.4685,0.5087,0.7668,0.8325,1.0857,0.0463,13.9744,-0.0353,-0.0768,-0.1965,0.0474,0.1524,0.9513,-0.0078,0.0095,0.0977,0.2795,-1.2371,0.0726,0.01,0.0999,0.4498,-1.4742,0.0985,0.8538,0.924,1.9818,-1.0013,-0.1077,-0.0794,0.7365,0.9771,0.1057,0.1082,0.9548,0.0112,0.0117,0.5768,0.1559,0.2703,0.6873,0.1262,0.1836,0.6215,0.141,0.2269,0.0007,1.1277,0.7241,0.9745,0.8111,1.259,1.4368,1.1987,4.8481,-0.0865,1.5945,3.7516,1.9369,5.934,-0.5535,9.3165,0.0564,0.2375,1.6798,0.8262,0.7896,0.1351,0.1711,0.6189,5.0473,8.1558,0.383,25.475,66.5173,0.1826,-0.0483,-0.2647,1.1681,0.4616,0.3951,0.817,2.8861,3.5325,0.0513,12.9732,-0.6359,-0.0107,-0.5449,DAVANTI_PANTALONI
0.2728,1.7477,1.322,4.5473,-0.6713,4.9591,0.9292,0.964,4.0211,0.4583,10.0353,2.6575,1.6302,8.7397,0.4576,11.3198,2.5705,1.6033,8.7211,0.4829,0.055,0.0272,0.0241,0.4942,0.4381,0.8865,1.3714,0.8109,0.8246,0.5913,0.6012,1.0168,1.8808,0.6576,0.6799,0.3497,0.3615,1.0339,-0.5369,-0.2477,-0.2243,0.4613,0.4178,0.9056,0.3665,0.1688,0.1613,0.4607,0.4402,0.9555,1.1308,0.5203,0.5214,0.4601,0.4611,1.0021,0.0602,16.1717,0.7535,-0.0284,0.2149,0.1012,0.396,0.9519,-0.1045,0.0034,0.0585,0.1966,-3.6394,-0.7176,0.0001,0.0096,0.7381,?,-0.4181,0.0017,0.0414,0.4715,?,0.1457,0.2501,1.7164,6.0842,1.4146,0.2325,37.0178,2.0011,0.0541,0.209,0.3271,1.5653,0,0,1,0.2664,0.417,1.5653,0.0045,1.2447,-0.9425,0.9002,-0.8723,8.5284,0.0325,0.1802,0.6308,0.929,4.7904,0.1022,0.3197,1.138,0.7843,-0.577,0.0232,0.1522,0.9186,?,1.7803,-14.7816,-8.3028,0.5636,1.184,2.1008,0.3176,1.402,4.4135,1.9936,-8.9794,-4.5042,1.6831,0,0,0.5543,0.6867,1.2389,0.0527,13.8958,-0.9975,0.3354,-0.2821,DAVANTI_PANTALONI
0.4021,7.5578,2.7492,15.2924,-0.6896,5.7285,26.2216,5.1207,22.9491,-0.2447,9.758,12.9092,3.5929,14.8923,0.1377,12.6126,15.8064,3.9757,19.063,0.202,0.0702,0.0412,0.0319,0.5871,0.4542,0.7737,0.5369,0.7652,0.6915,1.4252,1.288,0.9037,0.2882,0.5855,0.4781,2.0312,1.6589,0.8167,1.3835,-2.6247,-1.2938,-1.8972,-0.9352,0.4929,0.4909,0.5241,0.3789,1.0676,0.7719,0.723,0.6664,1.0269,0.8022,1.541,1.2039,0.7812,0.0596,18.4617,-0.1791,-0.284,-0.4655,-0.1352,0.3356,0.8644,-0.135,0.0276,0.1663,0.4182,-5.6883,0.3292,0.0076,0.087,0.3282,0.2873,0.8339,0.008,0.0895,0.3155,0.6547,-0.41,-0.1618,0.3948,1.91,1.8583,0.9729,3.6481,3.4533,0.9466,-2.6876,-0.5943,0.2211,0.1358,0.0684,0.5039,1.2741,1.3253,1.0401,0.0048,1.3328,-0.1555,0.8565,0.3471,-3.9462,7.8001,2.7929,8.0496,?,4.3203,8.1555,2.8558,10.3884,-0.498,6.6273,2.0544,1.4333,3.9008,0.5332,-0.9134,-0.5955,0.6519,0.978,1.9485,1.9924,0.9564,3.7967,3.9697,2.3309,-1.8065,-0.775,0,0,0.8299,0.7749,2.0636,2.6632,0.0465,15.4202,0.5163,0.8431,-0.0025,DAVANTI_PANTALONI
0.2858,13.1556,3.6271,15.7637,-2.0627,-1.2482,19.8235,4.4524,17.0484,-1.5825,10.3554,18.7865,4.3343,16.4847,0.2067,11.6822,24.1663,4.9159,17.6701,0.2036,-0.2289,0.0276,0.0245,-0.1205,-0.1068,0.8864,0.8146,0.8368,0.7378,1.0272,0.9057,0.8817,0.6636,0.7003,0.5444,1.0552,0.8203,0.7774,1.0163,-2.4723,-2.3504,-2.4328,-2.3128,0.9507,0.7797,0.2477,0.232,0.3177,0.2975,0.9365,0.9246,0.9563,0.8921,1.0342,0.9648,0.9329,0.1199,16.8633,0.0076,-0.5713,-0.5776,-0.2996,-0.4213,0.9722,-0.1717,0.0589,0.2427,0.6361,-8.5265,0.1674,0.0053,0.0727,0.209,0.309,0.7271,0.0561,0.2368,0.6808,0.2432,-1.0255,-0.2361,0.2302,3.3385,1.025,0.307,11.1456,1.0506,0.0943,-6.0922,-2.6026,0.4272,0.2208,0.0742,0.3362,3.0439,0.9345,0.307,0.0088,1.109,-0.9863,0.9056,-0.9343,-2.0709,7.768,2.7871,9.5488,?,0.3784,5.121,2.263,7.0371,-2.069,8.1558,1.2447,1.1157,3.4023,0.6508,-5.4725,-0.2539,0.0464,1.2316,2.4981,2.0283,1.5169,6.2407,4.1141,2.0128,-1.5057,-0.7481,0,0,0.2353,1.3569,2.8065,2.0683,0.0968,12.1894,0.9825,0.6777,0.7754,DAVANTI_PANTALONI
-0.1228,3.9928,1.9982,11.3058,-0.6885,7.8261,26.1935,5.118,22.7059,-0.0425,9.7697,7.9807,2.825,12.9697,0.2339,13.1503,21.9483,4.6849,20.9836,0.1969,-0.0157,-0.0126,-0.0093,0.8011,0.5951,0.7429,0.3904,0.7073,0.4265,1.8117,1.0924,0.603,0.1524,0.5003,0.1819,3.2821,1.1934,0.3636,4.9818,-1.1639,-0.8959,-0.2336,-0.1798,0.7697,0.3074,0.3955,0.2563,1.2865,0.8336,0.6479,0.4979,0.8717,0.5388,1.7507,1.0821,0.6181,0.068,19.2103,0.5616,-0.1316,0.286,0.5143,0.9032,0.808,-0.2486,0.2065,0.4544,1.1651,-0.9265,-0.148,0.1626,0.4032,1.1385,-1.0037,-0.3933,0.349,0.5908,1.4635,-1.2069,1.6794,0.6321,0.3764,1.1271,0.7692,0.6825,1.2703,0.5917,0.4658,0.9825,0.7001,0.7126,1.0644,0.912,0.8568,1.0234,0.7961,0.7779,0.0027,1.6416,0.9872,0.9896,0.9703,7.427,5.1874,2.2776,8.0083,0.1385,4.9785,6.0501,2.4597,8.1368,0.1627,0.9234,4.1562,2.0387,6.5761,-0.9214,1.4918,8.0429,5.3914,0.926,1.1172,1.2065,0.8574,1.2481,1.4557,0.8148,-0.4084,-0.5013,0.9566,2.7161,2.8392,0.9842,1.2178,1.2373,0.0489,14.4463,-0.9476,0.5607,-0.7412,DAVANTI_PANTALONI
-1.0267,4.4115,2.1004,10.3772,-1.4223,4.7806,21.3596,4.6216,18.4351,-0.3021,9.1368,10.8742,3.2976,15.0128,0.1081,11.4032,14.0017,3.7419,16.1871,0.1974,-0.2148,-0.1124,-0.09,0.5232,0.4192,0.8012,0.4545,0.6369,0.5613,1.4015,1.2351,0.8813,0.2065,0.4057,0.3151,1.9643,1.5255,0.7766,1.4245,-3.3502,-1.5302,-2.3519,-1.0742,0.4568,0.3026,0.2545,0.2124,0.8411,0.7019,0.8345,0.5629,0.6912,0.6411,1.228,1.1389,0.9275,0.0563,16.5622,0.6365,-0.0524,0.2568,0.3709,0.7423,0.867,-0.2644,0.1163,0.341,1.1247,-0.9708,-0.2185,0.1116,0.3341,1.1569,-0.9538,-0.5966,0.2283,0.4778,1.515,-1.4591,1.2098,0.4431,0.3663,1.0207,0.7137,0.6992,1.0419,0.5093,0.4888,0.981,0.6163,0.6283,0.9638,0.9264,0.9612,0.9722,0.7424,0.7636,0.0037,1.5488,0.9903,0.9035,0.8767,7.1349,1.2776,1.1303,3.9767,0.5343,3.9134,4.5728,2.1384,6.7397,0.1541,3.0052,15.0712,3.8822,11.7132,-0.4168,1.8232,2.3742,1.3022,0.5286,0.2912,0.5508,0.2794,0.0848,0.3034,3.7176,-1.3242,-0.3562,1.0719,1.033,0.9637,0.59,0.3395,0.5754,0.0471,15.459,-0.1426,0.0475,-0.9834,DAVANTI_PANTALONI
0.1522,1.4215,1.1923,4.2461,-0.5306,8.1474,2.7763,1.6662,6.6396,0.4365,10.0152,3.1752,1.7819,8.6666,0.4532,13.0404,4.0295,2.0074,8.4017,0.5378,0.0187,0.0152,0.0117,0.8135,0.6248,0.768,0.7155,0.6691,0.594,0.9351,0.8301,0.8877,0.512,0.4477,0.3528,0.8744,0.689,0.788,-0.2862,-0.2049,-0.1506,0.7159,0.5261,0.7349,0.2355,0.175,0.1526,0.7433,0.6482,0.872,0.6395,0.4899,0.5054,0.7661,0.7903,1.0315,0.069,19.1922,0.6784,0.1062,0.4514,0.306,0.7576,0.8523,-0.1041,0.0015,0.0392,0.1512,?,-0.7162,0,0.0046,0.7282,?,-0.5304,0.0001,0.0104,0.5479,?,0.1453,0.1962,1.3503,8.4525,3.7741,0.4465,71.4453,14.2441,0.1994,0.2076,0.276,1.3292,1,1,1,0.2076,0.276,1.3292,0.0048,1.3507,-0.5344,0.0537,-0.7633,7.2583,0.1078,0.3283,1.0869,0.8609,6.5558,0.1366,0.3696,1.2353,0.8267,-0.4981,0.0182,0.135,0.7737,?,1.1072,-14.571,-13.1607,0.8883,2.4324,2.7384,0.789,5.9164,7.4986,1.1411,-8.6932,-7.6181,1.0959,0,0,0.8799,1.4048,1.5966,0.0524,14.3122,-0.9984,-0.7403,0.7587,DAVANTI_PANTALONI
0.2677,1.1104,1.0538,4.345,-0.4081,6.8265,1.3113,1.1451,4.9885,0.4973,9.9171,3.3432,1.8285,7.8069,0.4844,12.1542,3.0603,1.7494,7.0125,0.5704,0.0392,0.027,0.022,0.6884,0.5617,0.8159,0.9202,0.5763,0.6024,0.6263,0.6546,1.0452,0.8468,0.3321,0.3629,0.3922,0.4285,1.0925,-0.2552,-0.1717,-0.1352,0.6729,0.53,0.7877,0.3109,0.2038,0.189,0.6554,0.6079,0.9276,0.871,0.5566,0.6196,0.639,0.7114,1.1133,0.0658,17.5969,0.5853,-0.1657,0.0928,0.0819,0.4571,0.9216,-0.1932,0.0019,0.043,0.2515,?,-0.7018,0.0001,0.0114,0.7221,?,-0.5015,0.0003,0.0183,0.5253,?,0.2754,0.3853,1.3992,3.7639,2.35,0.6244,14.1669,5.5225,0.3898,0.3484,0.4788,1.3745,1,1,1,0.3484,0.4788,1.3745,0.0048,1.3965,-0.9036,0.9306,-0.8852,8.3136,0.0181,0.1345,0.4933,0.9426,5.1555,0.049,0.2213,0.769,0.8585,-0.6235,0.0198,0.1409,1.0017,?,1.6126,-13.3337,-8.2686,0.6079,0.955,1.5711,0.3695,0.9121,2.4684,1.737,-8.089,-4.6569,1.582,0,0,0.6414,0.4924,0.7677,0.0536,14.0926,-0.9952,0.0168,0.0834,DAVANTI_PANTALONI
0.2528,1.0741,1.0364,4.1609,-0.3496,7.4656,1.4634,1.2097,5.8202,0.4801,9.853,2.6342,1.623,7.4819,0.4982,12.4594,2.8164,1.6782,7.019,0.5801,0.0339,0.0257,0.0203,0.7577,0.5992,0.7908,0.8567,0.6386,0.6176,0.7454,0.7208,0.9671,0.734,0.4078,0.3814,0.5556,0.5196,0.9353,-0.2005,-0.1451,-0.1111,0.7235,0.5542,0.766,0.2754,0.2068,0.1844,0.7508,0.6697,0.8919,0.7149,0.5561,0.5928,0.7779,0.8292,1.066,0.0651,18.1007,0.6364,0.0468,0.3409,0.2205,0.6256,0.8977,-0.1236,0.0024,0.0491,0.1846,?,-0.7218,0,0.0045,0.7367,?,-0.5027,0,0.007,0.5143,?,0.1712,0.2459,1.4358,11.0005,7.0259,0.6387,121.0102,49.3635,0.4079,0.2505,0.3589,1.4324,1,1,1,0.2505,0.3589,1.4324,0.0047,1.3481,-0.2675,0.6227,-0.6383,7.6844,0.0749,0.2737,0.9708,0.8805,6.0236,0.134,0.366,1.2847,0.8077,-0.7594,0.0514,0.2267,1.1445,?,1.2757,-10.1191,-7.9322,0.7476,1.2071,1.6146,0.559,1.4572,2.6069,1.3261,-6.2505,-4.7136,1.2164,0,0,0.7557,0.8482,1.1224,0.0515,14.4674,-0.9967,-0.747,0.7883,DAVANTI_PANTALONI
