@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
6.1349,25.2411,5.0241,20.5835,-0.4172,2.1142,12.2863,3.5052,13.0151,-0.2472,6.1349,25.2411,5.0241,20.5835,-0.4172,10.6547,28.988,5.3841,19.4414,0.0576,2.9018,1,0.5758,0.3446,0.1984,0.5758,1.4333,1,0.9331,0.6977,0.651,0.9331,2.0544,1,0.8707,0.4868,0.4238,0.8707,2.3491,1,-5.0957,0.4257,-2.1693,-5.0957,1.3918,1,0.704,0.7185,0.5058,0.704,1.5815,1,1.0588,0.6323,0.6695,1.0588,0.0893,15.7082,-0.8166,1,0.8743,-0.8166,-0.5199,0.8743,-10.583,194.9953,13.9641,36.1,-2.5743,-0.4001,191.62,13.8427,36.2817,-0.9064,-31.0676,9.8198,3.1337,36.6577,?,26.4528,0.3406,0.0129,1.0088,4.4562,4.4174,1.0176,19.8573,19.5135,1.5072,0.7093,0.4706,0.5307,0,0,0.995,0.9848,0.9897,0.3282,59.4042,-0.905,-0.1847,0.5346,996.8137,282052.3125,531.086,1398.83,0.1041,PANTALONI
5.5298,31.2724,5.5922,21.2989,-0.1607,2.1872,16.5517,4.0684,14.4236,-0.509,5.5298,31.2724,5.5922,21.2989,-0.1607,10.3913,37.0581,6.0875,22.3845,0.1486,2.5283,1,0.5322,0.3955,0.2105,0.5322,1.3745,1,0.9186,0.7275,0.6683,0.9186,1.8894,1,0.8439,0.5293,0.4466,0.8439,0.606,1,-0.7549,1.6502,-1.2458,-0.7549,1.9198,1,0.698,0.5209,0.3636,0.698,1.4767,1,0.9515,0.6772,0.6444,0.9515,0.0812,15.7991,-0.8522,1,0.9472,-0.8522,-0.7418,0.9472,-13.686,186.8358,13.6688,36.1,-5.2241,-6.5404,130.715,11.4331,37.0106,-0.8353,-29.1415,11.4362,3.3817,33.38,?,2.0925,0.4696,0.2244,1.1955,4.0419,3.3808,1.4293,16.3372,11.4299,1.7987,0.9077,0.5046,0.2876,0,0,0.9754,1.0815,1.1088,0.3285,57.4576,-0.7272,-0.4295,0.9022,1753.3755,331611.8125,575.8575,2204.1101,0.127,PANTALONI
2.3621,2.5862,1.6082,6.4112,-0.1831,6.7029,3.508,1.873,7.7114,0.2964,2.3621,2.5862,1.6082,6.4112,-0.1831,7.6997,5.4835,2.3417,9.4229,0.2954,0.3524,1,0.3068,2.8376,0.8705,0.3068,0.8586,1,0.6868,1.1646,0.7998,0.6868,0.7372,1,0.4716,1.3564,0.6397,0.4716,-0.3054,1,-0.2511,-3.2747,0.8223,-0.2511,0.4944,1,0.4052,2.0226,0.8195,0.4052,0.8314,1,0.6804,1.2028,0.8184,0.6804,0.0749,11.545,0.5332,1,0.7698,0.5332,0.9445,0.7698,-2.352,138.2406,11.7576,29.7,-2.4941,-17.5894,10.7486,3.2785,24.7817,?,-30.6113,2.8497,1.6881,33.5525,?,0.1337,0.0768,0.5746,3.5863,6.9649,1.9421,12.8613,48.5098,3.7718,0.8555,0.6318,0.7386,0,0,1,1.1985,0.8852,0.7386,0.3538,58.5367,-0.4908,0.2892,-0.9105,841.1311,206545.7812,454.4731,1353.3159,0.048,PANTALONI
2.0027,2.8636,1.6922,10.6941,-0.1395,5.1798,5.4177,2.3276,10.8761,0.1396,2.0027,2.8636,1.6922,10.6941,-0.1395,6.1514,8.1568,2.856,15.4602,0.1565,0.3866,1,0.3256,2.5864,0.8421,0.3256,0.727,1,0.5925,1.3755,0.815,0.5925,0.5286,1,0.3511,1.8919,0.6642,0.3511,-0.7415,1,-0.4562,-1.3487,0.6152,-0.4562,0.7424,1,0.512,1.3469,0.6897,0.512,0.9833,1,0.6917,1.017,0.7035,0.6917,0.059,9.4128,0.5298,1,0.7577,0.5298,0.9454,0.7577,-9.377,50.6706,7.1183,26.5,-15.5624,-3.8371,13.2904,3.6456,13.2007,-11.5385,-20.7526,6.7054,2.5895,24.2372,?,2.4438,0.4518,0.1849,1.9526,2.749,1.4079,3.8126,7.5567,1.9821,2.0497,1.0273,0.5012,1.5197,0,0,2.0075,1.0934,0.5446,0.2309,34.2656,0.3458,0.7107,-0.0493,328.7981,41832.6992,204.5304,606.5096,0.0077,PANTALONI
4.3951,15.7792,3.9723,14.0878,-0.0181,2.0155,17.1401,4.1401,13.3202,-0.6009,4.3951,15.7792,3.9723,14.0878,-0.0181,8.4114,20.6421,4.5434,16.1184,0.1785,2.1806,1,0.5225,0.4586,0.2396,0.5225,0.9595,1,0.8743,1.0422,0.9112,0.8743,0.9206,1,0.7644,1.0863,0.8303,0.7644,0.0501,1,-0.0715,19.9528,-1.4272,-0.0715,1.663,1,0.7052,0.6013,0.424,0.7052,1.0576,1,0.874,0.9455,0.8264,0.874,0.0653,13.0261,-0.6175,1,0.964,-0.6175,-0.4714,0.964,-12.268,63.2782,7.9548,29.3,?,1.2075,129.9574,11.3999,34.9859,-0.2857,-19.1103,10.0029,3.1627,22.1671,?,-10.1598,0.642,-0.0632,0.6978,2.5151,3.6044,0.4869,6.326,12.9919,3.7687,1.3218,0.3507,0,1,0,0.8375,1.3218,1.5783,0.2274,40.2584,-0.3885,-0.3504,0.9797,1576.4844,362922.8438,602.4308,1917.0475,0.1053,PANTALONI
5.5158,21.833,4.6726,15.8836,-0.0109,3.6466,10.0336,3.1676,13.0805,-0.1652,5.5158,21.833,4.6726,15.8836,-0.0109,9.9101,29.6351,5.4438,18.6003,0.1658,1.5126,1,0.5566,0.6611,0.368,0.5566,1.4751,1,0.8583,0.6779,0.5819,0.8583,2.176,1,0.7367,0.4596,0.3386,0.7367,0.0921,1,-0.0462,10.8563,-0.5014,-0.0462,1.3996,1,0.7047,0.7145,0.5035,0.7047,1.2143,1,0.8539,0.8235,0.7032,0.8539,0.0861,14.9956,-0.7027,1,0.9398,-0.7027,-0.4604,0.9398,-12.5229,154.4877,12.4293,32.9,-15.0712,-4.2417,220.6447,14.8541,44.6238,-0.7097,-35.8397,26.3787,5.136,40.7848,?,2.9523,0.3494,0.1184,0.8368,2.42,2.8921,0.7002,5.8565,8.3645,1.6656,0.7565,0.4542,0.0784,0,0,0.7373,0.8067,1.0941,0.382,63.0138,-0.9017,-0.7525,0.9334,490.1429,168787.375,410.8374,972.7549,0.0042,PANTALONI
5.9864,42.7485,6.5382,25.5997,-0.2133,-0.3643,40.6167,6.3731,25.8639,-0.7427,5.9864,42.7485,6.5382,25.5997,-0.2133,11.5663,64.1413,8.0088,29.646,0.0476,-16.4308,1,0.5176,-0.0609,-0.0315,0.5176,1.0259,1,0.8164,0.9747,0.7958,0.8164,1.0525,1,0.6665,0.9501,0.6332,0.6665,0.4083,1,-3.0346,2.4494,-7.433,-3.0346,1.4217,1,0.6778,0.7034,0.4768,0.6778,0.9898,1,0.8635,1.0103,0.8724,0.8635,0.0874,18.5921,-0.7795,1,0.9135,-0.7795,-0.595,0.9135,-7.9765,104.4459,10.2199,29.3381,-3.3275,2.353,446.2735,21.1252,54.8996,-0.5722,-33.8702,67.7648,8.2319,42.4194,?,-3.39,0.2355,-0.0695,0.4838,1.2415,2.5662,0.234,1.5413,6.5856,1.1291,0.5318,0.471,0.1941,0,0,0.5344,0.6916,1.2942,0.3595,63.7586,-0.4328,-0.5018,0.9661,421.1134,19679.7812,140.2846,326,0.4408,PANTALONI
3.8034,21.6567,4.6537,17.6754,-0.1668,2.0197,29.2524,5.4086,20.5021,-0.8672,3.8034,21.6567,4.6537,17.6754,-0.1668,9.0208,24.2025,4.9196,21.0011,0.0331,1.8832,1,0.4216,0.531,0.2239,0.4216,0.8604,1,0.9459,1.1622,1.0994,0.9459,0.7403,1,0.8948,1.3507,1.2087,0.8948,0.2654,1,-3.5103,3.7684,-13.2285,-3.5103,1.3796,1,0.6974,0.7248,0.5055,0.6974,0.8621,1,0.8416,1.1599,0.9762,0.8416,0.0611,13.6645,-0.659,1,0.9077,-0.659,-0.4779,0.9077,-10.8768,103.5266,10.1748,36.6577,-3.9677,-2.5605,262.8036,16.2112,53.5187,-0.441,-36.8003,60.2345,7.7611,43.9194,?,4.2479,0.2956,0.0696,0.6276,1.311,2.0888,0.3939,1.7187,4.363,1.7876,0.6666,0.3729,0.1987,0,0,0.685,0.8347,1.2186,0.4091,62.3263,-0.2059,-0.6052,0.8775,352.1383,36574.3164,191.2441,445,0.2752,PANTALONI
6.0915,37.4519,6.1198,23.9323,-0.2112,-0.4467,45.0027,6.7084,25.4771,-0.884,6.0915,37.4519,6.1198,23.9323,-0.2112,11.6467,58.6729,7.6598,29.7787,0.0202,-13.6378,1,0.523,-0.0733,-0.0384,0.523,0.9123,1,0.7989,1.0962,0.8758,0.7989,0.8322,1,0.6383,1.2016,0.767,0.6383,0.3491,1,-6.7835,2.8649,-19.4342,-6.7835,1.4612,1,0.6501,0.6844,0.4449,0.6501,0.9394,1,0.8037,1.0646,0.8555,0.8037,0.0899,18.5302,-0.7901,1,0.9326,-0.7901,-0.6456,0.9326,-20.9186,117.6923,10.8486,37.3199,?,4.2045,464.0972,21.5429,59.9991,-0.368,-26.0537,243.0309,15.5894,43.8599,?,-4.9752,0.8029,-0.1614,0.5036,0.6959,1.3819,0.2536,0.4843,1.9096,2.3124,0.8509,0.368,0,1,0,0.622,0.8509,1.368,0.3508,65.2897,-0.0753,-0.3973,0.9249,341.6562,7729.7944,87.9193,268,0.4274,PANTALONI
4.3974,28.9421,5.3798,14.8824,-0.0237,1.317,3.5655,1.8883,5.5737,-0.4697,4.3974,28.9421,5.3798,14.8824,-0.0237,7.5597,44.7092,6.6865,19.0698,0.0727,3.339,1,0.5817,0.2995,0.1742,0.5817,2.8491,1,0.8046,0.351,0.2824,0.8046,8.1172,1,0.6473,0.1232,0.0797,0.6473,0.1935,1,-0.2307,5.1667,-1.1921,-0.2307,3.8333,1,0.7069,0.2609,0.1844,0.7069,2.6701,1,0.7804,0.3745,0.2923,0.7804,0.0731,10.8977,-0.8996,1,0.9953,-0.8996,-0.8642,0.9953,-15.7514,173.3483,13.1662,40.0625,?,-6.5029,20.3739,4.5137,20.8125,-0.8814,-34.0776,182.7782,13.5195,46.375,-26.4815,2.4222,0.4622,0.1908,2.9169,0.9739,0.3339,8.5083,0.9484,0.1115,4.109,0.8965,0.2182,0,0,6.5556,1.9249,0.8639,0.4488,0.4379,57.5431,-0.6388,-0.9521,0.8365,10.8391,54.4109,7.3764,18,0.0526,PANTALONI
