@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
1.5097,4.0675,2.0168,13.2312,-0.6423,-1.7136,14.1257,3.7584,22.641,-2.1047,-0.2496,9.0884,3.0147,20.9443,-1.2708,4.8167,9.3594,3.0593,16.7119,0.0177,-0.881,-6.0485,0.3134,6.8654,-0.3558,-0.0518,0.5366,0.669,0.6592,1.2467,1.2285,0.9854,0.288,0.4475,0.4346,1.5543,1.5093,0.971,0.3371,0.4415,-17.14,1.3095,-50.8383,-38.8229,1.1048,0.8735,0.4735,0.7907,0.4286,0.5421,0.5844,0.6317,0.7917,1.081,1.3548,1.2533,0.016,7.4605,-0.3099,-0.3116,0.4916,-0.616,-0.4652,-0.074,-0.4742,0.0067,0.082,0.5642,?,-0.334,0.004,0.0634,0.414,?,0.6204,0.004,0.063,0.249,0.6627,1.4198,-0.7643,-0.5383,1.2931,1.3019,1.0068,1.6722,1.695,1.0136,1.3627,-1.1534,-0.8464,1,0,0,1.3627,2.2658,1.6627,0.0059,1.4286,-0.3083,0.567,0.403,-0.1857,0.5575,0.7466,2.9939,-0.8398,0.3327,0.619,0.7867,4.563,-0.3954,-0.1675,1.0649,1.0319,4.845,-1.455,-0.5582,1.1085,-1.9859,0.949,0.7235,0.7624,0.9007,0.5235,0.5812,1.057,0.4759,0.4503,0.4976,0.8246,1.657,0.6561,0.6179,0.9418,0.0029,2.1195,0.6732,0.2905,0.4529,PANTALONI
0.7373,1.2774,1.1302,4.9566,-0.5013,-0.9053,8.0207,2.8321,15.6438,-2.7976,0.2749,1.9068,1.3809,8.3285,-0.6876,2.8633,4.4454,2.1084,12.1435,0.0365,-0.8144,2.6824,0.2575,-3.2939,-0.3162,0.096,0.3991,0.8185,0.5361,2.051,1.3432,0.6549,0.1593,0.6699,0.2874,4.2065,1.8043,0.4289,0.1436,0.4878,-3.5972,3.3963,-25.0481,-7.3751,0.8015,0.669,0.262,0.8347,0.3268,0.3916,0.3168,0.5951,0.4082,1.8783,1.2883,0.6858,0.0084,4.27,-0.4997,0.1499,0.4671,-0.6367,-0.7823,0.4747,-0.4616,0.0019,0.0434,0.5135,?,-0.3333,0.0015,0.0383,0.3834,?,0.5483,0.002,0.0448,0.2022,0.6814,1.3849,-0.842,-0.608,1.1342,0.9696,0.8549,1.2864,0.9402,0.7308,1.3394,-1.1874,-0.8866,1,0,0,1.3394,2.539,1.8957,0.0055,1.3432,0.3294,0.3277,0.7358,-0.2085,0.5216,0.7222,2.8102,-1.1609,0.1777,0.2724,0.5219,3.0569,-0.5474,-0.2508,0.7109,0.8431,3.3485,-1.2319,-1.1735,0.8313,-0.7084,1.3837,0.8566,0.619,1.9146,0.7337,0.3832,1.396,0.8169,0.5851,0.6583,0.8668,1.3167,0.9193,0.8392,0.9129,0.0026,1.682,0.1348,-0.1183,-0.1995,PANTALONI
2.072,3.9184,1.9795,7.3921,-0.1102,-1.9042,18.9007,4.3475,14.0201,-3.5566,1.967,9.8481,3.1382,12.6997,-0.1971,5.3391,15.9498,3.9937,13.0212,0.0164,-1.0881,1.0534,0.3881,-0.9681,-0.3567,0.3684,0.4553,0.6308,0.4956,1.3854,1.0886,0.7858,0.2073,0.3979,0.2457,1.9192,1.185,0.6174,0.067,0.3509,-3.3878,5.234,-50.5296,-9.6541,2.164,0.6276,0.503,0.29,0.2324,0.8014,0.5273,0.5821,0.5677,1.104,1.0767,0.9753,0.0227,8.0569,-0.2775,0.712,0.7086,-0.4982,-0.7231,0.8601,0.1915,0.0638,0.2526,0.9424,-0.7643,-0.3345,0.1394,0.3734,0.9371,-4.3528,0.5951,0.011,0.1047,0.3049,0.5701,-0.5725,0.3217,-0.562,0.6765,2.4138,3.5679,0.4577,5.8266,12.73,0.5357,-1.0099,-1.8851,3.0508,0.7532,0.2469,1.0056,3.0911,3.074,0.0047,1.2972,-0.0751,-0.8219,0.4415,0.4455,0.4573,0.6762,2.719,-0.4944,-0.4671,9.7591,3.124,11.6156,-1.5886,1.1696,1.9804,1.4073,4.435,-0.1748,-0.9538,0.3809,-0.3994,0.2165,0.4805,2.2199,0.0469,0.2309,4.9279,0.1262,1.3635,10.8045,0.4055,0.4819,1.1886,0.2341,0.6131,2.6191,0.0088,4.5378,0.3388,0.9048,0.1951,PANTALONI
-1.4878,21.3073,4.616,26.0618,-3.2785,-2.2928,52.0369,7.2137,35.3026,-3.5805,0.0192,34.5576,5.8786,29.3006,-0.806,7.3402,61.4942,7.8418,33.1094,0.0037,0.6489,-77.3722,-0.2027,-119.2363,-0.3124,0.0026,0.6399,0.7852,0.5886,1.2271,0.9199,0.7496,0.4095,0.6166,0.3465,1.5058,0.8462,0.562,0.7237,1.5272,-163.4614,2.1103,-225.8746,-107.0321,0.7904,0.3754,0.1833,0.475,0.2319,0.4882,0.7382,0.8895,0.7871,1.2048,1.0662,0.885,0.0188,11.4321,0.8194,-0.0795,-0.6776,-0.0237,-0.7208,0.2013,-0.0606,0.0609,0.2467,0.6506,-4.8768,-0.2349,0.0045,0.0673,0.3481,-14.6244,-0.806,0.0286,0.169,0.954,?,0.2579,0.0751,0.2914,3.6644,1.4597,0.3984,13.4281,2.1308,0.1587,1.6567,0.5659,0.3416,4.9682,0,0,1.8687,0.6819,0.3649,0.0058,1.2271,-0.3966,-0.9729,0.4191,-0.4498,0.9043,0.9509,4.7125,-2.6308,-0.1024,3.5414,1.8819,9.1719,-2.1274,1.4568,1.8346,1.3545,4.7018,0.0725,4.3945,-0.3088,-0.0703,0.5053,0.7021,1.3894,0.2553,0.4929,1.9304,0.5473,-9.2919,-16.9784,0.4426,0.256,0.5785,0.5138,1.0023,1.9507,0.0105,3.3028,0.3771,-0.5545,-0.7917,PANTALONI
0.3852,2.5518,1.5974,9.39,-1.3511,0.3099,6.928,2.6321,11.5739,-0.9319,0.6402,5.4106,2.3261,12.8095,-0.1973,3.267,4.8713,2.2071,10.4763,0.0263,1.2431,0.6017,0.1179,0.4841,0.0949,0.196,0.6069,0.6868,0.7238,1.1316,1.1926,1.0539,0.3683,0.4716,0.5238,1.2804,1.4222,1.1107,0.9665,2.5559,-19.0506,2.6444,-19.7102,-7.4536,0.6667,0.3733,0.3712,0.56,0.5568,0.9943,0.8113,0.7331,0.8963,0.9035,1.1048,1.2227,0.0057,4.6894,-0.1584,-0.0815,0.0915,0.254,0.097,0.6653,0.233,0.0078,0.0886,0.4167,0.2745,-0.0106,0.0183,0.1354,0.3785,-2.3846,0.4683,0.0411,0.2027,0.5885,0.3437,-21.923,0.4975,-0.0227,0.6544,0.4371,0.6679,0.4283,0.191,0.4461,-0.5913,0.5116,-0.8652,5.1362,0.6405,0.1247,1.1009,0.708,0.6431,0.0037,0.8206,-0.6664,0.7929,-0.9441,0.3219,0.3145,0.5608,3.1264,-0.3378,-0.4606,0.8782,0.9371,5.2754,-4.6077,1.1497,2.6024,1.6132,6.3542,-0.3333,-0.699,0.28,-0.4006,0.5984,0.3476,0.5809,0.3581,0.1208,0.3375,0.1821,0.4969,2.7288,2.4842,0.4904,0.1974,0.5926,0.492,0.8302,0.0089,2.3028,-0.4681,0.0989,-0.2129,PANTALONI
-0.0747,0.013,0.1142,0.5698,-1.5132,-0.0615,0.0247,0.1573,0.8262,-1.4011,0.0094,0.0174,0.1318,0.7048,-0.9481,0.2348,0.0094,0.0972,0.4771,0.0556,1.2149,-7.9566,-0.318,-6.5493,-0.2618,0.04,0.7258,0.8663,1.1745,1.1936,1.6182,1.3558,0.5268,0.7505,1.3795,1.4247,2.6187,1.8381,0.7117,1.0002,-12.2078,1.4055,-17.1539,-12.2053,0.659,0.6267,0.4488,0.951,0.681,0.7161,0.6897,0.8085,1.1943,1.1722,1.7315,1.4772,0.0007,0.3553,-0.0737,-0.2558,-0.294,0.0616,-0.1749,0.1828,-0.1585,0,0.0022,0.1622,?,-0.7557,0,0.0007,0.7574,?,-0.4674,0.0001,0.0075,0.4784,?,0.2097,0.339,1.6169,2.9939,0.2953,0.0986,8.9634,0.0872,0.0097,0.2141,0.3389,1.5831,1,1,1,0.2141,0.3389,1.5831,0.0062,1.3816,-0.2428,0.8385,-0.085,0.0149,0.0014,0.038,0.2104,-0.8595,0.0499,0.0026,0.0508,0.266,-0.5393,0.0172,0.0009,0.0298,0.1474,-0.4256,0.2994,0.8659,2.8923,0.7473,1.275,1.7062,0.5584,1.6256,2.911,1.0437,2.2101,2.1175,0.655,1.0945,1.671,0.7912,1.4275,1.8043,0.0004,0.1174,0.7402,0.2755,0.4031,PANTALONI
0.5177,3.3655,1.8345,8.713,-0.9057,0.6086,6.9102,2.6287,14.1963,-0.6503,0.6298,6.1156,2.473,13.0746,-0.2625,3.5344,4.9345,2.2214,12.2094,0.0326,0.8507,0.8221,0.1465,0.9663,0.1722,0.1782,0.6979,0.7418,0.8259,1.063,1.1834,1.1133,0.487,0.5503,0.682,1.1299,1.4004,1.2393,0.7402,1.5231,-10.0597,2.0575,-13.5896,-6.6047,0.5315,0.4415,0.3623,0.8307,0.6816,0.8205,0.6138,0.6664,0.7136,1.0858,1.1627,1.0709,0.0074,5.0209,-0.0488,-0.1439,-0.0732,0.4538,0.2961,0.756,0.2062,0.0111,0.1053,0.4332,0.2284,-0.0471,0.0157,0.1255,0.3262,-4.0432,0.4221,0.0477,0.2183,0.5901,0.2884,-4.3777,0.4885,-0.1116,0.8392,0.4822,0.5746,0.7042,0.2325,0.3302,-0.4903,0.5361,-1.0934,8.6793,0.677,0.078,1.3279,0.7341,0.5528,0.0034,0.7382,-0.5413,0.7547,-0.9346,0.3177,0.4454,0.6673,3.858,-0.3164,-0.572,0.5605,0.7487,2.9053,-6.1249,1.081,1.9864,1.4094,5.2701,-0.1895,-0.5554,0.2939,-0.5292,0.8914,0.4735,0.5312,0.7946,0.2242,0.2822,0.3712,1.1041,2.9741,7.1877,0.6615,0.092,1.3279,0.7321,0.5513,0.0092,2.3119,-0.4004,-0.0904,-0.1959,PANTALONI
-2.7892,27.3472,5.2295,21.5938,-4.4057,0.4727,14.9459,3.866,16.7472,-1.2848,2.3995,36.8573,6.071,35.7983,-0.6431,6.5019,50.6355,7.1159,21.8173,0.0014,-5.9003,-1.1624,-0.429,0.197,0.0727,0.369,1.3527,0.8614,0.7349,0.6368,0.5433,0.8532,1.8297,0.742,0.5401,0.4055,0.2952,0.7279,1.8688,1.2561,-561.4318,0.6721,-300.4229,-446.9711,0.545,0.1833,0.1828,0.3364,0.3355,0.9972,1.2894,0.6032,0.9898,0.4678,0.7676,1.6408,0.0267,9.8272,0.0283,-0.0297,-0.7157,0.4225,-0.1487,0.3709,0.3399,0.0474,0.2178,0.4825,0.233,0.228,0.0254,0.1592,0.351,0.1884,0.4732,0.0207,0.1438,0.3253,0.5094,1.4905,0.7183,0.4819,1.368,1.5146,1.1072,1.8713,2.2939,1.2258,1.7988,0.4339,0.2412,1.4546,0.9486,0.6522,1.3747,1.4832,1.0789,0.0045,1.041,0.9873,0.9974,0.9918,1.0876,5.3218,2.3069,9.3674,-0.0416,0.6026,1.2277,1.108,4.3643,-0.0592,0.9701,3.7367,1.9331,6.9246,-0.02,1.8047,1.1211,0.6212,2.082,1.1934,0.5732,4.3347,1.4242,0.3286,1.5337,2.752,1.7944,2.1826,1.3248,0.607,2.1464,1.3528,0.6303,0.0113,2.7133,0.8781,0.9667,0.8727,PANTALONI
-0.0031,0.0172,0.131,0.5789,-1.0882,-0.0055,0.0079,0.0888,0.4668,-0.9531,0.0026,0.006,0.0774,0.4804,-1.9829,0.1574,0.0063,0.0794,0.4013,0.0577,0.5631,-1.1631,-0.0196,-2.0655,-0.0347,0.0168,1.475,1.6914,1.6503,1.1467,1.1188,0.9757,2.1757,2.861,2.7234,1.3149,1.2517,0.9519,1.3242,0.9446,-12.2797,0.7133,-9.2732,-13.0004,1.1599,1.7212,0.6509,1.484,0.5612,0.3782,1.2401,1.2049,1.4425,0.9717,1.1632,1.1972,0,0.2404,0.4315,-0.1506,-0.0691,0.7686,-0.1789,-0.193,0.6382,0,0.0031,0.0119,0.9816,0.3489,0,0.0065,0.0181,0.9494,0.671,0,0.0021,0.0098,0.9855,1.8293,0.9512,0.52,0.4863,1.4724,3.0279,0.2365,2.1681,9.1681,1.8714,0.9529,0.5092,1.8099,0.9566,0.5285,0.6567,1.2112,1.8442,0.0071,1.6581,-0.9074,-0.9002,0.6935,0.0247,0.0015,0.0388,0.2596,-0.5993,0.0474,0.002,0.045,0.2286,-0.5763,0.0021,0.0008,0.029,0.1709,-1.6756,0.5221,12.0074,22.9963,0.8625,1.3394,1.553,0.7438,1.7941,2.4119,1.1638,0.9088,0.7809,1.1192,2.5409,2.2702,1.1355,1.5187,1.3375,0.0004,0.1099,0.6558,0.0811,0.1843,PANTALONI
0.0378,1.1097,1.0534,15.5494,-0.7629,-0.5924,2.0174,1.4204,8.4612,-2.7712,-0.0159,1.0504,1.0249,6.8685,-0.8719,1.4918,2.3046,1.5181,9.5554,0.0059,-0.0638,-2.3789,0.0253,37.2865,-0.3971,-0.0107,0.7416,1.0278,0.6939,1.3859,0.9356,0.6751,0.55,1.0564,0.4815,1.9206,0.8754,0.4558,1.0823,2.1034,-118.7645,1.9435,-109.7342,-56.4621,3.9312,2.4038,0.9176,0.6115,0.2334,0.3817,1.8377,2.2639,1.6273,1.2319,0.8855,0.7188,0.0042,2.175,-0.1483,-0.2102,0.0938,-0.6772,-0.5604,0.2716,-0.4071,0.0001,0.0115,0.4351,?,0.5526,0.0001,0.0074,0.04,0.9297,-0.4914,0.0019,0.043,0.5293,?,-0.7366,0.8284,-1.1245,1.557,0.2681,0.1722,2.4244,0.0719,0.0296,-0.8222,0.822,-0.9997,0,1,0,10.8691,0.822,0.0756,0.0059,1.451,0.479,-0.3725,0.2474,0.0816,0.063,0.251,1.49,-0.7469,0.159,0.156,0.395,2.5325,-0.5522,-0.1854,0.1573,0.3966,2.1672,-3.4532,0.5132,-0.4399,-0.8573,0.6354,0.6327,0.9959,0.4037,0.4004,0.9918,0.7071,0.3791,0.5361,0.5228,1.7526,3.3525,0.5884,0.6875,1.1686,0.0018,0.6668,0.3953,-0.094,0.0112,PANTALONI
