@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.1883,18.4469,4.295,29.714,-0.9543,-10.4498,59.5088,7.7142,52.3637,-1.6696,9.4283,12.3719,3.5174,18.0934,-0.0192,15.7184,41.3877,6.4333,29.9815,0.1952,0.018,-0.02,-0.012,-1.1083,-0.6648,0.5998,0.5568,1.2211,0.6676,2.1932,1.1991,0.5467,0.31,1.491,0.4457,4.81,1.4378,0.2989,0.4431,42.6208,-1.9952,96.1977,-4.5033,-0.0468,0.7752,0.8564,0.4081,1.1049,0.5265,0.4765,0.5675,1.6423,0.9911,2.8941,1.7465,0.6035,0.1408,23.8217,0.563,-0.3559,-0.459,-0.6396,-0.6877,0.7424,-0.4306,3.6756,1.9172,9.6568,-1.5292,0.0791,6.3682,2.5235,12.0291,-3.5815,2.2866,9.5263,3.0865,12.168,-0.3162,-5.4412,-0.1883,0.0346,0.7597,0.6212,0.8176,0.5772,0.3858,0.6685,0.6209,1.9974,3.217,1.4542,0.413,0.284,0.8028,0.7936,0.9886,0.0233,5.8612,0.4192,-0.2938,0.002,?,?,?,?,?,DESTRA_PANTALONI
-0.187,19.4431,4.4094,23.0395,-0.8349,-10.9999,59.4556,7.7107,36.8822,-2.6691,9.4856,15.7679,3.9709,18.1122,0.1506,16.277,40.7345,6.3824,29.5381,0.1266,0.017,-0.0197,-0.0115,-1.1596,-0.6758,0.5828,0.5719,1.1104,0.6909,1.9418,1.2081,0.6222,0.327,1.2331,0.4773,3.7707,1.4596,0.3871,0.3907,-3.2656,-2.4494,-8.3576,-6.2688,0.7501,1.2491,0.5889,0.3713,0.4714,0.2972,0.6305,0.6247,1.272,0.78,2.0363,1.2486,0.6132,0.1482,24.6315,-0.2543,-0.0952,0.0474,-0.374,-0.7315,0.8325,-0.7236,2.4674,1.5708,8.0515,-0.8596,-0.0773,13.905,3.7289,19.5764,-2.3715,2.1805,3.1962,1.7878,7.5024,-0.1712,9.3645,-0.3318,-0.0354,0.4212,0.8786,2.0858,0.1774,0.772,4.3505,0.2703,3.3938,12.557,0.7457,0.6759,0.9064,0.4113,1.0732,2.6093,0.0235,6.1206,-0.1078,-0.0871,0.0538,?,?,?,?,?,DESTRA_PANTALONI
-0.2928,0.203,0.4506,1.7607,-2.1972,11.4942,0.9491,0.9742,4.5315,0.6839,9.5415,0.4156,0.6447,3.1604,0.7318,14.9518,1.2528,1.1193,5.473,0.7051,-0.0255,-0.0307,-0.0196,1.2046,0.7687,0.6382,0.4625,0.6989,0.4025,1.5112,0.8704,0.576,0.2139,0.4885,0.162,2.2836,0.7576,0.3317,-0.1234,-0.1403,-0.0925,1.1367,0.7492,0.6591,0.0384,0.0467,0.0297,1.2164,0.7724,0.635,0.3885,0.5571,0.3217,1.4338,0.828,0.5774,0.1479,21.465,0.558,0.1984,0.4362,0.8725,0.9825,0.9483,-0.403,0.019,0.1379,0.6555,?,0.4009,0.0078,0.0881,0.3848,0.3656,0.181,0.059,0.2428,0.8196,-0.3781,-1.0051,-2.2259,2.2146,1.5649,0.5678,0.3629,2.4489,0.3225,0.1317,-2.9567,2.9147,-0.9858,0,0,1.0197,1.7036,0.7997,0.4694,0.0059,1.0592,-0.4613,-0.5853,-0.0977,?,?,?,?,?,DESTRA_PANTALONI
0.1799,2.0437,1.4296,7.2759,-0.9766,-6.3605,7.3204,2.7056,12.0045,?,9.9773,1.8292,1.3525,6.0263,0.5648,12.1167,4.4119,2.1004,8.7291,0.4769,-0.0283,0.018,0.0148,-0.6375,-0.5249,0.8234,0.5284,1.057,0.6806,2.0005,1.2881,0.6439,0.2792,1.1173,0.4632,4.002,1.6592,0.4146,0.2995,-0.4597,-0.4517,-1.5352,-1.5085,0.9826,0,0.2659,0.2206,0,0,0.8297,0.6061,1.2074,0.8335,1.992,1.3752,0.6904,0.1172,17.4801,0.081,0.1431,0.0321,-0.4153,-0.8557,0.8103,0.3507,0.1441,0.3796,1.5476,-0.326,-0.3371,0.2695,0.5191,1.8578,-3.8552,-0.4167,0.5444,0.7378,2.2511,-3.0076,-1.0404,-0.8417,0.809,0.7313,0.5145,0.7036,0.5347,0.2647,0.495,0.2579,0.2252,0.8732,3.0501,2.0778,0.6812,0.833,0.6875,0.8253,0.0063,1.5365,-0.7745,-0.7349,0.552,?,?,?,?,?,DESTRA_PANTALONI
-0.2878,2.7657,1.663,7.1837,-0.8104,2.6794,11.7337,3.4255,11.2509,-0.5259,9.3202,3.8783,1.9693,7.168,0.4327,10.4661,2.9686,1.723,6.9802,0.4949,-0.1074,-0.0309,-0.0275,0.2875,0.256,0.8905,0.4855,0.8445,0.9652,1.7394,1.9881,1.143,0.2357,0.7131,0.9316,3.0255,3.9526,1.3064,0.8293,-0.5881,-0.4702,-0.7092,-0.567,0.7995,0.5382,0.314,0.2871,0.5835,0.5335,0.9143,0.6385,1.0022,1.0292,1.5696,1.6118,1.0269,0.0961,14.7309,-0.5107,0.5609,0.4325,-0.6288,-0.3862,0.9312,0.281,1.2736,1.1285,4.5618,-0.9552,-1.1152,2.158,1.469,4.7931,-7.4372,0.5276,0.4642,0.6813,2.2767,-0.0988,-0.252,0.5325,-2.1135,0.7682,1.6564,2.156,0.5902,2.7435,4.6485,0.5275,10.8906,20.6458,4.1069,1.126,0.2742,0.9517,2.0037,2.1053,0.0125,2.6563,-0.1734,-0.0254,-0.1563,?,?,?,?,?,DESTRA_PANTALONI
-1.1691,18.119,4.2566,17.6913,-1.1048,4.0011,50.5856,7.1124,24.1334,-0.6744,9.7165,15.3341,3.9159,17.1421,0.1137,13.3976,16.3303,4.0411,16.1722,0.2026,-0.2922,-0.1203,-0.0873,0.4118,0.2986,0.7252,0.5985,1.087,1.0533,1.8163,1.76,0.969,0.3582,1.1816,1.1095,3.2989,3.0977,0.939,0.9553,-4.224,-2.2596,-4.4214,-2.3653,0.535,0.5832,0.4346,0.4144,0.7452,0.7106,0.9536,0.7331,1.032,1.0939,1.4078,1.4923,1.06,0.1068,20.5677,0.7214,0.1938,0.2487,-0.0993,0.0117,0.8334,0.1993,1.3164,1.1473,5.018,-0.512,-1.2278,3.2865,1.8129,5.4581,-18.2322,1.0303,3.1182,1.7658,5.2327,-0.1309,-0.1623,0.1934,-1.1916,0.6329,0.6497,1.0266,0.4005,0.4222,1.054,0.3284,2.8059,8.5444,11.6943,0.7173,0.0613,0.9194,0.959,1.0431,0.0163,3.3779,-0.1447,0.5491,-0.888,?,?,?,?,?,DESTRA_PANTALONI
-0.728,6.1648,2.4829,17.6286,-1.0653,-10.657,22.6835,4.7627,25.5614,-101.3286,10.1712,13.047,3.6121,16.6671,0.1518,15.1079,31.2017,5.5858,26.6968,0.1211,0.0683,-0.0716,-0.0482,-1.0478,-0.7054,0.6732,0.5213,0.6874,0.4445,1.3186,0.8526,0.6466,0.2718,0.4725,0.1976,1.7386,0.727,0.4182,0.3592,-3.0493,-2.4712,-8.4881,-6.8789,0.8104,34.1696,0.4344,0.281,0.0127,0.0082,0.6469,0.6897,1.0577,0.6603,1.5336,0.9575,0.6243,0.1521,22.6015,0.2055,0.3064,0.0327,-0.6617,-0.9099,0.9023,0.0844,2.1146,1.4542,5.7507,-1.2234,-0.0819,1.5134,1.2302,6.8979,-0.5016,0.6125,0.7113,0.8434,3.7177,-0.3236,-1.03,0.1378,-0.1338,1.1821,1.7242,1.4587,1.3973,2.973,2.1277,1.3733,3.4812,2.5349,0.563,0.9208,1.6355,0.8337,1.5468,1.8554,0.0064,2.9681,0.2813,0.2506,-0.1138,?,?,?,?,?,DESTRA_PANTALONI
0.6927,23.0768,4.8038,19.4996,-0.6248,-2.4125,91.7069,9.5764,29.6773,-1.1621,10.0689,27.6876,5.2619,20.0046,0.0504,14.5678,37.9329,6.159,25.2354,0.0801,-0.2871,0.0688,0.0475,-0.2396,-0.1656,0.6912,0.5016,0.9129,0.78,1.8199,1.5549,0.8543,0.2516,0.8335,0.6084,3.3122,2.4176,0.7299,0.4701,-7.0565,-3.4111,-15.0114,-7.2565,0.4834,0.8743,0.5697,0.4375,0.6516,0.5003,0.7679,0.6571,0.9748,0.7727,1.4835,1.176,0.7927,0.1059,22.837,-0.347,0.5007,0.6043,-0.4191,-0.4668,0.961,-0.538,1.3908,1.1793,4.705,-2.2884,0.0376,6.3218,2.5143,9.549,-1.007,1.8426,3.6526,1.9112,6.8338,-0.2916,-14.3122,-0.292,0.0204,0.469,0.6171,1.3156,0.22,0.3808,1.7308,0.6834,2.1223,3.1055,0.3007,0.2704,0.8992,0.4927,0.6885,1.3973,0.0196,5.0207,0.3573,-0.7503,0.1058,?,?,?,?,?,DESTRA_PANTALONI
-0.9631,12.8255,3.5813,15.2216,-1.1641,-1.92,100.4278,10.0214,29.669,-1.8735,9.7601,18.1338,4.2584,16.6545,0.1943,14.0953,32.5831,5.7082,24.1338,0.1506,0.5016,-0.0987,-0.0683,-0.1967,-0.1362,0.6924,0.3574,0.841,0.6274,2.3533,1.7556,0.746,0.1277,0.7073,0.3936,5.5382,3.0822,0.5565,0.4233,-2.0385,-1.914,-4.8159,-4.5217,0.9389,0.6812,0.3403,0.2476,0.4995,0.3634,0.7276,0.513,0.914,0.6307,1.7814,1.2294,0.6901,0.0999,21.7895,0.2396,0.2846,0.0278,-0.4888,-0.6553,0.9263,-1.1349,1.9417,1.3934,5.374,-4.2576,-1.2685,5.1693,2.2736,7.0858,-5.4294,1.343,1.095,1.0464,4.2357,0.0625,0.8947,-0.8451,-0.9445,0.6129,1.3316,2.1728,0.3756,1.7732,4.721,0.7273,-15.4076,-21.1849,0.9275,0.2262,0.2439,0.7584,1.2687,1.6729,0.0217,4.5546,0.5008,0.0406,0.0611,?,?,?,?,?,DESTRA_PANTALONI
-0.2092,6.1045,2.4707,9.5848,-0.8152,2.542,43.1653,6.57,23.1945,-0.8023,9.6923,11.1848,3.3444,19.8061,0.0284,11.9802,17.3743,4.1683,19.2411,0.0778,-0.0823,-0.0216,-0.0175,0.2623,0.2122,0.809,0.3761,0.7388,0.5927,1.9645,1.5762,0.8023,0.1414,0.5458,0.3513,3.8593,2.4844,0.6438,0.4169,-7.4235,-2.6503,-17.8065,-6.3572,0.357,0.4103,0.259,0.2531,0.6313,0.6168,0.977,0.4132,0.4839,0.4981,1.1711,1.2055,1.0294,0.1078,17.7977,-0.0566,-0.3453,-0.5338,-0.0483,0.0648,0.9362,0.2104,0.9293,0.964,4.406,-1.5246,-0.505,1.8207,1.3493,5.8127,-2.0612,1.6854,3.9293,1.9822,7.6584,-0.2697,-0.4166,0.1248,-0.2996,0.7144,0.4863,0.6807,0.5104,0.2365,0.4634,0.6798,1.6354,2.4056,0.9191,0.2894,0.3148,0.758,0.5753,0.759,0.0191,3.713,-0.1812,-0.5689,-0.2163,?,?,?,?,?,SINISTRA_PANTALONI
0.2603,0.1698,0.4121,1.7954,-0.9717,5.3371,0.747,0.8643,2.9138,0.5798,9.8737,0.3734,0.6111,3.0556,0.7416,11.2643,0.4481,0.6694,2.6258,0.7983,0.0488,0.0264,0.0231,0.5405,0.4738,0.8765,0.4768,0.6744,0.6156,1.4144,1.2911,0.9128,0.2273,0.4548,0.379,2.0006,1.667,0.8332,-0.2201,-0.1009,-0.0851,0.4585,0.3868,0.8437,0.1313,0.077,0.0699,0.5865,0.5326,0.9082,0.6162,0.5876,0.6837,0.9536,1.1097,1.1637,0.1194,15.6182,0.4604,-0.4894,-0.0926,-0.0148,0.6282,0.7672,-0.7101,0.3917,0.6258,1.7175,-10.4089,-0.4586,0.0603,0.2456,0.7789,?,0.2965,0.0259,0.1611,0.6419,-0.1474,1.5482,-2.3945,-1.5466,2.5481,3.8855,1.5249,6.4927,15.0969,2.3252,2.0118,19.0033,9.4462,0,0.2691,0,2.205,2.6755,1.2134,0.0095,1.4867,0.9612,-0.6541,-0.5625,?,?,?,?,?,SINISTRA_PANTALONI
-0.5795,3.1287,1.7688,10.3821,-0.8027,3.812,23.1157,4.8079,16.4894,-0.2992,9.6502,8.8214,2.9701,17.0148,0.0559,11.4574,11.7887,3.4335,15.9154,0.1206,-0.152,-0.06,-0.0506,0.395,0.3327,0.8423,0.3679,0.5955,0.5152,1.6188,1.4003,0.865,0.1353,0.3547,0.2654,2.6204,1.9608,0.7483,1.2173,-4.5866,-2.1179,-3.7679,-1.7398,0.4618,0.4538,0.3196,0.3182,0.7042,0.7013,0.9958,0.6296,0.6102,0.6523,0.9691,1.0361,1.0691,0.113,15.7528,-0.0326,-0.0531,-0.1294,0.0881,0.5943,0.8322,-0.3798,0.7846,0.8858,4.296,-1.3466,-0.0259,1.6525,1.2855,5.2487,-2.1165,-1.3311,1.7358,1.3175,5.0511,-3.7158,14.6393,0.2853,0.0195,0.6891,0.6723,0.9757,0.4748,0.452,0.952,0.6916,0.6194,0.8956,1.087,1.7092,1.5724,0.8185,0.8505,1.0391,0.015,3.3405,-0.2992,-0.1895,0.4718,?,?,?,?,?,SINISTRA_PANTALONI
-0.209,0.4753,0.6894,2.5416,-0.9733,4.8954,0.9887,0.9944,3.5431,0.472,10.1033,0.944,0.9716,4.6006,0.6645,11.291,1.0059,1.0029,4.912,0.6672,-0.0427,-0.0207,-0.0185,0.4845,0.4336,0.8948,0.6933,0.7096,0.6874,1.0234,0.9915,0.9688,0.4807,0.5035,0.4725,1.0474,0.983,0.9385,-0.3958,-0.1376,-0.1273,0.3476,0.3216,0.9251,0.192,0.0939,0.0873,0.4894,0.4546,0.9289,0.7173,0.5525,0.5174,0.7702,0.7213,0.9366,0.1262,15.6154,0.914,-0.1033,0.2976,0.0829,0.497,0.9045,-0.0247,0.0095,0.0976,0.4465,-1.1117,0.0015,0.0044,0.0661,0.313,-0.7059,0.0533,0.0334,0.1828,0.6259,-0.406,-16.3821,-0.4622,0.0282,1.4752,0.5336,0.3617,2.1763,0.2847,0.1308,1.815,1.3006,0.7166,1.1525,0.4749,0.4121,1.4266,0.7133,0.5,0.0007,0.2704,0.2123,-0.6713,0.1348,?,?,?,?,?,SINISTRA_PANTALONI
-0.5526,1.5336,1.2384,7.414,-1.9135,1.8511,7.6047,2.7577,11.1471,-0.6501,10.088,4.553,2.1338,14.6859,0.2642,10.7126,4.4295,2.1046,15.1487,0.2789,-0.2985,-0.0548,-0.0516,0.1835,0.1728,0.9417,0.4491,0.5804,0.5884,1.2924,1.3103,1.0138,0.2017,0.3368,0.3462,1.6703,1.7168,1.0279,1.1087,-0.9234,-0.831,-0.8329,-0.7495,0.8999,0.3767,0.1275,0.1211,0.3385,0.3216,0.95,0.6651,0.5048,0.4894,0.759,0.7358,0.9694,0.1104,14.1319,0.2069,-0.491,-0.45,-0.2304,-0.1375,0.9866,0.3514,0.7252,0.8516,6.0648,-0.4657,-0.5666,0.1539,0.3923,2.9021,-4.0999,1.345,2.1394,1.4627,5.8714,-0.5228,-0.6201,0.2612,-0.4213,2.1708,0.5822,0.2682,4.7126,0.339,0.0719,0.8259,0.9559,1.1574,7.2715,1.0732,0.1476,2.0898,1.0329,0.4943,0.0161,2.8297,-0.3225,0.4886,0.1228,?,?,?,?,?,SINISTRA_PANTALONI
0.2013,0.2062,0.4541,2.0192,-0.8615,6.57,0.5786,0.7607,2.8638,0.649,9.7676,0.5821,0.7629,4.0388,0.6777,11.8021,0.6891,0.8301,3.9175,0.7303,0.0306,0.0206,0.0171,0.6726,0.5567,0.8276,0.597,0.5952,0.547,0.997,0.9164,0.9191,0.3564,0.3542,0.2992,0.9941,0.8397,0.8447,-0.1764,-0.11,-0.0881,0.6236,0.4993,0.8006,0.1329,0.0866,0.0747,0.6512,0.5618,0.8628,0.7051,0.5,0.5154,0.7091,0.731,1.031,0.1252,16.7366,0.4291,-0.2853,0.0084,0.1785,0.6585,0.8573,-0.2099,0.0532,0.2306,1.0008,-1.7645,-0.0659,0.0332,0.1822,0.7722,-1.7103,0.079,0.0332,0.1822,0.7253,-0.5474,3.1863,-2.6575,-0.8341,1.2661,1.2655,0.9996,1.603,1.6016,0.9991,1.3108,2.4898,1.8994,1.2706,0.7724,0.6079,1.296,1.38,1.0648,0.0025,0.5737,0.6916,0.4932,0.0143,?,?,?,?,?,SINISTRA_PANTALONI
0.3414,8.1389,2.8529,15.4055,-0.5855,4.6277,19.0283,4.3621,16.4417,-0.3868,9.5674,23.1548,4.8119,16.3113,0.0366,11.8435,23.1204,4.8084,17.9061,0.0832,0.0738,0.0357,0.0288,0.4837,0.3907,0.8078,0.654,0.5929,0.5933,0.9065,0.9072,1.0007,0.4277,0.3515,0.352,0.8218,0.823,1.0015,1.2407,-9.1709,-3.5003,-7.3919,-2.8213,0.3817,0.8195,0.5739,0.4975,0.7002,0.607,0.8669,0.937,0.9445,0.8604,1.008,0.9182,0.9109,0.1119,16.9989,0.0474,0.5202,0.5212,0.1454,0.3258,0.962,0.28,0.3582,0.5985,2.5848,-0.5791,0.7844,2.4105,1.5526,5.9505,-0.3919,-1.3944,2.9305,1.7119,4.9219,-14.4305,0.357,-0.2008,-0.5625,0.3855,0.3496,0.9069,0.1486,0.1222,0.8226,0.5658,0.2059,0.364,0.3829,5.1319,13.4029,0.4344,0.5252,1.209,0.0171,3.1123,0.3121,-0.1652,0.0148,?,?,?,?,?,SINISTRA_PANTALONI
1.4325,2.7472,1.6575,7.2737,-0.4402,-3.4665,3.4772,1.8647,9.3513,-10.6211,10.0705,3.0241,1.739,7.0419,0.4958,11.0507,2.6121,1.6162,6.6756,0.5348,-0.4132,0.1422,0.1296,-0.3442,-0.3137,0.9113,0.8889,0.9531,1.0255,1.0723,1.1538,1.076,0.7901,0.9084,1.0517,1.1498,1.3312,1.1577,0.2601,-0.321,-0.2897,-1.2342,-1.1137,0.9024,6.2764,0.3616,0.352,0.0576,0.0561,0.9733,0.7778,1.0329,1.0896,1.328,1.4008,1.0549,0.1119,15.4282,-0.5226,-0.3366,0.0493,0.1786,-0.329,0.8382,0.2395,0.6231,0.7894,3.6689,-0.4822,-0.3039,2.9226,1.7096,6.4043,-1.0646,0.1385,0.51,0.7142,3.5638,-1.091,-0.788,1.7292,-2.1943,0.4618,1.1053,2.3938,0.2132,1.2218,5.7302,0.3615,0.6419,1.776,0.798,1.4523,1.8201,0.5729,1.0295,1.7971,0.0043,2.7465,0.1659,-0.131,-0.8119,?,?,?,?,?,SINISTRA_PANTALONI
