@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-1.3518,6.8168,2.6109,8.5976,-1.8252,-0.7915,7.704,2.7756,10.3376,-2.1881,11.815,13.5572,3.682,12.4522,0.3263,12.5554,12.4888,3.5339,12.5403,0.3667,1.7078,-0.1144,-0.1077,-0.067,-0.063,0.941,0.9407,0.7091,0.7388,0.7538,0.7854,1.0419,0.8848,0.5028,0.5458,0.5683,0.6169,1.0856,0.7829,-0.9211,-0.7649,-1.1765,-0.9771,0.8305,0.9385,0.1646,0.1537,0.1754,0.1638,0.9334,0.8317,0.6905,0.6856,0.8302,0.8243,0.993,0.2384,16.8221,-0.5167,0.4633,0.3917,-0.8946,-0.8803,0.9917,-0.1089,0.5436,0.7373,2.6689,-2.0096,-0.7959,1.0759,1.0373,3.1325,-4.1381,1.7886,2.2796,1.5098,4.4766,-0.1404,0.1368,-0.0609,-0.445,0.7108,0.4883,0.687,0.5053,0.2385,0.472,0.7064,3.234,4.5783,1.4545,0.2259,0.1553,0.852,0.5962,0.6998,0.0392,3.5734,0.5248,-0.6058,-0.716,?,?,?,?,?,DESTRA_PANTALONI
0.2889,10.0249,3.1662,9.5083,-1.9438,-2.7583,7.1679,2.6773,9.2316,-7.3369,11.4906,30.0771,5.4843,17.5448,0.2129,12.3411,34.6934,5.8901,18.7254,0.2218,-0.1047,0.0251,0.0234,-0.2401,-0.2235,0.9311,1.1826,0.5773,0.5375,0.4882,0.4545,0.9311,1.3986,0.3333,0.289,0.2383,0.2066,0.8669,0.7728,-1.323,-1.1762,-1.7119,-1.522,0.8891,2.9169,0.1449,0.1342,0.0497,0.046,0.9263,1.03,0.5419,0.5078,0.5262,0.493,0.9369,0.2364,17.0614,0.6725,-0.8582,-0.8658,-0.8891,-0.8991,0.9988,-0.7653,0.2948,0.543,1.9303,-23.1468,-0.9948,0.2891,0.5377,1.9857,?,2.1552,0.1569,0.3961,1.4208,0.5028,0.7693,-0.3551,-0.4616,1.0097,1.3706,1.3574,1.0195,1.8785,1.8425,0.9318,-1.2878,-1.382,0,0.028,0,0.9721,1.3586,1.3976,0.0499,3.9215,0.194,-0.5331,0.2443,?,?,?,?,?,DESTRA_PANTALONI
-0.5938,1.6034,1.2662,4.3403,-0.9887,3.7315,2.1778,1.4757,6.3136,0.1297,11.1405,13.3158,3.6491,14.6582,0.254,12.0533,10.2037,3.1943,13.5185,0.3203,-0.1591,-0.0533,-0.0493,0.3349,0.3096,0.9243,0.858,0.347,0.3964,0.4044,0.462,1.1424,0.7362,0.1204,0.1571,0.1636,0.2134,1.305,-2.2926,-0.4325,-0.3388,0.1886,0.1478,0.7834,0.3008,0.1111,0.1097,0.3692,0.3648,0.988,0.6875,0.2961,0.3211,0.4307,0.467,1.0843,0.2353,16.1317,-0.3393,0.4487,0.4387,-0.5935,-0.493,0.9915,-0.0493,0.8273,0.9096,3.4811,-0.9033,-1.0744,0.739,0.8597,3.2604,-253.924,0.5885,0.841,0.9171,3.0888,-0.4396,0.0459,-0.0838,-1.8256,1.0581,0.9918,0.9374,1.1195,0.9837,0.8787,0.5087,1.7514,3.4429,143.0041,0.8525,0.006,1.0677,1.127,1.0556,0.0245,2.7692,-0.6481,0.7487,-0.7944,?,?,?,?,?,DESTRA_PANTALONI
-0.8062,4.3466,2.0849,10.1005,-1.0251,3.7599,3.2997,1.8165,7.6295,-0.0016,11.6418,23.094,4.8056,17.8628,0.1632,12.5669,23.1314,4.8095,16.6534,0.2725,-0.2144,-0.0693,-0.0642,0.323,0.2992,0.9264,1.1477,0.4338,0.4335,0.378,0.3777,0.9992,1.3173,0.1882,0.1879,0.1429,0.1426,0.9984,409.0674,-1.4674,-0.8195,-0.0036,-0.002,0.5584,0.6548,0.2337,0.2179,0.3568,0.3327,0.9325,1.3239,0.5654,0.6065,0.4271,0.4581,1.0726,0.2452,17.1196,-0.1033,-0.5872,-0.5772,0.3754,0.4838,0.9912,0.512,1.5503,1.2451,5.4486,-0.2825,-0.4922,1.0736,1.0362,4.71,-2.1609,0.0034,0.2825,0.5315,2.411,-1.1961,-1.0403,150.1398,-144.3269,1.2017,2.3426,1.9495,1.444,5.4878,3.8004,0.3727,0.914,2.4521,2.8512,3.8699,1.3573,1.1568,2.2599,1.9536,0.0142,2.3569,-0.649,-0.185,0.2811,?,?,?,?,?,DESTRA_PANTALONI
-0.2799,2.6354,1.6234,7.6412,-1.2652,-1.2464,35.3671,5.947,19.337,-1.1628,10.8204,17.574,4.1921,14.0571,0.1773,12.7365,12.0715,3.4744,12.29,0.323,0.2245,-0.0259,-0.022,-0.1152,-0.0979,0.8496,0.273,0.3872,0.4672,1.4186,1.7117,1.2066,0.0745,0.15,0.2183,2.0125,2.9298,1.4558,0.4105,-1.4085,-0.7278,-3.431,-1.7728,0.5167,0.3773,0.1974,0.1858,0.5232,0.4925,0.9412,0.3952,0.5436,0.6217,1.3756,1.5734,1.1438,0.2179,17.3733,0.551,0.2157,0.1732,0.7908,0.6474,0.8919,-1.0156,0.3425,0.5852,2.1402,?,-0.9314,1.7207,1.3117,4.937,-2.4337,2.4852,2.5416,1.5942,4.7697,-0.0912,1.0904,-0.4087,-0.3748,0.4461,0.3671,0.8228,0.199,0.1348,0.677,0.6116,5.369,8.7781,0,0,0.3289,0.4335,0.4487,1.0351,0.0568,4.8591,0.1956,-0.601,-0.3099,?,?,?,?,?,DESTRA_PANTALONI
-0.7413,4.1794,2.0444,7.3126,-1.9711,0.5865,3.4866,1.8673,8.7676,-1.2975,10.7934,26.9912,5.1953,17.3381,0.1684,11.1847,26.9512,5.1915,17.9279,0.1841,-1.2639,-0.0687,-0.0663,0.0543,0.0524,0.965,1.0949,0.3935,0.3938,0.3594,0.3597,1.0007,1.1987,0.1548,0.1551,0.1292,0.1294,1.0015,0.9798,-1.3815,-1.1996,-1.41,-1.2244,0.8684,0.645,0.118,0.112,0.183,0.1737,0.9489,0.8341,0.4218,0.4079,0.5057,0.489,0.9671,0.2167,13.986,0.674,-0.7263,-0.7389,-0.6256,-0.6254,0.9974,-0.646,0.61,0.7811,2.7808,-1.6142,-1.3784,1.0317,1.0157,3.5759,-3.9484,1.862,0.8637,0.9294,2.72,0.1145,0.4686,-0.3469,-0.7403,0.769,0.8404,1.0929,0.5913,0.7063,1.1945,0.6018,-4.8818,-8.1121,1.472,0.3463,0.2353,0.7776,1.0223,1.3147,0.0481,4.2644,0.3823,0.7093,0.3815,?,?,?,?,?,DESTRA_PANTALONI
-0.3974,14.7234,3.8371,14.5927,-0.9947,-5.705,45.4148,6.739,28.6288,-1.4986,11.701,53.8655,7.3393,22.9557,0.0422,14.7682,65.5234,8.0947,24.2026,0.1016,0.0697,-0.034,-0.0269,-0.4876,-0.3863,0.7923,0.5694,0.5228,0.474,0.9182,0.8325,0.9067,0.3242,0.2733,0.2247,0.8431,0.6931,0.8221,0.4238,-7.1911,-2.6573,-16.968,-6.2701,0.3695,0.6385,0.3052,0.2715,0.4781,0.4253,0.8896,0.5097,0.6357,0.6029,1.2471,1.1829,0.9485,0.2658,21.9474,0.0649,-0.495,-0.3267,-0.7117,-0.7551,0.9661,-0.5407,2.978,1.7257,6.1951,-2.9122,-1.0402,2.7006,1.6434,5.7358,-2.9355,2.5682,2.9657,1.7221,6.2965,-0.1119,0.5198,-0.2105,-0.405,1.0501,1.0021,0.9543,1.1027,1.0041,0.9106,1.0779,7.2761,6.7504,1.0865,0.2796,0.2574,1.0801,0.9839,0.9109,0.0576,5.6494,0.7673,-0.5046,-0.4252,?,?,?,?,?,DESTRA_PANTALONI
0.1405,6.7376,2.5957,10.1192,-1.06,-2.5773,38.2838,6.1874,25.6931,-1.7139,9.8441,14.9497,3.8665,13.4324,0.2157,11.9774,20.0806,4.4811,15.4037,0.2348,-0.0545,0.0143,0.0117,-0.2618,-0.2152,0.8219,0.4195,0.6713,0.5792,1.6003,1.3808,0.8628,0.176,0.4507,0.3355,2.5608,1.9065,0.7445,0.3209,-1.4096,-1.1014,-4.3924,-3.432,0.7813,0.5189,0.2868,0.244,0.5528,0.4703,0.8507,0.3939,0.7533,0.6569,1.9128,1.668,0.872,0.2165,17.3388,0.5116,-0.0286,-0.2413,-0.4883,-0.7075,0.8553,-0.7766,2.8398,1.6852,6.1353,-3.6228,-1.3934,1.872,1.3682,5.849,-3.8697,3.4558,3.1774,1.7825,6.2154,0.0034,0.5573,-0.2247,-0.4032,1.2317,0.9454,0.7676,1.517,0.8938,0.5892,1.0345,-229.3319,-221.6921,1.105,0.2128,0.1926,1.0489,0.9871,0.9411,0.081,6.4167,0.4832,0.1969,0.0805,?,?,?,?,?,DESTRA_PANTALONI
-0.4306,14.9453,3.8659,16.7334,-0.8751,-5.8071,45.9778,6.7807,28.208,-1.9744,11.8464,45.364,6.7353,21.4363,0.0862,15.1218,51.8632,7.2016,23.4873,0.1469,0.0742,-0.0363,-0.0285,-0.4902,-0.384,0.7834,0.5701,0.574,0.5368,1.0067,0.9416,0.9352,0.3251,0.3295,0.2882,1.0135,0.8865,0.8747,0.4171,-3.8616,-1.9303,-9.2589,-4.6284,0.4999,0.941,0.3804,0.3241,0.4043,0.3445,0.852,0.5932,0.7806,0.7124,1.3159,1.201,0.9127,0.275,22.4334,0.3518,-0.5867,-0.4275,-0.5699,-0.7021,0.9197,-0.7408,3.2268,1.7963,6.8413,-2.0579,-0.7455,2.1563,1.4684,5.9291,-1.6227,2.9999,1.2639,1.1242,5.0906,-0.0455,0.9937,-0.247,-0.2485,1.2233,1.5979,1.3062,1.4965,2.5532,1.7062,1.255,20.7862,16.5621,0.9896,0.4595,0.4643,1.1538,1.3439,1.1647,0.0662,5.9458,0.4817,-0.5591,0.1422,?,?,?,?,?,DESTRA_PANTALONI
0.1759,5.4491,2.3343,7.944,-0.9577,-2.6954,7.19,2.6814,8.3747,-8.9962,10.2351,17.1556,4.1419,12.3355,0.2425,11.1667,17.1536,4.1417,11.9261,0.2999,-0.0653,0.0172,0.0158,-0.2633,-0.2414,0.9166,0.8706,0.5636,0.5636,0.6474,0.6474,1.0001,0.7579,0.3176,0.3177,0.4191,0.4192,1.0001,0.5156,-0.984,-0.7608,-1.9083,-1.4756,0.7732,4.8434,0.2492,0.2382,0.0514,0.0492,0.956,0.9486,0.644,0.6661,0.6789,0.7022,1.0343,0.2406,15.1105,-0.1798,-0.8736,-0.7581,-0.2695,-0.453,0.9772,-0.025,1.1061,1.0517,2.9932,-1.0332,-2.6898,3.1851,1.7847,5.6346,?,1.6705,2.0136,1.419,4.4056,-0.2178,0.0093,-0.015,-1.6101,0.5893,0.7412,1.2577,0.3473,0.5493,1.5818,0.2699,1.9302,7.1504,0,0.407,0,0.5312,0.6794,1.279,0.072,5.5179,-0.8615,-0.0533,-0.3101,?,?,?,?,?,DESTRA_PANTALONI
