@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
3.088,18.9662,4.355,17.4558,-0.3012,0.2483,14.4949,3.8072,15.7691,-2.4068,3.088,18.9662,4.355,17.4558,-0.3012,7.1148,20.9392,4.5759,19.5001,0.0348,12.4365,1,0.434,0.0804,0.0349,0.434,1.1439,1,0.9517,0.8742,0.832,0.9517,1.3085,1,0.9058,0.7643,0.6922,0.9058,0.3627,1,-5.7489,2.7573,-15.8513,-5.7489,2.8983,1,0.664,0.345,0.2291,0.664,1.107,1,0.8952,0.9034,0.8087,0.8952,0.0451,11.5221,-0.8209,1,0.8766,-0.8209,-0.898,0.8766,3.1015,9.1502,3.0249,8.2162,0.0661,2.1036,7.7451,2.783,10.5937,-1.7024,7.745,5.2354,2.2881,7.7367,0.1607,1.4744,0.4004,0.2716,1.0869,1.322,1.2163,1.1814,1.7478,1.4794,-0.0871,0.3926,-4.5064,2.2442,0.9544,0.4253,0.7756,1.062,1.3693,0.0887,14.1631,-0.8057,-0.9003,0.9774,2.2887,0.4321,0.6574,2,0.5,TASCA_DESTRA_DAVANTI_PANTALONI
5.7459,18.3911,4.2885,13.4267,0.0237,0.446,2.428,1.5582,5.4779,-1.1504,5.7459,18.3911,4.2885,13.4267,0.0237,8.4794,33.5392,5.7913,17.3454,0.1124,12.882,1,0.6776,0.0776,0.0526,0.6776,2.7522,1,0.7405,0.3633,0.2691,0.7405,7.5746,1,0.5483,0.132,0.0724,0.5483,-0.1111,1,0.1482,-9,-1.3337,0.1482,5.3985,1,0.7037,0.1852,0.1304,0.7037,2.451,1,0.7741,0.408,0.3158,0.7741,0.0935,12.891,-0.2004,1,0.997,-0.2004,-0.1636,0.997,2.6359,4.251,2.0618,7.0273,0.0774,1.0124,0.6117,0.7821,2.2031,-0.1146,8.3452,2.6582,1.6304,5.5605,0.4663,2.6037,0.3159,0.1213,2.6362,1.2646,0.4797,6.9496,1.5992,0.2301,-2.6034,0.1214,-0.0466,3.8538,0.7312,0.1897,3.1897,1.2638,0.3962,0.1013,12.0413,-0.8953,-0.9178,0.8396,1,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-6.5325,1.3422,1.1585,9.4331,?,6.2255,2.545,1.5953,6.3432,0.3997,-6.5325,1.3422,1.1585,9.4331,?,11.1885,4.1507,2.0373,7.8712,0.5243,-1.0493,1,-0.5839,-0.953,0.5564,-0.5839,0.7262,1,0.5687,1.377,0.783,0.5687,0.5274,1,0.3234,1.8962,0.6132,0.3234,-2.2334,1,-1.0875,-0.4477,0.4869,-1.0875,0,1,0,0,0.6386,0,1.4871,1,1.1984,0.6724,0.8059,1.1984,0.1114,19.2905,-0.6312,1,-0.9359,-0.6312,0.8633,-0.9359,-6.9347,0.0678,0.2604,7.2101,?,6.7681,0.0605,0.2459,0.7154,0.9008,1.4854,0.0083,0.0909,0.3934,0.7824,-1.0246,-4.6686,4.5564,1.0589,2.8633,2.7039,1.1213,8.1984,7.3112,-1.1098,-5.0987,4.5944,0,0,3.9902,10.0789,18.3284,1.8185,0.098,15.1881,0.9965,0.7261,0.6684,4.0472,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
5.4629,20.6176,4.5407,12.8785,0.0176,0.546,6.8323,2.6139,8.486,-0.6534,5.4629,20.6176,4.5407,12.8785,0.0176,8.5747,34.5273,5.876,17.7209,0.0443,10.0052,1,0.6371,0.0999,0.0637,0.6371,1.7371,1,0.7727,0.5757,0.4448,0.7727,3.0177,1,0.5971,0.3314,0.1979,0.5971,-0.0689,1,0.2814,-14.5104,-4.083,0.2814,2.5543,1,0.707,0.3915,0.2768,0.707,1.5176,1,0.7267,0.6589,0.4789,0.7267,0.0767,13.0397,-0.6763,1,0.9839,-0.6763,-0.5586,0.9839,4.4381,10.1683,3.1888,7.8398,0.0892,1.0332,7.8799,2.8071,6.9803,-0.9898,7.2539,4.7975,2.1903,5.8991,0.3609,4.2956,0.6118,0.1424,1.136,1.4558,1.2816,1.2904,2.1195,1.6425,-0.221,0.2303,-1.0421,2.4536,0.9324,0.38,1.1231,1.329,1.1833,0.0848,14.5319,-0.9473,-0.9441,0.9891,4.0949,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
3.7191,32.2549,5.6793,23.2634,-0.161,-0.3338,52.1035,7.2183,24.8011,-1.3961,3.7191,32.2549,5.6793,23.2634,-0.161,9.4119,55.8036,7.4702,29.2377,0.0104,-11.1425,1,0.3951,-0.0897,-0.0355,0.3951,0.7868,1,0.7603,1.271,0.9663,0.7603,0.6191,1,0.578,1.6154,0.9337,0.578,0.2233,1,-10.5379,4.4786,-47.1949,-10.5379,1.9358,1,0.6782,0.5166,0.3504,0.6782,0.938,1,0.7957,1.0661,0.8483,0.7957,0.0538,14.9195,-0.7248,1,0.9593,-0.7248,-0.723,0.9593,2.8681,12.7058,3.5645,10.3128,-0.1069,2.73,14.8321,3.8512,13.6718,-1.423,6.8871,5.5168,2.3488,7.1729,0.1648,1.0506,0.4164,0.3964,0.9255,1.5176,1.6397,0.8566,2.3031,2.6886,0.1241,-0.7037,-5.6714,1.6511,1.0847,0.657,0.7543,1.4377,1.906,0.0811,14.6538,-0.7298,-0.8436,0.9384,49.0102,134.0101,11.5763,33,0.5417,TASCA_DESTRA_DIETRO_PANTALONI
4.5657,11.8742,3.4459,17.848,-0.2548,-0.2224,54.8491,7.406,27.8468,-1.8282,4.5657,11.8742,3.4459,17.848,-0.2548,9.6531,27.1562,5.2112,21.0404,0.1033,-20.5336,1,0.473,-0.0487,-0.023,0.473,0.4653,1,0.6613,2.1492,1.4212,0.6613,0.2165,1,0.4373,4.6192,2.0198,0.4373,0.2013,1,-1.4958,4.967,-7.4294,-1.4958,1.4446,1,0.6062,0.6922,0.4196,0.6062,0.6409,1,0.8483,1.5602,1.3235,0.8483,0.0666,15.635,-0.6372,1,0.8221,-0.6372,-0.7632,0.8221,4.2789,8.2641,2.8747,9.3009,0.0077,2.8913,18.9753,4.3561,14.562,-1.4271,6.2081,3.6742,1.9168,5.7338,0.3038,1.4799,0.6892,0.4657,0.6599,1.4997,2.2725,0.4355,2.2492,5.1645,-0.0084,0.0289,-3.4225,1.5622,1.1381,0.7285,0.6387,1.6221,2.5397,0.0833,15.449,-0.4132,-0.86,0.8044,123.2474,1995.5894,44.672,121,0.3795,TASCA_DESTRA_DIETRO_PANTALONI
5.4454,37.9975,6.1642,23.8251,-0.082,-0.0513,59.2907,7.7,27.6194,-1.2537,5.4454,37.9975,6.1642,23.8251,-0.082,11.3371,66.0648,8.128,32.7352,0.023,-106.0746,1,0.4803,-0.0094,-0.0045,0.4803,0.8005,1,0.7584,1.2492,0.9473,0.7584,0.6409,1,0.5752,1.5604,0.8975,0.5752,0.1175,1,-2.3406,8.5099,-19.9188,-2.3406,1.7968,1,0.6572,0.5565,0.3658,0.6572,0.8626,1,0.7278,1.1593,0.8437,0.7278,0.0794,17.9058,-0.8469,1,0.9553,-0.8469,-0.7765,0.9553,3.0668,9.5836,3.0957,9.1917,0.024,3.8292,25.6472,5.0643,15.3317,-1.1524,5.873,2.4324,1.5596,5.236,0.2763,0.8009,0.5222,0.652,0.6113,1.9849,3.2471,0.3737,3.94,10.544,-0.0276,0.1133,-4.1066,1.3222,1.3017,0.9845,0.5995,1.7555,2.9281,0.0789,15.0184,-0.5337,-0.8717,0.8054,234.7629,17063.7617,130.6283,570,0.1231,TASCA_DESTRA_DIETRO_PANTALONI
4.1414,36.4173,6.0347,24.9873,-0.225,-1.2023,41.1623,6.4158,23.4183,-4.1466,4.1414,36.4173,6.0347,24.9873,-0.225,8.7243,73.6319,8.5809,30.9277,0.0154,-3.4447,1,0.4747,-0.2903,-0.1378,0.4747,0.9406,1,0.7033,1.0632,0.7477,0.7033,0.8847,1,0.4946,1.1303,0.559,0.4946,0.2432,1,-9.4589,4.1111,-38.8865,-9.4589,4.4828,1,0.6493,0.2231,0.1449,0.6493,1.067,1,0.8079,0.9372,0.7572,0.8079,0.0616,14.5151,-0.8967,1,0.9441,-0.8967,-0.9342,0.9441,2.87,6.3388,2.5177,8.2208,0.0078,1.6493,9.8872,3.1444,12.7285,-2.0268,8.0461,4.1843,2.0455,6.5085,0.3222,1.7401,0.3567,0.205,0.8007,1.2308,1.5372,0.6411,1.5149,2.363,-0.0076,0.021,-2.7549,1.9703,0.8629,0.4379,0.6459,1.2631,1.9557,0.0897,14.1414,-0.4186,-0.8583,0.8049,429.9897,3820.7114,61.8119,208,0.5419,TASCA_DESTRA_DIETRO_PANTALONI
7.3863,6.7952,2.6068,13.0873,-0.0441,3.8715,17.4734,4.1801,17.0577,-0.126,7.3863,6.7952,2.6068,13.0873,-0.0441,11.9368,12.6805,3.561,13.4149,0.2608,1.9079,1,0.6188,0.5241,0.3243,0.6188,0.6236,1,0.732,1.6036,1.1739,0.732,0.3889,1,0.5359,2.5714,1.378,0.5359,0.2893,1,-0.1167,3.4564,-0.4035,-0.1167,0.8275,1,0.6907,1.2085,0.8348,0.6907,0.7672,1,0.9756,1.3034,1.2715,0.9756,0.1185,19.1626,-0.0957,1,0.7652,-0.0957,0.4824,0.7652,7.1226,1.0417,1.0206,3.927,0.5617,4.1454,9.8761,3.1426,9.1183,-0.0945,3.5134,5.003,2.2367,6.1169,0.1219,1.7182,2.0273,1.1799,0.3248,0.4563,1.405,0.1055,0.2082,1.9741,-6.3933,5.9251,-0.9268,1.0755,1.2862,1.1959,0.4307,0.642,1.4907,0.0953,14.9189,-0.6895,0.3024,-0.8331,2.2766,1.2852,1.1337,4,0,TASCA_SINISTRA_DAVANTI_PANTALONI
7.3047,1.7581,1.3259,5.3463,0.5084,6.2944,1.1374,1.0665,3.6063,0.5783,7.3047,1.7581,1.3259,5.3463,0.5084,12.1572,3.1937,1.7871,7.636,0.5483,1.1605,1,0.6009,0.8617,0.5177,0.6009,1.2433,1,0.7419,0.8043,0.5968,0.7419,1.5457,1,0.5505,0.6469,0.3561,0.5505,1.118,1,0.5964,0.8945,0.5335,0.5964,1.2717,1,0.6433,0.7863,0.5058,0.6433,1.4825,1,0.7001,0.6745,0.4723,0.7001,0.1301,20.9038,0.1566,1,0.9429,0.1566,0.4754,0.9429,7.342,0.0218,0.1477,0.5161,0.9328,6.356,0.021,0.1448,0.5347,0.9183,-1.3352,0.0402,0.2004,1.552,?,1.1551,-5.4987,-4.7602,1.0198,0.7367,0.7224,1.04,0.5427,0.5218,1.1921,-4.6184,-3.8742,1.1736,0,0,0.9653,0.3326,0.3445,0.1054,15.0332,-0.9869,0.8279,-0.7285,1.3011,0.2104,0.4587,1,0.5,TASCA_SINISTRA_DAVANTI_PANTALONI
