@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.1314,3.7723,1.9422,16.7811,-1.3289,-0.1472,6.3012,2.5102,22.8131,-2.1909,-0.0354,2.7308,1.6525,15.1765,-0.8353,2.3071,7.5216,2.7426,18.8978,0.0026,-0.893,-3.7168,0.057,4.1622,-0.0638,-0.0153,0.7737,1.1753,0.7082,1.519,0.9153,0.6025,0.5987,1.3814,0.5015,2.3074,0.8377,0.3631,0.6113,1.3863,-191.2116,2.2677,-312.7918,-137.9342,1.0079,0.8714,0.3803,0.8646,0.3773,0.4364,0.7356,1.1057,0.888,1.5032,1.2072,0.8031,0.001,3.4946,0.338,0.2999,-0.0397,-0.1321,-0.2554,-0.013,0.1294,0.9106,0.9543,7.6488,-0.4023,0.0754,0.2967,0.5447,3.653,-0.6706,0.2015,0.9319,0.9653,4.8962,-0.9739,1.7158,0.642,0.3742,1.7518,0.9885,0.5643,3.0687,0.9772,0.3184,1.4964,0.9083,0.607,2.4945,2.1989,0.8815,2.0939,1.5622,0.7461,0.0013,1.6388,0.1118,-0.1047,0.331,?,?,?,?,?,DIETRO_PANTALONI
-0.1243,2.1226,1.4569,10.7127,-0.9871,-0.404,1.9117,1.3826,11.7897,-0.8203,-0.1781,4.2563,2.0631,25.3289,-0.2928,1.91,4.8528,2.2029,20.3873,0.0012,0.3076,0.6977,-0.0651,2.2678,-0.2115,-0.0933,1.0537,0.7062,0.6614,0.6702,0.6276,0.9365,1.1103,0.4987,0.4374,0.4491,0.3939,0.8771,1.0016,0.9278,-218.6009,0.9263,-218.2491,-235.6221,0.8324,0.2752,0.2641,0.3306,0.3173,0.9599,0.9086,0.4229,0.5255,0.4655,0.5783,1.2424,0.0024,2.9517,0.3083,0.2043,0.2145,0.0864,-0.3025,0.2447,0.3486,0.6941,0.8331,5.7347,-0.3746,-0.3466,0.8693,0.9323,6.3094,-3.6085,0.9824,1.7072,1.3066,5.8469,-0.3641,-1.0057,0.3548,-0.3528,0.8936,0.6376,0.7136,0.7985,0.4066,0.5092,0.3163,1.0013,3.1654,3.0473,0.9734,0.3194,0.9089,0.9808,1.0791,0.0058,2.0516,-0.2799,-0.0089,-0.0166,?,?,?,?,?,DAVANTI_PANTALONI
0.109,0.0149,0.122,1.7007,-0.2087,-0.0033,0.0842,0.2902,4.1119,-2.427,-0.0279,0.0406,0.2015,2.6381,-5.6801,0.2076,0.1093,0.3306,3.9246,0.0029,-33.467,-3.9025,0.5249,0.1166,-0.0157,-0.1345,0.4204,0.6055,0.3691,1.4402,0.8779,0.6096,0.1768,0.3666,0.1362,2.0742,0.7707,0.3716,0.1008,0.1309,-25.823,1.2982,-256.0903,-197.2663,1.1727,3.563,0.3575,3.0382,0.3048,0.1003,0.4136,0.6447,0.4334,1.5587,1.0477,0.6722,0.0006,0.3183,-0.8599,-0.8537,0.8234,0.8447,-0.7415,-0.857,0.0047,0.0003,0.0181,0.0951,-0.6499,0.035,0.0006,0.0251,0.1218,-0.4293,0.0124,0.0003,0.0167,0.0908,-0.6732,0.1347,0.3793,2.8162,0.7206,1.0813,1.5004,0.5193,1.1691,2.2512,1.0238,1.0251,1.0013,0.6763,1.0619,1.57,0.7807,1.0471,1.3412,0.0002,0.0692,0.6473,0.2909,0.1404,?,?,?,?,?,DAVANTI_PANTALONI
0.0545,3.5684,1.889,8.8755,-0.9295,-0.3595,3.2781,1.8106,11.7434,-0.6643,-0.0784,2.323,1.5241,12.443,-0.3822,2.3637,3.7209,1.929,12.1838,0.0077,-0.1515,-0.6946,0.023,4.5845,-0.1521,-0.0332,1.0433,1.2394,0.9793,1.1879,0.9386,0.7901,1.0886,1.5361,0.959,1.4112,0.881,0.6243,0.9122,1.2426,-45.0564,1.3623,-49.3951,-36.2593,0.6519,0.511,0.3746,0.7838,0.5747,0.7332,0.7558,0.7133,0.7285,0.9438,0.9639,1.0213,0.0019,3.6528,0.4745,0.525,0.0227,0.647,-0.0294,0.0707,0.2099,0.2128,0.4613,2.7493,-0.4862,-0.3881,0.656,0.8099,3.8965,-6.1423,1.1843,3.5347,1.8801,6.4087,-0.01,-0.5408,0.1772,-0.3277,0.5696,0.2454,0.4308,0.3244,0.0602,0.1856,0.2684,14.2239,52.994,3.3909,0.2915,0.086,0.7056,0.429,0.608,0.0066,2.0151,-0.6084,0.25,-0.3225,?,?,?,?,?,DAVANTI_PANTALONI
0.0719,0.0156,0.1249,0.8242,-0.4007,-0.3023,0.0854,0.2922,2.6326,-0.6966,-0.0628,0.013,0.1139,0.9952,-0.3939,0.3924,0.0605,0.246,1.7652,0.0229,-0.2378,-1.1451,0.1832,4.8152,-0.7705,-0.16,0.4274,1.0967,0.5077,2.5661,1.1879,0.4629,0.1826,1.2027,0.2577,6.5847,1.411,0.2143,0.2181,0.8384,-5.6965,3.8435,-26.1157,-6.7947,0.3792,0.8241,0.3257,2.1733,0.8589,0.3952,0.3131,0.8281,0.4669,2.6453,1.4914,0.5638,0.0017,0.5392,0.4338,0.1483,0.1021,0.6971,-0.3383,-0.131,-0.0125,0.0012,0.0344,0.2457,-2.9021,0.0135,0.0017,0.0411,0.329,-2.8617,0.0473,0.0012,0.0353,0.2136,-0.3812,-0.9261,-0.2645,0.2856,0.8361,0.9725,1.1632,0.699,0.9457,1.353,0.7495,3.0989,4.1348,0.739,0.4071,0.5508,0.7468,1.15,1.54,0.0003,0.1045,0.8257,0.388,0.2999,?,?,?,?,?,DAVANTI_PANTALONI
-0.1188,0.0035,0.0591,0.3344,-5.783,-0.0749,0.0033,0.0576,0.3146,-2.0733,0.0319,0.003,0.0544,0.3289,-0.4508,0.1616,0.0044,0.0663,0.3199,0.0793,1.5854,-3.72,-0.7352,-2.3464,-0.4637,0.1976,1.0247,1.086,0.8903,1.0598,0.8688,0.8198,1.05,1.1795,0.7926,1.1233,0.7549,0.672,1.3433,2.7906,-10.3433,2.0775,-7.7002,-3.7065,0.4816,0.2175,0.1419,0.4517,0.2947,0.6524,1.0629,1.017,1.0455,0.9568,0.9837,1.0281,0.0008,0.2501,0.6183,-0.3026,-0.9345,0.4606,-0.6155,0.2483,0.0002,0.0004,0.0187,0.0993,-0.9002,0.0281,0.0003,0.0185,0.1132,-0.2079,0.0047,0.0001,0.0117,0.0534,-0.7361,0.007,0.0424,6.0469,1.0107,1.599,1.5821,1.0215,2.5568,2.5031,2.415,2.0782,0.8605,0.5577,1.6994,3.0471,0.8774,1.86,2.12,0.0002,0.0542,0.6301,0.001,0.0415,?,?,?,?,?,DAVANTI_PANTALONI
0.0321,0.8445,0.919,6.4045,-0.4698,1.1897,4.1626,2.0402,7.0021,-0.1513,0.5725,3.0632,1.7502,9.0639,-0.2325,1.9621,5.9645,2.4422,10.4238,0.0064,0.027,0.0561,0.0164,2.078,0.6063,0.2918,0.4504,0.5251,0.3763,1.1657,0.8354,0.7166,0.2029,0.2757,0.1416,1.3589,0.6979,0.5136,2.2251,1.1974,-30.3255,0.5381,-13.6286,-25.3264,0.7164,0.5925,0.4153,0.827,0.5797,0.701,0.9147,0.7066,0.6144,0.7725,0.6717,0.8695,0.03,2.8143,0.4918,0.4726,0.5123,0.4914,0.9099,0.7468,0.4068,0.7846,0.8858,5.3561,-0.176,1.0307,2.5934,1.6104,5.5015,-0.0137,-0.3383,0.6211,0.7881,3.5577,-5.9832,0.3947,-1.2025,-3.0468,0.55,1.1239,2.0434,0.3025,1.2631,4.1753,10.7541,0.2629,0.0244,0.8393,8.94,10.6523,0.9736,1.5055,1.5464,0.0067,1.9277,0.7499,-0.6782,-0.7362,?,?,?,?,?,DAVANTI_PANTALONI
0.3886,9.1984,3.0329,27.6481,-2.0549,-0.6191,9.6381,3.1045,20.7503,-0.8596,-0.0973,10.4308,3.2297,46.036,-1.3624,3.985,13.9308,3.7324,28.8456,0.0107,-0.6277,-3.9944,0.0975,6.3639,-0.1553,-0.0244,0.9769,0.9391,0.8126,0.9613,0.8318,0.8653,0.9544,0.8819,0.6603,0.924,0.6919,0.7488,1.9389,0.7005,-59.7175,0.3613,-30.7992,-85.2487,0.8111,0.4644,0.3104,0.5726,0.3827,0.6683,1.3324,0.6006,0.9585,0.4507,0.7194,1.5959,0.0038,6.2545,-0.888,-0.4424,-0.1006,0.3515,0.1021,0.1117,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DAVANTI_PANTALONI
-0.0524,0.0235,0.1534,0.8664,-1.0234,-0.118,0.0372,0.1929,1.1276,-1.7683,-0.0786,0.0202,0.1422,0.8111,-1.8277,0.2783,0.0264,0.1624,0.8663,0.0293,0.4439,0.6667,-0.1882,1.5019,-0.424,-0.2823,0.7953,1.0786,0.9447,1.3563,1.1879,0.8758,0.6324,1.1635,0.8924,1.8396,1.411,0.767,0.6084,0.8359,-16.73,1.374,-27.4987,-20.0141,1.0512,1.4929,0.4798,1.4201,0.4564,0.3214,0.7684,1.0682,1.0001,1.3903,1.3017,0.9362,0.0008,0.4327,-0.2572,-0.35,0.1084,0.9887,-0.6548,-0.6486,0.0601,0.01,0.1001,0.4646,-0.2987,0.0407,0.0188,0.1373,0.8011,-1.2607,0.0249,0.0067,0.0818,0.5127,-1.0888,1.4755,2.4172,1.6383,0.7296,1.2235,1.677,0.5323,1.4969,2.8123,0.2392,0.3999,1.6716,1.0096,1.4575,1.4437,0.58,0.9062,1.5625,0.0004,0.2561,0.2899,0.3634,0.8015,?,?,?,?,?,DAVANTI_PANTALONI
-0.131,0.007,0.0836,0.6535,-2.7424,-0.0632,0.0111,0.1055,0.7184,-1.7262,0.0065,0.0098,0.099,0.6281,-0.8975,0.2018,0.0084,0.0916,0.5052,0.0888,2.0739,-20.1799,-0.6492,-9.7302,-0.313,0.0322,0.7918,0.8438,0.9118,1.0657,1.1516,1.0806,0.6269,0.712,0.8314,1.1358,1.3262,1.1676,1.0527,1.6118,-9.7274,1.5311,-9.2404,-6.0349,0.6626,0.5275,0.3149,0.7961,0.4753,0.597,0.9096,1.0404,1.2935,1.1438,1.422,1.2433,0.0008,0.3098,0.0525,-0.3131,-0.5365,0.8948,-0.2392,0.0275,-0.0169,0.0044,0.0666,0.4037,-2.708,-0.0032,0.009,0.0948,0.752,-3.1717,-0.0209,0.0036,0.0603,0.361,-2.4917,5.2572,0.8101,0.1541,0.7024,1.1037,1.5715,0.4933,1.2182,2.4695,0.5158,1.1445,2.2191,0.6041,1.0531,1.7434,0.5369,1.1183,2.0828,0.0001,0.1408,0.6581,0.226,0.6152,?,?,?,?,?,DAVANTI_PANTALONI
0.1526,8.8427,2.9737,25.9234,-2.0391,-0.5028,12.9643,3.6006,24.5657,-1.9075,-0.0204,6.3206,2.5141,15.7889,-1.0295,4.4636,8.4802,2.9121,23.0037,0.0305,-0.3035,-7.4661,0.0342,24.5983,-0.1127,-0.0046,0.8259,1.1828,1.0211,1.4322,1.2364,0.8633,0.6821,1.399,1.0427,2.0511,1.5288,0.7453,1.0792,2.1716,-24.0714,2.0122,-22.3043,-11.0844,1.0096,1.0965,0.3595,1.0861,0.3561,0.3279,1.0553,1.6419,1.1269,1.5559,1.0679,0.6864,0.0027,6.7636,-0.2707,-0.2858,-0.1303,-0.2198,-0.2459,0.0507,0.0212,1.3943,1.1808,6.2634,-0.8857,0.0252,0.821,0.9061,4.4348,-0.9365,-0.0628,1.6093,1.2686,5.7059,-1.3023,0.8405,-0.3371,-0.4011,1.3032,0.9308,0.7142,1.6984,0.8664,0.5101,1.3718,0.9115,0.6645,1.4503,1.3402,0.9241,1.4123,1.0977,0.7772,0.0004,2.5456,-0.3737,-0.334,0.2093,?,?,?,?,?,DIETRO_PANTALONI
0.534,6.9943,2.6447,17.4623,-0.4029,-1.0218,4.9931,2.2345,18.721,-2.4948,0.0673,5.3804,2.3196,15.0675,-0.7119,3.6078,5.6852,2.3844,17.9659,0.0165,-0.5226,7.929,0.148,-15.1725,-0.2832,0.0187,1.1836,1.1402,1.1092,0.9633,0.9372,0.9728,1.4008,1.3,1.2303,0.928,0.8783,0.9464,0.3753,0.8004,-16.6673,2.1328,-44.4156,-20.825,2.3236,1.4142,0.6814,0.6086,0.2933,0.4818,0.9328,1.1589,0.972,1.2425,1.042,0.8387,0.0063,5.4454,0.1035,0.3648,0.4598,0.0439,-0.479,0.1837,0.9666,2.0856,1.4442,6.2079,-0.1917,0.2079,1.8199,1.3491,7.4042,-0.51,0.8784,1.6013,1.2654,5.865,-0.8521,4.6489,1.1004,0.2367,1.0705,1.1413,1.0661,1.146,1.3025,1.1365,0.3994,0.3701,0.9268,1.0623,1.6449,1.5484,0.8384,1.0585,1.2624,0.0071,3.3088,0.4374,0.1095,-0.5229,?,?,?,?,?,DIETRO_PANTALONI
0.2217,8.1156,2.8488,20.4406,-0.8992,-0.4557,5.5581,2.3576,17.082,-1.2823,0.0053,4.994,2.2347,18.1186,-0.8904,3.2453,8.3928,2.897,14.2792,0.012,-0.4865,41.5205,0.0683,-85.3462,-0.1404,0.0016,1.2084,1.2748,0.9834,1.055,0.8138,0.7714,1.4601,1.6251,0.967,1.113,0.6622,0.595,1.0083,1.134,-55.634,1.1246,-55.1736,-49.0614,1.438,1.123,0.7447,0.7809,0.5178,0.6631,1.1966,1.1282,1.4315,0.9428,1.1963,1.2689,0.0027,4.9545,0.0501,0.4024,0.0807,0.4102,-0.0469,0.1391,0.7114,1.8018,1.3423,5.8533,-0.1198,-0.1295,1.3129,1.1458,7.5804,-1.4265,1.3194,3.6934,1.9218,6.9492,-0.0183,-5.4938,0.5392,-0.0981,1.1715,0.6985,0.5962,1.3724,0.4879,0.3555,0.1405,5.0005,35.5993,1.6733,0.766,0.4578,0.7722,0.8423,1.0908,0.0081,2.8071,-0.4174,0.3181,-0.0384,?,?,?,?,?,DIETRO_PANTALONI
0.2525,7.066,2.6582,19.6396,-1.9248,-0.6062,11.7829,3.4326,16.9912,-0.8124,-0.1913,8.5313,2.9208,15.7562,-0.9405,4.6865,5.8845,2.4258,15.151,0.0641,-0.4165,-1.3202,0.0539,3.1694,-0.1293,-0.0408,0.7744,0.9101,1.0958,1.1752,1.415,1.2041,0.5997,0.8282,1.2008,1.3811,2.0024,1.4498,1.697,1.6925,-12.4479,0.9974,-7.3353,-7.3547,0.7162,0.827,0.4148,1.1546,0.5791,0.5015,1.1559,1.2465,1.2963,1.0784,1.1215,1.0399,0.0037,7.2608,-0.2813,0.2393,-0.1467,0.5216,0.137,0.0859,0.6537,1.3882,1.1782,6.21,-0.2568,-0.1755,1.0456,1.0225,6.963,-2.9829,0.9316,4.2747,2.0675,7.4661,-0.4572,-3.7241,0.7017,-0.1884,1.1522,0.5699,0.4946,1.3277,0.3248,0.2446,0.2433,0.5417,2.2261,2.8263,0.9644,0.3412,0.8919,0.8318,0.9326,0.0062,3.2248,-0.1689,0.3394,-0.0033,?,?,?,?,?,DIETRO_PANTALONI
-0.0919,0.0961,0.31,3.0756,-0.687,0.1099,0.0987,0.3142,2.8593,-1.0041,0.1028,0.0176,0.1326,0.9715,-0.5958,0.3528,0.119,0.3449,2.3413,0.0077,-0.8359,-0.8935,-0.2603,1.0688,0.3114,0.2914,0.9867,2.3369,0.8987,2.3684,0.9108,0.3846,0.9736,5.4612,0.8077,5.6091,0.8296,0.1479,0.8743,3.4531,-69.2521,3.9495,-79.2076,-20.0551,1.2778,2.9948,0.7727,2.3437,0.6047,0.258,1.0757,3.1659,1.3136,2.9432,1.2212,0.4149,0.001,0.5539,-0.9522,0.1654,-0.1056,0.1178,0.2006,0.1724,0.0103,0.0076,0.0872,0.5127,-0.5097,0.0286,0.0055,0.0743,0.5351,-1.0059,0.0307,0.0029,0.0535,0.2852,-0.4142,0.3597,0.3355,0.9327,1.1735,1.6298,1.3889,1.377,2.6562,1.929,0.645,2.0723,3.2128,1.273,1.684,1.3229,0.9581,1.7978,1.8764,0.0002,0.1566,0.7478,0.6698,0.6293,?,?,?,?,?,DIETRO_PANTALONI
-0.0233,0.0189,0.1376,0.9581,-0.956,0.0454,0.0302,0.1739,0.9827,-0.8855,0.0495,0.0197,0.1405,0.8992,-0.379,0.2223,0.0246,0.1567,0.8023,0.0254,-0.5142,-0.4719,-0.105,0.9178,0.2042,0.2225,0.791,0.9788,0.8778,1.2374,1.1097,0.8968,0.6257,0.9581,0.7705,1.5311,1.2313,0.8042,1.0146,1.8948,-22.4302,1.8675,-22.1069,-11.838,0.9397,0.7511,0.595,0.7993,0.6332,0.7922,0.9749,1.0654,1.1941,1.0929,1.2249,1.1208,0.0004,0.3449,-0.788,0.0153,-0.1938,0.6002,0.4355,0.4384,0.0053,0.0048,0.0692,0.4005,-0.885,0.0366,0.0057,0.0752,0.4988,-0.4932,0.0244,0.003,0.0546,0.3696,-0.5391,0.1441,0.2162,1.5005,0.92,1.2687,1.3791,0.8463,1.6097,1.902,1.1414,1.4526,1.2726,0.6361,0.885,1.3913,0.803,1.0838,1.3497,0.0002,0.149,0.7108,0.4748,0.7788,?,?,?,?,?,DIETRO_PANTALONI
-0.0532,0.01,0.1001,0.5542,-1.131,0.1009,0.0289,0.1699,1.0131,-0.3573,0.0237,0.0193,0.139,0.862,-0.5972,0.2203,0.0232,0.1524,0.9139,0.0229,-0.5273,-2.2401,-0.2414,4.2486,0.4579,0.1078,0.589,0.7202,0.6567,1.2227,1.1149,0.9118,0.3469,0.5187,0.4312,1.495,1.243,0.8314,1.1028,0.9125,-13.7511,0.8275,-12.4697,-15.0691,0.3484,0.4819,0.278,1.383,0.798,0.577,0.547,0.6429,0.6064,1.1753,1.1085,0.9432,0.0006,0.3409,-0.6008,-0.0489,-0.4426,0.8133,0.7331,0.6117,0.0002,0.0029,0.0539,0.2361,-1.697,0.0231,0.009,0.0948,0.5309,-1.5651,0.0361,0.0051,0.0713,0.3963,-1.4122,0.0066,0.0042,0.6395,0.5688,0.7565,1.3299,0.3236,0.5723,1.7687,0.4586,0.6402,1.3961,0.4229,0.5328,1.2598,0.4447,0.5957,1.3396,0.0002,0.1847,0.6462,0.3965,0.7591,?,?,?,?,?,DIETRO_PANTALONI
