@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
5.5766,30.888,5.5577,37.2689,-0.9382,-5.0251,20.2367,4.4985,25.6961,-3.034,5.5766,30.888,5.5577,37.2689,-0.9382,12.1053,22.9237,4.7879,24.002,0.1183,-1.1098,1,0.4607,-0.9011,-0.4151,0.4607,1.2355,1,1.1608,0.8094,0.9396,1.1608,1.5263,1,1.3474,0.6552,0.8828,1.3474,0.9335,1,-5.6007,1.0713,-5.9998,-5.6007,3.0186,1,0.7063,0.3313,0.234,0.7063,1.4504,1,1.5527,0.6895,1.0706,1.5527,0.0312,18.8996,0.2466,1,0.3879,0.2466,-0.2269,0.3879,0,0,0,0,0,1100,0,0,0,1,DAVANTI_PANTALONI
2.8617,57.5991,7.5894,35.6954,-0.8564,-5.7687,22.3831,4.7311,21.7756,-7.8903,2.8617,57.5991,7.5894,35.6954,-0.8564,12.4914,31.2016,5.5858,24.2876,0.1363,-0.4961,1,0.2291,-2.0158,-0.4618,0.2291,1.6042,1,1.3587,0.6234,0.847,1.3587,2.5733,1,1.846,0.3886,0.7174,1.846,0.8521,1,-4.2947,1.1736,-5.0403,-4.2947,7.8502,1,0.6837,0.1274,0.0871,0.6837,1.6392,1,1.4697,0.61,0.8966,1.4697,0.024,19.1411,0.5368,1,0.4794,0.5368,-0.0317,0.4794,0,0,0,0,0,1100,0,0,0,1,DAVANTI_PANTALONI
-6.8558,0.2587,0.5087,8.4724,?,6.4137,0.2993,0.547,2.7231,0.6516,-6.8558,0.2587,0.5087,8.4724,?,11.6295,0.7107,0.8431,4.1942,0.7067,-1.0689,1,-0.5895,-0.9355,0.5515,-0.5895,0.9298,1,0.6034,1.0754,0.6489,0.6034,0.8646,1,0.364,1.1566,0.4211,0.364,-1.6638,1,-0.8382,-0.601,0.5038,-0.8382,0,1,0,0,0.5464,0,3.1113,1,2.02,0.3214,0.6493,2.02,0.077,20.1253,-0.724,1,-0.9694,-0.724,0.871,-0.9694,4.1432,0,0,0,1,1100,0,0,0,1,DAVANTI_PANTALONI
6.9207,1.2128,1.1013,4.6192,0.525,-6.7203,3.5132,1.8744,9.8513,?,6.9207,1.2128,1.1013,4.6192,0.525,12.0063,2.7418,1.6559,6.5671,0.5923,-1.0298,1,0.5764,-0.971,-0.5597,0.5764,0.5875,1,0.6651,1.702,1.132,0.6651,0.3452,1,0.4423,2.8968,1.2813,0.4423,-0.5183,1,0.5351,-1.9294,-1.0325,0.5351,0,1,0.6037,0,0,0.6037,0.4689,1,0.7034,2.1327,1.5001,0.7034,0.0786,20.5617,-0.003,1,0.857,-0.003,-0.5093,0.857,4.872,1.4462,1.2026,5.1599,0.4454,1100,0,0,0,1,DAVANTI_PANTALONI
4.2317,10.7154,3.2734,11.3168,0.0613,2.0536,3.3648,1.8343,6.5363,-0.447,4.2317,10.7154,3.2734,11.3168,0.0613,6.9966,15.8741,3.9842,14.2295,0.1677,2.0606,1,0.6048,0.4853,0.2935,0.6048,1.7845,1,0.8216,0.5604,0.4604,0.8216,3.1846,1,0.675,0.314,0.212,0.675,-0.3659,1,0.2577,-2.7333,-0.7043,0.2577,2.6688,1,0.7051,0.3747,0.2642,0.7051,1.7314,1,0.7953,0.5776,0.4593,0.7953,0.0419,10.9803,-0.8924,1,0.989,-0.8924,-0.8483,0.989,7.6926,12.2813,3.5045,16.7461,0.1983,1100,0,0,0,1,DAVANTI_PANTALONI
2.1122,32.9189,5.7375,27.2172,-0.4095,3.2201,19.9507,4.4666,17.0101,-1.0328,2.1122,32.9189,5.7375,27.2172,-0.4095,8.5122,32.6224,5.7116,26.1351,0.0457,0.6559,1,0.2481,1.5245,0.3783,0.2481,1.2845,1,1.0045,0.7785,0.782,1.0045,1.65,1,1.0091,0.6061,0.6116,1.0091,0.915,1,-6.3209,1.0929,-6.9084,-6.3209,2.3076,1,0.7051,0.4333,0.3055,0.7051,1.6001,1,1.0414,0.625,0.6509,1.0414,0.0148,12.8908,-0.5763,1,0.799,-0.5763,-0.471,0.799,0.2703,0.7378,0.8589,4,0,1100,0,0,0,1,DAVANTI_PANTALONI
5.4955,14.6805,3.8315,20.2802,-0.0444,-7.5095,11.1869,3.3447,17.5735,?,5.4955,14.6805,3.8315,20.2802,-0.0444,11.8934,15.8883,3.986,22.9264,0.2065,-0.7318,1,0.4621,-1.3665,-0.6314,0.4621,1.1456,1,0.9612,0.8729,0.8391,0.9612,1.3123,1,0.924,0.762,0.7041,0.924,0.0491,1,-0.1447,20.3636,-2.9458,-0.1447,0,1,0.6721,0,0,0.6721,1.154,1,0.8846,0.8665,0.7665,0.8846,0.074,18.5724,0.3264,1,0.787,0.3264,-0.2691,0.787,2.7671,3.4252,1.8507,6,0.25,?,?,?,?,?,DAVANTI_PANTALONI
3.0599,16.1189,4.0148,17.6528,-0.3324,0.2765,43.6893,6.6098,22.0982,-1.3034,3.0599,16.1189,4.0148,17.6528,-0.3324,8.499,22.4964,4.743,18.2638,0.0673,11.0657,1,0.36,0.0904,0.0325,0.36,0.6074,1,0.8465,1.6463,1.3936,0.8465,0.3689,1,0.7165,2.7104,1.9421,0.7165,0.3522,1,-3.3415,2.8396,-9.4883,-3.3415,1.381,1,0.6766,0.7241,0.4899,0.6766,0.7988,1,0.9665,1.2518,1.2099,0.9665,0.0148,13.3324,-0.7642,1,0.9035,-0.7642,-0.6775,0.9035,17.4897,17.4828,4.1812,25,0.0385,1100,0,0,0,1,DIETRO_PANTALONI
2.4744,20.1569,4.4896,14.4283,-0.1402,0.4886,52.1946,7.2246,23.4739,-2.6861,2.4744,20.1569,4.4896,14.4283,-0.1402,8.4505,33.5814,5.7949,22.3388,0.0976,5.0644,1,0.2928,0.1975,0.0578,0.2928,0.6214,1,0.7748,1.6092,1.2467,0.7748,0.3862,1,0.6002,2.5894,1.5543,0.6002,0.1037,1,-0.7339,9.6418,-7.0764,-0.7339,1.9871,1,0.5112,0.5032,0.2572,0.5112,0.6147,1,0.6459,1.6269,1.0508,0.6459,0.0236,12.636,-0.985,1,0.9472,-0.985,-0.9428,0.9472,6.5416,32.2002,5.6745,22.6253,0.1533,1100,0,0,0,1,DIETRO_PANTALONI
1.598,17.0765,4.1324,31.1305,-0.209,1.4133,8.9673,2.9945,14.3548,-0.804,1.598,17.0765,4.1324,31.1305,-0.209,5.2849,22.2945,4.7217,36.0183,0.0116,1.1306,1,0.3024,0.8845,0.2674,0.3024,1.38,1,0.8752,0.7247,0.6342,0.8752,1.9043,1,0.766,0.5251,0.4022,0.766,0.8413,1,-12.719,1.1887,-15.1185,-12.719,3.2358,1,0.7066,0.309,0.2184,0.7066,2.1686,1,0.8643,0.4611,0.3985,0.8643,0.0096,7.9833,-0.4664,1,0.8541,-0.4664,-0.4096,0.8541,0.5197,0.2496,0.4996,1,0,1100,0,0,0,1,DAVANTI_PANTALONI
8.2842,0.381,0.6173,3.7776,0.6418,5.0365,0.3966,0.6298,2.1983,0.6412,8.2842,0.381,0.6173,3.7776,0.6418,12.774,0.6039,0.7771,4.8486,0.6944,1.6448,1,0.6485,0.608,0.3943,0.6485,0.9801,1,0.7943,1.0203,0.8104,0.7943,0.9607,1,0.6309,1.0409,0.6567,0.6309,1.7229,1,0.6142,0.5804,0.3565,0.6142,1.7213,1,0.6646,0.5809,0.3861,0.6646,1.7185,1,0.7791,0.5819,0.4534,0.7791,0.0455,21.6048,-0.2274,0.9999,0.9537,-0.2274,0.0753,0.9537,0,0,0,0,0,1100,0,0,0,1,DAVANTI_PANTALONI
7.9937,13.724,3.7046,19.2155,-0.0458,0.8539,7.5397,2.7458,13.4693,-1.0038,7.9937,13.724,3.7046,19.2155,-0.0458,11.7924,24.4545,4.9452,24.6445,0.0517,9.3613,1,0.6779,0.1068,0.0724,0.6779,1.3492,1,0.7491,0.7412,0.5553,0.7491,1.8202,1,0.5612,0.5494,0.3083,0.5612,0.1247,1,-0.6261,8.0171,-5.0195,-0.6261,2.7335,1,0.707,0.3658,0.2586,0.707,1.4266,1,0.7797,0.701,0.5465,0.7797,0.0411,18.3474,0.1267,1,0.9885,0.1267,0.1567,0.9885,0.3841,0.5626,0.7501,3,0,1100,0,0,0,1,DAVANTI_PANTALONI
9.0266,0.9764,0.9881,5.0238,0.6073,4.5602,0.3971,0.6301,2.7208,0.5299,9.0266,0.9764,0.9881,5.0238,0.6073,13.5772,1.7641,1.3282,6.6922,0.6434,1.9794,1,0.6648,0.5052,0.3359,0.6648,1.5681,1,0.744,0.6377,0.4744,0.744,2.4591,1,0.5535,0.4067,0.2251,0.5535,2.5334,1,0.6436,0.3947,0.254,0.6436,2.2105,1,0.6818,0.4524,0.3084,0.6818,1.8465,1,0.7507,0.5416,0.4066,0.7507,0.0508,22.6133,-0.0528,1.0001,0.9877,-0.0528,0.103,0.9877,0,0,0,0,0,1100,0,0,0,1,DAVANTI_PANTALONI
2.3949,12.3202,3.51,22.0149,-0.145,1.8568,4.5888,2.1422,9.7726,-0.2315,2.3949,12.3202,3.51,22.0149,-0.145,5.2591,16.4899,4.0608,26.786,0.015,1.2898,1,0.4554,0.7753,0.3531,0.4554,1.6385,1,0.8644,0.6103,0.5275,0.8644,2.6848,1,0.7471,0.3725,0.2783,0.7471,1.5176,1,-6.8153,0.6589,-4.4908,-6.8153,2.4229,1,0.707,0.4127,0.2918,0.707,2.2527,1,0.8219,0.4439,0.3648,0.8219,0.0138,8.0305,-0.157,1,0.9148,-0.157,-0.0045,0.9148,3.6272,0.2338,0.4835,1,0.75,1100,0,0,0,1,DAVANTI_PANTALONI
8.0027,0.5992,0.7741,4.2275,0.6108,5.8619,0.1842,0.4292,1.727,0.7479,8.0027,0.5992,0.7741,4.2275,0.6108,12.7546,1.1493,1.0721,5.9127,0.6462,1.3652,1,0.6274,0.7325,0.4596,0.6274,1.8037,1,0.722,0.5544,0.4003,0.722,3.2535,1,0.5214,0.3074,0.1602,0.5214,1.2948,1,0.6142,0.7723,0.4743,0.6142,1.5855,1,0.6498,0.6307,0.4099,0.6498,2.448,1,0.715,0.4085,0.2921,0.715,0.0455,21.8672,0.4161,1,0.9865,0.4161,0.5592,0.9865,0,0,0,0,0,1100,0,0,0,1,DAVANTI_PANTALONI
-3.4153,29.6365,5.4439,22.1815,-7.1812,3.9257,10.494,3.2394,14.8666,-0.2408,-3.4153,29.6365,5.4439,22.1815,-7.1812,8.5932,34.6641,5.8876,26.8505,0.0265,-0.87,1,-0.3974,-1.1495,0.4568,-0.3974,1.6805,1,0.9246,0.5951,0.5502,0.9246,2.8241,1,0.855,0.3541,0.3027,0.855,6.748,1,-26.6474,0.1482,-3.9489,-26.6474,0.2263,1,0.0983,4.419,0.4344,0.0983,1.492,1,0.8261,0.6702,0.5537,0.8261,0.022,12.0355,0.5044,1,-0.9039,0.5044,-0.1506,-0.9039,297.1519,8394.5586,91.6218,330,0.1316,1100,0,0,0,1,DAVANTI_PANTALONI
