@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.7094,4.9517,2.2253,10.2537,-0.605,-3.0915,4.2823,2.0694,9.7947,?,0.4761,13.7255,3.7048,13.8771,-0.7572,5.5745,2.1715,1.4736,6.5219,0.3458,-0.2295,1.4901,0.1273,-6.4938,-0.5546,0.0854,1.0753,0.6006,1.5101,0.5586,1.4043,2.5141,1.1563,0.3608,2.2804,0.312,1.9721,6.3208,0.3946,0.6464,-1.1211,1.638,-2.841,-1.7344,0,0.8089,0.6408,0,0,0.7921,1.0469,0.7389,1.5722,0.7058,1.5018,2.1278,0.0655,8.0462,0.0716,0.4377,0.2488,0.1551,-0.2177,0.2853,-0.2555,0.0532,0.2306,0.6787,-19.296,-0.2146,0.0022,0.047,0.2711,?,-0.7961,0.0168,0.1295,0.9142,?,1.1906,0.3209,0.2696,4.9096,1.7812,0.3628,24.1043,3.1727,0.1316,2.38,0.7058,0.2966,0,0,1,2.5034,0.7424,0.2966,0.0176,1.276,-0.4215,-0.957,0.6517,5.2891,8.3778,2.8944,7.9697,0.0941,0.7948,11.8341,3.4401,10.5937,-1.7024,6.383,6.6101,2.571,7.6428,0.1623,6.6547,0.8286,0.1245,0.8414,1.1258,1.338,0.7079,1.2674,1.7903,-0.1241,0.5591,-4.5064,2.2442,0.9643,0.4297,0.7523,1.0428,1.3861,0.17,14.8682,-0.7653,-0.8487,0.9871,DESTRA_PANTALONI
4.6298,2.6685,1.6336,5.0137,0.2826,-0.3787,2.9434,1.7156,5.2539,-1.4322,-3.7626,2.1302,1.4595,6.6582,?,6.5343,0.7809,0.8837,3.2065,0.5814,-12.2246,-1.2305,0.7085,0.1007,-0.058,-0.5758,0.9522,1.1192,1.8486,1.1755,1.9414,1.6516,0.9066,1.2527,3.4172,1.3817,3.7692,2.7279,-0.6383,-0.2966,0.4434,0.4647,-0.6947,-1.495,3.2351,0,0.9123,0,0.282,0,0.9543,0.753,1.5636,0.7891,1.6385,2.0765,0.5434,9.9235,0.3518,0.8176,0.5322,0.2376,0.0503,-0.0084,0.0977,0.0008,0.0291,0.1089,0.1484,-0.4587,0.0508,0.2254,0.734,?,-0.0525,0.0069,0.0833,0.2451,-1.3009,-0.2129,-1.8602,8.7367,0.129,0.3491,2.7054,0.0167,0.1219,7.3193,-0.0259,-0.137,5.2977,0,1.2009,0,0.1484,0.4445,2.9953,0.0107,0.6465,0.4123,-0.7291,-0.8773,4.25,2.9847,1.7276,5.6465,0.2587,0.3309,0.1851,0.4302,1.1719,-0.2397,7.0876,1.748,1.3221,4.6055,0.5133,12.8428,0.5996,0.0467,4.0159,1.3067,0.3254,16.1277,1.7075,0.1059,-8.6983,0.4057,-0.0466,8.0579,0.805,0.0999,4.8183,1.226,0.2545,0.188,11.763,-0.7,-0.936,0.8294,DESTRA_PANTALONI
0.1373,2.0204,1.4214,4.5431,-1.2142,0.0947,3.7233,1.9296,6.5049,-0.7164,0.0279,0.3342,0.5781,2.0769,-0.6902,2.3143,0.7504,0.8663,3.7225,0.1567,1.4497,4.9167,0.0593,3.3916,0.0409,0.0121,0.7366,2.4586,1.6408,3.3376,2.2275,0.6674,0.5426,6.0446,2.6923,11.1394,4.9616,0.4454,0.9176,2.9373,-3.6006,3.2012,-3.924,-1.2258,0.5414,1.6698,0.4648,3.0842,0.8585,0.2784,0.6984,2.1874,1.2204,3.132,1.7475,0.5579,0.0034,3.4515,-0.7391,-0.8245,-0.5508,0.8143,0.3728,0.3161,0.6477,0,0.0041,0.0137,0.979,0.0506,0.0001,0.0102,0.0308,0.4894,-0.4826,0.0001,0.0084,0.4965,?,12.7936,-1.3422,-0.1049,0.3989,0.4818,1.2078,0.1591,0.2321,1.4587,21.6358,-1.285,-0.0594,10.8167,0,0,0.4453,0.0276,0.062,0.0162,1.1809,0.903,-0.1304,-0.3535,-6.7197,0.0404,0.2011,6.9614,?,6.9776,0.03,0.1733,0.4551,0.9369,1.5225,0.0134,0.1157,0.3934,0.7824,-0.963,-4.4136,4.5829,1.1602,1.7376,1.4976,1.3461,3.0192,2.2429,-1.0302,-4.9228,4.7784,0,0,3.9902,15.298,17.6963,1.1568,0.1961,15.2198,0.9931,0.7792,0.7031,DESTRA_PANTALONI
1.8718,4.2527,2.0622,6.9454,-0.4434,-0.0559,4.5055,2.1226,7.2157,-1.4785,0.9473,6.0157,2.4527,10.6613,-1.6092,4.111,2.2777,1.5092,6.1699,0.1727,-33.4554,1.9758,0.4553,-0.0591,-0.0136,0.2304,0.9715,0.8408,1.3664,0.8654,1.4064,1.6251,0.9439,0.7069,1.8671,0.749,1.9781,2.6411,0.4957,0.3245,-1.6571,0.6546,-3.3431,-5.1067,1.6528,1.1776,0.6452,0.7125,0.3904,0.5479,0.9625,0.6515,1.1257,0.6768,1.1695,1.7279,0.0411,6.3761,0.8615,0.7084,0.3945,0.7928,0.2753,-0.1363,0.3246,0.0016,0.0403,0.1571,0.6182,-0.3137,0.016,0.1266,0.4247,?,0.7136,0.0005,0.0214,0.086,0.8848,-1.0349,0.4549,-0.4396,0.3182,1.8821,5.9138,0.1013,3.5421,34.9727,-0.599,0.3852,-0.6431,0,0.5513,0,0.37,1.8271,4.938,0.0166,1.352,-0.8418,0.7992,-0.903,7.3911,1.9679,1.4028,4.5351,0.4731,-1.2784,4.8044,2.1919,6.7263,-1.0671,5.4827,3.1284,1.7687,4.9785,0.4009,-5.7817,1.3481,-0.2332,0.64,0.7931,1.2392,0.4096,0.629,1.5357,-1.1727,1.2222,-1.0421,2.6452,1.0357,0.3915,0.6742,0.9109,1.3511,0.1822,15.1735,-0.9743,-0.9488,0.9728,DESTRA_PANTALONI
1.684,29.605,5.441,21.3117,-0.3993,-5.979,14.1739,3.7648,13.4496,-5.3083,0.5836,33.7633,5.8106,20.226,-0.3576,9.7339,21.7178,4.6602,18.1777,0.045,-0.2817,2.8855,0.173,-10.245,-0.6142,0.06,1.4452,0.9364,1.1675,0.6479,0.8079,1.2468,2.0887,0.8768,1.3632,0.4198,0.6526,1.5546,0.5373,1.1414,-7.0917,2.1242,-13.1985,-6.2134,7.1436,1.0223,0.8001,0.1431,0.112,0.7827,1.5846,1.0537,1.1724,0.665,0.7399,1.1127,0.1273,15.1456,0.295,0.8364,0.561,0.0183,-0.4853,0.7267,-0.0076,0.0422,0.2054,0.691,-1.5456,-0.3956,0.0232,0.1523,0.6208,?,-0.1093,0.0236,0.1538,0.4438,-1.4403,0.0191,0.0692,3.6188,1.3489,1.3359,0.9904,1.8195,1.7846,0.9808,0.6758,1.6018,2.3701,0,1.4927,0,1.1131,1.5571,1.3989,0.0084,0.7393,0.8078,-0.9684,-0.7961,5.908,6.0193,2.4534,7.3129,0.215,0.5608,18.5779,4.3102,13.5781,-1.4156,5.4551,6.5831,2.5658,6.7828,0.1742,10.5356,1.083,0.1028,0.5692,0.9562,1.6799,0.324,0.9144,2.8221,-0.2517,1.4001,-5.5616,1.6573,1.1342,0.6844,0.5386,1.0781,2.0018,0.1645,15.2009,-0.615,-0.7867,0.9217,DESTRA_PANTALONI
-0.023,18.7319,4.328,18.5595,-0.5763,-5.2514,9.8479,3.1381,10.9406,?,0.8463,25.2697,5.0269,18.6714,-0.352,7.8877,19.9278,4.4641,15.5692,0.105,0.0044,-0.0271,-0.0029,-6.2053,-0.6658,0.1073,1.3792,0.861,0.9695,0.6243,0.703,1.1261,1.9021,0.7413,0.94,0.3897,0.4942,1.2681,0.6202,1.3958,-3.7164,2.2506,-5.9922,-2.6625,0,0.8526,0.6769,0,0,0.7939,1.6964,0.994,1.1921,0.586,0.7027,1.1992,0.1108,12.3351,0.0898,0.7809,0.3987,-0.4796,-0.7331,0.7634,0.3421,0.0837,0.2894,0.9546,-0.7239,0.0132,0.0617,0.2484,0.8756,-0.8082,0.5123,0.3512,0.5926,1.6506,-1.036,25.8421,0.6678,0.0258,1.1651,0.4883,0.4191,1.3574,0.2384,0.1756,1.0243,0.4773,0.466,1.1436,0.6831,0.5973,1.0903,0.5784,0.5305,0.0126,1.4201,-0.851,0.9688,-0.7868,6.562,4.3702,2.0905,7.9018,0.157,0.3703,24.6623,4.9661,13.8209,-1.6282,4.6503,2.2432,1.4977,4.584,0.3531,17.7206,1.4111,0.0796,0.421,1.3958,3.3157,0.1772,1.9482,10.9941,-0.1718,0.5881,-3.4225,1.7824,1.3228,0.7422,0.5717,1.7238,3.015,0.1643,15.6815,0.1366,-0.575,0.7233,DESTRA_PANTALONI
4.2668,34.8784,5.9058,19.136,-0.3013,-6.9715,12.7443,3.5699,14.1957,-8.1678,3.3075,68.6141,8.2834,24.7741,-0.3108,12.6537,33.8664,5.8195,20.0906,0.2102,-0.612,1.29,0.3372,-2.1078,-0.5509,0.2614,1.6543,0.713,1.0148,0.431,0.6134,1.4234,2.7368,0.5083,1.0299,0.1857,0.3763,2.026,0.3503,0.7543,-0.8288,2.1533,-2.3658,-1.0987,9.497,0.778,0.5781,0.0819,0.0609,0.743,1.348,0.7724,0.9525,0.573,0.7066,1.2331,0.1799,19.1271,0.4659,0.8816,0.8384,0.1345,0.0334,0.9568,-0.0469,0.0816,0.2856,0.8035,-1.3111,-0.3858,0.0198,0.1407,0.5842,?,-0.169,0.0336,0.1832,0.5286,-1.9395,0.1215,0.2774,2.2828,2.0295,1.5587,0.768,4.119,2.4294,0.5898,0.7803,1.3068,1.6748,0,1.9332,0,1.3755,1.5199,1.105,0.0086,0.864,0.1862,-0.9263,0.1519,5.3568,8.0259,2.833,9.2926,0.0133,0.6323,32.7446,5.7223,15.1202,-1.1878,4.8664,2.7079,1.6456,4.8836,0.2904,8.4715,1.1008,0.1299,0.4951,1.7216,3.4774,0.2451,2.9639,12.0921,-0.0153,0.0628,-4.1068,1.3627,1.3684,1.0041,0.6146,1.9028,3.0961,0.1483,15.5151,-0.0994,-0.7624,0.6707,DESTRA_PANTALONI
2.5168,24.6938,4.9693,17.1026,-0.1474,-5.4592,21.1251,4.5962,15.6337,-15.3089,1.2861,37.0205,6.0844,19.8535,-0.4432,8.9071,41.2943,6.4261,20.0892,0.0631,-0.461,1.957,0.2826,-4.2449,-0.6129,0.1444,1.0812,0.8167,0.7733,0.7554,0.7152,0.9468,1.1689,0.667,0.598,0.5706,0.5116,0.8965,0.1497,0.3604,-1.6229,2.4069,-10.8386,-4.5032,15.549,1.0835,0.6951,0.0697,0.0447,0.6415,1.094,0.8614,0.8513,0.7875,0.7782,0.9883,0.1255,13.67,-0.4331,0.8984,0.8627,-0.5267,-0.7899,0.8474,0.2019,0.0111,0.1053,0.3946,-0.1309,-0.2329,0.0437,0.209,0.585,?,0.4465,0.0089,0.0946,0.3511,0.5062,-0.8665,0.452,-0.5217,0.5036,1.1128,2.2098,0.2536,1.2382,4.8833,0.0781,-0.1269,-1.6255,0,0.4908,0,0.6746,1.1239,1.6661,0.0111,0.8849,0.5027,-0.8849,-0.8112,4.6637,5.4922,2.3435,6.5182,0.2133,0.7446,17.7554,4.2137,12.7285,-2.0268,6.7544,4.8694,2.2067,6.1076,0.3362,6.2637,0.6905,0.1102,0.5562,1.062,1.9095,0.3093,1.1279,3.6463,-0.2074,0.5713,-2.7549,1.9703,0.9005,0.457,0.5121,1.0672,2.084,0.1682,15.2823,-0.3605,-0.7581,0.8569,DESTRA_PANTALONI
1.0299,6.5327,2.5559,12.4531,-0.8706,-0.0873,8.1372,2.8526,11.7105,-0.8101,0.0393,6.3367,2.5173,12.5696,-1.1139,4.0725,5.4911,2.3433,9.9937,0.0851,-11.7959,26.1869,0.2529,-2.22,-0.0214,0.0097,0.896,1.0154,1.0907,1.1332,1.2173,1.0742,0.8028,1.0309,1.1897,1.2841,1.4819,1.154,1.1059,0.875,-6.2354,0.7913,-5.6384,-7.1259,1.029,1.1196,0.6095,1.088,0.5923,0.5444,1.0634,0.9907,1.2461,0.9317,1.1718,1.2577,0.022,6.216,-0.6709,0.3945,0.2364,-0.2938,-0.0286,0.0356,-0.0869,0.0024,0.0488,0.1466,?,-0.6437,0.0004,0.021,0.6635,?,-0.606,0.0015,0.0382,0.6471,?,0.135,0.1434,1.0623,2.3257,1.2758,0.5486,5.4088,1.6276,0.3009,0.2209,0.2266,1.0254,1,1,1,0.2209,0.2266,1.0254,0.0189,1.3366,-0.1752,-0.8031,0.4435,6.6702,1.0646,1.0318,2.8798,0.639,6.8657,1.1229,1.0597,3.431,0.5857,1.463,0.2447,0.4946,2.2917,0.2706,0.9715,4.5593,4.6929,0.9737,2.0859,2.1423,0.948,4.3509,4.5894,1.051,5.9961,5.7053,0.9633,2.539,2.6358,0.8394,1.2566,1.4971,0.206,14.9989,-0.9783,0.1075,-0.2914,SINISTRA_PANTALONI
-0.3314,0.4776,0.6911,2.492,-2.7274,-1.0261,0.0843,0.2903,1.5137,?,-0.2561,0.0251,0.1584,0.7069,-6.3204,1.2763,0.1863,0.4316,1.6772,0.2869,0.3229,1.2938,-0.2596,4.0063,-0.804,-0.2007,2.3805,4.3636,1.6011,1.8331,0.6726,0.3669,5.6667,19.0406,2.5634,3.3601,0.4524,0.1346,1.2046,2.9877,-2.7028,2.4802,-2.2437,-0.9046,0,6.9235,0.2843,0,0,0.0411,1.6463,3.5253,1.4858,2.1414,0.9025,0.4215,0.0236,1.9007,0.4525,-0.1875,-0.7431,-0.6128,-0.8815,0.4449,0.1177,0.0029,0.0542,0.1754,0.1125,-0.7476,0.0001,0.0099,0.7579,?,-0.3466,0.0016,0.0406,0.4211,?,-0.1574,-0.3396,2.1571,5.447,1.3336,0.2448,29.67,1.7785,0.0599,-0.0293,-0.0528,1.8001,0,0,1,0.2315,0.4167,1.8001,0.0177,1.2119,0.9403,0.9988,0.947,7.2911,0.001,0.0314,0.144,0.9804,6.3865,0.0008,0.0276,0.1316,0.9796,-1.4881,0.0035,0.059,1.552,?,1.1416,-4.8995,-4.2917,1.1389,0.5323,0.4674,1.2971,0.2834,0.2185,1.1406,-4.6539,-4.0803,1.1396,0,0,1.0943,0.0928,0.0848,0.2086,15.1658,-0.9439,0.7123,-0.4432,SINISTRA_PANTALONI
