@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.3404,2.3412,1.5301,5.9593,-0.7195,2.2666,4.6582,2.1583,9.2632,-0.3242,0.3404,2.3412,1.5301,5.9593,-0.7195,3.3934,3.1949,1.7874,7.8362,0.0386,0.1502,1,0.1003,6.6588,0.6679,0.1003,0.7089,1,0.856,1.4105,1.2075,0.856,0.5026,1,0.7328,1.9896,1.458,0.7328,1.0996,1,-7.9331,0.9094,-7.2143,-7.9331,0.4954,1,0.4252,2.0185,0.8583,0.4252,0.6433,1,0.7605,1.5544,1.1821,0.7605,0.0126,5.3409,0.8894,1,0.736,0.8894,0.8019,0.736,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
9.1341,0.4977,0.7055,3.0862,0.711,4.9177,1.0055,1.0027,3.0016,0.5608,9.1341,0.4977,0.7055,3.0862,0.711,13.8543,1.1056,1.0515,4.1763,0.7459,1.8574,1,0.6593,0.5384,0.355,0.6593,0.7035,1,0.6709,1.4214,0.9537,0.6709,0.495,1,0.4502,2.0203,0.9095,0.4502,1.9818,1,0.6196,0.5046,0.3127,0.6196,1.5629,1,0.65,0.6398,0.4159,0.65,1.0282,1,0.739,0.9726,0.7187,0.739,0.0727,23.1858,0.2019,1.0001,0.9361,0.2019,0.5332,0.9361,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
1.329,8.2457,2.8715,13.3753,-0.369,0.5924,8.0689,2.8406,13.1004,-0.9552,1.329,8.2457,2.8715,13.3753,-0.369,4.5455,7.7822,2.7897,13.6409,0.0174,2.2432,1,0.2924,0.4458,0.1303,0.2924,1.0109,1,1.0293,0.9892,1.0183,1.0293,1.0219,1,1.0596,0.9786,1.0368,1.0596,0.5633,1,-14.9676,1.7752,-26.5702,-14.9676,1.4581,1,0.7038,0.6858,0.4827,0.7038,1.021,1,0.9805,0.9794,0.9604,0.9805,0.0106,6.991,0.0018,1,0.7406,0.0018,-0.0667,0.7406,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
8.7784,2.9904,1.7293,8.5562,0.4236,4.753,0.7454,0.8634,3.2421,0.5143,8.7784,2.9904,1.7293,8.5562,0.4236,13.3397,5.4927,2.3436,12.23,0.4402,1.8469,1,0.6581,0.5414,0.3563,0.6581,2.003,1,0.7379,0.4993,0.3684,0.7379,4.0119,1,0.5444,0.2493,0.1357,0.5444,1.8317,1,0.6539,0.5459,0.357,0.6539,2.2238,1,0.6795,0.4497,0.3055,0.6795,2.6391,1,0.6996,0.3789,0.2651,0.6996,0.0715,22.3099,0.1081,1,0.9903,0.1081,0.2437,0.9903,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
-4.7006,19.3065,4.3939,18.6038,-3.5731,3.1022,10.3244,3.2132,13.3444,-0.196,-4.7006,19.3065,4.3939,18.6038,-3.5731,9.0696,20.4956,4.5272,18.4722,0.1017,-1.5153,1,-0.5183,-0.66,0.342,-0.5183,1.3675,1,0.9706,0.7313,0.7097,0.9706,1.87,1,0.942,0.5348,0.5037,0.942,6.6474,1,-6.9541,0.1504,-1.0461,-6.9541,0.3646,1,0.1978,2.7427,0.5426,0.1978,1.3941,1,1.0071,0.7173,0.7224,1.0071,0.0386,13.396,0.7471,1,-0.8503,0.7471,-0.3921,-0.8503,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
-5.1312,38.3263,6.1908,20.1304,-25.9487,-1.8295,17.4623,4.1788,14.7291,-2.2311,-5.1312,38.3263,6.1908,20.1304,-25.9487,8.6673,74.9979,8.6601,27.7292,0.0171,2.8047,1,-0.592,0.3565,-0.2111,-0.592,1.4815,1,0.7149,0.675,0.4825,0.7149,2.1948,1,0.511,0.4556,0.2328,0.511,1.9058,1,-40.2234,0.5247,-21.1054,-40.2234,0.1639,1,0.0265,6.1026,0.1616,0.0265,1.3667,1,0.726,0.7317,0.5312,0.726,0.086,14.0293,0.8539,1,-0.9893,0.8539,-0.8407,-0.9893,?,?,?,?,?,125000,0,0,0,1,DAVANTI_PANTALONI
7.5251,11.9966,3.4636,18.2479,-0.1787,4.3591,13.0864,3.6175,15.9187,-0.2683,7.5251,11.9966,3.4636,18.2479,-0.1787,12.4529,14.261,3.7764,17.2168,0.2191,1.7263,1,0.6043,0.5793,0.35,0.6043,0.9575,1,0.9172,1.0444,0.9579,0.9172,0.9167,1,0.8412,1.0908,0.9176,0.8412,0.8215,1,-0.5727,1.2173,-0.6972,-0.5727,1.2335,1,0.7022,0.8107,0.5693,0.7022,1.1463,1,1.0599,0.8724,0.9246,1.0599,0.0625,19.9546,-0.2432,1,0.8876,-0.2432,0.1349,0.8876,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
7.3438,11.9944,3.4633,16.2044,-0.0333,2.588,8.8578,2.9762,12.6517,-0.4056,7.3438,11.9944,3.4633,16.2044,-0.0333,11.3314,19.0039,4.3593,19.8131,0.1082,2.8376,1,0.6481,0.3524,0.2284,0.6481,1.1637,1,0.7945,0.8594,0.6827,0.7945,1.3541,1,0.6312,0.7385,0.4661,0.6312,0.1428,1,-0.2168,7.0005,-1.5179,-0.2168,1.7423,1,0.7059,0.5739,0.4051,0.7059,1.2808,1,0.8179,0.7808,0.6386,0.8179,0.0582,17.8973,-0.0035,1,0.9677,-0.0035,0.2027,0.9677,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
7.3444,3.5634,1.8877,8.7764,0.3366,6.7059,1.5738,1.2545,4.756,0.4985,7.3444,3.5634,1.8877,8.7764,0.3366,12.4765,5.8861,2.4261,12.0678,0.4138,1.0952,1,0.5887,0.9131,0.5375,0.5887,1.5047,1,0.7781,0.6646,0.5171,0.7781,2.2642,1,0.6054,0.4417,0.2674,0.6054,0.9419,1,0.5228,1.0617,0.555,0.5228,1.395,1,0.6426,0.7169,0.4607,0.6426,1.8453,1,0.7273,0.5419,0.3941,0.7273,0.0661,21.3946,0.1532,1,0.9551,0.1532,0.4374,0.9551,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
8.2115,3.7366,1.933,8.5015,0.39,5.4764,0.8736,0.9347,3.2302,0.5428,8.2115,3.7366,1.933,8.5015,0.39,12.903,6.7084,2.5901,11.0113,0.4645,1.4994,1,0.6364,0.6669,0.4244,0.6364,2.0682,1,0.7463,0.4835,0.3609,0.7463,4.2773,1,0.557,0.2338,0.1302,0.557,1.4175,1,0.5691,0.7055,0.4015,0.5691,1.9728,1,0.6778,0.5069,0.3436,0.6778,2.6319,1,0.7721,0.38,0.2934,0.7721,0.0702,21.8995,0.1568,1,0.9865,0.1568,0.314,0.9865,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
7.5541,2.8866,1.699,7.3851,0.4274,6.1995,0.9348,0.9669,4.0085,0.535,7.5541,2.8866,1.699,7.3851,0.4274,12.4188,5.0417,2.2454,10.3333,0.4733,1.2185,1,0.6083,0.8207,0.4992,0.6083,1.7572,1,0.7567,0.5691,0.4306,0.7567,3.0878,1,0.5725,0.3239,0.1854,0.5725,1.1952,1,0.5935,0.8367,0.4966,0.5935,1.4961,1,0.6573,0.6684,0.4394,0.6573,1.8423,1,0.7147,0.5428,0.3879,0.7147,0.065,21.3076,0.1675,1,0.9736,0.1675,0.3873,0.9736,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
1.9763,29.3187,5.4147,29.4321,-0.2997,1.0814,10.387,3.2229,13.2729,-0.763,1.9763,29.3187,5.4147,29.4321,-0.2997,7.4383,22.6766,4.762,31.8854,0.0062,1.8276,1,0.2657,0.5472,0.1454,0.2657,1.6801,1,1.1371,0.5952,0.6768,1.1371,2.8226,1,1.2929,0.3543,0.4581,1.2929,1.1815,1,-33.9183,0.8464,-28.7085,-33.9183,3.0079,1,0.7058,0.3325,0.2346,0.7058,2.2174,1,0.9231,0.451,0.4163,0.9231,0.0162,11.5186,-0.1162,1,0.7642,-0.1162,-0.0722,0.7642,?,?,?,?,?,1100,0,0,0,1,DIETRO_PANTALONI
2.2613,17.4703,4.1798,30.877,-0.2769,0.8093,10.4427,3.2315,13.2301,-0.6123,2.2613,17.4703,4.1798,30.877,-0.2769,6.1518,18.4204,4.2919,33.8269,0.0148,2.794,1,0.3676,0.3579,0.1316,0.3676,1.2934,1,0.9739,0.7731,0.7529,0.9739,1.673,1,0.9484,0.5977,0.5669,0.9484,1.3326,1,-13.1581,0.7504,-9.8743,-13.1581,2.9469,1,0.7043,0.3393,0.239,0.7043,2.3338,1,0.9128,0.4285,0.3911,0.9128,0.0177,9.6443,-0.2074,1,0.7934,-0.2074,-0.0316,0.7934,?,?,?,?,?,1100,0,0,0,1,DIETRO_PANTALONI
4.9888,10.1582,3.1872,15.0725,0.0596,6.677,11.1336,3.3367,15.6557,-0.1065,4.9888,10.1582,3.1872,15.0725,0.0596,10.1818,22.1374,4.705,22.0638,0.0853,0.7472,1,0.49,1.3384,0.6558,0.49,0.9552,1,0.6774,1.0469,0.7092,0.6774,0.9124,1,0.4589,1.096,0.5029,0.4589,-0.634,1,0.4643,-1.5773,-0.7324,0.4643,1.1328,1,0.6645,0.8827,0.5865,0.6645,0.9627,1,0.6831,1.0387,0.7096,0.6831,0.0528,16.7402,0.3496,1,0.913,0.3496,0.6814,0.913,?,?,?,?,?,1100,0,0,0,1,DIETRO_PANTALONI
8.513,3.1182,1.7659,7.7874,0.4244,5.6403,1.912,1.3827,4.3537,0.4596,8.513,3.1182,1.7659,7.7874,0.4244,13.3486,6.7169,2.5917,10.8004,0.469,1.5093,1,0.6377,0.6626,0.4225,0.6377,1.2771,1,0.6814,0.783,0.5335,0.6814,1.6309,1,0.4642,0.6132,0.2847,0.4642,1.5511,1,0.6019,0.6447,0.3881,0.6019,1.6795,1,0.6652,0.5954,0.3961,0.6652,1.7887,1,0.721,0.5591,0.4031,0.721,0.0715,22.6663,0.4899,1,0.9787,0.4899,0.6578,0.9787,?,?,?,?,?,1100,0,0,0,1,DIETRO_PANTALONI
7.9015,2.6146,1.617,7.466,0.443,5.7704,1.3415,1.1582,4.4977,0.4908,7.9015,2.6146,1.617,7.466,0.443,12.6244,5.3611,2.3154,10.6771,0.4784,1.3693,1,0.6259,0.7303,0.4571,0.6259,1.3961,1,0.6984,0.7163,0.5002,0.6984,1.9491,1,0.4877,0.5131,0.2502,0.4877,1.3695,1,0.6063,0.7302,0.4427,0.6063,1.5174,1,0.6548,0.659,0.4315,0.6548,1.66,1,0.6993,0.6024,0.4212,0.6993,0.0676,21.5735,0.418,1,0.973,0.418,0.6159,0.973,?,?,?,?,?,1100,0,0,0,1,DIETRO_PANTALONI
