@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.4418,7.3731,2.7154,16.4352,-3.5644,0.1945,16.8284,4.1022,14.4383,-0.8744,0.5579,18.5687,4.3091,17.9964,-1.0809,6.0588,6.6053,2.5701,16.0529,0.0557,-2.2713,-0.7919,-0.0729,0.3487,0.0321,0.0921,0.6619,0.6301,1.0565,0.952,1.5962,1.6767,0.4381,0.3971,1.1163,0.9063,2.5477,2.8112,1.9055,1.373,-13.5603,0.7205,-7.1164,-9.8766,0.4675,0.4163,0.2118,0.8907,0.4531,0.5087,1.1383,0.9133,1.0238,0.8023,0.8994,1.1211,0.0074,9.2968,-0.7369,0.0583,-0.4712,-0.1424,0.2291,-0.1553,-10.583,194.9953,13.9641,36.1,-2.5743,-0.4001,191.62,13.8427,36.2817,-0.9064,-31.0676,9.8198,3.1337,36.6577,?,26.4528,0.3406,0.0129,1.0088,4.4562,4.4174,1.0176,19.8573,19.5135,1.5072,0.7093,0.4706,0.5307,0,0,0.995,0.9848,0.9897,0.3282,59.4042,-0.905,-0.1847,0.5346,1100,0,0,0,1,DAVANTI_PANTALONI
-0.1629,6.0931,2.4684,9.841,-2.1832,-1.4352,3.6777,1.9177,7.5427,-2.1038,0.3826,20.141,4.4879,17.504,-0.4181,4.8691,8.436,2.9045,13.626,0.0482,0.1135,-0.4257,-0.0335,-3.7508,-0.2948,0.0786,1.2872,0.55,0.8499,0.4273,0.6603,1.5452,1.6568,0.3025,0.7223,0.1826,0.4359,2.3875,1.3202,1.308,-9.7716,0.9908,-7.4018,-7.4709,1.2721,0.2505,0.2159,0.1969,0.1697,0.8622,1.3047,0.5622,0.7222,0.4309,0.5536,1.2846,0.0149,7.307,-0.1643,-0.5796,-0.5398,-0.1801,-0.5124,0.646,-13.686,186.8358,13.6688,36.1,-5.2241,-6.5404,130.715,11.4331,37.0106,-0.8353,-29.1415,11.4362,3.3817,33.38,?,2.0925,0.4696,0.2244,1.1955,4.0419,3.3808,1.4293,16.3372,11.4299,1.7987,0.9077,0.5046,0.2876,0,0,0.9754,1.0815,1.1088,0.3285,57.4576,-0.7272,-0.4295,0.9022,1100,0,0,0,1,DAVANTI_PANTALONI
0.0256,2.7884,1.6698,8.5047,-0.4227,-0.0071,3.3185,1.8217,7.8823,-0.9925,0.1834,13.9765,3.7385,17.4742,-0.7861,4.1207,3.1373,1.7712,8.5942,0.1275,-3.6046,0.1395,0.0062,-0.0387,-0.0017,0.0445,0.9167,0.4467,0.9428,0.4873,1.0285,2.1107,0.8403,0.1995,0.8888,0.2374,1.0578,4.455,0.6435,0.3285,-2.0121,0.5105,-3.1266,-6.1242,1.5111,0.611,0.6069,0.4044,0.4016,0.9932,1.079,0.4867,0.9896,0.4511,0.9172,2.0333,0.0019,5.9982,-0.356,0.1417,0.3308,0.002,-0.1905,0.3495,-2.352,138.2406,11.7576,29.7,-2.4941,-17.5894,10.7486,3.2785,24.7817,?,-30.6113,2.8497,1.6881,33.5525,?,0.1337,0.0768,0.5746,3.5863,6.9649,1.9421,12.8613,48.5098,3.7718,0.8555,0.6318,0.7386,0,0,1,1.1985,0.8852,0.7386,0.3538,58.5367,-0.4908,0.2892,-0.9105,1100,0,0,0,1,DAVANTI_PANTALONI
-0.3007,3.3518,1.8308,10.672,-1.1396,0.6718,2.885,1.6985,8.3195,-1.2857,0.583,22.0599,4.6968,18.5251,-0.6253,4.5855,8.1516,2.8551,12.4875,0.0573,-0.4476,-0.5158,-0.0656,1.1522,0.1465,0.1271,1.0779,0.3898,0.6412,0.3616,0.5949,1.6451,1.1618,0.1519,0.4112,0.1308,0.3539,2.7062,1.2147,0.7975,-7.4916,0.6566,-6.1676,-9.3938,1.3703,0.4376,0.3765,0.3193,0.2748,0.8604,1.2828,0.5761,0.8546,0.4491,0.6662,1.4835,0.0094,6.6586,-0.2046,-0.5591,-0.5298,-0.0501,0.4083,0.5038,-9.377,50.6706,7.1183,26.5,-15.5624,-3.8371,13.2904,3.6456,13.2007,-11.5385,-20.7526,6.7054,2.5895,24.2372,?,2.4438,0.4518,0.1849,1.9526,2.749,1.4079,3.8126,7.5567,1.9821,2.0497,1.0273,0.5012,1.5197,0,0,2.0075,1.0934,0.5446,0.2309,34.2656,0.3458,0.7107,-0.0493,1100,0,0,0,1,DAVANTI_PANTALONI
-0.0142,1.6872,1.2989,7.4659,-1.5033,-0.3332,32.3002,5.6833,24.683,-0.8672,0.568,18.6399,4.3174,15.3006,-0.9418,6.2266,14.2901,3.7802,14.2022,0.0194,0.0425,-0.025,-0.0023,-0.5866,-0.0535,0.0912,0.2286,0.3009,0.3436,1.3164,1.5034,1.1421,0.0522,0.0905,0.1181,1.7329,2.2603,1.3044,0.3911,0.6042,-15.9273,1.5448,-40.7239,-26.3625,0.2256,0.3785,0.2059,1.6777,0.9127,0.544,0.3025,0.4879,0.5257,1.6132,1.738,1.0773,0.0066,8.7453,0.3869,0.0897,-0.0223,0.4409,0.1377,0.2068,-12.268,63.2782,7.9548,29.3,?,1.2075,129.9574,11.3999,34.9859,-0.2857,-19.1103,10.0029,3.1627,22.1671,?,-10.1598,0.642,-0.0632,0.6978,2.5151,3.6044,0.4869,6.326,12.9919,3.7687,1.3218,0.3507,0,1,0,0.8375,1.3218,1.5783,0.2274,40.2584,-0.3885,-0.3504,0.9797,1100,0,0,0,1,DAVANTI_PANTALONI
0.2403,4.708,2.1698,10.2561,-1.0403,-0.2115,3.9912,1.9978,11.0852,-0.8729,0.208,20.386,4.5151,17.3103,-0.5721,4.9384,4.8431,2.2007,12.161,0.0456,-1.1362,1.1551,0.0487,-1.0167,-0.0428,0.0421,1.0861,0.4806,0.986,0.4425,0.9078,2.0517,1.1796,0.2309,0.9721,0.1958,0.8241,4.2093,1.0122,0.8301,-8.9967,0.8202,-8.8884,-10.8375,0.8493,0.4565,0.3945,0.5375,0.4645,0.8641,0.9252,0.5925,0.8434,0.6404,0.9115,1.4234,0.0038,7.1331,-0.2831,-0.4088,-0.369,0.0285,0.0157,0.5739,-12.5229,154.4877,12.4293,32.9,-15.0712,-4.2417,220.6447,14.8541,44.6238,-0.7097,-35.8397,26.3787,5.136,40.7848,?,2.9523,0.3494,0.1184,0.8368,2.42,2.8921,0.7002,5.8565,8.3645,1.6656,0.7565,0.4542,0.0784,0,0,0.7373,0.8067,1.0941,0.382,63.0138,-0.9017,-0.7525,0.9334,1100,0,0,0,1,DAVANTI_PANTALONI
-0.1249,8.3835,2.8954,14.4151,-1.0831,-1.2366,46.7503,6.8374,34.6461,-0.8161,0.0602,43.5525,6.5994,25.1588,-0.7646,9.0425,18.4678,4.2974,18.2778,0.095,0.101,-2.0736,-0.0138,-20.5262,-0.1368,0.0067,0.4235,0.4387,0.6738,1.0361,1.5911,1.5357,0.1793,0.1925,0.454,1.0734,2.5315,2.3583,0.4814,0.6875,-3.9076,1.4282,-8.1172,-5.6836,0.3627,0.4854,0.3426,1.338,0.9446,0.706,0.4161,0.573,0.7887,1.3771,1.8955,1.3765,0.0128,13.3172,-0.206,-0.444,-0.019,-0.2784,-0.1481,0.3153,-7.9765,104.4459,10.2199,29.3381,-3.3275,2.353,446.2735,21.1252,54.8996,-0.5722,-33.8702,67.7648,8.2319,42.4194,?,-3.39,0.2355,-0.0695,0.4838,1.2415,2.5662,0.234,1.5413,6.5856,1.1291,0.5318,0.471,0.1941,0,0,0.5344,0.6916,1.2942,0.3595,63.7586,-0.4328,-0.5018,0.9661,1100,0,0,0,1,DAVANTI_PANTALONI
0.0672,5.4363,2.3316,10.1256,-1.0572,-1.0814,27.5679,5.2505,26.5763,-1.6325,-0.228,15.9769,3.9971,16.656,-1.2243,6.3681,9.6541,3.1071,16.3388,0.0425,-0.0622,-0.2948,0.0106,4.7426,-0.1698,-0.0358,0.4441,0.5833,0.7504,1.3136,1.6898,1.2864,0.1972,0.3403,0.5631,1.7255,2.8555,1.6549,0.3157,0.5676,-7.1811,1.7977,-22.744,-12.652,0.4875,0.6573,0.2885,1.3482,0.5916,0.4388,0.381,0.6079,0.6197,1.5956,1.6266,1.0194,0.0118,9.2439,0.3345,0.1699,-0.3808,-0.0768,-0.3618,0.0601,-10.8768,103.5266,10.1748,36.6577,-3.9677,-2.5605,262.8036,16.2112,53.5187,-0.441,-36.8003,60.2345,7.7611,43.9194,?,4.2479,0.2956,0.0696,0.6276,1.311,2.0888,0.3939,1.7187,4.363,1.7876,0.6666,0.3729,0.1987,0,0,0.685,0.8347,1.2186,0.4091,62.3263,-0.2059,-0.6052,0.8775,1100,0,0,0,1,DAVANTI_PANTALONI
-0.276,9.518,3.0851,15.9524,-1.1778,-2.4914,45.9668,6.7799,32.2636,-0.968,0.5434,41.4201,6.4358,26.9182,-0.8196,9.2281,18.3264,4.2809,17.2378,0.0844,0.1108,-0.5079,-0.0299,-4.5853,-0.27,0.0589,0.455,0.4794,0.7207,1.0535,1.5837,1.5034,0.2071,0.2298,0.5194,1.1098,2.5082,2.2601,0.5437,0.7115,-5.432,1.3088,-9.9915,-7.634,0.4468,0.4952,0.3891,1.1082,0.8708,0.7858,0.4944,0.5926,0.9254,1.1986,1.8717,1.5616,0.027,13.8501,0.2289,-0.3488,-0.0271,-0.0084,-0.3282,0.0993,-20.9186,117.6923,10.8486,37.3199,?,4.2045,464.0972,21.5429,59.9991,-0.368,-26.0537,243.0309,15.5894,43.8599,?,-4.9752,0.8029,-0.1614,0.5036,0.6959,1.3819,0.2536,0.4843,1.9096,2.3124,0.8509,0.368,0,1,0,0.622,0.8509,1.368,0.3508,65.2897,-0.0753,-0.3973,0.9249,1100,0,0,0,1,DAVANTI_PANTALONI
1.8247,4.3739,2.0914,6.521,-0.0597,-1.6472,5.7341,2.3946,8.9678,-4.7139,0.9334,14.0701,3.751,13.0831,-0.3883,4.328,12.3608,3.5158,10.1748,0.0786,-1.1078,1.9549,0.4216,-1.7647,-0.3806,0.2157,0.8734,0.5576,0.5949,0.6384,0.6811,1.0669,0.7628,0.3109,0.3539,0.4075,0.4639,1.1383,0.0497,0.1004,-0.4233,2.0217,-8.5198,-4.2143,3.9207,0.653,0.5572,0.1665,0.1421,0.8533,0.7272,0.4984,0.6409,0.6854,0.8814,1.2858,0.1195,6.7739,-0.7999,0.3979,0.8613,-0.5559,-0.8419,0.7501,-15.7514,173.3483,13.1662,40.0625,?,-6.5029,20.3739,4.5137,20.8125,-0.8814,-34.0776,182.7782,13.5195,46.375,-26.4815,2.4222,0.4622,0.1908,2.9169,0.9739,0.3339,8.5083,0.9484,0.1115,4.109,0.8965,0.2182,0,0,6.5556,1.9249,0.8639,0.4488,0.4379,57.5431,-0.6388,-0.9521,0.8365,125000,0,0,0,1,DAVANTI_PANTALONI
