@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-1.3041,18.2736,4.2748,23.8357,-1.7088,-1.4058,97.774,9.8881,51.1032,-1.0305,0.1141,13.6305,3.692,19.0759,-1.0504,8.299,64.4939,8.0308,27.6537,0.0394,0.9276,-11.4291,-0.1571,-12.3205,-0.1694,0.0137,0.4323,1.1579,0.5323,2.6783,1.2313,0.4597,0.1869,1.3406,0.2833,7.1732,1.516,0.2113,0.5798,1.5387,-13.2581,2.6539,-22.868,-8.6167,0.3496,0.9458,0.3057,2.7052,0.8743,0.3232,0.4664,1.2495,0.8619,2.6789,1.848,0.6898,0.019,12.3505,0.7542,-0.5785,-0.4509,-0.8087,-0.3878,0.2539,1.9553,34.1814,5.8465,15.7883,-1.0165,-7.4775,1.5874,1.2599,9.7798,?,0.5723,0.3128,0.5592,2.3799,-0.3544,-0.2615,3.4167,-13.0666,4.6403,10.4542,2.2529,21.5324,109.2896,5.0756,0.8138,12.7795,15.7036,0,4.4559,0,1.6144,6.6341,4.1094,0.0775,13.9362,0.2759,-0.695,-0.5078,TASCA_DESTRA_DAVANTI_PANTALONI
0.0705,14.8872,3.8584,23.7974,-0.7207,-1.4728,36.1101,6.0092,23.6571,-1.7382,0.3649,12.8536,3.5852,15.0799,-0.5011,7.2097,14.1783,3.7654,16.6646,0.0541,-0.0478,0.1931,0.0098,-4.0359,-0.2043,0.0506,0.6421,1.0762,1.0247,1.6761,1.5959,0.9521,0.4123,1.1582,1.05,2.8093,2.5469,0.9066,0.6637,1.98,-10.4577,2.9832,-15.7565,-5.2817,1.6008,1.3767,0.785,0.86,0.4904,0.5702,1.0059,1.5781,1.428,1.5688,1.4196,0.9049,0.0153,10.8194,0.2797,0.0992,0.3401,-0.8367,-0.3521,0.5548,-4.9671,3.0181,1.7373,6.7267,?,-7.9302,0.6628,0.8141,9.6198,?,0.8663,4.157,2.0389,6.4671,-0.4965,0.6264,-5.7334,-9.1536,2.1339,0.8521,0.3993,4.5537,0.726,0.1594,0.6993,3.1353,4.4837,1,0,0,0.6993,1.0401,1.4875,0.0959,14.8027,-0.9606,0.7626,-0.7331,TASCA_DESTRA_DAVANTI_PANTALONI
-0.6465,0.0881,0.2969,1.2121,?,-0.3925,1.0992,1.0484,3.9747,-0.7442,-0.1568,0.6427,0.8017,3.1607,-0.5992,1.4155,0.4229,0.6503,2.7385,0.0942,1.6472,4.1227,-0.4567,2.5028,-0.2773,-0.1108,0.2832,0.3703,0.4565,1.3078,1.6121,1.2327,0.0802,0.1372,0.2084,1.7104,2.599,1.5196,0.7148,1.0235,-4.2569,1.432,-5.9558,-4.1591,0,0,0,1.153,0.7538,0.6538,0.305,0.3835,0.4426,1.2575,1.4514,1.1542,0.0151,2.2374,0.6496,0.5902,-0.0996,0.9951,0.0402,0.0746,-7.0282,0.014,0.1183,7.1966,?,6.5822,0.0134,0.1159,0.4016,0.9411,1.8669,0.0017,0.041,0.128,0.9343,-1.0678,-3.7646,3.5258,1.0206,2.883,2.8248,1.0417,8.3118,7.9793,-1.1222,-3.9524,3.522,0,0,3.4968,17.9191,56.2304,3.138,0.1923,15.4773,0.9969,0.8632,0.8345,TASCA_DESTRA_DAVANTI_PANTALONI
-0.4547,2.1239,1.4574,6.3332,-1.3913,-1.7199,8.4626,2.909,9.8388,-2.5607,0.2968,2.4445,1.5635,6.0334,-0.495,3.7055,2.5528,1.5977,5.6174,0.2098,0.2644,-1.5319,-0.1227,-5.7942,-0.4641,0.0801,0.501,0.9321,0.9121,1.8606,1.8207,0.9786,0.251,0.8688,0.832,3.4618,3.315,0.9576,0.5208,1.8444,-2.4709,3.5418,-4.7447,-1.3397,0.9585,0.6563,0.3726,0.6847,0.3887,0.5677,0.6437,1.0497,1.1274,1.6307,1.7515,1.074,0.0354,5.4054,0.2721,0.2517,-0.1183,-0.3644,-0.851,0.4134,7.8706,1.0309,1.0153,3.1635,0.6552,-5.1185,1.8556,1.3622,7.349,?,2.2648,0.0636,0.2522,0.8818,0.6654,-1.5377,3.4753,-2.2601,0.7454,4.0251,5.4002,0.5556,16.2013,29.1623,-0.8182,3.4294,-4.1915,0,3.4823,0,0.4305,3.5875,8.3339,0.1894,15.2539,0.9896,-0.8403,-0.8227,TASCA_DESTRA_DAVANTI_PANTALONI
0.6929,2.7398,1.6552,5.957,-0.5652,-1.027,0.9999,1,3.873,-3.6403,0.4121,3.8546,1.9633,6.3364,-1.2421,2.7723,1.6136,1.2703,4.4626,0.1454,-0.6747,1.6814,0.2499,-2.4922,-0.3705,0.1487,1.6553,0.8431,1.3031,0.5093,0.7872,1.5456,2.74,0.7108,1.6979,0.2594,0.6197,2.3888,0.708,0.6128,-2.8323,0.8656,-4.0004,-4.6217,4.5597,1.3467,0.7288,0.2953,0.1598,0.5412,1.5381,0.9401,1.3349,0.6112,0.8679,1.4199,0.0256,4.4626,-0.5863,0.3097,0.5775,0.0994,-0.7692,0.1442,7.8848,2.2279,1.4926,5.8003,0.381,0.5365,1.8824,1.372,3.4084,-0.3541,5.2175,2.4435,1.5632,5.9042,0.3278,14.6978,1.5112,0.1028,1.0879,0.9549,0.8777,1.1835,0.9118,0.7704,-4.0054,1.2397,-0.3095,3.7225,1.0668,0.2866,1.7018,0.9824,0.5773,0.1857,14.3675,-0.801,-0.9728,0.8242,TASCA_DESTRA_DAVANTI_PANTALONI
-1.7901,22.7429,4.769,17.2352,-1.0494,-3.9598,23.2257,4.8193,18.4725,-2.3531,0.1053,25.0049,5.0005,17.3464,-0.7901,8.4202,18.9692,4.3554,16.3382,0.0166,0.4521,-17.0021,-0.2126,-37.6099,-0.4703,0.0125,0.9896,0.9537,1.095,0.9638,1.1065,1.1481,0.9792,0.9095,1.1989,0.9288,1.2244,1.3182,0.6808,1.1527,-32.0473,1.6931,-47.0737,-27.8025,1.5266,0.8679,0.5062,0.5685,0.3316,0.5833,0.933,0.9936,1.0549,1.0649,1.1306,1.0617,0.0439,13.1842,0.9238,0.2098,-0.6086,0.2969,-0.7446,0.0813,4.0106,15.493,3.9361,9.8844,-0.0776,2.4412,7.0856,2.6619,8.1033,-0.5596,6.8304,4.8917,2.2117,5.9521,0.3196,1.6429,0.5872,0.3574,1.4787,1.7797,1.2035,2.1865,3.1672,1.4485,0.2447,-0.2545,-1.0401,1.7654,1.0487,0.594,1.2198,1.6607,1.3614,0.0837,14.3457,-0.9507,-0.8851,0.9678,TASCA_DESTRA_DAVANTI_PANTALONI
-0.4253,1.9897,1.4106,6.3431,-0.9931,-0.5837,29.6255,5.4429,24.1006,-1.1189,0.6125,14.6221,3.8239,15.9903,-0.744,5.8245,13.2088,3.6344,14.9135,0.0495,0.7285,-0.6944,-0.073,-0.9531,-0.1002,0.1052,0.2592,0.3689,0.3881,1.4234,1.4976,1.0521,0.0672,0.1361,0.1506,2.0261,2.2429,1.107,0.2483,0.4633,-4.0735,1.8656,-16.4028,-8.7922,0.2798,0.3471,0.2028,1.2405,0.7249,0.5844,0.2632,0.3967,0.4253,1.5072,1.616,1.0722,0.0193,8.467,-0.3294,0.4234,0.2362,-0.9204,-0.2342,0.3575,3.8471,1.1167,1.0567,3.676,0.2757,-8.6939,0.3521,0.5934,9.5659,?,-1.3537,2.6607,1.6312,5.441,-1.8268,-0.4425,-2.8419,6.4222,1.7809,0.6478,0.3638,3.1717,0.4197,0.1323,-0.1463,-0.398,2.7205,0,2.6369,0,0.3843,0.6756,1.7581,0.196,14.3567,0.9179,-0.9309,-0.9741,TASCA_DESTRA_DAVANTI_PANTALONI
2.5104,34.926,5.9098,19.5867,-0.61,-4.779,8.1985,2.8633,11.6181,-8.0065,3.3337,28.1965,5.31,15.172,-0.3281,10.0919,9.7291,3.1192,11.4068,0.24,-0.5253,0.753,0.2488,-1.4335,-0.4735,0.3303,2.064,1.113,1.8947,0.5392,0.918,1.7024,4.2601,1.2387,3.5898,0.2908,0.8427,2.8981,0.7185,1.9798,-2.0602,2.7554,-2.8673,-1.0406,9.4312,1.065,0.8106,0.1129,0.0859,0.7611,1.6859,1.291,1.7171,0.7658,1.0185,1.3301,0.0647,15.6376,0.7557,0.3271,0.0493,-0.045,-0.5409,0.6719,3.522,15.8788,3.9848,10.931,-0.379,-5.0967,13.2476,3.6397,11.2709,-2.6137,5.3336,0.1999,0.4471,1.3925,0.77,-0.691,0.6604,-0.9556,1.0948,8.9122,8.1404,1.1986,79.4276,66.2662,0.3686,-0.6446,-1.7489,2.5414,1.3094,0.5152,0.9698,7.8497,8.0938,0.0834,15.477,0.7689,-0.0736,0.5159,TASCA_DESTRA_DIETRO_PANTALONI
-1.6167,24.4018,4.9398,15.1074,-1.1479,-5.8716,9.0935,3.0155,10.7986,?,1.5233,28.2599,5.316,16.6544,-0.5334,9.8359,4.4196,2.1023,8.2679,0.4511,0.2753,-1.0613,-0.1644,-3.8546,-0.597,0.1549,1.6381,0.9292,2.3497,0.5673,1.4344,2.5287,2.6834,0.8635,5.5213,0.3218,2.0576,6.3943,0.7477,1.3936,-1.1881,1.864,-1.5891,-0.8525,0,0.6476,0.4669,0,0,0.721,1.399,0.9071,1.8272,0.6484,1.3061,2.0143,0.1256,15.526,0.9326,0.4642,-0.557,0.2187,-0.8075,0.185,5.4902,5.3335,2.3094,7.9699,0.072,-3.743,12.3282,3.5111,12.0113,-2.9738,4.0051,18.3211,4.2803,10.4282,-0.0922,-1.4668,1.3708,-0.9345,0.6577,0.5396,0.8203,0.4326,0.2911,0.6729,-0.0688,-0.7021,10.2089,2.8412,0.8995,0.3166,0.6635,0.7643,1.1518,0.1552,14.2168,-0.513,-0.5707,0.9546,TASCA_DESTRA_DIETRO_PANTALONI
-0.3539,4.5165,2.1252,9.8357,-0.61,-3.0867,8.9648,2.9941,14.9491,-3.7531,-0.8572,23.7603,4.8745,33.4122,-0.3964,5.961,12.0953,3.4778,23.7253,0.0301,0.1146,0.4129,-0.0594,3.6011,-0.5178,-0.1438,0.7098,0.436,0.6111,0.6142,0.8609,1.4016,0.5038,0.1901,0.3734,0.3773,0.7412,1.9644,0.3157,0.3929,-5.0652,1.2445,-16.0437,-12.8919,1.9424,0.2553,0.2497,0.1314,0.1286,0.9782,0.6579,0.2944,0.4146,0.4474,0.6301,1.4083,0.0347,9.0192,-0.2699,-0.3891,0.3321,0.3573,-0.6769,0.0089,4.8457,5.6917,2.3857,7.6328,-0.0696,0.7109,13.3413,3.6526,9.492,-0.7233,7.2523,0.3903,0.6248,2.361,0.7272,6.816,0.6682,0.098,0.6532,3.8186,5.8462,0.4266,14.5815,34.1786,0.1247,-0.079,-0.633,1.2956,0.8245,0.6364,0.8041,3.2328,4.0203,0.0941,15.5771,-0.69,-0.9602,0.7327,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0704,0.1009,0.3177,1.2632,-0.3865,-0.3069,0.1436,0.379,1.3472,-2.426,-0.1444,0.0202,0.142,0.5988,-5.1554,0.5771,0.0516,0.2272,0.8277,0.1616,-0.2294,-0.4876,0.122,2.1253,-0.5318,-0.2502,0.8383,2.2375,1.3985,2.669,1.6682,0.625,0.7028,5.0065,1.9558,7.1233,2.7828,0.3907,0.3691,0.7022,-2.2074,1.9022,-5.9799,-3.1438,2.3168,9.365,0.9229,4.0421,0.3983,0.0985,0.9376,2.1095,1.5262,2.2498,1.6277,0.7235,0.0037,0.8078,0.3587,-0.4371,0.3535,0.1832,-0.6182,-0.435,8.5124,0.0058,0.0764,0.2169,0.9747,4.3572,0.028,0.1674,0.4822,0.8967,-2.1651,0.0019,0.0441,2.2132,?,1.9537,-3.9316,-2.0124,0.4565,1.7319,3.7937,0.2084,2.9995,14.3924,1.9999,-3.7832,-1.8917,1.8398,0,0,0.4499,0.098,0.2179,0.1043,15.0347,-0.9987,-0.961,0.9667,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.7522,3.8828,1.9705,10.5526,-0.8323,-2.5451,15.8077,3.9759,16.1422,-4.8437,-1.0206,8.6096,2.9342,12.1396,-2.8091,4.6499,14.7635,3.8423,15.3527,0.0484,0.2956,0.737,-0.1618,2.4936,-0.5473,-0.2195,0.4956,0.6716,0.5128,1.355,1.0348,0.7637,0.2456,0.451,0.263,1.8361,1.0707,0.5832,0.3582,0.5354,-6.1408,1.4945,-17.1415,-11.4695,2.085,1.8071,0.357,0.8667,0.1712,0.1975,0.6537,0.8693,0.6873,1.3297,1.0514,0.7907,0.0309,7.1159,0.2376,0.0187,-0.001,0.9594,-0.8936,-0.8631,7.4744,1.9952,1.4125,4.9559,0.448,5.6696,3.9162,1.979,7.1071,0.198,0.81,1.6171,1.2716,4.1469,-0.1564,1.3183,9.2274,6.9993,0.7138,1.1108,1.5562,0.5095,1.2338,2.4218,2.2916,-7.1695,-3.1285,1.0131,2.5037,2.4714,0.6973,1.1951,1.7138,0.1024,14.2365,-0.9255,0.434,-0.7325,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.7414,0.2506,0.5006,2.5223,-0.9613,-1.2157,0.8658,0.9305,3.2335,-2.3538,0.5548,1.8058,1.3438,4.5369,-0.2001,2.2135,0.358,0.5983,2.7547,0.2861,0.6099,-1.3365,-0.335,-2.1913,-0.5492,0.2506,0.5379,0.3725,0.8366,0.6925,1.5552,2.246,0.2894,0.1388,0.7,0.4795,2.4188,5.0445,0.5448,1.6343,-1.1199,3.0001,-2.0557,-0.6852,1.3339,0.3402,0.3333,0.255,0.2499,0.9797,0.7801,0.5559,0.9156,0.7127,1.1738,1.6469,0.0172,3.2249,0.7234,0.2948,-0.1723,0.8332,0.3768,0.6879,8.7124,0.0256,0.1599,0.4149,0.9536,4.4867,0.0993,0.3151,0.8206,0.8303,0.0026,0.0065,0.0807,0.2498,-0.546,1.9418,3399.8223,1750.8361,0.5074,1.9822,3.9062,0.2575,3.929,15.2583,2.1244,-96.7026,-45.52,1.8497,55.3694,29.9337,0.5056,1.6608,3.285,0.1101,13.2684,-0.9998,0.9557,-0.9596,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.8896,2.0647,1.4369,7.7332,-2.1709,-1.4048,5.3944,2.3226,13.0602,-1.8104,0.8691,7.9682,2.8228,15.0027,-0.4664,3.5904,6.0569,2.4611,13.7162,0.0385,0.6333,-1.0236,-0.2478,-1.6164,-0.3913,0.2421,0.6187,0.509,0.5838,0.8228,0.9437,1.147,0.3827,0.2591,0.3409,0.677,0.8906,1.3155,0.6293,1.1096,-9.6488,1.7632,-15.3326,-8.6959,0.5248,0.2384,0.171,0.4542,0.3258,0.7172,0.5921,0.5155,0.5638,0.8705,0.9522,1.0938,0.0202,5.5389,0.1865,-0.508,-0.375,-0.2057,-0.4632,0.6575,4.6798,2.1767,1.4754,6.1246,0.2773,1.0305,0.6775,0.8231,3.5572,-0.1464,8.2838,1.7003,1.304,5.4596,0.4136,4.5411,0.5649,0.1244,1.7925,1.1314,0.6312,3.2129,1.2802,0.3984,-5.1708,0.61,-0.118,2.7311,0.9101,0.3332,1.7217,1.1218,0.6516,0.1029,14.0353,-0.0013,-0.9228,-0.3674,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1089,0.2821,0.5312,2.0241,-0.8818,0.0379,0.9582,0.9789,3.1402,-1.1989,0.0798,0.8883,0.9425,4.2209,-0.5754,1.3787,0.2476,0.4975,2.2586,0.1819,2.8753,1.3639,0.079,0.4744,0.0275,0.0579,0.5426,0.5636,1.0676,1.0386,1.9674,1.8943,0.2944,0.3176,1.1397,1.0787,3.8708,3.5882,0.554,0.6153,-1.8892,1.1106,-3.4103,-3.0706,0.7532,0.4015,0.3896,0.533,0.5173,0.9705,0.6446,0.4796,0.8962,0.744,1.3903,1.8688,0.0015,1.9799,0.4651,-0.2996,-0.0537,-0.0729,-0.1239,0.4971,8.0921,0.017,0.1302,0.3938,0.9523,5.5263,0.037,0.1923,0.5785,0.9011,-0.3038,0.0038,0.0617,0.4011,?,1.4643,-26.6359,-18.1903,0.677,2.1118,3.1195,0.4583,4.4599,9.7315,1.4919,-19.6092,-13.144,1.4117,0,0,0.6807,0.9817,1.4423,0.1043,13.9222,-0.9986,-0.6873,0.6983,TASCA_SINISTRA_DAVANTI_PANTALONI
0.265,14.4338,3.7992,16.0241,-0.5947,-2.0425,26.6418,5.1616,18.5577,-2.3285,-0.0845,35.3828,5.9483,16.2767,-1.1856,8.4798,8.8012,2.9667,14.5913,0.0942,-0.1298,-3.1364,0.0313,24.1702,-0.2409,-0.01,0.7361,0.6387,1.2806,0.8677,1.7399,2.0051,0.5418,0.4079,1.64,0.753,3.0271,4.0202,0.4603,0.6768,-3.9387,1.4703,-8.5566,-5.8195,1.8022,1.3493,0.6238,0.7487,0.3461,0.4623,0.8635,0.9845,1.0982,1.1401,1.2718,1.1155,0.0217,13.4061,0.8594,0.682,-0.0293,0.9053,-0.4099,-0.3652,-6.7356,5.5481,2.3554,8.9356,?,2.3027,11.7373,3.426,9.2654,-0.5005,5.1564,1.5677,1.2521,4.3281,0.4406,-2.9251,-1.3063,0.4466,0.6875,1.8812,2.7363,0.4727,3.5391,7.4871,2.8913,-2.6209,-0.9065,0,0,0.798,0.9644,2.0645,2.1407,0.0925,15.4616,0.7378,0.943,0.4909,TASCA_SINISTRA_DAVANTI_PANTALONI
2.1534,2.2453,1.4984,6.5293,-0.2813,-2.255,4.0432,2.0108,8.1707,-4.427,-0.0183,3.7538,1.9375,6.6487,-0.7835,4.1402,2.6236,1.6197,7.5382,0.1468,-0.955,-117.7575,0.5201,123.3111,-0.5447,-0.0044,0.7452,0.7734,0.9251,1.0378,1.2414,1.1962,0.5553,0.5981,0.8558,1.0771,1.5411,1.4308,0.2151,0.4908,-1.1054,2.282,-5.1399,-2.2524,3.3847,1.3669,0.5768,0.4039,0.1704,0.422,0.7991,0.982,0.8662,1.2289,1.0839,0.882,0.0636,6.5532,-0.5403,-0.1098,0.6778,0.5472,-0.8589,-0.2922,-9.1738,0.1986,0.4457,9.6449,?,-1.0579,0.7818,0.8842,3.0133,-3.3104,2.0372,5.7613,2.4003,8.059,-0.469,8.672,-4.5031,-0.5193,0.5041,0.1857,0.3684,0.2541,0.0345,0.1357,4.1676,3.7483,0.8994,0,0,0.1274,3.2007,1.1968,0.3739,0.197,13.0967,0.8757,0.7299,0.9545,TASCA_SINISTRA_DAVANTI_PANTALONI
-4.4576,1.8515,1.3607,6.0499,?,-0.6753,2.8512,1.6885,5.1793,-1.9624,3.601,5.7109,2.3897,8.0722,-0.1659,6.4911,1.5729,1.2542,3.9993,0.4968,6.6008,-1.2379,-0.6867,-0.1875,-0.104,0.5548,0.8058,0.5694,1.085,0.7066,1.3464,1.9055,0.6494,0.3242,1.1771,0.4992,1.8127,3.6308,1.7633,5.2678,-1.5325,2.9874,-0.8691,-0.2909,0,0,0,0.2525,0.22,0.8712,1.1681,0.7495,1.5127,0.6416,1.2951,2.0184,0.5245,9.8013,-0.2761,0.2409,-0.1955,-0.7849,-0.7596,0.8785,-3.1899,4.0838,2.0209,6.4805,-43.8378,1.0606,1.4727,1.2136,3.8418,-0.4421,6.9424,0.689,0.8301,2.9102,0.6504,-3.0077,-0.4595,0.1528,1.6652,2.4345,1.462,2.773,5.9268,2.1373,5.3798,-1.1703,-0.2175,0.0543,0.0174,0.32,1.6868,2.2268,1.3201,0.1753,11.5305,0.9837,0.9921,0.9947,TASCA_SINISTRA_DAVANTI_PANTALONI
