@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.1786,2.128,1.4588,11.9179,-0.9134,-0.0338,3.743,1.9347,12.2567,-1.2215,-0.0845,2.8815,1.6975,15.1969,-0.4239,2.3903,3.0793,1.7548,10.4548,0.0246,-5.2789,-2.115,0.0747,0.4006,-0.0142,-0.0353,0.754,0.8594,0.8313,1.1397,1.1025,0.9673,0.5685,0.7385,0.691,1.299,1.2155,0.9358,0.8442,1.2576,-21.5494,1.4897,-25.5265,-17.1358,1.1289,0.5836,0.5811,0.517,0.5147,0.9957,0.9724,0.7842,1.1399,0.8065,1.1724,1.4536,0.001,3.576,0.5498,-0.2979,0.0163,-0.2277,-0.1026,0.3134,-2.9367,2.5342,1.5919,4.8896,?,-8.9424,0.3343,0.5782,9.7133,?,2.1031,0.2778,0.5271,1.7327,0.4178,0.3284,-1.3963,-4.252,2.7534,3.0201,1.0969,7.5811,9.1212,1.2031,0.5034,-3.9319,-7.8108,1,0,0,0.5034,2.822,5.606,0.0502,13.9822,-0.9642,-0.6878,0.7852,TASCA_DESTRA_DIETRO_PANTALONI
0.1344,0.924,0.9612,8.3641,-2.0796,-0.218,1.1637,1.0787,4.9171,-1.3457,-0.1219,0.7463,0.8639,6.7068,-1.7081,1.449,0.8148,0.9027,5.5988,0.0103,-0.6166,-1.1031,0.0928,1.789,-0.1505,-0.0841,0.8911,1.1127,1.0649,1.2487,1.195,0.957,0.794,1.2381,1.134,1.5593,1.4281,0.9159,2.0023,1.3352,-97.3471,0.6668,-48.618,-72.9088,1.2956,1.0967,0.4801,0.8464,0.3706,0.4378,1.701,1.2471,1.4939,0.7332,0.8782,1.1979,0.0015,2.1433,-0.1371,0.1023,-0.2293,0.1127,-0.2512,-0.1848,-0.9525,1.3305,1.1535,4.5629,-1.6582,-9.2048,0.052,0.228,9.5055,?,2.999,0.1647,0.4058,1.4545,0.6083,0.1035,-0.3176,-3.0693,5.0597,2.8424,0.5618,25.601,8.0792,0.3156,0.2994,-1.2602,-4.2085,0,0.4623,0,0.48,3.137,6.5351,0.0509,13.4893,-0.4046,0.0168,0.8384,TASCA_DESTRA_DIETRO_PANTALONI
2.1483,6.2543,2.5009,8.2275,-0.3933,-1.7517,2.2525,1.5008,5.6295,-3.064,-0.3466,1.054,1.0267,4.0533,-1.6155,3.9748,1.5656,1.2512,4.6397,0.2467,-1.2264,-6.1989,0.5405,5.0545,-0.4407,-0.0872,1.6663,2.4359,1.9987,1.4619,1.1995,0.8205,2.7766,5.9336,3.9949,2.137,1.4388,0.6733,0.5472,0.9276,-1.5285,1.6953,-2.7935,-1.6478,4.263,3.8105,0.9588,0.8938,0.2249,0.2516,1.4615,2.0298,1.7733,1.3889,1.2133,0.8736,0.0279,5.765,0.3397,0.1244,0.7647,-0.1941,-0.1491,0.0149,4.7123,13.1644,3.6283,10.9322,-0.1242,-4.3325,26.205,5.1191,13.4067,-2.6877,-0.0306,15.8444,3.9805,13.4099,-0.6039,-1.0877,-154.2172,141.7878,0.7088,0.9115,1.286,0.5024,0.8309,1.6539,0.1236,0.2392,1.9353,2.6749,1.1631,0.4348,0.8154,0.8152,0.9998,0.0634,13.9327,0.7531,-0.2121,0.454,TASCA_DESTRA_DIETRO_PANTALONI
3.5887,23.5438,4.8522,18.1121,-0.6474,-1.1621,32.7353,5.7215,24.9159,-2.1961,-0.0549,36.8589,6.0712,25.8047,-1.0965,9.1785,23.126,4.8089,18.0653,0.065,-3.088,-65.3749,0.391,21.1707,-0.1266,-0.006,0.8481,0.7992,1.009,0.9424,1.1898,1.2625,0.7192,0.6388,1.0181,0.8881,1.4155,1.5938,0.4158,0.5274,-5.6664,1.2685,-13.6289,-10.7441,1.4103,0.8932,0.569,0.6334,0.4035,0.637,0.7269,0.7019,1.0026,0.9656,1.3792,1.4284,0.0205,13.8258,-0.2966,0.3719,0.6524,0.1647,-0.5754,0.2026,3.1742,12.1715,3.4888,9.3171,-0.0521,1.3428,21.0912,4.5925,12.7476,-1.4008,6.8275,4.4156,2.1013,5.6853,0.3417,2.3638,0.4649,0.1967,0.7597,1.6603,2.1855,0.5771,2.7565,4.7765,0.062,-0.1563,-2.5205,1.6678,1.0254,0.6148,0.7309,1.6388,2.2422,0.0394,14.7127,-0.8057,-0.933,0.9279,TASCA_DESTRA_DIETRO_PANTALONI
0.1568,4.3716,2.0908,9.8032,-0.3962,-0.6531,1.1379,1.0667,6.2327,-0.7139,-0.2708,2.2019,1.4839,8.6903,-0.659,2.3094,2.9023,1.7036,8.3516,0.0158,-0.2401,-0.579,0.0679,2.4115,-0.2828,-0.1173,1.96,1.409,1.2273,0.7189,0.6262,0.871,3.8416,1.9854,1.5062,0.5168,0.3921,0.7587,1.0716,0.8059,-20.7077,0.752,-19.3246,-25.6965,1.9307,1.3404,0.8274,0.6942,0.4286,0.6173,1.5729,1.1281,1.1738,0.7172,0.7463,1.0406,0.0038,3.4901,-0.0226,0.5495,0.5642,-0.0075,-0.2721,0.2388,3.3797,11.9714,3.46,9.9634,-0.0896,2.208,5.8548,2.4197,7.2971,-0.589,7.7507,1.8386,1.3559,5.8306,0.3544,1.5307,0.436,0.2849,1.4299,2.5517,1.7845,2.0447,6.5112,3.1844,0.303,-0.2561,-0.8449,1.9911,1.0124,0.5085,1.3654,1.7088,1.2515,0.046,14.5318,-0.7776,-0.869,0.6036,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0217,0.0178,0.1335,0.7667,-1.144,-0.0498,0.006,0.0777,0.341,-2.1024,-0.1492,0.0181,0.1346,0.7213,-3.4988,0.2385,0.0103,0.1015,0.5357,0.0503,-0.4353,-0.1452,0.0908,0.3334,-0.2086,-0.6256,1.7193,0.9922,1.3156,0.5771,0.7652,1.3259,2.9558,0.9845,1.7308,0.3331,0.5855,1.758,1.7705,0.7292,-14.4311,0.4119,-8.151,-19.7893,3.2538,2.2303,0.634,0.6855,0.1948,0.2843,2.2486,1.0629,1.4312,0.4727,0.6365,1.3465,0.0008,0.3457,0.1258,0.0464,0.0627,-0.2381,0.2053,-0.7067,7.8879,0.0027,0.0517,0.2077,0.974,5.5159,0.0058,0.0763,0.2882,0.9492,-1.8756,0.0003,0.0162,1.9106,?,1.43,-4.2055,-2.9408,0.678,3.1952,4.713,0.4596,10.2093,22.2119,1.4442,-4.0695,-2.8179,1.4074,0,0,0.7207,0.1087,0.1509,0.0503,15.2794,-0.9895,-0.3916,0.44,TASCA_SINISTRA_DAVANTI_PANTALONI
0.217,5.8133,2.4111,13.36,-0.3479,-0.5311,1.037,1.0183,5.0503,-0.9716,-0.2037,3.6576,1.9125,12.4624,-0.6992,2.7411,3.3646,1.8343,10.8517,0.023,-0.4085,-1.0649,0.0791,2.6069,-0.1937,-0.0743,2.3677,1.2607,1.3144,0.5325,0.5552,1.0426,5.606,1.5894,1.7278,0.2835,0.3082,1.0871,1.3856,0.6725,-13.4754,0.4853,-9.7252,-20.039,3.8694,1.3514,0.8923,0.3493,0.2306,0.6603,2.6454,1.072,1.2311,0.4052,0.4654,1.1484,0.0033,4.159,0.1773,0.6518,0.6646,0.176,0.0418,0.4078,3.8908,10.0316,3.1673,9.6802,-0.0516,1.5633,3.579,1.8918,6.1006,-0.5446,7.8838,2.7819,1.6679,6.1222,0.3457,2.4888,0.4935,0.1983,1.6742,1.899,1.1342,2.8029,3.606,1.2865,0.221,-0.147,-0.665,2.3305,0.9838,0.4221,1.5868,1.5812,0.9965,0.0485,14.0354,-0.7895,-0.8597,0.532,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.3968,8.7056,2.9505,16.3626,-2.1439,-2.8275,39.483,6.2836,25.216,-3.4504,1.9781,35.6705,5.9725,27.5729,-0.2141,6.0525,59.2916,7.7001,24.1752,0.0026,0.1403,-0.2006,-0.0656,-1.4294,-0.4672,0.3268,0.4696,0.494,0.3832,1.0521,0.816,0.7756,0.2205,0.2441,0.1468,1.1069,0.6659,0.6016,0.5707,2.2952,-174.827,4.0215,-306.3155,-76.1703,0.9186,0.2292,0.2147,0.2495,0.2338,0.937,0.6489,0.5934,0.6768,0.9145,1.0431,1.1405,0.0188,8.4003,-0.5446,-0.8948,-0.3611,0.3799,-0.4599,0.6088,3.4371,13.3007,3.647,9.0425,-0.2433,6.0253,3.7477,1.9359,6.2023,0.3483,3.0151,21.8996,4.6797,10.4604,-0.1347,0.5704,1.14,1.9984,1.8839,0.7793,0.4137,3.549,0.6073,0.1711,-0.5338,1.4251,-2.6696,0.7642,0.7889,1.0323,1.4579,0.8644,0.5929,0.0407,14.098,0.5514,-0.9497,-0.7838,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0159,0.0096,0.0979,0.6534,-1.9712,-0.0541,0.0027,0.0523,0.2843,-2.2509,-0.1042,0.0182,0.1349,0.6225,-2.828,0.1882,0.0091,0.0955,0.4522,0.0458,-0.2946,-0.153,0.0847,0.5194,-0.2875,-0.5535,1.8708,0.7253,1.0247,0.3877,0.5477,1.4127,3.4999,0.5261,1.0499,0.1503,0.3,1.9958,2.202,0.9427,-19.978,0.4281,-9.0727,-21.1928,2.5145,1.3525,0.4641,0.5379,0.1846,0.3431,2.2981,1.0497,1.4449,0.4568,0.6287,1.3765,0.0006,0.2687,-0.1628,0.1704,-0.202,-0.0706,-0.0008,-0.7529,7.4334,0.0017,0.0417,0.1257,0.9832,6.3693,0.0024,0.0494,0.1506,0.9767,-0.5834,0.0011,0.033,0.6321,?,1.1671,-12.7421,-10.9181,0.8442,1.2627,1.4959,0.7126,1.5945,2.2376,1.1697,-11.6583,-9.9671,1.1619,0,0,0.8351,0.1989,0.2382,0.0524,14.3861,-0.9813,-0.2681,0.3189,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1159,0.2587,0.5087,5.4884,-0.326,-0.1427,0.361,0.6009,3.6171,-0.8802,-0.0151,1.1078,1.0525,16.3371,-0.7705,0.7449,1.2068,1.0985,10.1671,0.0044,0.8126,7.6549,-0.1556,9.4201,-0.1915,-0.0203,0.8466,0.4833,0.463,0.5709,0.547,0.9581,0.7167,0.2336,0.2144,0.3259,0.2992,0.918,0.7969,0.1898,-30.1857,0.2382,-37.8769,-159.0301,2.1515,0.4485,0.4053,0.2085,0.1884,0.9036,1.5174,0.3359,0.5398,0.2214,0.3558,1.6069,0.001,1.0693,0.5139,0.6643,0.0758,0.2503,-0.1144,-0.032,-1.4921,0.016,0.1264,2.0064,?,-9.6692,0.0004,0.0188,9.6905,?,0.6481,0.0142,0.1193,0.3574,0.5531,0.1543,-2.3022,-14.9188,6.7312,1.0593,0.1574,45.3092,1.1221,0.0248,0.207,-4.5371,-21.9134,1,0,0,0.207,5.6144,27.1167,0.0519,11.8094,-0.9368,0.5286,-0.1945,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.4491,7.0458,2.6544,10.7615,-2.4508,-1.245,8.17,2.8583,9.821,-1.124,0.6136,9.5099,3.0838,13.488,-0.6629,4.7962,5.7491,2.3977,10.87,0.0319,1.164,-2.3618,-0.3021,-2.0291,-0.2596,0.1279,0.9287,0.8608,1.107,0.9269,1.1921,1.2861,0.8624,0.7409,1.2256,0.8591,1.4211,1.6542,1.4706,1.4214,-21.3186,0.9666,-14.4964,-14.998,0.6744,0.3845,0.2777,0.5701,0.4118,0.7224,1.0958,0.7979,0.99,0.7281,0.9035,1.2408,0.0106,7.2435,-0.1043,-0.4709,-0.6409,0.3252,0.0195,0.6373,-2.3432,13.7775,3.7118,9.712,-10.9689,4.0728,12.9164,3.5939,10.6259,-0.5765,6.7118,2.3326,1.5273,4.7015,0.3985,-0.5753,-0.3491,0.6068,1.0328,2.4303,2.3532,1.0667,5.9065,5.5373,2.2905,-2.8576,-1.2476,0.1204,0.1038,0.8623,0.914,2.0657,2.2601,0.0433,14.796,0.9393,0.8443,0.942,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.2069,0.1893,0.4351,3.0832,-1.6545,-0.1627,0.411,0.6411,5.4514,-1.1757,-0.0029,0.5144,0.7172,6.205,-0.5703,0.755,0.6139,0.7835,4.0926,0.007,1.2718,71.948,-0.274,56.5709,-0.2155,-0.0038,0.6787,0.6067,0.5553,0.8938,0.8182,0.9154,0.4606,0.368,0.3084,0.799,0.6695,0.8379,0.6524,0.8528,-66.8013,1.3072,-102.3975,-78.3328,0.4636,0.2939,0.2818,0.6341,0.608,0.9588,0.5656,0.4969,0.7534,0.8785,1.332,1.5162,0.0014,1.1314,0.5187,0.4036,-0.223,0.33,-0.2217,-0.0623,0.9794,0.0206,0.1434,0.4949,0.6098,-9.748,0.0002,0.0134,9.7704,?,0.3872,0.0158,0.1258,0.4212,0.1604,-0.1005,2.5295,-25.1762,10.7163,1.1403,0.1064,114.8381,1.3003,0.0113,-0.0792,9.6143,-121.4504,0,2.5286,0,0.0507,1.1751,23.1988,0.0519,11.1146,0.9665,-0.4908,-0.2663,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0103,5.2055,2.2816,13.7057,-0.6554,-0.8092,3.9229,1.9806,8.2024,-1.4037,0.1002,4.1349,2.0334,13.595,-1.1602,3.3094,2.9757,1.725,10.4574,0.0418,0.0128,-0.1033,-0.0031,-8.0774,-0.2445,0.0303,1.1519,1.122,1.3226,0.974,1.1482,1.1788,1.327,1.2589,1.7493,0.9487,1.3183,1.3895,1.1328,0.7431,-11.8929,0.656,-10.4984,-16.0035,2.4263,1.3156,0.7586,0.5422,0.3127,0.5766,1.6709,1.0081,1.3106,0.6033,0.7844,1.3,0.0043,5.0114,-0.4631,0.004,0.2309,0.1591,-0.2874,0.0123,-4.2911,3.3665,1.8348,8.419,?,1.7028,7.9387,2.8176,9.6694,-1.314,7.7405,3.6282,1.9048,6.97,0.2396,-2.52,-0.5544,0.22,0.6512,0.9633,1.4792,0.4241,0.9279,2.1881,1.5333,-3.8335,-2.5002,0,0,0.4559,0.8707,1.2079,1.3873,0.0472,15.0638,0.8998,0.9051,0.9284,TASCA_SINISTRA_DAVANTI_PANTALONI
-3.1626,2.2749,1.5083,5.6797,?,-1.6539,1.6146,1.2707,4.5098,-7.3659,-1.9367,1.6418,1.2813,4.4492,-20.4906,4.2772,3.7252,1.9301,6.377,0.0822,1.9121,1.633,-0.7394,0.854,-0.3867,-0.4528,1.187,1.1771,0.7815,0.9917,0.6584,0.6639,1.409,1.3857,0.6107,0.9835,0.4334,0.4407,1.4304,1.3389,-9.944,0.936,-6.9519,-7.4272,0,0,0,2.6038,0.0776,0.0298,1.2594,1.2766,0.8906,1.0136,0.7072,0.6977,0.1846,6.8393,0.5927,0.5318,-0.8963,0.7403,-0.8384,-0.8133,-2.7185,6.3652,2.5229,7.4766,-25.2192,1.4193,1.354,1.1636,3.8438,-0.4775,7.6677,1.8859,1.3733,4.3457,0.5272,-1.9154,-0.3545,0.1851,2.1682,1.8372,0.8473,4.7012,3.3752,0.7179,5.7893,-1.4841,-0.2563,0.1096,0.031,0.283,1.9451,1.7204,0.8845,0.0949,12.1144,0.9767,0.991,0.993,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0294,0.5612,0.7491,4.4926,-2.3204,-1.1793,1.444,1.2017,5.9361,-2.5057,-0.5535,3.2365,1.799,6.629,-1.4872,2.2857,1.7153,1.3097,4.9731,0.0925,-0.0249,-0.0531,0.0129,2.1306,-0.5159,-0.2422,0.6234,0.4164,0.572,0.668,0.9175,1.3736,0.3886,0.1734,0.3272,0.4462,0.8419,1.8868,0.74,0.7921,-6.193,1.0704,-8.3692,-7.8188,0.7991,0.5077,0.2469,0.6353,0.309,0.4863,0.7568,0.6777,0.9034,0.8955,1.1936,1.333,0.013,3.3633,0.0613,0.0902,-0.4949,0.5634,-0.686,-0.5559,-2.1783,5.1108,2.2607,6.5294,?,3.3694,7.0304,2.6515,9.0321,-0.8105,8.227,0.3119,0.5585,2.2073,0.745,-0.6465,-0.2648,0.4095,0.8526,4.0481,4.7479,0.727,16.3874,22.5426,1.6148,-1.0124,-0.627,0,0,0.5763,0.7229,2.9581,4.0919,0.0915,14.4652,0.9497,0.8172,0.9489,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1744,0.4304,0.656,2.5161,-2.6629,-1.8099,3.1662,1.7794,6.0813,?,-1.088,6.3895,2.5277,10.2201,-1.0783,3.2122,4.1577,2.039,6.3542,0.0598,0.0964,0.1603,-0.0543,1.6635,-0.5634,-0.3387,0.3687,0.2595,0.3217,0.7039,0.8726,1.2397,0.1359,0.0674,0.1035,0.4955,0.7615,1.5368,0.3008,0.345,-4.5287,1.1468,-15.0559,-13.128,0,0.1397,0.1016,0,0,0.7277,0.4137,0.2462,0.396,0.595,0.957,1.6084,0.0212,4.6136,0.4649,0.0773,-0.5353,0.0144,-0.8823,-0.3017,-0.9379,5.0141,2.2392,9.6913,-5.0321,4.5932,1.38,1.1747,6.4357,-0.1617,8.2154,0.3672,0.6059,3.0586,0.6419,-0.2042,-0.1142,0.5591,1.9062,3.6954,1.9387,3.6334,13.6562,3.7585,9.0257,-1.4743,-0.1633,0.29,0.1881,0.6485,1.5059,3.1686,2.1041,0.0946,14.1956,0.9271,0.8278,0.913,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1077,5.4662,2.338,16.3781,-0.8357,-0.2924,3.3531,1.8311,10.3674,-1.3076,0.2534,7.4425,2.7281,19.6736,-0.4723,3.3356,5.2969,2.3015,15.1902,0.0178,-0.3685,0.4252,0.0323,-1.1537,-0.0877,0.076,1.2768,0.857,1.0159,0.6712,0.7956,1.1854,1.6302,0.7345,1.032,0.4505,0.633,1.4051,1.2692,1.1815,-27.1596,0.9309,-21.3989,-22.9883,1.9859,0.6677,0.5769,0.3362,0.2905,0.8641,1.5798,0.8325,1.0782,0.527,0.6825,1.2952,0.002,4.9939,0.0245,-0.1465,0.3074,-0.4027,-0.1303,0.4453,-7.395,3.2648,1.8069,9.4037,?,-5.5435,5.0945,2.2571,8.5106,?,1.1135,1.1535,1.074,3.4312,-0.0831,1.334,-6.641,-4.9783,0.8005,1.6824,2.1016,0.6409,2.8305,4.4167,1.1049,35.7238,32.3311,1,0,0,1.1049,2.7407,2.4804,0.0475,14.0642,-0.9981,0.0933,-0.1184,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1549,5.1463,2.2686,15.4871,-0.7602,-0.4875,1.404,1.1849,7.9989,-1.4935,-0.2324,3.0581,1.7487,9.25,-1.0275,2.4842,3.7527,1.9372,8.7799,0.0267,-0.3178,-0.6664,0.0624,2.0973,-0.1962,-0.0936,1.9145,1.2973,1.1711,0.6776,0.6117,0.9027,3.6654,1.6829,1.3714,0.4591,0.3741,0.8149,1.3961,1.4268,-27.7246,1.022,-19.8586,-19.431,2.7427,1.9285,0.9753,0.7031,0.3556,0.5057,1.9362,1.6743,1.7639,0.8647,0.911,1.0535,0.003,3.6686,0.5361,0.2682,0.2917,0.1984,-0.06,0.2315,3.6877,11.212,3.3484,9.9206,-0.107,2.9018,2.2153,1.4884,5.0282,0.0477,7.5779,3.2105,1.7918,8.0143,0.1368,1.2708,0.4866,0.3829,2.2497,1.8688,0.8307,5.0611,3.4923,0.69,-3.8042,-0.755,0.1985,1.6972,0.9653,0.5687,1.973,1.2379,0.6274,0.0477,14.5733,-0.5068,-0.8022,0.1527,TASCA_SINISTRA_DAVANTI_PANTALONI
