@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.0458,0.0121,0.1102,0.9462,-0.7397,0.0572,0.0226,0.1502,1.3968,-0.3693,-0.0035,0.0358,0.1893,1.6316,-2.5446,0.1986,0.0365,0.1911,1.6044,0.0251,0.8008,-13.1324,0.2305,-16.3988,0.2878,-0.0176,0.7335,0.5821,0.5768,0.7936,0.7864,0.9909,0.538,0.3388,0.3327,0.6298,0.6184,0.9818,1.0678,0.3434,-9.7529,0.3216,-9.1333,-28.397,0.5332,1.1815,0.3305,2.216,0.6198,0.2797,0.6774,0.5799,0.5897,0.8561,0.8706,1.0169,0.0007,0.3024,0.5914,-0.2467,0.2476,-0.3216,0.4041,-0.5406,1.9235,0.0036,0.06,0.2225,0.8916,-8.3256,0.0002,0.0129,8.3498,?,4.8116,0,0.0052,0.0192,0.996,-0.231,0.3997,-1.7303,4.6502,11.5129,2.4758,21.6241,132.5468,6.1296,-0.2192,0.3811,-1.7386,0,0.4257,0,0.0266,11.6171,435.9826,0.0991,15.0607,0.9749,-0.4328,-0.6236,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
-0.2232,6.246,2.4992,12.1836,-0.8682,-1.1196,2.6007,1.6127,7.6675,-2.2567,-0.4227,14.1522,3.7619,25.3823,-0.2955,3.9147,9.1561,3.0259,20.077,0.0164,0.1994,0.5281,-0.057,2.649,-0.286,-0.108,1.5497,0.6643,0.8259,0.4287,0.533,1.2432,2.4016,0.4413,0.6822,0.1838,0.284,1.5457,1.0657,0.978,-16.9213,0.9177,-15.8781,-17.3017,2.7699,0.3328,0.3195,0.1202,0.1153,0.9599,1.589,0.48,0.6068,0.3021,0.3819,1.2642,0.0128,5.8867,-0.0318,0.1574,0.3242,-0.2326,-0.5013,0.4751,6.5455,1.9661,1.4022,5.8259,0.3928,1.317,2.5417,1.5943,5.171,-0.2348,6.578,3.7057,1.925,7.9976,0.0036,4.9699,0.9951,0.2002,0.8795,0.7284,0.8282,0.7735,0.5306,0.6859,-3.8327,129.2084,-33.712,2.2912,1.1953,0.5217,1.1267,0.7285,0.6466,0.0987,14.7944,-0.5399,-0.8484,0.0836,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.099,0.059,0.2428,2.413,-0.7149,0.0455,0.3171,0.5631,5.5613,-1.0992,0.0162,0.1438,0.3792,3.8618,-1.3858,0.361,0.4017,0.6338,3.8675,0.0174,2.1771,6.0938,0.2743,2.799,0.126,0.045,0.4312,0.6403,0.3831,1.485,0.8885,0.5983,0.1859,0.41,0.1468,2.2051,0.7894,0.358,0.3454,0.4484,-14.6905,1.2982,-42.5277,-32.7591,0.5311,0.8693,0.3575,1.6367,0.6731,0.4113,0.4339,0.6248,0.6239,1.4401,1.438,0.9985,0.0012,0.5615,-0.9678,-0.9627,-0.0938,0.9509,0.0949,0.0014,9.0495,0,0.0026,0.0125,0.9986,3.6618,0,0.0041,0.0204,0.9944,-0.9315,0.0002,0.0124,0.9643,?,2.4713,-9.7146,-3.9309,0.6287,0.2075,0.3301,0.3953,0.0431,0.109,2.4756,-9.376,-3.7874,2.4652,0,0,0.6121,0.013,0.0212,0.1032,13.6428,-0.3621,0.7769,-0.5072,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3765,2.4849,1.5764,7.1572,-0.6029,-0.6132,8.1953,2.8627,11.8072,-0.6733,0.0542,5.9636,2.442,12.443,-0.3822,3.8056,2.6817,1.6376,11.0773,0.0978,-0.614,6.9482,0.0989,-11.3159,-0.1611,0.0142,0.5507,0.6455,0.9626,1.1723,1.7481,1.4912,0.3032,0.4167,0.9266,1.3742,3.056,2.2238,0.5666,0.7824,-2.2408,1.3808,-3.9546,-2.864,0.6328,0.496,0.3636,0.7838,0.5747,0.7332,0.6062,0.5752,0.6461,0.9489,1.0659,1.1233,0.0075,5.8057,0.0306,0.3931,0.1077,0.5861,0.0797,0.171,5.4664,0.5359,0.7321,2.2564,0.6626,-2.7109,7.331,2.7076,8.4295,-1.7861,7.1427,0.0523,0.2287,1.4479,0.8155,-2.0164,0.7653,-0.3795,0.2704,3.2008,11.8382,0.0731,10.2453,140.1433,-0.82,0.6926,-0.8446,2.2105,0.8524,0.3856,0.2677,1.5584,5.8218,0.0979,16.1148,0.7091,0.225,0.6661,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0432,0.0081,0.0902,0.6995,-0.1888,-0.1172,0.0935,0.3058,2.9173,-0.88,-0.0173,0.027,0.1642,1.5726,-1.2026,0.2605,0.0766,0.2768,1.7784,0.0156,-0.3685,-2.4988,0.1658,6.7803,-0.4499,-0.0664,0.295,0.5493,0.3258,1.8621,1.1045,0.5932,0.087,0.3017,0.1062,3.4675,1.22,0.3518,0.0814,0.1294,-3.9414,1.5903,-48.4367,-30.4576,0.3792,0.8241,0.3257,2.1733,0.8589,0.3952,0.2398,0.4448,0.3933,1.855,1.6403,0.8843,0.0013,0.3687,0.6928,0.5457,0.3933,0.7655,0.1468,-0.035,8.0737,0.0004,0.0188,0.0605,0.9925,5.4552,0.0008,0.0278,0.0903,0.9836,-1.1071,0,0.0062,1.1237,?,1.48,-7.2923,-4.9272,0.6752,3.0204,4.4732,0.4559,9.1229,20.0093,1.488,-7.1601,-4.8117,1.4746,0,0,0.6698,0.0538,0.0803,0.1022,14.636,-0.9863,0.0245,-0.0248,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0969,0.0021,0.046,0.239,-11.3251,-0.0786,0.0025,0.0503,0.2354,-6.8841,0.0103,0.002,0.0448,0.256,-0.8855,0.1377,0.0034,0.058,0.2784,0.0892,1.2332,-9.448,-0.7039,-7.6613,-0.5708,0.0745,0.9143,1.027,0.7926,1.1233,0.867,0.7718,0.8359,1.0547,0.6283,1.2618,0.7517,0.5957,1.0684,1.8271,-8.0512,1.7101,-7.5359,-4.4066,0.6494,0.1429,0.0634,0.22,0.0977,0.4441,1.0152,0.9338,0.8586,0.9198,0.8457,0.9194,0.0013,0.2141,0.6411,-0.1559,-0.9176,0.5557,-0.8112,-0.0841,8.7661,0,0.007,0.0242,0.9972,4.3828,0.0002,0.0127,0.0445,0.9899,-0.3411,0.0003,0.0179,0.3696,?,2.0001,-25.6994,-12.8489,0.553,0.3907,0.7064,0.3058,0.1526,0.4991,2.0072,-23.6867,-11.8009,1.9924,0,0,0.5426,0.0654,0.1205,0.1032,13.49,-0.9909,0.972,-0.9609,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.4464,2.5013,1.5815,6.4045,-0.4698,4.3499,1.735,1.3172,4.3015,0.2928,2.1649,8.5282,2.9203,9.0639,-0.2325,5.6805,4.3037,2.0745,7.1639,0.3172,0.1026,0.2062,0.0786,2.0093,0.7658,0.3811,1.2007,0.5416,0.7624,0.451,0.6349,1.4077,1.4416,0.2933,0.5812,0.2034,0.4031,1.9816,-1.1496,1.1974,-0.6152,-1.0416,0.5351,-0.5138,0.7164,0.5925,0.4153,0.827,0.5797,0.701,1.4889,0.7066,0.894,0.4746,0.6004,1.2652,0.4436,8.0155,0.727,0.4964,0.8271,0.0741,0.6097,0.7953,-2.8025,2.3838,1.5439,5.7734,?,1.866,0.0476,0.2182,0.6426,0.6942,7.7638,1.6644,1.2901,4.416,0.5333,-1.5018,-0.361,0.2404,7.0767,1.1967,0.1691,50.0801,1.4322,0.0286,-3.9572,-1.144,0.2891,0,0,0.2221,8.9848,1.3074,0.1455,0.1923,12.4323,0.8535,0.9953,0.8561,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1387,25.1946,5.0194,28.3953,-2.0196,-0.2864,15.7962,3.9744,21.5057,-0.8848,-0.3154,33.0888,5.7523,48.8168,-1.5051,5.9372,39.0295,6.2474,30.0748,0.0137,-0.4843,-0.4398,0.0234,0.908,-0.0482,-0.0531,1.2629,0.8726,0.8034,0.6909,0.6362,0.9208,1.595,0.7614,0.6455,0.4774,0.4047,0.8478,1.8812,0.6475,-45.4663,0.3442,-24.1684,-70.2156,0.8241,0.4826,0.3084,0.5855,0.3742,0.6391,1.3204,0.5817,0.9442,0.4405,0.7151,1.6232,0.0047,9.2845,-0.938,-0.6644,-0.2381,0.4931,0.1368,0.0411,0.9007,5.8229,2.4131,8.454,-0.6218,0.7543,0.7487,0.8653,2.3757,-0.156,-9.3826,0.2286,0.4781,9.8059,?,1.1941,-0.096,-0.0804,2.7888,5.0468,1.8097,7.7775,25.4703,3.2749,10.1112,0.3306,0.0327,2.5364,0,0,3.5586,0.8621,0.2423,0.0985,12.2558,0.7171,0.7085,0.5044,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1047,0.016,0.1265,0.5853,-2.9803,-0.0495,0.0136,0.1167,0.521,-1.4513,-0.0154,0.0081,0.0898,0.3844,-1.1761,0.2029,0.0101,0.1007,0.4261,0.0375,2.1133,6.8166,-0.516,3.2256,-0.2442,-0.0757,1.0841,1.4088,1.2558,1.2995,1.1584,0.8914,1.1752,1.9846,1.5771,1.6888,1.342,0.7946,1.4206,2.1092,-26.4068,1.4848,-18.5888,-12.5196,0.6918,0.8324,0.3322,1.2032,0.4801,0.3991,1.1233,1.5225,1.3736,1.3554,1.2228,0.9022,0.0012,0.3022,0.0162,-0.2242,-0.6957,0.9684,-0.1815,-0.0247,6.171,0.0002,0.0157,0.0711,0.9885,7.6182,0.0002,0.0128,0.0562,0.9926,-0.2256,0.0005,0.0221,0.2648,?,0.81,-27.3539,-33.769,1.2264,0.7115,0.5802,1.504,0.5062,0.3366,0.8073,-23.1495,-28.6742,0.8107,0,0,1.2646,0.2685,0.2123,0.1043,14.0148,-0.9621,-0.1324,0.1841,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.112,0.0031,0.0559,0.2626,-52.8149,-0.0574,0.008,0.0892,0.428,-1.4413,0.0008,0.0066,0.0815,0.4004,-0.8294,0.1706,0.0045,0.0668,0.2647,0.1516,1.9514,-148.9836,-0.6566,-76.347,-0.3365,0.0044,0.6268,0.6857,0.8364,1.0939,1.3344,1.2199,0.3929,0.4702,0.6996,1.1966,1.7806,1.488,1.02,1.4197,-5.4502,1.3918,-5.3434,-3.8391,0.0278,0.0223,0.0156,0.8009,0.5619,0.7016,0.6136,0.6558,0.992,1.0688,1.6168,1.5127,0.0013,0.2619,-0.0157,-0.3156,-0.4938,0.9282,-0.4068,-0.1688,7.4145,0.0002,0.0152,0.0505,0.9932,6.3963,0.0003,0.0176,0.0575,0.9911,-0.5318,0.0001,0.0085,0.5494,?,1.1592,-13.9425,-12.0279,0.8635,1.7879,2.0705,0.7457,3.1965,4.2868,1.1596,-13.4443,-11.5944,1.157,0,0,0.8781,0.0919,0.1047,0.1032,14.3425,-0.9733,0.0037,0.0192,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.5577,4.1892,2.0467,12.8678,-0.4681,-0.7465,13.6407,3.6933,18.2197,-0.9936,-0.1293,8.1682,2.858,14.3591,-1.9612,4.604,5.686,2.3845,10.0954,0.0737,-0.7471,-4.3136,0.1211,5.774,-0.1621,-0.0281,0.5542,0.7161,0.8583,1.2923,1.5489,1.1986,0.3071,0.5129,0.7368,1.67,2.399,1.4366,0.4518,0.4314,-5.1081,0.9548,-11.305,-11.8397,0.959,1.8075,0.8042,1.8847,0.8386,0.4449,0.7063,0.8961,1.2746,1.2689,1.8048,1.4223,0.0096,6.792,-0.0178,-0.5474,0.2369,-0.491,0.008,-0.2695,-6.454,0.1537,0.392,6.7893,?,-7.253,0.1193,0.3453,8.3755,?,1.1986,0.2011,0.4484,1.6576,0.2352,0.8898,-5.3848,-6.0514,1.1351,0.8742,0.7701,1.2885,0.7642,0.5931,0.8106,-13.3222,-16.4348,1,0,0,0.8106,4.0959,5.0528,0.1009,14.9055,-0.9712,-0.3843,0.589,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
1.4906,14.7251,3.8373,17.6808,-0.396,-2.5017,6.7728,2.6025,15.3418,-6.7578,0.0412,16.8173,4.1009,15.0675,-0.7119,6.3573,6.3813,2.5261,16.1512,0.1158,-0.5958,36.1574,0.2345,-60.6834,-0.3935,0.0065,1.4745,0.9357,1.5191,0.6346,1.0302,1.6234,2.1742,0.8756,2.3075,0.4027,1.0613,2.6354,0.3753,0.8004,-2.3705,2.1328,-6.3171,-2.9619,6.4046,1.439,0.6934,0.2247,0.1083,0.4818,1.1525,1.1734,1.0947,1.0182,0.9499,0.9329,0.0317,9.6939,-0.3051,0.2345,0.6488,-0.2113,-0.7429,0.2531,6.0956,1.1167,1.0567,3.2972,0.5607,6.2906,0.3585,0.5988,2.1888,0.723,4.0628,1.4279,1.1949,3.9864,0.4006,0.969,1.5003,1.5483,1.7649,0.8843,0.5011,3.1149,0.7821,0.2511,0.7367,1.5801,2.1449,0.9499,1.1287,1.1883,1.5064,0.8271,0.5491,0.1038,16.449,-0.5252,-0.8058,-0.0554,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
1.4983,15.6059,3.9504,24.697,-1.0936,-0.7864,17.2694,4.1556,20.7285,-0.8622,0.6124,16.2383,4.0297,18.1186,-0.8904,6.6957,7.5199,2.7422,15.7426,0.081,-1.9053,2.4466,0.2238,-1.2841,-0.1174,0.0915,0.9506,0.9803,1.4406,1.0313,1.5154,1.4695,0.9037,0.9611,2.0753,1.0635,2.2965,2.1594,1.3441,1.5116,-9.3032,1.1246,-6.9213,-6.1546,1.0598,1.2308,0.6887,1.1614,0.6498,0.5595,1.1915,1.3631,1.5688,1.144,1.3167,1.1509,0.0193,10.3057,-0.4242,0.2828,-0.0413,0.3462,0.3588,0.3468,5.1416,1.4559,1.2066,4.9421,0.3351,2.46,1.834,1.3542,5.3722,0.1555,7.6108,2.4295,1.5587,6.9369,0.2053,2.0901,0.6756,0.3232,0.891,0.7741,0.8688,0.7939,0.5993,0.7549,2.5178,1.3894,0.5518,1.1684,0.8514,0.7287,0.9199,0.7124,0.7744,0.1022,15.2124,0.4429,-0.8394,-0.8057,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.2257,4.6567,2.1579,9.8917,-1.0337,-0.8657,7.7145,2.7775,12.7803,-1.2581,-0.6752,4.5831,2.1408,8.3408,-1.5537,3.8538,3.3587,1.8327,7.8078,0.1174,-0.2607,-0.3342,0.0586,1.2822,-0.2246,-0.1752,0.7769,1.008,1.1775,1.2974,1.5156,1.1681,0.6036,1.0161,1.3865,1.6832,2.2969,1.3646,0.7061,0.9908,-4.8423,1.4032,-6.8577,-4.8873,0.8594,1.4892,0.5498,1.7329,0.6398,0.3692,0.774,1.186,1.2669,1.5323,1.6369,1.0683,0.0121,6.0051,-0.4377,0.0693,-0.0617,0.8267,-0.2993,-0.2836,4.4902,0.0671,0.259,1.0112,0.7953,8.0021,0.2362,0.486,1.3841,0.8456,3.1612,1.6705,1.2925,3.7391,0.1453,0.5611,1.4204,2.5314,0.5329,0.2004,0.376,0.284,0.0402,0.1414,0.5183,6.1777,11.9191,0.5511,1.129,2.0487,0.7306,0.2704,0.3702,0.1044,15.6535,-0.5446,0.4356,-0.9908,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.1165,0.0055,0.0744,0.2863,-5.9321,0.1036,0.0082,0.0905,0.3826,-0.2053,0.0416,0.0051,0.0715,0.3947,-0.3233,0.1886,0.0093,0.0964,0.4426,0.0393,-1.1238,-2.8023,-0.6174,2.4935,0.5494,0.2203,0.822,1.0406,0.7718,1.2659,0.939,0.7417,0.6757,1.0828,0.5957,1.6026,0.8817,0.5502,3.7591,2.5406,-13.5468,0.6759,-3.6037,-5.332,0.1301,0.1385,0.0896,1.0643,0.6891,0.6474,0.7483,0.7254,0.6469,0.9694,0.8645,0.8918,0.0018,0.2957,-0.8452,0.0316,-0.813,0.4779,0.9367,0.4663,8.8477,0,0.0066,0.0224,0.9975,4.0784,0.0001,0.0116,0.0407,0.9901,1.1197,0.0002,0.0138,0.049,0.9574,2.1694,7.9019,3.6425,0.5706,0.4784,0.8383,0.3256,0.2288,0.7028,2.1721,8.0235,3.694,2.156,7.701,3.5719,0.5503,0.4574,0.8311,0.1102,14.0459,-1.1433,-0.823,0.6123,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0578,0.0181,0.1346,0.598,-2.3515,0.0594,0.0217,0.1472,0.6406,-0.5771,0.0244,0.0065,0.0807,0.3817,-0.5539,0.198,0.0145,0.1206,0.5486,0.0606,-0.9731,-2.3651,-0.2919,2.4306,0.3,0.1234,0.9146,1.6679,1.1162,1.8236,1.2203,0.6692,0.8365,2.782,1.2458,3.3255,1.4892,0.4478,1.7899,3.0834,-11.8635,1.7226,-6.628,-3.8476,0.4392,0.7263,0.3055,1.6535,0.6956,0.4207,0.9335,1.5665,1.09,1.6782,1.1677,0.6958,0.0009,0.3121,-0.9276,-0.0125,-0.6842,0.3801,0.6839,0.1464,8.8223,0.0001,0.0117,0.0423,0.9952,4.2769,0.0007,0.0262,0.0944,0.9781,0.206,0.0016,0.0401,0.1336,0.5428,2.0628,42.8293,20.7629,0.448,0.2923,0.6525,0.2007,0.0855,0.4257,2.0906,55.5251,26.5598,2.0546,30.2822,14.739,0.4482,0.3168,0.7067,0.1032,13.3053,-0.9585,0.932,-0.9406,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0329,0.0182,0.1349,0.7505,-1.8162,0.0517,0.0203,0.1426,0.8348,-0.4695,0.0095,0.0174,0.132,0.6929,-0.8698,0.2066,0.0171,0.1309,0.7285,0.0285,-0.6362,-3.4504,-0.1593,5.4239,0.2504,0.0462,0.9463,1.0225,1.0312,1.0805,1.0897,1.0085,0.8955,1.0455,1.0633,1.1675,1.1874,1.0171,1.8146,1.5016,-22.6274,0.8275,-12.4697,-15.0691,0.4691,0.7191,0.3554,1.533,0.7576,0.4942,0.899,1.0831,1.0302,1.2048,1.146,0.9512,0.0007,0.3215,-0.6254,0.3437,-0.1106,0.513,0.3929,0.3585,8.2667,0.0011,0.0325,0.0998,0.988,5.2566,0.0028,0.0529,0.163,0.9696,0.441,0.0008,0.0275,0.0955,0.7991,1.5726,18.7452,11.9195,0.6135,1.1815,1.9258,0.3764,1.3959,3.7089,1.5782,21.5917,13.6814,1.5488,17.4648,11.2762,0.6122,1.0448,1.7067,0.1054,13.9643,-1.0009,0.9421,-0.9477,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
