@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
1.3791,7.9377,2.8174,15.2582,-0.5333,-1.3629,14.9706,3.8692,17.3635,-2.1471,0.527,16.494,4.0613,22.2418,-0.8772,5.0113,18.3264,4.2809,15.5119,0.0196,-1.0119,2.6167,0.2752,-2.5861,-0.272,0.1052,0.7282,0.6937,0.6581,0.9527,0.9038,0.9487,0.5302,0.4813,0.4331,0.9076,0.8169,0.9,0.448,0.5106,-17.1498,1.1398,-38.28,-33.5856,1.8036,0.8399,0.629,0.4657,0.3487,0.7489,0.8788,0.686,0.9836,0.7807,1.1194,1.4339,0.0105,7.5461,0.1657,0.4943,0.5769,-0.1567,-0.5451,0.4225,-0.3281,0.0797,0.2823,0.8693,-1.8488,-0.3422,0.0128,0.1132,0.6109,-10.9964,0.6085,0.0075,0.0867,0.3312,0.5516,0.9587,-0.5391,-0.5624,2.4938,3.2581,1.3065,6.2189,10.6152,1.7069,1.0075,-1.3851,-1.3748,5.9924,0.4132,0.069,1.423,2.625,1.8447,0.004,1.3607,0.0446,-0.3771,-0.3778,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
1.2179,7.6821,2.7717,14.7707,-0.6041,-0.0804,2.8356,1.6839,10.0082,-1.352,0.6937,12.2416,3.4988,22.3405,-0.7162,3.2892,13.9117,3.7298,15.7142,0.0198,-15.146,1.7556,0.3703,-0.1159,-0.0244,0.2109,1.646,0.7922,0.7431,0.4813,0.4515,0.9381,2.7092,0.6275,0.5522,0.2316,0.2038,0.88,0.9669,0.5967,-17.5083,0.6171,-18.1076,-29.3443,2.164,0.7074,0.5744,0.3269,0.2654,0.812,1.4759,0.6612,0.94,0.448,0.6369,1.4217,0.0074,5.0343,0.2951,0.5016,0.8019,-0.3336,-0.0295,0.6886,-0.4009,0.0174,0.1321,0.615,-5.0562,-0.3398,0.006,0.0773,0.577,?,0.5788,0.0045,0.0674,0.2855,0.6023,1.1798,-0.6926,-0.5871,1.7083,1.9579,1.1461,2.9184,3.8335,1.3136,0.8899,-1.1874,-1.3344,0,0.1415,0,1.0659,2.1542,2.0211,0.0041,1.3232,-0.5376,0.6938,0.0055,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
1.4381,3.8007,1.9495,8.2275,-0.3933,-1.1044,1.5876,1.26,5.6295,-3.064,-0.4245,0.9263,0.9624,4.402,-1.8405,2.5905,3.0716,1.7526,5.781,0.0614,-1.3022,-3.3872,0.5551,2.6012,-0.4263,-0.1639,1.5473,2.0257,1.1124,1.3092,0.7189,0.5491,2.394,4.1034,1.2374,1.714,0.5169,0.3016,0.5472,0.8142,-6.1426,1.488,-11.2265,-7.5446,4.263,3.8105,0.9588,0.8938,0.2249,0.2516,1.4615,1.869,1.4232,1.2788,0.9738,0.7615,0.0093,3.8042,0.0781,0.0228,0.6953,-0.1131,-0.4918,-0.1474,0.1718,0.0491,0.2216,0.9424,-0.7643,-0.2106,0.1511,0.3887,0.9406,-4.2688,0.6197,0.0101,0.1003,0.3049,0.5701,-0.8157,0.2773,-0.3399,0.5702,2.2099,3.8759,0.3251,4.8837,15.0225,0.5357,-1.0099,-1.8851,2.9919,0.7532,0.2517,1.0019,3.0911,3.0853,0.0034,1.2158,-0.147,-0.8002,0.5685,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
1.6803,15.7526,3.969,17.9952,-0.6544,-0.6722,17.1097,4.1364,24.5625,-2.3004,0.0729,18.9352,4.3515,25.7724,-1.0994,5.1364,28.6954,5.3568,18.9273,0.0204,-2.4996,23.0582,0.3271,-9.2246,-0.1309,0.0142,0.9595,0.9121,0.7409,0.9506,0.7722,0.8123,0.9207,0.8319,0.549,0.9036,0.5963,0.6599,0.4158,0.5274,-18.0589,1.2685,-43.4357,-34.2416,1.4616,0.8861,0.563,0.6062,0.3852,0.6354,0.7326,0.6982,0.9508,0.9531,1.2977,1.3617,0.0098,7.7231,-0.3431,0.3064,0.7444,0.1543,-0.4704,0.1196,-0.0445,0.0471,0.2171,0.6506,-4.8778,-0.2385,0.0037,0.0605,0.3546,-11.3007,-0.8447,0.0264,0.1624,0.9695,?,0.1865,0.0527,0.2823,3.5874,1.3366,0.3726,12.8693,1.7864,0.1388,1.6574,0.5569,0.336,3.8398,0,0,1.8348,0.6711,0.3658,0.0045,1.2271,-0.421,-0.9319,0.4402,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.1173,2.8136,1.6774,9.6638,-0.3763,-0.3639,2.4921,1.5786,8.165,-1.0124,-0.1457,1.1197,1.0581,7.7622,-0.8009,1.9466,2.8036,1.6744,8.2166,0.0036,-0.3223,-0.8047,0.0603,2.4968,-0.1869,-0.0749,1.0626,1.5852,1.0018,1.4919,0.9428,0.632,1.129,2.5129,1.0036,2.2257,0.8889,0.3994,0.6433,0.7655,-88.7885,1.1899,-138.0187,-115.9905,1.7305,1.629,0.8515,0.9413,0.492,0.5227,1.1836,1.245,1.1761,1.0519,0.9937,0.9447,0.0022,2.8496,0.4161,0.4574,0.361,0.0372,-0.1255,0.1236,0.2139,0.0066,0.0815,0.4167,0.2746,0.0102,0.0151,0.1228,0.3779,-2.3782,0.4273,0.0352,0.1876,0.5894,0.3426,21.0746,0.5007,0.0238,0.6637,0.4345,0.6547,0.4405,0.1888,0.4286,-0.5929,0.5134,-0.8659,5.1355,0.6407,0.1248,1.1028,0.707,0.6411,0.0025,0.7488,-0.7005,0.8163,-0.9495,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0452,0.0317,0.1781,1.5613,-0.355,-0.0964,0.0118,0.1087,1.1161,-9.6268,-0.1684,0.0225,0.1501,0.7897,-2.4526,0.2891,0.0221,0.1488,1.4609,0.047,-0.4683,-0.2681,0.1562,0.5725,-0.3334,-0.5824,1.639,1.1867,1.197,0.7241,0.7304,1.0087,2.6862,1.4082,1.4328,0.5243,0.5334,1.0175,0.4046,0.7292,-5.6781,1.8024,-14.0343,-7.7863,10.97,5.0375,0.7516,0.4592,0.0685,0.1492,1.3988,1.9771,1.0687,1.4134,0.764,0.5406,0.001,0.4295,-0.2334,0.0827,0.4061,-0.0711,-0.4527,-0.4878,-0.1588,0,0.0026,0.1681,?,-0.7565,0,0.0016,0.7617,?,-0.4698,0.0001,0.008,0.4794,?,0.21,0.3381,1.6101,1.6218,0.3207,0.1977,2.6303,0.1029,0.0391,0.2207,0.3506,1.5886,1,1,1,0.2207,0.3506,1.5886,0.0046,1.3852,0.2724,0.5651,0.4105,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1534,3.6904,1.9211,13.349,-0.3468,-0.2952,2.6475,1.6271,8.0392,-1.0408,-0.1032,1.8281,1.3521,11.9764,-0.7488,2.2457,3.2442,1.8012,11.0752,0.0029,-0.5196,-1.486,0.0683,2.8599,-0.1314,-0.046,1.1807,1.4208,1.0666,1.2034,0.9034,0.7507,1.394,2.0187,1.1376,1.4482,0.8161,0.5635,0.8384,0.6703,-105.9568,0.7995,-126.3848,-158.0736,2.5162,1.4473,0.8923,0.5752,0.3546,0.6165,1.6605,1.1146,1.2053,0.6713,0.7259,1.0814,0.0019,3.3001,0.48,0.5676,0.4027,0.0923,-0.0288,0.2667,0.186,0.0095,0.0977,0.438,0.2198,-0.0192,0.0141,0.1189,0.3269,-4.0029,0.3761,0.0421,0.2052,0.5951,0.2824,-9.7028,0.4945,-0.051,0.8213,0.476,0.5795,0.6746,0.2266,0.3359,-0.4718,0.5268,-1.1166,8.5927,0.677,0.0788,1.3401,0.7361,0.5493,0.0023,0.6606,-0.6076,0.7886,-0.9448,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0948,4.4776,2.116,16.3626,-2.1439,-1.4036,21.9785,4.6881,24.978,-3.5518,0.9669,18.7147,4.326,27.4726,-0.215,3.1576,38.1145,6.1737,23.9793,0.0027,0.0675,-0.098,-0.03,-1.4516,-0.4445,0.3062,0.4514,0.4891,0.3427,1.0837,0.7594,0.7007,0.2037,0.2393,0.1175,1.1744,0.5766,0.491,0.5725,2.2952,-174.827,4.0092,-305.3822,-76.1703,0.9484,0.2302,0.2165,0.2427,0.2282,0.9404,0.6551,0.5956,0.6824,0.9092,1.0417,1.1457,0.0092,4.3879,-0.476,-0.8934,-0.3784,0.2882,-0.5292,0.6261,0.2903,0.0432,0.2079,0.4952,0.2129,0.1907,0.0233,0.1528,0.3688,0.1478,0.439,0.0191,0.1384,0.3302,0.502,1.522,0.6612,0.4344,1.361,1.503,1.1043,1.8524,2.2589,1.2194,2.0929,0.4022,0.1922,1.4536,0.9487,0.6527,1.3427,1.4997,1.1169,0.003,0.92,0.9893,0.9977,0.9931,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0266,0.0106,0.1031,0.6468,-1.4858,-0.095,0.0054,0.0738,0.3317,-4.5576,-0.0734,0.0169,0.13,0.7303,-1.433,0.2012,0.0076,0.0872,0.4024,0.0779,-0.28,-0.3622,0.1322,1.2936,-0.472,-0.3649,1.3976,0.7931,1.1824,0.5674,0.846,1.4909,1.9533,0.629,1.3981,0.322,0.7158,2.2228,1.4214,0.8987,-11.376,0.6323,-8.0035,-12.6577,4.36,0.8668,0.5963,0.1988,0.1368,0.6879,1.9501,0.8856,1.6075,0.4541,0.8243,1.8151,0.0007,0.2987,-0.1677,0.0749,-0.0069,-0.2248,-0.3312,-0.4659,0.6401,0,0.0043,0.0137,0.9789,0.3469,0,0.0066,0.018,0.9495,0.6691,0,0.0039,0.0135,0.9799,1.8451,0.9567,0.5185,0.6525,1.1176,1.7127,0.4258,1.2489,2.9335,1.8709,0.9582,0.5122,1.8148,0.9592,0.5286,0.7597,1.0097,1.3291,0.0053,1.6561,-0.8952,-0.9459,0.7414,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0622,1.0559,1.0276,6.6018,-1.9184,-0.0769,1.6641,1.29,8.7209,-0.7031,-0.0321,0.9436,0.9714,11.0054,-1.8249,1.3973,1.722,1.3123,7.2383,0.0061,0.8082,1.9369,-0.0445,2.3966,-0.0551,-0.023,0.7966,1.0578,0.7831,1.328,0.983,0.7402,0.6345,1.119,0.6132,1.7636,0.9664,0.548,1.2053,0.6104,-97.0713,0.5064,-80.5362,-159.0301,0.4418,0.5807,0.3106,1.3143,0.7031,0.5349,0.757,0.5999,0.9121,0.7924,1.2048,1.5204,0.0006,2.0825,0.5116,0.2464,-0.2566,0.2172,-0.0366,-0.0433,-0.3974,0.0011,0.0333,0.4351,?,0.5582,0.0003,0.0165,0.1083,0.8301,-0.4582,0.0048,0.0692,0.5292,?,-0.7119,0.8673,-1.2183,2.0202,0.4807,0.238,4.081,0.2311,0.0566,-0.8222,0.8221,-0.9999,0,1,0,4.0183,0.8221,0.2046,0.0044,1.4138,0.8699,0.4883,0.66,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.7082,4.2854,2.0701,10.2027,-2.9858,-0.6569,4.2721,2.0669,8.8808,-1.4108,0.3243,5.3706,2.3175,12.8727,-0.5871,2.9688,6.1528,2.4805,11.0674,0.0143,1.0781,-2.1836,-0.2386,-2.0254,-0.2213,0.1092,1.0015,0.8933,0.8346,0.8919,0.8333,0.9343,1.0031,0.7979,0.6965,0.7955,0.6943,0.8729,1.4706,1.6051,-47.4426,1.0915,-32.2605,-29.5573,0.6949,0.3156,0.228,0.4542,0.3281,0.7224,1.1488,0.7926,0.9219,0.6899,0.8024,1.1631,0.0054,4.4741,-0.0297,-0.4713,-0.666,0.2442,-0.1994,0.5321,0.2127,0.0319,0.1787,0.6574,-0.9558,0.2131,0.0127,0.1128,0.3822,0.2234,0.436,0.0088,0.0939,0.5162,0.1051,0.9984,0.4879,0.4887,1.5845,1.9028,1.2009,2.5105,3.6207,1.4422,-2.9229,-5.2996,1.8131,0.683,0.5827,0.8531,1.72,1.2734,0.7403,0.0028,0.9199,-0.9235,0.7844,-0.5429,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1836,1.6022,1.2658,9.6195,-1.4071,-0.0748,1.8954,1.3767,8.3482,-1.9547,0.2905,2.6461,1.6267,9.9576,-0.7739,1.8325,2.9094,1.7057,8.7926,0.0033,2.4532,-0.6322,-0.1002,-0.2577,-0.0408,0.1585,0.9194,0.7782,0.7421,0.8463,0.8071,0.9537,0.8453,0.6055,0.5507,0.7163,0.6515,0.9095,1.0182,1.2944,-195.4706,1.2713,-191.9795,-151.0089,1.4144,0.7119,0.453,0.5033,0.3203,0.6363,1.1523,0.966,1.094,0.8384,0.9495,1.1325,0.0019,2.7863,0.4506,-0.2507,-0.2794,-0.0114,-0.13,0.338,-0.4479,0.0202,0.142,0.5743,?,0.4648,0.0028,0.0526,0.1844,0.6879,-0.3577,0.0503,0.2242,0.8524,-1.6788,-0.9636,1.252,-1.2992,2.7011,0.6334,0.2345,7.2959,0.4012,0.055,-1.4128,1.075,-0.7609,0,0,1.8569,3.1146,0.6737,0.2163,0.0039,1.3164,0.8579,0.9408,0.6505,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1749,3.8659,1.9662,13.6626,-0.6502,-0.5393,3.8799,1.9697,8.2024,-1.4037,0.0497,2.3729,1.5404,13.595,-1.1602,2.6533,3.4023,1.8445,10.8421,0.0066,0.3243,-3.5227,-0.0659,-10.8614,-0.2033,0.0187,0.9982,1.2764,1.0659,1.2787,1.0679,0.8351,0.9964,1.6292,1.1362,1.6351,1.1404,0.6974,1.1238,0.7372,-75.2517,0.656,-66.96,-102.0716,2.4263,1.3156,0.7586,0.5422,0.3127,0.5766,1.6657,1.005,1.2601,0.6033,0.7565,1.2539,0.003,3.9837,0.0904,0.1024,-0.0406,0.1661,-0.3744,-0.0747,0.0988,0.0479,0.2188,0.7955,-1.5379,0.2101,0.0045,0.0673,0.2954,0.296,0.4814,0.0168,0.1297,0.4977,0.283,0.4705,0.2053,0.4364,3.2506,1.6871,0.519,10.5661,2.8462,0.2694,-3.8818,-2.4538,0.6321,0.747,0.4516,0.6045,2.6928,1.5984,0.5936,0.0028,0.8881,-0.858,-0.3451,0.2977,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.5607,3.7109,1.9264,5.9316,-22.5426,-0.8072,1.5828,1.2581,4.6836,-5.5699,-1.0028,1.7136,1.309,4.5742,-12.7765,2.3263,5.6884,2.385,6.8193,0.0186,1.9336,1.5564,-0.6709,0.8049,-0.347,-0.4311,1.5312,1.4716,0.8077,0.9611,0.5275,0.5489,2.3446,2.1656,0.6524,0.9236,0.2782,0.3012,1.4304,1.3389,-44.0606,0.936,-30.803,-32.9091,0.3534,0.7588,0.0363,2.1471,0.1026,0.0478,1.2665,1.2968,0.8698,1.0239,0.6868,0.6708,0.046,3.6891,0.7971,0.7989,-0.9654,0.8399,-0.8973,-0.9056,-0.0313,0.0425,0.2062,0.5504,-3.6076,0.2016,0.025,0.158,0.4492,0.1697,0.6377,0.0352,0.1877,0.7277,0.0264,-0.1552,-0.0491,0.3161,1.3048,1.0986,0.842,1.7025,1.2069,0.7089,-4.6951,-21.8432,4.6523,0.2208,0.1598,0.7238,1.2253,0.7564,0.6173,0.0038,1.0117,-0.9923,0.8732,-0.9231,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.231,0.3282,0.5729,4.4926,-2.3204,-0.7697,0.8959,0.9465,5.9361,-2.5057,-0.3723,1.9672,1.4026,6.629,-1.4872,1.5497,1.5739,1.2546,5.184,0.054,-0.3001,-0.6204,0.149,2.0675,-0.4967,-0.2402,0.6053,0.4085,0.4567,0.6748,0.7544,1.118,0.3664,0.1668,0.2085,0.4554,0.5692,1.2499,0.74,0.7921,-10.6024,1.0704,-14.328,-13.3857,0.7991,0.5077,0.2469,0.6353,0.309,0.4863,0.7568,0.6777,0.8666,0.8955,1.1451,1.2787,0.0044,2.2747,0.2005,0.1338,-0.5374,0.5127,-0.7148,-0.5291,0.0848,0.0147,0.1214,0.4882,-2.5714,0.2294,0.0001,0.0116,0.0508,0.808,0.7253,0.0076,0.0874,0.3787,0.5038,0.3698,0.117,0.3163,10.4898,1.3885,0.1324,110.0355,1.9278,0.0175,-1.6431,-0.9144,0.5565,0.5163,0.1791,0.347,9.6045,1.2893,0.1342,0.0038,1.0939,-0.67,0.9981,-0.6417,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1044,0.2994,0.5472,2.5161,-2.6629,-1.0724,2.136,1.4615,6.1305,-123.4833,-0.5767,3.4643,1.8613,10.2201,-1.0783,1.8769,3.8706,1.9674,6.5486,0.031,-0.0974,-0.181,0.0556,1.8597,-0.5714,-0.3073,0.3744,0.294,0.2781,0.7852,0.7429,0.9461,0.1402,0.0864,0.0774,0.6166,0.5518,0.895,0.3008,0.345,-8.7319,1.1468,-29.0295,-25.3124,13.9483,0.1397,0.1016,0.01,0.0073,0.7277,0.4104,0.2462,0.3842,0.5998,0.9361,1.5607,0.0061,2.7243,0.5943,0.2017,-0.6729,0.1504,-0.9014,-0.3992,0.1497,0.006,0.0773,0.5458,-1.021,0.2083,0.002,0.0443,0.2685,0.3245,0.6822,0.0029,0.0539,0.3425,0.517,0.7186,0.2194,0.3053,1.7463,1.4351,0.8218,3.0497,2.0596,0.6754,-2.1382,-0.7521,0.3518,0.6795,0.3808,0.5605,2.0327,1.5933,0.7839,0.0036,1.0547,-0.9754,0.7366,-0.731,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.9886,6.3394,2.5178,16.0627,-0.8664,-0.6778,3.2827,1.8118,10.3674,-1.3076,0.162,6.3479,2.5195,19.925,-0.4911,3.6675,3.9828,1.9957,15.0688,0.0256,1.4585,-6.1008,-0.2696,-4.1829,-0.1848,0.0442,1.3897,0.9993,1.2616,0.7191,0.9079,1.2625,1.9312,0.9987,1.5917,0.5171,0.8242,1.5938,1.2692,1.1362,-18.8348,0.8952,-14.8398,-16.577,1.9157,0.6441,0.5565,0.3362,0.2905,0.8641,1.5494,0.8062,1.066,0.5203,0.688,1.3223,0.0061,5.295,-0.1509,-0.1161,0.0022,-0.3146,-0.1237,0.4108,-0.2017,0.0394,0.1984,0.6839,-1.9177,0.5233,0.0229,0.1514,0.5778,0.1834,-0.1,0.0573,0.2394,0.7226,-0.8834,-0.3854,2.0178,-5.2357,1.3107,0.8285,0.6321,1.7179,0.6864,0.3995,-3.4645,1.3263,-0.3828,0.3313,0.6109,1.8443,1.1835,0.9465,0.7997,0.0029,1.0054,-0.4672,0.6556,-0.7745,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
